Location,Apply Date,Issue Date,Project Name,Permit Details,Work Description,Valuation,Sq Ft,Company,Zip Codes
"17507 NE 123RD WAY
REDMOND, WA 98052
(47.710307454000485, -122.1167728159997)",08/07/2014,08/21/2014,Willowmere Park-Lot 30,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06781,Lot Specific Basic WP35-4 - 3 story fire sprinklered single family home with 3/095 sq ft dwelling space/ 106 sq ft covered front porch/ 109 sq ft rear covered patio/ and 468 sq ft garage. Total 3/778 sq ft.,371781.63,3778,RICK BURNSTEAD CONSTRUCTION LLC,17806
"8475 169TH PL NE
REDMOND, WA 98052
(47.69867141800006, -122.11413945499999)",08/06/2014,12/15/2014,Shaughnessy Heights-Lot 36,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06734,RNEW Shaughnessy Heights Lot 36 - New construction of a three-story fire sprinklered duplex home.  consisting of a 5/185 sq ft of dwelling/ 390 sf covered deck/porch/ and 685 sf attached garage for a total of 6/260 sq ft.,620164.75,6260,HILLCREST 2 LP,17806
"8449 169TH AVE NE
REDMOND, WA 98052
(47.68673747300005, -122.11335821199998)",08/06/2014,12/15/2014,Shaughnessy Heights-Lot 42,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06736,Shaughnessy Heights-Lot 42 - Construction of  a new/ 3-story/ fire sprinklered/ duplex residence consisting of 5185 sq ft dwelling space/ 390 sq ft covered deck/porch/ 130 sq ft uncovered deck/ and 685 sq ft garage. Total area of construction 6/390 sq ft,625189.25,6390,HILLCREST 2 LP,17806
"8400 169TH PL NE
REDMOND, WA 98052
(47.69867141800006, -122.11413945499999)",08/06/2014,06/12/2015,Shaughnessy Heights-Lot 27,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06729,Shaughnessy Heights-lot 27/ Construction of a new 3-story/ fire sprinklered/ duplex residence consisting of 3/975 sq ft dwelling space/ 286 sq ft covered deck/porch/ and 756 sq ft garage.  Total area of construction 5/017 sq ft,484500.11,5017,HILLCREST 2 LP,17806
"8405 169TH PL NE
REDMOND, WA 98052
(47.69867141800006, -122.11413945499999)",08/06/2014,06/12/2015,Shaughnessy Heights-Lot 28,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06733,Shaughnessy Heights-Lot 28 - Construction of a new/ 3-story/ fire sprinklered/ duplex residence consisting of 3987 sq ft dwelling space/ 286 sq ft covered deck/porch/ and 756 sq ft garage. Total area of construction 5/029 sq ft.,485823.59,5029,HILLCREST 2 LP,17806
"8425 169TH PL NE
REDMOND, WA 98052
(47.69867141800006, -122.11413945499999)",08/06/2014,12/15/2014,Shaughnessy Heights-Lot 31,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06730,RNEW Shaughnessy Heights Lot 31- New construction of a three-story fire sprinklered duplex home.  consisting of a 5/185 sq ft of dwelling/ 390 sf covered deck/porch/ and 685 sf attached garage for a total of 6/260 sq ft.,620164.75,6260,HILLCREST 2 LP,17806
"11743 163RD PL NE
REDMOND, WA 98052
(47.68629458400051, -122.1222453419997)",08/05/2014,08/27/2014,Brookside-Lot 20,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06701,RNEW Brookside-Lot 20 Construction of a two story fire sprinklered residence consisting of 2924 sq ft dwelling/ with 445 sq ft garage and 138 sq ft covered porch.  3/507 sq ft.,348104.66,3507,TOLL BROS INC,17806
"11773 163RD PL NE
REDMOND, WA 98052",08/05/2014,09/05/2014,Brookside-Lot 17,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06700,Brookside-Lot 17 - Construction of a new two story/ fire-sprinklered/ single family residence consisting of 2924 sq ft dwelling space/ 138 sq ft covered porch and 445 sq ft garage. Total of 3/507 sq ft.,348104.66,3507,TOLL BROS INC,
"11753 163RD PL NE
REDMOND, WA 98052
(47.68629458400051, -122.1222453419997)",07/31/2014,08/27/2014,Brookside-Lot 19,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06563,RNEW Brookside Lot 19- Construction of a two story/ fire sprinklered SFR consisting of 2684 sq ft dwelling with 466 sq ft garage and 77 sq ft covered porch.  Total area 3/227 sq ft.,319468.32,3227,TOLL BROS INC,17806
"17270 NE 123RD WAY
REDMOND, WA 98052
(47.710307454000485, -122.1167728159997)",07/18/2014,10/01/2014,Willowmere Park-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06078,Lot Specific Basic WP501- New sprinklered 2 story SFR. Dwelling - 3/002 sq ft/ covered porch - 67 sq ft/ covered rear patio - 100/ garage - 456 sq ft. Total - 3625 SQ FT.,358619.94,3002,RICK BURNSTEAD CONSTRUCTION LLC,17806
"17260 NE 123RD WAY
REDMOND, WA 98052
(47.710307454000485, -122.1167728159997)",07/18/2014,10/01/2014,Willowmere Park-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06076,Lot Specific Basic Basic WP37-1: 2 story fire sprinklered new SFR. Dwelling 2850 Sq Ft/ Covered Porch 117 Sq Ft/ Covered rear patio 112 Sq Ft/ Garage 498 Sq Ft. Total 3577 Sq Ft,346722.38,2850,RICK BURNSTEAD CONSTRUCTION LLC,17806
"13436 NE 100TH ST
KIRKLAND, WA 98033
(47.68949614100006, -122.16205127199999)",07/17/2014,01/28/2015,Foster Residence,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06051,Foster/ Chris - New two-story/ fire sprinklered/ single family residence consisting of 2905 sq ft dwelling/ 194 sq ft covered front porch/ 204 sq ft rear covered patio/ 410 sq ft garage.Total area of construction 3/713 sq ft.,357537.05,3713,BONTERRA CONSTRUCTION,17373
"16025 NE 117TH ST
REDMOND, WA 98052
(47.704721393000455, -122.11515092499968)",07/16/2014,07/23/2014,Greystone-Lot 84,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-06011,RNEW Greystone Lot 84 Two story fire sprinklered SFR Basic 4249C- 2858 Dwelling sq ft/ 75 sq ft covered porch/ 530 sq ft garage.,341250.62,2858,GREYSTONE HOMES LLC,17806
"14716 NE 76TH ST
REDMOND, WA 98052
(47.67268744100005, -122.14380666799997)",07/09/2014,03/12/2015,Narkulla Pavan,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-05801,RNEW Narkulla/ Pavan - 2 story fire sprinklered NSFR with dwelling size of 3523 sq ft/ covered deck of 120 sq ft/ covered porch of 195 sq ft and garage of 538 sq ft.  Total sq ft 4376,426929.95,3523,STANBROOKE CUSTOM HOMES,17806
"16010 NE 117TH WAY
REDMOND, WA 98052
(47.70500663700051, -122.1093675249997)",07/01/2014,07/10/2014,Greystone-Lot 41,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-05630,RNEW Greystone Lot 41 Two story fire sprinklered Basic 5138 A - Dwelling 4157 sq ft/ 93 sq ft covered porch/ 86 sq ft covered patio and 638 sq ft garage. Total sq ft 4974.,494259.81,4157,GREYSTONE HOMES LLC,17806
"16205 NE 118TH WAY
REDMOND, WA 98052
(47.706165945000464, -122.11554524499968)",06/26/2014,07/10/2014,Greystone-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-05503,RNEW Greystone Lot 8  Basic Plan #2001 Construction of a zero lot line fire sprinklered single family residence. Consisting of 1582 sf dwelling/ 36 sf covered porch and 292 sf garage. Total area of construction 1910 sf.,188560.3,1582,GREYSTONE HOMES LLC,17806
"16030 NE 117TH ST
REDMOND, WA 98052
(47.704721393000455, -122.11515092499968)",06/24/2014,07/01/2014,Greystone-Lot 71,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-05422,RNEW Greystone Lot 71 Basic 4058 B Tw story fire sprinklered NSFR consisting of 3651 sq ft Dwelling / 65 sq ft covered porch/ 465 sq ft garage. Total sq ft. 4181,425476.69,3651,GREYSTONE HOMES LLC,17806
"16838 NE 121ST ST
REDMOND, WA 98052
(47.707805806000465, -122.1158490419997)",06/19/2014,07/15/2014,Prescott Park Short Plat-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-05340,RNEW Prescott Park Lot 4 Basic 5138.3 C two story fire sprinklered SFR - Dwelling 4146 sq ft/ 83 sq ft covered porch/ 638 sq ft garage and 86 sq ft covered patio. Total sq ft is 4953.,492546.62,4146,OAKCREST HOMES LLC,17806
"16040 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",06/11/2014,06/19/2014,Greystone-Lot 40,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-05079,RNEW Greystone Lot 40 Basic 5138B two story fire sprinklered SFR- Dwelling 4158 sq ft/ 75 sq ft covered porch/ 86 sq ft covered patio/ 638 sq ft garage. Total sq. footage is 4/957.,493470.1,4957,GREYSTONE HOMES LLC,17806
"16904 NE 122ND CT
REDMOND, WA 98052
(47.70925348500049, -122.1145332699997)",06/11/2014,07/18/2014,Glenshire Div 2-Lot 11,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-05077,RNEW New Single Family Residence - 2 story - fire sprinklered 3253 sf dwelling/ 593 sf garage/ 36 sf covered entry.  3882 sf total area of construction.,385514.95,3253,CENTEX HOMES,17806
"17461 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",06/09/2014,06/23/2014,Willowmere Park-Lot 35,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04988,REGISTERED LOT SPECIFIC BASIC- WP30-1- Three story sprinklered- 2983 SQ FT dwelling/ 60 sq ft covered patio/ 55 sq ft covered porch/ and 449 sq ft garage for a total of 3/547 sf.,353630.01,3547,RICK BURNSTEAD CONSTRUCTION LLC,17806
"17511 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",06/09/2014,06/26/2014,Willowmere Park-Lot 29,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04987,WP35-2- Lot Specific Basic - 2 story - 3013 SQ FT dwelling space/ 147 sq ft rear covered patio/ 106 sq ft covered porch/ garage 470 sq ft for a total of 3/736 sq ft.,364721.97,3736,RICK BURNSTEAD CONSTRUCTION LLC,17806
"11752 163RD PL NE
REDMOND, WA 98052
(47.669667275000506, -122.12283753599968)",05/28/2014,06/16/2014,Brookside-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04693,Brookside-Lot 6 Construction of a new 2 story fire-sprinklered SFR consisting of 3/805 sq ft dwelling/ 138 sq ft covered porch/ 445 sq ft garage/ and 220 sq ft uncovered deck for a total of 4/608 sq ft.,453773.15,4608,TOLL BROS INC,17806
"10761 155TH PL NE
REDMOND, WA 98052
(47.69602794300005, -122.13294620899995)",05/27/2014,05/22/2015,Verona-Lot 17,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04663,Construction of a new 2 story fire-sprinklered SFR consisting of 4356 sq ft dwelling/ 68 sq ft covered porch/ 100 sq ft covered patio/ 630 sq ft garage for a total of 5154 sq ft.,515321.04,5154,COSMOS CONSTRUCTION CORP,17806
"2829 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.635861642000464, -122.09316467099973)",05/23/2014,07/24/2014,Vakil Mohammad,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04598,Construction of a new 2 story with basement fire-sprinklered SFR consisting of 5778 sq ft dwelling/ 195 sq ft covered porch/ 127 sq ft uncovered porch for a total of 6859 sq ft.,683837.71,6859,,17806
"10032 134TH AVE NE
REDMOND, WA 98052
(47.68984099300047, -122.1626624219997)",05/22/2014,10/24/2014,Kirkmond-Lot 20,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04546,Kirkmond (Heathers Ridge) RNEW Early Model 2 story fire sprinklered SFR/ consisting of a 2/411 dwelling unit/ 408 sf garage and 27 sf covered porch. Total sf is 2846.,284419.67,2846,QUADRANT HOMES,17373
"11700 162ND AVE NE
REDMOND, WA 98052
(47.646068233000506, -122.12433876899968)",05/22/2014,06/02/2014,Greystone-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04551,RNEW Permit from Basic BPLN-2013-01560 Plan4058.3.0 A. Construct a 2-story fire sprinklered single family residence.  3598 sf dwelling/ 52 sf covered porch/  465 sf garage. 4115 sf total area of construction.,418981.32,3598,GREYSTONE HOMES LLC,17806
"11846 163RD PL NE
REDMOND, WA 98052
(47.669667275000506, -122.12283753599968)",05/21/2014,06/06/2014,Brookside-Lot 13,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04484,Construction of a 2 story fire-sprinklered SFR consisiting of 2924 sq ft dwelling/ 138 sq ft covered porch/ 445 sq ft garage for a total of 3507 sq ft.,348104.66,3507,TOLL BROS INC,17806
"17343 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",05/19/2014,06/02/2014,Willowmere Park-Lot 49,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04211,Lot Specific Basic WP37-1: Dwelling 2850 Sq Ft/ Covered porch 117 Sq Ft/ covered rear patio 112 Sq Ft/ Garage 498 Sq Ft. Total 3577 Sq Ft,346722.38,2850,RICK BURNSTEAD CONSTRUCTION LLC,17806
"8468 169TH AVE NE
REDMOND, WA 98052
(47.686737473000505, -122.1133582119997)",05/19/2014,07/11/2014,Shaughnessy Heights-Lot 37,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04361,RNEW New construction of three story duplex home. Fire sprinklered consisting of 3987 SF of dwelling/ 84 sq ft covered front porch/ 171 sq ft covered front decks/ 71 sq fr covered rear patio and 756 SF of attached garage. 5069 SF Total area. Units 101 & 102.,487823.59,3987,HILLCREST 2 LP,17806
"17445 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",05/15/2014,06/02/2014,Willowmere Park-Lot 36,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04210,Lot specific basic - WP35-2 - 2 story sprinklered SFR. 2947 SQ FT Dwelling/ 102 SQ FT coverd porch/ 126 SQ FT covered rear patio/ 437 SQ FT Garage. Total 3/612 SQ FT.,354804.85,3612,RICK BURNSTEAD CONSTRUCTION LLC,17806
"11742 163RD PL NE
REDMOND, WA 98052
(47.68629458400051, -122.1222453419997)",05/15/2014,07/03/2014,Brookside-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04273,Construction of a new 2 story fire-sprinklered SFR consisting of 3/631 sq ft dwelling/ 397 sq ft garage/ 42 sq ft covered porch/ and 200 sq ft uncovered deck - 4/270 sq ft total.,426990.81,3631,TOLL BROS INC,17806
"14807 NE 67TH ST
REDMOND, WA 98052
(47.665681968000456, -122.14225399499969)",05/15/2014,08/26/2014,Roytberg-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04241,RNEW Roytberg Lot 2-Construct a two story fire sprinklered SFR consisting of 2991 sq ft dwelling/ 167sf covered porch/ 88 sq ft covered rear patio/ 758sf garage. Total area of work 4004 sf,374508.87,4004,NGC TRIMARK LLC,17806
"17323 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",05/15/2014,06/02/2014,Willowmere Park-Lot 51,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04213,Lot specific Basic WP37-1: 2 story sprinklered SFR/ Dwelling 2850 Sq Ft/ Covered porch 117 Sq Ft/ Covered rear patio 112 Sq Ft/ Garage 498 Sq Ft. Total 3577 Sq Ft,346722.38,2850,RICK BURNSTEAD CONSTRUCTION LLC,17806
"11763 163RD PL NE
REDMOND, WA 98052
(47.669667275000506, -122.12283753599968)",05/14/2014,06/06/2014,Brookside-Lot 18,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04195,Construction of a new 2 story fire-sprinklered SFR consisting of 2784 sq ft dwelling/ 42 sq ft covered porch/ 397 sq ft garage for a total of 3223 sq ft.,325845.18,3223,TOLL BROS INC,17806
"16326 NE 43RD CT
REDMOND, WA 98052",05/12/2014,09/12/2014,Brodsky Vera,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04100,RNEW Brodsky/ Vera- Build a 2 story fire sprinklered SFR total construction 6566sf.  Consisting of 5012 sf dwelling/ 655 covered porch/deck/ 112sf uncovered porch/deck and 787sf garage.,622953.5,6566,F K Construction Inc,
"16903 NE 122ND CT
REDMOND, WA 98052
(47.70919869800048, -122.11445424799967)",05/09/2014,06/03/2014,Glenshire Div 2-Lot 16,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-04055,Glenshire Div 2 Lot 16- RNEW 2 story fire sprinklered dwelling consisting of 1498sf 1st floor/ 1460sf 2nd floor/ 490 sf garage and 213 sf covered entry.  Total square footage 3661.,357497.22,3661,CENTEX HOMES,17806
"16932 NE 123RD ST
REDMOND, WA 98052
(47.710058879000485, -122.0984590919997)",05/07/2014,06/18/2014,Glenshire Div 2-Lot 9,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03958,RNEW 3-Story Fire-Sprinklered Single Family Residence 3127 sf dwelling/ 458 sf garage/ 212 sf covered entry and 347 sf uncovered deck. 4144 sf Total,388151.86,4144,CENTEX HOMES,17806
"16908 NE 122ND CT
REDMOND, WA 98052
(47.7092567140005, -122.11437898599968)",05/07/2014,06/06/2014,Glenshire Div 2-Lot 12,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03960,RNEW 2-Story Fire Sprinklered Single Family Residence 3253 sf Dwelling/ 593 sf Garage/ 57 sf Covered Entry. 3903 sf Total.,386564.95,3903,CENTEX HOMES,17806
"8324 141ST AVE NE
REDMOND, WA 98052
(47.67745040500046, -122.1521215299997)",05/06/2014,10/07/2014,Bansal Muhish & Goldy,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03890,Construction of a 2 story plus basement fire-sprinklered new SFR consisting of 5285 dwelling/ 210 sq ft covered patio/ 223 sq ft uncovered deck/ 87 sq ft covered entry/ 693 sq ft garage for a total of 6498 sq ft.,606351.6,6498,NW PROFESSIONAL CONT GROUP LLC,17806
"16907 NE 122ND CT
REDMOND, WA 98052
(47.70919853300046, -122.11440131999973)",05/02/2014,06/02/2014,Glenshire Div 2-Lot 15,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03777,RNEW Glenshire Div 2 Lot 15-  two story/ fire sprinklered SFR consisting of 3253sf dwelling/ 593sf garage and 36sf covered porch.  Total sf 3882.,385514.95,3253,CENTEX HOMES,17806
"16067 NE 117TH ST
REDMOND, WA 98052
(47.70446578700046, -122.12683639699969)",05/01/2014,05/13/2014,Greystone-Lot 86,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03747,RNEW Basic 4058 A - two story/ fire sprinklered SFR consisting of 3598 sq ft Dwelling  / 52 sq ft covered porch/ 465 sq ft garage. Total SF 4115,418981.32,4115,GREYSTONE HOMES LLC,17806
"16337 NE 51ST ST
REDMOND, WA 98052
(47.6575955290005, -122.12174619999968)",05/01/2014,08/20/2014,Chen Bobby,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03750,RNEW Construct a 2-story fire sprinklered 3265 sf dwelling/ 132 sf covered entry and 627 sf garage unheated storage 1608 sf for 5632 sf total area of construction.,433268.47,5632,SCHADEMAN & ASSOCIATES INC,17806
"17250 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",05/01/2014,05/12/2014,Willowmere Park-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03738,Lot Specific Basic WP501-Dwelling - 2989 sq ft/ covered porch - 167 sq ft/ garage - 456 sq ft. Total of 3612 Sq Ft.,357186.17,2989,RICK BURNSTEAD CONSTRUCTION LLC,17806
"11716 162ND AVE NE
REDMOND, WA 98052
(47.646068233000506, -122.12433876899968)",05/01/2014,05/13/2014,Greystone-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03745,RNEW Greystone Lot 4 BASIC 4010.3B Two story fire sprinklered SFR consisting of   3621sf dwelling / 50sf covered porch and 579 sf garage.  Total sf is 4250.,426212.83,3621,GREYSTONE HOMES LLC,17806
"17437 NE 123RD WAY
REDMOND, WA 98052
(47.710306870000466, -122.11729758399969)",05/01/2014,05/12/2014,Willowmere Park-Lot 37,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03740,WP35-1-Basic Lot Specific - 2 story - 3194 dwelling sq ft/ covered deck/porch 347 sq ft/ garage 461 sq ft for a total of 3/887 sq ft.,383255.92,3194,RICK BURNSTEAD CONSTRUCTION LLC,17806
"11756 162ND AVE NE
REDMOND, WA 98052
(47.646068233000506, -122.12433876899968)",04/30/2014,05/08/2014,Greystone-Lot 6,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03640,Greystone Lot 6 BPLN-13-01560 Basic 4058 B- 3651 Dwelling  sq ft/ 65 sq ft covered porch/ 465 sq ft garage for a total of 4181 sq ft.,425476.69,3651,GREYSTONE HOMES LLC,17806
"11776 162ND AVE NE
REDMOND, WA 98052
(47.646068233000506, -122.12433876899968)",04/30/2014,05/08/2014,Greystone-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03642,Greystone Lot 7 New construction of 2 story fire-sprinklered SFR permit from Basic BPLN-13-01553 our 4010.3.0 A plan consisting of 3605 sq ft dwelling/ 81 sq ft covered porch/ 579 sq ft garage for a total of 4265 sq ft.,425998.19,3621,GREYSTONE HOMES LLC,17806
"16912 NE 122ND CT
REDMOND, WA 98052
(47.70925240000048, -122.1143711789997)",04/25/2014,05/15/2014,Glenshire Div 2- Lot 13,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03462,Construction of a new 2 story fire-sprinklered SFR consisting of 2783 sq ft dwelling/ 177 sq ft covered entry/ 492 sq ft garage for a total of 3452 sq ft.,336480.59,2783,CENTEX HOMES,17806
"16911 NE 122ND CT
REDMOND, WA 98052
(47.70919836900049, -122.11434839199973)",04/25/2014,05/22/2014,Glenshire Div 2-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03467,Construction of a new 2 story fire-sprinklered SFR consisting of 3382 sa ft dwelling/ 37 sq ft covered entry/ 691 sq ft garage for a total of 4110 sq ft.,403914.24,4110,CENTEX HOMES,17806
"11880 176TH AVE NE
REDMOND, WA 98052
(47.70660607600047, -122.10520776399972)",04/23/2014,06/27/2014,Eastview-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03391,RNEW Eastview Lot 5- three story fire sprinklered/ finished basement SFR/ dwelling 4361sf/ covered deck/porch 173sf and garage 400sf.  Total sf is 4934,506448.69,4934,SEATTLE HOME BUILDERS LLC,17806
"11848 176TH AVE NE
REDMOND, WA 98052
(47.70457029100049, -122.10523307199969)",04/23/2014,05/13/2014,Eastview-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03389,RNEW Eastview Lot 4- 3 story fire sprinklered/ finished basement SFR 3945 sf dwelling/ 37 sf covered porch/ 136 sq ft rear covered area and 400 sf garage. Total sf is 4518.,460568.05,4518,SEATTLE HOME BUILDERS LLC,17806
"11731 162ND AVE NE
REDMOND, WA 98052
(47.646068233000506, -122.12433876899968)",04/22/2014,05/01/2014,Greystone- Lot 65,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03310,Permit from BPLN-2014-01560 Basic 4058C plan - Construction of a new 2 story fire-sprinklered SFR consisting of 3602 sq ft dwelling/ 188 sq ft covered porch/ 465 sq ft garage for a total of 4255 sq ft.,426222.48,3602,GREYSTONE HOMES LLC,17806
"16160 NE 117TH ST
REDMOND, WA 98052
(47.70446578700046, -122.12683639699969)",04/18/2014,04/28/2014,Greystone-Lot 66,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03209,Greystone Lot 66 RNEW Basic 4058 B - two story sprinklered 3651 Dwelling  sq ft/ 65 sq ft covered porch/ 465 sq ft garage. Total Sf 4181.,425476.69,3651,GREYSTONE HOMES LLC,17806
"11761 162ND AVE NE
REDMOND, WA 98052
(47.646068233000506, -122.12433876899968)",04/18/2014,04/24/2014,Greystone-Lot 63,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03205,New construction of 2 story fire-sprinklered SFR from Basic BPLN-2014-01583/ our 4060.3.0 C plan/ consisting of 4323 sq ft dwelling/ 62 sq ft covered porch/ 558 sq ft garage for a total of 4943 sq ft.,503353.15,4943,GREYSTONE HOMES LLC,17806
"15915 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",04/17/2014,05/08/2014,Greystone-Lot 50,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03158,From Basic BPLN-2014-00067 Plan 2001.1.3.0A/ Construction of a zero lot line fire sprinklered 2 story single family residence. Consisting of 1582 sf dwelling/ 36 sf covered porch and 292 sf garage. Total area of construction 1910 sf.,188560.3,1582,GREYSTONE HOMES LLC,17806
"15935 NE 117TH WAY
REDMOND, WA 98052
(47.70469606500046, -122.11958707599968)",04/17/2014,05/08/2014,Greystone-Lot 51,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03159,Basic Plan #2001 Construction of a zero lot line fire sprinklered single family residence. Consisting of 1582 sf dwelling/ 36 sf covered porch and 292 sf garage. Total area of construction 1910 sf.,188560.3,1582,GREYSTONE HOMES LLC,17806
"11660 162ND AVE NE
REDMOND, WA 98052
(47.646068233000506, -122.12433876899968)",04/16/2014,05/08/2014,Greystone-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03085,From Basic BPLN-2014-00067 Plan 2001.1.3.0A/ Construction of a zero lot line fire sprinklered 2 story single family residence. Consisting of 1582 sf dwelling/ 36 sf covered porch and 292 sf garage. Total area of construction 1910 sf.,188560.3,1910,GREYSTONE HOMES LLC,17806
"8445 169TH PL NE
REDMOND, WA 98052
(47.69867141800006, -122.11413945499999)",04/16/2014,06/12/2015,Shaughnessy Heights-Lot 33,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03103,Shaughnessy Heights Lot 33- New construction of a 3 story fire sprinklered duplex home/ units 101 & 102. 5477 sf dwelling space/ 316 sf covered decks/ patios/ 168 sq ft covered porches and 685 sf of attached garages.  6/646 total sf.,657069.43,6646,HILLCREST 2 LP,17806
"16937 NE 123RD ST
REDMOND, WA 98052
(47.710058879000485, -122.0984590919997)",04/16/2014,05/12/2014,Glenshire Div 2-Lot 10,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03089,RNEW Glenshire Div 2 Lot 10- 2 story SFR fire-sprinklered. 1st fl- 1498sf/ 2nd fl-1460sf/ garage 490sf/ covered entry 77sf.  Total area 3525sf.,350697.22,3525,CENTEX HOMES,17806
"16922 NE 123RD ST
REDMOND, WA 98052
(47.710058879000485, -122.0984590919997)",04/16/2014,05/29/2014,Glenshire Div 2-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2014-03090,RNEW Construct a 2-Story fire sprinklered single family residence. 3391 sf dwelling/ 449 sf garage/ 50 sf covered entry/ and 286 sf uncovered deck.  4/176 sf total area of construction.,406432.23,4176,CENTEX HOMES,17806
