"rowid","permit_number","property_address","street_number","street_direction","street_name","street_type","unit_number","council_district","issued_date","issued_year","issued_month","finaled_date","finaled_year","finaled_month","permit_year","status","description","value","use","icc_value","type_of_work","contractor_name","contractor_address","cofo_date","parcel_number","total_sq_ft","applicant","number_of_dwellings","number_of_dwelling_units","residential_permit","latitude","longitude","location"
"BLD2016-06933","BLD2016-06933","563 E 8TH ST","563","E","8TH","ST",,"1","2016-10-27T00:00:00.000","2016","Oct","2016-11-02T00:00:00.000","2016","Nov","2016","Finaled","ELECTRICAL PERMIT TO UPGRADE PANEL FROM 150 AMP 3 PHASE TO A 200 AMP SINGLE PHASE. NEW PANEL SHALL BE INSTALLED PER NEC 2005 AND CITY OF MESA STANDARDS. NO PLANS REQUIRED.","2900","RES","0","Res (OTH) -- Electrical","AEC ELECTRIC","PO BOX 86820 PHOENIX AZ 85080 ",,"13732057",,"AEC ELECTRIC",,,"N","33.429866","-111.818525","POINT (-111.818525 33.429866)"
"BLD2017-00950","BLD2017-00950","3329 N LOMA VISTA ","3329","N","LOMA VISTA",,,"1","2017-02-23T00:00:00.000","2017","Feb","2017-06-27T00:00:00.000","2017","Jun","2017","Finaled","MASTER PLAN #4005. LEHI CROSSING. TWO STORY RESIDENCE. WOOD FRAMED, TRUSSES, POST-TENSION SLAB, STUCCO, CONCRETE TILE, OPT. STONE VENEER. 2009 IECC COMPLIANCE CERT. PROVIDED.  SEE ADDENDA #MST2012-00109 FOR MINOR CHANGES TO INTERIOR AND EXTERIOR INCLUDING MINOR STRUCTURAL AND ELECTRICAL.",,"RES","314297.33","Res (SFR) -- Single Family (Detached)","WILLIAM LYON HOMES INC","8840 E CHAPARRAL RD STE200 SCOTTSDALE AZ 85250 ","2017-06-21T00:00:00.000","14119444",,,"1","1","Y","33.476272","-111.76245","POINT (-111.76245 33.476272)"
"BLD2016-05916","BLD2016-05916","1860 E MCKELLIPS RD","1860","E","MCKELLIPS","RD",,"1","2016-11-21T00:00:00.000","2016","Nov","2017-01-26T00:00:00.000","2017","Jan","2016","Finaled","RENOVATION OF THE EXTERIOR FACADES OF AN EXISTING OUTBACK STEAKHOUSE. A NEW FRONT ENTRANCE TOWER IS TO BE ADDED AND A NEW EXTERIOR LOUNGE AREA IS TO BE INCORPORATED AS SHOWN ON THE PLANS.  EXISTING TRELLISES TO BE PAINTED. A PORTION OF THE EXISTING PORCH ROOF CONSTRUCTION WILL BE DEMOLISHED / FRAMED OVER AS REQUIRED FOR NEW CONSTRUCTION.  ALL EXISTING EXITS TO REMAIN. THE INTERIOR FLOOR PLAN WILL REMAIN AS IS EXISTING EGRESS AISLES AND EXITS WILL NOT CHANGE AND WILL REMAIN UNOBSTRUCTED AND ACCESSIBLE DURING REGULAR RESTAURANT HOURS.  THE EXISTING PLUMBING FIXTURES ACCOMODATE THE OCCUPANT LOAD SHOWN, EXISTING PARKING SPACES WILL REMAIN. SPECIAL INSPECTION REQUIRED, STEEL CONSTRUCTION, ALL POST INSTALLED ANCHORS.   FIRE SPRINKLER DESIGN DRAWINGS, PREPARED BY A REGISTRANT, IS REQUIRED IF 10 OR MORE SPRINKLER HEADS ARE RELOCATED AND/OR ADDED.  IFC 903.3.9  APPROVED AS NOTED:  ALL SIGNAGE TO BE BY SEPARATE PERMIT.  INSPECTOR TO VERIFY COMPLIANCE WITH PLN2016-00415 CONDITIONS OF APPROVAL: #2 REPLACEMENT OF ANY REQUIRED LANDSCAPING THAT HAS BEEN REMOVED, HAS DIED OR IS NOT THRIVING.","250000","COM","895540.84","Com (OTH) -- Renovations/Remodels","SELECT BUILDERS","3122 N 78TH ST MESA AZ 85207 ",,"13606012E",,"ARCVISION INC",,,"N","33.452022","-111.790233","POINT (-111.790233 33.452022)"
"BLD2017-03590","BLD2017-03590","1367 S COUNTRY CLUB DR","1367","S","COUNTRY CLUB","DR","1239","4","2017-05-24T00:00:00.000","2017","May",,,,"2017","Issued","MASTER PLAN 5-A,B,C -- FOR TWO STORY TRIPLEX UNITS WITH ATTACHED 2 CAR GARAGES FOR THE PALMS AT COUNTRY CLUB",,"RES","199638.42","Res (SFR) -- Single Family (Attached)","DRH CONSTRUCTION","4500 S LAKESHORE DR #601 TEMPE AZ 85282 ",,"13946621",,"TROY SPENCER","1","1","Y","33.389783","-111.83563","POINT (-111.83563 33.389783)"
"BLD2016-03402","BLD2016-03402","2660 W OCASO CIR","2660","W","OCASO","CIR",,"3","2016-09-19T00:00:00.000","2016","Sep","2018-01-25T00:00:00.000","2018","Jan","2016","Issued","ADD 1st FLOOR ATTACHED REAR PATIO AND 2nd FLOOR ATTACHED REAR DECK/PATIO COVER. ","0","RES","22813.65","Res (OTH) -- Additions",,"   ",,"30205402",,"ERIC OWEN",,,"N","33.361299","-111.891633","POINT (-111.891633 33.361299)"
"BLD2016-05922","BLD2016-05922","2062 E BRAMBLE AVE","2062","E","BRAMBLE","AVE",,"4","2016-11-03T00:00:00.000","2016","Nov",,,,"2016","Issued","REF COD2016-09017. PERMITTING 15'-9"" X 23'-6"" STORAGE ROOM/WORKSHOP-WOOD RAFTER SHED ROOF SUPPORTED BY GLU-LAM BEAMS SUPPORTED BY WOOD POSTS ON CONCRETE FOOTINGS ENCLOSED WITH WOOD FRAME & PLYWOOD SHEATED WALLS WITH ELECTRIC","8500","RES","20842.1","Res (OTH) -- Storage Shed/Barn",,"   ",,"14025405",,"CARLOS DOMINGUEZ",,,"N","33.409885","-111.786239","POINT (-111.786239 33.409885)"
"BLD2017-00951","BLD2017-00951","1641 S 72ND ST","1641","S","72ND","ST",,"6","2017-02-09T00:00:00.000","2017","Feb","2017-02-09T00:00:00.000","2017","Feb","2017","Finaled","ELECTRICAL PERMIT TO INSTALL NEW 200 AMP METER PEDESTAL TO REPLACE EXISTING 200 AMP METER PEDESTAL, LIKE FOR LIKE. NEW PEDESTAL SHALL BE INSTALLED PER IRC 2006 AND SRP STANDARDS. NO PLANS REQUIRED.","2475","RES","0","Res (OTH) -- Electrical","FLATIRON ELECTRIC LLC","PO BOX 3819 APACHE JCT AZ 85117 ",,"21856243A",,"FLATIRON ELECTRIC, INC",,,"N","33.384764","-111.675907","POINT (-111.675907 33.384764)"
"BLD2017-00952","BLD2017-00952","3145 N ROCA ","3145","N","ROCA",,,"1","2017-02-23T00:00:00.000","2017","Feb",,,,"2017","Issued","MASTER PLAN FOR SINGLE STORY 2379 S.F. RESIDENCE WITH 3 CAR GARAGE IN LEHI CROSSING. WILLIAM LYON HOMES #4526. 7.POST TENSION SLABS.  No two (2) identical elevations are permitted to be built next to or across the street from one another.",,"RES","313734.31","Res (SFR) -- Single Family (Detached)","WILLIAM LYON HOMES INC","8840 E CHAPARRAL RD STE200 SCOTTSDALE AZ 85250 ","2017-06-20T00:00:00.000","14116184",,"WILLIAM LYON HOMES INC","1","1","Y","33.472764","-111.768461","POINT (-111.768461 33.472764)"
"BLD2017-03591","BLD2017-03591","1304 N JOPLIN CIR","1304","N","JOPLIN","CIR",,"5","2017-05-31T00:00:00.000","2017","May","2017-07-25T00:00:00.000","2017","Jul","2017","Issued","STANDARD SWIMMING POOL MASTER PLAN FOR POOL ENGINEERING, INC. SWIMMING POOL: 323 SQ FT, NO SPA/NO HEAT. ","23828","RES","0","Res (MSC) -- Swimming Pool","PRESIDENTIAL POOLS & SPAS, LLC","525 E BASELINE RD GILBERT AZ 85233 ",,"22001271",,"POOL ENGINEERING INC",,,"N","33.438836","-111.620384","POINT (-111.620384 33.438836)"
"MST2016-00042","MST2016-00042","  FARNSWORTH HOMES #1100 W ADDENDA ",,,"FARNSWORTH HOMES #1100 W ADDENDA",,,"0","2016-03-10T00:00:00.000","2016","Mar",,,,"2016","Issued","ADDENDA TO MST2005-00003. EXTEND FRONT OF GARAGE TO ADJUST SEPARATION WALL TO INCREASE LAUNDRY ROOM/PANTRY. 2' GARAGE EXTENSION CANNOT ENCROACH INTO THE REQUIRED FRONT YARD SETBACK.",,"RES","0","Res (SFR) -- Single Family (Detached)","FARNSWORTH HOMES INC (CURRENT)","2351 S SIGNAL BUTTE RD MESA AZ 85209 ",,"MASTER PLAN",,"FARNSWORTH HOMES INC (CURRENT)",,,"N",,,
"PMT17-01027","PMT17-01027","2066 W MAIN ST MESA","2066","W","MAIN","ST",,"3","2017-07-10T00:00:00.000","2017","Jul","2017-11-15T00:00:00.000","2017","Nov","2017","C of C Issued","FIRE DAMAGE - OTC - NO PLANS REQUIRED - 5 INSPECTIONS REQUIRED. ELECTRICAL SERVICE CAN BE RESTORED AFTER THE FOLLOWING CONDITIONS: ISOLATE ROOMS 7 & 8 FROM PANEL BOX CIRCUITS. NATURAL GAS SVC CAN ONLY BE RESTORED AFTER A GAS TEST HAS BEEN APPROVED BY THE BUILDING INSPECTOR. FIRE DAMAGE WAS CONFINED PRIMARILY TO THE FOLLOWING AREAS AND SQUARE FOOTAGES: ROOM #8 SUFFERED HEAVY FIRE DAMAGE THROUGHOUT, ROOM #7 HAS SMOKE DAMAGE, FRONT ROOF OVERHANGS HAVE SMOKE & DRYWALL DAMAGE. ENTIRE GAS INE TO BE PRESSURE TESTED, ALL EXPOSED RMOEX ELECTRICAL WIRES ON EXTERIOR OF BUILDING TO BE IN CONDUIT.","0","COM",,"Other Commercial","TITAN RESTORATION","2848 N OMAHA",,"13547012",,,,,"N","33.415047","-111.876787","POINT (-111.876787 33.415047)"
"BLD2016-05923","BLD2016-05923","1540 S RECKER RD","1540","S","RECKER","RD",,"2","2016-10-17T00:00:00.000","2016","Oct","2016-12-20T00:00:00.000","2016","Dec","2016","Finaled","INSTALL NEW 50KW EMERGENCY BACK UP GENERATOR AT EXISTING WIRELESS COMMUNICATION FACILITY","15000","COM","0","Com (OTH) -- Communications Towers","MOTIVE ENERGY TELECOMMUNICATION GRO","2911 W FAIRMOUNT AVE PHOENIX AZ 85017 ",,"14153031C",,"AT&T",,,"N","33.388263","-111.702957","POINT (-111.702957 33.388263)"
"BLD2016-05925","BLD2016-05925","10635 E SIMONE AVE","10635","E","SIMONE","AVE",,"6","2016-09-28T00:00:00.000","2016","Sep","2017-01-30T00:00:00.000","2017","Jan","2016","Finaled","MASTER PLAN 2 SPRUCE ONE STORY RESIDENCE WITH 3 CAR GARAGE. 3 DIFFERENT STYLES WITH EXTRA PORCHES AND POP-OUTS AT THE CORNER LOTS. WOOD FRAMED, POST TENSIONED SLAB AND CONCRETE ROOF TILES.",,"RES","289064.92","Res (SFR) -- Single Family (Detached)","WRH CONSTRUCTION, INC","8283 N HAYDEN RD STE 155 SCOTTSDALE AZ 85258 ","2017-01-27T00:00:00.000","30494224",,"WRH CONSTRUCTION, INC","1","1","Y","33.331438","-111.604104","POINT (-111.604104 33.331438)"
"BLD2017-00953","BLD2017-00953","2837 E PALM ST","2837","E","PALM","ST",,"1","2017-02-23T00:00:00.000","2017","Feb","2017-09-29T00:00:00.000","2017","Sep","2017","Issued","MASTER PLAN #4506. LEHI CROSSING. TWO STORY RESIDENCE. WOOD FRAMED, TRUSSES, POST-TENSION SLAB, STUCCO, CONCRETE TILE, OPT. STONE VENEER. 2009 IECC COMPLIANCE CERT. PROVIDED.  SEE ADDENDA #MST2012-00120 FOR  MINOR INTERIOR AND EXTERIOR CHANGES INCLUDING MINOR STRUCTURAL CHANGES TO ROOF AREA.",,"RES","413824.39","Res (SFR) -- Single Family (Detached)","WILLIAM LYON HOMES INC","8840 E CHAPARRAL RD STE200 SCOTTSDALE AZ 85250 ","2017-09-27T00:00:00.000","14116142",,"WILLIAM LYON HOMES INC","1","1","Y","33.471245","-111.769183","POINT (-111.769183 33.471245)"
"BLD2014-03025","BLD2014-03025","5461 S ELLSWORTH RD","5461","S","ELLSWORTH","RD",,"6","2017-05-15T00:00:00.000","2017","May",,,,"2014","Approved","MASS GRADE PLANS FOR PPGN DU2-PHASE 1 SITE",,"COM","0","Com (OTH) -- Public Works/Utilities","RUMMEL CONSTRUCTION, INC","7520 E ADOBE DR  SCOTTSDALE AZ 85255 ",,"30435004H",,"PPGN ELLSWORTH, LLLP",,,"N","33.315862","-111.629915","POINT (-111.629915 33.315862)"
"BLD2014-03156","BLD2014-03156","5461 S ELLSWORTH RD","5461","S","ELLSWORTH","RD",,"6","2017-07-06T00:00:00.000","2017","Jul",,,,"2014","Approved","PARCEL A - PACIFIC PROVING GROUNDS NORTH - 81 LOT SUBDIVISION WITH PUBLIC STREETS, INCLUDING WATER, SEWER, STORM DRAIN, STREET LIGHTS, RETENTION AREAS, LANDSCAPE AND IRRIGATION, RAMADA - 42.5' X 44' = 1,870 SF, VOLLEYBALL COURT, KIDS PLAY STRUCTURES, COMMUNITY WALL AND VIEW FENCING. THIS PERMIT DOES NOT COVER THE OPTIONAL SHADE SAIL STRUCTURE. THAT SHALL BE UNDER SEPARATE PERMIT.","305650","COM","123794","Com (OTH) -- Public Works/Utilities","OTAGO DEVELOPMENT","1048 N 44TH ST SUITE 207 PHOENIX AZ 85008 ",,"30435004H",,"PPGN-RAY, LLLP",,,"N","33.315862","-111.629915","POINT (-111.629915 33.315862)"
"BLD2016-05197","BLD2016-05197","2951 N 72ND ST","2951","N","72ND","ST",,"5","2016-08-23T00:00:00.000","2016","Aug","2017-01-31T00:00:00.000","2017","Jan","2016","Finaled","MASTER PLAN 612.2 FOR RYLAND HOMES IN LAS SENDAS FOR 2 STORY, 2 CAR GARAGE, NARROW LOT DEVELOPMENT. RESIDENCES HAVE TILE ROOFS, WOOD FRAMING AND POST-TENSIONED SLABS.",,"RES","261407.29","Res (SFR) -- Single Family (Detached)","THE RYLAND GROUP INC","890 W ELLIOT ROAD, STE 101 GILBERT AZ 85233 ","2017-01-30T00:00:00.000","21920464",,"TYLER CURTIS","1","1","Y","33.469498","-111.675792","POINT (-111.675792 33.469498)"
"BLD2017-03596","BLD2017-03596","2047 N CANELO HILLS ","2047","N","CANELO HILLS",,,"5","2017-05-17T00:00:00.000","2017","May","2017-10-10T00:00:00.000","2017","Oct","2017","Issued","MASTER PLAN #1900 (PLAN 2) FOR SANCTUARY AT MOUNTAIN BRIDGE. SES= 200A, MX.WATER DL=88 FT., MX. GAS DL=86 FT. MX GAS DEMAND=240,000 BTUs, POST TENSION SLAB (SPECIAL INSPECTION) R-30 ATTIC B/I INSULATION, 2X4 FRAME WITH R-13 BATT INSULATION + R-4 FROM 1"" EPS INTEGRAL TO ONE COAT STUCCO SYSTEM (ESR 1607). CONCRETE TILE ROOFING. ENGINEER ON RECORD: MICHAEL WILLIS #35750. GAS/ELECTRIC APPLIANCES.",,"RES","258784.51","Res (SFR) -- Single Family (Detached)","MBI BUILDERS LLC","3321 E BASELINE RD GILBERT AZ 85234 ",,"21932855",,"MBI BUILDERS LLC","1","1","Y","33.452655","-111.636196","POINT (-111.636196 33.452655)"
"PMT17-05514","PMT17-05514","1416 W NARANJA AVE MESA","1416","W","NARANJA","AVE",,"3","2017-11-16T00:00:00.000","2017","Nov","2017-12-05T00:00:00.000","2017","Dec","2017","C of C Issued","DEMO TUB AND WALL SURROUNDS, INSTALL CENTER DRAIN SHOWER PAN AND WALL SURROUNDS. UPDATE VALVE AND TRIM.","1500","RES",,"Plumbing",,,,"30505385",,"rebath and kitchens",,,"N","33.364871","-111.863923","POINT (-111.863923 33.364871)"
"MST2016-00070","MST2016-00070","  MATTAMY HOMES #6001 ",,,"MATTAMY HOMES #6001",,,"0","2016-04-14T00:00:00.000","2016","Apr",,,,"2016","Finaled","ADDENDA - REF MST2014-00137. ADD AN OPTIONAL 400 AMP ELECTRICAL PANEL. REVISED TYPE OF ROOF VENT AND ROOF VENT CALCULATIONS AT SPANISH ELEVATION ROOF AREA ""B"" ",,"RES","0","Res (SFR) -- Single Family (Detached)","MATTAMY ARIZONA CONSTRUCTION, LLC","9200 E PIMA CENTER PKWY #180 SCOTTSDALE AZ 85282 ",,"MASTER PLAN",,"MATTAMY HOMES",,,"N",,,
"PMT18-00748","PMT18-00748","810 E SOUTHERN AVE MESA","810","E","SOUTHERN","AVE",,"4","2018-01-18T00:00:00.000","2018","Jan",,,,"2018","Issued","CAR DAMAGE TO STRUCTURAL CMU BUILDING WALL","8000","COM",,"Other Commercial","J P AND SONS CONTRACTING INC","18937 E VIA DEL VERDE",,"13916002F",,"J P and Sons Contracting",,,"N","33.393565","-111.813956","POINT (-111.813956 33.393565)"
"BLD2016-03166","BLD2016-03166","2310 N GLENVIEW ","2310","N","GLENVIEW",,,"1","2016-05-19T00:00:00.000","2016","May",,,,"2016","Issued","REFERENCE COD 2016-05322CONCRETE REPLACEMENT FOR DRIVEWAY ENTRANCE.","0","COM","0","Res (OTH) -- Non-Structural","TURLEY CONSTRUCTION CO INC","347 W CULLUMBER MESA AZ 85233 ",,"14108340",,,,,"N","33.457609","-111.774765","POINT (-111.774765 33.457609)"
"BLD2016-05927","BLD2016-05927","10726 E EVERGREEN ST","10726","E","EVERGREEN","ST",,"5","2016-09-27T00:00:00.000","2016","Sep","2017-03-06T00:00:00.000","2017","Mar","2016","Finaled","PULTE HOMES MASTER PLAN #5526-2.3 FOR A  2695 S.F. SINGLE STORY HOME WITH GARAGE AND RV GARAGE OPTIONS. cASITA IS PART OF THE BASE PLAN. MOUNTAIN VIEW MANOR IN DESERT UPLANDS AREA. FACADE ARTICULATION WAIVER FOR THIS PLAN (AND TWO OF OTHER PLANS) SHALL BE LIMITED TO 40% OF THE LOTS, 28 TOTAL, OF LOTS 1-71. SEE ADDENDUM MST2015-00203 FOR ADDED SEWER CO TO RV GARAGE, ADDED 220v OUTLET TO RV GARAGE AND UPDATED ELECTRICAL PANEL SCHEDULE AND ELECTRICAL CALCS.",,"RES","364653.47","Res (SFR) -- Single Family (Detached)","PULTE HOMES CORPORATION","16767 N PERIMETER DR SCOTTSDALE AZ 85260 ",,"22013076",,"PULTE HOMES CORPORATION","1","1","Y","33.432843","-111.599336","POINT (-111.599336 33.432843)"
"BLD2017-00954","BLD2017-00954","10242 E AMPERE AVE","10242","E","AMPERE","AVE",,"6","2017-02-15T00:00:00.000","2017","Feb",,,,"2017","Issued","MARACAY HOMES #4562 AT EASTMARK PARCEL 7-20.   TWO STORY RESIDENCE FRAME BUILT WITH STUCCO FINISH.  CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. PLANS INCLUDE FIRE SPRINKLERS. SEE ADDENDUM MST2015-00215 REVISIONS TO ELECTRICAL SHEET E0.0 TO CORRECT THE ONE-LINE DIAGRAM TO BE 200A ILO THE INCORRECTLY SHOWN 400 A.",,"RES","563763.87","Res (SFR) -- Single Family (Detached)","MARACAY CONSTRUCTION","15279 N SCOTTSDALE RD SCOTTSDALE AZ 85254 ","2017-07-10T00:00:00.000","30432099",,"MARACAY HOMES","1","1","Y","33.330564","-111.612224","POINT (-111.612224 33.330564)"
"PMT17-01102","PMT17-01102","1818 E SOUTHERN AVE 1B MESA","1818","E","SOUTHERN","AVE","1A+","4","2017-08-31T00:00:00.000","2017","Aug","2017-10-03T00:00:00.000","2017","Oct","2017","C of O Issued","Interior tenant improvement with no exterior work. Project will be the combining of two tenant spaces into a 5600 SF suite including suites 1A, 1B, 2A, and 2B. Of this 5600 SF approximately 2000 SF will be remodeled. There will be no structural work, mechanical will involve the relocation of diffuses, plumbing will be the addition of three sinks with electrical being the installation of testing and process equipment needed for a dental lab. There will be no dentistry or patients being treated at this facility. Existing rest rooms are ADA compliant with accessible parking and route existing.","780430.5","COM",,"Other Commercial","RELIABLE CONSTRUCTION","3026 E BACKUS","2017-10-03T00:00:00.000","13906287",,"POCA Architecture + Design, LLC",,,"N","33.394091","-111.791576","POINT (-111.792013 33.393953)"
"PMT17-01115","PMT17-01115","1607 N HILLCREST MESA","1607","N","HILLCREST",,,"1","2017-07-18T00:00:00.000","2017","Jul",,,,"2017","Finaled","Install 55' of gas piping from a 24 gallon propane tank to a free standing BBQ and also an indoor gas range","1000","RES",,"Plumbing","ARIZONA PROPANE","PO BOX 3629",,"13507040",,,,,"N","33.444255","-111.852377","POINT (-111.852377 33.444255)"
"BLD2016-08253","BLD2016-08253","1429 W 6TH AVE","1429","W","6TH","AVE",,"4","2016-12-27T00:00:00.000","2016","Dec","2017-01-11T00:00:00.000","2017","Jan","2016","Finaled","ELECTRICAL PERMIT TO REPLACE 200AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.",,"RES","0","Res (OTH) -- Electrical",,"   ",,"13449032",,"JUAN CORDOVA",,,"N","33.403364","-111.86248","POINT (-111.86248 33.403364)"
"PMT17-01118","PMT17-01118","1452 S ELLSWORTH RD 1718 MESA","1452","S","ELLSWORTH","RD","1718","6","2017-09-06T00:00:00.000","2017","Sep","2017-09-20T00:00:00.000","2017","Sep","2017","Finaled","INSTALLATION OF A 2018 CAVCO (SERIAL #CFPUS3539J1312510) 11'6' X 36'8"" WITH 16' X 35' ENGINEERED AWNING. AC LOCATED AT REAR. NO LP TANKS; INTERIOR LOT 53.76' X 35'. FRONT SETBACK: 5'; REAR SETBACK/PUE 12'; SIDES 5'. (1) 9 X 18"" PAVED UNOBSTRUCTED PARKING SPACE PROVIDED BEHIND FRONT SETBACK. NO OTHER ACCESSORY STRUCTURES ON LOT. APPROVED AS NOTED.","0","RES",,"New Park Model","CAL-AM CONSTRUCTION SERVICES","385 CLINTON ST",,"21874788",,"Cal-am Construction",,,"N","33.389137","-111.634032","POINT (-111.634032 33.389137)"
"PMT18-00798","PMT18-00798","1841 E MAIN ST TS MESA","1841","E","MAIN TP1","ST","TS","4","2018-02-06T00:00:00.000","2018","Feb","2018-06-15T00:00:00.000","2018","Jun","2018","C of C Issued","New Traffic Signal Service","2000","COM",,"Commercial/Industrial Projects","STURGEON ELECTRIC COMPANY INC","2317 W HUNTINGTON DR",,"13803054F",,"Sturgeon Electric",,,"N",,,
"BLD2014-03158","BLD2014-03158","5461 S ELLSWORTH RD","5461","S","ELLSWORTH","RD",,"6","2017-07-06T00:00:00.000","2017","Jul",,,,"2014","Approved","PARCEL B - PACIFIC PROVING GROUNDS NORTH, 47 LOT SFR WITH PUBLIC STREETS, INCLUDING CONCRETE CURB & GUTTER, SIDEWALKS,WATER, SEWER, GAS, STORM DRAIN, STREET LIGHTS, RETENTION AREAS, GRADING, RETENTION LANDSCAPE, IRRIGATION, COMMUNITY WALL AND VIEW FENCING.","67900","COM","0","Com (OTH) -- Public Works/Utilities","OTAGO DEVELOPMENT","1048 N 44TH ST SUITE 207 PHOENIX AZ 85008 ",,"30435004H",,"PPGN-RAY, LLLP",,,"N","33.315862","-111.629915","POINT (-111.629915 33.315862)"
"BLD2016-03205","BLD2016-03205","6165 E STAR VALLEY ST","6165","E","STAR VALLEY","ST",,"5","2016-06-13T00:00:00.000","2016","Jun",,,,"2016","Issued","18' x 18' ATTACHED REAR COVERED DECK WITH TILE ROOF AND STEPS TO GRADE","0","RES","18250.92","Res (OTH) -- Additions","MAYER & SONS CONSTRUCTION","1511 W CANYON ST APACHE JUNCTION AZ 85220 ",,"14170079",,"MAYER & SONS CONSTRUCTION",,,"N","33.483755","-111.69807","POINT (-111.69807 33.483755)"
"BLD2016-03481","BLD2016-03481","7220 E ONZA AVE","7220","E","ONZA","AVE",,"6","2016-06-16T00:00:00.000","2016","Jun",,,,"2016","Issued","CONSTRUCT A 348 SF SWIMMING POOL NO SPA/NO HEAT. ENGINEERING PROVIDED BY: AMMTEC CONSULTANTS PLLC ALAN E MONEY #30895","17370","RES","0","Res (MSC) -- Swimming Pool","CARIBBEAN POOLS","1035 N MCQUEEN RD, #104 GILBERT AZ 85233 ",,"30417632",,"CARIBBEAN POOLS",,,"N","33.36284","-111.678672","POINT (-111.678672 33.36284)"
"BLD2017-00956","BLD2017-00956","7834 E BUTTE ST","7834","E","BUTTE","ST",,"5","2017-02-15T00:00:00.000","2017","Feb","2017-08-28T00:00:00.000","2017","Aug","2017","Issued","MASTER PLAN P562 FAIRCHILD - VILLAS AT MONTANA VISTA.   NSFR TWO STORY FRAME BUILT WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES.  2 CAR GARAGE.  5 BEDROOMS WITH A 6TH BEDROOM OPTION. SEE ADDENDA MST2015-00087 FOR REVISE STONE VENEER TO 24"" ON THE P562 ELEVATIONS B & C.",,"RES","344431","Res (SFR) -- Single Family (Detached)","RICHMOND AMERICAN HOMES","16427 N SCOTTSDALE RD SUITE 175 SCOTTSDALE AZ 85254-1583 ",,"21824348",,"RICHMOND AMERICAN HOMES","1","1","Y","33.421368","-111.662038","POINT (-111.662038 33.421368)"
"PMT17-05725","PMT17-05725","4766 E FALCON DR MESA","4766","E","FALCON","DR",,"5","2017-11-08T00:00:00.000","2017","Nov",,,,"2017","Issued","Stand alone fire sprinkle monitoring system;  not a deferred submittal.  DEDICATED FUNCTION SPRINKLER MONITORING PANEL INSTALL  (RADIO DIALER)","0","COM",,"Other Commercial","FIRETROL PROTECTION SYSTEMS INC","2165 W PECOS RD, BLDG 5",,"14136001E",,"Michelle Mirabella",,,"N","33.456697","-111.727672","POINT (-111.727672 33.456697)"
"PMT22-04963","PMT22-04963","2611 W KNOWLES AVE MESA","2611","W","KNOWLES","AVE",,"3","2022-03-23T00:00:00.000","2022","Mar",,,,"2022","In Review","Receive Certificate of Occupancy for a Group Foster Home at this address.","0","RES",,"Non-Structural",,,,"30509012",,"Step Ahead Enterprises, LLC",,,"N","33.377786","-111.890074",
"BLD2016-05288","BLD2016-05288","10726 E BRAMBLE AVE","10726","E","BRAMBLE","AVE",,"6","2016-08-17T00:00:00.000","2016","Aug","2016-09-22T00:00:00.000","2016","Sep","2016","Finaled","FIRE SPRINKLER AND SMOKE ALARM WITH THIRD PARTY NOTIFICATION INSTALLATION","11000","RES","0","Res (OTH) -- Fire Sprinklers","BENSON SECURITY SYSTEMS INC","2065 W OBISPO AVE, STE 101 GILBERT AZ 85233 ",,"22053241",,"BRAD ROGERS",,,"N","33.410243","-111.599275","POINT (-111.599275 33.410243)"
"BLD2017-00957","BLD2017-00957","4700 E MAIN ST","4700","E","MAIN","ST","1978","2","2017-02-28T00:00:00.000","2017","Feb",,,,"2017","Issued","ALL INCLUSIVE PERMIT FOR PARK MODEL SET, AWNING AND ARIZONA ROOM.  PARK MODEL SHALL NOT BE OCCUPIED UNTIL ALL STRUCTURES ARE COMPLETE AND FINAL INSPECTION PERFORMED.
INSTALLATION OF 13' X 35' 2017 CAVCO CASA MESA PARK MODEL (SERIAL # CFPUS3539H1312010) WITH A/C IN REAR. NO GAS OR LP TANKS. (1) 17' X 21' AWNING (ENG. PROVIDED BY ALUMI-COVER AWNING CO INC). 
CONSTRUCT 364 SF ARIZONA ROOM UNDER AWNING WITH ELECTRIC AND PLUMBING FOR BATHROOM, WASHER/DRYER ON RAISED DECK WITH TJI JOISTS. MIN (1) 9' X 18' UNOBSTRUCTED PAVED PARKING SPACE REQUIRED BEHIND FRONT SETBACK. 35' X 45' INTERIOR LOT. MIN SETBACKS: 3' FRONT, 3' REAR, 3' SIDES. APPROVED AS NOTED.
","40000","RES","0","Res(MBL) - New Park Model","CAL-AM CONSTRUCTION SERVICES","385 CLINTON ST COSTA MESA CA 92626 ",,"14018002A",,"CAL-AM CONSTRUCTION SERVICES",,,"N","33.417655","-111.728085","POINT (-111.728085 33.417655)"
