"ident","sex","age","race","education","income","location","respondent_type","health_priority","other_priority"
"R_1NhndVtCbmeVf7Z7","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Victorville","Resident","Obesity / Overweight",
"R_1NmKosUmqOqiP4Y1",,"44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Rialto","Resident","Low Physical Activity","Homelessness"
"R_1NmKosUmqOqiP4Y2",,"44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Rialto","Resident","Suicide","Poor School Drop Out Rates"
"R_1NmKosUmqOqiP4Y3",,"44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Rialto","Resident","Asthma","Domestic Violence"
"R_1NmKosUmqOqiP4Y4",,"44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Rialto","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Child Abuse"
"R_1NmKosUmqOqiP4Y5",,"44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Rialto","Resident","Respiratory / Lung Disease",
"R_1NmKosUmqOqiP4Y6",,"44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Rialto","Resident","Obesity / Overweight",
"R_1NmKosUmqOqiP4Y7",,"44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Rialto","Resident",,
"R_1Nn39Ka84RfVQhZ1","Female",,"Multiple Races or Biracial","Undergraduate Degree","Less than $24,999","Other/Not Listed (In San Bernardino County)","Resident","Diabetes","Property Crime"
"R_1Nn39Ka84RfVQhZ2","Female",,"Multiple Races or Biracial","Undergraduate Degree","Less than $24,999","Other/Not Listed (In San Bernardino County)","Resident","Air Quality","Homelessness"
"R_1Nn39Ka84RfVQhZ3","Female",,"Multiple Races or Biracial","Undergraduate Degree","Less than $24,999","Other/Not Listed (In San Bernardino County)","Resident","High Blood Pressure","Unemployment / Underemployment"
"R_1Nn39Ka84RfVQhZ4","Female",,"Multiple Races or Biracial","Undergraduate Degree","Less than $24,999","Other/Not Listed (In San Bernardino County)","Resident","Poor Dental Hygiene","High Housing Costs (Purchase or Rental)"
"R_1Nn39Ka84RfVQhZ5","Female",,"Multiple Races or Biracial","Undergraduate Degree","Less than $24,999","Other/Not Listed (In San Bernardino County)","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Child Abuse"
"R_1Nn39Ka84RfVQhZ6","Female",,"Multiple Races or Biracial","Undergraduate Degree","Less than $24,999","Other/Not Listed (In San Bernardino County)","Resident","Poor Nutrition / Diet",
"R_1Nn39Ka84RfVQhZ7","Female",,"Multiple Races or Biracial","Undergraduate Degree","Less than $24,999","Other/Not Listed (In San Bernardino County)","Resident","Obesity / Overweight",
"R_3HplDDqmBFHFJMx5",,,,,,,"Resident",,
"R_1NxmSEXMLFSIB9v1","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$50,000 - $74,999",,"Resident","Limited Access To Healthy Foods",
"R_1NxmSEXMLFSIB9v2","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$50,000 - $74,999",,"Resident","Suicide",
"R_1NxmSEXMLFSIB9v3","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$50,000 - $74,999",,"Resident","High Blood Pressure",
"R_1NxmSEXMLFSIB9v4","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$50,000 - $74,999",,"Resident","Stroke",
"R_1NxmSEXMLFSIB9v5","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$50,000 - $74,999",,"Resident","Environmental Pollution",
"R_1NxmSEXMLFSIB9v6","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$50,000 - $74,999",,"Resident","Poor Dental Hygiene",
"R_1NxmSEXMLFSIB9v7","Male","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Did Not Finish High School","$50,000 - $74,999",,"Resident","Traffic Injuries",
"R_1OBSKZ6TRZJCKDr1","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Delay In Access To Health Care","Property Crime"
"R_1OBSKZ6TRZJCKDr2","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Not Having Health Insurance Coverage","Homelessness"
"R_1OBSKZ6TRZJCKDr3","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Low Physical Activity","Poverty"
"R_1OBSKZ6TRZJCKDr4","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Suicide","Gun Violence"
"R_1OBSKZ6TRZJCKDr5","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Walkability / Bikability"
"R_1OBSKZ6TRZJCKDr6","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1OBSKZ6TRZJCKDr7","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$100,000 - $149,999",,"Resident","Obesity / Overweight",
"R_1OCTsp7gFaEltRc1","Male","65 Years And Older","White or Caucasian (e.g. Anglo, European, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Needles","Resident","Shortage of Health Professionals","Poverty"
"R_1OCTsp7gFaEltRc2","Male","65 Years And Older","White or Caucasian (e.g. Anglo, European, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Needles","Resident","Diabetes","Low College Readiness"
"R_1OCTsp7gFaEltRc3","Male","65 Years And Older","White or Caucasian (e.g. Anglo, European, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Needles","Resident","Limited Access To Healthy Foods",
"R_1OCTsp7gFaEltRc4","Male","65 Years And Older","White or Caucasian (e.g. Anglo, European, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Needles","Resident","High Blood Pressure",
"R_1OCTsp7gFaEltRc5","Male","65 Years And Older","White or Caucasian (e.g. Anglo, European, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Needles","Resident","Stroke",
"R_1OCTsp7gFaEltRc6","Male","65 Years And Older","White or Caucasian (e.g. Anglo, European, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Needles","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1OCTsp7gFaEltRc7","Male","65 Years And Older","White or Caucasian (e.g. Anglo, European, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Needles","Resident","Obesity / Overweight",
"R_1OHWEgR7475tCmC1","Female","18 to 43","Multiple Races or Biracial","Undergraduate Degree",,"Other/Not Listed (Outside San Bernardino County)","Resident","Delay In Access To Health Care","Violent Crime"
"R_1OHWEgR7475tCmC2","Female","18 to 43","Multiple Races or Biracial","Undergraduate Degree",,"Other/Not Listed (Outside San Bernardino County)","Resident","Not Having Health Insurance Coverage","Poverty"
"R_1OHWEgR7475tCmC3","Female","18 to 43","Multiple Races or Biracial","Undergraduate Degree",,"Other/Not Listed (Outside San Bernardino County)","Resident","Shortage of Health Professionals","Poor Educational Attainment"
"R_1OHWEgR7475tCmC4","Female","18 to 43","Multiple Races or Biracial","Undergraduate Degree",,"Other/Not Listed (Outside San Bernardino County)","Resident","Cardivascular Disease (Heart Attacks, Etc.)","High Housing Costs (Purchase or Rental)"
"R_1OHWEgR7475tCmC5","Female","18 to 43","Multiple Races or Biracial","Undergraduate Degree",,"Other/Not Listed (Outside San Bernardino County)","Resident","Environmental Pollution","Rape / Sexual Assault"
"R_1OHWEgR7475tCmC6","Female","18 to 43","Multiple Races or Biracial","Undergraduate Degree",,"Other/Not Listed (Outside San Bernardino County)","Resident","Poor Dental Hygiene",
"R_1OHWEgR7475tCmC7","Female","18 to 43","Multiple Races or Biracial","Undergraduate Degree",,"Other/Not Listed (Outside San Bernardino County)","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1OPigmIVm6CnEME1","Male","18 to 43","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Colton","Resident","Diabetes","Low Reading Levels"
"R_3HplDDqmBFHFJMx6",,,,,,,"Resident",,
"R_3HplDDqmBFHFJMx7",,,,,,,"Resident",,
"R_1OPigmIVm6CnEME2","Male","18 to 43","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Colton","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Homelessness"
"R_1OPigmIVm6CnEME3","Male","18 to 43","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Colton","Resident","Teen Pregnancy","Poor School Drop Out Rates"
"R_1OPigmIVm6CnEME4","Male","18 to 43","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Colton","Resident","Poor Dental Hygiene","Domestic Violence"
"R_1OPigmIVm6CnEME5","Male","18 to 43","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Colton","Resident","Obesity / Overweight","Child Abuse"
"R_1OPigmIVm6CnEME6","Male","18 to 43","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Colton","Resident",,
"R_1OPigmIVm6CnEME7","Male","18 to 43","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","High School Diploma or Equivalent (e.g., GED)","$25,000 - $49,999","Colton","Resident",,
"R_1OV4MlJYNeOJiGf1","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Rialto","Resident","Delay In Access To Health Care","Poor High School Graduation Rates"
"R_1OV4MlJYNeOJiGf2","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Rialto","Resident","Asthma","Homelessness"
"R_1OV4MlJYNeOJiGf3","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Rialto","Resident","Air Quality","Domestic Violence"
"R_1OV4MlJYNeOJiGf4","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Rialto","Resident","Teen Pregnancy","Gun Violence"
"R_1OV4MlJYNeOJiGf5","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Rialto","Resident","Infant Mortality","Rape / Sexual Assault"
"R_1OV4MlJYNeOJiGf6","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Rialto","Resident","Environmental Pollution",
"R_1OV4MlJYNeOJiGf7","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","Rialto","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1OVy3zH3R71zpqq1","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Highland","Resident","Not Having Health Insurance Coverage","Homelessness"
"R_1OVy3zH3R71zpqq2","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Highland","Resident","Shortage of Health Professionals","Poverty"
"R_1OVy3zH3R71zpqq3","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Highland","Resident","Diabetes","Low College Readiness"
"R_1OVy3zH3R71zpqq4","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Highland","Resident","Suicide","High Housing Costs (Purchase or Rental)"
"R_1OVy3zH3R71zpqq5","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Highland","Resident","High Blood Pressure","Gun Violence"
"R_1OVy3zH3R71zpqq6","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Highland","Resident","Cancer",
"R_1OVy3zH3R71zpqq7","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","More than $150,000","Highland","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1OeRyaf03pvOe0F1","Male","44 to 64",,"Undergraduate Degree","More than $150,000","Running Springs","Resident","Delay In Access To Health Care","Poor High School Graduation Rates"
"R_1OeRyaf03pvOe0F2","Male","44 to 64",,"Undergraduate Degree","More than $150,000","Running Springs","Resident","Shortage of Health Professionals","Low Reading Levels"
"R_1OeRyaf03pvOe0F3","Male","44 to 64",,"Undergraduate Degree","More than $150,000","Running Springs","Resident","Cardivascular Disease (Heart Attacks, Etc.)","Poor Educational Attainment"
"R_1OeRyaf03pvOe0F4","Male","44 to 64",,"Undergraduate Degree","More than $150,000","Running Springs","Resident","Cancer","Poor School Drop Out Rates"
"R_1OeRyaf03pvOe0F5","Male","44 to 64",,"Undergraduate Degree","More than $150,000","Running Springs","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Poor Student-Teacher Ratios"
"R_CmoByye32YCQVtT2",,,,,,,"Resident",,
"R_1OiR5A4yGx2y2BQ1","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Hesperia","Resident","Delay In Access To Health Care","Violent Crime"
"R_1OiR5A4yGx2y2BQ2","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Hesperia","Resident","Not Having A Usual Source of Care","Property Crime"
"R_1OiR5A4yGx2y2BQ3","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Hesperia","Resident","Shortage of Health Professionals","Homelessness"
"R_1OiR5A4yGx2y2BQ4","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Hesperia","Resident","Low Physical Activity","Unemployment / Underemployment"
"R_1OiR5A4yGx2y2BQ5","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Hesperia","Resident","Sexually Transmitted Disease (STDs)","Poverty"
"R_1OiR5A4yGx2y2BQ6","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Hesperia","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1OiR5A4yGx2y2BQ7","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Some Graduate Education (Degree Not Complete)","More than $150,000","Hesperia","Resident","Poor Nutrition / Diet",
"R_1OoDDG6Sv6ZLcq01","Female","18 to 43",,"High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","Joshua Tree","Resident","Limited Access To Healthy Foods","High Housing Costs (Purchase or Rental)"
"R_1OoDDG6Sv6ZLcq02","Female","18 to 43",,"High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","Joshua Tree","Resident","Suicide","Child Abuse"
"R_1OoDDG6Sv6ZLcq03","Female","18 to 43",,"High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","Joshua Tree","Resident","High Blood Pressure",
"R_1OoDDG6Sv6ZLcq04","Female","18 to 43",,"High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","Joshua Tree","Resident","Poor Nutrition / Diet",
"R_1OoDDG6Sv6ZLcq05","Female","18 to 43",,"High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","Joshua Tree","Resident",,
"R_1OoDDG6Sv6ZLcq06","Female","18 to 43",,"High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","Joshua Tree","Resident",,
"R_1OoDDG6Sv6ZLcq07","Female","18 to 43",,"High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","Joshua Tree","Resident",,
"R_1OuBsPtnpeSwyjw1","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Twentynine Palms","Resident","Not Having Health Insurance Coverage","Property Crime"
"R_1OuBsPtnpeSwyjw2","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Twentynine Palms","Resident","Shortage of Health Professionals","Homelessness"
"R_1OuBsPtnpeSwyjw3","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Twentynine Palms","Resident","Diabetes","Unemployment / Underemployment"
"R_1OuBsPtnpeSwyjw4","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Twentynine Palms","Resident","Low Physical Activity","Domestic Violence"
"R_1OuBsPtnpeSwyjw5","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Twentynine Palms","Resident","Cardivascular Disease (Heart Attacks, Etc.)","Child Abuse"
"R_1OuBsPtnpeSwyjw6","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Twentynine Palms","Resident","Poor Dental Hygiene",
"R_1OuBsPtnpeSwyjw7","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Twentynine Palms","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1P18LjEVlgEj1h11","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999","Chino","Resident","Suicide","Poor High School Graduation Rates"
"R_1P18LjEVlgEj1h12","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999","Chino","Resident","Asthma","Traffic Injuries"
"R_1P18LjEVlgEj1h13","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999","Chino","Resident","Cancer","Homelessness"
"R_1P18LjEVlgEj1h14","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999","Chino","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Low School Attendance"
"R_1P18LjEVlgEj1h15","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999","Chino","Resident","Disabilities (Hearing Loss, Blindness, Etc.)","High Housing Costs (Purchase or Rental)"
"R_1P18LjEVlgEj1h16","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999","Chino","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_1P18LjEVlgEj1h17","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$100,000 - $149,999","Chino","Resident","Obesity / Overweight",
"R_1P2fUbJvmT6wk2w1","Female","Under 18 years","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Did Not Finish High School","$50,000 - $74,999","Ontario","Resident","Limited Access To Healthy Foods","Poor High School Graduation Rates"
"R_1P2fUbJvmT6wk2w2","Female","Under 18 years","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Did Not Finish High School","$50,000 - $74,999","Ontario","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Poor Educational Attainment"
"R_1P2fUbJvmT6wk2w3","Female","Under 18 years","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Did Not Finish High School","$50,000 - $74,999","Ontario","Resident","Teen Pregnancy","Gun Violence"
"R_1P2fUbJvmT6wk2w4","Female","Under 18 years","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Did Not Finish High School","$50,000 - $74,999","Ontario","Resident","Environmental Pollution","Rape / Sexual Assault"
"R_1P2fUbJvmT6wk2w5","Female","Under 18 years","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Did Not Finish High School","$50,000 - $74,999","Ontario","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Walkability / Bikability"
"R_1P2fUbJvmT6wk2w6","Female","Under 18 years","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Did Not Finish High School","$50,000 - $74,999","Ontario","Resident","Poor Nutrition / Diet",
"R_1P2fUbJvmT6wk2w7","Female","Under 18 years","Asian or Asian-American (e.g. Chinese, Filipino, Asian Indian, Vietnamese, Korean, Japanese, etc.)","Did Not Finish High School","$50,000 - $74,999","Ontario","Resident","Obesity / Overweight",
"R_1PblgdHZqoHhI0t1","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident","Not Having A Usual Source of Care","Poverty"
"R_1PblgdHZqoHhI0t2","Female","18 to 43","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","High School Diploma or Equivalent (e.g., GED)","$50,000 - $74,999","San Bernardino City","Resident","Not Having Health Insurance Coverage","Poor Educational Attainment"
