"grantee_name","address_line_1","address_line_2","city","state","zip","state_of_vermont_granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","award_amount","year","location_1"
"Albany Town Treasurer","PO Box 284",,"Albany","VT","05820","Transportation Agency","08131-FE0773","FEMA 4066","Federal Fund","97.036","2012-05-29T00:00:00.000","2013-12-22T00:00:00.000","59526.85","2013-01-01T00:00:00.000","
Albany, VT 05820
(44.748737418000474, -72.36835762699963)"
"University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160","Environmental Conservation","06140-2012-ERP-OP-03","Using a paired road site design,implementing BMPs on unpaved backroads to reduce sedimentation&phosp","General Fund",,"2012-06-04T00:00:00.000","2014-02-28T00:00:00.000","30000.00","2012-01-01T00:00:00.000","
Burlington, VT 05405-0160
(44.4833680640005, -73.21934725299963)"
"Townshend Town Treasurer","PO Box 223",,"Townshend","VT","05353","AOT Maintenance Headquarters","08131-FE0548","Town of Townshend FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2014-09-01T00:00:00.000","966450.14","2012-01-01T00:00:00.000","
Townshend, VT 05353
(43.05040077300049, -72.66674653499967)"
"Vermont Center for Ecostudies","PO Box 420",,"Norwich","VT","05055","Fish & Wildlife","06120FY13228","Monitoring & Management of nongame bird species","Federal Fund","15.634","2013-01-01T00:00:00.000","2013-12-31T00:00:00.000","14000.00","2013-01-01T00:00:00.000","
Norwich, VT 05055
(43.7401008760005, -72.30243954899964)"
"Essex Town Treasurer","81 Main St",,"Essex Jct","VT","05452","Corrections","03520-1301","Community Justice Services","General Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","240000.00","2013-01-01T00:00:00.000","
Essex Jct, VT 05452
(44.499707773000466, -73.09464702199966)"
"Windsor Southeast Supervisory Union","105 Main St Ste 200",,"Windsor","VT","05089","Education Agency","05100-4226S0521201","IDEA B BASIC REGULAR GRANT","Federal Fund","84.027","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","477424.08","2012-01-01T00:00:00.000","
Windsor, VT 05089
(43.48449289300049, -72.41866844599963)"
"Fayston Town Treasurer","866 North Fayston Rd",,"N Fayston","VT","05660","AOT Maintenance Headquarters","08131-ER0051","ER Fall Flood VT11-2 Fayston Town","Federal Fund","20.205","2011-08-27T00:00:00.000","2014-12-31T00:00:00.000","114548.48","2012-01-01T00:00:00.000","
N Fayston, VT 05660
(44.24401288900049, -72.78219767599967)"
"Barre City Treasurer","Barre City Fire Dept-Ambulance","6 North Main St Ste 2","Barre","VT","05641","Public Safety","02140-70132-004","FY10 State Homeland Security Grant Program","Federal Fund","97.067","2012-07-06T00:00:00.000","2012-09-30T00:00:00.000","2000.00","2013-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Grand Isle Supervisory Union","5038 US Rte 2",,"N Hero","VT","05474","Education Agency","05100-4250S0241201","TITLE I A GRANTS TO LOCAL EDUCATION AGENCIES","Federal Fund","84.010","2011-07-15T00:00:00.000","2012-06-30T00:00:00.000","422995.82","2012-01-01T00:00:00.000","
N Hero, VT 05474
(44.83911787700049, -73.26974639899964)"
"Hinesburg Town School District","10888 Rte 116",,"Hinesburg","VT","05461","BGS Capital Projects","01181-7106","Community School playground equipment","Other Fund",,"2011-12-01T00:00:00.000","2012-06-30T00:00:00.000","9000.00","2012-01-01T00:00:00.000","
Hinesburg, VT 05461
(44.327771560000485, -73.09500765799964)"
"Burlington Childrens Space","241 N Winooski Ave #1",,"Burlington","VT","05401","Children and Families","03440-32324-13/14 SFG","EARLY CARE, EDUCATION & AFTERSCHOOL PROGRAMS","General Fund",,"2013-01-01T00:00:00.000","2014-06-30T00:00:00.000","21947.10","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Randolph Town Treasurer","7 Summer St","Drawer B","Randolph","VT","05060","Corrections","03520-1286","Community Justice Services","General Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","34000.00","2013-01-01T00:00:00.000","
Randolph, VT 05060
(43.94916081600047, -72.66939698799968)"
"Windsor Hospital Corporation","MT Ascutney Hospital & Health Ctr","289 County Rd","Windsor","VT","05089","Health","03420-5940S","WINDSOR HOSPITAL CORPORATION","GC Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","58000.00","2013-01-01T00:00:00.000","
Windsor, VT 05089
(43.48449289300049, -72.41866844599963)"
"Vermont State Health Dept-","108 Cherry St",,"Burlington","VT","05401","Public Safety","02140-1012-1034","2012 FFY SIREN Support","Federal Fund","20.610","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","118500.00","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Wallingford Town Treasurer","75 School St",,"Wallingford","VT","05773","AOT Maintenance Headquarters","08131-P01347","SA1 PAVING WALLINGFORD TOWN OF          DISTRICT 3 - MAINTENANCE","Special Fund",,"2011-06-30T00:00:00.000","2013-06-20T00:00:00.000","31850.00","2012-01-01T00:00:00.000","
Wallingford, VT 05773
(43.450910346000455, -72.98702992599965)"
"Sunrise Family Resource Center","244 Union Street",,"Bennington","VT","05201","Children and Families","03440-32361-13/14 SFG","Early care, education & afterschool programs","GC Fund",,"2013-01-01T00:00:00.000","2014-06-30T00:00:00.000","14102.31","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Bennington County Regional Comm","111 South St Ste 203",,"Bennington","VT","05201","Public Safety","02140-31014C-002","2012 Emergency Management Performance Grant Program","Federal Fund","97.042","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","45000.00","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Newfane Town Treasurer","PO Box 296",,"Newfane","VT","05345","Public Safety","02140-34000MC-037","HMGP DR-4022","Federal Fund","97.039","2013-02-22T00:00:00.000","2015-11-18T00:00:00.000","1355.00","2013-01-01T00:00:00.000","
Newfane, VT 05345
(42.99563197900045, -72.64763720099967)"
"Fresn,Albert & Lynette Fresn Jr","48 James Rd",,"Swanton","VT","05488","Agriculture, Food&Mrkts Agency","02200-ARM-NMP-110","Nutrient Management Plan","General Fund",,"2006-06-02T00:00:00.000","2013-12-31T00:00:00.000","7319.00","2013-01-01T00:00:00.000","
Swanton, VT 05488
(44.921938027000465, -73.12694779299966)"
"Brown Arvin A Public Library","88 Main St",,"Richford","VT","05476","Libraries","01130_PL_FFY12-00006","FY12 Resource Sharing Grant","Federal Fund","45.310","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","65.00","2012-01-01T00:00:00.000","
Richford, VT 05476
(44.975976861000504, -72.67368985399963)"
"Vermont Assoc of Business Industry &","75 Talcott Rd Ste 70",,"Williston","VT","05495","Disabilities Aging Ind. Living","03460-5-1824","Employment services to Reach-Up","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","441501.00","2012-01-01T00:00:00.000","
Williston, VT 05495
(44.436887683000464, -73.10777762899966)"
"Middlebury Town Treasurer","Municipal Bldg","94 Main St","Middlebury","VT","05753","Public Safety","02140-1112-2119","2012 FFY Highway Safety Any Time","Federal Fund","20.600","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","4000.00","2012-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"CVEDC-ESA","123 Ethan Allen Ave","Dupont Hall, Suite 308","Colchester","VT","05446","Education Agency","05100-4653R9201301","TITLE II, FUND AND EDUCATIONAL SERVICE AGENCY (ESA)","Federal Fund","84.367","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","122029.00","2013-01-01T00:00:00.000","
Colchester, VT 05446
(44.540659450000476, -73.19994822999968)"
"Central Vermont Community Action","195 US Rte 302-Berlin",,"Barre","VT","05641","BGS Capital Projects","01181-72-HS-012","2012 HUMAN SERVICE GRANT - IT upgrades","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","9150.00","2013-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Orleans Central Supervisory Union","130 Kinsey Rd",,"Barton","VT","05822","Education Agency","05100-4449S0341202","FRESH FRUIT & VEGETABLE PROGRAM","Federal Fund","10.582","2011-10-01T00:00:00.000","2012-06-30T00:00:00.000","43396.00","2012-01-01T00:00:00.000","
Barton, VT 05822
(44.756006612000476, -72.16021882899963)"
"Southwestern Vermont Health Care Corp","100 Hospital Dr East","Box 62","Bennington","VT","05201","Health","03420-5819S","Vermont Emergency Management","Federal Fund","93.889","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","35973.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Washington County Sheriff's Dept","10 Elm St","PO Box 678","Montpelier","VT","05601","Public Safety","02140-1113-5037","FFY 2013 DUI Enforcement (164)","Federal Fund","20.608","2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","28500.00","2013-01-01T00:00:00.000","
Montpelier, VT 05601
(44.260854131000485, -72.57848643799963)"
"Morningside House Inc","DBA Morningside Emergency Shelter","PO Box 370","Brattleboro","VT","05302-0370","Health","03420-A1304S","MORNING SIDE HOUSE INC","Federal Fund","93.959","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","90425.00","2013-01-01T00:00:00.000","
Brattleboro, VT 05302-0370
(42.85463410900047, -72.55917582699965)"
"Stockbridge Town Treasurer","PO Box 39",,"Stockbridge","VT","05772","Housing & Comm Development","07110MP-2012-STOCKBRIDGE-00044","Municipal Plan Update","Special Fund",,"2011-11-15T00:00:00.000","2013-05-17T00:00:00.000","7626.00","2012-01-01T00:00:00.000","
Stockbridge, VT 05772
(43.7639115070005, -72.73737894399966)"
"Ripton Town Treasurer","PO Box 10",,"Ripton","VT","05766","Transportation Agency","08131-FE0520","Fema Diaster 4022","Special Fund",,"2011-08-27T00:00:00.000","2013-03-11T00:00:00.000","6263.36","2012-01-01T00:00:00.000","
Ripton, VT 05766
(43.97446178300049, -73.01166610699966)"
"West Fairlee Town Treasurer","870 Rte 113",,"W Fairlee","VT","05083","AOT Maintenance Headquarters","08131-FE0634","Town of West Fairlee FEMA 4022 Disaster","Special Fund",,"2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","7729.89","2012-01-01T00:00:00.000","
W Fairlee, VT 05083
(43.92904344100049, -72.26877879199964)"
"FGI Building Bright Futures PTA","2 North Main Street Ste 301",,"St Albans","VT","05478","Children and Families","03440-32316-13-BBFDS","Building Bright Futures Direct Services (BBFDS)","General Fund",,"2013-02-01T00:00:00.000","2013-06-30T00:00:00.000","48598.33","2013-01-01T00:00:00.000","
St Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Bennington County Association Against","PO Box 163",,"Bennington","VT","05201","Crime Victims' Services Center","02160-13CAC01","Child Advocacy Center","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","7500.00","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Goodrich Memorial Library","202 Main St",,"Newport","VT","05855","Libraries","01130_SMITH_FY12- 047","Performer's Grant","Special Fund",,"2012-02-03T00:00:00.000","2012-10-31T00:00:00.000","100.00","2012-01-01T00:00:00.000","
Newport, VT 05855
(44.93800585800045, -72.19859826299967)"
"ST Johnsbury Town School District","% ST Johnsbury Sup Union","257 Western Ave #2","ST Johnsbury","VT","05819-2622","Education Agency","05100-3243T1791201","EARLY EDUCATION INITIATIVE","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","20000.00","2012-01-01T00:00:00.000","
ST Johnsbury, VT 05819-2622
(44.41661574700049, -72.02427959499965)"
"Northeast Kingdom Community Action","70 Main St","PO Box 346","Newport","VT","05855","Children and Families","03440-44022-13-NEKCA","Emergency Shelter","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","86971.00","2013-01-01T00:00:00.000","
Newport, VT 05855
(44.93800585800045, -72.19859826299967)"
"United Counseling Service of Bennington","PO Box 588",,"Bennington","VT","05201","Mental Health","03150-7139","Success Beyond Six","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","227032.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Brown Public Library","93 S Main St",,"Northfield","VT","05663","Libraries","01130_SMITH_FY13-049","Performer's Grant","Special Fund",,"2013-02-01T00:00:00.000","2013-10-31T00:00:00.000","100.00","2013-01-01T00:00:00.000","
Northfield, VT 05663
(44.144933729000456, -72.66461748299963)"
"Barnet Fire District No. 2","PO Box 77",,"Barnet","VT","05821-0077","Environmental Conservation","06140-WPL-152","feasibility study to evaluate and assess the Barnet Water System","Federal Fund","66.468","2012-12-12T00:00:00.000","2013-12-30T00:00:00.000","9900.00","2013-01-01T00:00:00.000","
Barnet, VT 05821-0077
(44.29674139400049, -72.04933724099965)"
"North Country Supervisory Union","338 Highland Ave Ste 4",,"Newport","VT","05855-4897","Education Agency","05100-4250S0311201","TITLE I A GRANT TO LOCAL EDUCATION AGENCIES","Federal Fund","84.010","2011-08-12T00:00:00.000","2012-06-30T00:00:00.000","1737546.27","2012-01-01T00:00:00.000","
Newport, VT 05855-4897
(44.933089156000506, -72.22324608099967)"
"Rutland Northeast Supervisory Union","49 Court Dr",,"Brandon","VT","05733","Education Agency","05100-4756S0361201","IDEA-B BASIC ARRA","Federal Fund","84.391","2011-07-29T00:00:00.000","2011-09-30T00:00:00.000","3137.70","2012-01-01T00:00:00.000","
Brandon, VT 05733
(43.810720250000486, -73.09339565999966)"
"Windsor Town Treasurer","29 Union St.",,"Windsor","VT","05089","Public Safety","02140-71115-292","Public Safety Interoperable Communications Grant Program","Federal Fund","11.555","2011-10-01T00:00:00.000","2011-12-31T00:00:00.000","10905.60","2012-01-01T00:00:00.000","
Windsor, VT 05089
(43.48449289300049, -72.41866844599963)"
"Idaho AEYC","1471 Shoreline Dr Suite 202",,"Boise","ID","83702-9105","Children and Families","03440-30005-WETF IDAHO AEYC","Strengthening Families Grant","General Fund",,"2013-02-15T00:00:00.000","2014-01-31T00:00:00.000","22210.00","2013-01-01T00:00:00.000","
Boise, ID 83702-9105
(43.61549234600045, -116.2192671359997)"
"Logic Supply Inc","35 Thompson St",,"S Burlington","VT","05403","Housing & Comm Development","07110-VTP-OJT-13-44","FY13 VT Training Program grant","General Fund",,"2013-06-07T00:00:00.000","2014-05-31T00:00:00.000","41021.00","2013-01-01T00:00:00.000","
S Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Committee on Temporary Shelter","PO Box 1616",,"Burlington","VT","05402","BGS Capital Projects","01181-72-HS-002","FY2013 HUMAN SERVICE GRANT - WALL REPAIRS AT THE FIREHOUSE FAMILY SHELTER","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","17500.00","2013-01-01T00:00:00.000","
Burlington, VT 05402
(44.48075920400049, -73.21366975699965)"
"Franklin Northeast Supervisory Union","PO Box 130",,"Richford","VT","05476","Education Agency","05100-4226S0201301","IDEA-B BASIC REGULAR GRANT","Federal Fund","84.027","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","499130.10","2013-01-01T00:00:00.000","
Richford, VT 05476
(44.975976861000504, -72.67368985399963)"
"Vermont League of Cities & Towns","89 Main St Ste 4",,"Montpelier","VT","05602-2948","Environmental Conservation","06140-VLCTFY2011","Five tasks relating to tech assist&information to municipalities supporting water quality protection","General Fund",,"2011-04-11T00:00:00.000","2013-06-30T00:00:00.000","139025.00","2013-01-01T00:00:00.000","
Montpelier, VT 05602-2948
(44.26014341300049, -72.57518717199963)"
"Wilmington Town Treasurer","PO Box 217",,"Wilmington","VT","05363","Public Safety","02140-34000-031","2012 HMGP DR-4022","Federal Fund","97.039","2012-11-07T00:00:00.000","2015-10-17T00:00:00.000","180131.00","2013-01-01T00:00:00.000","
Wilmington, VT 05363
(42.88499075900046, -72.86130719099964)"
"Vermont Law School, Inc","PO Box 96","PO Box 96","South Royalton","VT","05068","Environmental Conservation","06140-2011-BRP-VLS","Educational","Federal Fund","66.817","2011-08-24T00:00:00.000","2011-09-24T00:00:00.000","10000.00","2012-01-01T00:00:00.000","
South Royalton, VT 05068
(43.80529333900046, -72.51980713899962)"
"Central Vermont Council on Aging","59 North Main St Suite 200",,"Barre","VT","05641","Children and Families","03440-10262-13-OR","SNAP","General Fund",,"2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","39486.00","2013-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Strafford Town Treasurer","PO Box 27",,"Strafford","VT","05072","AOT Maintenance Headquarters","08131-FE0545","Town of Strafford  FEMA 4022 Disaster","Federal Fund","97.036","2011-08-27T00:00:00.000","2015-03-31T00:00:00.000","2432610.09","2012-01-01T00:00:00.000","
Strafford, VT 05072
(43.8779418310005, -72.38246586099967)"
"Ludlow Town Treasurer","PO Box 307",,"Ludlow","VT","05149","Public Safety","02140-1112-2117","2012 FFY Highway Safety Any Time","Federal Fund","20.600","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","7000.00","2012-01-01T00:00:00.000","
Ludlow, VT 05149
(43.41627196100046, -72.69694866799966)"
"Hinesburg Town Treasurer","10632 VT Route 115",,"Hinesburg","VT","05451-0501","Housing & Comm Development","07110MP-2013-HINESBURG-00058","Planning for Designation","Special Fund",,"2012-12-01T00:00:00.000","2014-05-16T00:00:00.000","15000.00","2013-01-01T00:00:00.000","
Hinesburg, VT 05451-0501
(44.508258743000454, -73.07899631199967)"
"Orange East Supervisory Union","PO Box 396",,"Bradford","VT","05033","Education Agency","05100-4756S0271201","IDEA-B BASIC ARRA","Federal Fund","84.391","2011-08-24T00:00:00.000","2011-09-30T00:00:00.000","150432.48","2012-01-01T00:00:00.000","
Bradford, VT 05033
(43.99925003900046, -72.15923685799964)"
"South Burlington City School District","% S Burlington Superv Union","550 Dorset St","S Burlington","VT","05403","Education Agency","05100-4250T1911301","TITLE I-A GRANTS TO LOCAL EDUCAITON AGENCIES","Federal Fund","84.010","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","353491.79","2013-01-01T00:00:00.000","
S Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Northwoods Stewardship Center","PO Box 220",,"E Charleston","VT","058330220","Forests, Parks & Recreation","06130-RTP-NWSC-12","Develop and Maintain Recreation Trails","Federal Fund","20.219","2011-07-08T00:00:00.000","2012-12-31T00:00:00.000","30846.00","2012-01-01T00:00:00.000","
E Charleston, VT 058330220
(44.838068233000456, -71.98945872199965)"
"Mazza's,Paul Fruit & Vegetable Stand Inc","135 Poor Farm Rd",,"Colchester","VT","05446","Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2013-015","Implement Farm Agronomic Practices on farm","General Fund",,"2012-10-01T00:00:00.000","2013-06-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Colchester, VT 05446
(44.540659450000476, -73.19994822999968)"
"ST Johnsbury Town Treasurer","1187 Main St Ste 2",,"St Johnsbury","VT","05819","Environmental Conservation","06140-SWIP2012-31","To keep hazardous waste entering landfills/waste streams&promote/educate public recycling&composting","Other Fund",,"2012-05-11T00:00:00.000","2013-04-15T00:00:00.000","3525.00","2012-01-01T00:00:00.000","
St Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Oakhill Children's Center","72 School House Rd",,"Pownal","VT","05261","Children and Families","03440-32332-13/14 SFG","EARLY CARE, EDUCATION & AFTERSCHOOL PROGRAMS","General Fund",,"2013-01-01T00:00:00.000","2014-06-30T00:00:00.000","19115.21","2013-01-01T00:00:00.000","
Pownal, VT 05261
(42.7834132210005, -73.21559893999967)"
"Missisquoi River Basin Association","2839 VT Rte 105",,"East Berkshire","VT","05447","Fish & Wildlife","06120WG18-13","Assit with Water Quality sampling for Basin","Other Fund",,"2013-03-25T00:00:00.000","2014-06-10T00:00:00.000","3500.00","2013-01-01T00:00:00.000","
East Berkshire, VT 05447
(44.93033692400047, -72.70915813399967)"
"Fair Haven Town Treasurer","3 N Park Place","Municipal Building","Fair Haven","VT","05743","Public Safety","02140-70252-202","FFY10 State Homeland Security Grant Program","Federal Fund","97.067","2013-04-26T00:00:00.000","2013-07-30T00:00:00.000","6095.00","2013-01-01T00:00:00.000","
Fair Haven, VT 05743
(43.64621399700047, -73.27147571099965)"
"Bridgewater Town Treasurer","7335 US Rte 4",,"Bridgewater","VT","05034","Public Safety","02140-34000MC-012","2012 FEMA DR-4022","Federal Fund","97.039","2012-09-26T00:00:00.000","2015-08-14T00:00:00.000","6619.00","2013-01-01T00:00:00.000","
Bridgewater, VT 05034
(43.58807347900046, -72.63378966799962)"
"National Assoc of Alcoholism & Drug","1001 N Fairfax St Ste 201",,"Alexandria","VA","22314","Health","03420-A12126S","Workforce Development","Federal Fund","93.959","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","18000.00","2012-01-01T00:00:00.000","
Alexandria, VA 22314
(38.80707274700046, -77.05400721399963)"
"BROC-Community Action in Southwestern","60 Center St",,"Rutland","VT","05701","Human Services Agency","03400-RDO&TDO-FY13-DSD","Provide direct support for individuals & families in Bennington & Rutland Districts.","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","20000.00","2013-01-01T00:00:00.000","
Rutland, VT 05701
(43.619414003000486, -72.96350606599964)"
"University of Vermont","Treasurer's Office","333 Waterman Bldg","Burlington","VT","05405-0160","Vermont Health Access","03410-218-12","Funds to support the Youth Health Initiative","GC Fund","93.778","2012-01-20T00:00:00.000","2013-02-15T00:00:00.000","26100.00","2012-01-01T00:00:00.000","
Burlington, VT 05405-0160
(44.4833680640005, -73.21934725299963)"
"God's Country Farm","197 Fortin Farm Rd",,"Derby Line","VT","05830","Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2013-016","Implement Farm Agronomic Practices on farm","General Fund",,"2012-10-01T00:00:00.000","2013-06-30T00:00:00.000","5000.00","2013-01-01T00:00:00.000","
Derby Line, VT 05830
(44.9871869750005, -72.04661865999964)"
"Windsor Southeast Supervisory Union","105 Main St Ste 200",,"Windsor","VT","05089","Education Agency","05100-4449S0521202","FRESH FRUIT AND VEGETABLE PROGRAM","Federal Fund","10.582","2011-10-01T00:00:00.000","2012-06-30T00:00:00.000","31854.00","2012-01-01T00:00:00.000","
Windsor, VT 05089
(43.48449289300049, -72.41866844599963)"
"Southwestern Vermont Health Care Corp","100 Hospital Dr East","Box 62","Bennington","VT","05201","Health","03420-5795S","Community Assesments for hospital service areas","Federal Fund","93.507","2011-08-01T00:00:00.000","2012-07-31T00:00:00.000","5100.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Community Health Center of Burlington","617 Riverside Ave Ste 200",,"Burlington","VT","05401","Mental Health","03150-7137","Mental health services to  homeless people with mental illness","GC Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","60382.00","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Milton Town School District","% Milton Supervisory Union","42 Herrick Rd","Milton","VT","05468","Environmental Conservation","06140-2012-ERP-2-04","Milton Town School Stormwater Management project.","Other Fund",,"2012-02-27T00:00:00.000","2012-08-31T00:00:00.000","60600.00","2012-01-01T00:00:00.000","
Milton, VT 05468
(44.66029917600048, -73.13747574099966)"
"Rutland City Treasurer","PO Box 969",,"Rutland","VT","05702","Transportation Agency","08131-FE0523","FEMA disaster 4022","Special Fund",,"2011-08-27T00:00:00.000","2014-09-01T00:00:00.000","52522.06","2012-01-01T00:00:00.000","
Rutland, VT 05702
(43.60772159400045, -72.98202882499965)"
"Lamoille County Sheriff's Dept","162 Commonwealth Ave","PO Box 96","Hyde Park","VT","05655","Public Safety","02140-70164V-185","FFY 10 State Homeland Security Grant Program","Federal Fund","97.067","2012-11-19T00:00:00.000","2013-03-31T00:00:00.000","39525.00","2013-01-01T00:00:00.000","
Hyde Park, VT 05655
(44.61892603400048, -72.58650731899962)"
"Calais Town Treasurer","3120 Pekin Brook Rd",,"East Calais","VT","05650","Transportation Agency","08131-BC1410","Town of Calais TH48 Br24","Special Fund",,"2012-07-01T00:00:00.000","2013-02-26T00:00:00.000","175000.00","2013-01-01T00:00:00.000","
East Calais, VT 05650
(44.39470202500047, -72.43943757199963)"
"Highgate Town Treasurer","PO Box 189",,"Highgate Ctr","VT","05459","Environmental Conservation","06140-SWIP2012-25","To keep hazardous waste entering landfills/waste streams&promote/educate public recycling&composting","Other Fund",,"2012-05-07T00:00:00.000","2013-04-15T00:00:00.000","2113.00","2012-01-01T00:00:00.000","
Highgate Ctr, VT 05459
(44.94444950100046, -73.02583951499963)"
"Franklin County Caring Communities","67 Fairfield St",,"St Albans","VT","05478","Health","03420-A12014S","Underage drinking prevention activities","GC Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","21000.00","2012-01-01T00:00:00.000","
St Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Samaritan House Inc","20 Kingman ST Ste 1",,"ST Albans","VT","05478","Children and Families","03440-44029-12-SAMHSE","Emergency Shelter","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","30000.00","2012-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Northeast Kingdom Council on Aging Inc","481 Summer St Ste 101",,"ST Johnsbury","VT","05819","Disabilities Aging Ind. Living","03460-6-1771","AAA Allocation","Federal Fund","93.052","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","338068.00","2012-01-01T00:00:00.000","
ST Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Lamoille South Supervisory Union","46 Copley Ave",,"Morrisville","VT","05661","Health","03420-A12151P","Student Assistance Program","Federal Fund","93.959","2011-08-15T00:00:00.000","2012-06-30T00:00:00.000","29310.00","2012-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"Franklin Central Supervisory Union","28 Catherine St",,"ST Albans","VT","05478","Education Agency","05100-3213S0231201","BEST","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","57322.63","2012-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Lamoille County Planning Commission","PO Box 1637",,"Morrisville","VT","05661","Public Safety","02140-31995-002","2012 FEMA DR-1995","Federal Fund","97.039","2012-09-25T00:00:00.000","2015-05-14T00:00:00.000","29374.00","2013-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"VT Associates for Training & Development","142 North Main Street","PO Box 107","ST Albans","VT","05478","Disabilities Aging Ind. Living","03460-6-1718","Services for Senior Community Service Employment Program","Federal Fund","17.235","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","963304.00","2012-01-01T00:00:00.000","
ST Albans, VT 05478
(44.80296743100047, -73.09478606199963)"
"Addison County Community Action Group","PO Box 165",,"Middlebury","VT","05753","Children and Families","03440-10113-12","Homeless Services","General Fund",,"2011-08-01T00:00:00.000","2011-12-31T00:00:00.000","22679.62","2012-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"Project Against Violent Encounters","PO Box 227",,"Bennington","VT","05201","Crime Victims' Services Center","02160-12SVP01","Supervised Visitation Program Grant","Special Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","18392.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
