"ticket_type","race","gender","dob","issued_at","stop_based_on","search_based_on","contraband_evidence","outcome_of_stop"
"Traffic","W=White","Female - F","1965-09-07T00:00:00.000","2018-04-28T18:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-09-17T00:00:00.000","2018-07-21T23:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1965-09-17T00:00:00.000","2018-07-21T23:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-10-03T00:00:00.000","2018-07-13T18:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-10-15T00:00:00.000","2018-01-24T13:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-11-06T00:00:00.000","2018-10-03T18:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1965-11-30T00:00:00.000","2018-07-30T07:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1965-12-06T00:00:00.000","2018-11-04T08:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1965-12-31T00:00:00.000","2018-08-16T08:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1966-01-04T00:00:00.000","2018-05-22T08:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1966-01-11T00:00:00.000","2018-10-04T16:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1966-01-20T00:00:00.000","2018-06-02T16:54:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1966-01-26T00:00:00.000","2018-12-15T01:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1966-03-10T00:00:00.000","2018-05-03T15:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1966-04-12T00:00:00.000","2018-07-20T22:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1966-04-12T00:00:00.000","2018-07-20T22:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1966-05-22T00:00:00.000","2018-08-18T20:15:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1966-06-06T00:00:00.000","2018-07-10T15:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1966-06-06T00:00:00.000","2018-03-16T19:24:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1966-06-15T00:00:00.000","2018-05-19T19:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1966-06-30T00:00:00.000","2018-04-21T08:01:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1966-07-07T00:00:00.000","2018-04-07T23:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1966-08-05T00:00:00.000","2018-11-07T11:29:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1966-08-06T00:00:00.000","2018-01-05T23:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1966-08-06T00:00:00.000","2018-01-05T23:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1966-08-06T00:00:00.000","2018-01-05T23:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1966-08-11T00:00:00.000","2018-08-18T19:28:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1966-08-17T00:00:00.000","2018-12-17T14:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1966-09-06T00:00:00.000","2018-06-02T18:13:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1966-09-14T00:00:00.000","2018-12-21T19:04:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1966-09-28T00:00:00.000","2018-09-28T20:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1966-09-29T00:00:00.000","2018-08-03T21:02:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1966-10-23T00:00:00.000","2018-08-03T20:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1966-10-23T00:00:00.000","2018-02-08T10:01:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1966-10-25T00:00:00.000","2018-05-22T16:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1966-10-27T00:00:00.000","2018-08-03T21:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1966-11-24T00:00:00.000","2018-06-16T19:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1966-11-25T00:00:00.000","2018-09-22T19:34:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1967-01-01T00:00:00.000","2018-09-08T21:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1967-01-01T00:00:00.000","2018-09-08T21:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1967-01-30T00:00:00.000","2018-03-12T12:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-02-01T00:00:00.000","2018-04-17T10:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-02-05T00:00:00.000","2018-08-24T14:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-03-09T00:00:00.000","2018-01-01T10:13:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1967-03-16T00:00:00.000","2018-10-25T16:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1967-03-18T00:00:00.000","2018-08-17T14:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-03-23T00:00:00.000","2018-05-24T12:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-04-08T00:00:00.000","2018-08-21T11:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-04-21T00:00:00.000","2018-06-30T19:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-04-24T00:00:00.000","2018-06-20T12:34:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-04-26T00:00:00.000","2018-04-23T09:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-05-15T00:00:00.000","2018-12-04T07:29:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-05-30T00:00:00.000","2018-08-23T10:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1967-06-04T00:00:00.000","2018-11-19T13:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-06-30T00:00:00.000","2018-10-14T16:01:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-07-01T00:00:00.000","2018-07-04T18:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-08-19T00:00:00.000","2018-01-01T13:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-09-05T00:00:00.000","2018-05-15T13:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1967-09-10T00:00:00.000","2018-07-17T11:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1967-10-10T00:00:00.000","2018-10-17T16:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-10-25T00:00:00.000","2018-08-08T14:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1967-11-21T00:00:00.000","2018-06-08T21:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","A = Arrest for Violation"
"Warning","W=White","Female - F","1967-11-29T00:00:00.000","2018-11-14T15:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1967-12-04T00:00:00.000","2018-09-20T19:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1967-12-06T00:00:00.000","2018-10-30T14:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1967-12-07T00:00:00.000","2018-11-05T17:03:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1967-12-15T00:00:00.000","2018-01-10T12:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1967-12-15T00:00:00.000","2018-01-10T12:53:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1967-12-16T00:00:00.000","2018-03-16T22:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1967-12-21T00:00:00.000","2018-05-30T08:55:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-01-04T00:00:00.000","2018-02-02T21:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1968-01-10T00:00:00.000","2018-01-14T17:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1968-01-22T00:00:00.000","2018-01-08T15:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1968-01-31T00:00:00.000","2018-08-11T19:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1968-03-17T00:00:00.000","2018-09-22T19:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1968-04-01T00:00:00.000","2018-07-11T14:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1968-04-04T00:00:00.000","2018-04-23T12:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1968-05-02T00:00:00.000","2018-04-03T20:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1968-05-16T00:00:00.000","2018-07-20T18:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-05-24T00:00:00.000","2018-12-17T10:35:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1968-06-05T00:00:00.000","2018-07-12T10:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1968-06-08T00:00:00.000","2018-03-09T12:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1968-06-08T00:00:00.000","2018-05-29T08:40:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1968-07-03T00:00:00.000","2018-12-13T19:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1968-07-15T00:00:00.000","2018-10-09T11:00:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-08-10T00:00:00.000","2018-08-11T20:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1968-08-10T00:00:00.000","2018-08-11T20:05:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1968-08-14T00:00:00.000","2018-08-01T14:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1968-10-16T00:00:00.000","2018-10-28T17:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-11-04T00:00:00.000","2018-04-19T14:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-11-19T00:00:00.000","2018-03-12T07:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-11-19T00:00:00.000","2018-07-18T15:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-11-19T00:00:00.000","2018-07-18T15:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-11-19T00:00:00.000","2018-07-18T15:08:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-11-20T00:00:00.000","2018-08-22T11:39:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-11-21T00:00:00.000","2018-10-02T17:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1968-11-21T00:00:00.000","2018-03-24T21:11:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1968-11-27T00:00:00.000","2018-10-10T11:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1968-12-20T00:00:00.000","2018-05-30T10:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-02-02T00:00:00.000","2018-08-01T21:06:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-02-11T00:00:00.000","2018-10-31T10:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-02-20T00:00:00.000","2018-04-12T08:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1969-02-20T00:00:00.000","2018-03-05T09:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1969-03-29T00:00:00.000","2018-01-19T21:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1969-04-30T00:00:00.000","2018-08-09T08:07:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1969-05-27T00:00:00.000","2018-12-04T13:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-06-09T00:00:00.000","2018-10-22T11:34:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1969-06-27T00:00:00.000","2018-03-21T07:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1969-07-14T00:00:00.000","2018-03-26T12:32:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-07-19T00:00:00.000","2018-04-23T14:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-07-19T00:00:00.000","2018-08-15T18:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-07-21T00:00:00.000","2018-04-21T18:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1969-08-12T00:00:00.000","2018-12-21T18:23:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1969-09-15T00:00:00.000","2018-01-02T14:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1969-09-29T00:00:00.000","2018-12-21T21:31:00.000","V = Vehicle Equipment","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1969-10-19T00:00:00.000","2018-09-22T09:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1969-10-27T00:00:00.000","2018-10-03T10:59:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1969-11-29T00:00:00.000","2018-06-13T12:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-12-16T00:00:00.000","2018-05-04T12:04:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-12-20T00:00:00.000","2018-06-01T20:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","A = Arrest for Violation"
"Traffic","W=White","Female - F","1969-12-20T00:00:00.000","2018-06-01T20:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","A = Arrest for Violation"
"Traffic","W=White","Female - F","1969-12-20T00:00:00.000","2018-08-14T15:38:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-12-21T00:00:00.000","2018-05-23T17:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1969-12-21T00:00:00.000","2018-05-23T17:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1969-12-24T00:00:00.000","2018-06-08T13:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1969-12-30T00:00:00.000","2018-11-12T09:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-01-12T00:00:00.000","2018-03-20T12:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-01-12T00:00:00.000","2018-04-18T15:45:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-01-28T00:00:00.000","2018-04-26T13:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-02-03T00:00:00.000","2018-11-14T12:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-02-09T00:00:00.000","2018-12-29T07:52:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-03-15T00:00:00.000","2018-06-07T07:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-03-22T00:00:00.000","2018-09-08T22:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1970-03-22T00:00:00.000","2018-09-08T22:41:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1970-03-30T00:00:00.000","2018-08-02T12:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-04-02T00:00:00.000","2018-07-25T07:56:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-04-11T00:00:00.000","2018-07-02T17:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-05-31T00:00:00.000","2018-08-07T10:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-07-30T00:00:00.000","2018-01-25T12:17:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-08-27T00:00:00.000","2018-10-20T21:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1970-09-01T00:00:00.000","2018-08-13T15:25:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Warning","W=White","Female - F","1970-09-01T00:00:00.000","2018-11-22T14:33:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1970-09-06T00:00:00.000","2018-09-22T18:18:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-09-17T00:00:00.000","2018-01-08T13:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-09-17T00:00:00.000","2018-01-08T13:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-09-29T00:00:00.000","2018-10-11T14:27:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1970-09-29T00:00:00.000","2018-04-01T10:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1970-10-05T00:00:00.000","2018-02-09T18:31:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1970-10-06T00:00:00.000","2018-10-19T19:49:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-10-19T00:00:00.000","2018-01-16T09:48:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1970-11-13T00:00:00.000","2018-07-01T17:44:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1970-11-15T00:00:00.000","2018-05-31T10:30:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-11-16T00:00:00.000","2018-01-26T11:05:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-11-18T00:00:00.000","2018-09-03T10:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1970-12-15T00:00:00.000","2018-08-08T08:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-01-18T00:00:00.000","2018-06-07T20:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-01-18T00:00:00.000","2018-06-07T20:10:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-01-23T00:00:00.000","2018-08-16T15:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1971-01-23T00:00:00.000","2018-08-16T15:22:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1971-01-30T00:00:00.000","2018-04-17T08:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-03-10T00:00:00.000","2018-05-09T11:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-04-02T00:00:00.000","2018-05-22T13:09:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1971-04-13T00:00:00.000","2018-02-14T21:57:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1971-05-08T00:00:00.000","2018-05-03T15:58:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1971-05-18T00:00:00.000","2018-02-16T18:46:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1971-07-03T00:00:00.000","2018-08-27T18:16:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1971-08-03T00:00:00.000","2018-08-03T15:51:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1971-08-10T00:00:00.000","2018-09-08T08:28:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1971-08-11T00:00:00.000","2018-07-15T13:47:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1971-09-22T00:00:00.000","2018-05-21T11:43:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-10-06T00:00:00.000","2018-05-15T12:21:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-10-11T00:00:00.000","2018-06-07T12:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-10-11T00:00:00.000","2018-10-05T10:19:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-10-12T00:00:00.000","2018-09-14T21:20:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1971-10-12T00:00:00.000","2018-11-21T16:03:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
"Traffic","W=White","Female - F","1971-12-04T00:00:00.000","2018-05-23T13:12:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1971-12-31T00:00:00.000","2018-12-15T20:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Traffic","W=White","Female - F","1972-01-02T00:00:00.000","2018-08-16T17:26:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","T = Ticket"
"Warning","W=White","Female - F","1972-02-08T00:00:00.000","2018-08-09T10:50:00.000","M = Moving violation","NS = No search","X = Not applicable / no search","W = Warning"
