"propletter","proptitle","month","day","year","date","description","pass_fail","vote_counts_yes","vote_counts_no","percent_vote_yes","percent_vote_no","percent_required_to_pass","kind","howplaced","voter_information_pamphlet"
"B","Sewerage and Sewage Disposal Bonds $15,623,000","June","2","1964","1964-06-02T00:00:00.000","To incur a bonded indebtedness of $15,623,000 for the improvement of the sewerage and sewage disposal system of the City.","P","163156","36457","0.82","0.18","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1964.pdf"
"C","Civil Service , Permanent Employees","June","2","1964","1964-06-02T00:00:00.000","To delete the requirement of a probationary period for permanent employees transferred due to technological advances, automation or installation of new equipment.","P","105068","83545","0.56","0.44","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1964.pdf"
"D","Employees, Evacuated during WW II","June","2","1964","1964-06-02T00:00:00.000","To allow employees to include time absent because of the Presidential Evacuation Order during World War II as service for retirement purposes upon payment of necessary contribution.","P","133790","56131","0.70","0.30","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1964.pdf"
"E","Retirement, Death Allowance, Cost of Living","June","2","1964","1964-06-02T00:00:00.000","Relating to cost of living increases or decreases in retirement and death allowances.","F","91851","100361","0.48","0.52","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June2_1964.pdf"
"A","Log Cabin Ranch Bonds $1,300,000","November","3","1964","1964-11-03T00:00:00.000","To incur a bonded indebtedness of $1,300,000 for improvements and additions at Log Cabin Ranch, La Honda, California.","P","196246","76014","0.72","0.28","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1964.pdf"
"B","School Bonds $31,465,000","November","3","1964","1964-11-03T00:00:00.000","To incur a bonded indebtedness of $31,465,000 for the acquisition, construction and completion of new school and improvements to existing schools.","P","210263","65663","0.76","0.24","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1964.pdf"
"C","Fire Department Bonds $4,890,000","November","3","1964","1964-11-03T00:00:00.000","To incur a bonded indebtedness of $4,6890,000 for additions and  improvements to the plant of the fire protection system of the City.","P","206385","64474","0.76","0.24","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1964.pdf"
"D","Recreation and Park Bonds $9,450,000","November","3","1964","1964-11-03T00:00:00.000","To incur a bonded indebtedness of $9,450,000 for additions to and  improvements of the recreation and park system of the City.","F","157541","111922","0.59","0.42","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1964.pdf"
"E","Officers and Employees, Leaves of Absence","November","3","1964","1964-11-03T00:00:00.000","To provide employees with the right to an indefinite leave of absence when employed as a full time salaried officer or employee of an employee union.","F","121282","138204","0.47","0.53","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1964.pdf"
"F","Public Works Contract Procedures","November","3","1964","1964-11-03T00:00:00.000","To authorize the Board of Supervisors to determine the monetary limits, not to exceed $5,000, within which public works or improvements may be done by contract, written order or directly by the City.","P","177188","76386","0.70","0.30","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1964.pdf"
"G","Salaries,  Board of Supervisors $9,600","November","3","1964","1964-11-03T00:00:00.000","To fix the salary of the Board of Supervisors at $9,600.00 a year and to repeal obsolete language.","P","147179","114209","0.56","0.44","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1964.pdf"
"H","Construction of Low-Rent Housing Project","November","3","1964","1964-11-03T00:00:00.000","Shall the Housing Authority of the City develop, construct and acquire within the City with federal financial assistance and or State financial assistance, a low-rent housing project or projects of not to exceed 2500 dwelling units for living accommodations for persons of low income, including units specifically for low income elderly persons?","P","148218","116747","0.56","0.44","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November3_1964.pdf"
"A","Medical Center Bonds $33,670,000","November","2","1965","1965-11-02T00:00:00.000","To incur a bonded indebtedness of $33,670,000 for costs of constructing and equipping a Medical Center for the City.","P","154175","44976","0.77","0.23","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1965.pdf"
"B","War Memorial Bonds $29,000,000","November","2","1965","1965-11-02T00:00:00.000","To incur a bonded indebtedness of $29,000,000 for additions and improvements to the War Memorial Center of the City.","F","62707","131235","0.32","0.68","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1965.pdf"
"C","City Employees Retirement Death Benefits","November","2","1965","1965-11-02T00:00:00.000","To empower the Board of Supervisors to enact ordinances relative to retirement and death benefits of City employees.","F","72748","120155","0.38","62.35","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1965.pdf"
"D","Replace Costs, Personal Property Stolen","November","2","1965","1965-11-02T00:00:00.000","Authorizes the Board of Supervisors to provide for replacement costs of personal property stolen from certain uniformed officers and employees and relieves such officers and employees from liability for entrusted funds stolen.","F","80297","105108","0.43","0.57","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1965.pdf"
"E","Municipal Railway (MUNI) Platform, Bus Employee Salary","November","2","1965","1965-11-02T00:00:00.000","To provide that platform men and bus operators who work less than forty hours per week shall be paid the difference between hours worked and forty hours under certain specified conditions. Deletes obsolete language.","F","79507","106437","0.43","0.57","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1965.pdf"
"F","Civil Service Examination Exemption","November","2","1965","1965-11-02T00:00:00.000","To provide that the Civil Service Commission may exempt certain temporary training and economic assistance positions and their immediate supervisors from Civil Service examination.","F","80511","102638","0.44","0.56","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1965.pdf"
"G","Membership Various Commissions","November","2","1965","1965-11-02T00:00:00.000","To increase the membership of the Police Commission, Fire Commission and Civil Service Commission from three to five members each.","F","49347","137649","0.26","0.74","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November2_1965.pdf"
"A","Retirement Death Benefit","June","7","1966","1966-06-07T00:00:00.000","To require a vote of 3/4 of the members of the Board of Supervisors to pass ordinances relating to retirement and death benefits under the Retirement System.","F","61151","91803","0.40","0.60","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June7_1966.pdf"
"A","Airport Bonds $95,500,000","November","8","1966","1966-11-08T00:00:00.000","To incur a bonded indebtedness for $95,500,000 for improvement of air transportation facilities for the City and County of San Francisco.","F","163657","84105","0.66","0.34","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"B","Municipal Transit (MUNI) Bonds $96,500,000","November","8","1966","1966-11-08T00:00:00.000","To incur a bonded indebtedness for $96,500,000 for additions to and improvements of the Municipal Transit (MUNI) System of the City and County of San Francisco.","F","143135","104251","0.58","0.42","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"C","Bureau Fire Prevention and Public Safety","November","8","1966","1966-11-08T00:00:00.000","To define the duties and responsibilities of the Bureau of Fire Prevention and Public Safety; to establish rates of pay and methods of promotion in the Bureau.","P","152893","71039","0.68","0.32","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"D","City Employees' Vacations","November","8","1966","1966-11-08T00:00:00.000","To provide that employees with ten (10) or more years service shall be provided an annual vacation of twenty working days.","F","98273","133111","0.42","0.58","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"E","Longevity Pay, Overtime, Night, Police & Fire","November","8","1966","1966-11-08T00:00:00.000","To permit the Board of Supervisors, by ordinance, to provide longevity pay for policemen and firemen, and overtime, night or specialized service pay to all ranks; to limit the maximum amount that may be provided.","F","101193","124776","0.45","0.55","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"F","Retirement System Provisions,  Death","November","8","1966","1966-11-08T00:00:00.000","To prescribe survivor benefits upon death of a member of the Retirement System and to restrict benefits paid to a member convicted of a crime involving moral turpitude.","P","134381","87169","0.61","0.39","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"G","Disciplinary Proceedings and Hearings, Civil Service","November","8","1966","1966-11-08T00:00:00.000","To provide that the method of disciplinary proceedings and hearings shall be established by rule of the Civil Service Commission, subject to amendment or approval by ordinance of the Board of Supervisors.","F","102407","112246","0.48","0.52","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"H","Terminated Probationary Employees, Civil Service","November","8","1966","1966-11-08T00:00:00.000","To make a technical change permitting the Civil Service Commission to return a name of a terminated probationary employee to the eligible list under conditions deemed by the Commission to be just.","P","133048","82275","0.62","0.38","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"I","Employees' Leaves of Absence, Civil Service","November","8","1966","1966-11-08T00:00:00.000","To provide that employees' leave of absence be governed by rules of the Civil Service Commission to be approved by the Board of Supervisors; permits the Board of Supervisors to approve, amend or reject a rule.","P","109623","104079","0.51","0.49","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"J","Attorney Appointments City and County Offices","November","8","1966","1966-11-08T00:00:00.000","To remove the requirement that attorneys be qualified to practice in all courts of the State for at least two years prior to appointment in the offices of the City Attorney, District Attorney and Public Defender.","P","112457","103228","0.52","0.48","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"K","Arbitration Board Establish Fire Department","November","8","1966","1966-11-08T00:00:00.000","To establish an arbitration board for settling disputes related to discipline, work schedules or working conditions between the Fire Commission and the Arbitration and Grievance Committee of firemen. To make the findings of the board binding on both parties.","F","69774","142738","0.33","0.67","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"L","Increase Members Police Commission","November","8","1966","1966-11-08T00:00:00.000","To increase the membership of the Police Commission from three (3) to five (5) members.","F","82881","136009","0.38","0.62","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"M","Increase Members Fire Commission","November","8","1966","1966-11-08T00:00:00.000","To increase the membership of the Fire Commission from three (3) to five (5) members.","F","83106","134996","0.38","0.62","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"N","Increase Members Civil Service Commission","November","8","1966","1966-11-08T00:00:00.000","To increase the membership of the Civil Service Commission from three (3) to five (5) members.","F","78617","137620","0.36","0.64","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"O","Utility Budget Repeals Limitation","November","8","1966","1966-11-08T00:00:00.000","To repeal the limitation of $.0075 per $100 of assessed valuation in deficit utility budget for capital cost expenditures and to require that capital costs in excess thereof be financed through the sale of bonds.","F","90352","115826","0.44","0.56","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"P","Creating Palace of Fine Arts Commission","November","8","1966","1966-11-08T00:00:00.000","To create by ordinance of the Board of Supervisors, the Palace of Fine Arts Commission and to charge the Commission with the development, administration , management and operation of the Palace of Fine Arts.","F","90023","122542","0.42","0.58","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"Q","Retirement System Provisions;  Police, Fire","November","8","1966","1966-11-08T00:00:00.000","Defines members of the Police and Fire Departments as including members on leave of absence and employed in correlated work in another City Department for purposes of Retirement System.","F","80339","133922","0.38","0.63","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November8_1966.pdf"
"A","Airport Bonds $98,000,000","November","7","1967","1967-11-07T00:00:00.000","To incur a bonded indebtedness of $98,000,000 for improvement of air transportation facilities for the City and County of San Francisco.","P","156060","71462","0.69","0.31","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"B","Board of Supervisors Appoint Analyst","November","7","1967","1967-11-07T00:00:00.000","To provide that the Board of Supervisors may appoint an analyst and set forth his duties and authority for appointment of assistant analysts.","F","74327","130889","0.36","0.64","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"C","Minimum Age Entrance Police Department","November","7","1967","1967-11-07T00:00:00.000","To provide that the minimum age of an applicant for an entrance position in the Police Department shall be 20 years and 21 years for an appointment to an entrance position.","P","159490","48519","0.77","0.23","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"D","Nominee Board of Education, Qualifications, Registrar of Voters","November","7","1967","1967-11-07T00:00:00.000","To require nominees to the Board of Education to file a statement of qualifications with the Registrar of Voters; to require the Registrar of Voters to mail a copy of said statement to each voter.","P","155615","46732","0.77","0.23","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"E","Employee Vacations","November","7","1967","1967-11-07T00:00:00.000","To provide that an employee with fifteen (15) or more years of continuous service shall be allowed an annual vacation of 20 days.","P","113604","94215","0.55","0.45","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"F","Rates of Compensation Police and Fire","November","7","1967","1967-11-07T00:00:00.000","Relating to the dates for surveying, certifying and revising rates of compensation of members of the Police and Fire Departments.","P","126177","71874","0.64","0.36","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"G","Compensation Municipal Railway (MUNI) Employees","November","7","1967","1967-11-07T00:00:00.000","Relating to the method and conditions for setting compensation and other benefits of platform employees and coach and bus operators of the Municipal Railway (MUNI).","P","110758","89025","0.55","0.45","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"H","Veteran Preference Civil Service","November","7","1967","1967-11-07T00:00:00.000","To further define the time of war for civil service veteran preference so as to include the period for which a campaign or expedition medal is authorized.","P","140939","53749","0.72","0.28","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"I","Sheriff Department Disability, Retirement Death Benefits","November","7","1967","1967-11-07T00:00:00.000","Relating to disability benefits, retirement and death allowances of certain employees in the Sheriff's Department.","F","88705","108612","0.45","0.55","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"J","City Planning Department Duties and Responsibilities","November","7","1967","1967-11-07T00:00:00.000","Empowers the City Planning Department to appoint a director, assistant director, a secretary and other employees and to authorize the appointment of certain employees to be exempt from Civil Service provisions.","F","85483","106815","0.45","0.55","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"K","Exempt Appointment Administrator, General Hospital","November","7","1967","1967-11-07T00:00:00.000","Empowering the Director of Public Health with the authority to make an exempt appointment of the Administrator of San Francisco General Hospital.","P","98291","96244","0.51","0.50","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"L","Municipal Indebtedness for Property Rehabilitation","November","7","1967","1967-11-07T00:00:00.000","To incur municipal indebtedness for the purpose of providing funds to furnish loans for rehabilitation of private residential property.","F","74006","120015","0.38","0.62","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"M","Advisory Arbitration of Disputes, Fire Commission","November","7","1967","1967-11-07T00:00:00.000","To establish procedures for advisory arbitration of disputes on work schedules or working conditions between the Fire Commission and representatives of the Fire Department.","F","90819","99772","0.48","0.52","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"N","License Tax Prohibition","November","7","1967","1967-11-07T00:00:00.000","To repeal the prohibition against imposition of a license tax upon any seller or manufacturer of goods, wares or merchandise operating at a fixed place of business in San Francisco.","F","85720","106753","0.45","0.56","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"O","Real Property Tax Limitation, Sales Tax","November","7","1967","1967-11-07T00:00:00.000","To provide new limitations on property taxes; to eliminate many present exemptions; to provide that the sales tax revenue be used first for bonded debt service.","F","93234","98809","0.49","0.52","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"P","Vietnam Cease Fire","November","7","1967","1967-11-07T00:00:00.000","Shall it be the policy of the People of San Francisco that there be an immediate cease fire and withdrawal of U.S. troops from Vietnam so that the Vietnamese can settle their own problems?","F","79092","137933","0.36","0.64","50%+1","Policy Declaration","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/November7_1967.pdf"
"A","Market Street Reconstruction and Improvement Bonds $24,500,000","June","4","1968","1968-06-04T00:00:00.000","To incur a bonded indebtedness of $24,500,000 for the reconstruction and improvement of Market Street, of portions of streets intersecting Market Street and of street areas in the vicinity of transit stations.","P","152999","66198","0.70","0.30","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"B","Recreation and Park Bonds $14,885,000","June","4","1968","1968-06-04T00:00:00.000","To incur a bonded indebtedness of $14,885,000 for additions to and improvement of the recreation and park system.","F","127391","87977","0.59","0.41","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"C","Cliff House, Sutro Baths Bonds $5,700,000","June","4","1968","1968-06-04T00:00:00.000","To incur a bonded indebtedness of $5,700,000 for the acquisition of land, with structures thereon, at the extreme westerly edge of the San Francisco headlands and for its improvement and park purposes.","F","89848","124179","0.42","0.58","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"D","Sewer and Water Pollution Construction Bonds $17,500,000","June","4","1968","1968-06-04T00:00:00.000","To incur a bonded indebtedness of $17,500,000 for improvement of the Sewerage and Water Pollution Control System.","P","161589","53231","0.75","0.25","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"E","Suspends License Taxes Prohibition","June","4","1968","1968-06-04T00:00:00.000","To suspend, until June 30, 1973, a prohibition against imposition of a license tax upon certain sellers and manufacturers in San Francisco.","P","117020","84861","0.58","0.42","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"F","Board of Supervisors in Retirement System","June","4","1968","1968-06-04T00:00:00.000","To include members of the Board of Supervisors in the Retirement System; to permit elective officer members to elect to leave contributions in the retirement fund after five (5) years' service.","F","59464","145827","0.29","0.71","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"G","Bond Indebtedness, Not to Exceed $6,000,000","June","4","1968","1968-06-04T00:00:00.000","To authorize incurring a single bonded indebtedness for a group of public improvements for an amount not to exceed $6,000,000.","F","87804","113087","0.44","0.56","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"H","Substitute to Official Newspaper","June","4","1968","1968-06-04T00:00:00.000","To authorize the Board of Supervisors to designate a substitute newspaper whenever the official newspaper is unable to publish or circulate.","P","142123","62320","0.70","0.31","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"I","Cost of Living Changes, Retirement","June","4","1968","1968-06-04T00:00:00.000","To provide for cost of living increases or decreases in retirement or death allowances which become effective prior to July 2, 1977.","P","122158","84936","0.59","0.41","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"J","City Planning Mandatory Referrals","June","4","1968","1968-06-04T00:00:00.000","To fix the responsibility of the City Planning Department in reference to mandatory referrals to said department for report thereon.","P","131293","61831","0.68","0.32","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"K","Disabled Employees in Promotion Exams","June","4","1968","1968-06-04T00:00:00.000","To set the eligibility requirements for participation in promotional examinations by disability transferees and the method of fixing the salary of said transferees promoted.","P","139204","58046","0.71","0.29","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"L","Age Requirements Fire Department","June","4","1968","1968-06-04T00:00:00.000","To set the age of applicants for entrance positions with the Fire Department at 19 years and the age range for appointment thereto between 20-32 years.","P","145563","61166","0.70","0.30","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"M","Increase Filing Fee Candidates","June","4","1968","1968-06-04T00:00:00.000","To increase filing fees and the number of sponsors for candidates for elective office; to require and prescribe the nomination paper to be filed for said candidates.","P","138754","63302","0.69","0.31","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"N","Candidates' Declarations Deleted","June","4","1968","1968-06-04T00:00:00.000","To delete a requirement that copies of declarations of candidates for elective office be included in the voters' pamphlet.","P","123763","74972","0.62","0.38","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"O","Retirement Benefit, Fire and Police Departments","June","4","1968","1968-06-04T00:00:00.000","Amending the Charter relating to retirement benefits applicable to members of the Police and Fire Departments.","P","148287","65182","0.70","0.31","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/June4_1968.pdf"
"A","Bayview Hunters Point Recreation and Park Bonds $6,425,000","November","5","1968","1968-11-05T00:00:00.000","To incur a bonded indebtedness of $6,425,000 for recreation and park facilities limited to the Bayview and Hunters Point areas including a new swimming pool, sports facilities, recreation fields, additional parks and playgrounds, lighting facilities, community center and all works necessary in said areas.","F","176667","93096","0.66","0.35","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"B","San Francisco Harbor, Assume Bond Indebtedness $60,939,000","November","5","1968","1968-11-05T00:00:00.000","Shall the harbor and port of San Francisco be transferred from the State to San Francisco and shall San Francisco assume the bonded indebtedness of the State for harbor improvements and the liabilities, obligations and duties of the Port Authority estimated to be not less than $60,939,000 and perform all of the terms and conditions set forth in said act?","P","195904","72429","0.73","0.27","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"C","Control of Harbor and Port From California to San Francisco","November","5","1968","1968-11-05T00:00:00.000","Relating to enforcement of Charter amendments concerning the transfer of control of the harbor and port of San Francisco from state control to local control.","P","193510","68005","0.74","0.26","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"D","Bond Issues; Group Public Improvements $6,000,000","November","5","1968","1968-11-05T00:00:00.000","To authorize the incurring of a single bonded indebtedness for a group of public improvements in an amount not to exceed $6,000,000.","P","132291","112182","0.54","0.46","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"E","Retirement Board System and Board","November","5","1968","1968-11-05T00:00:00.000","To amend Charter sections relating to the Retirement Board - investment expenses, actuarial valuations and investigations, cost of living adjustments of allowances, retirement benefits of miscellaneous employees, and elimination of Social Security offset.","P","129344","121734","0.52","0.49","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"F","Chief Juvenile Probation","November","5","1968","1968-11-05T00:00:00.000","To provide for the appointment and removal of a Chief Juvenile Probation Officer by the majority of the judges of the San Francisco Superior Court.","P","187944","58238","0.76","0.24","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"G","Retirement; Sheriff's Department, P.E.R.S.","November","5","1968","1968-11-05T00:00:00.000","To empower the Board of Supervisors to contract with the State Employees Retirement System to provide that certain employees of the Sheriff's Department be members thereof.","P","125844","118612","0.52","0.49","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"H","Housing Authority, 3,000 Dwelling Units","November","5","1968","1968-11-05T00:00:00.000","Shall the Housing Authority develop, construct and acquire with federal or state financial assistance, a low-rent housing project or projects not to exceed 3000 dwelling units for persons of low income or eligible elderly persons?","P","129263","117968","0.52","0.48","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"I","San Francisco School District Tax Increase","November","5","1968","1968-11-05T00:00:00.000","Shall the proposed increase in the maximum tax rate from $2.55 to $3.53 on each $100 of assessed valuation be authorized commencing on July 1, 1969 and the revenues to be used for kindergarten, elementary, high school and junior college (community college) purposes?","P","133383","110862","0.55","0.45","50%+1","Policy Declaration","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"J","Hours of Fresh Meat, Poultry Markets","November","5","1968","1968-11-05T00:00:00.000","To repeal several sections of the Health Code relating to hours of business for sale of fresh meats and poultry.","P","122026","117270","0.51","0.49","50%+1","Ordinance","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"K","Real Property Assessment, $1,000 or Less","November","5","1968","1968-11-05T00:00:00.000","Shall it be the policy of San Francisco that if you only own a single family dwelling or if you are a property owner with a monthly rent of $1000 or less that your property shall be assessed at no more than 10% (percent) of its appraised value and that any tax revenues lost as a result should be acquired of corporations with an annual gross profit of $1,000,000 or more?","P","119706","113482","0.51","0.49","50%+1","Policy Declaration","Initiative","https://webbie1.sfpl.org/multimedia/pdf/elections/November5_1968.pdf"
"A","Recreation and Park Bonds $9,998,000","November","4","1969","1969-11-04T00:00:00.000","To incur a bonded indebtedness of $9,998,000 for additions to and improvements of the Recreation and Park system of the City.","F","103997","79056","0.57","0.43","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"B","School Bonds Hunters Point Redevelopment Project, $5,000,000","November","4","1969","1969-11-04T00:00:00.000","To incur a bonded indebtedness of $5,000,000 for school purposes to serve the Hunters Point Redevelopment Project including land acquisition, construction of new school buildings and grounds, and improvements to existing school.","F","95842","87306","0.52","0.48","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"C","Capital Improvement Bonds $4,930,000","November","4","1969","1969-11-04T00:00:00.000","To incur a bonded indebtedness of $4,930,000 for additions and improvements to the plants of the fire protection system, the police protection system, the jail system, the juvenile justice system, the Purchasing Department, the public health system, the Academy of Sciences and the Public Works Yard of the City.","F","82816","94078","0.47","0.53","66 2/3%","Bond Issue","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
"D","Police, Fire Department Administration","November","4","1969","1969-11-04T00:00:00.000","Relating to the reorganization of the administration and ranks of the Police and Fire Departments.","F","36014","137504","0.21","0.79","50%+1","Charter Amendment","Supervisors","https://webbie1.sfpl.org/multimedia/pdf/elections/November4_1969.pdf"
