"permit_number","contact_type","company_name","street_number","street","street_suffix","state","zipcode","phone","phone2","license_number"
"E200301233069","Contractor","Starlite Electric  Inc.",,"Po Box 882283",,"CA","94188-0000","4156488888","4156022058","716595"
"E200301233078","Contractor","Century Design & Construction","1427","Capuchino","Av","CA","94010-0000","6503409218","4156017983","642210"
"E200301233081","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E200301233084","Contractor","Metropolitan Electrical Construction","2400","03rd","St","CA","94107","4156423020","4156423000","401047"
"E200301233087","Contractor","Otto's Construction","1102","York St, #A",,"CA","94110-0000","1453050681","4153050681","781220"
"E200301233093","Contractor","Astorga Const Company","289","Minerva","St","CA","94112-0000","4158466896","4158466896","309814"
"E200301233096","Contractor","Ferrera Electric Inc.","108","Wayland","St","CA","94134","4154682248","4158602248","355775"
"E200305208131","Contractor","Chan Electric Work","216","Thrift","St","CA","94112-0000","4155860524","4156378044","598804"
"E200305208134","Contractor","Byington Electric Corp","424","Treat","Av","CA","94110","4156216500","4157408168","253479"
"E200305208136","Contractor","Kevin Sweeney","111","Hillside","Dr","CA","94062-0000","6508514422",,"483857"
"E200305208137","Contractor","Basic Modular Facilities Inc","723","El Camino","Pz","CA","94066-0000","6503500212","4159995323","509052"
"E200305208139","Contractor","Loi Electric Company","67","Dorado","Tr","CA","94112","4157601787","4157601787","507233"
"E200305208140","Contractor","Toni's  Construction Inc","2425","16th","Av","CA","94116-0000","4156818280","4152790579","551504"
"E200305218141","Contractor","R Electric","394","Bancroft","Wy","CA","94044-0000","6503559352","4153105559","753925"
"E200305218143","Contractor","Longo Electric Inc","364","Blodgett","St","CA","94931-0000","4154312156","4157402204","525176"
"E200305218144","Contractor","Longo Electric Inc","364","Blodgett","St","CA","94931-0000","4154312156","4157402204","525176"
"E200305218146","Contractor","Delta Electric","300","N San Mateo","Dr","CA","94401","6503479090","4156991844","313147"
"E200305218147","Contractor","Wung Wah Construction Co","2110","22nd","Av","CA","94116-0000","4152421998","4158169921","565278"
"E200305218148","Contractor","Wung Wah Construction Co","2110","22nd","Av","CA","94116-0000","4152421998","4158169921","565278"
"E200305218150","Contractor","M & M Electric Co","250","Tocoloma","Av","CA","94134-0000","4154671500","4157252832","483394"
"E200305218151","Contractor","Ace Service","2200","Cesar Chavez #4","St","CA","94010-0000","4156480411","4157202575","513238"
"E200305218152","Contractor","Grand American Construction Co","816","Victoria","St","CA","94127-0000","4157228213","4157228213","702689"
"E200305218156","Contractor","Call Us Now (Prime Electric)",,"P.o.box 1466",,"CA","94070-0000","6505921235","6504301703","759893"
"E200305218158","Contractor","T & T Electric Corp","2526","32rd","Av","CA","94116-0000","4156654098","4157134273","789346"
"E200305218159","Contractor","Wong's Electric Co *Check Id*","2902","Jennings","St","CA","94124","4158228618","4156139798","581997"
"E200305218160","Contractor","Marzullo Electric Co","9100","Bodega Highway",,"CA","95472-0000","7075680945","7076961071","430615"
"E200305218161","Contractor","Golden Gate Eletric Co","35691","Palomares","Rd","CA","94546","5108811300","5107740208","565292"
"E200305218162","Contractor","C B F Inc","675","Davis","St","CA","94111-1403","4154953085","4153857390","335873"
"E200305218163","Contractor","C B F Inc","675","Davis","St","CA","94111-1403","4154953085","4153857390","335873"
"E200305218165","Contractor","Industrial Electric Co","1155","Chess Dr #122",,"CA","94404","6503493698","6505339798","253951"
"E200305218166","Contractor","C B F Inc","675","Davis","St","CA","94111-1403","4154953085","4153857390","335873"
"E200305218167","Contractor","Astorga Const Company","289","Minerva","St","CA","94112-0000","4158466896","4158466896","309814"
"E200305218170","Contractor","Ideal Electric","2425","Ashby","Av","CA","94705-0000","5107574094","5107574094","805007"
"E200305218171","Contractor","Ike's Electric","3546","19th","St","CA","94110","4158616417","4157549787","339028"
"E200305218172","Contractor","Astorga Const Company","289","Minerva","St","CA","94112-0000","4158466896","4158466896","309814"
"E200306058807","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200306058808","Contractor","Paganini Electric Corp(see Signatories)","190","Hubbell","St","CA","94107","4155753900",,"309677"
"E200306058809","Contractor","Celtic Electric","318","Channing","Rd","CA","94010-4748","4157244545","4157244545","499258"
"E200306058810","Contractor","Celtic Electric","318","Channing","Rd","CA","94010-4748","4157244545","4157244545","499258"
"E200306058811","Contractor","Le Shan Luo Electric","143","Madison","St","CA","94134-0000","4157881088","4159908113","623557"
"E200306058813","Contractor","Loi Electric Company","67","Dorado","Tr","CA","94112","4157601787","4157601787","507233"
"E200306058814","Contractor","Tim Grogan Builders Inc","348","Todd B","Rd","CA","95407-0000","7075861350","7079749378","692820"
"E200306058815","Contractor","M And K Electric Company","1334","39th","Av","CA","94122","4157598247","4157165969","583287"
"E200306068816","Contractor","Tri Valley Door Systems Inc","1912","02nd St",,"CA","94550-0000","9253710496",,"733575"
"E200306068817","Contractor","Lai's E & H Electric Inc.","1766","40th","Av","CA","94122","4157596878","4158507722","659426"
"E200306068818","Contractor","Mal Rogers Electric","201","Laidley","St","CA","94131-0000","4156471817","4155192780","701032"
"E200306068820","Contractor","Lai's E & H Electric Inc.","1766","40th","Av","CA","94122","4157596878","4158507722","659426"
"E200306068821","Contractor","Mal Rogers Electric","201","Laidley","St","CA","94131-0000","4156471817","4155192780","701032"
"E200306068822","Contractor","Mal Rogers Electric","201","Laidley","St","CA","94131-0000","4156471817","4155192780","701032"
"E200306068829","Contractor","City Overhead Doors Inc.","5976","Mission","St","CA","94112","6507564226",,"292393"
"E200306068830","Contractor","D C S  Construction Services Inc","160","Pixley","St","CA","94123","4159319365","4159877572","427457"
"E200306068831","Contractor","R & S Erection Of S F Inc","715","Cesar Chavez","St","CA","94124","4159817590",,"411190"
"E200306068832","Contractor","Tak Tam Electric Co","1383","22nd","Av","CA","94122","4156819585","4159398210","416921"
"E200306068833","Contractor","Sasco",,"Pier 28 At Embarcadero 2/f Mailbox #12",,"CA","94105-0000","4082737216","4082063241","583536"
"E200306068837","Contractor","Rortech Electric","60","Oakmont","Av","CA","94901-0000","4154997704","4153027812","500138"
"E200301072505","Contractor","Canning Electric Inc","1228","Folsom","St","CA","94103-0000","4157539335","4153109103","710973"
"E200301092649","Contractor","Inter  Electric","872","Navaronne","Wy","CA","94518-0000","9253635358","4158506374","734067"
"E200301092652","Contractor","Inter  Electric","872","Navaronne","Wy","CA","94518-0000","9253635358","4158506374","734067"
"E20021104261","Contractor","Canning Electric Inc","1228","Folsom","St","CA","94103-0000","4157539335","4153109103","710973"
"E200301223009","Contractor","Canning Electric Inc","1228","Folsom","St","CA","94103-0000","4157539335","4153109103","710973"
"E200302284650","Contractor","Rudolph Caler/lumen Electric","1418","Bradley","Av","CA","94401","4153486014","4155591537","729477"
"E200306028621","Contractor","Ges/tse Electrical Svrc",,"601c Dna Way",,"CA","94080-0000","5102595376",,"730029"
"E200306028622","Contractor","Ges/tse Electrical Svrc",,"601c Dna Way",,"CA","94080-0000","5102595376",,"730029"
"E200303034719","Contractor","Ges/tse Electrical Svrc",,"601c Dna Way",,"CA","94080-0000","5102595376",,"730029"
"E200301233075","Contractor","Cps Signs",,"7730 Enterprises Dr.",,"CA","94560","5107932471",,"689320"
"E200301092643","Contractor","Kin Construction","82","Tingley","St","CA","94112-0000","4152392126",,"713714"
"E200301233090","Contractor","Hercules Builders","1485","Bayshore Bl",,"CA","94124-0000","5107246774",,"612983"
"E200301092655","Contractor","Mega Electric ** Check I.d.**",,"P.o. Box 31732",,"CA","94131","4154697799","4157607440","734066"
"E200301092661","Contractor","Mega Electric ** Check I.d.**",,"P.o. Box 31732",,"CA","94131","4154697799","4157607440","734066"
"E200303034695","Contractor","Matrix Seismic Corp","291","Geary","St","CA","94102-0000","4156526025","4156526025","719187"
"E20021106405","Contractor","Matrix Seismic Corp","291","Geary","St","CA","94102-0000","4156526025","4156526025","719187"
"E200306068834","Contractor","Trans -City Construction","159","Judson","Av","CA","94112","4155871229","4152608308","706911"
"E200302284614","Contractor","Building Silhouetts","764","Almond","Av","CA","94080","4152259877","4152259877","518841"
"E200612183827","Contractor","Bolt Elec & Lght Svcs Inc","1670","Alvarado","St","CA","94577","5103521575","5103768583","656706"
"E200306048711","Contractor","Kwong Electric & Alarm","338","N Canal","St","CA","94080-0000","4158502566","4158502566","656474"
"E200303034674","Contractor","M T Electric","765","Humboldt","Rd","CA","94005","4154684623","4154202252","544527"
"E200306048750","Contractor","Lung Fung  Const & Elec Co","50","Seal Rock","Dr","CA","94121","4152211238","4159991238","543950"
"E200303034698","Contractor","Earthquake Enterprises Inc
Dba Hethering","4200","California St., Ste. 111",,"CA","94118","4157509595","4158504310","664033"
"E200303034701","Contractor","Ks Channing Road Electric","18","Channing","Rd","CA","94010-0000","6503445664","4158501800","604827"
"E200303034704","Contractor","S & W  Electric  Inc.","1663","34th","Av","CA","94122-0000","4155046893","4159909135","614654"
"E20021106369","Contractor","S & W  Electric  Inc.","1663","34th","Av","CA","94122-0000","4155046893","4159909135","614654"
"E20021106372","Contractor","S & W  Electric  Inc.","1663","34th","Av","CA","94122-0000","4155046893","4159909135","614654"
"E200301152847","Contractor","S & W  Electric  Inc.","1663","34th","Av","CA","94122-0000","4155046893","4159909135","614654"
"E200306048770","Contractor","S & W  Electric  Inc.","1663","34th","Av","CA","94122-0000","4155046893","4159909135","614654"
"E200301212985","Contractor","S & W  Electric  Inc.","1663","34th","Av","CA","94122-0000","4155046893","4159909135","614654"
"E200305218168","Contractor","S & W  Electric  Inc.","1663","34th","Av","CA","94122-0000","4155046893","4159909135","614654"
"E200305218169","Contractor","S & W  Electric  Inc.","1663","34th","Av","CA","94122-0000","4155046893","4159909135","614654"
"E200303034722","Contractor","Tai Lam Mak","1310","Murchison Dr",,"CA","94030-0000","4158236691","4158236691","467912"
"E200306048749","Contractor","Amco Construction Co.","16175","Via Chiquita","St","CA","94580-0000","4158068208",,"468574"
"E200306048752","Contractor","W L Electrical Co","3300","Vicente","St","CA","94116","4157316929","4158591580","469778"
"E20021114681","Contractor","Tai Lam Mak","1310","Murchison Dr",,"CA","94030-0000","4158236691","4158236691","467912"
"E200303044743","Contractor","Rathmore Electric","282","Richards","Bl","CA","95476-0000","4157161875","4157161875","748367"
"E200306068823","Contractor","Rathmore Electric","282","Richards","Bl","CA","95476-0000","4157161875","4157161875","748367"
"E200303044752","Contractor","Jin Mong Construction Inc","672","Lisbon St",,"CA","94112-0000","4157268866",,"806393"
"E200303044755","Contractor","Spiteri Builders Corp.","989","Shasta","St","CA","94063-0000","6504553506","6504553506","653707"
"E200305218145","Contractor","L.g. Construction Co.,inc","1032","Irving","St","CA","94122-0000","4158101802","4158101802","656193"
"E200303054791","Contractor","Prestige Electric","91","West Tenth Street",,"CA","94565-0000","6508720277","6505205049","811542"
"E200301172931","Contractor","Honeywell International, Inc","2603","Camino Ramon Ste 200",,"CA","94583-0000","5102652016","5105890694","809777"
"E200301223045","Contractor","Micheletti  Electrical Inc","151","Alice B Toklas","Pl","CA","94109-0000","4157402317","4157402317","811546"
"E200306038676","Contractor","Norcal Electric","936","Detroit","Av","CA","94518-0000","9258080122","9254519292","780957"
"E200306038677","Contractor","Norcal Electric","936","Detroit","Av","CA","94518-0000","9258080122","9254519292","780957"
"E200306038685","Contractor","Corporate Interior Solutions","25546","Seaboard","Ln","CA","94545-0000","5106708800","5107739039","776470"
"E200306038693","Contractor","G P Electric Inc","285","Castenada","Dr","CA","94030-0000","6503039280","6503039280","698946"
"E200306038694","Contractor","G P Electric Inc","285","Castenada","Dr","CA","94030-0000","6503039280","6503039280","698946"
"E20021104285","Contractor","Best Value Electrical","276","Seneca","Av","CA","94112","4155847706","4157137621","695383"
"E200305218173","Contractor","Best Value Electrical","276","Seneca","Av","CA","94112","4155847706","4157137621","695383"
"E200306048700","Contractor","3d Remodeling Inc",,"P.o.box 2812",,"CA","94551-0000","9254495477",,"459683"
"E200301132763","Contractor","Curtis Electrical Co.","1220","Tuolumne Road",,"CA","94030-0000","4153088789","4153088789","725968"
"E20021107477","Contractor","Curtis Electrical Co.","1220","Tuolumne Road",,"CA","94030-0000","4153088789","4153088789","725968"
"E200306048708","Contractor","Sparky's Electric","915","Cayuga","Av","CA","94112-0000","4157327917","4155057923","770194"
"E200306048719","Contractor","Shamrock Electrical Services","3615","Reposo","Wy","CA","94002-0000","6508028629","6502450464","771716"
"E20021112570","Contractor","Platinum Electric Inc","945","Taraval","St","CA","94116-0000","4156434649","4088385990","760914"
"E200301152838","Contractor","Property Mgmnt Merchandisea","308","Jessie","St","CA","94103-0000","4152849000","4157203645","764415"
"E200303105002","Contractor","Edward Fitzgerald Electric","436","Miller Creek","Rd","CA","94903-0000","4152527546","4157403161","768826"
"E200301233066","Contractor","Edward Fitzgerald Electric","436","Miller Creek","Rd","CA","94903-0000","4152527546","4157403161","768826"
"E200306048709","Contractor","Yeung Kong Electric","2928","Fulton","St","CA","94118-0000","4157525451","4152155231","472255"
"E20021105327","Contractor","Yeung Kong Electric","2928","Fulton","St","CA","94118-0000","4157525451","4152155231","472255"
"E200303104975","Contractor","Yeung Kong Electric","2928","Fulton","St","CA","94118-0000","4157525451","4152155231","472255"
"E20021104264","Contractor","Derek Rock","3730","Castaic","Ct","CA","95691-0000","4152607880","4152607880","805003"
"E200306058775","Contractor","Derek Rock","3730","Castaic","Ct","CA","95691-0000","4152607880","4152607880","805003"
"E200305218157","Contractor","Nevis Electric","423","Linda","Av","CA","94611-0000","5109239823",,"793661"
"E20021104279","Contractor","Elliott Remodeling","2808","School","St","CA","94602-2710","5105340780","4156014938","603227"
"E20021105300","Contractor","Aspire Construction","4045","Miller","Wy","CA","95817-0000","9164526364",,"640679"
"E20021106384","Contractor","Complete Decon, Inc","4690","East 2nd St #3",,"CA","94510-0000","7075903229",,"650353"
"E20021105303","Contractor","F R M Builders","1725","Alemany","Bl","CA","94112","4158672898","4158672898","633561"
"E20021105309","Contractor","Huey Const Mngmt Co Inc - Dba M H Const.","2000","Oakdale","Av","CA","94124-0000","4155589778","4152710631","575228"
"E20021105312","Contractor","Stewart Cheung Const","1277","41st","Av","CA","94122","4156656391","4156990235","362539"
"E20021106402","Contractor","Bay Area Technical Electric","198","Dutton","Av","CA","94577-0000","5104308083","5106826187","802116"
"E200301102709","Contractor","Economy Electric Service",,"735 Hickey Blvd #500",,"CA","94044","4155850513","4154123847","488745"
"E200303064863","Contractor","So Electric","81","Lyell","St","CA","94112-0000","4158109376","4158109376","492576"
"E200301162895","Contractor","Shanahan Electric","151","Holmes","Av","CA","94903","4154791929","4152181929","488137"
"E200301132727","Contractor","Rortech Electric","60","Oakmont","Av","CA","94901-0000","4154997704","4153027812","500138"
"E200306068835","Contractor","Rortech Electric","60","Oakmont","Av","CA","94901-0000","4154997704","4153027812","500138"
"E200306068836","Contractor","Rortech Electric","60","Oakmont","Av","CA","94901-0000","4154997704","4153027812","500138"
"E200301132733","Contractor","Fhj Electric","207","7th","Av","CA","94401-0000","6503447244","6508880240","771002"
"E200303104993","Contractor","Dirk O Madsen Door","2205","Hilltop","Dr","CA","96002-0000","8777241037",,"639439"
"E200301132769","Contractor","Giga Electric & Data Corp.","526","Maria","Dr","CA","94954-0000","7077699040","4158509650","799086"
"E200301162901","Contractor","Elite Power Inc","4200","82nd","St","CA","95826-0000",,,"807924"
"E200301212982","Contractor","European Quality Electric","37494","Glenmoor","Dr","CA","94536-0000","5104684495",,"760234"
"E200301142814","Contractor","Steiny & Co Inc","27","Sheridan","St","CA","94590","7075526900","7079801647","161273"
"E200903107456","Contractor","Iturralde Construction Co","40","Topeka Ave",,"CA","94124-0000",,,"842787"
"E200303054827","Contractor","A-Claim Builders Corporation**see Note**","6630","Highway 9",,"CA","95018-0000","8313359600","6502222806","775802"
"E200306058772","Contractor","Advanced Installation Services Llc","2855","Volpey","Wy","CA","94587-0000","5104416200","5104416200","1041776"
"E200306058773","Contractor","Advanced Installation Services Llc","2855","Volpey","Wy","CA","94587-0000","5104416200","5104416200","1041776"
"E200306058774","Contractor","Advanced Installation Services Llc","2855","Volpey","Wy","CA","94587-0000","5104416200","5104416200","1041776"
"E200303054833","Contractor","Yoho Construction","3263","20th","St","CA","94110","4156951437","4152542935","549759"
"E200306048754","Contractor","Barri Electric Company","61","Napoleon St",,"CA","94124-0000","4154686477","4157165412","799446"
"E20021107465","Contractor","Barri Electric Company","61","Napoleon St",,"CA","94124-0000","4154686477","4157165412","799446"
"E20021114729","Contractor","Eagle's General Const Co","459","Anita","Dr","CA","94030","6506474990",,"550505"
"E200303064848","Contractor","Service West Inc","2054","Burroughs","Av","CA","94577-0000","5107463700","5107144577","570176"
"E200306068824","Contractor","Service West Inc","2054","Burroughs","Av","CA","94577-0000","5107463700","5107144577","570176"
"E200306068825","Contractor","Service West Inc","2054","Burroughs","Av","CA","94577-0000","5107463700","5107144577","570176"
"E200306068827","Contractor","Service West Inc","2054","Burroughs","Av","CA","94577-0000","5107463700","5107144577","570176"
"E200306068828","Contractor","Service West Inc","2054","Burroughs","Av","CA","94577-0000","5107463700","5107144577","570176"
"E200303064851","Contractor","Built To Last",,"P.o.box 4892",,"CA","94596-0892","9253359333","9253684573","577892"
"E200301233072","Contractor","Westsun  Electric Company","1935","Monterey","Ct","CA","95051-0000","4152652233","4152652233","579800"
"E200306068826","Contractor","Acme Electric","2822","Matthews","St","CA","94702-0000",,,"575840"
"E200303064896","Contractor","Sun Electric Systems  ***See Notes***","608","Campbell","Av","CA","94134-0000","4152859725",,"417061"
"E200303074902","Contractor","E L Electrical Co","2101","Bayshore","Bl","CA","94134","4154686161","4159716721","589005"
"E200303074905","Contractor","E L Electrical Co","2101","Bayshore","Bl","CA","94134","4154686161","4159716721","589005"
"E200306058778","Contractor","Midland Electric",,"P. O. Box 3746",,"CA","94064","6503659666","6503331248","590314"
"E20021113678","Contractor","Midland Electric",,"P. O. Box 3746",,"CA","94064","6503659666","6503331248","590314"
"E200303074915","Contractor","Summit Construction","407","Bonnie","St","CA","94014-0000","4157590885","4157590885","651908"
"E200303074924","Contractor","Woodstone Construction","1965","Market","St","CA","94103","4156269944","4157409565","710759"
"E20021114693","Contractor","John O Connor","49","Rockway","Av","CA","94127","4156642930","4157249771","715379"
"E200303074927","Contractor","Emmaneel &  Son","1795","El Camino Real",,"CA","94030","6509911462","6504380524","545147"
"E200701314780","Contractor","Zone 4 Power Inc","338","North Canal","St","CA","94080-0000","6505833744","6502221264","797500"
"E200306048717","Contractor","Oliveira Sign Service","290","So Jefferson","St","CA","95620",,,"492533"
"E200306048740","Contractor","Zeus Electric *Check For I.d*",,"Po Box 140","Rd","CA","94070-0000","6505914343","6506425057","720919"
"E200303115041","Contractor","Perera Electric","1418","1/2 Addison","St","CA","94702-0000","5107040904","5108125804","577036"
"E20021107489","Contractor","W & J Plumbing Co.","1346","26th","Av","CA","94122","4155645796","4155093732","486546"
"E20021112540","Contractor","Certified Electric Incorporated","14781","Pomerado","Rd","CA","92064-0000","8005211495","4155736592","789089"
"E20021112555","Contractor","Certified Electric Incorporated","14781","Pomerado","Rd","CA","92064-0000","8005211495","4155736592","789089"
"E20021112543","Contractor","Am-Cro Electric","1074","Haven","Av","CA","94402-0000","6502075791","6508391239","788328"
"E20021112552","Contractor","B V Electric","2400","Taraval","St","CA","94116-0000","4156669990","4156669990","760262"
"E20021112579","Contractor","Trimen Electrical Eng Inc","1190","Shafter","Av","CA","94124-0000","4156711010","4157603364","427419"
"E20021112582","Contractor","Bay West Electric, Inc.",,"P.o. Box 2266",,"CA","94621-0000","8004250566","5108675595","748871"
"E20021112588","Contractor","Bay West Electric, Inc.",,"P.o. Box 2266",,"CA","94621-0000","8004250566","5108675595","748871"
"E200306058790","Contractor","Lis Electric Inc**see Note***","3254","19th","St","CA","94110-0000","4155501850","4157404298","740165"
"E20021113627","Contractor","Logan Design & Construction","9","Prospect","Av","CA","94103-0000","4154314586","4152184295","751239"
"E200301152865","Contractor","Perfect Lighting",,"P.o. Box 160",,"CA","94914-0000","4158701121","4152509060","375126"
"E200301162907","Contractor","Barrett Brown Const",,"823 1/2 Mission","Av","CA","94901-0000","4640679",,"640318"
"E200301172949","Contractor","Robert L Mitchell General Contractor","7650","Lakeville","Hy","CA","94954-0000","7077754409","4152866258","540393"
"E200305218155","Contractor","Sunny Neon Sign System","598","Patterson","Bl","CA","94523-0000","9256749900","9253828576","753033"
"E200301212955","Contractor","M G West Co","611","Mission","St","CA","94105-0000","4154307214","4158063353","006531"
"E200303074960","Contractor","Trevor Doherty Electric Inc","1653","Alabama","St","CA","94110-0000","4158269353","4157252291","804614"
"E200303104969","Contractor","M. C. Electric","1962","36th","Av","CA","94116-0000","4156812845","4158197030","688182"
"E200301212994","Contractor","Myles Davis Electric Inc","3041","California Blvd Ste B",,"CA","94558-0000","8008463900","7076883391","735016"
"E200303105005","Contractor","Electric Bill's Company Inc","483","Las Colindas","Rd","CA","94903","4154911881","4152798100","332309"
"E200303105008","Contractor","M G Electric","137","Ashton","Av","CA","94112-0000","4153344898","4153364079","812531"
"E200303115032","Contractor","T D I Systems Furniture Inc","4020","Clipper","Ct","CA","94538-0000","4087330202","4086398891","799879"
"E20021113615","Contractor","Power Plus Temporary Utility Service","681","Parker","St","CA","92868-0000","9165031073","7072270872","523596"
"E200306058780","Contractor","David W Searcy Dba Dad's Construction Co","150","Carmel","Av","CA","94044-0000",,,"662177"
"E200306058789","Contractor","Kum Lun Wong Construction","683","6th","Av","CA","94118","4157510568","4155096678","284664"
"E200306058795","Contractor","Fire & Security & Alarm Co/ F.s.a.c.","1552","Beach","St","CA","94608-0000","5104289194","5106931111","690774"
"E200306058796","Contractor","Robert Howard Builders Inc.","562","Ellsworth","St","CA","94110-0000","4156435579","4156137448","717914"
"E20021113672","Contractor","Pacific    Services",,"Po Box   1491",,"CA","95061","8314598669","8313328669","711126"
"E20021113660","Contractor","Lam Fai Construction Corp License Suspen","6316","California","St","CA","94121-0000","4158671169","4158671169","788234"
"E20021113663","Contractor","Kill-A-Watt Energy Management","4268","22nd","St","CA","94114","4152824770","4155966741","528407"
"E20021113666","Contractor","Kill-A-Watt Energy Management","4268","22nd","St","CA","94114","4152824770","4155966741","528407"
"E20021113669","Contractor","Kamco","7","Atlantic","Av","CA","94066","6508712957",,"609594"
"E20021114687","Contractor","Kamco","7","Atlantic","Av","CA","94066","6508712957",,"609594"
"E20021114690","Contractor","Kamco","7","Atlantic","Av","CA","94066","6508712957",,"609594"
"E200305208132","Contractor","Wei Suen","1542","39th","Av","CA","94122","4158679093","4158679093","611177"
"E20021114696","Contractor","Jb Builders","520","26th","Av","CA","94121","4157514551","4158060876","526279"
"E20021114720","Contractor","Great Wall, Inc.",,"P.o. 347015",,"CA","94134-0000","4157532912","4152973228","501908"
"E20021114723","Contractor","St. Francis Construction","1684","Page","St","CA","94117","4156261079",,"422783"
"E20021114735","Contractor","Perez Construction","3355","Rubin","Dr","CA","94602-0000","5102680882","5107731345","553852"
"E20021114744","Contractor","Hawk N Lee Co","1609","Noriega","St","CA","94122","4156816325","4158231685","324708"
"E200301233102","Contractor","Cresci Electric Inc.",,"Pier 50 B Mailbox #16",,"CA","94107-0000","4153102144","4153415309","287343"
"E200305208133","Contractor","Cresci Electric Inc.",,"Pier 50 B Mailbox #16",,"CA","94107-0000","4153102144","4153415309","287343"
"E200305218142","Contractor","Gill's Electric Company Inc.","909","7th","St","CA","94607-0000","5104512929","5107730098","195222"
"E200305218149","Contractor","3- Way Electric",,"2715 San Bruno Ave.",,"CA","94134","6504018407","6503030435","730764"
"E200305218153","Contractor","Hein Lighting & Electric","5030","Blum","Rd","CA","94553-0000","9259391528","9257666229","651358"
"E200305218154","Contractor","Alert Door Service Inc","925","North Amphlett","Bl","CA","94401-0000","6503427521","6502085012","398025"
"E200305218164","Contractor","Dawning Electric Co","1639","15th","Av","CA","94122","4157532816","4153080088","317646"
"E200306068838","Contractor","David M Leitch",,"P O Box 3885",,"CA","94939","4154605151","4152654418","281600"
"E200306068839","Contractor","Grgich Electric Co","1690","Hayes","St","CA","94117","4154416767","4157301930","414160"
"E200306068841","Contractor","A S F Electric Inc","76","Hill","St","CA","94014","6507559032","6507559032","720540"
"E200306068842","Contractor","A S F Electric Inc","76","Hill","St","CA","94014","6507559032","6507559032","720540"
"E200306068843","Contractor","Leo's Electric Company","281","Oxford","St","CA","94134-0000","4155873669","4158288225","510550"
"E200306068844","Contractor","K Y J Construction Company","2379","31st","Av","CA","94116-0000","4155660728","4152607536","781240"
"E200306068845","Contractor","Shanahan Electric","151","Holmes","Av","CA","94903","4154791929","4152181929","488137"
"E200306068847","Contractor","Shanahan Electric","151","Holmes","Av","CA","94903","4154791929","4152181929","488137"
"E200306068848","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306068849","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306068850","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E200306068851","Contractor","Jimmy's Electric","2276","18th","Av","CA","94116-0000","4155661888","4157608238","411108"
"E20021115750","Contractor","Young Electric Co","195","Erie","St","CA","94103-0000","4156483355","4152308622","390749"
"E20021115756","Contractor","Wen Ben Wang","2130","25th","Av","CA","94116-0000","4156829072","4156995492","770474"
"E20021115759","Contractor","E.j. Builders","300","Quintara Street",,"CA","94116-0000","4153334787","4153707386","637491"
"E20021115765","Contractor","G L Construction Company","266","Girard","St","CA","94134-0000","4153309181","4157135400","755010"
"E20021115768","Contractor","Ward-Tek Inc.","325","Old County","Rd","CA","94002-0000","6506317383","6502699098","458614"
"E20021115771","Contractor","Veterans Electric","494","29th","Av","CA","94121-0000","4156723176","4156723176","748879"
"E20021115774","Contractor","Cliff Russell**see Note***","3580","Greenhill","Rd","CA","95404-0000","7075421632","4158471813","804972"
"E20021115777","Contractor","Superior Electric Inc","1031","Serpentine","Ln","CA","94566-0000","9254854460","9255255218","758120"
"E20021115780","Contractor","Intelligent Technologies & Services Inc","1031","Serpentine","Ln","CA","94566-4799","9254843701","9255255242","592289"
"E20021115783","Contractor","Construction Technologies","493","Norfolk","Dr","CA","944044","6503598986","6502966890","747199"
"E20021115789","Contractor","S W Electric Co","100","Pinehurst","St","CA","94127-0000","4153085197","4153375322","762831"
"E20021115795","Contractor","Kamco","7","Atlantic","Av","CA","94066","6508712957",,"609594"
"E20021118798","Contractor","Mc Millan Electric","1950","Cesar Chavez","St","CA","94124-0000","4158265100","4150000000","268179"
"E20021118801","Contractor","B B J   Electric, Inc","1661","Innes","Av","CA","94124-0000","4155991499","4157402854","670906"
"E20021118804","Contractor","B B J   Electric, Inc","1661","Innes","Av","CA","94124-0000","4155991499","4157402854","670906"
"E20021118807","Contractor","Min's Electric Inc","810","46th","Av","CA","94121-0000","4156098588","4156098588","761414"
"E20021118810","Contractor","T & T Electric Corp","2526","32rd","Av","CA","94116-0000","4156654098","4157134273","789346"
"E20021118813","Contractor","Service West Inc","2054","Burroughs","Av","CA","94577-0000","5107463700","5107144577","570176"
"E20021118816","Contractor","Mal Waters Electrical",,"P. O. Box 1341",,"CA","94044","6503593860","4152255756","495619"
"E20021118819","Contractor","Y D Construction Co. Inc.","120","Gordon","Wy","CA","94044-0000","4159710789","4159710789","780263"
"E20021118822","Contractor","Core Communications, Inc.","562","E. Weddell","Dr","CA","94089-0000",,,"662511"
"E20021118825","Contractor","Core Communications, Inc.","562","E. Weddell","Dr","CA","94089-0000",,,"662511"
"E20021118828","Contractor","Core Communications, Inc.","562","E. Weddell","Dr","CA","94089-0000",,,"662511"
"E20021118831","Contractor","Core Communications, Inc.","562","E. Weddell","Dr","CA","94089-0000",,,"662511"
