"fiscal_year","eff_date","group","job_code","title","union","setid","range_a","range_b","range_c","min_a","max_a","min_b","max_b","min_c","max_c"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","0905","Mayoral Staff XVII","002","COMMN",,,,"58.125","74.175","74.1875","85.875","85.8875","90.1625"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8315","Assistant Sheriff","351","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9182","Manager VIII, MTA","351","SFMTA","02V","51A","62A","66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9182","Manager VIII, MTA","351","SFMTA",,,,"66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1166","Administrator, DPH","351","COMMN",,,,"93.0625","118.775","118.7875","137.5","137.5125","144.375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","0902","Mayoral Staff XIV","002","COMMN","03F","35X","35Y","47.95","61.1875","61.2","70.8375","70.85","74.375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8576","Dir, Log Cabin Ranch (SFERS)","351","COMMN","54Y","54Z","550","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8576","Dir, Log Cabin Ranch (SFERS)","351","COMMN",,,,"42.625","54.4","54.4125","62.9875","63","66.1375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8413","Asst Chf Prob Ofc, Juv Prob","351","COMMN","03T","367","368","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1116","Managing Director","351","COMMN","5FE",,,"101.9","123.8625",,,,
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","0904","Mayoral Staff XVI","002","COMMN","03H","361","362","55.5","70.8375","70.85","82","82.0125","86.1"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0961","Dept Head I","351","COMMN",,,,"52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","0904","Mayoral Staff XVI","002","COMMN","03H","361","362","55.5","70.8375","70.85","82","82.0125","86.1"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1293","Human Resources Director","002","COMMN","41A","36V","36W","86.1","109.8875","109.9","127.2125","127.225","133.575"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8413","Asst Chf Prob Ofc, Juv Prob","351","COMMN","03T","367","368","65.8625","84.0625","84.075","97.3125","97.325","102.175"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8344","Director, Juvenile Hall","351","COMMN",,,,"45.325","57.8375","57.85","66.9625","66.975","70.3"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8592","Chief Dep Adlt Prob Of (SFERS)","351","COMMN","55L","55M","55N","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9187","Deputy Dir II, MTA","351","SFMTA","02Y","53A","64A","77.3375","98.7","98.7125","114.2625","114.275","119.975"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","SFMTA","322","36X","36Y","61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1282","Manager,Employee Relations Div","002","COMMN","03K","36P","36Q","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8435","Div Director, Adult Probation","351","COMMN",,,,"42.225","53.8875","53.9","62.3875","62.4","65.5125"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9180","Manager VI, MTA","351","SFMTA",,,,"57.7125","73.6625","73.675","85.2625","85.275","89.525"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9190","Board Scty, MTA","351","SFMTA","02X","54A","65A","53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0933","Manager V","351","COMMN","02F","70A","88A","61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8413","Asst Chf Prob Ofc, Juv Prob","351","COMMN","03T","367","368","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0951","Dep Dir I","351","COMMN","02A","74A","92A","43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1166","Administrator, DPH","351","COMMN","5CF","5CG","5CH","96.7875","123.525","123.5375","143","143.0125","150.15"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0941","Manager VI","351","COMMN","02G","71A","89A","61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","SFMTA",,,,"48.875","62.3875","62.4","72.225","72.2375","75.8375"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0953","Dep Dir III","351","COMMN",,,,"61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","SFMTA",,,,"49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1119","Chief Investment Officer","351","COMMN",,,,"109.0625","139.1875","139.2","161.1375","161.15","169.2"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0953","Dep Dir III","351","COMMN","021","76A","94A","65.8625","84.0625","84.075","97.3125","97.325","102.175"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","0902","Mayoral Staff XIV","002","COMMN",,,,"46.1125","58.85","58.8625","68.125","68.1375","71.5375"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8344","Director, Juvenile Hall","351","COMMN","03R","36Z","370","46.2","58.9625","58.975","68.25","68.2625","71.6625"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8590","Chief Adult Prob Offcr (SFERS)","351","COMMN","55H","55J","55K","66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1116","Managing Director","351","COMMN","5FE",,,"98.7","119.975",,,,
"FY13-14","2014-01-04T00:00:00.000","MCCP","9180","Manager VI, MTA","351","SFMTA",,,,"57.125","72.925","72.9375","84.4125","84.425","88.625"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0932","Manager IV","351","COMMN","02E","69A","87A","56.8875","72.6125","72.625","84.0625","84.075","88.2625"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8582","ACPO,JuvP, Juv Prob (SFERS)","351","COMMN","554","555","556","61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0965","Dept Head V","351","COMMN",,,,"98.7","125.975","125.9875","145.8375","145.85","153.125"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0931","Manager III","351","COMMN",,,,"49.35","62.9875","63","72.925","72.9375","76.5625"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8348","Undersheriff","351","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0931","Manager III","351","COMMN","02D","68A","86A","52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8344","Director, Juvenile Hall","351","COMMN","03R","36Z","370","49.1375","62.725","62.7375","72.6125","72.625","76.2375"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1282","Manager,Employee Relations Div","002","COMMN",,,,"52.4625","66.9625","66.975","77.5125","77.525","81.375"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8416","Director, Probation Services","351","COMMN","03U","36H","36J","45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0923","Manager II","351","COMMN",,,,"45.325","57.8375","57.85","66.9625","66.975","70.3"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8590","Chief Adult Prob Offcr (SFERS)","351","COMMN",,,,"66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8516","Assistant Sheriff (SFERS)","351","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","COMMN","03N","36M","36N","49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","0905","Mayoral Staff XVII","002","COMMN","03J","363","364","59.8625","76.4","76.4125","88.45","88.4625","92.875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","0903","Mayoral Staff XV","002","COMMN","03G","35Z","360","50.2125","64.075","64.0875","74.175","74.1875","77.8875"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0933","Manager V","351","COMMN","02F","70A","88A","59.4125","75.8375","75.85","87.7875","87.8","92.175"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0943","Manager VIII","351","COMMN",,,,"75.1","95.85","95.8625","110.9625","110.975","116.5125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8438","Chief Deputy Adlt Probation Of","351","COMMN",,,,"48.875","62.3875","62.4","72.225","72.2375","75.8375"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0952","Dep Dir II","351","COMMN","02Z","75A","93A","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","COMMN","03L","36R","36S","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8584","Dir, Probation Svcs (SFERS)","351","COMMN","557","558","559","45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0953","Dep Dir III","351","COMMN",,,,"60.7375","77.5125","77.525","89.725","89.7375","94.2125"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1293","Human Resources Director","002","COMMN",,,,"80.9875","103.35","103.3625","119.65","119.6625","125.6375"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8315","Assistant Sheriff","351","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0954","Dep Dir IV","351","COMMN","02K","77A","95A","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8558","PrDAInvest,SpecUnit (SFERS)","351","COMMN",,,,"49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","0904","Mayoral Staff XVI","002","COMMN","03H","361","362","53.8875","68.7875","68.8","79.625","79.6375","83.6"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","0905","Mayoral Staff XVII","002","COMMN","03J","363","364","58.125","74.175","74.1875","85.875","85.8875","90.1625"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1166","Administrator, DPH","351","COMMN",,,,"94","119.975","119.9875","138.8875","138.9","145.8375"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8418","Chf Prob Ofc, Juv Court","351","COMMN","03V","369","36A","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8586","Chf Prob Ofc, Juv Court (SFERS","351","COMMN","55B","55C","55D","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8580","Director,Juvenile Hall (SFERS)","351","COMMN",,,,"45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0942","Manager VII","351","COMMN",,,,"65.6875","83.8375","83.85","97.05","97.0625","101.9"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","SFMTA","321","35R","35S","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8588","Div Dir, Adult Prob (SFERS)","351","COMMN","55E","55F","55G","45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8518","Undersheriff (SFERS)","351","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8516","Assistant Sheriff (SFERS)","351","COMMN","54F","54G","54H","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0961","Dept Head I","351","COMMN","023","79A","97A","53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","COMMN",,,,"61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9172","Manager II, MTA","351","SFMTA",,,,"43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","0904","Mayoral Staff XVI","002","COMMN",,,,"52.8625","67.4625","67.475","78.0875","78.1","82"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8438","Chief Deputy Adlt Probation Of","351","COMMN","03Y","35M","35N","49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0932","Manager IV","351","COMMN","02E","69A","87A","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0955","Dep Dir V","351","COMMN",,,,"75.1","95.85","95.8625","110.9625","110.975","116.5125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8580","Director,Juvenile Hall (SFERS)","351","COMMN",,,,"45.325","57.8375","57.85","66.9625","66.975","70.3"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8588","Div Dir, Adult Prob (SFERS)","351","COMMN",,,,"42.625","54.4","54.4125","62.9875","63","66.1375"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0931","Manager III","351","COMMN","02D","68A","86A","49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8518","Undersheriff (SFERS)","351","COMMN","54J","54K","54L","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","0903","Mayoral Staff XV","002","COMMN",,,,"49.25","62.8625","62.875","72.775","72.7875","76.4"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8586","Chf Prob Ofc, Juv Court (SFERS","351","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0952","Dep Dir II","351","COMMN",,,,"49.35","62.9875","63","72.925","72.9375","76.5625"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0963","Dept Head III","351","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0932","Manager IV","351","COMMN","02E","69A","87A","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8344","Director, Juvenile Hall","351","COMMN","03R","36Z","370","47.5875","60.7375","60.75","70.3","70.3125","73.825"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1293","Human Resources Director","002","SFMTA","35L","35T","35U","83.35","106.3875","106.4","123.15","123.1625","129.3125"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0951","Dep Dir I","351","COMMN","02A","74A","92A","45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8592","Chief Dep Adlt Prob Of (SFERS)","351","COMMN","55L","55M","55N","49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0923","Manager II","351","COMMN","02C","67A","85A","49.1375","62.725","62.7375","72.6125","72.625","76.2375"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","0902","Mayoral Staff XIV","002","COMMN",,,,"45.6625","58.275","58.2875","67.4625","67.475","70.8375"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8588","Div Dir, Adult Prob (SFERS)","351","COMMN","55E","55F","55G","43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1166","Administrator, DPH","351","COMMN","5CF","5CG","5CH","96.7875","123.525","123.5375","143","143.0125","150.15"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0954","Dep Dir IV","351","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","SFMTA","322","36X","36Y","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8588","Div Dir, Adult Prob (SFERS)","351","COMMN",,,,"43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8348","Undersheriff","351","COMMN","03S","371","372","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","COMMN","03M","36B","36C","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","SFMTA","323","36K","36L","52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8315","Assistant Sheriff","351","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0931","Manager III","351","COMMN",,,,"48.875","62.3875","62.4","72.225","72.2375","75.8375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8584","Dir, Probation Svcs (SFERS)","351","COMMN","557","558","559","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1682","Controller","002","COMMN",,,,"98.7","125.975","125.9875","145.8375","145.85","153.125"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0933","Manager V","351","COMMN","02F","70A","88A","59.4125","75.8375","75.85","87.7875","87.8","92.175"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0965","Dept Head V","351","COMMN",,,,"100.65","128.45","128.4625","148.7125","148.725","156.15"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9187","Deputy Dir II, MTA","351","SFMTA","02Y","53A","64A","79.8375","101.9","101.9125","117.9625","117.975","123.8625"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8418","Chf Prob Ofc, Juv Court","351","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9190","Board Scty, MTA","351","SFMTA",,,,"52.4625","66.9625","66.975","77.5125","77.525","81.375"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1293","Human Resources Director","002","SFMTA","35L","35T","35U","83.35","106.3875","106.4","123.15","123.1625","129.3125"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0943","Manager VIII","351","COMMN","02J","73A","91A","77.3375","98.7","98.7125","114.2625","114.275","119.975"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1119","Chief Investment Officer","351","COMMN","5CJ","5CK","5CL","112.35","143.375","143.3875","165.975","165.9875","174.275"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","SFMTA","323","36K","36L","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0941","Manager VI","351","COMMN","02G","71A","89A","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","SFMTA",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0964","Dept Head IV","351","COMMN","02L","82A","00B","86.1","109.8875","109.9","127.2125","127.225","133.575"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","0905","Mayoral Staff XVII","002","COMMN",,,,"57.55","73.4625","73.475","85.0375","85.05","89.2875"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0962","Dept Head II","351","COMMN","024","80A","98A","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0931","Manager III","351","COMMN","02D","68A","86A","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9174","Manager IV, MTA","351","SFMTA","02P","45A","56A","52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1165","Manager, Dept Public Health","351","COMMN","5CC","5CD","5CE","89.9125","114.75","114.7625","132.8375","132.85","139.475"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","0903","Mayoral Staff XV","002","COMMN",,,,"49.725","63.45","63.4625","73.4625","73.475","77.125"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0923","Manager II","351","COMMN","02C","67A","85A","47.5875","60.7375","60.75","70.3","70.3125","73.825"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","1293","Human Resources Director","002","SFMTA",,,,"80.225","102.3875","102.4","118.525","118.5375","124.45"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0942","Manager VII","351","COMMN",,,,"66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9180","Manager VI, MTA","351","SFMTA","02T","49A","60A","59.4125","75.8375","75.85","87.7875","87.8","92.175"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1165","Manager, Dept Public Health","351","COMMN","5CC","5CD","5CE","87.1","111.1625","111.175","128.6875","128.7","135.125"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8576","Dir, Log Cabin Ranch (SFERS)","351","COMMN",,,,"43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8436","Chief Adult Probation Officer","351","COMMN",,,,"65","82.95","82.9625","96.025","96.0375","100.8375"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9174","Manager IV, MTA","351","SFMTA",,,,"49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0932","Manager IV","351","COMMN",,,,"53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9181","Manager VII, MTA","351","SFMTA","02U","50A","61A","61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1293","Human Resources Director","002","SFMTA","35L","35T","35U","86.1","109.8875","109.9","127.2125","127.225","133.575"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","0902","Mayoral Staff XIV","002","COMMN","03F","35X","35Y","46.55","59.4125","59.425","68.7875","68.8","72.225"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8556","Chf Distt Atty Inves (SFERS)","351","COMMN","54S","54T","54U","65.8625","84.0625","84.075","97.3125","97.325","102.175"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9183","Deputy Dir I, MTA","351","SFMTA","040","52A","63A","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0933","Manager V","351","COMMN",,,,"57.125","72.925","72.9375","84.4125","84.425","88.625"
"FY16-17","2016-07-01T00:00:00.000","MCCP Related","1167","Physician Administrator, DPH","351","COMMN","54B","54C","54D","129.0633","161.325","161.3375","185.525","185.5375","213.35"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","COMMN",,,,"49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","1293","Human Resources Director","002","SFMTA",,,,"80.9875","103.35","103.3625","119.65","119.6625","125.6375"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8435","Div Director, Adult Probation","351","COMMN","03W","36D","36E","43.075","54.9625","54.975","63.625","63.6375","66.8125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8150","Pr DistAtty Invstgtor,SpecUnit","351","COMMN","03N","36M","36N","52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8586","Chf Prob Ofc, Juv Court (SFERS","351","COMMN","55B","55C","55D","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0951","Dep Dir I","351","COMMN","02A","74A","92A","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1293","Human Resources Director","002","COMMN",,,,"79.3875","101.325","101.3375","117.2875","117.3","123.15"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8413","Asst Chf Prob Ofc, Juv Prob","351","COMMN",,,,"61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8330","Director, Log Cabin Ranch","351","COMMN",,,,"42.625","54.4","54.4125","62.9875","63","66.1375"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8518","Undersheriff (SFERS)","351","COMMN","54J","54K","54L","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9177","Manager III, MTA","351","SFMTA",,,,"45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0963","Dept Head III","351","COMMN","025","81A","99A","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8418","Chf Prob Ofc, Juv Court","351","COMMN",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8576","Dir, Log Cabin Ranch (SFERS)","351","COMMN",,,,"42.225","53.8875","53.9","62.3875","62.4","65.5125"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0961","Dept Head I","351","COMMN",,,,"53.475","68.25","68.2625","79.0125","79.025","82.95"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9187","Deputy Dir II, MTA","351","SFMTA",,,,"74.375","94.925","94.9375","109.8875","109.9","115.375"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1682","Controller","002","COMMN","57V","57W","57X","106.9875","136.55","136.5625","158.075","158.0875","165.975"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8584","Dir, Probation Svcs (SFERS)","351","COMMN",,,,"42.225","53.8875","53.9","62.3875","62.4","65.5125"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","0904","Mayoral Staff XVI","002","COMMN",,,,"53.375","68.125","68.1375","78.8625","78.875","82.8"
