"landuse","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","da","year_","qtr","year_qtr","pd","sd","nhood_37","nhood_41","plans","zoning","height_bulk","pda","sud","latitude","longitude","geocoded_column",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Resident","3608023","3374 - 3376 21ST ST","1","BP ISSUED","2019-08-16 15:56","6","2",,,,,,"2016-000196PRJ","Addition of one Accessory Dwelling Unit at the ground floor per Ord. 30-15,in a property undergoing seismic retrofit. Certificate of Appropriateness required for landmark district (Liberty Hill).","ADDITION OF 2 UNITS PER ORDINANCE 30-15. SEISMIC P/A#201508174416. RELOCATE ENTRY DOOR ON 1ST FLOOR & REPLACE W/WINDOW TO MATCH EXISTING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"SJIMENEZ",,"3374-3376 21ST STREET LLC",,,"2020","Q1","2020_Q1","8 - Mission","8","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RH-3","40-X","Eastern Neighborhoods","Mission Alcohol Restrict; Fringe Financial Services RUD","37.75705568","-122.422755","POINT (-122.422755 37.75705568)","52","52","3","5","20"
"Resident","1538037","4215 GEARY BL","0","BP Filed","2019-12-27","1","1",,"0",,,,,,"CONVERT EXISTING OFFICE SPACE TO AN ADU ON SECOND FLOOR.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","1 - Richmond","1","Inner Richmond","Inner Richmond",,"NCD-GEARY BOULEVARD","40-X","Richmond Corridors",,"37.78069964","-122.4646361","POINT (-122.4646361 37.78069964)","5","5","8","4","11"
"Resident","2303016","2277 46TH AV","1","BP APPROVED","2018-07-13 15:07","2","1",,,,,,,,"(N) KITCHEN ON 1ST FL & LEGALIZE IN-LAW DWELLING UNIT UNDER ORD #43-14","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"NKWIATKO",,,,,"2020","Q1","2020_Q1","15 - Outer Sunset","4","Parkside","Sunset/Parkside",,"RH-1","40-X","Sunset Corridors",,"37.74406881","-122.5051249","POINT (-122.5051249 37.74406881)","39","39","10","7","35"
"Vacant","0247025","1375 SACRAMENTO ST","1","PL Approved","2017-12-06","8","1",,"0",,,,"2017-006059PRJ","Variance from the exposure requirement to permit the addition of an accessory dwelling unit.",,"0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"MBOUDREA",,,"4157106020",,"2020","Q1","2020_Q1","3 - Northeast","3","Nob Hill","Nob Hill",,"RM-3","65-A","Downtown/Van Ness/Northeast Neighborhoods",,"37.79201141","-122.4154426","POINT (-122.4154426 37.79201141)","16","16","6","3","21"
"Resident","6243009","534 LELAND AV","1","CONSTRUCTION","2018-12-10","1","1",,,,,,"2016-006500PRJ","TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.","TO ERECT 3 STORIES, NO BASEMENT, SINGLE FAMILY DWELLING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"DSIROIS",,"YE IVY X",,,"2020","Q1","2020_Q1","12 - South Central","10","Visitacion Valley","Visitacion Valley",,"RH-1","40-X",,,"37.71472773","-122.4145086","POINT (-122.4145086 37.71472773)","75","75","9","9","40"
"Resident","6508011","236 JERSEY ST","0","BP FILED","2016-02-12","3","1",,,,,,"2016-002725PRJ","ADD (N) ACCESSORY DWELLING UNIT TO REAR PORTION OF THE GROUND FLOOR. ADD (1) KITCHEN & (1) BATHROOM.","ADD (N) ACCESSORY DWELLING UNIT TO REAR PORTION OF THE GROUND FLOOR. ADD (1) KITCHEN & (1) BATHROOM.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"NKWIATKO",,"SHANE STEPHEN H TRUST OF 2000",,,"2020","Q1","2020_Q1","7 - Central","8","Noe Valley","Noe Valley",,"RH-2","40-X","J Church and Mission Corridor",,"37.75095676","-122.430503","POINT (-122.430503 37.75095676)","84","84","3","5","22"
"Resident","2303001B","2209 46TH AV","0","BP Filed","2017-12-01","2","1",,"0",,,,,,"COMPLY WITH COMPLAINT #201775111,#201703416 AND #201707011. LEGALIZE DWELLING UNIT AT 1ST FL PER ODI","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","15 - Outer Sunset","4","Parkside","Sunset/Parkside",,"RH-1","40-X","Sunset Corridors",,"37.74521829","-122.5051627","POINT (-122.5051627 37.74521829)","39","39","10","7","35"
"Resident","0134025","1148 MONTGOMERY ST","1","CONSTRUCTION","2019-07-24","3","1",,,,,,"2015-009622PRJ","(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE BASEMENT OF THE REAR BUILDING WILL BE RE ESTABUSHED AS THE NEW UNIT. CHANGE OF USE FROM R-3 TO R-2.","(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE BASEMENT OF THE REAR BUILDING WILL BE RE ESTABUSHED AS THE NEW UNIT. CHANGE OF USE FROM R-3 TO R-2.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"SJIMENEZ",,"MONTGOMERY STREET PARTNERS LLC",,,"2020","Q1","2020_Q1","3 - Northeast","3","North Beach","North Beach",,"RH-3","40-X","Downtown/Van Ness/Northeast Neighborhoods","Telegraph Hill-NB Residential","37.79989746","-122.4039662","POINT (-122.4039662 37.79989746)","18","18","6","3","23"
"Resident","0131002","1351 GRANT AV","0","BP Filed","2019-07-02","8","0",,"0",,,,,,"CHANGE OF USE FROM LIMITED RESTAURANT TO GROCERY RETAIL DUE TO ZONING CHANGE IN NEW ORDINANCE. NO RE","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","3 - Northeast","3","North Beach","North Beach",,"NCD-NORTH BEACH","40-X","Downtown/Van Ness/Northeast Neighborhoods","North Beach Limited Financial; North Beach SUD; Telegraph Hill-NB Residential","37.79939694","-122.4075429","POINT (-122.4075429 37.79939694)","106","106","6","3","23"
"Vacant","0024002","704 NORTH POINT ST","0","PL Filed","2019-03-21","3","1",,"0",,,,"2019-003518PRJ","RENOVATE (E) COMMERCIAL UNIT ON GROUND FLR & ADD (N) ADA BATHROOM. REBUILD & EXPAND (E) DWELLING UNITS ON 2ND FLR. ADD DWELLING UNIT ON 3RD & ROOF.",,"1000","500",,,"0",,,"0",,,"0",,,"0",,"1000","500",,"0",,,"0",,,,"CALEXAND","Architect SF, Inc",,"4155194934",,"2020","Q1","2020_Q1","3 - Northeast","2","Russian Hill","Russian Hill","Fisherman’s Wharf Public Realm Plan; Northeast Waterfront","C-2","40-X","Downtown/Van Ness/Northeast Neighborhoods","Waterfront 2","37.80610657","-122.4189334","POINT (-122.4189334 37.80610657)","99","99","6","6","32"
"Resident","5701011","462 PRENTISS ST","1","BP ISSUED","2018-09-21 13:56","1","1",,,,,,"2015-001936PRJ","ERECT 3+-STORY, TYPE 5, SINGLE FAMILY DWELLING UNITS.","ERECT 3-STORY, TYPE 5, SINGLE FAMILY DWELLING UNITS.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"KDURANDE",,,"4152159106",,"2020","Q1","2020_Q1","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"RH-1","40-X",,"Bernal Heights","37.73747741","-122.4124011","POINT (-122.4124011 37.73747741)","83","83","9","2","2"
"CIE","3520031","1455 FOLSOM ST","0","BP FILED","2015-12-09",,,,,,,,"2015-013268PRJ","The proposed project consists of the conversion of an existing 15,510-sf warehouse building with auto repair uses into 17,650 sf of educational use for private, non-profit middle school. The additional building area will be added to a mezzanine level, and no expansion of the existing building footprint or envelope will occur.  The existing two (2) cub cuts along Folsom Street will be eliminated and the Project Sponsor will seek installation of four (4) white passenger loading spaces on the Folsom Street frontage from MTA. The existing car storage area for the auto repair use at the rear of the property will be converted into open space.","CONVERT INDUSTRIAL BUILDING TO SCHOOL CHANGE OF USE.  ADD 2ND FLOOR INTERNAL TO ENVELOP OF EXISTIG BUILDING, NOT ENLARGING ENVELOP (MAHER ORDINANCE -EXTENDED - ROUTE TO HEALTH FOR COMPLIANCE WITH ORDINANCE NO.155-13)","17650","17650","0","17650","17650","0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"RSUCRE","Millennium School of San Francisco",,"415-567-9000",,"2020","Q1","2020_Q1","9 - South of Market","6","South of Market","South of Market","Western SoMa (EN)","WMUG","55-X","Eastern Neighborhoods","Western SoMa","37.77194336","-122.4132321","POINT (-122.4132321 37.77194336)","32","32","1","10","34"
"Vacant","4883018","1385 CARROLL AVE","0","PL Filed","2018-09-06",,"0",,"0",,,,"2018-012222PRJ","Conditional Use Authorization to permit the change of use from an existing warehouse to a new cannabis grow facility in a PDR zone.",,"14000","4000",,,"0",,,"0",,,"0",,"14000","4000",,,"0",,"0",,,"0",,,,,"Patrick Buscovich & Associates",,"4157600636",,"2020","Q1","2020_Q1","10 - South Bayshore","10","Bayview","Bayview Hunters Point","Bayview Hunters Point","PDR-2","40-X","Bayview/Southeast Neighborhoods",,"37.72240419","-122.3893723","POINT (-122.3893723 37.72240419)","88","88","2","9","1"
"CIE","3707014","79 NEW MONTGOMERY ST","0","BP FILED","2016-08-26",,,,,,,,,,"THIS PERMIT IS FOR A CHANGE OF USE FROM OFFICE TO OFFICE/POST SECONDARY EDUCAIONAL INSTITUTION.
** MAHER: N/A **","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"NORTHEAS",,,,,"2020","Q1","2020_Q1","4 - Downtown","6","Financial District","Financial District/South Beach","Transit Center District; Transit Center District Streetscape Plan; Downtown Streetscape Plan; Downtown","C-3-O(SD)","150-S","Transbay/Rincon Hill",,"37.78789466","-122.4005485","POINT (-122.4005485 37.78789466)","108","108","6","10","8"
"Resident","4720010","70 CASHMERE ST","0","BP Filed","2019-12-23","16","0",,"0",,,,,,"BLDG 4. SELECTIVE INTERIOR REFINISHING OF ALL 16 APARTMENT UNITS INCLUDING SELECTIVE MECHANICAL AND","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","10 - South Bayshore","10","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-2","40-X","Bayview/Southeast Neighborhoods",,"37.73603491","-122.3826544","POINT (-122.3826544 37.73603491)","86","86","2","9","1"
"Resident","3282001","101 KENWOOD WY","0","BP Filed","2017-05-25","2","1",,"0",,,,,,"UNIT LEGALIZATION PER ORDINANCE# 43-14. CHANGE OF USE FROM 1 UNIT TO 2 UNITS. 2 BEDROOMS, 1 BATH & 1","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","13 - Ingleside","7","West of Twin Peaks","West of Twin Peaks",,"RH-1(D)","40-X","Balboa Park and Southwest Corridors",,"37.72845974","-122.4607909","POINT (-122.4607909 37.72845974)","68","68","10","8","41"
"Vacant","0214016","1360 JONES ST","1","PL Approved","2017-12-14",,"0",,"0",,,,"2017-007430PRJ","Conditional Use authorization application top permit a dwelling unit merger.",,"0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"CASBAGH","Hanson Bridgett LLP",,"4159955065",,"2020","Q1","2020_Q1","3 - Northeast","3","Nob Hill","Nob Hill",,"RM-4","65-A","Downtown/Van Ness/Northeast Neighborhoods",,"37.79399682","-122.4143979","POINT (-122.4143979 37.79399682)","16","16","6","3","21"
"Resident","1030034","3039 CALIFORNIA ST","0","BP Filed","2018-11-07","5","1",,"0",,,,,,"REMODEL OF 4 (E) UNITS ON FLOORS 2&3. 1 UNIT ON 3RD FLR IS BEING EXPANDED INTO (E) ATTIC SPACE & INT","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","1 - Richmond","2","Western Addition","Presidio Heights",,"RH-2","40-X",,,"37.78726002","-122.4443991","POINT (-122.4443991 37.78726002)","103","103","8","6","31"
"Mixres","3763009","600 VAN NESS AV","1","BP ISSUED","2018-12-03 12:09","168","168","24","24","BMR","55% AMI;",,"2015-012729PRJ","Demolition of existing McDonald's building; Construction of new 9 floor (+ mech. penthouse) residential building: Project includes ground level retail on Van Ness & golden Gate Ave.; 2-story townhouses on Elm Street; new street trees on Elm Street and golden Gate Avenue; below-grade parking will be stacker parking spaces; bike storage at ground level; public open space will occur on Level 2, Level 5 and Level 7; loading to be loading yellow zone on Golden Gate Avenue. 6,344 sf of public open space and 6980 sf of private open space is provided.","*** CPC/DBI PARALLEL P/C PER MAYOR'S DIRECTIVE 17-02.***
TO ERECT 13 STORIES, 1 BASEMENT, TYPE I-A,","4997","-4603","0",,,"0",,,"0",,,"0",,,"9600","4997","-4603",,"0","0",,,,,,"MWOODS","Reuben, Junius & Rose LLP",,"4155679000",,"2020","Q1","2020_Q1","9 - South of Market","6","South of Market","Financial District/South Beach","East SoMa (EN); Central SoMa","CMUO","85-X","Eastern Neighborhoods","Central SoMa","37.78281381","-122.394367","POINT (-122.394367 37.78281381)","32","32","1","10","8"
"Mixres","3589108","777 VALENCIA ST","1","BP ISSUED","2015-12-08 11:51","3","3",,,,,,"2014.0883","CONSTRUCTION OF 3 (N) RESIDENTIAL UNITS ON A (N) 3RD FL","CONSTRUCTION OF (3) (N) RESIDENTIAL UNITS ON A (N) 3RD FL INCLUDING (1) KITCHEN & (1) BATHROOM PER RESIDENCE.","12967","0","0",,,"0",,,"2952","2952","0","0",,,"10015","10015","0",,,"0",,,,,,,,,,,"2020","Q1","2020_Q1","8 - Mission","9","Mission","Mission","Mission (EN); Mission District Streetscape Plan","NCT-VALENCIA","55-X","Eastern Neighborhoods","Mission Alcohol Restrict; Fringe Financial Services RUD","37.76056954","-122.4212009","POINT (-122.4212009 37.76056954)","53","53","3","2","20"
"Mixres","6800045","4320 MISSION ST","0","BP FILED","2015-07-09","9","9",,,,,,"2014.1125","The proposal is to demolish an existing one-story restaurant (under separate BPA# 2015.08.13.4239), merge the lots and  construct a new four-story, 13,000 square foot building with nine dwelling units, three parking spaces, and ground floor retail. The project includes a variance request for obstructions and rear yard modification. Information for the Variance hearing will be submitted through a separate notice.","ERECT A FOUR STORY 10 DWELLING UNITS AND COMMERCIAL RETAIL MIXED USE BUILDING.","2100","2100","0",,,"0",,,"0",,,"0",,,"0","2100","2100",,"0","0",,,,,,,,,,,"2020","Q1","2020_Q1","12 - South Central","11","Outer Mission","Outer Mission",,"NCD-EXCELSIOR","40-X","J Church and Mission Corridor","Fringe Financial Services RUD","37.72846161","-122.4319121","POINT (-122.4319121 37.72846161)","94","94","9","1","28"
"Resident","1894016","1569 48TH AV","1","BP ISSUED","2020-02-06 10:21","3","1",,"0",,,,,,"REMOVE 3RD FLOOW WALLS & PITCHED ROOF & REPLACE WITH (N) 9' HIGH WALLS & FLAT ROOF. ALL (N) INTERIOR","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","15 - Outer Sunset","4","Outer Sunset","Sunset/Parkside","Western Shoreline","RM-1","40-X","Sunset Corridors",,"37.75711177","-122.508183","POINT (-122.508183 37.75711177)","39","39","10","7","35"
"Resident","2039011","1755 10TH AV","0","BP Filed","2019-12-31","1","0",,"0",,,,,,"INTERIOR REMODEL, NEW ATTIC ACCESS STAIRS, NEW DECK AT REAR, REPLACE DOORS/WINDOWS AND NEW ADU.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","14 - Inner Sunset","7","Inner Sunset","Inner Sunset",,"RH-1","40-X",,,"37.75547732","-122.4671288","POINT (-122.4671288 37.75547732)","44","44","10","8","14"
"Resident","0506014","1868 GREENWICH ST","0","BP Filed","2019-07-17","2","2",,"0",,,,,,"TO ERECT 4 STORIES, NO BASEMENT, TYPE V-B, 2-FAMILY DWELLING RESIDENCE.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","2 - Marina","2","Marina","Marina",,"RH-2","40-X","Lombard Street",,"37.79993223","-122.4304817","POINT (-122.4304817 37.79993223)","15","15","4","6","13"
"Resident","1610023","754 35TH AVE","1","BP ISSUED","2019-08-16 12:38","2","2",,"0",,,,"2018-007204PRJ","Retain existing building in the rear, and construct a new two unit building in the front of the parcel. New construction of 4 story, 40 ft tall, approximately 5,986 square foot, two unit building.

CEQA Approval Action: Planning Commission Conditional Use Authorization 2018-007204ENV","ERECT 4 STORY, TYPE 5, 2 DWELLING UNITS, FRONT BUILDING.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"LAJELLO","Schaub Ly Architects, Inc.",,"4156828060",,"2020","Q1","2020_Q1","1 - Richmond","1","Outer Richmond","Outer Richmond",,"RH-2","40-X","Richmond Corridors",,"37.7747859","-122.4947837","POINT (-122.4947837 37.7747859)","8","8","8","4","29"
"Resident","0798057","802 - 808 STEINER ST","1","BP ISSUED","2019-12-19 13:04","3","3",,,,,,"2014.0020","Construction of three new four-story residential buildings containing a total of eight dwelling units (19,071 sf) over one level of below-grade parking (16 spaces).","TO ERECT 4 STORIES, 3 UNIT RESIDENTIAL BUILDING. AS ""802 STEINER STREET, BLOCK 0798, LOT 057""","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,,,,,,"2020","Q1","2020_Q1","5 - Western Addition","5","Western Addition","Hayes Valley",,"RH-3","40-X","Central City Neighborhoods",,"37.77688841","-122.4327697","POINT (-122.4327697 37.77688841)","23","23","4","11","9"
"Resident","2923010A","148 KENSINGTON WY","0","BP Filed","2019-10-18","1","1",,"0",,,,,,"ERECT A NEW 1 DWELLING, 3 STORIES WITH 2 BASMENTS TYPE V-B SINGLE FAMILY HOME.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","14 - Inner Sunset","7","West of Twin Peaks","West of Twin Peaks",,"RH-1(D)","40-X","Forest Hill/West Portal",,"37.74258818","-122.4609724","POINT (-122.4609724 37.74258818)","49","49","10","8","41"
"APARTMENTS","5000036","83 HARNEY WY","1","BP FILED","2018-04-13","176","176",,,,,,,,"TO ERECT A 7 STORIES,NO BASEMENT,TYPE 1A/IIIA/VA- RESIDENTIAL AND MERCANTILE BUILDING.(A-3,B,R-2,M)","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"CP HPS II","2020","Q1","2020_Q1","10 - South Bayshore","10","Bayview","Bayview Hunters Point","Candlestick Point; Bayview Hunters Point","P","CP","Bayview/Southeast Neighborhoods","Candlestick Pt Activity Node","37.71119083","-122.3854832","POINT (-122.3854832 37.71119083)","79","79","2","9","1"
"Resident","1199024","677 ELLIS ST","1","BP ISSUED","2019-02-22 10:30","9","2",,,,,,"2018-008037PRJ","ADD TWO ACCESSORY DWELLING UNITS TO THE GROUND FLOOR OF AN EXISTING 7-FAMILY DWELLING PER ORDINANCE 162-16. Addition of fiberglass window on west facade. Replacement of 2 garage doors on north facade with fiberglass windows with stone veneer beneath. Replacement of 1 garage door on North facade with steel gate.",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,"DWEISSGL",,"CHARGE PARTNERS LLC",,,"2020","Q1","2020_Q1","5 - Western Addition","5","Haight Ashbury","Lone Mountain/USF",,"RH-3","40-X","Central City Neighborhoods",,"37.77518761","-122.4426842","POINT (-122.4426842 37.77518761)","24","24","7","11","18"
"Resident","5351038","2116 THOMAS AV","0","BP Filed","2019-10-16","2","1",,"0",,,,,,"LEGALIZE DWELLING UNIT AT GROUND FL LEVEL UNDER ORD #43-14. TO CORRECT COMPLAINT #201707041","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","10 - South Bayshore","10","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X","Bayview/Southeast Neighborhoods",,"37.73599724","-122.4005745","POINT (-122.4005745 37.73599724)","87","87","2","9","1"
"Resident","7129007","146 SAINT CHARLES AV","1","CONSTRUCTION","2020-03-04","2","1",,"0",,,,,,"TO COMPLY W/ #201866361 (1) (N) ADU PER ORD #95-17. REMODEL BASEMENT TO BECOME LIVEABLE AREA. INSTAL","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","13 - Ingleside","7","Ocean View","Oceanview/Merced/Ingleside",,"RH-1","40-X","Balboa Park and Southwest Corridors",,"37.71146913","-122.4696381","POINT (-122.4696381 37.71146913)","65","65","10","8","24"
"Resident","1615013I","766 30TH AV","1","BP ISSUED","2019-10-11 11:30","2","1",,"0",,,,,,"ADD(LEGAZILE) 1ST FL DWELLING UNIT AS PER ZONING PERMITTED, TWO STORY REAR ADDITION.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","1 - Richmond","1","Outer Richmond","Outer Richmond",,"RH-2","40-X","Richmond Corridors",,"37.774842","-122.4894107","POINT (-122.4894107 37.774842)","8","8","8","4","29"
"Resident","4591C001","HUNTERS POINT SHIPYARD (BP APPROVED)","1","BP APPROVED","2015-09-21","9","9",,,,,,"2013.0196","Hunters Point Shipyard Phase 1 D4D amendments and associated review of buildings within Phase I","Multiple Permits","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,,,,,"HPS I","2020","Q1","2020_Q1","10 - South Bayshore","10","Bayview","Bayview Hunters Point","Hunters Point Shipyard","HP-RA","HP-RA","Bayview/Southeast Neighborhoods",,"37.72983988","-122.3708523","POINT (-122.3708523 37.72983988)","78","78","2","9","1"
"Resident","3595048","3440 20TH ST","0","BP Filed","2020-02-18","48","9",,"0",,,,,,"CONVERT GARAGE SPACES INTO (9) NEW ADU'S PER ORDINANCE NO. 162-16 FOR A BUILDING TOTAL OF (48) UNITS","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","8 - Mission","9","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RTO-M","55-X","Eastern Neighborhoods","Mission Alcohol Restrict; Fringe Financial Services RUD","37.75903118","-122.4177437","POINT (-122.4177437 37.75903118)","53","53","3","2","20"
"Vacant","0195014","533 JACKSON ST","1","PL Approved","2018-03-13",,,,,,,,"2016-007531PRJ","CB3P - Request Conditional Use Authorization to allow a change of use from Limited-Restaurant to non-Formula-Retail Restaurant d.b.a. Raavi, on the ground floor and basement of the three-story-over-basement mixed-use building.",,"0","-1235","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-1235",,"0","0","0","0",,,,"SADINA",,,"4152995097",,"2020","Q1","2020_Q1","3 - Northeast","3","Financial District","Chinatown","Chinatown","CRNC","40-X","Downtown/Van Ness/Northeast Neighborhoods",,"37.79612633","-122.4045843","POINT (-122.4045843 37.79612633)","104","104","6","3","6"
"Mixres","3754038","1075 &1089 FOLSOM ST","1","BP ISSUED","2019-12-20 12:25","48","48","12","12","On-site BMR Project","LOW","rental","2016-008438PRJ","The proposed project would demolish the existing buildings on the site as described below, and construct a six-story, 65-foot tall, approximately 25,756 square-foot (sf) mixed-use building. The building would consist of 48 single room occupancy (SRO) units, approximately 350 sf in size, on the first through sixth floors. A residential lobby, a bicycle storage room for 48 Class 1 bicycle parking spaces, 1,088 sf of commercial space, and a trash room are proposed on the ground floor. The project would provide approximately 1,687 sf of common open space in the rear yard and approximately 1,500 sf of private open space (a total of 15 private decks and balconies) on floors two to six.  The project is subject to hearing by the Planning Commission under Section 295 for review of possible shadow cast on Recreation and Parks Department property and neighborhood notification under Section 312.
The proposed project is located on two adjacent lots on Assessor?s Block 3754: 1075 Folsom Street (Lot 039) and 1089 Folsom Street (Lot 038) on south side of Folsom Street, between Seventh and Sherman streets in the South of Market neighborhood and within the SOMA NCT Zoning District and the South of Market Youth and Family Special Use District. The 3,341 square-foot lot at 1075 Folsom is currently occupied by a 1- to 2-story industrial building constructed in 1924; the 3,402 square-foot lot at 1089 Folsom Street is currently occupied by a 1-story industrial building constructed in 1951 and an asphalt-paved parking area.","ERECT 6 STORIES. 48 DWELLING UNIT MIX USE WITH TYPE 1A CONSTRUCTION.","1480","-3220",,,"0",,,"0",,,"0",,"0","-4700",,"1480","1480",,"0",,,"0",,,,"KDURANDE","Jeffer Mangels Butler & Mitchell LL","David Cincotta","415-984-9625",,"2020","Q1","2020_Q1","9 - South of Market","6","South of Market","South of Market","East SoMa (EN)","NCT-SOMA","65-X","Eastern Neighborhoods","Youth and Family Zone","37.77689398","-122.4072475","POINT (-122.4072475 37.77689398)","32","32","1","10","34"
"Resident","1262021","858 STANYAN ST","1","CONSTRUCTION","2020-03-23","3","3",,"0",,,,,,"VERTICAL ADDITION & RENOVATION OF (E) COMMERCIAL / RETAIL BUILDING. ADD 4 FLOORS WITH 3 RESIDENTIAL","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","6 - Buena Vista","5","Haight Ashbury","Haight Ashbury","Haight Ashbury Public Realm Plan","NC-1","50-X","Central City Neighborhoods",,"37.76654756","-122.4526849","POINT (-122.4526849 37.76654756)","29","29","7","11","3"
"Resident","5720011","267 RICHLAND AV","0","BP Filed","2020-03-16","2","1",,"0",,,,,,"HORIZONTAL ADDITION TO MAIN DWELLING UNIT, INCLUDING KITCHEN AND BATHROOM REMODEL. ADD ADU UNDER SEP","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","11 - Bernal Heights","9","Bernal Heights","Bernal Heights",,"RH-2","40-X","J Church and Mission Corridor","Bernal Heights","37.73605646","-122.421254","POINT (-122.421254 37.73605646)","61","61","9","2","2"
"Resident","1562006A","531 19TH AV","1","BP APPROVED","2020-02-04 11:51","2","1",,"0",,,,,,"RENOVATE (E) GROUND FL BEDROOM. ENLARGE CONDITIONED SPACE TO HAVE 2 NEW BED & RENOVATE (E) BATH. 1ST","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,,"2020","Q1","2020_Q1","1 - Richmond","1","Outer Richmond","Outer Richmond",,"RH-2","40-X","Richmond Corridors",,"37.77782199","-122.4784602","POINT (-122.4784602 37.77782199)","8","8","8","4","29"
