"fiscal_year","eff_date","job_code","title","union_code","setid","grade","biweekly_min","biweekly_max","extended_range","step_1","step_2","step_3","step_4","step_5","step_6","step_7","step_8","step_9","step_10","step_11","step_12","step_13","step_14","step_15","step_16","step_17","step_18","step_19","step_20"
"FY18-19","2018-07-01T00:00:00.000","2106","Medical Staff Services Department Specialist","790","COMMN","2106P","2484","3020",,"31.0500","32.6125","34.2375","35.9500","37.7500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2107","Medical Staff Services Department Analyst","021","COMMN","2107P","3140","3816",,"39.2500","41.2125","43.2750","45.4375","47.7000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2110","Medical Records Clerk","790","COMMN","2110P","2270","2760",,"28.3750","29.7875","31.3000","32.8625","34.5000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2112","Medical Record Technician","790","COMMN","2112P","2547","3096",,"31.8375","33.4375","35.1000","36.8500","38.7000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2114","Medical Records Technician Supervisor","790","COMMN","2114P","2977","3617",,"37.2125","39.0625","41.0250","43.0625","45.2125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2119","Health Care Analyst","021","COMMN","2119P","3164","3847",,"39.5500","41.5375","43.6250","45.8000","48.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2143","Hospital Assistant Administrator","351","COMMN","2143P","4774","5802",,"59.6750","62.6625","65.7875","69.0750","72.5250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2202","Dental Aide","250","COMMN","2202P","2521","3066",,"31.5125","33.1000","34.7625","36.5000","38.3250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2204","Dental Hygienist","250","COMMN","2204P","3431","4170",,"42.8875","45.0375","47.2875","49.6500","52.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2210","Dentist","164","COMMN","2210P","5438","7115",,"67.9750","71.3750","74.9625","78.6875","82.6375","86.7500","88.9375",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2218","Physician Assistant","021","COMMN","2218P","6078","9265","11","75.9750","79.8500","83.7875","87.9875","92.3750","95.1750","98.1500","101.1875","104.3375","107.5500","110.2375","112.9875","115.8125",,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2230","Physician Specialist","164","COMMN","2230P","6685","9466",,"83.5625","87.8250","92.1750","96.7875","101.6375","104.6875","107.9500","111.3000","114.7625","118.3250",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2232","Senior Physician Specialist","164","COMMN","2232P","7371","10188",,"92.1375","96.8375","101.5875","106.6875","112.0750","115.4125","116.2125","119.8000","123.5125","127.3500",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2233","Supervising Physician Specialist","163","COMMN","2233P","7933","10957",,"99.1625","104.2125","109.3625","114.8750","120.6125","124.2125","124.9875","128.8375","132.8625","136.9625",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2292","Shelter Veterinarian","164","COMMN","2292P","4160","5438",,"52.0000","54.6000","57.3375","60.1875","63.2000","66.3750","67.9750",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2302","Nursing Assistant","250","COMMN","2302P","2498","3036",,"31.2250","32.7750","34.4250","36.1500","37.9500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2303","Patient Care Assistant","250","COMMN","2303P","1985","3036",,"24.8125","26.0625","27.3625","28.7250","30.1500","31.2250","32.7750","34.4250","36.1500","37.9500",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2305","Psychiatric Technician","250","COMMN","2305P","2700","3282",,"33.7500","35.4375","37.2125","39.0625","41.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2306","Senior Psychiatric Orderly","250","COMMN","2306P","2808","3413",,"35.1000","36.8500","38.7000","40.6375","42.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2310","Surgical Procedures Technician","250","COMMN","2310P","2727","3317",,"34.0875","35.8000","37.6000","39.4750","41.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2312","Licensed Vocational Nurse","250","COMMN","2312P","2687","3267",,"33.5875","35.2750","37.0375","38.9000","40.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2314","Behavioral Health Team Leader","790","COMMN","2314P","2828","3438",,"35.3500","37.1375","38.9875","40.9375","42.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2320","Registered Nurse","791","COMMN","2320P","4907","6445",,"61.3375","63.2625","65.2500","67.1000","69.2000","71.3250","73.5250","75.8375","78.2000","80.5625",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2322","Nurse Manager","858","COMMN","2322P","5698","8297",,"71.2250","74.7625","78.5000","82.4000","86.5250","89.1000","91.8000","94.6875","97.5500","100.5750","103.7125",,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2323","Clinical Nurse Specialist","791","COMMN","2323P","5517","8606",,"68.9625","72.3750","76.0125","79.8000","83.8500","86.3625","89.0625","91.8125","94.6750","97.5750","76.0125","79.8000","83.8500","88.0375","92.4000","95.1375","98.1250","101.1500","104.3125","107.5750"
"FY18-19","2018-07-01T00:00:00.000","2324","Nursing Supervisor","858","COMMN","2324P","6280","9145",,"78.5000","82.4000","86.5250","90.8875","95.3375","98.2125","101.1500","104.3125","107.5250","110.8625","114.3125",,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2325","Nurse Midwife","791","COMMN","2325P","5517","8606",,"68.9625","72.3750","76.0125","79.8000","83.8500","86.3625","89.0625","91.8125","94.6750","97.5750","76.0125","79.8000","83.8500","88.0375","92.4000","95.1375","98.1250","101.1500","104.3125","107.5750"
"FY18-19","2018-07-01T00:00:00.000","2326","Nursing Supervisor Psychiatric","858","COMMN","2326P","6280","9145",,"78.5000","82.4000","86.5250","90.8875","95.3375","98.2125","101.1500","104.3125","107.5250","110.8625","114.3125",,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2328","Nurse Practitioner","791","COMMN","2328P","6078","8604",,"75.9750","79.8500","83.7875","87.9875","92.3750","95.1750","98.1500","101.1875","104.3375","107.5500",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2330","Anesthetist","791","COMMN","2330P","8006","11323",,"100.0750","105.0125","110.2500","115.8125","121.5500","125.2250","129.1375","133.1250","137.2875","141.5375",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2340","Operating Room Nurse","791","COMMN","2340P","4907","6445",,"61.3375","63.2625","65.2500","67.1000","69.2000","71.3250","73.5250","75.8375","78.2000","80.5625",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2390","Sterile Processing and Distribution Technician","250","COMMN","2390P","2609","3171",,"32.6125","34.2375","35.9500","37.7500","39.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2392","Senior Sterile Processing and Distribution Technician","790","COMMN","2392P","3202","3891",,"40.0250","42.0250","44.1250","46.3250","48.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2402","Laboratory Technician I","250","COMMN","2402P","2080","2528",,"26.0000","27.3000","28.6625","30.0875","31.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2403","Forensic Laboratory Analyst","021","COMMN","2403P","2941","3574",,"36.7625","38.5875","40.5250","42.5375","44.6750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2406","Pharmacy Helper","250","COMMN","2406P","2572","3125",,"32.1500","33.7500","35.4375","37.2125","39.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2408","Senior Pharmacy Helper","250","COMMN","2408P","2583","3140",,"32.2875","33.9125","35.6125","37.3875","39.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2409","Pharmacy Technician","250","COMMN","2409P","2941","3574",,"36.7625","38.5875","40.5250","42.5375","44.6750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2416","Laboratory Technician II","250","COMMN","2416P","2349","2857",,"29.3625","30.8500","32.3750","34.0000","35.7125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2424","Diagnostic Imaging Assistant","250","COMMN","2424P","2412","2932",,"30.1500","31.6750","33.2375","34.9000","36.6500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2430","Medical Evaluations Assistant","250","COMMN","2430P","2232","2713",,"27.9000","29.2875","30.7625","32.2875","33.9125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2436","Electroencephalograph Technician I","250","COMMN","2436P","2583","3140",,"32.2875","33.9125","35.6125","37.3875","39.2500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2440","Veterinary Laboratory Technologist","250","COMMN","2440P","3282","3989",,"41.0250","43.0625","45.2125","47.4875","49.8625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2450","Pharmacist","790","COMMN","2450P","5103","6513",,"63.7875","66.9875","70.3250","73.8500","77.5375","81.4125",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2453","Supervising Pharmacist","856","COMMN","2453P","6112","7428",,"76.4000","80.2125","84.2250","88.4250","92.8500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2454","Clinical Pharmacist","790","COMMN","2454P","5626","7181",,"70.3250","73.8375","77.5375","81.4125","85.4750","89.7625",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2456","Forensic Toxicologist","021","COMMN","2456P","3921","4766",,"49.0125","51.4625","54.0375","56.7250","59.5750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2457","Forensic Toxicologist Supervisor","021","COMMN","2457P","5005","6082",,"62.5625","65.6750","68.9625","72.4125","76.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2458","Chief Forensic Toxicologist","021","COMMN","2458P","6922","9056","6","86.5250","90.8625","95.3875","100.1625","105.1625","107.8125","110.4250","113.2000",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2462","Microbiologist","856","COMMN","2462P","3348","4070",,"41.8500","43.9250","46.1250","48.4500","50.8750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2463","Microbiologist I/II","856","COMMN","2463P","3014","5155",,"37.6750","39.5500","41.5375","43.6250","45.8000","48.0875","50.4875","53.0250","55.6625","58.4375","61.3625","64.4375",,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2464","Senior Microbiologist","856","COMMN","2464P","3816","4638",,"47.7000","50.0875","52.6000","55.2250","57.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2467","Diagnostic Imaging Technologist I","790","COMMN","2467P","3610","4839",,"45.1250","47.3875","49.7625","52.2500","54.8625","57.5875","60.4875",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2468","Diagnostic Imaging Technologist II","790","COMMN","2468P","3791","5081",,"47.3875","49.7625","52.2500","54.8625","57.5875","60.4875","63.5125",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2469","Diagnostic Imaging Technologist III","790","COMMN","2469P","3981","5335",,"49.7625","52.2500","54.8625","57.5875","60.4875","63.5125","66.6875",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2470","Diagnostic Imaging Technologist IV","790","COMMN","2470P","4047","5423",,"50.5875","53.1250","55.7750","58.5500","61.4875","64.5625","67.7875",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2481","Water Quality Technician","021","COMMN","2481P","2541","3574",,"31.7625","33.3375","35.0125","36.7625","38.5875","40.5250","42.5375","44.6750",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2481","Water Quality Technician","021","SFMTA","2481P","2541","3574",,"31.7625","33.3375","35.0125","36.7625","38.5875","40.5250","42.5375","44.6750",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2482","Water Quality Technician III","021","COMMN","2482P","3164","3847",,"39.5500","41.5375","43.6250","45.8000","48.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2483","Biologist","021","COMMN","2483P","3014","4242",,"37.6750","39.5500","41.5375","43.6250","45.8000","48.0875","50.4875","53.0250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2484","Biologist III","021","COMMN","2484P","4242","5155",,"53.0250","55.6625","58.4375","61.3625","64.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2485","Supervising Biologist","021","COMMN","2485P","4242","5155",,"53.0250","55.6625","58.4375","61.3625","64.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2486","Chemist","021","COMMN","2486P","3014","4242",,"37.6750","39.5500","41.5375","43.6250","45.8000","48.0875","50.4875","53.0250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2487","Chemist III","021","COMMN","2487P","4242","5155",,"53.0250","55.6625","58.4375","61.3625","64.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2488","Supervising Chemist","021","COMMN","2488P","4242","5155",,"53.0250","55.6625","58.4375","61.3625","64.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2489","Laboratory Services Manager","021","COMMN","2489P","4956","6484","6","61.9500","65.0500","68.3125","71.7125","75.3000","77.2125","79.0625","81.0500",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2496","Imaging Supervisor","856","COMMN","2496P","4698","5710",,"58.7250","61.6750","64.7375","67.9750","71.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2514","Orthopedic Technician I","250","COMMN","2514P","2390","2904",,"29.8750","31.3625","32.9250","34.5750","36.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2514","Orthopedic Technician I","250","SFMTA","2514P","2390","2904",,"29.8750","31.3625","32.9250","34.5750","36.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2515","Orthopedic Technician II","250","COMMN","2515P","2509","3049",,"31.3625","32.9250","34.5750","36.3000","38.1125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2515","Orthopedic Technician II","250","SFMTA","2515P","2509","3049",,"31.3625","32.9250","34.5750","36.3000","38.1125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2520","Morgue Attendant","250","COMMN","2520P","2634","3202",,"32.9250","34.5750","36.3000","38.1125","40.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2520","Morgue Attendant","250","SFMTA","2520P","2634","3202",,"32.9250","34.5750","36.3000","38.1125","40.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2522","Senior Morgue Attendant","250","COMMN","2522P","2675","3251",,"33.4375","35.1000","36.8500","38.7000","40.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2522","Senior Morgue Attendant","250","SFMTA","2522P","2675","3251",,"33.4375","35.1000","36.8500","38.7000","40.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2523","Forensic Autopsy Technician","250","COMMN","2523P","2700","3282",,"33.7500","35.4375","37.2125","39.0625","41.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2523","Forensic Autopsy Technician","250","SFMTA","2523P","2700","3282",,"33.7500","35.4375","37.2125","39.0625","41.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2533","Emergency Medical Services Agency Specialist","790","COMMN","2533P","4007","4871",,"50.0875","52.6000","55.2250","57.9750","60.8875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2533","Emergency Medical Services Agency Specialist","790","SFMTA","2533P","4007","4871",,"50.0875","52.6000","55.2250","57.9750","60.8875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2536","Respiratory Care Practitioner","790","COMMN","2536P","2739","3329",,"34.2375","35.9500","37.7500","39.6375","41.6125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2536","Respiratory Care Practitioner","790","SFMTA","2536P","2739","3329",,"34.2375","35.9500","37.7500","39.6375","41.6125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2537","Respiratory Care Practitioner II","790","COMMN","2537P","3462","4208",,"43.2750","45.4375","47.7000","50.0875","52.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2537","Respiratory Care Practitioner II","790","SFMTA","2537P","3462","4208",,"43.2750","45.4375","47.7000","50.0875","52.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2538","Audiometrist","021","COMMN","2538P","3523","4496",,"44.0375","46.2375","48.5500","50.9750","53.5250","56.2000",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2538","Audiometrist","021","SFMTA","2538P","3523","4496",,"44.0375","46.2375","48.5500","50.9750","53.5250","56.2000",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2540","Audiologist","021","COMMN","2540P","3808","4860",,"47.6000","49.9750","52.4750","55.1000","57.8500","60.7500",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2540","Audiologist","021","SFMTA","2540P","3808","4860",,"47.6000","49.9750","52.4750","55.1000","57.8500","60.7500",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2542","Speech Pathologist","021","COMMN","2542P","3791","5081",,"47.3875","49.7625","52.2500","54.8625","57.5875","60.4875","63.5125",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2542","Speech Pathologist","021","SFMTA","2542P","3791","5081",,"47.3875","49.7625","52.2500","54.8625","57.5875","60.4875","63.5125",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2548","Occupational Therapist","021","COMMN","2548P","3438","4839",,"42.9750","45.1250","47.3875","49.7625","52.2500","54.8625","57.5875","60.4875",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2548","Occupational Therapist","021","SFMTA","2548P","3438","4839",,"42.9750","45.1250","47.3875","49.7625","52.2500","54.8625","57.5875","60.4875",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2550","Senior Occupational Therapist","021","COMMN","2550P","3884","5465",,"48.5500","50.9750","53.5250","56.2000","58.9875","61.9500","65.0500","68.3125",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2550","Senior Occupational Therapist","021","SFMTA","2550P","3884","5465",,"48.5500","50.9750","53.5250","56.2000","58.9875","61.9500","65.0500","68.3125",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2551","Mental Health Treatment Specialist","021","COMMN","2551P","3413","4148",,"42.6625","44.7875","47.0375","49.3875","51.8500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2551","Mental Health Treatment Specialist","021","SFMTA","2551P","3413","4148",,"42.6625","44.7875","47.0375","49.3875","51.8500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2552","Director of Activities, Therapy And Volunteer Services","790","COMMN","2552P","3140","3816",,"39.2500","41.2125","43.2750","45.4375","47.7000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2552","Director of Activities, Therapy And Volunteer Services","790","SFMTA","2552P","3140","3816",,"39.2500","41.2125","43.2750","45.4375","47.7000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2554","Therapy Aide","250","COMMN","2554P","2727","3317",,"34.0875","35.8000","37.6000","39.4750","41.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2554","Therapy Aide","250","SFMTA","2554P","2727","3317",,"34.0875","35.8000","37.6000","39.4750","41.4625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2555","Physical Therapist Assistant","021","COMMN","2555P","2892","3876",,"36.1500","37.9500","39.8500","41.8500","43.9250","46.1250","48.4500",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2555","Physical Therapist Assistant","021","SFMTA","2555P","2892","3876",,"36.1500","37.9500","39.8500","41.8500","43.9250","46.1250","48.4500",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2556","Physical Therapist","021","COMMN","2556P","3438","4839",,"42.9750","45.1250","47.3875","49.7625","52.2500","54.8625","57.5875","60.4875",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2556","Physical Therapist","021","SFMTA","2556P","3438","4839",,"42.9750","45.1250","47.3875","49.7625","52.2500","54.8625","57.5875","60.4875",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2558","Senior Physical Therapist","021","COMMN","2558P","3884","5465",,"48.5500","50.9750","53.5250","56.2000","58.9875","61.9500","65.0500","68.3125",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2558","Senior Physical Therapist","021","SFMTA","2558P","3884","5465",,"48.5500","50.9750","53.5250","56.2000","58.9875","61.9500","65.0500","68.3125",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2561","Optometrist","021","COMMN","2561P","4220","5129",,"52.7500","55.3750","58.1625","61.0500","64.1125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2561","Optometrist","021","SFMTA","2561P","4220","5129",,"52.7500","55.3750","58.1625","61.0500","64.1125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2565","Acupuncturist","790","COMMN","2565P","2754","3348",,"34.4250","36.1500","37.9500","39.8500","41.8500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2565","Acupuncturist","790","SFMTA","2565P","2754","3348",,"34.4250","36.1500","37.9500","39.8500","41.8500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2566","Rehabilitation Counselor","021","COMMN","2566P","2760","3355",,"34.5000","36.2250","38.0375","39.9375","41.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2566","Rehabilitation Counselor","021","SFMTA","2566P","2760","3355",,"34.5000","36.2250","38.0375","39.9375","41.9375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2574","Clinical Psychologist","790","COMMN","2574P","3839","4665",,"47.9875","50.3750","52.9000","55.5375","58.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2574","Clinical Psychologist","790","SFMTA","2574P","3839","4665",,"47.9875","50.3750","52.9000","55.5375","58.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2575","Research Psychologist","790","COMMN","2575P","4125","5013",,"51.5625","54.1250","56.8375","59.6750","62.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2575","Research Psychologist","790","SFMTA","2575P","4125","5013",,"51.5625","54.1250","56.8375","59.6750","62.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2576","Supervising Clinical Psychologist","021","COMMN","2576P","4282","5204",,"53.5250","56.2000","58.9875","61.9500","65.0500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2576","Supervising Clinical Psychologist","021","SFMTA","2576P","4282","5204",,"53.5250","56.2000","58.9875","61.9500","65.0500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2577","Medical Examiner's Investigator I","790","COMMN","2577P","2871","3490",,"35.8875","37.6750","39.5500","41.5375","43.6250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2578","Medical Examiner's Investigator II","790","COMMN","2578P","3490","4242",,"43.6250","45.8000","48.0875","50.4875","53.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2579","Medical Examiner's Investigator III","790","COMMN","2579P","3839","4665",,"47.9875","50.3750","52.9000","55.5375","58.3125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2583","Home Health Aide","250","COMMN","2583P","1625","1971",,"20.3125","21.3125","22.3625","23.4625","24.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2583","Home Health Aide","250","SFMTA","2583P","1625","1971",,"20.3125","21.3125","22.3625","23.4625","24.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2585","Health Worker I","790","COMMN","2585P","1952","2372",,"24.4000","25.6250","26.9000","28.2500","29.6500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2585","Health Worker I","790","SFMTA","2585P","1952","2372",,"24.4000","25.6250","26.9000","28.2500","29.6500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2586","Health Worker II","790","COMMN","2586P","2184","2654",,"27.3000","28.6625","30.0875","31.6000","33.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2586","Health Worker II","790","SFMTA","2586P","2184","2654",,"27.3000","28.6625","30.0875","31.6000","33.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2587","Health Worker III","790","COMMN","2587P","2390","2904",,"29.8750","31.3625","32.9250","34.5750","36.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2587","Health Worker III","790","SFMTA","2587P","2390","2904",,"29.8750","31.3625","32.9250","34.5750","36.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2588","Health Worker IV","790","COMMN","2588P","2792","3394",,"34.9000","36.6500","38.4875","40.4000","42.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2588","Health Worker IV","790","SFMTA","2588P","2792","3394",,"34.9000","36.6500","38.4875","40.4000","42.4250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2589","Health Program Coordinator I","021","COMMN","2589P","2835","3445",,"35.4375","37.2125","39.0625","41.0250","43.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2589","Health Program Coordinator I","021","SFMTA","2589P","2835","3445",,"35.4375","37.2125","39.0625","41.0250","43.0625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2591","Health Program Coordinator II","021","COMMN","2591P","3226","3921",,"40.3250","42.3500","44.4750","46.6875","49.0125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2591","Health Program Coordinator II","021","SFMTA","2591P","3226","3921",,"40.3250","42.3500","44.4750","46.6875","49.0125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2593","Health Program Coordinator III","021","COMMN","2593P","3610","4719","6","45.1250","47.3875","49.7625","52.2500","54.8625","56.2000","57.5875","58.9875",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2593","Health Program Coordinator III","021","SFMTA","2593P","3610","4719","6","45.1250","47.3875","49.7625","52.2500","54.8625","56.2000","57.5875","58.9875",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2594","Employee Assistance Counselor","021","COMMN","2594P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2594","Employee Assistance Counselor","021","SFMTA","2594P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
