"landuse","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","pd","sd","pda_exist","pda_proposed","nhood_37","nhood_41","plans","zoning","height_bulk","sud","latitude","longitude","geocoded_column",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Resident","3777072","530, 542, & 548 BRANNAN ST","1","BP ISSUED","2016-12-29 9:05","42","8",,,,,,"2014.1021","Change in Use of 27 Units from Live/Work to Residential (530 Brannan = 10; 542 Brannan = 9; 548 Brannan = 8). Variances required for Rear Yard, Exposure, Open Space & Dwelling Unit Mix.","WORKING AT COMMON AREA. CHANGE OF OCCUPANCY FROM (E) LIVE/WORK UNITS INTO RESIDENTIAL DWELLING UNITS. DISCONNECT (E) ELECTRICAL @ SUBDIVIDED UNITS & RECONNECT TO NEW PG & E APPROVED METERS @ GARAGE LEVEL. COMPLIANCE W/ ORDINANCE NO. 155-13 NOT REQUIRED.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"RSUCRE",,,,"9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","Western SoMa (EN); Central SoMa","CMUO","65-X","Western SoMa; Central SoMa","37.77791647","-122.397636","POINT (-122.397636 37.77791647)","32","32","1","10","34"
"Resident","1067034","44 COOK ST","0","BP Filed","2018-03-30","2","2",,"0",,,,,,"TO ERECT 4 STORIES, NO BASEMENT, TYPE V-B, 2 UNITS RESIDENTIAL BUILDING.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"1 - Richmond","2",,"Central City Neighborhoods","Presidio Heights","Presidio Heights",,"RH-2","40-X",,"37.78301906","-122.4520619","POINT (-122.4520619 37.78301906)","11","11","8","6","31"
"Resident","6521004","13 LUCKY ST","1","BP REINSTATED","2018-03-19","1","1",,,,,,"2013.0284","Variance to the rear yard, exposure, and open space requriements for the new construction of a SFD.","ERECT 3-STORY, TYPE 5, SINGLE FAMILY RESIDENCE.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,,,,,"8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RH-2","40-X","Mission Alcohol Restrict; Calle 24 SUD; Fringe Financial Services RUD","37.75223595","-122.4132578","POINT (-122.4132578 37.75223595)","53","53","3","2","20"
"Resident","0134025","1148 MONTGOMERY ST","1","CONSTRUCTION","2019-06-20","3","1",,,,,,"2015-009622PRJ","(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE BASEMENT OF THE REAR BUILDING WILL BE RE ESTABUSHED AS THE NEW UNIT. CHANGE OF USE FROM R-3 TO R-2.","(REAR BLDG). LEGALIZE A PREVIOUSLY EXISTING NON CONFORMING DWELLING UNIT AS PER 43-14. UNIT A IN THE BASEMENT OF THE REAR BUILDING WILL BE RE ESTABUSHED AS THE NEW UNIT. CHANGE OF USE FROM R-3 TO R-2.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"SJIMENEZ",,"MONTGOMERY STREET PARTNERS LLC",,"3 - Northeast","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","North Beach","North Beach",,"RH-3","40-X","Telegraph Hill-NB Residential","37.79989251","-122.403953","POINT (-122.403953 37.79989251)","18","18","6","3","23"
"Resident","5307004","1510 NEWCOMB AV","1","BP ISSUED","2019-06-20 10:09","2","1",,"0",,,,,,"HORIZONTAL ADDITION 1ST & 2ND LEVEL: (N) 9'-3"" HIGH WOOD DECK, (N) BATH @ 2ND LEVEL & ENLARGE BEDROO","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X","3rd St Alcohol Restrict","37.73451909","-122.3879907","POINT (-122.3879907 37.73451909)","86","86","2","9","1"
"Retail/Ent","3780034","979 BRYANT ST","1","BP ISSUED","2016-08-02 8:22",,,,,,,,"2015-018154PRJ","CHANGE OF USE ONLY. RETIRE LAST PERMITTED USE (MOTOR VEHICLE REPAIR) AND CHANGE TO ARTS ACTIVITY.","CHANGE OF USE ONLY. RETIRE LAST PERMITTED USE (MOTOR VEHICLE REPAIR) AND CHANGE TO ARTS ACTIVITY. CHANGE OF OCCUPANCY FROM S-1 TO F-1. N/A FOR MAHER ORDINANCE NO-155.13","3150","0","0",,,"0",,,"0",,,"0","0","-3150","0","3150","3150",,"0","0",,,,,,"JDISALVO",,"PAK LING & SAU FUN YIP REVOC TR",,"9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","Showplace Square/Potrero Hill (EN)","UMU","48-X",,"37.77279485","-122.4062725","POINT (-122.4062725 37.77279485)","33","33","1","10","34"
"Resident","5386002","2008 KEITH ST","1","CONSTRUCTION","2017-12-15","1","1",,,,,,,,"CONSTRUCT (N) 3-STORIES, NO BASEMENT, SINGLE FAMILY RESIDENCE.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"EJARDINE",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X","3rd St Alcohol Restrict","37.72858017","-122.3904101","POINT (-122.3904101 37.72858017)","86","86","2","9","1"
"Resident","7025003","334 SAN MIGUEL ST","0","BP Filed","2018-05-24","2","1",,"0",,,,,,"COMPLIANCE WITH NOV #2017.94611- ADU ADDITION @ 21ST FLOOR.
PER ORDINANCE #162-16.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","11","Mission-San Jose Corridor","Balboa Park and Southwest Corridors","Ocean View","Oceanview/Merced/Ingleside",,"RH-1","40-X","Oceanview Large Residence","37.7195191","-122.4489653","POINT (-122.4489653 37.7195191)","81","81","10","1","24"
"Resident","1212022","2175 HAYES ST","0","PL FILED","2018-06-29","10","4",,,,,,"2018-009157PRJ","Construct a new four story, 4 units over commercial building.",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,"SJIMENEZ",,"MCGRATH THOMAS",,"5 - Western Addition","5",,"Central City Neighborhoods","Haight Ashbury","Lone Mountain/USF",,"RH-3","40-X",,"37.77289343","-122.4520604","POINT (-122.4520604 37.77289343)","24","24","7","11","18"
"Resident","1891010","1553 45TH AV","1","CONSTRUCTION","2018-11-15","2","1",,,,,,,,"SITE PERMIT TO ADD 1 NEW ACCESSORY DWELLING UNIT TO GARAGE SPACE PER ORDINANCE 162-16.
** MAHER: N/A **","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"PANTOJAG",,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Outer Sunset","Sunset/Parkside",,"RH-1","40-X",,"37.75755867","-122.5049809","POINT (-122.5049809 37.75755867)","39","39","10","7","35"
"Resident","3273021","725 DARIEN WY","1","BP APPROVED","2019-05-09 13:05","2","1",,"0",,,,,,"RELOCATE INTERIOR STAIR, REMODEL 1ST FL INCLUDING KITCHE, FAMILY RM, BATH & OFFICE W/ (1)(N) BATH, B","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","7",,,"West of Twin Peaks","West of Twin Peaks",,"RH-1(D)","40-X",,"37.73065208","-122.4640149","POINT (-122.4640149 37.73065208)","68","68","10","8","41"
"Resident","6973021","165 TARA ST","1","BP ISSUED","2019-04-01 12:14","2","1",,"0",,,,,,"ADD UNIT PER ORDINANCE NO. 162-16 & COMPLY TO NOV#201636153. AT 1ST FLR ADD NEW ACCESSORY DWELLING U","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","11","Mission-San Jose Corridor","Balboa Park and Southwest Corridors","Ocean View","Oceanview/Merced/Ingleside",,"RH-1","40-X","Oceanview Large Residence","37.72047504","-122.4488181","POINT (-122.4488181 37.72047504)","81","81","10","1","24"
"Resident","0320011","750 OFARRELL ST","1","BP ISSUED","2018-12-21 13:36","51","4",,"0",,,,"2017-000612PRJ","SITE PERMIT TO ADD 5 NEW ACCESSORY DWELLING UNITS TO THE REAR PORTION OF THE BASEMENT PER ORDINANCE 162-16. ** MAHER: N/A **","SITE PERMIT TO ADD 4 NEW ACCESSORY DWELLING UNITS TO THE REAR PORTION OF THE BASEMENT PER ORDINANCE 162-16.
** MAHER: N/A **","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"SADINA","Open Scope Studios",,"4159386480","4 - Downtown","6","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Downtown/Civic Center","Tenderloin",,"RC-4","80-T","North of Market Residential 2; Fringe Financial Services RUD","37.78553968","-122.4172526","POINT (-122.4172526 37.78553968)","20","20","5","10","36"
"Vacant","4287020","1229 CONNECTICUT ST","1","CONSTRUCTION","2019-04-22",,,,"0",,,,,,"TO ERECT ONE WAREHOUSE STORAGE.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point",,"Potrero Hill","Bayview Hunters Point",,"PDR-2","65-J","Industrial Protection Zone","37.75069869","-122.3960505","POINT (-122.3960505 37.75069869)","54","54","2","9","1"
"Resident","6578027A","1473 CHURCH ST","0","BP Filed","2019-04-04","2","1",,"0",,,,,,"CONVERSION OF A SINGLE FAMILY TO TWO DWELLING. VERTICAL & HORIZONTAL ADDITION TO AN EXISTING (3) STO","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"7 - Central","8","Mission-San Jose Corridor","J Church and Mission Corridor","Noe Valley","Noe Valley",,"RH-2","40-X",,"37.74731436","-122.4266965","POINT (-122.4266965 37.74731436)","84","84","9","5","22"
"Resident","2187001E","2123 30TH AV","1","CONSTRUCTION","2017-06-02","2","1",,,,,,,,"LEGALIZE UNIT PER ORDINANCE NO 43-14, AND ADD DECK AT REAR TO MEET OPEN SPACE REQUIREMENTS. LEGALIZE 1 BEDROOM, BATHROOMS, LIVING ROOM AND KITCHEN.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"ALEXANDE",,,,"15 - Outer Sunset","4",,,"Outer Sunset","Sunset/Parkside",,"RH-1","40-X",,"37.74762647","-122.4881604","POINT (-122.4881604 37.74762647)","40","40","10","7","35"
"Resident","6656016","76 CHENERY ST","1","BP ISSUED","2019-05-30 9:07","2","1",,"0",,,,,,"EXPAND (E) SFH HORIZONTALLY INTO REAR YARD & VERTICALLY TO ADD 1 STORY. CREATE (N) 1 BDRM UNIT ON 1S","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"7 - Central","8","Mission-San Jose Corridor","J Church and Mission Corridor","Glen Park","Glen Park",,"RH-2","40-X",,"37.74029034","-122.4259329","POINT (-122.4259329 37.74029034)","59","59","9","5","10"
"Mixed","4067012","1512 20TH ST","1","BP ISSUED","2015-11-12 13:15",,,,,,,,"2013.1431","Renovation and addition to an existing mixed-use building","REMOVE (E) ROOF. INCREASE HEIGHT OF (E) 2 STORY BLDG & ADD (N) MEZZ. ADD (N0) ROOF DECK @ SINGLE STORY ADDITION) 2 STORY PLUS SINGLE STORY ADDITION@ REAR. REMODEL INTERIOR OF(E)MBLDG. REHABILITATE FRONT FACADE WITH (N) WINDOWS IN (E) OPENING.  REPLACE (E)","5834","2561","0",,,"0",,,"0","2118","1011","0",,,"2166","3716","1550",,,"0",,,,,,"RSUCRE","Cary Bernstein","Cary Bernstein","415-522-1907","9 - South of Market","10","Eastern Neighborhoods","Eastern Neighborhoods","Potrero Hill","Potrero Hill","Showplace Square/Potrero Hill (EN)","NC-2","40-X",,"37.76023113","-122.3966585","POINT (-122.3966585 37.76023113)","54","54","2","9","26"
"Resident","7092050","287 MINERVA ST","0","BP Filed","2019-02-19","1","1",,"0",,,,,,"ERECT (N) 3-STORY, TYPE 5B, SINGLE FAMILY DWELLING RESIDENCE W/ ONE BASEMENT.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","11",,"Balboa Park and Southwest Corridors","Ocean View","Oceanview/Merced/Ingleside",,"RH-1","40-X","Oceanview Large Residence","37.71548531","-122.4620662","POINT (-122.4620662 37.71548531)","81","81","10","1","24"
"APARTMENTS","5000034","95 HARNEY WY","1","BP FILED","2017-12-27","123","123",,,,,,,,"ERECT A SEVEN STORY TYPE IA, IIIA & VA 123 RESIDENTIAL DWELLING AND COMMERCIAL BUILDING, RETAIL ON GROUND LEVEL. MAHER N/A","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Candlestick Point; Bayview Hunters Point","P","CP","Candlestick Pt Activity Node","37.71235657","-122.3838816","POINT (-122.3838816 37.71235657)","79","79","2","9","1"
"Mixres","0809020","311 GROVE ST","1","BP ISSUED","2016-12-29 10:40","8","8",,,,,,"2014.1473","Construction of a new 8 unit multi-family residential structure spanning the length of the site from Grove to Ivy Street.  The project will include one-level of subterranean vehicle and bicycle parking.","CONSTRUCT (N) 8 DWELLING UNITS WITH 5 STORIES","2525","2525","0",,,"0",,,"0",,,"0",,,"0","2525","2525",,,"0",,,,,,"CGROB","Jacqueline Braver","Jacqueline Braver","378-7566","5 - Western Addition","5","Market & Octavia","Market Octavia","Downtown/Civic Center","Hayes Valley","Civic Center Public Realm Plan; Market and Octavia; Market and Octavia Living Alleys","NCT-HAYES","50-X",,"37.77770085","-122.4220081","POINT (-122.4220081 37.77770085)","21","21","4","11","9"
"Resident","1370027","180 11TH AVE","1","BP APPROVED","2019-02-28 8:22","8","2",,,,,,"2018-007451PRJ","Add two new ADUs (unit A - 542 square feet and unit B - 661 square feet) to the first floor of an existing six unit building per ordinance # 162-16. At front facade, three new double hung wood windows in (e) garage door opening and infill rest of (e) opening with stucco to match the existing building finish.No other changes to any building facade proposed. No infill of any existing light wells.",,"0","0",,,,,,,,,,,,,,,,,,,,,,,,"DGANETSO","Mercury Engineering",,"4156038460","1 - Richmond","1",,"Richmond Corridors","Inner Richmond","Inner Richmond",,"RH-2","40-X",,"37.78499987","-122.4696089","POINT (-122.4696089 37.78499987)","5","5","8","4","11"
"Resident","3753075","268 CLARA ST","1","BP ISSUED","2019-04-09 10:11","2","1",,,,,,"2015-004334PRJ","Add two stories to existing two-story building. Add one residence and one parking space. No change to existing commercial/warehouse building.","ALTERATION TO (E) TYPE-N BLDG. VERTICAL ADDITION OF RES'D DWELLING UNIT. THE GROUND FLOOR & SECOND FLOOR ARE (E) TYPE-N CONSTRUCTION. 3RD & 4TH FLOOR. SHALL BE TYPE V-A CONSTRUCTION. ADDITION OF 1 KITCHEN & 2.5 BATHS. 3 BEDROOMS. ** MAHER: N/A **","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"KDURANDE",,,,"9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","South of Market","East SoMa (EN); Central SoMa","MUR","45-X","Youth and Family Zone; Central SoMa","37.77835578","-122.4040567","POINT (-122.4040567 37.77835578)","32","32","1","10","34"
"Resident","7097050","490 ELLINGTON AV","0","BP Filed","2017-12-11","1","1",,"0",,,,"2017-013446PRJ","Variance request from the rear yard requirement to permit the subdivision of one lot into two lots with new construction on one.","TO ERECT A TYPE V, 3-STORY - NO BASEMENT SINGLE FAMILY DWELLING.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"GPANTOJA",,,"5104695202","12 - South Central","11","Mission-San Jose Corridor","Balboa Park and Southwest Corridors","Outer Mission","Outer Mission",,"RH-1","40-X",,"37.71142528","-122.4482812","POINT (-122.4482812 37.71142528)","66","66","9","1","28"
"Resident","2690008","160 CASELLI AV","1","BP ISSUED","2018-11-26 10:23","2","1",,,,,,"2016-010185PRJ","Demolition of an existing 2-story, single family home. Construction of a new 3-story building with two residential unit.","ERECT 3-STORY, TYPE 5-B, 0 BASEMENT, 2 FAMILY DWELLING UNITS BUILDING.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"VFLORES","Designpad Architecture","Patrick Perez","4153707269","7 - Central","8",,,"Castro/Upper Market","Castro/Upper Market",,"RH-2","40-X",,"37.75986083","-122.4422158","POINT (-122.4422158 37.75986083)","115","115","3","5","5"
"Resident","6656059","20 CHENERY ST","0","BP Filed","2017-08-14","3","1",,"0",,,,,,"INSTALLING APT. BATHROOM, BEDROOM & KITCHEN.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"7 - Central","8","Mission-San Jose Corridor","J Church and Mission Corridor","Glen Park","Glen Park",,"RH-2","40-X",,"37.74159088","-122.4260612","POINT (-122.4260612 37.74159088)","59","59","9","5","10"
"Resident","2393040","2255 TARAVAL ST","1","BP ISSUED","2018-07-31 8:39","7","7",,,,,,"2013.0499","2255 Taraval Street (2393/040); Project Review meeting to review approved building permit application #2012-0620-3039 (case #2013-0499) to reduce construction cost by removing one story and refining interior organization.","TO ERECT 4 STORIES, 10 DWELLING UNITS, NO BASEMENT, MIXED USE BUILDING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,,,,,"15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Parkside","Sunset/Parkside",,"NCD-TARAVAL","50-X","Taraval Street Restaurant Subdistrict","37.74215315","-122.4904547","POINT (-122.4904547 37.74215315)","40","40","10","7","35"
"Mixres","3764063","525 HARRISON ST","1","BP FILED","2015-09-24","179","179","25","25","On-site BMR Project","90% AMI;","Rental","2013.0159","The proposed project includes demolition of the existing two-story former industrial building (27,500 gsf), and the new construction of a 23-story residential building (approximately 255,468 gross square feet; up to 250-ft tall) with up to 205 dwelling units, 1,000 square feet of ground floor cafe/retail, 103 off-street parking spaces, 127 Class 1 bicycle parking spaces, and 20 Class 2 bicycle parking spaces. The project includes a dwelling unit mix consisting of 94 two-bedroom units, 69 one-bedroom units, and 42 studio units. The project includes approximately 15,683 square feet of open space via ground floor street improvements, private balconies, a podium level roof deck, and a rooftop terrace. The entrance to the below-grade parking levels via a 22-ft wide entrance off of Harrison Street. The project also includes streetscape improvements, including installation of a signalized pedestrian crosswalk with continental striping along Harrison and Essex Streets, as well as sidewalk widening, new street trees, landscaping and corner bulb outs.","TO ERECT 17 STORIES, 3 BASEMENT, 179 DWELLING UNITS & RETAIL BUILDING. ** MAHER: COMPLIANCE WITH ORDINANCE NO. 155-13 REQUIRED; ROUTE TO DPH **","0","-16000","0","0","-16000","0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"RSUCRE",,,,"9 - South of Market","6","Downtown-Van Ness-Geary","Transbay/Rincon Hill","South of Market","Financial District/South Beach","Rincon Hill Streetscape Plan; Rincon Hill","RH DTR","65/250-R",,"37.7853672","-122.3933593","POINT (-122.3933593 37.7853672)","30","30","1","10","8"
"Resident","1502002A","525 42ND AV","1","CONSTRUCTION","2018-07-16","2","1",,,,,,,,"ADD UNIT IN FIRST LEVEL. REMODEL AREA BEHIND GARAGE FROM STORAGE TO LIVING UNIT. REMOVE CONCRETE SLAB TO LOWER SLAB. NEW BATHROOM AND KITCHEN, LIVING ROOM AND BEDROOM, CHANGE WINDOWS AND ADD REAR STAIRS. ADD ROOF DECK.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"HKLINE",,,,"1 - Richmond","1",,"Richmond Corridors","Outer Richmond","Outer Richmond",,"RH-2","40-X",,"37.77869438","-122.5032276","POINT (-122.5032276 37.77869438)","6","6","8","4","29"
"Resident","6696001","1 BEMIS ST","1","BP ISSUED","2018-06-21 9:23","2","1",,"0",,,,,,"(N) 3RD FLR ADDITION; BAY WINDOW @ 2ND & 3RD FLRS, (N) REAR DECK & STAIR TO REPLACE (E) INTERIOR REM","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"7 - Central","8","Mission-San Jose Corridor","J Church and Mission Corridor","Glen Park","Glen Park",,"RH-1","40-X",,"37.738086","-122.4287749","POINT (-122.4287749 37.738086)","59","59","9","5","10"
"Resident","6089025","547 EDINBURG ST","0","BP Filed","2018-12-07","2","1",,"0",,,,,,"LEGALIZE GROUND FLR REAR STUDIO UNIT PER ORD# 43-14.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"12 - South Central","11",,,"Excelsior","Excelsior",,"RH-1","40-X",,"37.72038522","-122.4323083","POINT (-122.4323083 37.72038522)","90","90","9","1","7"
"MIPS","3750079","633 FOLSOM ST","1","PL APPROVED","2017-01-05",,,,,,,,"2014.1063","The proposed project is to construct a four-story addition, containing 89,804 square feet of office uses, to an existing seven-story building containing 175,793 square feet of office uses and 1,100 square feet of ground-floor retail uses. The ground-floor of the existing building would also be reconfigured to relocate the lobby, create a larger retail space, and 5,255 of public open space on the Folsom Street frontage of the building.  The completed project would include 11 stories reaching a roof height of 176 feet (top of penthouse), containing a total of 264,497 square feet of office uses, 3,368 square feet of retail uses, and no off-street parking.",,"267865","92072","0",,,"0",,,"0","264497","89804","0",,,"0","3368","2268",,,"0",,,,,,"CASBAGH","Deborah Boyer","John Kevlin","415 567 9000","9 - South of Market","6","Downtown-Van Ness-Geary","Eastern Neighborhoods","South of Market","Financial District/South Beach","Downtown","C-3-S","200-S",,"37.78447121","-122.3971815","POINT (-122.3971815 37.78447121)","32","32","1","10","8"
"Resident","6532010A","350 SAN JOSE AV","0","BP Filed","2018-04-03","12","8",,"0",,,,,,"ADDITION OF 8 UNITS TO AN (E) 4 DWELLING UNIT BLDG: 6 ONE-BEDRM UNITS;4 TWO-BEDRM UNITS;1 THREE-BEDR","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"8 - Mission","8","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RM-2","40-X","Mission Alcohol Restrict; Fringe Financial Services RUD","37.74942207","-122.4217431","POINT (-122.4217431 37.74942207)","53","53","3","5","20"
"Mixres","7308001","PARKMERCED (PL APPROVED)","1","PL APPROVED","2011-02-10","7887","4666","284","284","On-site BMR Project; Fee Payment",,,"2008.0021","Master redevelopment program for 116-ac Parkmerced site, proposed to retain existing midrise bldgs and demo/replace all others w/ 4-14-story residential bldgs, on-site relocation of existing residents @ current rent-controlled rates, concurrent infrastructure improvements including re-route of M-line light-rail thru development & five major intersection improvements (incl CA-Hwy 1/19th Ave), structured underground parking beneath each Block; 15-30-year construction horizon; at build-out: ~8,900-du (~5,675 new), ~10,175 (~6,975 new) off-street parking spaces, ~230,000-gsf of new retail use, and ~80,600-gsf of additional office use.",,"521450","478383",,,,,,,"10775","91390","80615","0",,,"32292","430060","397768",,"0","0",,,,,,,,,,"13 - Ingleside","7","19th Avenue","19th Avenue","Lakeshore","Lakeshore","Parkmerced","PM-R","45-PM","Parkmerced","37.72050478","-122.483875","POINT (-122.483875 37.72050478)","42","42","10","8","16"
"Resident","7250027","88 SYLVAN DR","0","BP FILED","2016-04-22","2","1",,,,,,"2016-005618PRJ","INSTALL COOKING FACILITIES AND NEW FULL BATHROOM TO THE (E) HABITABLE AREA ON GROUND FLOOR TO LEGALIZE FOR A IN-LAW UNIT UNDER ORDINANCE 43-14","INSTALL COOKING FACILITIES AND NEW FULL BATHROOM TO THE (E) HABITABLE AREA ON GROUND FLOOR TO LEGALIZE FOR A IN-LAW UNIT UNDER ORDINANCE 43-14","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"CCAMPBEL",,"LI RUN XIN & QIU FENG YI",,"13 - Ingleside","7",,,"Lakeshore","Sunset/Parkside",,"RH-1","40-X",,"37.73259738","-122.4851484","POINT (-122.4851484 37.73259738)","62","62","10","8","35"
"Resident","3568027","108 ALBION ST","1","BP APPROVED","2018-07-12 12:09","8","2",,,,,,"2016-006759PRJ","ADD 2 ACCESSORY DWELLING UNITS PER ORD 30-15 W/A MANDATORY SEISMIC RETROFIT APP #201604285904 AT G/F. PROJECT INCLUDES NEW LOBBY SERVING ONLY NEW DWELLING UNITS AT GROUND FLOOR.","ADD 2 DWELLING NITS PER ORD 30-15 W/A MANATORY SEISMIC RETROFIT APP #201604285904 AT G/F. PROJECT INCLUDES NEW LOBBY SERVING ONLY NEW DWELLING UNITS AT GROUND FLOOR.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"CALEXAND",,"108 ALBION C1 LLC",,"8 - Mission","8","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RTO-M","45-X","Mission Alcohol Restrict; Fringe Financial Services RUD","37.76447345","-122.4230797","POINT (-122.4230797 37.76447345)","37","37","3","5","20"
"Mixres","3763001","400 - 416 02ND ST","0","PL FILED","2016-04-29","491","491",,,,,,"2012.1384","Demolition of existing 1-to-4 story buildings and construction of 3 new buildings.",,"819400","672928","0",,,"0",,,"0","535000","421516","0","32988","0","0","47412","47412",,"0","0","204000","204000","0","469","469","EJARDINE",,,,"9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","Financial District/South Beach","East SoMa (EN); Central SoMa","CMUO","350-CS","Central SoMa","37.78389761","-122.395234","POINT (-122.395234 37.78389761)","32","32","1","10","8"
"Resident","1642010","639 02ND AV","0","BP Filed","2017-04-28","2","1",,"0",,,,,,"COMPLY WITH COMPLAINT#201635092 & 201652142. LEGALIZE DWELLING UNIT AT GROUND FLOOR. PER PLAN PER OR","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"1 - Richmond","1",,"Richmond Corridors","Inner Richmond","Inner Richmond",,"RH-2","40-X",,"37.77665263","-122.4599961","POINT (-122.4599961 37.77665263)","5","5","8","4","11"
"Resident","4274005","1342 YORK ST","1","CONSTRUCTION","2019-04-30","2","1",,,,,,,,"COMPLY W/ NOV CES 201248561. CONVERT SINGLE FAMILY DWELLING TO 2 UNITS RESIDENTIAL. 2ND FL: MODIFY (E) ROOF @ REAR, ADD (2) SKYLIGHTS; ADD (N) KITCHEN, REMODEL BATH. GROUND FL: INSTALL 1-HOUR RATED SEPARATION BETWEEN (N) UNIT, GROUND FLOOR REAR ADDITION A","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"DISALVOJ",,,,"8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RH-3","40-X","Mission Alcohol Restrict; Calle 24 SUD; Fringe Financial Services RUD","37.75051962","-122.4082453","POINT (-122.4082453 37.75051962)","53","53","3","2","20"
