"fund_type","study_area_code","company_name","carrier","latitude","longitude","deployment_address","deployment_city","deployment_state","deployment_zip_code","deployment_date","deployment_year","census_block","locations_obligation","locations_deployed","target_build_out","milestone_certification_date","speed_tier","technology","other_technology","latency","total_state_support"
"CAF II","545170","AT&T INC.","PACIFIC BELL","36.88602165","-121.6393293","230 CARR AVE","AROMAS","CA","95004","2019-12-31T00:00:00.000","2019","060690002005007","141540","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"60240432"
"CAF II","341037","CONSOLIDATED COMMUNICATIONS, INC.","IL CONSOLIDATED TEL","39.138347","-89.641666","9170 CRABTREE TR","LITCHFIELD","IL","62056","2016-12-01T00:00:00.000","2016","171359576003014","12079","1",,,"10 Mbps/1 Mbps",,,,"7061444"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","37.190399","-88.621695","3205 PELL RD","METROPOLIS","IL","62960","2015-12-31T00:00:00.000","2015","171279703001025","56001","1",,,"10 Mbps/1 Mbps",,,,"27125766"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8427655","-84.7613234","105 NICHOLAS RIDGE","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021012","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","36.864515","-83.976651","7160 KY 6","GRAY","KY","40734","2019-01-01T00:00:00.000","2019","211219305006044","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","45.995350","-89.871548","3065 LOCKES LN","LAC DU FLAMBEAU","WI","54538","2017-06-26T00:00:00.000","2017","551259400002092","76735","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30983712"
"CAF II","613000","ALASKA COMMUNICATIONS SYSTEMS HOLDINGS, INC.","ACS OF ANCHORAGE","64.834158","-147.868494","1605 COSGRAVE DR","FAIRBANKS","AK","99709","2015-07-01T00:00:00.000","2015","020900008004011","31571","1",,,"10 Mbps/1 Mbps",,,,"0"
"CAF II","170149","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-BREEZEWOOD","41.220587","-76.412669","422 WALLER RD","BENTON","PA","17814","2015-12-31T00:00:00.000","2015","420370501001073","11031","1",,,"10 Mbps/1 Mbps",,,,"10127904"
"CAF II","452172","FRONTIER COMMUNICATIONS CORPORATION","CITZENS-FRNTR-RURAL","34.424025","-110.601012","1807 BLUE SKY CIR","HEBER","AZ","85928","2015-12-31T00:00:00.000","2015","040179642011046","22768","1",,,"10 Mbps/1 Mbps",,,,"11171418"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.191980","-83.802220","231 BALES CREEK RD","MANCHESTER","KY","40962","2019-01-01T00:00:00.000","2019","210519502003011","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","35.318350","-92.374420","131 BATTLES LOOP","GREENBRIER","AR","72058","2019-01-01T00:00:00.000","2019","050450301012071","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","34.902278","-116.820289","35733 1ST STREET","YERMO","CA","92398","2017-11-29T00:00:00.000","2017","060710116001341","90224","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"35721414"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","43.296132","-89.629686","N550 GANNON RD","LODI","WI","53555","2015-12-31T00:00:00.000","2015","550219708003054","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","39.758303","-87.682402","19542 ILLINOIS HIGHWAY 1","CHRISMAN","IL","61924","2019-10-23T00:00:00.000","2019","170450701002056","56001","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"31017504"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","41.326183","-78.146608","203 CASTLE GARDEN RD","DRIFTWOOD","PA","15832","2019-01-01T00:00:00.000","2019","420239602001354","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.192773","-85.431236","216 OLLIE SHUFFETT RD","GREENSBURG","KY","42743","2019-01-01T00:00:00.000","2019","210879304001014","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.843266","-84.078540","2198 COFFEE MOUNTAIN RD","BLAIRSVILLE","GA","30512","2019-11-15T00:00:00.000","2019","132910002042005","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","30.293979","-83.066070","8606 155TH RD","LIVE OAK","FL","32060","2019-01-01T00:00:00.000","2019","121219704004026","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","41.162291","-77.020368","6606 SULPHUR SPRINGS RD","MONTGOMERY","PA","17752","2019-09-10T00:00:00.000","2019","420810117001001","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.605930","-70.208711","994 MAIN ST","WILTON","ME","04294","2019-12-09T00:00:00.000","2019","230079713002028","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.738806","-84.7879076","35 EAGLE TUNNEL RD","GALLATIN COUNTY","KY","41046","2019-12-20T00:00:00.000","2019","210779601011046","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.440856","-83.405524","3985 DAMASCUS RD","TOCCOA","GA","30577","2019-01-01T00:00:00.000","2019","130119701002126","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","31.182535","-94.699323","2291 OLD BURKE RD","DIBOLL","TX","75941","2016-12-01T00:00:00.000","2016","480050010021061","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","305062","CINCINNATI BELL INC.","CINCINNATI BELL-OH","39.27801900","-84.93044500","6094 SR 46","KELSO TOWNSHIP","IN","47060","2019-01-25T00:00:00.000","2019","180290802011067","745","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"194940"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","43.872682","-96.137313","317 ROCK RIVER DR","EDGERTON","MN","56128","2015-12-31T00:00:00.000","2015","271174605002052","46910","1",,,"10 Mbps/1 Mbps",,,,"26839288"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8379619","-84.7565477","500 NICHOLAS RIDGE","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021012","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","38.018838","-81.759185","7246 POND FORK RD","MADISON","WV","25130","2019-04-16T00:00:00.000","2019","540059588001114","89190","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"38068332"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","43.300929","-72.165769","337 LEAR HILL RD","UNITY","NH","03773","2017-12-31T00:00:00.000","2017","330199756001080","13131","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"4376604"
"CAF II","371568","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NE","40.669787","-96.659271","14333 S 46TH ST","ROCA","NE","68430","2019-11-15T00:00:00.000","2019","311090104003022","21560","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13591440"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","30.952969","-96.115463","1281 SPRINGFIELD RD","NORMANGEE","TX","77871","2019-01-01T00:00:00.000","2019","483130003002048","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.366978","-82.129478","768 E HIGHWAY 316","CITRA","FL","32113","2019-11-15T00:00:00.000","2019","120830003012000","17891","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"5236620"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7712327","-84.7726011","5410 HWY 16","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","42.254867","-85.936604","45085 40TH ST","PAW PAW","MI","49079","2017-04-24T00:00:00.000","2017","261590109002021","68512","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21733860"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","33.650661","-117.296573","29535 SLIDER","LAKE ELSINORE","CA","92530","2015-12-31T00:00:00.000","2015","060650430011091","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
"CAF II","245194","AT&T INC.","SOUTHERN BELL-SC","34.573567","-83.102936","130 LOOP CIR  UNIT  BLDG  FLR","WESTMINSTER","SC","29693","2019-12-31T00:00:00.000","2019","450730309011016","30458","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"9689448"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","38.782681","-81.990267","891 DEBBIE RD","LEON","WV","25123","2016-12-12T00:00:00.000","2016","540539549003074","89190","1",,,"10 Mbps/1 Mbps",,,,"38068332"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","38.992205","-86.059462","7980 N COUNTY ROAD 100 W","SEYMOUR","IN","47274","2016-05-12T00:00:00.000","2016","180719680001061","59894","1",,,"10 Mbps/1 Mbps",,,,"22815084"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7794735","-84.761879","6190 HWY 16","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","45.576839","-89.511468","6717 FIRE TOWER RD","RHINELANDER","WI","54501","2015-12-31T00:00:00.000","2015","550859705001127","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","40.528602","-81.137085","2044 CANYON RD SW","CARROLLTON","OH","44615","2016-06-28T00:00:00.000","2016","390197207001029","66592","1",,,"10 Mbps/1 Mbps",,,,"22927848"
"CAF II","305062","CINCINNATI BELL INC.","CINCINNATI BELL-OH","39.29402600","-84.91602100","29124 CHAPPELOW HILL RD","LOGAN TOWNSHIP","IN","47060","2019-01-25T00:00:00.000","2019","180290802021006","745","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"194940"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","38.680398","-82.956699","2037 STATE ROUTE 3308","SOUTH SHORE","KY","41175","2019-01-01T00:00:00.000","2019","210890407001035","62070","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21576984"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","30.171296","-83.187964","21136 152ND ST","LIVE OAK","FL","32060","2019-01-01T00:00:00.000","2019","121219703011075","17891","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"5236620"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","37.906300","-80.417490","255 SAVANNAH QUARRY DRIVE","MAXWELTON","WV","24957","2016-08-23T00:00:00.000","2016","540259504001184","89190","1",,,"10 Mbps/1 Mbps",,,,"38068332"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","39.089395","-90.959743","2766 N US HIGHWAY 61","TROY","MO","63379","2019-01-01T00:00:00.000","2019","291138102022121","27509","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"14187912"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","36.809143","-83.828741","209 COAL PORT RD","ARTEMUS","KY","40903","2019-01-01T00:00:00.000","2019","211219307001020","62070","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21576984"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7267444","-84.882173","55 MARKSBERRY LN","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601012137","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7343898","-84.875093","3320 HWY 455","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601012139","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","32.827552","-83.084811","193 N RAILROAD ST","TOOMSBORO","GA","31090","2019-01-01T00:00:00.000","2019","133199604002041","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.865003","-74.674442","119 ROBWIL DR","FORT PLAIN","NY","13339","2015-12-31T00:00:00.000","2015","360570726003006","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.451203","-83.947110","476 LAKE LAUREL DR","DAHLONEGA","GA","30533","2019-01-01T00:00:00.000","2019","131879601011070","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","40.468209","-90.624155","14723 N 1300TH RD","MACOMB","IL","61455","2015-12-31T00:00:00.000","2015","171090110001127","56001","1",,,"10 Mbps/1 Mbps",,,,"27125766"
"CAF II","335220","AT&T INC.","WISCONSIN BELL","42.938610","-88.755359","W4427 STATE ROAD 106","FORT ATKINSON","WI","53538","2019-12-31T00:00:00.000","2019","550551009003086","24513","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"9070392"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","46.063541","-67.907540","97 SOMERVILLE RD","LINNEUS","ME","04730","2019-01-01T00:00:00.000","2019","230039529001045","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.152165","-96.096869","3426A INDIAN AVE","HULL","IA","51239","2019-12-31T00:00:00.000","2019","191670701004007","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"ACAM","220377","PINELAND TEL COOP","PINELAND TEL COOP","32.806529","-82.457459","3021 POLLETT RD","WADLEY","GA","30477","2017-09-18T00:00:00.000","2017","131639604004147","1987","1",,,"1 Gbps/500 Mbps",,,,"4489915.56"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","40.214255","-85.165704","3501 N 1000 W","PARKER CITY","IN","47368","2016-03-21T00:00:00.000","2016","181359515004051","59894","1",,,"10 Mbps/1 Mbps",,,,"22815084"
"CAF II","285184","AT&T INC.","SO CENTRAL BELL-MS","31.733329","-89.577447","196 SELLERS RD","COLLINS","MS","39428","2019-12-31T00:00:00.000","2019","280319501002046","133981","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"49772592"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","30.065730","-83.194810","236 NW PARADISE LN","MAYO","FL","32066","2019-01-01T00:00:00.000","2019","120679602002010","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.336600","-76.396177","2067 CODDINGTON RD","BROOKTONDALE","NY","14817","2019-08-15T00:00:00.000","2019","361090019002051","45610","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"17406372"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","43.775019","-76.158971","7441 MCHALE RD","HENDERSON","NY","13650","2016-03-17T00:00:00.000","2016","360450625001003","45610","1",,,"10 Mbps/1 Mbps",,,,"17406372"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","42.788859","-77.432752","4896 FAWN RDG","CANANDAIGUA","NY","14424","2015-12-31T00:00:00.000","2015","360690521002033","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.180512","-96.430516","3230A CHESTNUT AVE","ROCK VALLEY","IA","51247","2019-12-31T00:00:00.000","2019","191670704001087","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8477045","-84.7635497","375 SOUTHFORK RD","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021000","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","545170","AT&T INC.","PACIFIC BELL","39.452440","-121.248212","16945 DOLORES","BROWNSVILLE","CA","95919","2019-12-31T00:00:00.000","2019","061150411003004","141540","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"60240432"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","41.155069","-79.088094","11 DARRAH ST","BROOKVILLE","PA","15825","2019-01-01T00:00:00.000","2019","420659505002034","34807","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13001364"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7758899","-84.7604455","355 WILDWOOD CT","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","44.886746","-90.370038","W1179 COLBY FACTORY RD","COLBY","WI","54421","2019-12-31T00:00:00.000","2019","550199505003004","76735","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30983712"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.019210","-83.531450","15025 KY 66","MANCHESTER","KY","40962","2019-11-15T00:00:00.000","2019","210519506001045","62070","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"21576984"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7892402","-84.6993135","117 SOUTHRIDGE ESTATES","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021071","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","280453","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MS","31.448984","-89.740546","15 JOHNSON DR","BASSFIELD","MS","39421","2019-11-15T00:00:00.000","2019","280659502012078","2760","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"917400"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.76837760","-84.98832540","205 CUB LN","GALLATIN COUNTY","KY","41045","2019-10-18T00:00:00.000","2019","210779601012010","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7740006","-84.7650777","80 HUNTERS RIDGE","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"ACAM","290578","TELEPHONE AND DATA SYSTEMS, INC.","TELLICO TEL CO","35.733309","-87.955562","359 DEER CREEK RD","LINDEN","TN","37096","2019-09-19T00:00:00.000","2019","471359301002130","16290","1",,,"10 Mbps/1 Mbps",,,,"7176061.44"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","37.520208","-93.370342","4992 HIGHWAY 13","BOLIVAR","MO","65613","2019-01-01T00:00:00.000","2019","291679604002029","27509","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"14187912"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7270861","-84.8821768","75 MARKSBERRY LN","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601012137","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","43.934355","-92.917109","16309 700TH ST","HAYFIELD","MN","55940","2015-12-31T00:00:00.000","2015","270399504001007","46910","1",,,"10 Mbps/1 Mbps",,,,"26839288"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","40.586466","-81.367659","7401 HUFF RUN RD NE","MINERAL CITY","OH","44656","2016-04-18T00:00:00.000","2016","391570204002050","66592","1",,,"10 Mbps/1 Mbps",,,,"22927848"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","30.138298","-83.079331","15968 170TH PL","MC ALPIN","FL","32062","2019-01-01T00:00:00.000","2019","121219703011095","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","33.763676","-116.240788","39276 CALLE TONALA","INDIO","CA","92203","2015-12-31T00:00:00.000","2015","060650452281056","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","38.351740","-81.885950","90 WIMMERFIELD ROAD","SAINT ALBANS","WV","25177","2019-04-02T00:00:00.000","2019","540390137012026","89190","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"38068332"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7622001000","-84.9703558000","465 HWY 184","GALLATIN COUNTY","KY","41045","2019-11-15T00:00:00.000","2019","210779601012080","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.469857","-84.066810","69 MADISON CT","DAWSONVILLE","GA","30534","2019-01-01T00:00:00.000","2019","131879602011069","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","30.999760","-96.455230","3022 S FM 46","FRANKLIN","TX","77856","2019-01-01T00:00:00.000","2019","483959603002115","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.340674","-83.595593","392 HICKORY FLAT RD","GILLSVILLE","GA","30543","2019-01-01T00:00:00.000","2019","130119703001041","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","33.418912","-83.234046","1001 KAKIE PL","GREENSBORO","GA","30642","2019-01-01T00:00:00.000","2019","131339503011000","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7705648","-84.7736992","5360 HWY 16","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265182","AT&T INC.","SO CENTRAL BELL-KY","37.365956","-87.009388","3187 ROCKPORT CERALVO RD  UNIT  BLDG  FLR","ROCKPORT","KY","42369","2019-12-31T00:00:00.000","2019","211839207001177","84333","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30962544"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","43.806237","-92.801929","102 RAILWAY AVE NW","SARGEANT","MN","55973","2019-12-26T00:00:00.000","2019","270990012001041","46910","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"27551364"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.71757700","-84.27309500","1030 BUCKEYE HILLS RD","PENDLETON COUNTY","KY","41040","2019-07-05T00:00:00.000","2019","211919303002000","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","341037","CONSOLIDATED COMMUNICATIONS, INC.","IL CONSOLIDATED TEL","39.304066","-88.856272","1531 E 600 NORTH RD","LAKEWOOD","IL","62438","2016-12-01T00:00:00.000","2016","171739596001030","12079","1",,,"10 Mbps/1 Mbps",,,,"7061444"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","41.427856","-78.550548","533 E KAUL AVE","SAINT MARYS","PA","15857","2019-01-01T00:00:00.000","2019","420479513003001","34807","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13001364"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","38.414179","-121.274289","10987 CECATRA DRIVE","WILTON","CA","95693","2015-12-31T00:00:00.000","2015","060670094041002","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
