"entity_name","entity_number","entity_type","parent_entity_name","parent_entity_number","parent_entity_type","fcc_registration_number","status","fcc_form_498_form_number","fcc_form_498_status_date_time","form498_status","physical_address","physical_address_2","physical_city","physical_county","physical_state","physical_zipcode","physical_zipcode_ext","mailing_address","mailing_address_2","mailing_city","mailing_county","mailing_state","mailing_zipcode","mailing_zipcode_ext","phone_number","email","website_url","account_administrator_name","general_contact_name","latitude","longitude","user_entered_urban_rural_status","urban_rural_status","is_school_library_independent","private_school_district","public_school_district","esa_school_district","charter_school_district","c2_student_count_reporting_type","c2_district_student_count","c2_school_student_count","main_library_branch_school_district_name","main_library_branch_school_district_number","private_library_system","public_library_system","esa_consortium","non_profit_purchasing_group","state_wide","state_education_agency","state_library_agency_consortium","other_state_agency","fscs_key","fscs_seq","locale_code","square_footage","academic","bookmobile","kiosk","main_branch","new_construction_library","private_library","public_library","research","state_library_agency_library","tribal_library","state_school_code","state_lea_code","nces_public_state_code","nces_public_district_code","nces_public_building_code","nces_private_school_id","number_of_full_time_students","total_number_of_part_time_students","peak_number_of_part_time_students","number_of_nslp_students","community_eligibility_program_cep","cep_percentage","alternative_discount_method","does_this_organization_have_an_endowment","bie","charter_school","dormitory","esa_school","esa_school_district_with_no_schools","head_start","juvenile_justice","new_construction_school","pre_k","private_school","public_school","tribal_school","adult_education","swing_space","detention_center","general_use_school","entity_last_modified_by","last_updated_date"
"Imagine Cortez Park Schools","17027119","School District",,,,"0014101208","Active",,,,"3535 W Dunlap Ave",,"Phoenix","Maricopa","AZ","85051",,"3535 W Dunlap Ave",,"Phoenix","Maricopa","AZ","85051",,"602-589-9840",,,"Denise Kenney","Denise Kenney","33.566267","-112.134949",,,"No","No","Yes","No","Yes","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","divya.advani@usac.org","2022-01-31T12:31:00.000"
"Cohasset Street Elementary School","102797","School","Los Angeles Unified School District","143454","School District","0012769246","Active",,,,"15810 Saticoy St",,"Van Nuys","Los Angeles","CA","91406","3128","15810 Saticoy St",,"Van Nuys","Los Angeles","CA","91406","3128","818-787-2113",,,"Christian Ramos",,"34.207515","-118.477991","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"537","0","0","483","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","margaret.g.smith@lausd.net","2021-12-06T23:57:00.000"
"Sandown North Elementary School","230180","School","Timberlane Regional Sch Dst","121296","School District",,"Active",,,,"23 Stagecoach Road",,"Sandown","Rockingham","NH","03873",,"23 Stagecoach Road",,"Sandown","Rockingham","NH","03873",,"603-887-8505",,,"Ken Henderson",,"42.9515134","-71.2118528","Rural",,"No","No","No","No","No","A number for each school in the district",,"307",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"307","0","0","36","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","jill@e-ratestrategies.com","2021-01-13T22:06:00.000"
"Jimtown Elementary School","52129","School","Baugo Community School Dist","130362","School District","0002904274","Active",,,,"58901 County Road 3",,"Elkhart","Elkhart","IN","46517","9303","58901 County Road 3",,"Elkhart","Elkhart","IN","46517","9303","219-522-0379","dwolford@baugo.org",,"David Wolford",,"41.6393958","-86.02204580000001","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","1705","2260","18","420","89",,"418","0","0","207","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","erate@niesc.k12.in.us","2020-11-20T12:13:00.000"
"Victor Junior High School","15766","School","Victor Central School District","124969","School District","0012370953","Active",,,,"953 High St",,"Victor","Ontario","NY","14564","1168","953 High St",,"Victor","Ontario","NY","14564","1168","716-924-3252","LubaszewskiL@Victorschools.org",,"Penny Johnston",,"42.994239","-77.415292","Urban",,"No","No","No","No","No","A number for each school in the district",,"657",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","431701060002","060002",,,,,"657","0","0","109","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","kbuirch@edutech.org","2022-08-25T13:56:00.000"
"Excel Academy Charter School- East Boston","16063659","School","Excel Academy Charter School - District Office","16063656","School District",,"Active",,,,"58 Moore Street",,"East Boston","Suffolk","MA","02128",,"58 Moore Street",,"East Boston","Suffolk","MA","02128",,"617-561-1371",,,"Andrew Solomon",,"42.38270199999999","-71.018783","Urban",,"No","No","No","No","No","A number for each school in the district",,"244",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"244","0","0","184","No",,"Survey",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","melissa@garbercg.com","2020-11-21T08:30:00.000"
"North Webster Junior High School","81401","School","Webster Parish School District","139303","School District",,"Active",,,,"6041 Hwy 2",,"Sarepta","Webster","LA","71071",,"Po Box 220",,"Sarepta","Webster Parish","LA","71071","0220","318-847-4301",,,"David Griffith",,"32.900913","-93.446748","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"447","0","0","342","Yes","0.4768",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","teril@eratesupport.org","2020-11-20T11:36:00.000"
"Palos Verdes Peninsula Un Dist","143489","School District","Cenic-Corporation For Education Network Initiatives In California","225495","Consortium","0014988828","Active","443021874","2019-10-29T12:56:00.000","Certified","375 Via Almar",,"Pls Verdes Estates","Los Angeles","CA","90274","1119","375 Via Almar",,"Pls Verdes Estates","Los Angeles","CA","90274","1119","310-750-2051","terronesb@pvpusd.net",,"Eric Chudabala","Eric Chudabala","33.800684","-118.396018",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","chudabalae@pvpusd.net","2021-12-07T18:19:00.000"
"Fall Creek High School","62995","School","Fall Creek School District","133375","School District","0450000481","Active",,,,"336 E Hoover Ave",,"Fall Creek","Eau Claire","WI","54742","9625","336 E Hoover Ave",,"Fall Creek","Eau Claire","WI","54742","9625","715-877-2809",,,"Joseph Sanfelippo",,"44.758235","-91.270524","Rural",,"No","No","No","No","No","A number for each school in the district",,"231",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"231","0","0","54","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","cindykolpien@fallcreek.k12.wi.us","2020-11-20T15:22:00.000"
"Ledge Street Elementary School","3262","School","Nashua School District","120908","School District","0013791959","Active",,,,"139 Ledge St",,"Nashua","Hillsborough","NH","03060","3073","139 Ledge St",,"Nashua","Hillsborough","NH","03060","3073","603-966-1023","farrenkopfr@nashua.edu",,"Greg Rodriguez",,"42.755676","-71.484802","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"498",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,"33","04980","320",,"498","0","0","363","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Commitment Batch Update 2019","2021-01-13T21:24:00.000"
"Westview Elementary School","52259","School","Westview School Corp","130392","School District","0002895266","Active",,,,"1715 S 600 W",,"Topeka","Lagrange","IN","46571","9737","1715 S 600 W",,"Topeka","Lagrange","IN","46571","9737","219-768-7717","sizemorer@westview.k12.in.us","https://www.westview.k12.in.us","Randy Sizemore",,"41.615584","-85.540645","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","3702","4525","18","13110","2365",,"397","0","0","124","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","erate@niesc.k12.in.us","2020-11-20T13:55:00.000"
"Shipshewana-Scott Elem School","52245","School","Westview School Corp","130392","School District","0002895266","Active",,,,"Middlebury St 217",,"Shipshewana","Lagrange","IN","46565",,"Po Box 217",,"Shipshewana","Lagrange","IN","46565","0217","219-768-4158","sizemorer@westview.k12.in.us","https://www.westview.k12.in.us","Randy Sizemore",,"41.676161","-85.605077","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","3714","4525","18","13110","2077",,"380","0","0","118","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","erate@niesc.k12.in.us","2020-11-20T13:55:00.000"
"Eisenhower Junior High School","69114","School","Schaumburg School District 54","135475","School District",,"Active",,,,"800 W Hassell Rd",,"Hoffman Estates","Cook","IL","60169",,"800 W Hassell Rd",,"Hoffman Estates","Cook","IL","60169",,"847-885-6760",,,"Tammie Rooney",,"42.063624","-88.099559","Urban",,"No","No","No","No","No","A number for each school in the district",,"626",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"626","0","0","149","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","meg.serke@erateportal.com","2020-11-20T16:07:00.000"
"West Central Education Center","17010604","Non-Instructional Facility (Nif)","Eminence Community School Corporation","130233","School District",,"Active",,,,"117 East Montgomery Street",,"Francesville",,"IN","47946",,"117 East Montgomery Street",,"Francesville",,"IN","47946",,"765-653-2727",,,"Michele Tracy",,"40.985009","-86.881142",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2022-01-31T11:35:00.000"
"Campanelli Elementary School","69089","School","Schaumburg School District 54","135475","School District",,"Active",,,,"310 S Springinsguth Rd",,"Schaumburg","Cook","IL","60193","1209","310 S Springinsguth Rd",,"Schaumburg","Cook","IL","60193","1209","847-301-2135",,,"Tammie Rooney",,"42.019626","-88.119372","Urban",,"No","No","No","No","No","A number for each school in the district",,"548",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0501605402005",,,,,,"548","0","0","53","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","meg.serke@erateportal.com","2020-11-20T15:59:00.000"
"San Domenico Lower School","109659","School","San Domenico District","17012598","School District",,"Active",,,,"1500 Butterfield Rd",,"San Anselmo","Marin","CA","94960","1057","1500 Butterfield Rd",,"San Anselmo","Marin","CA","94960","1057","415-454-0200",,,"Jason Clarke",,"38.016242","-122.584997","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"360",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"360","0","0","7","No",,"None",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","thowe@learningtech.org","2020-11-20T12:53:00.000"
"Ashland Ridge Elementary School","16051247","School","Ankeny Community School Dist","131813","School District",,"Active",,,,"2600 Nw Ash Dr",,"Ankeny","Polk","IA","50023",,"2600 Nw Ash Dr",,"Ankeny","Polk","IA","50023",,"515-965-9594",,,"Jackie Black",,"41.753024","-93.611587","Urban",,"No","No","No","No","No","A number for each school in the district",,"780",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"780","0","0","69","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","erin@eratecomplete.com","2021-12-07T11:09:00.000"
"La Center Elementary School","116290","School","La Center School District 101","145355","School District",,"Active",,,,"700 E 4th St",,"La Center","Clark","WA","98629","5507","Po Box 1810",,"La Center","Clark County","WA","98629",,"360-263-2134",,,"Dan Bentson",,"45.861685","-122.663714","Rural","Rural","No","No","No","No","No","A number for each school in the district",,"746",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"746","0","0","175","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","pauljkarlin@outlook.com","2021-12-07T14:27:00.000"
"Heards Ferry Elementary School","33118","School","Fulton County School District","127322","School District",,"Active",,,,"6151 Powers Ferry Rd Nw",,"Sandy Springs","Cobb","GA","30339","4730","6151 Powers Ferry Rd Nw",,"Sandy Springs","Cobb","GA","30339","4730","770-933-6190",,,"Emily Bell",,"33.908819","-84.426716","Urban",,"No","No","No","No","No","A number for each school in the district",,"801",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"801","0","0","26","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","aarauz@csmcentral.com","2020-11-20T10:34:00.000"
"The Lakeview School","16033717","School","New Jersey Institute For Disabilities","16033718","School District",,"Active",,,,"10 Oak Drive",,"Edison","Middlesex","NJ","08837",,"10 Oak Drive",,"Edison","Middlesex","NJ","08837",,"732-549-6187",,,"Robert Gross",,"40.5525644","-74.3430266","Urban",,"No","No","No","No","No","A number for each school in the district",,"169",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"169","0","0","135","No",,"Survey",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","EPC System","2020-10-18T10:40:00.000"
"Mccowan Middle School","16042750","School","Desoto Indep School District","140494","School District",,"Active",,,,"1500 Majestic Meadows Dr",,"Glenn Heights","Dallas","TX","75154","8762","1500 Majestic Meadows Dr",,"Glenn Heights","Dallas","TX","75154","8762","972-274-8090","gabrielle.lemonier@desotoisd.org",,"Shon Joseph",,"32.563406","-96.881558","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"898",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","043","057906",,,,,"898","0","0","721","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mvanpatten@kelloggllc.com","2022-08-25T08:13:00.000"
"Tuloso-Midway Intermediate School","91257","School","Tuloso-Midway Indepependent School District","141631","School District",,"Active",,,,"1921 Overland Trl",,"Corpus Christi","Nueces","TX","78410","1855","Po Box 10900",,"Corpus Christi","Nueces County","TX","78460","0900","361-903-6550","amorales@tmisd.us",,"Orlando Garza",,"27.818132","-97.550626","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"835",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","178912104","178912",,,,,"830","0","0","820","Yes","0.6173",,,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","chris.harris@esc2.us","2021-12-07T11:31:00.000"
"Pittston Area Middle School","19488","School","Pittston Area School District","126011","School District","0012665600","Active",,,,"120 New St",,"Pittston","Luzerne","PA","18640",,"120 New St",,"Pittston","Luzerne","PA","18640",,"717-655-2927","noemail@noemail.com",,,,"41.33273","-75.776918","Urban",,"No","No","No","No","No","A number for each school in the district",,"1073",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"1034","0","0","562","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","bhamilton@eratespecialist.org","2020-11-20T14:01:00.000"
"Lindsay Middle School","25678","School","Hampton City School District","126534","School District",,"Active",,,,"1636 Briarfield Rd",,"Hampton","Hampton City","VA","23661","1042","1636 Briarfield Rd",,"Hampton","Hampton City","VA","23661","1042","757-825-4560",,,"Ashley Ranger",,"37.018433","-76.398469","Urban",,"No","No","No","No","No","A number for each school in the district",,"557",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","450","112",,,,,"571","0","0","571","Yes","1","None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","aranger@hampton.k12.va.us","2020-11-20T10:51:00.000"
"San Mateo Unified High School District- Annex","17019550","Non-Instructional Facility (Nif)","San Mateo Un High Sch District","144161","School District",,"Active",,,,"839 Hinckley Road",,"Burlingame","San Mateo","CA","94010",,"839 Hinckley Road",,"Burlingame","San Mateo","CA","94010",,"650-558-2413",,,"Simon Bettis",,"37.598044","-122.368066",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","bramirez@infinitycomm.com","2021-12-07T20:22:00.000"
"Devereux Georgia Treatment","32616","School","Devereux Advanced Behavioral Health Fka Devereux Foundation","228723","Consortium","0012007001","Active",,,,"1291 Stanley Rd Nw",,"Kennesaw","Cobb","GA","30152","4359","1291 Stanley Rd Nw",,"Kennesaw","Cobb","GA","30152","4359","770-427-0147",,,"Kelly Epstein","Kelly Epstein","33.9871792","-84.6089899","Urban",,"Yes","No","No","No","No",,,"121",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"134","0","0","121","No",,"None",,"No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","belinda.hooper@gdit.com","2020-11-20T12:57:00.000"
"Jimtown Jr High School","52130","School","Baugo Community School Dist","130362","School District","0002904274","Active",,,,"58903 County Road 3",,"Elkhart","Elkhart","IN","46517","9303","58903 County Road 3",,"Elkhart","Elkhart","IN","46517","9303","219-294-6586","dwolford@baugo.org",,"David Wolford",,"41.6393643","-86.0220453","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","1703","2260","18","420","91",,"287","0","0","137","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","erate@niesc.k12.in.us","2020-11-20T12:13:00.000"
"Kingsley Area Schools","131618","School District","Micta","16024867","Consortium","0014025043","Active","443010282","2016-09-07T09:27:00.000","Approved","402 Fenton",,"Kingsley","Grand Traverse","MI","49649",,"402 Fenton",,"Kingsley","Grand Traverse","MI","49649",,"231-263-5261",,,"Nicole Darby","Nicole Darby","44.581228","-85.540243",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","annisha.jones@usac.org","2021-02-11T14:42:00.000"
"Union-North United School District","130370","School District","Jesse Special Education Center","130386","Consortium","0002895555","Active",,,,"22601 Tyler Rd",,"Lakeville","St Joseph","IN","46536","9733","22601 Tyler Rd",,"Lakeville","St Joseph","IN","46536","9733","574-784-8141","jnace@unorth.k12.in.us","http://www.unorth.k12.in.us","Jeff Allen","Jeff Allen","41.477365","-86.296605",,,"No","No","Yes","No","No","One number for my whole district","1281",,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","7215","7215","18","11910",,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","erate@niesc.k12.in.us","2020-11-20T13:52:00.000"
"Russell Elementary School","32353","School","Cobb County School District","127276","School District","0013048814","Active",,,,"3920 S Hurt Rd Sw",,"Smyrna","Cobb","GA","30082","3521","3920 S Hurt Rd Sw",,"Smyrna","Cobb","GA","30082","3521","770-437-5937","russell@cobbk12.org",,"Sinneshia Byrdsong",,"33.858256","-84.56931","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","3067","633",,,,,"591","0","0","414","No",,"None",,"No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","No","No","julie.aronson@cobbk12.org","2022-08-25T12:38:00.000"
"Silicon Valley International School","17019884","School District",,,,"0029048659","Active","443027133","2020-01-09T02:04:00.000","Approved","151 Laura Lane",,"Palo Alto","Santa Clara","CA","94303",,"151 Laura Lane",,"Palo Alto","Santa Clara","CA","94303",,"650-251-8500",,,"Mathieu Farrugia","Mathieu Farrugia","37.452239","-122.125132",,,"No","Yes","No","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","kweiss@erategroup.com","2020-11-20T14:32:00.000"
"Blythe Street Elementary Sch","102535","School","Los Angeles Unified School District","143454","School District","0012769741","Active",,,,"18730 Blythe St",,"Reseda","Los Angeles","CA","91335","1801","18730 Blythe St",,"Reseda","Los Angeles","CA","91335","1801","818-345-4066","email@notprovided.com",,"Christian Ramos",,"34.213824","-118.541496","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"367","0","0","326","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","margaret.g.smith@lausd.net","2021-12-06T22:41:00.000"
"Baldwin County Virtual Elementary School","17026085","School",,,,,"Active",,,,"605a U.S. Hwy 98",,"Daphne","Baldwin","AL","36526",,"605a U.S. Hwy 98",,"Daphne","Baldwin","AL","36526",,"251-607-5628",,,,,"30.582291","-87.899163","Rural",,"No","No","No","No","No","A number for each school in the district",,"300",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0182","002",,,,,"1671",,,"858","No",,"None",,"No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","No","No",,"2021-01-14T14:59:00.000"
"Maintenance","16031362","Non-Instructional Facility (Nif)","Cobb County School District","127276","School District",,"Active",,,,"560 Glover Street",,"Marietta","Cobb","GA","30060",,"560 Glover Street",,"Marietta","Cobb","GA","30060",,"440-426-3355",,,"Sinneshia Byrdsong",,"33.938297","-84.536786",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","susan.hall@cobbk12.org","2022-08-25T12:38:00.000"
"Fishburn Park Elementary School","25990","School","Roanoke City Public Schools","126573","School District",,"Active",,,,"3057 Colonial Ave Sw",,"Roanoke","Roanoke City","VA","24015","4705","3057 Colonial Ave Sw",,"Roanoke","Roanoke City","VA","24015","4705","540-853-2931",,,"Dan Lyons",,"37.248449","-79.97177769999999","Urban",,"No","No","No","No","No","A number for each school in the district",,"305",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","0380","124",,,,,"305","0","0","305","Yes","0.6564",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","dmkriete@gmail.com","2020-11-21T12:50:00.000"
"Arickaree School District R 2","142278","School District","East Central Boces","142296","Consortium","0020652822","Active","443016292","2018-11-16T02:00:00.000","Approved","12155 County Road Nn",,"Anton","Washington","CO","80801","9601","12155 County Road Nn",,"Anton","Washington","CO","80801","9601","970-383-2202",,,"Sara Walkinshaw",,"39.745111","-103.0287735",,,"No","No","No","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","john.weismiller@gdit.com","2020-11-04T13:51:00.000"
"Seashore Learning Center","160437","School","Seashore Charter Schools","17002829","School District","0014389258","Active",,,,"15801 S Padre Island Dr",,"Corpus Christi","Nueces","TX","78418","6503","15801 S Padre Island Dr",,"Corpus Christi","Nueces","TX","78418","6503","361-949-1222",,,"Claudia Detore",,"27.587892","-97.224396","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"277",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","178808101","178808",,,,,"275","0","0","0","No",,"None",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","chris.harris@esc2.us","2021-12-07T11:39:00.000"
"Butler County Middle School","45519","School","Butler County School District","128988","School District",,"Active",,,,"505 N Ward Ave",,"Morgantown","Butler","KY","42261",,"505 N Ward Ave",,"Morgantown","Butler","KY","42261",,"502-526-5647",,,"Jimmy Felty",,"37.231265","-86.682112","Rural",,"No","No","No","No","No","A number for each school in the district",,"482",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"482","0","0","282","No",,"Survey",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2020-11-20T09:08:00.000"
"Naramake Elementary School","6354","School","Norwalk Public Schools","122620","School District","0012969127","Active",,,,"16 King St",,"Norwalk","Fairfield","CT","06851","5429","16 King St",,"Norwalk","Fairfield","CT","06851","5429","203-899-2900",,,"Ralph Valenzisi",,"41.120485","-73.389993","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"388","0","0","205","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","msagnella@erateportal.com","2020-11-20T09:05:00.000"
"Columbus Magnet School","6361","School","Norwalk Public Schools","122620","School District","0012968756","Active",,,,"46 Concord St",,"Norwalk","Fairfield","CT","06854","2904","46 Concord St",,"Norwalk","Fairfield","CT","06854","2904","203-899-2840",,,"Ralph Valenzisi",,"41.093448","-73.421513","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"347","0","0","153","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","msagnella@erateportal.com","2020-11-20T09:05:00.000"
"Metro Sch Dist Of Shakamak","130644","School District","Southern Indiana Education Service Center","225818","Consortium","0002869527","Active","443001086","2017-08-08T12:51:00.000","Approved","9233 Shakamak School Road",,"Jasonville","Greene","IN","47438",,"9233 Shakamak School Road",,"Jasonville","Greene","IN","47438",,"812-665-3550",,,"Jeff Gambill","Jeff Gambill","39.159466","-87.214938",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","trejhana.lee@usac.org","2020-11-20T12:24:00.000"
"Covillaud Elementary School","111960","School","Marysville Jt Unif School Dist","144623","School District",,"Active",,,,"629 F St",,"Marysville","Yuba","CA","95901","5404","629 F St",,"Marysville","Yuba","CA","95901","5404","530-741-6121","bwilliams@mjusd.k12.ca.us",,"Bryan Williams",,"39.141538","-121.59208","Urban","Urban","No","No","No","No","No","A number for each school in the district",,"519",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"519","0","0","498","Yes","0.5997",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","bwilliams@mjusd.k12.ca.us","2022-08-25T11:55:00.000"
