"company","customer_service","carrier_type","city","carrier_state","zip_code","county","website"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet","Colebrook","NH","03576","Coos","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Life Wireless","888-543-3620","ACP Mobile Internet","Gainesville","AL","35464","Greene,Sumter","https://www.lifewireless.com"
"Frontier Communications","800-921-8101","Wireline","Seminole","FL","33776","Pinellas","https://frontier.com/discountprograms/LifelineProgram"
"Access Wireless","866-594-3644","Wireless","McCausland","IA","52756","Scott","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Finneytown","OH","45215","Hamilton","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Skamokawa Valley","WA","98612","Wahkiakum","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Duluth","GA","30071","Gwinnett","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"TAG Mobile, LLC","866-959-4918","Wireless","Fortescue","MO","64437","Holt","http://www.tagmobile.com/site/index.aspx"
"Access Wireless","866-594-3644","Wireless","Hebron","IL","60034","McHenry","https://www.accesswireless.com/"
"Pioneer Cellular Network Partnership","888-782-2667","Wireline","Watonga","OK","73772","Blaine","https://gopioneer.com/"
"Global Connection of America","877-511-3009","Wireline","Port Isabel","TX","78566","Cameron","http://www.connectwithglobal.com/lifeline.html"
"Frontier Communications","800-921-8101","Wireline","Lakeridge","NV","89413","Douglas","https://frontier.com/discountprograms/LifelineProgram"
"C Spire Wireless","855-277-4735","Wireless","Courtland","MS","38620","Panola","https://www.cspire.com/company_info/about/programs/lifeline_assistance.jsp"
"Q Link Wireless","855-754-6543","Wireless","Grand Coteau","LA","70584","St. Landry","https://qlinkwireless.com/"
"TerraCom Wireless","877-351-4747","Wireless","Southlake","TX","76248","Tarrant","https://www.terracomwireless.com/lifeline-free-plans.php"
"Access Wireless","866-594-3644","Wireless",,"CA","93790",,"https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Becker","MN","55309","Sherburne","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Life Wireless","888-543-3620","ACP Mobile Internet","Monterey","VA","24465","Highland","https://www.lifewireless.com"
"Yondoo Broadband, LLC","877-384-4924","ACP Home Internet","Medill","MO","63445","Clark","http://www.yondoobb.com/"
"Assurance Wireless","888-898-4888","Wireless","Rowley","IA","52329","Buchanan","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Palm Springs","CA","92241","Riverside","https://www.accesswireless.com/"
"Access Wireless","866-594-3644","Wireless","Aucilla","FL","32344","Jefferson","https://www.accesswireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Lake Bosworth","WA","98252","Snohomish","https://qlinkwireless.com/"
"Assurance Wireless","888-898-4888","Wireless",,"LA","70654","Allen","http://www.assurancewireless.com"
"C Spire Wireless","855-277-4735","Wireless","New Hamilton","MS","39746","Monroe","https://www.cspire.com/company_info/about/programs/lifeline_assistance.jsp"
"Truconnect","800-430-0443","Wireless","Seven Oaks","TX","77351","Polk","http://www.truconnect.com/lifeline/freephone/signup"
"Assurance Wireless","888-898-4888","Wireless","Toeterville","IA","50472","Mitchell,Worth","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Hide-A-Way Hills","OH","43107","Fairfield,Hocking,Perry","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Akron","OH","44313","Summit","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Windsor","FL","32963","Indian River","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","Woodridge","IL","60446","Will","https://www.lifewireless.com/"
"Amerimex Communications","888-224-3213","Wireless","Ochlocknee","GA","31773","Grady,Thomas","https://safetynetwireless.com/how-to-qualify/"
"Wittenberg Cable TV Company","715-253-2111","ACP Home Internet","Rock Springs","WI","53961","Sauk","https://www.cirrinity.net"
"Access Wireless","866-594-3644","Wireless","Marietta","OK","73448","Love","https://www.accesswireless.com/"
"CellSpan","844-235-7726","Wireless","Tolchester","MD","21620","Kent,Queen Anne's",
"enTouch Wireless","866-488-8719","Wireless","White Oak","TX","75693","Gregg","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Access Wireless","866-594-3644","Wireless","Palm Coast","FL","32136","Flagler,Volusia","https://www.accesswireless.com/"
"Tag Mobile","866-959-4918","Wireless",,"TX","77426","Austin,Washington","https://www.tagmobile.com/"
"Life Wireless","888-543-3620","Wireless","Hillsborough","CA","94402","San Mateo","https://www.lifewireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Abram","TX","78576","Hidalgo","https://qlinkwireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Dooms","VA","22980","Augusta,Waynesboro","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Alamo","TN","38001","Crockett","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"enTouch Wireless","866-488-8719","Wireless","New Berlin","TX","78121","Guadalupe,Wilson","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"AT&T","800-288-2020","Wireline","San Antonio","TX","78257","Bexar","https://www.att.com/gen/general?pid=22888"
"True Wireless","877-412-1919","Wireless","Tulsa","OK","74021","Rogers,Tulsa,Washington","https://gotruewireless.com/"
"AT&T","800-288-2747","Wireline",,"CA","94562",,"https://www.att.com/gen/general?pid=22888"
"Boomerang Wireless","866-488-8719","Wireless","Fort Thomas","KY","41071","Campbell","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Sagebrush Cellular","800-636-6680","Wireless","Nashua","MT","59248","Valley","http://www.nemont.net/telephone-assistance.php"
"Access Wireless","866-594-3644","Wireless","Mineral Ridge","OH","44446","Trumbull","https://www.accesswireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Celina","TX","76258","Denton,Grayson","https://www.standupwireless.com/learn/"
"True Wireless","877-412-1919","Wireless","Greenbelt","MD","20740","Prince George's","https://gotruewireless.com/"
"Safelink Wireless","800-723-3546","Wireless","New Brighton","MN","55112","Ramsey","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Blue Casa","800-360-1902","Wireline","Westminster","CA","92655","Orange","http://www.bluecasa.com/en/home_phone/california_lifeline"
"Life Wireless","888-543-3620","ACP Mobile Internet","Palm Shores","FL","32935","Brevard","https://www.lifewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Clear Lake","WI","54005","Barron,Dunn,Polk,St. Croix","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"AT&T","855-301-0355","Wireline","Lake Barrington","IL","60021","Lake,McHenry","https://www.att.com/gen/general?pid=22888"
"Q Link Wireless","855-754-6543","Wireless","St. Anthony","MN","55421","Anoka,Hennepin,Ramsey","https://qlinkwireless.com/"
"GCI","800-800-4800","Wireless","Newtok","AK","99559","Bethel","https://www.gci.com"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Goldenrod","FL","32792","Orange,Seminole","https://www.breezeline.com/"
"Mobile Nation","877-732-2147","Wireless",,"TN","38346",,"https://www.mobilenationlifeline.com/"
"Access Wireless","866-594-3644","Wireless","Schoolcraft","MI","49087","Kalamazoo,Van Buren","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","Columbia","CA","95370","Tuolumne","https://www.lifewireless.com/"
"Windstream Communications","800-347-1991","Wireline","Fayette","IA","52142","Fayette","https://www.windstream.com"
"Access Wireless","866-594-3644","Wireless","Richfield","NE","68059","Sarpy","https://www.accesswireless.com/"
"Safetynet Wireless","888-224-3213","Wireless","March ARB","CA","92508","Riverside","https://safetynetwireless.com/how-to-qualify/"
"FMTI","208-452-2000","ACP Home Internet","Canyon City","OR","97845","Grant","https://www.fmtc.com"
"Q Link Wireless","855-754-6543","Wireless","Cannonsburg","KY","41102","Boyd,Greenup","https://qlinkwireless.com/"
"AT&T","800-288-2747","Wireline","Crestline","CA","92325","San Bernardino","https://www.att.com/gen/general?pid=22888"
"Safelink Wireless","800-723-3546","Wireless","Marysville","MI","48079","St. Clair","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Wittenberg Cable TV Company","715-253-2111","ACP Home Internet","Abrams","WI","54101","Oconto","https://www.cirrinity.net"
"Assurance Wireless","888-898-4888","Wireless","Brookridge","FL","34613","Hernando","http://www.assurancewireless.com"
"Windstream Communications","800-347-1991","Wireline","Lexington-Fayette","KY","40509","Fayette","https://www.windstream.com"
"Windstream Communications","800-347-1991","Wireline","Milburn","OK","73450","Johnston","https://www.windstream.com"
"Q Link Wireless LLC","855-754-6543","Wireless","Lochbuie","CO","80642","Adams,Weld","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Klickitat","WA","98635","Klickitat","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Windstream Communications","800-347-1991","Wireline","Rices Landing","PA","15357","Greene","https://www.windstream.com"
"Assurance Wireless","888-898-4888","Wireless",,"PA","18710",,"http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Rogers","AR","72745","Benton","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless",,"GA","30099",,"https://www.accesswireless.com/"
"Truconnect","800-430-0443","Wireless","Denton","TX","76226","Denton","http://www.truconnect.com/lifeline/freephone/signup"
"Life Wireless","888-543-3620","Wireless","Westover Hills","TX","76107","Tarrant","https://www.lifewireless.com/"
"AT&T Mobility","800-377-9450","Wireless","North Bend","OR","97420","Coos","http://www.wireless.att.com/learn/articles-resources/community-support/lifeline-link-up.jsp"
"Truconnect","800-430-0443","Wireless","Lake Elsinore","CA","92570","Riverside","http://www.truconnect.com/lifeline/freephone/signup"
"Tag Mobile","866-959-4918","Wireless",,"PA","19244",,"https://www.tagmobile.com/"
"Access Wireless","866-594-3644","Wireless","Coy","AR","72046","Jefferson,Lonoke,Pulaski","https://www.accesswireless.com/"
"True Wireless","877-412-1919","Wireless","Foreman","AR","71836","Little River","https://gotruewireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Lake in the Hills","IL","60013","Lake,McHenry","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"FMTI","208-452-2000","ACP Home Internet",,"OR","97406","Curry","https://www.fmtc.com"
"Air Voice Wireless","877-247-7799","Wireless","Akron","OH","44333","Medina,Summit","http://feelsafewireless.com/DesktopMichigan.aspx"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Philadelphia","PA","19139","Philadelphia","https://www.breezeline.com/"
"Safelink Wireless","800-723-3546","Wireless","Glencoe","OH","43718","Belmont","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Life Wireless","888-543-3620","Wireless","Enid","OK","73703","Garfield","https://www.lifewireless.com/"
"Tritech Wireless, LLC","877-704-5538","ACP Home Internet",,"FL","34106",,"https://www.tritechwireless.com"
"Liberty Mobile Wireless","855-566-1776","ACP Mobile Internet","Buckeye","AZ","85337","Maricopa","https://www.libertymobileinc.com"
"Life Wireless","888-543-3620","ACP Mobile Internet","White Springs","FL","32096","Columbia,Hamilton,Suwannee","https://www.lifewireless.com"
"Safelink Wireless","800-723-3546","Wireless","San Carlos","CA","94065","San Mateo","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Boomerang Wireless","866-488-8719","Wireless","East Fultonham","OH","43701","Muskingum","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Access Wireless","866-594-3644","Wireless","The Hills","TX","78738","Travis","https://www.accesswireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Smithers","WV","25036","Fayette,Kanawha","https://www.breezeline.com/"
"Assurance Wireless","888-898-4888","Wireless",,"TX","76468",,"http://www.assurancewireless.com"
"Haviland Telephone Co","620-862-5211","Wireline","Haviland","KS","67059","Edwards,Kiowa,Pratt","http://portal.havilandtelco.com/lifeline"
"Access Wireless","866-594-3644","Wireless",,"NE","68139",,"https://www.accesswireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Island Park","ID","83433","Fremont","https://www.lifewireless.com"
"StandUP Wireless","800-544-4441","Wireless","Allouez","WI","54301","Brown","https://www.standupwireless.com/learn/"
"Life Wireless","888-543-3620","Wireless","Gaithersburg","MD","20886","Montgomery","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Biloxi","MS","39534","Harrison","https://www.accesswireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Fishers","IN","46037","Hamilton","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Seacliff","CA","95003","Santa Cruz","http://www.assurancewireless.com"
"Q Link Wireless","855-754-6543","Wireless","Oklahoma City","OK","73112","Oklahoma","https://qlinkwireless.com/"
"Windstream Communications","800-347-1991","Wireline","Varnell","GA","30721","Murray,Whitfield","https://www.windstream.com"
"Boomerang Wireless","866-488-8719","Wireless","Mills","WY","82601","Natrona","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"TerraCom Wireless","877-351-4747","Wireless","Vermillion","MN","55033","Dakota,Goodhue,Washington","https://www.terracomwireless.com/lifeline-free-plans.php"
"Safelink Wireless","800-723-3546","Wireless","Edmondson","AR","72332","Crittenden","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Boomerang Wireless LLC","866-488-8719","Wireless","Squirrel Mountain Valley","CA","93240","Kern","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Safelink Wireless","800-723-3546","Wireless","Harrisburg","PA","17102","Dauphin","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"enTouch Wireless","866-488-8719","Wireless","Victoria","TX","77901","Victoria","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Safelink Wireless","800-723-3546","Wireless","Wacousta","MI","48820","Clinton","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Amerimex Communications","888-224-3213","Wireless","Hopkinsville","KY","42262","Christian","https://safetynetwireless.com/how-to-qualify/"
"Wittenberg Cable TV Company","715-253-2111","ACP Home Internet","Rice Lake","WI","54868","Barron,Rusk,Washburn","https://www.cirrinity.net"
"Assurance Wireless","888-898-4888","Wireless","Nedrow","NY","13120","Onondaga","http://www.assurancewireless.com"
"Q Link Wireless","855-754-6543","Wireless","Broussard","LA","70518","Iberia,Lafayette,St. Martin","https://qlinkwireless.com/"
"Boomerang Wireless LLC","866-488-8719","Wireless","Irvine","CA","92614","Orange","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Air Voice Wireless","877-247-7799","Wireless","Chewton","PA","16157","Beaver,Lawrence","http://feelsafewireless.com/DesktopMichigan.aspx"
"Life Wireless","888-543-3620","Wireless","Lampasas","TX","76550","Burnet,Lampasas","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Kansas City","MO","64192","Jackson","https://www.accesswireless.com/"
"Assurance Wireless","888-898-4888","Wireless","Adams Center","NY","13606","Jefferson","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Pleasant Dale","NE","68423","Seward","https://www.accesswireless.com/"
"AT&T","800-288-2747","Wireline","Mabie","CA","96122","Plumas","https://www.att.com/gen/general?pid=22888"
"enTouch Wireless","866-488-8719","Wireless","Sammy Martinez","TX","78582","Starr","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Farmers Telecommunications Cooperative","256-638-2144","Wireline","Henagar","AL","35968","DeKalb","http://farmerstel.com/phone/lifeline/"
"Assurance Wireless","888-898-4888","Wireless",,"DC","20370",,"http://www.assurancewireless.com"
"AT&T","800-288-2020","Wireline","Conroe","TX","77385","Montgomery","https://www.att.com/gen/general?pid=22888"
"TerraCom Wireless","877-351-4747","Wireless","Clinton","OK","73601","Custer,Washita","https://www.terracomwireless.com/lifeline-free-plans.php"
"Access Wireless","866-594-3644","Wireless","Manasota Key","FL","34223","Charlotte,Sarasota","https://www.accesswireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Dallas","TX","75211","Dallas","https://www.standupwireless.com/learn/"
"C Spire Wireless","855-277-4735","Wireless","Falkner","MS","38663","Benton,Tippah","https://www.cspire.com/company_info/about/programs/lifeline_assistance.jsp"
"Air Voice Wireless","877-247-7799","Wireless","Moosic","PA","18507","Lackawanna","http://feelsafewireless.com/DesktopMichigan.aspx"
"Q Link Wireless","855-754-6543","Wireless",,"WV","25517","Wayne","https://qlinkwireless.com/"
"Virginia Everywhere, LLC","888-217-7827","ACP Home Internet",,"VA","22581",,"https://www.allpointsbroadband.com"
"Tag Mobile","866-959-4918","Wireless","Woodlawn","MD","20737","Prince George's","https://www.tagmobile.com/"
"enTouch Wireless","866-488-8719","Wireless","Southworth","WA","98367","Kitsap","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Q Link Wireless","855-754-6543","Wireless","Flemington","MO","65650","Hickory,Polk","https://qlinkwireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Elizabethtown","IN","47232","Bartholomew,Jennings","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Ben Lomand Rural Telephone CooperativeCommunications","931-668-4131","Wireline","Altamont","TN","37305","Grundy","http://bltv.net/"
"Access Wireless","866-594-3644","Wireless","Hawthorn Woods","IL","60060","Lake","https://www.accesswireless.com/"
"Access Wireless","866-594-3644","Wireless","Northfield","MN","55057","Dakota,Rice","https://www.accesswireless.com/"
"AT&T","855-301-0355","Wireline","Saulsbury","TN","38067","Hardeman","https://www.att.com/gen/general?pid=22888"
"Webb-Dickens Telephone Corporation","800-741-8351","Wireline","Webb","IA","51366","Buena Vista,Clay","https://iub.iowa.gov/lifeline"
"Amerimex","888-900-8593","Wireless",,"PA","19178",,"https://safetynetwireless.com/how-to-qualify/"
"Assurance Wireless","888-898-4888","Wireless","South Lyon","MI","48178","Livingston,Oakland,Washtenaw","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless",,"WV","25529","Boone,Lincoln","http://www.assurancewireless.com"
"AT&T","855-301-0355","Wireline","Marion","NC","28761","Burke,McDowell,Rutherford","https://www.att.com/gen/general?pid=22888"
"Access Wireless","866-594-3644","Wireless","Ironton","MN","56455","Crow Wing","https://www.accesswireless.com/"
"AT&T","855-301-0355","Wireline","Farragut","TN","37772","Knox,Loudon","https://www.att.com/gen/general?pid=22888"
"True Wireless","877-412-1919","Wireless","Douglas","OK","73733","Garfield","https://gotruewireless.com/"
"Farmers Mutual Telephone Company","320-568-2105","ACP Home Internet",,"OR","97269",,"https://farmerstel.net"
"Safelink Wireless","800-723-3546","Wireless","Standard","IL","61326","Putnam","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless",,"VA","23870",,"https://www.accesswireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Sherman","MS","38869","Pontotoc","https://qlinkwireless.com/"
"Safetynet Wireless","888-224-3213","Wireless","Lancaster","CA","93534","Los Angeles","https://safetynetwireless.com/how-to-qualify/"
"E. Ritter Communications","888-336-4466","ACP Home Internet","Arlington","TN","38028","Fayette,Shelby","https://www.rittercommunications.com/"
"Loretto Telecom","931-853-4351","ACP Home Internet","Bean Station","TN","37708","Grainger","https://www.lorettotel.com"
"Tritech Wireless, LLC","877-704-5538","ACP Home Internet",,"FL","32906",,"https://www.tritechwireless.com"
"American Broadband & Telecommunications","866-966-2628","Wireless",,"OH","45647","Ross,Vinton","http://www.americanassistance.com/eligibility/"
"Cincinnati Bell","888-246-2355","Wireline","Williamstown","KY","41097","Grant,Pendleton","https://www.cincinnatibell.com/about-us/consumer-information/lifeline"
"Assurance Wireless","888-898-4888","Wireless","Union","OH","45371","Miami,Montgomery","http://www.assurancewireless.com"
"James Valley Cooperative Telephone Company","800-556-6525","Wireline","Hecla","SD","57446","Brown","http://jamesvalley.com/residential/home-phone/"
"Windstream Communications","800-347-1991","Wireline","Hilliard","FL","32046","Nassau","https://www.windstream.com"
"Safelink Wireless","800-723-3546","Wireless","Easton","CA","93706","Fresno","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Frontier Communications","800-921-8101","Wireline","Dayton","TX","77535","Chambers,Liberty","https://frontier.com/discountprograms/LifelineProgram"
"TDS Telecom/Communication Corporation of Indiana","888-225-5837","Wireline","Roachdale","IN","46172","Putnam","http://www.tdstelecom.com/About/Lifeline.aspx"
"SafetyNet Wireless","888-224-3213","Wireless",,"MI","49793","Chippewa,Mackinac","https://safetynetwireless.com/how-to-qualify/"
"TAG Mobile, LLC","866-959-4918","Wireless","Kansas City","MO","64126","Jackson","http://www.tagmobile.com/site/index.aspx"
"Cellcom","800-236-0055","Wireless","Port Edwards","WI","54457","Adams,Juneau,Wood","https://www.cellcom.com/"
"Life Wireless","888-543-3620","Wireless","Houston","TX","77063","Harris","https://www.lifewireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Riverview","FL","33598","Hillsborough,Manatee","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","Cameron","WI","54822","Barron","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless",,"CA","93776",,"https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Hobbs","NM","88240","Lea","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Q Link Wireless","855-754-6543","Wireless","Gnadenhutten","OH","44629","Tuscarawas","https://qlinkwireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Village of the Branch","NY","11787","Suffolk","https://www.breezeline.com/"
"Assurance Wireless","888-898-4888","Wireless","Stewartville","AL","35183","Coosa","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Bull Valley","IL","60097","McHenry","https://www.lifewireless.com/"
"enTouch Wireless","866-488-8719","Wireless","Jolly","TX","76310","Archer,Clay,Wichita","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"MetroNet","877-407-3224","ACP Home Internet","Guttenberg","IA","52052","Clayton,Dubuque","https://www.metroinc.com"
"Tempo Telecom, LLC","877-822-8501","Wireless","West Jordan","UT","84088","Salt Lake","https://mytempo.com/lifeline-wireless/"
"Boomerang Wireless","866-488-8719","Wireless","Pottery Addition","OH","43952","Jefferson","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Access Wireless","866-594-3644","Wireless","Tomball","TX","77377","Harris","https://www.accesswireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Blennerhassett","WV","26181","Wood","https://qlinkwireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Ivy","VA","22903","Albemarle,Charlottesville","https://www.lifewireless.com"
"Boomerang Wireless","866-488-8719","Wireless","Monroeville","PA","15148","Allegheny","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Q Link Wireless","855-754-6543","Wireless","La Paloma","TX","78586","Cameron","https://qlinkwireless.com/"
"Access Wireless","866-594-3644","Wireless",,"MD","21285",,"https://www.accesswireless.com/"
"Access Wireless","866-594-3644","Wireless","Coral Springs","FL","33067","Broward","https://www.accesswireless.com/"
"Dart Phone","888-360-2030","Wireline","Collinsville","OK","74021","Rogers,Tulsa,Washington","http://www.dartphone.com/lifeline"
"Vernon Communications Cooperative","608-634-3136","ACP Home Internet","Shorewood","WI","53211","Milwaukee","https://www.vernoncom.coop"
"Safelink Wireless","800-723-3546","Wireless","Milwaukee","WI","53216","Milwaukee","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"TAG Mobile, LLC","866-959-4918","Wireless","Forsyth","MO","65653","Christian,Taney","http://www.tagmobile.com/site/index.aspx"
"Tag Mobile","866-959-4918","Wireless","Burgettstown","PA","15021","Washington","https://www.tagmobile.com/"
"TAG Mobile, LLC","866-959-4918","Wireless","Hartville","MO","65667","Wright","http://www.tagmobile.com/site/index.aspx"
"StandUP Wireless","800-544-4441","Wireless","Hillcrest Heights","MD","20745","Prince George's","https://www.standupwireless.com/learn/"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet","Ceex Haci","WI","54457","Adams,Juneau,Wood","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Q Link Wireless LLC","855-754-6543","Wireless","Tallapoosa","GA","30182","Carroll,Haralson","https://qlinkwireless.com/"
"Life Wireless","888-543-3620","Wireless","Parma","OH","44129","Cuyahoga","https://www.lifewireless.com/"
"Access Wireless","866-594-3644","Wireless","Hardin","TX","77561","Liberty","https://www.accesswireless.com/"
"Access Wireless","866-594-3644","Wireless",,"NV","89009",,"https://www.accesswireless.com/"
"Boomerang Wireless","866-488-8719","Wireless","Canal Winchester","OH","43125","Franklin,Pickaway","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"ConnectTo communications","800-804-4603","Wireline","Los Angeles","CA","90018","Los Angeles","http://connectto.com/?s=lifeline"
"U.S. Cellular","800-944-9400","Wireless","Delafield","WI","53188","Waukesha","https://www.uscellular.com/plans/lifeline/index.html"
"Air Voice Wireless","877-247-7799","Wireless",,"PA","15492","Fayette","http://feelsafewireless.com/DesktopMichigan.aspx"
"Assurance Wireless","888-898-4888","Wireless","Tucson","AZ","85749","Pima","http://www.assurancewireless.com"
"Pioneer Telephone","888-782-2667","Wireline","Faxon","OK","73540","Comanche,Cotton","http://gopioneer.com"
"Safetynet Wireless","888-224-3213","Wireless","Lucas Valley-Marinwood","CA","94949","Marin","https://safetynetwireless.com/how-to-qualify/"
"Safelink Wireless","800-723-3546","Wireless","Henning","TN","38041","Lauderdale","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Yourtel America","855-299-9990","Wireless","Symerton","IL","60481","Grundy,Kankakee,Will","https://www.icc.illinois.gov/"
"Q Link Wireless","855-754-6543","Wireless","Trainer","PA","19061","Delaware","https://qlinkwireless.com/"
"Tag Mobile","866-959-4918","Wireless",,"PA","19182",,"https://www.tagmobile.com/"
"Ellerbe Telephone Company","844-238-0131","ACP Home Internet",,"NC","28581","Carteret","https://www.myriverstreet.net"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet","Quechee","VT","05059","Windsor","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Access Wireless","866-594-3644","Wireless","St. Florian","AL","35634","Colbert,Lauderdale","https://www.accesswireless.com/"
"Safelink Wireless","800-723-3546","Wireless","Old Mill Creek","IL","60083","Lake","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Safelink Wireless","800-723-3546","Wireless","Georgetown","CA","95633","El Dorado","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"AT&T","855-301-0355","Wireline","Lenexa","KS","66062","Johnson","https://www.att.com/gen/general?pid=22888"
"Farmers Mutual Telephone Company","320-568-2105","ACP Home Internet","West Linn","OR","97034","Clackamas,Multnomah","https://farmerstel.net"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Verdunville","WV","25649","Logan","https://www.breezeline.com/"
"Midcontinent Communications dba Midco","800-888-1300","Wireline","Highmore","SD","57345","Hand,Hyde","https://www.midco.com/lifeline/"
"Q Link Wireless","855-754-6543","Wireless","Aurora","MO","65769","Barry,Lawrence","https://qlinkwireless.com/"
"Cox Communications-Acadiana","866-961-0027","Wireline","Luling","LA","70070","St. Charles","http://www.cox.com/residential/phone/lifeline.cox"
"Safelink Wireless","800-723-3546","Wireless","Coulterville","IL","62237","Perry,Randolph,Washington","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
