"project_id","fiscal_year","functional_area","project_name","deliverable_objective","responsible_department","amount","fund_source"
"0230025180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Jewish Family and Children's Services - Career Development","Mayor's Office","10000","CDBG"
"0230046180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Sheraden United Methodist Kidz Klub","Mayor's Office","2500","CDBG"
"0230064180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Greater Pittsburgh Literacy Council","Mayor's Office","2500","CDBG"
"0230080180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Lifespan Inc.","Mayor's Office","5000","CDBG"
"0230099180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Brashear Association (for Arlington Food Bank)","Mayor's Office","7500","CDBG"
"0230110180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Neighborhood Academy","Mayor's Office","2500","CDBG"
"0230138180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Homewood Concerned Citizens Council","Mayor's Office","2500","CDBG"
"0230156180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Prevent Another Crime Today","Mayor's Office","2500","CDBG"
"0230190180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Bhutanese Community Association","Mayor's Office","5000","CDBG"
"0230196180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Breaking the Chains of Poverty (A. Philip Randolph Institute)","Mayor's Office","10000","CDBG"
"0230197180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Intro to the Trades - Energy Innovation Center","Mayor's Office","10000","CDBG"
"0230198180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Landforce","Mayor's Office","10000","CDBG"
"0230199180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Pittsburgh Trade Institute","Mayor's Office","10000","CDBG"
"0230200180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Veterans Leadership Program of Western PA","Mayor's Office","10000","CDBG"
"0230201180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Homewood-Brushton YMCA","Mayor's Office","2500","CDBG"
"0267146180.58101.00","2018","Adminstration & Sub-Award","Mayor's Unspecified Local Option","Greater Pittsburgh Community Food Bank","Mayor's Office","13000","CDBG"
"0325100018.50000.00","2018","Adminstration & Sub-Award","Comprehensive Revenue Management System","New Revenue System","Innovation & Performance","1095736","PAYGO"
"0330175118.50000.00","2018","Adminstration & Sub-Award","Enterprise Resource Planning","Enterprise Accounting System - Infrastructure","Innovation & Performance","556000","PAYGO"
"0538889180.58101.00","2018","Adminstration & Sub-Award","Fair Housing","Administration, Education, & Training Related to Fair Housing","Commission on Human Relations","100000","CDBG"
"0906322180.58101.00","2018","Adminstration & Sub-Award","Pittsburgh Employment Program","Pittsburgh Employment Program - Support for Employment Program","Personnel & Civil Service Commission","150000","CDBG"
"0909660180.58101.00","2018","Adminstration & Sub-Award","Neighborhood Employment Centers","Neighborhood Employment Centers - Support for Employment Program","Personnel & Civil Service Commission","150000","CDBG"
"1121151180.58101.01","2018","Adminstration & Sub-Award","ADA Compliance","Hearing Loops in Healthy Active Living Centers - Mt. Washington","City Planning","7000","CDBG"
"1121151180.58101.02","2018","Adminstration & Sub-Award","ADA Compliance","Hearing Loops in Healthy Active Living Centers - North Side","City Planning","6000","CDBG"
"1121151180.58101.03","2018","Adminstration & Sub-Award","ADA Compliance","Hearing Loops in Healthy Active Living Centers - Glen Hazel","City Planning","7000","CDBG"
"1121151180.58101.04","2018","Adminstration & Sub-Award","ADA Compliance","Interpretive Services","City Planning","15000","CDBG"
"1121151180.58101.05","2018","Adminstration & Sub-Award","ADA Compliance","Rug Tiles in City Facilities","City Planning","5000","CDBG"
"1126717318.50000.00","2018","Adminstration & Sub-Award","Comprehensive Plan","Emerald View Park - Master Site Plan","City Planning","274889","OTHER"
"1126717318.50000.00","2018","Adminstration & Sub-Award","Comprehensive Plan","Emerald View Park - Master Site Plan","City Planning","55000","PAYGO"
"1130166118.50000.00","2018","Neighborhood & Community Development","War Memorials & Public Art","War Memorial and Public Art Conservation","City Planning","50000","PAYGO"
"1130172118.50000.00","2018","Adminstration & Sub-Award","Cultural Heritage Plan","Cultural Heritage Plan Implementation & Architectural Inventory","City Planning","40000","OTHER"
"1130172118.50000.00","2018","Adminstration & Sub-Award","Cultural Heritage Plan","Cultural Heritage Plan Implementation & Architectural Inventory","City Planning","40000","PAYGO"
"1167373180.58101.00","2018","Adminstration & Sub-Award","Comprehensive Plan","Sheraden Park Master Plan","City Planning","40000","CDBG"
"1167373180.58101.00","2018","Adminstration & Sub-Award","Comprehensive Plan","Sheraden Park Master Plan","City Planning","40000","OTHER"
"1216302180.50000.00","2018","Adminstration & Sub-Award","Housing Opportunities For Persons with AIDS","Rental Assistance & Referral Services","Office of Management & Budget","838000","OTHER"
"1216303180.58101.00","2018","Adminstration & Sub-Award","Urban League - Housing Counseling","Housing Counseling for Low & Moderate Income Residents","Office of Management & Budget","100000","CDBG"
"1221000180.58101.01","2018","Adminstration & Sub-Award","Community Based Organizations","Mayor Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.02","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 1 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.03","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 2 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.04","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 3 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.05","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 4 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.06","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 5 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.07","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 6 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.08","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 7 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.09","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 8 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1221000180.58101.10","2018","Adminstration & Sub-Award","Community Based Organizations","Council District 9 Community Based Organizations (ACCBO)","Office of Management & Budget","65000","CDBG"
"1225015180.50000.00","2018","Adminstration & Sub-Award","Emergency Solutions Grant","The ESG program will provide approximately 2,800 individuals with shelter, rapid rehousing, homeless prevention, permanent housing, & street outreach assistance","Office of Management & Budget","1149000","OTHER"
"1250000180.58101.00","2018","Adminstration & Sub-Award","CDBG Personnel","Overall Administration","Office of Management & Budget","1100000","CDBG"
"1256332180.58101.00","2018","Adminstration & Sub-Award","CDBG Adminstration","Overall Administration","Office of Management & Budget","55000","CDBG"
"1256900180.58101.00","2018","Adminstration & Sub-Award","Citizen Participation","Provide Information to the City of Pittsburgh Regarding the CDBG Program","Office of Management & Budget","180000","CDBG"
"1330179118.50000.00","2018","Public Safety","Remediation of Condemned Buildings","Demolition of City-owned Property & Vacant Structures and Party Wall Program","Permits, Licenses, & Inspections","1700000","PAYGO"
"2130169118.50000.00","2018","Public Safety","Public Safety Cameras","Replacement of Cameras","Public Safety Administration","600000","OTHER"
"2130169118.50000.00","2018","Public Safety","Public Safety Cameras","Replacement of Cameras","Public Safety Administration","1650000","PAYGO"
"4000220000.50000.01","2018","Vehicles & Equipment","Capital Equipment Acquisition","(2) One Ton Dump Truck","Equipment Leasing Authority","178948","Liquid Fuels TF"
"4000220000.50000.02","2018","Vehicles & Equipment","Capital Equipment Acquisition","(4) Five Ton Dump Truck","Equipment Leasing Authority","571200","Liquid Fuels TF"
"4000220000.50000.03","2018","Vehicles & Equipment","Capital Equipment Acquisition","(3) Ten Ton Dump Truck","Equipment Leasing Authority","459000","Liquid Fuels TF"
"4000220000.50000.04","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Pickup Truck","Equipment Leasing Authority","30000","Liquid Fuels TF"
"4000287000.50000.00","2018","Vehicles & Equipment","Capital Equipment Acquisition","(3) One Ton Foreman Truck","Equipment Leasing Authority","134462","Solid Waste TF"
"4023845218.50000.00","2018","Facility Improvement","Bob O'Connor Golf Course","Bob O'Connor Golf Course","PW - Bureau of Facilities","200000","BOND"
"4030144118.58101.01","2018","Facility Improvement","Park Reconstruction - Regional Asset District Parks","RAD Parks - Court Renovations","PW- Bureau of Facilities","240000","OTHER"
"4030144118.58101.02","2018","Facility Improvement","Park Reconstruction - Regional Asset District Parks","RAD Parks - Equipment","PW- Bureau of Facilities","100000","OTHER"
"4030144118.58101.03","2018","Facility Improvement","Park Reconstruction - Regional Asset District Parks","RAD Parks - Lighting Improvements","PW- Bureau of Facilities","235000","OTHER"
"4030144118.58101.04","2018","Facility Improvement","Park Reconstruction - Regional Asset District Parks","RAD Parks - Sidewalk Renovations","PW- Bureau of Facilities","150000","OTHER"
"4030144118.58101.05","2018","Facility Improvement","Park Reconstruction - Regional Asset District Parks","RAD Parks - Street Resurfacing","PW- Bureau of Facilities","240000","OTHER"
"4330131118.50000.01","2018","Facility Improvement","Litter Can Upgrades & Monitoring","Purchase of 175 Street Litter Cans","PW - Bureau of Enviromental Services","200000","PAYGO"
"4330131118.50000.02","2018","Facility Improvement","Litter Can Upgrades & Monitoring","Purchase of New & Replacement Lids for 200 Litter Cans","PW - Bureau of Enviromental Services","90000","PAYGO"
"4515010180.58101.01","2018","Facility Improvement","Recreation & Senior Center Facility Improvements","Homewood Senior Center - ADA Accessibility Design","PW - Bureau of Facilities","25000","CDBG"
"4515010180.58101.02","2018","Facility Improvement","Recreation & Senior Center Facility Improvements","Warrington Rec Center - Roof Replacement","PW - Bureau of Facilities","260000","CDBG"
"4521501018.50000.01","2018","Facility Improvement","Recreation & Senior Center Facility Improvements","Brookline Recreation Center - Refinish Gymnasium Floor","PW - Bureau of Facilities","50000","BOND"
"4521501018.50000.02","2018","Facility Improvement","Recreation & Senior Center Facility Improvements","Brighton Heights Senior Center - Repairs","PW - Bureau of Facilities","50000","BOND"
"4521501018.50000.03","2018","Facility Improvement","Recreation & Senior Center Facility Improvements","Project Administration (BOND)","PW - Bureau of Facilities","49243","BOND"
"4521501018.50000.04","2018","Facility Improvement","Recreation & Senior Center Facility Improvements","Warrington Rec Center - Elevator Replacement","PW - Bureau of Facilities","800000","BOND"
"4521501018.50000.05","2018","Facility Improvement","Recreation & Senior Center Facility Improvements","South Side Market House - Completion of HVAC","PW - Bureau of Facilities","456000","BOND"
"4524100018.50000.01","2018","Facility Improvement","Play Area Improvements","Herschel Playground - New Safety Surface","PW- Bureau of Facilities","64434","BOND"
"4524100018.50000.02","2018","Facility Improvement","Play Area Improvements","Herschel Playground - Paint Structure","PW- Bureau of Facilities","15000","BOND"
"4524100018.50000.03","2018","Facility Improvement","Play Area Improvements","Stratmore Parklet - New Play Structure","PW- Bureau of Facilities","70000","BOND"
"4524100018.50000.04","2018","Facility Improvement","Play Area Improvements","Stratmore Parklet - New Safety Surface","PW- Bureau of Facilities","30000","BOND"
"4524100118.50000.01","2018","Facility Improvement","Play Area Improvements","Ormsby Park - Replace Parts","PW- Bureau of Facilities","7000","PAYGO"
"4524100118.50000.02","2018","Facility Improvement","Play Area Improvements","Ormsby Park - Safety Surface","PW- Bureau of Facilities","81005","PAYGO"
"4524100118.50000.03","2018","Facility Improvement","Play Area Improvements","Accessible Swings in Public Playgrounds","PW- Bureau of Facilities","36000","PAYGO"
"4524100118.50000.04","2018","Facility Improvement","Play Area Improvements","Allegheny Commons Park - Replace Parts","PW- Bureau of Facilities","4000","PAYGO"
"4524100118.50000.05","2018","Facility Improvement","Play Area Improvements","Herschel Playground - Replace Parts","PW- Bureau of Facilities","7000","PAYGO"
"4524100118.50000.06","2018","Facility Improvement","Play Area Improvements","Osceola Park - Replace Parts","PW- Bureau of Facilities","7000","PAYGO"
"4524100118.50000.07","2018","Facility Improvement","Play Area Improvements","Osceola Park - Safety Surface","PW- Bureau of Facilities","67711","PAYGO"
"4524100118.50000.08","2018","Facility Improvement","Play Area Improvements","Tropical Park - Replace Parts","PW- Bureau of Facilities","7000","PAYGO"
"4524100118.50000.09","2018","Facility Improvement","Play Area Improvements","Tropical Park - Safety Surface","PW- Bureau of Facilities","71400","PAYGO"
"4524100118.50000.10","2018","Facility Improvement","Play Area Improvements","Vincennes Park - Replace Parts","PW- Bureau of Facilities","7000","PAYGO"
"4524100118.50000.11","2018","Facility Improvement","Play Area Improvements","Vincennes Park - Safety Surface","PW- Bureau of Facilities","60537","PAYGO"
"4524100118.50000.12","2018","Facility Improvement","Play Area Improvements","Woods Run Park - Replace Parts","PW- Bureau of Facilities","7000","PAYGO"
"4524100118.50000.13","2018","Facility Improvement","Play Area Improvements","Woods Run Park - Safety Surface","PW- Bureau of Facilities","78200","PAYGO"
"4524200118.50000.01","2018","Facility Improvement","Pool Rehabilitation","ADA Lifts and Carts","PW- Bureau of Facilities","140000","PAYGO"
"4524200118.50000.02","2018","Facility Improvement","Pool Rehabilitation","Electrical Upgrades at each of the 19 Pool Sites","PW- Bureau of Facilities","380000","PAYGO"
"4526734818.50000.01","2018","Facility Improvement","Sport Facility Improvements","Brookline Park - Ballfield Fence Repair/Paint","PW - Bureau of Facilities","20000","BOND"
"4526734818.50000.02","2018","Facility Improvement","Sport Facility Improvements","Project Administration (BOND)","PW - Bureau of Facilities","27752","BOND"
"4526734818.50000.03","2018","Facility Improvement","Sport Facility Improvements","McBride Park - Dek Hockey","PW - Bureau of Facilities","48000","BOND"
"4526734818.50000.04","2018","Facility Improvement","Sport Facility Improvements","Magee Field Improvements","PW - Bureau of Facilities","600000","BOND"
"4526734818.50000.05","2018","Facility Improvement","Sport Facility Improvements","Stratmore Parklet - Court Repair","PW - Bureau of Facilities","55313","BOND"
"4526752018.50000.01","2018","Facility Improvement","City Facility Improvements","Division 5 - Insulated Metal Siding","PW - Bureau of Facilities","500000","BOND"
"4526752018.50000.02","2018","Facility Improvement","City Facility Improvements","City-County Building - Elevator Modernization","PW - Bureau of Facilities","722952","BOND"
"4526752018.50000.03","2018","Facility Improvement","City Facility Improvements","City-County Building - Roof","PW - Bureau of Facilities","1200000","BOND"
"4526752018.50000.04","2018","Facility Improvement","City Facility Improvements","Project Administration (BOND)","PW - Bureau of Facilities","89190","BOND"
"4526752118.50000.01","2018","Facility Improvement","City Facility Improvements","Division 5 - Structural Repairs","PW - Bureau of Facilities","100000","PAYGO"
"4526752118.50000.02","2018","Facility Improvement","City Facility Improvements","City-Owned Facilities - Demolition and Abatement","PW - Bureau of Facilities","532893","PAYGO"
"4526752118.50000.03","2018","Facility Improvement","City Facility Improvements","Project Administration (PAYGO)","PW - Bureau of Facilities","38941","PAYGO"
"4526752118.50000.04","2018","Facility Improvement","City Facility Improvements","Homewood Infrastructure Upgrades","PW - Bureau of Facilities","750000","PAYGO"
"4526752118.50000.05","2018","Facility Improvement","City Facility Improvements","Division 1 - Asbestos Abatement","PW - Bureau of Facilities","125000","PAYGO"
"4526752118.50000.06","2018","Facility Improvement","City Facility Improvements","Division 1 - Roof Replacement","PW - Bureau of Facilities","300000","PAYGO"
"4530144018.50000.01","2018","Facility Improvement","Park Reconstruction","Seldom Seen Greenway","PW - Bureau of Facilities","100000","BOND"
"4530144018.50000.02","2018","Facility Improvement","Park Reconstruction","Brookline Park - Park Lighting Upgrade","PW- Bureau of Facilities","120000","BOND"
"4530144018.50000.03","2018","Facility Improvement","Park Reconstruction","Phillips Park Improvements","PW- Bureau of Facilities","450000","BOND"
"4530144018.50000.04","2018","Facility Improvement","Park Reconstruction","Stratmore Parklet - Sidewalk Repair","PW- Bureau of Facilities","32000","BOND"
"4530144018.50000.05","2018","Facility Improvement","Park Reconstruction","Wightman Park Improvements and Green Stormwater Mitigation","PW- Bureau of Facilities","2033435","BOND"
"4530144018.50000.05","2018","Facility Improvement","Park Reconstruction","Wightman Park Improvements and Green Stormwater Mitigation","PW- Bureau of Facilities","1970000","OTHER"
"4530144118.50000.01","2018","Facility Improvement","Park Reconstruction","Allegheny Commons Park - Sidewalk Repair","PW- Bureau of Facilities","90000","PAYGO"
"4530144118.50000.02","2018","Facility Improvement","Park Reconstruction","Larimer Park - Sidewalk Repair","PW- Bureau of Facilities","27000","PAYGO"
"4530144118.50000.03","2018","Facility Improvement","Park Reconstruction","Leolyn Park - Sidewalk Repair","PW- Bureau of Facilities","9500","PAYGO"
"4530144118.50000.04","2018","Facility Improvement","Park Reconstruction","McKnight Park - Sidewalk Repair","PW- Bureau of Facilities","45000","PAYGO"
"4530144118.50000.05","2018","Facility Improvement","Park Reconstruction","Paulson Park - Sidewalk Repair","PW- Bureau of Facilities","24120","PAYGO"
"4530144118.50000.06","2018","Facility Improvement","Park Reconstruction","Spring Garden Park - Sidewalk Repair","PW- Bureau of Facilities","36000","PAYGO"
"4530176018.50000.01","2018","Facility Improvement","Public Safety Facility Improvements","Fire Station 24 - Roof Replacement","PW - Bureau of Facilities","350000","BOND"
"4530176018.50000.02","2018","Facility Improvement","Public Safety Facility Improvements","Medic 3/Police Zone 6 - Exterior Masonry Repairs","PW - Bureau of Facilities","150000","BOND"
"4530176018.50000.03","2018","Facility Improvement","Public Safety Facility Improvements","Project Administration (BOND)","PW - Bureau of Facilities","18647","BOND"
"4530176118.50000.01","2018","Facility Improvement","Public Safety Facility Improvements","Fire Station 35 - Stair Replacement","PW - Bureau of Facilities","25000","PAYGO"
"4530176118.50000.02","2018","Facility Improvement","Public Safety Facility Improvements","Fire Station 35 - Tower Roof Repairs","PW - Bureau of Facilities","25000","PAYGO"
"4530176118.50000.03","2018","Facility Improvement","Public Safety Facility Improvements","Fire Station 24 - Interior (Abatement, Repairs)","PW - Bureau of Facilities","250000","PAYGO"
"4530176118.50000.04","2018","Facility Improvement","Public Safety Facility Improvements","Medic 3/Police Zone 6 - Roof Replacement","PW - Bureau of Facilities","200000","PAYGO"
"4530176118.50000.05","2018","Facility Improvement","Public Safety Facility Improvements","Medic 14/Rescue 2 - Exterior Painting","PW - Bureau of Facilities","50000","PAYGO"
"4530176118.50000.06","2018","Facility Improvement","Public Safety Facility Improvements","Fire Station 7 - Exterior Masonry Repairs","PW - Bureau of Facilities","200000","PAYGO"
"4530176118.50000.07","2018","Facility Improvement","Public Safety Facility Improvements","Fire Station 7 - Windows & Doors","PW - Bureau of Facilities","50000","PAYGO"
"4530176118.50000.08","2018","Facility Improvement","Public Safety Facility Improvements","Fire Station 20/Medic 12 - Renovation","PW - Bureau of Facilities","500000","PAYGO"
"4530176118.50000.09","2018","Facility Improvement","Public Safety Facility Improvements","Garage Door Replacement (4)","PW - Bureau of Facilities","200000","PAYGO"
"4530176118.50000.10","2018","Facility Improvement","Public Safety Facility Improvements","New Public Safety Training and Administrative Complex","PW - Bureau of Facilities","500000","PAYGO"
"4530176118.50000.11","2018","Facility Improvement","Public Safety Facility Improvements","Project Administration (PAYGO)","PW - Bureau of Facilities","84180","PAYGO"
"4530176118.50000.12","2018","Facility Improvement","Public Safety Facility Improvements","Public Safety Facility - Backup Generators","PW - Bureau of Facilities","125000","PAYGO"
"4530176118.50000.13","2018","Facility Improvement","Public Safety Facility Improvements","Medic 9 - Roof Replacement","PW - Bureau of Facilities","175000","PAYGO"
"4541002180.58101.01","2018","Facility Improvement","Play Area Improvements","Esplen Tot Lot - Safety Surface","PW- Bureau of Facilities","40800","CDBG"
"4541002180.58101.02","2018","Facility Improvement","Play Area Improvements","Allegheny Commons Park - Safety Surface","PW- Bureau of Facilities","57000","CDBG"
"4590117180.58101.01","2018","Facility Improvement","Sport Facility Improvements","Banksville Park - ADA Bleachers for Dek Hockey","PW - Bureau of Facilities","48000","CDBG"
"4590117180.58101.02","2018","Facility Improvement","Sport Facility Improvements","Ammon Park - Court Activation Buttons","PW - Bureau of Facilities","5750","CDBG"
"4590117180.58101.03","2018","Facility Improvement","Sport Facility Improvements","Brookline Park - ADA Bleachers for Dek Hockey","PW - Bureau of Facilities","48000","CDBG"
"4590117180.58101.04","2018","Facility Improvement","Sport Facility Improvements","Paul J. Sciullo II Memorial Park - ADA Bleachers for Dek Hockey","PW - Bureau of Facilities","48000","CDBG"
"4590117180.58101.05","2018","Facility Improvement","Sport Facility Improvements","Garland Park - Court Activation Buttons","PW - Bureau of Facilities","11500","CDBG"
"5015003180.58101.00","2018","Adminstration & Sub-Award","Senior Community Program","Senior Community Program","Parks & Recreation","750000","CDBG"
"6020060180.58101.01","2018","Engineering & Construction","Ramp & Public Sidewalk","ADA Compliant Ramps","Mobility & Infrastructure","50000","CDBG"
"6020060180.58101.02","2018","Engineering & Construction","Ramp & Public Sidewalk","Critical Sidewalk Gaps","Mobility & Infrastructure","250000","CDBG"
"6020590418.50000.00","2018","Engineering & Construction","Trail Development","Trolley Trail Phase 2","Mobility & Infrastructure","206399","OTHER"
"6020590418.50000.00","2018","Engineering & Construction","Trail Development","Trolley Trail Phase 2","Mobility & Infrastructure","144464","PAYGO"
"6022003518.50000.01","2018","Engineering & Construction","Step Repair & Replacement","Carnahan Road/Banksville Steps - Step Repair","Mobility & Infrastructure","125000","BOND"
"6022003518.50000.02","2018","Engineering & Construction","Step Repair & Replacement","Repairs to City Steps","Mobility & Infrastructure","360000","BOND"
"6022003518.50000.03","2018","Engineering & Construction","Step Repair & Replacement","Stanton Ave to McCandless Ave Step Repairs","Mobility & Infrastructure","90000","BOND"
"6022003518.50000.03","2018","Engineering & Construction","Step Repair & Replacement","Stanton Ave to McCandless Ave Step Repairs","Mobility & Infrastructure","60000","OTHER"
"6023101018.50000.01","2018","Engineering & Construction","Bridge Upgrades","Deck Preservations","Mobility & Infrastructure","200000","BOND"
"6023101018.50000.02","2018","Engineering & Construction","Bridge Upgrades","Expansion Seal Replacement","Mobility & Infrastructure","100000","BOND"
"6023101118.50000.01","2018","Engineering & Construction","Bridge Upgrades","Inspection/Repair of Small City Spans (<20')","Mobility & Infrastructure","200000","PAYGO"
"6023101118.50000.02","2018","Engineering & Construction","Bridge Upgrades","Scupper Cleaning","Mobility & Infrastructure","100000","PAYGO"
"6023181118.50000.00","2018","Engineering & Construction","Flex Beam Guiderails & Fencing","Contingency","Mobility & Infrastructure","75000","PAYGO"
"6023305018.50000.00","2018","Engineering & Construction","West Ohio Street bridge (TIP)","West Ohio Street Bridge - Construction","Mobility & Infrastructure","19709","BOND"
"6023305018.50000.00","2018","Engineering & Construction","West Ohio Street bridge (TIP)","West Ohio Street Bridge - Construction","Mobility & Infrastructure","374467","OTHER"
"6023910318.50000.01","2018","Engineering & Construction","Slope Failure Remediation","Brahm Street Wall","Mobility & Infrastructure","1500000","BOND"
"6023910318.50000.02","2018","Engineering & Construction","Slope Failure Remediation","Henderson Street Wall","Mobility & Infrastructure","750000","BOND"
"6025740018.50000.01","2018","Engineering & Construction","18th Street Signal Updates (TIP)","18th Street Signal Upgrades - Final Design","Mobility & Infrastructure","60000","BOND"
"6025740018.50000.01","2018","Engineering & Construction","18th Street Signal Updates (TIP)","18th Street Signal Upgrades - Final Design","Mobility & Infrastructure","240000","OTHER"
"6025740018.50000.02","2018","Engineering & Construction","18th Street Signal Updates (TIP)","18th Street Signal Upgrades - Preliminary Design","Mobility & Infrastructure","39400","BOND"
"6025740018.50000.02","2018","Engineering & Construction","18th Street Signal Updates (TIP)","18th Street Signal Upgrades - Preliminary Design","Mobility & Infrastructure","157600","OTHER"
"6026711018.50000.00","2018","Engineering & Construction","Audible Pedestrian & Traffic Signals","Countdown Pedestrian Signal Upgrade","Mobility & Infrastructure","70000","BOND"
"6026711118.50000.00","2018","Engineering & Construction","Audible Pedestrian & Traffic Signals","North Avenue - Design","Mobility & Infrastructure","500000","OTHER"
"6026711118.50000.00","2018","Engineering & Construction","Audible Pedestrian & Traffic Signals","North Avenue - Design","Mobility & Infrastructure","126000","PAYGO"
"6026735918.50000.01","2018","Engineering & Construction","Design, Construction, & Inspection Services","Construction Management/Construction Inspection","Mobility & Infrastructure","100000","PAYGO"
"6026735918.50000.02","2018","Engineering & Construction","Design, Construction, & Inspection Services","Vision Zero Study","Mobility & Infrastructure","300000","PAYGO"
"6026740018.50000.01","2018","Engineering & Construction","Complete Streets","Baum-Centre Crossings","Mobility & Infrastructure","100000","BOND"
"6026740018.50000.02","2018","Engineering & Construction","Complete Streets","Brighton Road - Bike Infrastructure","Mobility & Infrastructure","100000","BOND"
"6026740018.50000.03","2018","Engineering & Construction","Complete Streets","Neighborhood Traffic Calming Response","Mobility & Infrastructure","360000","BOND"
"6026740018.50000.04","2018","Engineering & Construction","Complete Streets","Ellsworth Slow Street","Mobility & Infrastructure","250000","BOND"
"6026740018.50000.05","2018","Engineering & Construction","Complete Streets","Grandview Avenue Traffic Calming","Mobility & Infrastructure","50000","BOND"
"6026740018.50000.06","2018","Engineering & Construction","Complete Streets","Parkfield Street Traffic Calming","Mobility & Infrastructure","20000","BOND"
"6026740018.50000.07","2018","Engineering & Construction","Complete Streets","Prospect Drive Traffic Calming","Mobility & Infrastructure","20000","BOND"
"6026740018.50000.08","2018","Engineering & Construction","Complete Streets","South Dallas Avenue Road Diet","Mobility & Infrastructure","100000","BOND"
"6026740018.50000.09","2018","Engineering & Construction","Complete Streets","Saline Street Traffic Calming","Mobility & Infrastructure","50000","BOND"
"6026748118.50000.01","2018","Engineering & Construction","Streetscape & Intersection Reconstruction","Centre Avenue - Preliminary Engineering","Mobility & Infrastructure","250000","PAYGO"
"6026748118.50000.02","2018","Engineering & Construction","Streetscape & Intersection Reconstruction","South 21st Street Complete Green Streets","Mobility & Infrastructure","4789938","OTHER"
"6026748118.50000.02","2018","Engineering & Construction","Streetscape & Intersection Reconstruction","South 21st Street Complete Green Streets","Mobility & Infrastructure","42107","PAYGO"
"6026748618.50000.01","2018","Engineering & Construction","Streetscape & Intersection Reconstruction","Broadway Avenue Complete Streets","Mobility & Infrastructure","300000","BOND"
"6026748618.50000.02","2018","Engineering & Construction","Streetscape & Intersection Reconstruction","Liberty Avenue Complete Streets Upgrades with Crosswalks","Mobility & Infrastructure","50000","BOND"
"6026748618.50000.03","2018","Engineering & Construction","Streetscape & Intersection Reconstruction","South 21st Street Complete Green Streets","Mobility & Infrastructure","150000","BOND"
"6026750018.50000.00","2018","Engineering & Construction","Ramp & Public Sidewalk","ADA Compliant Ramps","Mobility & Infrastructure","100000","BOND"
"6026750118.50000.00","2018","Engineering & Construction","Ramp & Public Sidewalk","Public Sidewalks","Mobility & Infrastructure","150000","PAYGO"
"6026900018.50000.01","2018","Engineering & Construction","Street Resurfacing","BITUMINOUS PAVING PROGRAM","Mobility & Infrastructure","11651625","BOND"
"6026900018.50000.02","2018","Engineering & Construction","Street Resurfacing","Grant Street - Brick Repairs","Mobility & Infrastructure","950000","BOND"
"6026900118.50000.00","2018","Engineering & Construction","Street Resurfacing","BITUMINOUS PAVING PROGRAM","Mobility & Infrastructure","914023","PAYGO"
"6030090018.50000.01","2018","Engineering & Construction","Flood Control Projects","Streets Run - Redesign","Mobility & Infrastructure","500000","BOND"
"6030090018.50000.01","2018","Engineering & Construction","Flood Control Projects","Streets Run - Redesign","Mobility & Infrastructure","2000000","OTHER"
"6030090018.50000.02","2018","Engineering & Construction","Flood Control Projects","Stormwater Improvements in Carrick","Mobility & Infrastructure","350000","BOND"
