"project_id","project_name","deliverable_objective","address","latitude","longitude","district","council"
"4030144017.58101.04","Park Reconstruction - Regional Asset District Parks","Wall/Sidewalk/Step Renovations","City-Wide",,,"City-Wide",
"4430100017.50000.00","Penn Avenue Reconstruction, Phase II (TIP)","Final Design","Penn Ave & Evaline St 15224","40.46477","-79.94112","District 9","9"
"4430100017.50000.00","Penn Avenue Reconstruction, Phase II (TIP)","Final Design","Penn Ave & Evaline St 15224","40.46477","-79.94112","District 9","9"
"6030100318.50000.01","Penn Avenue Reconstruction, Phase II (TIP)","Penn Avenue Reconstruction, Phase II - Final Design","Penn Ave & Atlantic Ave 15224","40.46458","-79.93860","District 7","7"
"6030100318.50000.01","Penn Avenue Reconstruction, Phase II (TIP)","Penn Avenue Reconstruction, Phase II - Final Design","Penn Ave & Atlantic Ave 15224","40.46458","-79.93860","District 7","7"
"6030100318.50000.02","Penn Avenue Reconstruction, Phase II (TIP)","Penn Avenue Reconstruction, Phase II - Utility Clearance","Penn Ave & Atlantic Ave 15224","40.46458","-79.93860","District 7","7"
"6030100318.50000.02","Penn Avenue Reconstruction, Phase II (TIP)","Penn Avenue Reconstruction, Phase II - Utility Clearance","Penn Ave & Atlantic Ave 15224","40.46458","-79.93860","District 7","7"
"4030092017.50000.01","PennDOT Local Share (TIP)","PennDOT ADA Ramp Reconstruction","City-Wide",,,"City-Wide",
"4030092017.50000.02","PennDOT Local Share (TIP)","PennDOT Investments in City Infrastructure","City-Wide",,,"City-Wide",
"4030920117.50000.00","PennDOT Local Share (TIP)","Signal Replacement","E Ohio Street 15212","40.45415","-79.99677","District 1","1"
"0906322180.58101.00","Pittsburgh Employment Program","Pittsburgh Employment Program - Support for Employment Program","City-Wide",,,"City-Wide",
"0906322170.58101.00","Pittsburgh Employment Program","Support for Employment Program","City-Wide",,,"City-Wide",
"0906323170.58101.00","Pittsburgh Summer Youth Employment Program","Support for Employment Program","City-Wide",,,"City-Wide",
"4524100118.50000.03","Play Area Improvements","Accessible Swings in Public Playgrounds","City-Wide",,,"City-Wide",
"4024100217.50000.04","Play Area Improvements","ADA Accessibility - Townsend Park","Ernie St & Chartiers Ave 15220","40.44332","-80.04006","District 2","2"
"4524100118.50000.04","Play Area Improvements","Allegheny Commons Park - Replace Parts","Federal St & North Ave 15212","40.45514","-80.00653","District 1","1"
"4541002180.58101.02","Play Area Improvements","Allegheny Commons Park - Safety Surface","Federal St & North Ave 15212","40.45514","-80.00653","District 1","1"
"4541002180.58101.01","Play Area Improvements","Esplen Tot Lot - Safety Surface","Esplen St & Frustum St 15204","40.46075","-80.05091","District 2","2"
"4524100018.50000.01","Play Area Improvements","Herschel Playground - New Safety Surface","Herschel St & Hassler St 15205","40.44075","-80.04377","District 2","2"
"4524100018.50000.02","Play Area Improvements","Herschel Playground - Paint Structure","Herschel St & Hassler St 15205","40.44075","-80.04377","District 2","2"
"4524100118.50000.05","Play Area Improvements","Herschel Playground - Replace Parts","Herschel St & Hassler St 15205","40.44075","-80.04377","District 2","2"
"4041002170.58101.03","Play Area Improvements","Inclusive/Accessible Playground Project","City-Wide",,,"City-Wide",
"4041002170.58101.01","Play Area Improvements","New Play Structure - Cowley Playground","1200 Goettman St15212","40.45820","-79.98959","District 1","1"
"4041002170.58101.04","Play Area Improvements","New Play Structure - Larimer Playground","Larimer Ave & Shetland St 15213","40.46625","-79.91245","District 9","9"
"4041002170.58101.06","Play Area Improvements","New Play Structure - Leolyn Parklet","Leolyn St & E Cherryhill St 15210","40.39901","-79.98613","District 4","4"
"4024100217.50000.07","Play Area Improvements","New Play Structure - Magee Playground","McCaslin St & Greenfield Ave 15217","40.42510","-79.93733","District 5","5"
"4024100217.50000.05","Play Area Improvements","New Play Structure - Mellon Park","1047 Shady Ave 15232","40.45148","-79.92018","District 8","8"
"4024100217.50000.09","Play Area Improvements","New Play Structure - Stratmore Parklet","Stratmore Ave & Elmont St 15205","40.43925","-80.05569","District 2","2"
"4024100117.50000.01","Play Area Improvements","New Safety Structure - Herschel Playground","Herschel St & Hassler St 15205","40.44075","-80.04377","District 2","2"
"4041002170.58101.07","Play Area Improvements","New Safety Structure - Leolyn Parklet","Leolyn St & E Cherryhill St 15210","40.39901","-79.98613","District 4","4"
"4024100217.50000.08","Play Area Improvements","New Safety Structure - Magee Playground","McCaslin St & Greenfield Ave 15217","40.42510","-79.93733","District 5","5"
"4024100217.50000.06","Play Area Improvements","New Safety Structure - Mellon Park","1047 Shady Ave 15232","40.45148","-79.92018","District 5","5"
"4024100217.50000.10","Play Area Improvements","New Safety Structure - Stratmore Parklet","Stratmore Ave & Elmont St 15205","40.43925","-80.05569","District 2","2"
"4041002170.58101.02","Play Area Improvements","New Safety Surface - Cowley Playground","1200 Goettman St15212","40.45820","-79.98959","District 1","1"
"4041002170.58101.05","Play Area Improvements","New Safety Surface - Larimer Playground","Larimer Ave & Shetland St 15213","40.46625","-79.91245","District 9","9"
"4524100118.50000.01","Play Area Improvements","Ormsby Park - Replace Parts","22nd St & Sidney St 15203","40.42931","-79.97448","District 3","3"
"4524100118.50000.02","Play Area Improvements","Ormsby Park - Safety Surface","22nd St & Sidney St 15203","40.42931","-79.97448","District 3","3"
"4524100118.50000.06","Play Area Improvements","Osceola Park - Replace Parts","Osceola St & Cypress St 15224","40.45663","-79.94285","District 7","7"
"4524100118.50000.07","Play Area Improvements","Osceola Park - Safety Surface","Osceola St & Cypress St 15224","40.45663","-79.94285","District 7","7"
"4024100117.50000.02","Play Area Improvements","Paint Structure - Herschel Playground","Herschel St & Hassler St 15205","40.44075","-80.04377","District 2","2"
"4024100217.50000.02","Play Area Improvements","Playground Audit - 38 Playgrounds","City-Wide",,,"City-Wide",
"4024100217.50000.03","Play Area Improvements","Playground Audits - 56 Playgrounds in CDBG areas","City-Wide",,,"City-Wide",
"4024100117.50000.03","Play Area Improvements","Replace Parts - Herschel Playground","Herschel St & Hassler St 15205","40.44075","-80.04377","District 2","2"
"4524100018.50000.03","Play Area Improvements","Stratmore Parklet - New Play Structure","Stratmore Ave & Elmont St 15205","40.43925","-80.05569","District 2","2"
"4524100018.50000.04","Play Area Improvements","Stratmore Parklet - New Safety Surface","Stratmore Ave & Elmont St 15205","40.43925","-80.05569","District 2","2"
"4524100118.50000.08","Play Area Improvements","Tropical Park - Replace Parts","Tropical Ave & Shadycrest Dr 15216","40.42219","-80.02426","District 4","4"
"4524100118.50000.09","Play Area Improvements","Tropical Park - Safety Surface","Tropical Ave & Shadycrest Dr 15216","40.42219","-80.02426","District 4","4"
"4024100217.50000.01","Play Area Improvements","Upgrade Play Structure - Mellon Park","1047 Shady Ave 15232","40.45148","-79.92018","District 5","5"
"4524100118.50000.10","Play Area Improvements","Vincennes Park - Replace Parts","Wandless St & Orbin St 15219","40.45112","-79.96695","District 6","6"
"4524100118.50000.11","Play Area Improvements","Vincennes Park - Safety Surface","Wandless St & Orbin St 15219","40.45112","-79.96695","District 6","6"
"4524100118.50000.12","Play Area Improvements","Woods Run Park - Replace Parts","Woods Run Ave & Central Ave 15212","40.47642","-80.02945","District 1","1"
"4524100118.50000.13","Play Area Improvements","Woods Run Park - Safety Surface","Woods Run Ave & Central Ave 15212","40.47642","-80.02945","District 1","1"
"4524200118.50000.01","Pool Rehabilitation","ADA Lifts and Carts","City-Wide",,,"City-Wide",
"4024200017.50000.02","Pool Rehabilitation","ADA Site Accessibility - Riverview","400 Riverview Ave 15214","40.48001","-80.01750","District 1","1"
"4024200017.50000.06","Pool Rehabilitation","Bathroom Renovations to Achieve ADA Compliance","Schenley, Riverview, Sue Murray, & Ormsby Parks",,,"City-Wide",
"4524200118.50000.02","Pool Rehabilitation","Electrical Upgrades at each of the 19 Pool Sites","City-Wide",,,"City-Wide",
"4024200017.50000.01","Pool Rehabilitation","Pool Liner - Sue Murray","301 Cedar Ave 15212","40.45096","-80.00105","District 1","1"
"4024200017.50000.04","Pool Rehabilitation","Pool Liner - West Penn","450 30th St 15219","40.45592","-79.96953","District 7","7"
"4024200017.50000.05","Pool Rehabilitation","Pump Replacement","City-Wide",,,"City-Wide",
"4024200017.50000.03","Pool Rehabilitation","Relocate Filter Building Above Ground - Riverview","400 Riverview Ave 15214","40.48001","-80.01750","District 1","1"
"2130169118.50000.00","Public Safety Cameras","Replacement of Cameras","City-Wide",,,"City-Wide",
"2130169118.50000.00","Public Safety Cameras","Replacement of Cameras","City-Wide",,,"City-Wide",
"4026750017.50000.02","Public Safety Facility Improvements","Fire Station 13 - Roof Replacement","200 Flowers Ave 15207","40.41015","-79.94227","District 5","5"
"4530176118.50000.08","Public Safety Facility Improvements","Fire Station 20/Medic 12 - Renovation","514 Baldwin Rd 15207","40.38560","-79.93282","District 5","5"
"4530176118.50000.03","Public Safety Facility Improvements","Fire Station 24 - Interior (Abatement, Repairs)","1729 Mary St 15203","40.42615","-79.98120","District 3","3"
"4530176018.50000.01","Public Safety Facility Improvements","Fire Station 24 - Roof Replacement","1729 Mary St 15203","40.42615","-79.98120","District 3","3"
"4026750017.50000.07","Public Safety Facility Improvements","Fire Station 26 - Roof Replacement, Interior Renovations","630 Brookline Blvd 15226","40.39477","-80.02188","District 4","4"
"4026750017.50000.01","Public Safety Facility Improvements","Fire Station 28 - Roof Replacement","1428 Beechview Ave 15216","40.41315","-80.02489","District 4","4"
"4530176118.50000.01","Public Safety Facility Improvements","Fire Station 35 - Stair Replacement","1519 Orchlee St 15212","40.48156","-80.03860","District 1","1"
"4530176118.50000.02","Public Safety Facility Improvements","Fire Station 35 - Tower Roof Repairs","1519 Orchlee St 15212","40.48156","-80.03860","District 1","1"
"4026750017.50000.04","Public Safety Facility Improvements","Fire Station 6 - Roof Replacement","3958 Penn Ave 15224","40.46504","-79.95818","District 7","7"
"4530176118.50000.06","Public Safety Facility Improvements","Fire Station 7 - Exterior Masonry Repairs","4603 Stanton Ave 15201","40.48133","-79.93734","District 7","7"
"4530176118.50000.07","Public Safety Facility Improvements","Fire Station 7 - Windows & Doors","4603 Stanton Ave 15201","40.48133","-79.93734","District 7","7"
"4026750017.50000.10","Public Safety Facility Improvements","Fire Stations - Aprons","City-Wide",,,"City-Wide",
"4026750017.50000.11","Public Safety Facility Improvements","Fire Stations - Bay Floors","City-Wide",,,"City-Wide",
"4530176118.50000.09","Public Safety Facility Improvements","Garage Door Replacement (4)","City-Wide",,,"City-Wide",
"4530176118.50000.05","Public Safety Facility Improvements","Medic 14/Rescue 2 - Exterior Painting","344 Blvd of the Allies 15222","40.43775","-80.00071","District 6","6"
"4530176018.50000.02","Public Safety Facility Improvements","Medic 3/Police Zone 6 - Exterior Masonry Repairs","312 S Main St 15220","40.44194","-80.03227","District 2","2"
"4530176118.50000.04","Public Safety Facility Improvements","Medic 3/Police Zone 6 - Roof Replacement","312 S Main St 15220","40.44194","-80.03227","District 2","2"
"4026750017.50000.03","Public Safety Facility Improvements","Medic 8 - Roof Replacement","212 Walter St 15210","40.42025","-79.99484","District 3","3"
"4530176118.50000.13","Public Safety Facility Improvements","Medic 9 - Roof Replacement","S Millvale St & Maripoe St 15213","40.45507","-79.94785","District 7","7"
"4530176118.50000.10","Public Safety Facility Improvements","New Public Safety Training and Administrative Complex","City-Wide",,,"City-Wide",
"4530176018.50000.03","Public Safety Facility Improvements","Project Administration (BOND)","City-Wide",,,"City-Wide",
"4530176118.50000.11","Public Safety Facility Improvements","Project Administration (PAYGO)","City-Wide",,,"City-Wide",
"4530176118.50000.12","Public Safety Facility Improvements","Public Safety Facility - Backup Generators","City-Wide",,,"City-Wide",
"6020060180.58101.01","Ramp & Public Sidewalk","ADA Compliant Ramps","City-Wide",,,"City-Wide",
"6026750018.50000.00","Ramp & Public Sidewalk","ADA Compliant Ramps","City-Wide",,,"City-Wide",
"4026750117.50000.00","Ramp & Public Sidewalk","ADA Curb Ramps & Public Sidewalks","City-Wide",,,"City-Wide",
"4026751117.50000.01","Ramp & Public Sidewalk","City Sidewalks","City-Wide",,,"City-Wide",
"6020060180.58101.02","Ramp & Public Sidewalk","Critical Sidewalk Gaps","City-Wide",,,"City-Wide",
"4026751117.50000.02","Ramp & Public Sidewalk","Pinecastle Avenue Sidewalk Reconstruction","Pinecastle Ave at the Glenbury St steps 15234","40.38313","-79.99781","District 4","4"
"6026750118.50000.00","Ramp & Public Sidewalk","Public Sidewalks","City-Wide",,,"City-Wide",
"4015010170.58101.00","Recreation & Senior Center Facility Improvements","Brighton Heights - Roof","3515 McClure Ave 15212","40.47927","-80.03549","District 1","1"
"4521501018.50000.02","Recreation & Senior Center Facility Improvements","Brighton Heights Senior Center - Repairs","3515 McClure Ave 15212","40.47927","-80.03549","District 1","1"
"4521501018.50000.01","Recreation & Senior Center Facility Improvements","Brookline Recreation Center - Refinish Gymnasium Floor","1400 Oakridge St 15226","40.39136","-80.00880","District 4","4"
"4515010180.58101.01","Recreation & Senior Center Facility Improvements","Homewood Senior Center - ADA Accessibility Design","7321 Frankstown Ave 15208","40.45686","-79.89357","District 9","9"
"4026750017.50000.14","Recreation & Senior Center Facility Improvements","Olympia Park Building Phase II Renvoation","Virginia Ave & Olympia St 15211","40.43135","-80.01824","District 2","2"
"4021501017.50000.00","Recreation & Senior Center Facility Improvements","Phillips - HVAC","201 Parkfield St 15210","40.39354","-79.99141","District 4","4"
"4521501018.50000.03","Recreation & Senior Center Facility Improvements","Project Administration (BOND)","City-Wide",,,"City-Wide",
"4026750017.50000.12","Recreation & Senior Center Facility Improvements","Schenley Ice Rink - Rink Renovations Design","Overlook Drive, Schenley Park 15213","40.43189","-79.94492","District 5","5"
"4026750017.50000.13","Recreation & Senior Center Facility Improvements","Schenley Ice Rink - Upper Plaza Restoration","Overlook Drive, Schenley Park 15213","40.43189","-79.94492","District 5","5"
"4521501018.50000.05","Recreation & Senior Center Facility Improvements","South Side Market House - Completion of HVAC","S 12th St & Bedford Sq 15203","40.42943","-79.98645","District 3","3"
"4521501018.50000.04","Recreation & Senior Center Facility Improvements","Warrington Rec Center - Elevator Replacement","329 E Warrington Ave 15210","40.42120","-80.00122","District 3","3"
,"City Council's Unspecified Local Option","Greater Pittsburgh Community Food Bank","1 N Linden St 15110","40.37546","-79.84191","City-Wide",
"4515010180.58101.02","Recreation & Senior Center Facility Improvements","Warrington Rec Center - Roof Replacement","329 E Warrington Ave 15210","40.42120","-80.00122","District 3","3"
"1330179118.50000.00","Remediation of Condemned Buildings","Demolition of City-owned Property & Vacant Structures and Party Wall Program","City-Wide",,,"City-Wide",
"5015003170.58101.00","Senior Community Program","Senior Community Program","City-Wide",,,"City-Wide",
"5015003180.58101.00","Senior Community Program","Senior Community Program","City-Wide",,,"City-Wide",
"1126749817.50000.00","Signage & Wayfinding","Wayfinding Signage - Construction","City-Wide",,,"City-Wide",
"1126749817.50000.00","Signage & Wayfinding","Wayfinding Signage - Construction","City-Wide",,,"City-Wide",
"4039103170.58101.00","Slope Failure Remediation","Baldauf Street Wall","Baldauf Street 15203","40.42313","-79.98076","District 3","3"
"4023910317.50000.00","Slope Failure Remediation","Brahm Street Wall","Brahm St & Solar St 15212","40.46403","-79.99849","District 1","1"
"6023910318.50000.01","Slope Failure Remediation","Brahm Street Wall","Brahm St & Solar St 15212","40.46403","-79.99849","District 1","1"
"6023910318.50000.02","Slope Failure Remediation","Henderson Street Wall","Henderson St & Sandusky Ct 15212","40.45924","-80.00563","District 6","6"
"6030168018.50000.00","Smallman Street Reconstruction","Smallman Street Reconstruction","Smallman St & 18th St 15222","40.45103","-79.98573","District 7","7"
"6030168018.50000.00","Smallman Street Reconstruction","Smallman Street Reconstruction","Smallman St & 18th St 15222","40.45103","-79.98573","District 7","7"
"4067470017.50000.00","Smithfield Street (TIP)","Preliminary Engineering","Smithfield Street (from Forbes Ave to 6th Ave) 15219","40.43941","-79.99909","District 6","6"
"4067470017.50000.00","Smithfield Street (TIP)","Preliminary Engineering","Smithfield Street (from Forbes Ave to 6th Ave) 15219","40.43941","-79.99909","District 6","6"
,"Smithfield Street (TIP)",,"Smithfield Street (from Forbes Ave to 6th Ave) 15219","40.43941","-79.99909","District 6","6"
,"South Negley Avenue Bridge (TIP)",,"South Negley Avenue Bridge 15232","40.45622","-79.93344","District 8","8"
"4026734817.50000.17","Sport Facility Improvements","ADA Bleachers for Dek Hockey - Marmaduke","Oswald St & Bonaventure Way 15212","40.48461","-80.04214","District 1","1"
"4026734117.50000.00","Sport Facility Improvements","Alton Field Concession Stand","Alton St & Andick Way 15216","40.41410","-80.02117","District 4","4"
"4590117180.58101.02","Sport Facility Improvements","Ammon Park - Court Activation Buttons","Bedford Ave & Memory Ln 15219","40.44834","-79.97832","District 6","6"
"4026734817.50000.10","Sport Facility Improvements","Ballfield Renovations - Chartiers Park","Chartiers Ave & Middleton Rd 15204","40.45764","-80.07320","District 2","2"
"4030117170.58101.13","Sport Facility Improvements","Ballfield Renovations - Fineview Park","Fineview Ave & Myler St 15212","40.46164","-80.00398","District 1","1"
"4030117170.58101.16","Sport Facility Improvements","Ballfield Renovations - Frazier Park","Frazier St & Dawson St 15213","40.42971","-79.95426","District 3","3"
"4026734817.50000.15","Sport Facility Improvements","Ballfield Renovations - Magee Playground","McCaslin St & Greenfield Ave 15217","40.42510","-79.93733","District 5","5"
"4026734817.50000.06","Sport Facility Improvements","Ballfield Renovations - McGonigle Park","Allendale St & Allendale Circle 15204","40.45918","-80.06488","District 2","2"
"4026734817.50000.11","Sport Facility Improvements","Ballfield Renovations - Mellon Park","1047 Shady Ave 15232","40.45148","-79.92018","District 8","8"
"4026734817.50000.02","Sport Facility Improvements","Ballfield Renovations - Moore Park","1777 Pioneer Ave 15226","40.40550","-80.01472","District 4","4"
"4030117170.58101.05","Sport Facility Improvements","Ballfield Renovations - Paul J. Sciullo III Memorial Park","322 Darsie St 15224","40.46261","-79.95315","District 7","7"
"4030117170.58101.25","Sport Facility Improvements","Ballfield Renovations - Spring Hill Park","S Side Ave & Romanhoff St 15212","40.47024","-79.99324","District 1","1"
"4030117170.58101.29","Sport Facility Improvements","Ballfield Renovations - Volunteer's Field","Strata Way & Riota Way 15210","40.39660","-79.99275","District 4","4"
"4590117180.58101.01","Sport Facility Improvements","Banksville Park - ADA Bleachers for Dek Hockey","1471 Crane Ave 15220","40.41474","-80.04087","District 2","2"
"4590117180.58101.03","Sport Facility Improvements","Brookline Park - ADA Bleachers for Dek Hockey","Brookline Blvd & Birchland St 15226","40.39208","-80.00797","District 4","4"
"4526734818.50000.01","Sport Facility Improvements","Brookline Park - Ballfield Fence Repair/Paint","Brookline Blvd & Birchland St 15226","40.39208","-80.00797","District 4","4"
"4030117170.58101.01","Sport Facility Improvements","Court Activation Button - Allegheny Commons Park Arch Street","Federal St & North Ave 15212","40.45514","-80.00653","District 1","1"
"4030117170.58101.07","Sport Facility Improvements","Court Activation Button - Allegheny Commons West Park Tennis","Allegheny Commons Park 15212","40.45226","-80.01214","District 1","1"
"4030117170.58101.14","Sport Facility Improvements","Court Activation Button - Arlington Park","Fort Hill St & Sterling St 15210","40.41768","-79.97467","District 3","3"
"4030117170.58101.09","Sport Facility Improvements","Court Activation Button - Arsenal Park","Butler St between 39th and 40th Streets 15201","40.46596","-79.96082","District 7","7"
"4030117170.58101.03","Sport Facility Improvements","Court Activation Button - Cowley","1200 Goettman St15212","40.45820","-79.98959","District 1","1"
"4030117170.58101.31","Sport Facility Improvements","Court Activation Button - East Hills Park","Wilner Drive 15221","40.45367","-79.87071","District 9","9"
"4030117170.58101.08","Sport Facility Improvements","Court Activation Button - Enright Park","Amber St & Eva St 15206","40.46193","-79.93035","District 9","9"
"4026734817.50000.09","Sport Facility Improvements","Court Activation Button - Fairywood Park","Broadhead-Fording Rd & Village Rd 15205","40.44983","-80.08060","District 2","2"
"4030117170.58101.06","Sport Facility Improvements","Court Activation Button - Fort Pitt Park","5101 Hillcrest St 15224","40.46878","-79.94189","District 9","9"
"4030117170.58101.18","Sport Facility Improvements","Court Activation Button - Gardner","Gardner St & Herman St 15212","40.46160","-79.98543","District 1","1"
"4026734817.50000.14","Sport Facility Improvements","Court Activation Button - Herschel Park","Herschel St & Hassler St 15205","40.44075","-80.04377","District 2","2"
"4026734817.50000.20","Sport Facility Improvements","Court Activation Button - Joe Natoli Playground","President Way & Antietam St 15206","40.48410","-79.92493","District 7","7"
"4030117170.58101.23","Sport Facility Improvements","Court Activation Button - Kennard Park","Reed St & Kirkpatrick St 15219","40.44359","-79.97485","District 6","6"
"4030117170.58101.20","Sport Facility Improvements","Court Activation Button - Lewis Playground","Irvine St & Berwick St 15207","40.41310","-79.94511","District 5","5"
"4026734817.50000.16","Sport Facility Improvements","Court Activation Button - Magee Playground","McCaslin St & Greenfield Ave 15217","40.42510","-79.93733","District 5","5"
"4030117170.58101.11","Sport Facility Improvements","Court Activation Button - Manchester Playground","Columbus Ave & Fulton St 15233","40.45866","-80.02554","District 6","6"
"4026734817.50000.18","Sport Facility Improvements","Court Activation Button - Marmaduke","Oswald St & Bonaventure Way 15212","40.48461","-80.04214","District 1","1"
"4026734817.50000.01","Sport Facility Improvements","Court Activation Button - McBride Park","McBride St & U Way 15207","40.37009","-79.90808","District 5","5"
"4026734817.50000.07","Sport Facility Improvements","Court Activation Button - McKinley Park","Bausman St & Bernd St 15210","40.41460","-79.99798","District 4","4"
"4026734817.50000.03","Sport Facility Improvements","Court Activation Button - Moore Park","1777 Pioneer Ave 15226","40.40550","-80.01472","District 4","4"
"4030117170.58101.22","Sport Facility Improvements","Court Activation Button - Paulson Playground","Paulson Ave & Dunmore St 15206","40.46880","-79.90104","District 9","9"
"4030117170.58101.26","Sport Facility Improvements","Court Activation Button - Spring Hill Park","S Side Ave & Romanhoff St 15212","40.47024","-79.99324","District 1","1"
"4030117170.58101.10","Sport Facility Improvements","Court Renovation with Color Coat - Arsenal Park","Butler St between 39th and 40th Streets 15201","40.46596","-79.96082","District 7","7"
"4030117170.58101.17","Sport Facility Improvements","Court Renovation with Color Coat - Frazier Park","Frazier St & Dawson St 15213","40.42971","-79.95426","District 3","3"
"4026734817.50000.04","Sport Facility Improvements","Court Renovation with Color Coat - Moore Park","1777 Pioneer Ave 15226","40.40550","-80.01472","District 4","4"
"4030117170.58101.27","Sport Facility Improvements","Court Renovation with Color Coat - Spring Hill Park","S Side Ave & Romanhoff St 15212","40.47024","-79.99324","District 1","1"
"4030117170.58101.02","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Allegheny Commons Park Arch Street","Federal St & North Ave 15212","40.45514","-80.00653","District 1","1"
"4030117170.58101.15","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Arlington Park","Fort Hill St & Sterling St 15210","40.41768","-79.97467","District 3","3"
"4030117170.58101.19","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Granville Park","Granville St & Enoch St 15219","40.44471","-79.98292","District 6","6"
"4026734817.50000.05","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Jefferson Park","Rednap St & Monterey St 15212","40.45932","-80.01459","District 6","6"
"4030117170.58101.24","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Kennard Park","Reed St & Kirkpatrick St 15219","40.44359","-79.97485","District 6","6"
"4026734817.50000.08","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - McKinley Park","Bausman St & Bernd St 15210","40.41460","-79.99798","District 4","4"
"4026734817.50000.12","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Mellon Park","1047 Shady Ave 15232","40.45148","-79.92018","District 8","8"
"4030117170.58101.12","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Niagara Park","Craft Ave & Niagara St 15213","40.43476","-79.95998","District 3","3"
"4030117170.58101.04","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Ormsby Park","22nd St & Sidney St 15203","40.42931","-79.97448","District 3","3"
"4026734817.50000.19","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Phillips Park","Parkfield St & Spokane Ave 15210","40.39124","-79.99068","District 4","4"
"4030117170.58101.21","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Robert E. Williams Park","Milwaukee St & Adelaide St 15219","40.45469","-79.96048","District 6","6"
"4030117170.58101.30","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coating - Vincennes  Park","Wandless St & Orbin St 15219","40.45112","-79.96695","District 6","6"
"4030117170.58101.28","Sport Facility Improvements","Court Repair with ARMOR Crack & Color Coatings - Winters Park","Saint Paul St and Yard Way 15203","40.42195","-79.98145","District 3","3"
"4026734817.50000.21","Sport Facility Improvements","Court Repair with ARMOR Crack and Color Coating - Stratmore Park","Stratmore Ave & Elmont St 15205","40.43925","-80.05569","District 2","2"
"4590117180.58101.05","Sport Facility Improvements","Garland Park - Court Activation Buttons","N St. Clair St & Broad St 15206","40.46379","-79.92809","District 9","9"
"4526734818.50000.04","Sport Facility Improvements","Magee Field Improvements","McCaslin St & Greenfield Ave 15217","40.42510","-79.93733","District 5","5"
"4526734818.50000.03","Sport Facility Improvements","McBride Park - Dek Hockey","McBride St & U Way 15207","40.37009","-79.90808","District 5","5"
"4590117180.58101.04","Sport Facility Improvements","Paul J. Sciullo II Memorial Park - ADA Bleachers for Dek Hockey","322 Darsie St 15224","40.46261","-79.95315","District 7","7"
"4026734817.50000.13","Sport Facility Improvements","Phase II Schenely Park Oval Turf Package","Forbes Ave & Schenley Dr 15217","40.43297","-79.94248","District 5","5"
"4526734818.50000.02","Sport Facility Improvements","Project Administration (BOND)","City-Wide",,,"City-Wide",
"4526734818.50000.05","Sport Facility Improvements","Stratmore Parklet - Court Repair","Stratmore Ave & Elmont St 15205","40.43925","-80.05569","District 2","2"
"4022003517.50000.01","Step Repair & Replacement","Carnahan Road/Banksville Steps","Banksville Rd & Carnahan Rd 15216","40.40716","-80.03433","District 2","2"
"6022003518.50000.01","Step Repair & Replacement","Carnahan Road/Banksville Steps - Step Repair","Carnahan Rd & Younger Ave 15216","40.40758","-80.03432","District 2","2"
"4022003517.50000.02","Step Repair & Replacement","City Accelerator Step Assessment","City-Wide",,,"City-Wide",
"4022003517.50000.02","Step Repair & Replacement","City Accelerator Step Assessment","City-Wide",,,"City-Wide",
"4022003517.50000.03","Step Repair & Replacement","Lower Oakley Street Steps/Phase 2","Lower Oakley St 15203","40.42307","-79.96890","District 3","3"
"6022003518.50000.02","Step Repair & Replacement","Repairs to City Steps","City-Wide",,,"City-Wide",
"6022003518.50000.03","Step Repair & Replacement","Stanton Ave to McCandless Ave Step Repairs","McCandless Ave & 53rd St 15201","40.47810","-79.94704","District 7","7"
"6022003518.50000.03","Step Repair & Replacement","Stanton Ave to McCandless Ave Step Repairs","McCandless Ave & 53rd St 15201","40.47810","-79.94704","District 7","7"
"4026900117.50000.01","Street Resurfacing","Bike & Pedestrian Thermoplastic Paint","City-Wide",,,"City-Wide",
"4026900017.50000.07","Street Resurfacing","BITUMINOUS PAVING PROGRAM","City-Wide",,,"City-Wide",
"4026900117.50000.02","Street Resurfacing","BITUMINOUS PAVING PROGRAM","City-Wide",,,"City-Wide",
"4039000170.58101.01","Street Resurfacing","BITUMINOUS PAVING PROGRAM","City-Wide",,,"City-Wide",
"6026900018.50000.01","Street Resurfacing","BITUMINOUS PAVING PROGRAM","City-Wide",,,"City-Wide",
"6026900118.50000.00","Street Resurfacing","BITUMINOUS PAVING PROGRAM","City-Wide",,,"City-Wide",
"6039000180.58101.00","Street Resurfacing","BITUMINOUS PAVING PROGRAM","City-Wide",,,"City-Wide",
"4026900017.50000.01","Street Resurfacing","CONCRETE, BRICK, & BLOCKSTONE","City-Wide",,,"City-Wide",
"4026900017.50000.02","Street Resurfacing","CONCRETE, BRICK, & BLOCKSTONE","City-Wide",,,"City-Wide",
