"company_name","ban","cgdc","rd","substance_abuse","lcsw","lpc","mft","lmsw","plpc","psychiatric_nurse_practitioner","psychiatrist","psychologist","alcohol_and_substance_abuse","anger_management","child_adolescent","compulsive_gambling","domestic_violence","eating_disorder","faith_based","family_marriage","general_mental_health","post_traumatic_stress","sexual_assault","suicide_prevention","traumatic_brain_injury","telehealth","website","phone_number","zip_code","country","tricare","military_culture","admin_notes","location_1","suite_no"
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","65402","United States","Yes","Not yet, but I would like to work with the military community",,"1450 E 10th Street
Rolla, Missouri 65402
(37.951112, -91.746902)",
"COMTREA","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://www.comtrea.org/","6364816040","63050","United States","Yes","Not yet, but I would like to work with the military community",,"4 Hickory Ridge Rd
Hillsboro, Missouri 63050
(38.220854, -90.573563)","Suite 600"
"Keri R. Burns, LPC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","http://kburnstherapy.com","3146095377","63105","United States","No","Not yet, but I would like to work with the military community",,"230 S. Bemiston
Clayton, Missouri 63105
(38.646558, -90.337378)","Suite 430"
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","65355","United States","Yes","Not yet, but I would like to work with the military community",,"17571 N. Dam Access Rd
Warsaw, Missouri 65355
(38.264873, -93.38662)",
"BJC Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","www.bjcbehavioralhealth.org","3142063900","63031","United States",,"Not yet, but I would like to work with the military community",,"1150 Graham Road
Florissant, Missouri 63031
(38.779529, -90.334605)","Suite 102"
"BJC Behavioral Health","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","www.bjcbehavioralhealth.org","3142063783","63103","United States",,"Not yet, but I would like to work with the military community",,"1430 Olive
St. Louis, Missouri 63103
(38.630281, -90.201451)","Suite 400"
"Preferred Family Healthcare","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://pfh.org/","6362241500","63379","United States","Yes","Not yet, but I would like to work with the military community",,"1011 E Cherry St
Troy, Missouri 63379
(38.984962, -90.963905)",
"Cynthia Butler, LCSW","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","Yes","Yes","No","Yes","No","Yes",,"6604256151","64424","United States","Yes","Not yet, but I would like to work with the military community",,"4118 Miller Street
Bethany, Missouri 64424
(40.265193, -94.0107)",
"Pinner Counseling","No","Yes","No","Yes","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","https://www.pinnercounseling.org/","3144401132","63019","United States","No","Not yet, but I would like to work with the military community",,"805 N Truman Blvd
Crystal City, Missouri 63019
(38.227609, -90.38602)",
"Jerrell L. Driver, Ph.D., M.S.C.P.","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","Yes","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No",,"5732047771","63755","United States","Yes","Yes, I have training in military culture",,"2387 West Jackson Blvd.
Jackson, Missouri 63755
(37.384255, -89.69955)","Suite B"
"Keith Allen, Ph.D.","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No",,"8169319912","64112","United States","No","Not yet, but I would like to work with the military community",,"800 West 47th Street
Kansas City, Missouri 64112
(39.042594, -94.598986)",
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","64701","United States","Yes","Not yet, but I would like to work with the military community",,"300 Galaxie Avenue
Harrisonville, Missouri 64701
(38.655541, -94.331167)",
"ReDiscover","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","Yes","No","Yes","No","No","www.rediscovermh.org","8449944325","64086","United States","Yes","Not yet, but I would like to work with the military community",,"901 NE Independence Ave
Lee's Summit, Missouri 64086
(38.928995, -94.364585)",
"Compass Health Network","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","https://compasshealthnetwork.org/","8448538937","65109","United States","Yes","Not yet, but I would like to work with the military community",,"227 Metro Drive
Jefferson City, Missouri 65109
(38.592269, -92.222602)",
"Clark Community Mental Health Center","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","http://clarkmentalhealth.com/","4174761000","65708","United States","Yes","Not yet, but I would like to work with the military community",,"1701 N Central Ave
Monett, Missouri 65708
(36.943669, -93.926586)",
"First Choice Counseling PC","No","No","No","No","No","Yes","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","http://www.1st-choice-counseling.com/","3147626363","63130","United States","No","Not yet, but I would like to work with the military community",,"569 Melville Ave
St. Louis, Missouri 63130
(38.65568, -90.30553)","Suite 202"
"Compass Counseling Services","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","http://ozarkscompass.com","4175974572","65804","United States","No","Yes, I have training in military culture",,"3022 S National Ave
Springfield, Missouri 65804
(37.158497, -93.277329)","Suite 104"
"Destined by Design Counseling, LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","Yes","Yes","Yes","Yes","No","No","No","Yes",,"9136623739","64063","United States","No","Yes, I have served in the military",,"201 SW Market Street
Lees Summit, Missouri 64063
(38.912631, -94.382003)",
"Linda G. Smith, MA","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","Yes","No","No","http://lindagsmith.com/","8164566654","64037","United States","No","Not yet, but I would like to work with the military community",,"2301 Highway 13
Higginsville, Missouri 64037
(39.071949, -93.734612)","Suite 101"
"Clear Perspective, LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","Yes","No","No","No","No","Yes",,"6364003906","63367","United States","No","Not yet, but I would like to work with the military community",,"112 Centre on the Lake
Lake Saint Louis, Missouri 63367
(38.802622, -90.771552)",
"Soileau Partners Psychotherapy","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","https://reality-reverie.com","8168952515","64105","United States","No","Not yet, but I would like to work with the military community",,"107 W. 9th Street
Kansas City, Missouri 64105
(39.103501, -94.58417)",
"Mental Wellness","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,"5733027241","65065","United States","No","Not yet, but I would like to work with the military community",,"1191 Hwy KK
Osage Beach, Missouri 65065
(38.119153, -92.692115)",
"Preferred Family Healthcare","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","http://pfh.org/","6362241700","63116","United States","Yes","Not yet, but I would like to work with the military community",,"4066 Dunnica Ave
St. Louis, Missouri 63116
(38.588442, -90.256454)",
"William Holtmeyer Counseling and Consulting LLC","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","Yes","No",,"4178603858","65804","United States","No","Not yet, but I would like to work with the military community",,"1736 E Sunshine
Springfield, Missouri 65804
(37.18055, -93.263199)","Suite 718"
"Olive Street VA Clinic","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","https://www.va.gov/st-louis-health-care/locations/olive-street-va-clinic/","3146524100","63108","United States","Yes","Yes, I have training in military culture",,"3615 Olive Street
St. Louis, Missouri 63108
(38.638391, -90.232769)",
