"applicant","award_fiscal_year","project_number","category","eligible_mitigation_action","old_vehicle_type","new_vehicle_type","new_fuel_type","est_lifetime_nox_reduction","funding_requested","actual_funding_awarded","maximum_vw_cost_share","vehicle_cost","address","city","zip","county","state","point"
"Success R-VI","2020","SB12-SUCC-8764","Category 1: school Bus","EMA 15","School Bus","School Bus","Diesel","1.033","54000.00","47535.00","0.6","79225.00","10341 Hwy 17","Success","65570","Texas","MO","POINT (-92.064353 37.459859)"
"De Soto School District #73","2019","SB13-B3","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.621","22000.00","22000.00","0.25","97282.00","610 Vineland School Rd","De Soto","63020","Jefferson","MO","POINT (-90.548316 38.111471)"
"FedEx Freight Corporation","2020","NG27-FEDE-19/35-5299","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","1.38","19348.00","19348.00","0.25","101275.86","4087 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Fulton 58 School District","2019","SB25-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.49","22000.00","20493.25","0.25","81973.00","411 State Hwy Z","Fulton","65251","Callaway","MO","POINT (-91.973506 38.853923)"
"R+L Carriers, Inc","2020","NG18-R+LC-23/33-5831","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","1.58","25367.63","25251.75","0.25","101007.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"FedEx Freight Corporation","2020","NG27-FEDE-3/35-3322","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.89","26875.00","25318.97","0.25","101275.86","4099 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Department of Corrections","2020","DOC-2908-F0337M","Category 2: Government Trucks","2. Class 4-8 School Bus, Shuttle Bus, or Transit Bus","Bus",,"diesel","0.004","114100.00","114100.00","1","114100.00","2731 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Hickory County R-I School District","2020","SB05-HICK-2238","Category 1: school Bus","EMA 6","School Bus","School Bus","Diesel","1.41","36000.00","34094.40","0.4","85236.00","20663 Highway 65","Urbana","65767","Dallas","MO","POINT (-93.133906 37.841405)"
"Kingston K-14 School District","2019","SB41-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.241","22000.00","22000.00","0.25","89165.00","10047 Diamond Road","Cadet","63630","Washington","MO","POINT (-90.726757 38.0131)"
"R+L Carriers, Inc","2020","NG18-R+LC-26/33-8584","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","3.927","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"County of Wayne","2019","GT48-CWAY-T2","Category 2 - Medium (Class 4-7)","EMA 6","2004 Dump Truck","Short Haul Single Unit","Diesel","1.580","74500.00","69300.00",,"138600.00","109 Walnut St","Greenville","63944","Wayne","MO","POINT (-90.395596 37.141649)"
"McDonald County R-1 Schools","2020","SB25-MCDO-4133","Category 1: school Bus","EMA 33","School Bus","School Bus","Diesel","0.946","22500.00","21684.00","0.25","86736.00","10 Stampede Dr.","Anderson","64831","McDonald","MO","POINT (-94.471872 36.664965)"
"Ozarks Coca Cola/Dr Pepper Bottling Company","2020","NG03-OZAR-9103","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Combination",,"diesel","2.716","32387.50","30815.25","0.25",,"1777 N Packer Rd","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-3/43-7837","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","5.505","18750.00","18750.00","0.25","89854.00","1142 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"North St. Francois County R-I School District","2019","SB64-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","10.563","22000.00","22000.00","0.25","98972.00","300 Berry Road","Bonne Terre","63628","Saint Francois","MO","POINT (-90.534229 37.934659)"
"Republic Services Inc","2020","NG07-REPU-6579","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","5.016","30726.75","0.00","0.25",,"7199 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Conco Quarries","2020","D02-CONC-1/1-5461","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","Haul Truck",,"diesel","6.892","200000.00","182063.50","0.25","728254.00",,"Willard","65781","Greene","MO","POINT (-93.41713 37.338482)"
"Waste Management of Missouri, INC","2020","NG25-WAST-12/12-0540","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","3.445","55000.00","55000.00","0.25","345115.20","7320 Hall Street","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"Bernie R-XIII Schools","2020","SB11-BERN-9142","Category 1: school Bus","EMA 13","School Bus","School Bus","Diesel","1.12","54000.00","54000.00","0.6","105104.00","516 W. Main Ave.","Bernie","63822","Stoddard","MO","POINT (-90.017282 36.668992)"
"Hillsboro RIII School District","2020","D13-HILL-1/1-6011","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"diesel",,"22000.00","22500.00","0.25","95489.00","5 Ridgewood Dr","Hillsboro","63050","Jefferson","MO","POINT (-90.572632 38.261258)"
"Mark Twain R-VIII School District","2019","SB52-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.267","100000.00","83020.00","1","83020.00","37707 US Highway 160","Rueter","65744","Taney","MO","POINT (-92.899526 36.612946)"
"School District R-III of Swedeborg","2019","SB72-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.701","100000.00","98221.00","1","98221.00","17507 Hwy T","Richland","65556","Pulaski","MO","POINT (-92.400752 37.831634)"
"City of Columbia","2019","TS02-COMO-B1","Category 3: Transit and Shuttle Buses","EMA 2","Transit Bus","Transit Bus",,"3.955","98000.00","98000.00",,"490000.00","126 North Tenth Street","Columbia","65205","Boone","MO","POINT (-92.328594 38.951551)"
"Republic Services Inc","2020","NG07-REPU-2140","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","1.36","17175.20","0.00","0.25",,"7182 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Department of Corrections","2021","DOC-7127-0714M","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Combination",,"diesel","1.888","107668.02","107668.02","1","107668.02","2730 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Liberty Public School District #53","2019","SB47-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.559","22000.00","22000.00","0.25","92770.00","801 Kent Street","Liberty","64068","Clay","MO","POINT (-94.412372 39.252954)"
"JW Walker & Sons Recycling","2020","D05-JWWA-1/1-319J","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","Baler Engine",,"diesel","15.544","10520.00","9362.00","0.4","23405.00","3354 Hwy B","Poplar Bluff","63901","Butler","MO","POINT (-90.437071 36.769948)"
"Grain Valley Schools","2019","SB29-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.114","22000.00","21275.00","0.25","85100.00","31606 E. Pink Hill Rd. Box 304","Grain Valley","64029","Jackson","MO","POINT (-94.214042 39.009318)"
"Republic Services INC","2020","NG20-REPU-1/30-3826","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","5.337","30726.75","30726.75","0.25","288026.10","7151 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Ozarks Coca Cola/Dr. Pepper Bottling Company","2020","NG17-OZAR-4/10-9348","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","long haul combination",,"diesel","5.642","22850.00","22850.00","0.25","115722.00","1777 N. Packer Rd.","Springfield","65604","Greene","MO","POINT (-93.582453 37.305448)"
"Republic Services INC","2020","NG20-REPU-18/30-0837","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","long haul combination",,"diesel","3.052","41269.35","41269.35","0.25","243696.00","7156 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"MFA Oil","2021","EV02-MFAO-SIK01","Category 8: EV Infrastructure",,"EV charging station",,"all-electric",,"142334.00",,,,"1 Ray Young Dr.","Columbia","66205","Boone","MO","POINT (-94.631346 39.0309)"
"OTL Logistics Inc","2020","AC01-OTLL-k-09","Category 6: Airport and Cargo","8. Forklifts and Port Cargo Handling","Terminal Tractor",,"all-electric","39.567","165000.00","165000.00","0.5","345943.65","PO Box 11174","Kansas City","64119","Clay","MO","POINT (-94.520435 39.207051)"
"SYSCO St. Louis LLC","2020","NG24-SYSC-5/10-6835","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","4.367","20330.00","20330.00","0.25","90115.91","2755 Elm Point Industiral Drive","St. Charles","63301","Saint Charles","MO","POINT (-90.496858 38.821144)"
"St Robert, City of","2020","GT06-STRO-3312","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.652",,"65500.00",,"138149.30","194 Eastlawn Ave Suite A","Saint Robert","65584","Pulaski","MO","POINT (-92.133017 37.827013)"
"Department of Corrections","2021","DOC-6838-0153M","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.032","138902.13","138902.13","1","138902.13","2730 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Everton R-III School District","2019","SB20-B2","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.177","100000.00","96234.00","1","96234.00","509 East School Street","Everton","65646","Dade","MO","POINT (-93.702608 37.33922)"
"Greenville R-II School District","2020","D18-GREE-1/1-8223","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"diesel",,"22500.00","21618.75","0.25","86475.00","PO Box 320","Greenville","63944","Wayne","MO","POINT (-90.395596 37.141649)"
"Department of Corrections","2019","DOC-9","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.924","96647.76","96647.76",,"96647.76","2729 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Republic Services INC","2020","NG20-REPU-7/30-9345","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","5.052","30726.75","30726.75","0.25","176448.39","7167 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Skyline R-II","2020","SB23-SKYL-7717","Category 1: school Bus","EMA 30","School Bus","School Bus","Diesel","0.943","72000.00","72000.00","0.8","94348.00","Rt. 72 Box 486","Norwood","65717","Wright","MO","POINT (-92.434049 37.08251)"
"City Utilities of Springfield","2020","D04-CITY-6/7-4054","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","Backhoe",,"diesel","0.264","16250.00","14625.00","0.25","58500.00",,"Springfield","65805","Greene","MO","POINT (-93.292361 37.215521)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-22/43-0181","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","3.042","22500.00","22500.00","0.25","120132.00","1138 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Hollister R-V School District","2019","SB35-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.426","22000.00","22000.00","0.25","94312.00","1914 State Highway BB","Hollister","65672","Taney","MO","POINT (-93.231081 36.582475)"
"FedEx Freight Corporation","2020","NG27-FEDE-4/35-7344","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","1.14","16902.19","16902.19","0.25","101275.86","4105 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Gasconade R-2 School District","2019","SB27-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.189","22000.00","21349.50","0.25","85398.00","402 East Lincoln","Owensville","65066","Gasconade","MO","POINT (-91.488156 38.343261)"
"Department of Corrections","2020","DOC-8089-F0771M","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Long Haul Combination",,"diesel","1.676","100590.00","100590.00","0.97","104207.00","2737 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Metropolitan St Louis Sewer District","2020","GT11-METR-6819","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.498",,"53856.00",,"268154.00","2350 Market St","St. Louis","63103","Saint Louis City","MO","POINT (-90.215039 38.630287)"
"Republic Services Inc","2020","NG07-REPU-8901","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","3.876","30726.75","0.00","0.25",,"7210 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Skyline R-II","2020","SB23-SKYL-9111","Category 1: school Bus","EMA 31","School Bus","School Bus","Diesel","0.946","72000.00","72000.00","0.8","94348.00","Rt. 72 Box 486","Norwood","65717","Wright","MO","POINT (-92.434049 37.08251)"
"East Newton R6 School District","2019","SB18-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.268","22000.00","21840.00","0.25","87360.00","22808 East Highway 86","Granby","64844","Newton","MO","POINT (-94.243064 36.914095)"
"R+L Carriers, Inc","2020","NG18-R+LC-6/33-5161","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","0.704","21910.39","21910.39","0.25","101007.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Kum and Go LLC","2021","EV06-KUMA-SPR01","Category 8: EV Infrastructure",,"EV charging station",,"all-electric",,"191214.00",,,,"2963 E Division St","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Republic Services Inc","2020","NG07-REPU-7502","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","6.804","30726.75","0.00","0.25",,"7203 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-37/43-3283","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","0.918","17500.00","17500.00","0.25","71205.00","1135 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Perry, City of","2020","GT04-PERR-1693","Category 2: Government Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","1.6",,"75700.50",,"151401.00","PO Box 280","Perry","63462","Ralls","MO","POINT (-91.654104 39.413433)"
"Lincoln County R-III School District","2019","SB48-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","1.449","22000.00","22000.00","0.25","95275.00","51 Clonts Field Drive Suite B","Troy","63379","Lincoln","MO","POINT (-90.980422 38.994368)"
"Estes Express Lines","2020","NG03-ESTE-3/5-2200","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","4.642","25249.00","22082.01","0.25","88328.02","205 Soccer Park Road","Fenton","63026","Saint Louis County","MO","POINT (-90.463646 38.504609)"
"Waste Management of Missouri, INC","2020","NG25-WAST-9/12-7281","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","2.7295","42000.00","42000.00","0.25","345115.20","7320 Hall Street","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"Lewis County C-1","2020","SB30-LEWI-5213","Category 1: school Bus","EMA 43","School Bus","School Bus","Propane","0.79","37500.00","23407.50","0.25","93630.00","21504 State Highway 6","Lewistown","63452","Lewis","MO","POINT (-91.811108 40.092565)"
"Fulton 58 School District","2019","SB25-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.491","22000.00","20493.25","0.25","81973.00","411 State Hwy Z","Fulton","65251","Callaway","MO","POINT (-91.973506 38.853923)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-11/43-9022","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","long haul single unit",,"diesel","3.546","18750.00","18750.00","0.25","89854.00","1138 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Alton R-IV School District","2019","SB03-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.205","22000.00","22000.00","0.25","112519.00","RT 72 ","Alton","65606","Oregon","MO","POINT (-91.366175 36.717693)"
"Joplin School District R-VIII","2020","SB26-JOPL-1694","Category 1: school Bus","EMA 37","School Bus","School Bus","Diesel","1.098","36000.00","36000.00","0.4","92573.00","825 S. Pearl Ave","Joplin","64801","Jasper","MO","POINT (-94.496695 37.101405)"
"S and T Farms LLC","2020","NG02-SAND-9108","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Combination",,"diesel","3.47","38750.00","32742.00","0.25",,"PO Box 30","Bowling Green","63334","Pike","MO","POINT (-91.188487 39.311159)"
"Republic Services Inc","2020","NG07-REPU-2386","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","3.783","30726.75","0.00","0.25",,"7186 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"R+L Carriers, Inc","2020","NG18-R+LC-9/33-5317","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","2.59","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-25/43-5983","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","1.788","22500.00","22500.00","0.25","117724.00","1139 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"County of Howell","2019","GT32-HOWE-T02","Category 2 - Large (Class 8)","EMA 1","1994 Dump Truck","Short Haul Single Unit","Diesel","0.734","33810.00","28624.50",,"57249.00","35 Court Square","West Plains","65775","Howell","MO","POINT (-91.8681 36.7125)"
"FedEx Freight Corporation","2020","NG27-FEDE-10/35-5296","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","1.59","24970.00","24970.00","0.25","101275.86","4078 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Chaffee R-II School District","2019","SB10-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.034","100000.00","100000.00","1","101779.00","517 West Yoakum","Chaffee","63740","Scott","MO","POINT (-89.692195 37.17883)"
"Republic Services INC","2020","NG20-REPU-26/30-4168","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","1.62","24276.00","24276.00","0.25","255481.00","7161 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Republic Services INC","2020","NG20-REPU-29/30-1704","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","2.172","32518.50","32518.50","0.25","153889.70","7178 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"R+L Carriers, Inc","2020","NG18-R+LC-33/33-0413","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","2.5","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"FedEx Freight Corporation","2020","NG27-FEDE-18/35-9572","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","1.44","20472.14","20472.14","0.25","101275.86","4086 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"St Louis, City of","2020","GT21-STLO-7237","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.49",,"22006.84",,"81241.00","1122 Clark Ave","St. Louis","63102","Saint Louis City","MO","POINT (-90.188556 38.631639)"
"SYSCO St. Louis LLC","2020","NG24-SYSC-1/10-9498","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","3.024","20330.00","20330.00","0.25","90115.91","2751 Elm Point Industiral Drive","St. Charles","63301","Saint Charles","MO","POINT (-90.496858 38.821144)"
"Ozarks Coca Cola/Dr Pepper Bottling Company","2020","NG03-OZAR-1905","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Combination",,"diesel","3.444","32387.50","30815.25","0.25",,"1777 N Packer Rd","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Iron County C-4 School District","2020","SB45-IRON-3017","Category 1: school Bus","EMA 61","School Bus","School Bus","Diesel","0.712","36000.00","36000.00","0.4","95918.00","Bldg 35 Hwy 49","Viburnum","65566","Iron","MO","POINT (-91.127262 37.739986)"
"Grain Valley Schools","2019","SB29-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","1.014","22000.00","21275.00","0.25","85100.00","31606 E. Pink Hill Rd. Box 304","Grain Valley","64029","Jackson","MO","POINT (-94.214042 39.009318)"
"Republic Services INC","2020","NG20-REPU-13/30-3940","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","5.976","30726.75","30726.75","0.25","153889.70","7171 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Department of Corrections","2020","DOC-6088-F0090M","Category 2: Government Trucks","2. Class 4-8 School Bus, Shuttle Bus, or Transit Bus","Bus",,"diesel","0.45","114100.00","114100.00","1","114100.00","2730 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Schwartz Bus Service, Inc.","2019","SB74-B1","State Clean Diesel","EMA 3","School Bus","School Bus","diesel","0.642","22000.00","20500.00","0.25","82000.00","315 Cedar Ave","Jonesburg","633351","Montgomery","MO","POINT (-91.305732 38.853883)"
"Metropolitan St. Louis Sewer District","2019","R-GT4-STLO-T4","Category 2: Government Trucks",,,,"diesel","1.74","64000.00","75000.00","0.5","393538.00","2350 Market Street","St. Louis","63103","Saint Louis City","MO","POINT (-90.215039 38.630287)"
"Dredging INC","2020","NG22-DRED-1/1-5938","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","1.344","44500.00","44500.00","0.25","178001.00","210 Gobbler Rd","Camdenton","65020","Camden","MO","POINT (-92.778837 38.021707)"
"Mountain View-Birch Tree R-III","2019","SB60-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.865","22000.00","21098.00","0.25","84392.00","1057 Old Hwy 60","Mountain View","65548","Howell","MO","POINT (-91.749092 36.983705)"
"Terminal Consolidation/Kansas City Piggyback","2020","AC02-TERM-9903","Category 6: Airport and Cargo","8. Forklifts and Port Cargo Handling","Terminal Tractor",,"all-electric","6.23","107212.00","105975.00","0.5","211950.00","3600 Great Midwest Dr.","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Republic Services Inc","2020","NG07-REPU-7602","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","3.924","30726.75","0.00","0.25",,"7206 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Gasconade County R-II","2020","SB31-GASC-9575","Category 1: school Bus","EMA 44","School Bus","School Bus","Diesel","1.207","22500.00","22018.00","0.25","88072.00","402 E. Lincoln","Owensville","65066","Gasconade","MO","POINT (-91.488156 38.343261)"
"FedEx Freight Corporation","2020","NG27-FEDE-34/35-4426","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.6","9216.14","9216.14","0.25","101275.86","4104 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"City of St. James","2019","R-GT3-STJA-T1","Category 2: Government Trucks",,,,"diesel","1.096","40000.00","30000.00","0.5","92665.00","100 S. Jefferson","St. James","65559","Phelps","MO","POINT (-91.609245 38.007914)"
"Southland C-9","2020","SB40-SOUT-6382","Category 1: school Bus","EMA 58","School Bus","School Bus","Diesel","1.294","54000.00","54000.00","0.6","96006.00","500 South Main","Cardwell","63829","Dunklin","MO","POINT (-90.29867 36.041464)"
"Waste Management of Missouri, INC","2020","NG25-WAST-4/12-8195","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","1.7325","30000.00","30000.00","0.25","345115.20","7320 Hall Street","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"City Utilities of Springfield","2020","TS02-SPRG-2-3403","Category 3: Transit and Shuttle Buses","2. Class 4-8 School Bus, Shuttle Bus, or Transit Bus","Bus","Bus","all-electric","12.01","184000.00","184000.00","0.5","865000.00","1507 N Boonville Ave","Springfield","65805","Greene","MO","POINT (-93.292361 37.215521)"
"Leesville R-IX School","2020","SB37-LEES-5057","Category 1: school Bus","EMA 54","School Bus","School Bus","Diesel","1.178","72000.00","72000.00","0.8","92269.00","8229 E Hwy 7","Clinton","64735","Henry","MO","POINT (-93.768427 38.362828)"
"Bradleyville R-I School District","2019","SB06-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.105","100000.00","99212.00","1","99212.00","16474 N State Hwy 125","Bradleyville","65614","Taney","MO","POINT (-92.887836 36.749453)"
"L Davis Transports, LLC","2020","NG09-LDAV-1237","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Long Haul Combination",,"diesel","11.865","40000.00","26250.00","0.25",,"PO BOX 419","St. James","65559","Phelps","MO","POINT (-91.609245 38.007914)"
"FedEx Freight Corporation","2020","NG27-FEDE-16/35-2746","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","refuse hauler",,"diesel","0.828","12470.98","12470.98","0.25","101275.86","4084 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"R+L Carriers, Inc","2020","NG18-R+LC-15/33-9158","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","1.992","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Department of Corrections","2019","DOC-6","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.744","106448.83","106448.83",,"106448.83","2729 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Metropolitan St Louis Sewer District","2020","GT11-METR-6673","Category 2: Government Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","0.896",,"40224.00",,"113100.00","2350 Market St","St. Louis","63103","Saint Louis City","MO","POINT (-90.215039 38.630287)"
