License Number,Licensee Name,DBA Name,License Type,Current Status,Effective Date,Fee Date,Fee Type,Expiration Date,Business Phone,Manager Phone,First Name,Last Name,District,SubDistrict,County,Street Number,Street,City,State,Zip Code,Mailing Address 1,Mailing Address 2,Mailing Address 3,Mailing Address 4,Legal 1,Legal 2,Legal 3,Legal 4,Legal 5,Legal 6,Legal 7,Legal 8,latlng,Missouri Counties,School Districts,Counties
286260,COPA FINA WINE IMPORTS LLC,COPA FINA WINE IMPORTS,22S,ACT,08/19/2022,,NEW,06/30/2023,5109694044,4156062494,SHELBI,HERRING,7,00,OUT OF STATE,4325,INDUSTRIAL WAY,BENICIA,CA,945101227,COPA FINA WINE IMPORTS LLC,COPA FINA WINE IMPORTS,4200 PARK BLVD PMB 651,OAKLAND CA 94602-1312,"LOCATION: 4325 INDUSTRIAL WAY, BENICIA, CA 94510-1227",,,,,,,,,,,
286366,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,ACT,10/01/2022,,NEW,10/01/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,"ALL OF A TEMPORARY STAND ON THE PROPERTY OF THE BENTON SPEEDWAY,","817 COUNTY HWY 505, BENTON, MO.",,,,,,,,,,
286151,3700 LACLEDE AVE LLC,HUMPHREYS,RBD,ACT,08/17/2022,,NEW,06/30/2023,3145350700,3149334347,JOHN,HARRIS,3,00,ST. LOUIS CITY,3700,LACLEDE AVE,ST. LOUIS,MO,63108,3700 LACLEDE AVE LLC,HUMPHREYS,3224 LOCUST ST STE 302,ST LOUIS MO 63103,"ALL OF A BUILDING AND OUTDOOR PATIO AT 3700 LACLEDE AVENUE, ST. LOUIS,",MISSOURI.,,,,,,,,,,
286433,ZOCO ENTERPRISES LLC,BIG PAPAS ON CAMPUS LIQUOR & CONVENIENCE,OPT,ACT,08/25/2022,,NEW,06/30/2023,5733385985,5733385985,SHAWN,CHILTON,2,00,BOONE,308,S 9TH ST #106,COLUMBIA,MO,65201,ZOCO ENTERPRISES LLC,BIG PAPAS ON CAMPUS LIQUOR & CONVENIENCE,502 SHADY ACRES,CENTERTOWN MO 65023,,,,,,,,,,,,
286334,HELEN FITZGERALD'S IRISH GRILL & PUB INC,HELEN FITZGERALD'S,RBDC,ACT,09/01/2022,,NEW,09/01/2022,3149604778,3143979200,BRETT,SYBERG,3,00,ST. LOUIS CO.,3660,SOUTH LINDBERGH,SUNSET HILLS,MO,63127,,,,,"ALL OF A TEMPORARY STAND AT, 930 S. KIRKWOOD RD., KIRKWOOD, MO.",,,,,,,,"(38.552798, -90.405745)",51,239,2210
286128,COMMEMORATIVE AIR FORCE,(MICHAEL J. MCENTEE),RBDP,ACT,09/22/2022,,NEW,09/28/2022,6362504515,3143511756,MICHAEL,MCENTEE,3,00,ST. CHARLES,6390,GRAFTON FERRY RD,PORTAGE DES SIOUX,MO,63373,COMMEMORATIVE AIR FORCE,(MICHAEL J. MCENTEE),PO BOX 637,ST CHARLES MO 63302,"ALL OF A TEMPORARY STAND ON THE GROUNDS OF 6390 GRAFTON FERRY ROAD,","PORTAGE DES SIOUX, MO (SMARTT FIELD AIRPORT HANGER)",,,,,,,,,,
286446,MADDIE'S ON MAIN LLC,MADDIE'S ON MAIN,RBDC,ACT,08/27/2022,,NEW,08/27/2022,8168538587,5738221810,MATTHEW,PERRINE,2,00,MONROE,106,N. MAIN ST.,MONROE CITY,MO,63456,,,,,"ALL OF A TEMPORARY STAND LOCATED AT, 115 FIRST STREET, MONROE CITY,",MISSOURI.,,,,,,,,,,
286403,BIG 3 LLC,JAMBO BAR AND GRILL,RBDC,ACT,09/04/2022,,NEW,09/04/2022,7859791579,8162219000,DENISE,HARDY,1,00,JACKSON,9922,HOLMES ROAD,KANSAS CITY,MO,64131,BIG 3 LLC,JAMBO BAR AND GRILL,"1111 MAIN STREET, #750",KANSAS CITY MO 64105,"ALL OF A TEMPORARY STAND LOCATED AT THE GRANDVIEW AMPITHEATER,","13501 BYARS ROAD, GRANDVIEW, MO",,,,,,,,,,
285946,OSCEOLA VFW POST 4197,(LAWRENCE ADRIAN),RBDP,ACT,08/30/2022,,NEW,09/05/2022,4176462151,6603511198,LAWRENCE,ADRIAN,5,00,ST. CLAIR,,N. 2ND ST.,OSCEOLA,MO,64776,OSCEOLA VFW POST 4197,(LAWRENCE ADRIAN),PO BOX 254,OSCEOLA MO 64776,ALL OF A TEMPORARY STAND LOCATED AT THE ST. CLAIR CO SADDLE CLUB,"ARENA, 6185 NE 100 ROAD OSCEOLA, MO. (BEER ONLY)",,,,,,,,,,
286390,JVG 1997 LLC,GOMERS,OPL,ACT,09/01/2022,,NEW,06/30/2023,8169428888,8163899496,JAMES,PROBST,1,00,JACKSON,1301,W 103RD ST STE A,KANSAS CITY,MO,64114,JVG 1997 LLC,GOMERS,3145 BROADWAY,KANSAS CITY MO 64111,"ALL OF A ONE STORY BUILDING LOCATED AT 1301 WEST 103RD STREET SUITE A,","KANSAS CITY, MO",,,,,,,,,,
285967,BENEVOLENT PROTECTIVE ORDER OF ELKS 1034,LODGE 1034,RBDC,ACT,09/20/2022,,NEW,09/20/2022,6608853481,6608851123,STEVEN,CUMMINGS,5,00,HENRY,115,W. FRANKLIN ST.,CLINTON,MO,647352007,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 1008 E SEDALIA AVENUE,","(BENSON CONVENTION CENTER) CLINTON, MO",,,,,,,,,,
286176,TAP TRUCK KCMO LLC,TAP TRUCK KCMO LLC,5BWC,OB,08/17/2022,,NEW,08/17/2022,8163410887,8162219000,ALICE,CLAYTON,1,00,JACKSON,1501,WEST 31ST ST. UNIT 491 W,KANSAS CITY,MO,64111,TAP TRUCK KCMO LLC,TAP TRUCK KCMO LLC,13734 W 121ST TERRACE,OLATHE KS 66062,ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA ON,"THE MISSOURI STATE FAIRGROUND IN THE VIP TENT FOR THE NUCOR EVENT,","2503 WEST 16TH STREET, SEDALIA, MO",,,,,,,,,
286106,UPTOWN JACKSON REVITALIZATION ORG.,(JANNA CLIFTON),RBDP,ACT,10/05/2022,,NEW,10/11/2022,5732006542,5735797666,JANNA,CLIFTON,4,00,CAPE GIRARDEAU,100,N. MISSOURI ST,JACKSON,MO,63755,,,,,"ALL OF A TEMPORARY STAND AT THE CORNER OF COURT AND MAIN STREET,","JACKSON, MO",,,,,,,,,,
286236,CHEROKEE EVENTS,(RONALD STRAWBRIDGE),RBDP,OB,08/18/2022,,NEW,08/24/2022,3144023943,3142029651,RONALD,STRAWBRIDGE,3,00,ST. LOUIS CITY,3407,S. JEFFERSON AVE STE 515,ST. LOUIS,MO,63118,,,,,"ALL OF A TEMPORARY STAND AT 2847 CHEROKEE STREET, ST. LOUIS, MO",,,,,,,,,,,
286361,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,ACT,09/17/2022,,NEW,09/17/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,"ALL OF A TEMPORARY STAND ON THE PROPERTY OF LAWLESS HARLEY DAVIDSON,","2100 E. OUTER RD., SCOTT CITY, MO.",,,,,,,,,,
286385,EMBERS CIGAR LLC,EMBERS CIGAR,5SBD,ACT,08/25/2022,,NEW,06/30/2023,4173347070,4176995133,KEVIN,MCCONNELL,5,00,TANEY,17,DOWNING ST,HOLLISTER,MO,65672,,,,,,,,,,,,,,,,
286402,DAVIS RALLY POINT LLC,DAVIS RALLY POINT,RBDC,ACT,09/03/2022,,NEW,09/03/2022,8162137441,8162137441,SONJA,GRIFFITH,1,00,CASS,100,WEST PEARL ST,HARRISONVILLE,MO,647011724,,,,,"ALL OF A TEMPORARY CONCESSION STAND, 116 SOUTH COUNTY LINE ROAD","(FARRINGTON PARK), WINDSOR, MO",,,,,,,,,,
285935,WAGES LIMITED LLC,WAGES BREWING COMPANY,RBDC,OB,08/13/2022,,NEW,08/13/2022,4172933119,4172933119,PHILLIP,WAGES,5,00,HOWELL,1382,BILL VIRDON BLVD.,WEST PLAINS,MO,65775,WAGES LIMITED LLC,WAGES BREWING COMPANY,PO BOX 155,WEST PLAINS MO 65775,"ALL OF A TEMPORARY STAND LOCATED AT, 218 FIRST STREET MTN VIEW, MO.",,,,,,,,,,,
286287,AVK EVENTS LLC,RIALTO BANQUET HALL,RBDC,ACT,09/01/2022,,NEW,09/01/2022,5732311776,5732311776,ANTHONY,VIOREL,2,00,MARION,601,BROADWAY,HANNIBAL,MO,634014303,AVK EVENTS LLC,RIALTO BANQUET HALL,215 ROLLING MEADOWS,HANNIBAL  MO  63401-6562,ALL OF A TEMPORARY STAND AT A DESIGNATED LOCATION ON CITY OF HANNIBAL,"OWNED PROPERTY ON THE MISSISSIPPI RIVERFRONT, HANNIBAL, MISSOURI.",,,,,,,,,,
286042,FRAMED LLC,FRAMED LLC,5BWC,OB,08/13/2022,,NEW,08/14/2022,2176535262,2176535262,FRANK,PAGE,2,00,BOONE,304,EAST RAILROAD STREET,CENTRALIA,MO,652401323,FRAMED LLC,FRAMED LLC,5045 AUDRAIN ROAD 247,CENTRALIA MO 65240-6064,ALL OF A TEMPORARY STAND LOCATED ON THE PROPERTY AT 304 EAST RAILROAD,"STREET, CENTRALIA, MISSOURI.",,,,,,,,,,
286255,CAPE PHARMACY LLC,MEDICAP PHARMACY,OPL,ACT,08/19/2022,,NEW,06/30/2023,5732642450,5735871988,ERIC,DAUME,4,00,SCOTT,2220,MAIN ST,SCOTT CITY,MO,63780,,,,,"ALL OF A ONE STORY BUILDING AT 2220 MAIN STREET, SCOTT CITY, MO",,,,,,,,,,,
286023,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 16 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
286417,JAMES J SINOVIC JR. INC.,BIG DADDY'S,RBDC,ACT,09/09/2022,,NEW,09/09/2022,3147713066,6189779482,RYAN,LOEFFLER,3,00,ST. LOUIS CITY,1000,SIDNEY STREET,ST LOUIS,MO,631044309,,,,,"ALL OF A TEMPORARY STAND AT 1804 SOUTH NINTH STREET, ST. LOUIS, MO",,,,,,,,"(38.6013169, -90.2100679)",54,200,2223
286240,CHEROKEE EVENTS,(RONALD STRAWBRIDGE),RBDP,OB,08/18/2022,,NEW,08/24/2022,3144023943,3142029651,RONALD,STRAWBRIDGE,3,00,ST. LOUIS CITY,3407,S. JEFFERSON AVE STE 515,ST. LOUIS,MO,63118,,,,,"ALL OF A TEMPORARY STAND AT 2622 CHEROKEE STREET, ST. LOUIS, MO",,,,,,,,,,,
285891,TOP HAT WINERY LLC,TOP HAT WINERY,RBDC,OB,08/13/2022,,NEW,08/13/2022,8162489436,8167855580,LESLIE,LENTZ,1,00,JACKSON,120 -,122 SOUTH MAIN STREET,INDEPENDENCE,MO,640503703,TOP HAT WINERY LLC,TOP HAT WINERY,1229 S OSAGE ST,INDEPENDENCE MO 64055-1239,"ALL OF A TEMPORARY CONCESSION STAND, 303 W. REED STREET, MOBERLY, MO.",,,,,,,,,,,
286155,"PLAYERS CLUB LLC, THE","PLAYERS CLUB, THE",COL,ACT,08/17/2022,,NEW,06/30/2023,3148058922,3148058922,BRENDAN,SULLIVAN,3,00,ST. LOUIS CO.,932,MERAMEC STATION RD,VALLEY PARK,MO,63088,,,,,"ALL OF A BUILDING AT 932 MERAMEC STATION ROAD, VALLEY PARK, MO",,,,,,,,,,,
286346,SPRINGFIELD BILLIARDS LLC,SPRINGFIELD BILLIARDS LLC,RBDC,OB,08/17/2022,,NEW,08/17/2022,4178664319,4178618822,JOHN,VANCE,5,00,GREENE,541,E SAINT LOUIS ST,SPRINGFIELD,MO,658062313,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 541 E. SAINT LOUIS ST.,","SPRINGFIELD, MO.",,,,,,,,,,
286329,ABV BARREL SHOP LLC,ABV BARREL SHOP,OPT,ACT,08/24/2022,,NEW,06/30/2023,6363332134,6364840495,JAMES,FASNACHT,3,00,JEFFERSON,6,FOX VALLEY CENTER,ARNOLD,MO,63010,,,,,,,,,,,,,,,,
285879,LLL INVESTMENTS LLC,HAFFYS SPORTS BAR & GRILL,RBDC,ACT,08/26/2022,,NEW,08/27/2022,5736862006,5737186480,LARRY,HAFFORD,4,00,BUTLER,336,VINE STREET,POPLAR BLUFF,MO,639015836,LLL INVESTMENTS LLC,HAFFYS SPORTS BAR & GRILL,465 HICKORY MEADOW LANE,POPLAR BLUFF MO 63901-2163,"ALL OF A TEMPORARY STAND FOR AN EVENT ON THE PROPERTY AT, 309 S.","BROADWAY, POPLAR BLUFF, MO.",,,,,,,,,,
286272,LODGE NO 749 BPO ELKS OF THE USA,(ERICA A. MORRIS),RBDP,OB,08/19/2022,,NEW,08/25/2022,8168389152,8168389162,ERICA,MORRIS,1,00,LAFAYETTE,801,MAIN STREET,LEXINGTON,MO,64067,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 801 MAIN STREET, LEXINGTON, MO.",,,,,,,,,,,
285995,INTERNATIONAL INSTITUTE OF METRO STL,(JACQUELYN BALLARD),RBDP,ACT,08/24/2022,,NEW,08/30/2022,3147739090,3147044147,JACQUELYN,BALLARD,3,00,ST. LOUIS CITY,3401,ARSENAL ST,ST. LOUIS,MO,63118,,,,,ALL OF A TEMPORARY STAND INSIDE TOWER GROVE PARK AT 4256 MAGNOLIA,"AVENUE, ST. LOUIS, MO",,,,,,,,,,
286314,HOFFMANN HILLERMANN NURSERY&FLORIST LLC,HOFFMANN HILLERMANN NURSERY & FLORIST,5SBD,ACT,08/23/2022,,NEW,06/30/2023,6362396729,8479098300,GREGORY,HOFFMANN,2,00,FRANKLIN,2601,E 5TH ST,WASHINGTON,MO,63090,HOFFMANN HILLERMANN NURSERY&FLORIST LLC,HOFFMANN HILLERMANN NURSERY & FLORIST,240 CIMARRON RIDGE XING,WENTZVILLE MO 63385-5040,,,,,,,,,,,,
286371,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,ACT,09/23/2022,,NEW,09/23/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,ALL OF A TEMPORARY STAND ON THE PROPERTY KNOWN AS POPLAR BLUFF,"MOTORSPORTS PARK, 1989 SPEEDWAY DR., POPLAR BLUFF, MO.",,,,,,,,,,
286285,LIONHEART WHISKEY CO LLC,LIONHEART WHISKEY CO LLC,RBDC,ACT,09/11/2022,,NEW,09/11/2022,5738600300,5738600300,CLAYTON,NEWELL,2,00,GASCONADE,215,SCHILLER STREET,HERMANN,MO,65041,,,,,"ALL OF A TEMPORARY STAND LOCATED AT RIVERFRONT PARK, HERMANN, MO.",,,,,,,,,,,
286010,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 3 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
285896,KATIES CATERING LLC,KATIES CATERING,5BWC,OB,08/25/2022,,NEW,08/25/2022,8168634869,8168634869,KATIE,PRITCHETT,1,00,JACKSON,12704B,"S. US HIGHWAY 71, STE. B",GRANDVIEW,MO,64030,KATIES CATERING LLC,KATIES CATERING,13511 E 198TH ST,PECULIAR MO 64078,"ALL OF A TEMPORARY CONCESSION STAND, 500 BLOCK OF MAIN STREET, BELTON,",MO.,,,,,,,,,,
286159,SISTER TAYLOR LLC,CHEVAL,RBD,ACT,08/17/2022,,NEW,06/30/2023,9132311509,8162236753,RICHARD,BRYANT,1,00,JACKSON,3940,MAIN ST,KANSAS CITY,MO,64111,SISTER TAYLOR LLC,CHEVAL,1111 MAIN ST #750,KANSAS CITY MO 64105,"ALL OF A ONE STORY BUILDING, INCLUDING BASEMENT, 3940 MAIN STREET,","KANSAS CITY, MO",,,,,,,,,,
286378,VERTIGO EVENT SERVICES LLC,VERTIGO EVENT SERVICES,RBDC,ACT,09/10/2022,,NEW,09/10/2022,6608335051,6609981387,TAHLOR,FOWLKES,2,00,RANDOLPH,315,W COATES ST,MOBERLY,MO,652701525,,,,,"ALL OF A TEMPORARY STAND LOCATED AT THE LODGE, MOBERLY, MO.",,,,,,,,,,,
286307,OTTERVILLE STREET FAIR,(DAVID R. MORRISON),RBDP,ACT,09/14/2022,,NEW,09/20/2022,6604739393,6606200729,DAVID,MORRISON,2,00,COOPER,1214,STONE LN,OTTERVILLE,MO,65348,,,,,ALL OF A TEMPORARY STAND LOCATED AT THE INTERSECTION OF GROVER AND,"VINE STREETS, OTTERVILLE, MO",,,,,,,,,,
286111,FEEL GOOD FLOWER TRUCK LLC,FEEL GOOD FLOWER TRUCK,5SBD,ACT,09/01/2022,,NEW,06/30/2023,6363573046,6363573046,JACQUELINE,COURTNEY,3,00,ST. CHARLES,13,E PEARCE BLVD,WENTZVILLE,MO,63385,FEEL GOOD FLOWER TRUCK LLC,FEEL GOOD FLOWER TRUCK,1859 SOMERSET HOLLOW CT,WENTZVILLE MO 63385,,,,,,,,,,,,
286096,SOUTHEAST MISSOURI DISTRICT FAIR ASSN,(DARRELL AUFDENBERG),RBDP,ACT,09/04/2022,,NEW,09/10/2022,5733349250,5732706755,DARRELL,AUFDENBERG,4,00,CAPE GIRARDEAU,410,KIWANIS ARENA PARK,CAPE GIRARDEAU,MO,63701,,,,,"ALL OF A TEMPORARY STAND AT 410 KIWANIS DRIVE ARENA PARK,","CAPE GIRARDEAU, MO",,,,,,,,,,
286050,GLORY HOLE INC.,GLORY HOLE,RBDC,ACT,09/02/2022,,NEW,09/05/2022,5738733228,5738735391,EDWARD,GOLDSBY,2,00,CAMDEN,,HWY 5 & 7,CAMDENTON,MO,65020,GLORY HOLE INC.,GLORY HOLE,29 MOCKINGBIRD BEACH DRIVE,CAMDENTON MO 65020,"ALL OF A TEMPORARY STAND LOCATED AT 8779 NORTH STATE HIGHWAY 5,","CAMDENTON, MISSOURI.",,,,,,,,,,
285950,ABOU BEN ADHEM SHRINERS,(CHARLES NATHAN),RBDP,OB,08/10/2022,,NEW,08/16/2022,4176316714,4176316714,CHARLES,NATHAN,5,00,GREENE,601,E. SAINT LOUIS STREET,SPRINGFIELD,MO,65806,,,,,"ALL OF A TEMPORARY STAND AT, 601 E. SAINT LOUIS STREET, SPRINGFIELD,",MO.(STAND #3),,,,,,,,,,
286442,MUIRHEAD GROUP LLC,LEE STREET DELI,OPL,ACT,08/26/2022,,NEW,06/30/2023,5734424111,5738254501,WILLIAM,MUIRHEAD,2,00,BOONE,603,LEE STREET,COLUMBIA,MO,65201,MUIRHEAD GROUP LLC,LEE STREET DELI,4240 E. KEMPER RD.,HALLSVILLE MO 65255,"ALL OF A BASEMENT IN A BUILDING LOCATED AT, 603 LEE STREET, COLUMBIA,",MO.,,,,,,,,,,
286143,GLORY HOLE INC.,GLORY HOLE,RBDC,ACT,09/10/2022,,NEW,09/10/2022,5738733228,5738735391,EDWARD,GOLDSBY,2,00,CAMDEN,,HWY 5 & 7,CAMDENTON,MO,65020,GLORY HOLE INC.,GLORY HOLE,29 MOCKINGBIRD BEACH DRIVE,CAMDENTON MO 65020,"ALL OF A TEMPORARY STAND LOCATED AT 8779 NORTH STATE HIGHWAY 5,","CAMDENTON, MISSOURI.",,,,,,,,,,
286180,PRINCE SMOKE AND VAPE INC,PRINCE SMOKE AND VAPE,SOP,ACT,08/18/2022,,NEW,06/30/2023,4177715992,8153190435,ABBAS,ALDAFARI,5,00,GREENE,1002,E KEARNEY ST,SPRINGFIELD,MO,65803,,,,,,,,,,,,,,,,
285978,"PECULIAR WINERY LLC, THE","PECULIAR WINERY, THE",RBDC,ACT,08/27/2022,,NEW,08/28/2022,8166166368,8166166368,CHRISTOPHER,GOUGH,1,00,CASS,20709,HARPER ROAD,PECULIAR,MO,64078,"PECULIAR WINERY LLC, THE","PECULIAR WINERY, THE",9300 E. 203RD ST.,BELTON MO 64012,"ALL OF A TEMPORARY CONCESSION STAND, BETWEEN THE 300 AND 500 BLOCKS OF","MAIN STREET, BELTON, MO",,,,,,,,,,
285906,WAGS & WHISKERS,(KATHLEEN M. CATON),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3144774239,3144774239,KATHLEEN,CATON,2,00,WARREN,13604,STATE HIGHWAY M,WRIGHT CITY,MO,63390,WAGS & WHISKERS,(KATHLEEN M. CATON),42 S. LIONSHEAD DR,INNSBROOK MO 63390,ALL OF A TEMPORARY STAND LOCATED ON THE GROUNDS KNOWN AS PARCELS,"A & B, LOCATED WEST OF HIGHWAY F, SOUTH OF HIGHWAY M AND EAST OF BEE","ROAD (STAND #1) WARREN COUNTY, MISSOURI.",,,,,,,,,
286422,SEVEN ARROWS TAPROOM LLC,SEVEN ARROWS TAPROOM,SBD,ACT,08/25/2022,,NEW,06/30/2023,4172302033,4175451086,THOMAS,SATTAZAHN,5,00,TANEY,331,BRANSON LANDING BLVD,BRANSON,MO,65616,SEVEN ARROWS TAPROOM LLC,SEVEN ARROWS TAPROOM,719 ROSE ONEIL RD,WALNUT SHADE MO 65771,,,,,,,,,,,,
286191,MERAMEC VINEYARDS WINERY LLC,MERAMEC VINEYARDS WINERY,RBDC,ACT,09/10/2022,,NEW,09/10/2022,5732657847,5732638526,JOSEPH,BOULWARE,5,00,PHELPS,600,STATE ROUTE B,ST. JAMES,MO,65559,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 100 BLOCK OF EAST CENTER STREET,","BORDERED BY NEW MADRID STREET AND KINGSHIGHWAY, SIKESTON, MO",,,,,,,,,,
285963,BEYONDER MARINE AT STERETT CREEK LLC,BEYONDER MARINE AT STERETT CREEK,SOP,ACT,08/11/2022,,NEW,06/30/2023,6604382821,6602812318,ROSIE,PERSINGER,5,00,BENTON,18174,MARINA RD,WARSAW,MO,65355,,,,,,,,,,,,,,,,
285931,SHIV 625 LLC,LIQUOR EXPRESS,OPT,ACT,08/10/2022,,NEW,06/30/2023,2248489296,2248489296,KEYURBHAI,PATEL,3,00,JEFFERSON,1017,CROSSROADS PL,HIGH RIDGE,MO,63049,SHIV 625 LLC,LIQUOR EXPRESS,1880 LITTLE BRENNAN ROAD,HIGH RIDGE  MO 63049,,,,,,,,,,,,
286208,BISHOP LEBLOND COUNCIL 5067 K OF C,(STEVE F. CULVER),RBDP,ACT,09/07/2022,,NEW,09/13/2022,8162320321,8163871760,STEVE,CULVER,1,00,BUCHANAN,1205,N 49TH TERR,SAINT JOSEPH,MO,64506,BISHOP LEBLOND COUNCIL 5067 K OF C,(STEVE F. CULVER),13460 STATE RT 6,EASTON MO 64443,ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA IN,"THE TOP LEVEL OF THE DOWNTOWN PARKING GARAGE AT 801 FELIX STREET,","ST. JOSEPH, MO",,,,,,,,,
286358,HAFF WHISKEY LLC,HAFF WHISKEY SALOON,RBDT,ACT,08/24/2022,,NEW,11/21/2022,5734291099,5734291099,LISA,HAFFORD,4,00,BUTLER,309,S. BROADWAY ST.,POPLAR BLUFF,MO,63901,HAFF WHISKEY LLC,HAFF WHISKEY SALOON,465 HICKORY MEADOW LN.,POPLAR BLUFF MO 63901,"ALL OF A BUILDING, 309 S. BROADWAY ST., POPLAR BLUFF, MO.",,,,,,,,,,,
286082,MERAMEC VINEYARDS WINERY LLC,MERAMEC VINEYARDS WINERY,RBDC,ACT,09/17/2022,,NEW,09/17/2022,5732657847,5732638526,JOSEPH,BOULWARE,5,00,PHELPS,600,STATE ROUTE B,ST. JAMES,MO,65559,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 21506 MERAMEC SPRING DRIVE,","ST JAMES, MO",,,,,,,,,,
285911,POLISM AMERICAN CONGRESS MISSOURI,(ANDRZEJ BLEK),RBDP,OB,08/18/2022,,NEW,08/24/2022,3144265790,3144265790,ANDRZEJ,BLEK,3,00,ST. LOUIS CO.,6214,POTOMAC ST.,SAINT LOUIS,MO,63139,,,,,"ALL OF A TEMPORARY STAND AT GREENSFELDER MEMORIAL SHELTER AT, 8121","MADISON AVE, ST. LOUIS, MO.",,,,,,,,,,
286168,FUN FARM BARN CO.,FUN FARM BARN CO.,5SBD,ACT,08/17/2022,,NEW,06/30/2023,8166280028,8169357151,ANNA,CHRISTOPHER,1,00,CLAY,650,N JEFFERSON ST,KEARNEY,MO,64040,,,,,,,,,,,,,,,,
286027,ALEXANDREAN LLC,POUR DECISIONS,RBDC,OB,08/26/2022,,NEW,08/26/2022,3145947564,3142830717,KAJE,SANFORD,3,00,ST. LOUIS CO.,725,KINGSLAND AVE STE 100,UNIVERSITY CITY,MO,63130,ALEXANDREAN LLC,POUR DECISIONS,8729 CLIFTON AVE,"JENNINGS, MO 63136","ALL OF A TEMPORARY STAND AT 3400 RUSSELL, ST. LOUIS, MO",,,,,,,,,,,
286038,MACON ELKS LODGE 999,(TARA B. DURHAM),RBDP,ACT,08/25/2022,,NEW,08/31/2022,6603852333,6603468231,TARA,DURHAM,2,00,MACON,212,N ROLLINS ST,MACON,MO,63552,MACON ELKS LODGE 999,(TARA B. DURHAM),PO BOX 255,MACON MO 63552,ALL OF A TEMPORARY STAND AT A DESIGNATED AREA OF MACON COUNTY,"FAIRGROUNDS, 1305 SOUTH MISSOURI STREET, MACON, MISSOURI.",,,,,,,,,,
286223,"PECULIAR WINERY LLC, THE","PECULIAR WINERY, THE",RBDC,ACT,09/10/2022,,NEW,09/10/2022,8166166368,8166166368,CHRISTOPHER,GOUGH,1,00,CASS,20709,HARPER ROAD,PECULIAR,MO,64078,"PECULIAR WINERY LLC, THE","PECULIAR WINERY, THE",9300 E. 203RD ST.,BELTON MO 64012,"ALL OF A TEMPORARY CONCESSION STAND, 313 WEST PACIFIC AVENUE,","INDEPENDENCE, MO",,,,,,,,,,
286300,ST. LOUIS WINE & BEERMAKING LLC,ST. LOUIS WINE & BEERMAKING,RBDC,ACT,08/27/2022,,NEW,08/27/2022,6362308277,3149562647,DAVID,DEATON,3,00,ST. LOUIS CO.,231,LAMP & LANTERN VILLAGE,TOWN & COUNTRY,MO,630178209,,,,,"ALL OF A TEMPORARY STAND AT 231 LAMP AND LANTERN VILLAGE,","TOWN & COUNTRY, MO",,,,,,,,,,
285999,KAF LLC,KRANZBERG ARTS CENTER,RBDC,OB,08/11/2022,,NEW,08/11/2022,3147533539,3147533539,CHRISTOPHER,HANSEN,3,00,ST. LOUIS CITY,501-19,N. GRAND,ST. LOUIS,MO,63103,KAF LLC,KRANZBERG ARTS CENTER,"3224 LOCUST ST., #302",ST. LOUIS MO 63103,"ALL OF A TEMPORARY STAND AT 3520-24 WASHINGTON BLVD., ST. LOUIS, MO",,,,,,,,"(38.635726, -90.2345409)",54,200,2223
286268,MIDAS INDEPENDENCE LLC,STAYBRIDGE SUITES INDEPENDENCE,5BDW,ACT,08/22/2022,,NEW,06/30/2023,8169942700,5732768882,JAMES,MADDOX,1,00,JACKSON,19400,E. 39TH PL.,INDEPENDENCE,MO,64057,,,,,ALL OF A 3 STORY BUILDING TO INCLUDE FENCED IN COURTYARD AND POOL,"AREA, LOCATED AT 19400 E. 39TH PL., INDEPENDENCE, MO.",,,,,,,,,,
