"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","expense_type"
"2014","Excise Taxes","Gen Fund‚ Excise Tax (101-000)","TAX REVENUES (41000)","EXCISE TAX REVENUE (41200)","34669011","34669011","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","City Collector (101-205)","DEPARTMENTAL REVENUE (43000)","EXP OF COLLECT GENERAL PROPERTY TAX (43080)","525000","525000","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","City Collector (101-205)","DEPARTMENTAL REVENUE (43000)","SEARCHING RECORDS (43082)","125000","125000","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","City Collector (101-205)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","City Controller (101-202)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","City Tax Assessor (101-207)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","City Tax Assessor (101-207)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","CERTIFIED COPIES (43002)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","COPIES (43004)","65630","65630","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","CUSTOMER USE OF COPY MACHINES (43006)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","IRS LIEN DISCHARGES (43251)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","NO. BURIAL GROUNDS FEES (43860)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","Recorder of Deeds (101-901)","DEPARTMENTAL REVENUE (43000)","RECORDER OF DEEDS FEES (43250)","1293000","1293000","General (101)","Tax Supported","REVENUE"
"2014","Finance Departments","Recorder of Deeds (101-901)","OTHER REVENUES (48200)","RHODE ISLAND REAL ESTATE CONVEY TAX (48200)","1120180","1120180","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCOUNTS PAYABLE (20000)","A/P - CURRENT (20000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","1033 P.A.C. WITHHOLDING (21310)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","1033 RETIREMENT SAVINGS ACCOUNT (21430)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","ACCRUED EXPENSE PAYABLE (21000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","ACCRUED MISC LIABILITIES (21235)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","ALLSTATE VOLUNTARY INSURANCE (21431)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","DELTA DENTAL PAYABLE (21321)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","EMPLOYEE STUDENT LOAN W/H (21352)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","EMPLOYEES DEFENSE SAVINGS ACCT (21328)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FEDERAL INCOME TAX W/H (21255)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FEDERAL MEDICARE W/H (21265)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FLEX SPENDING PLAN  PAT (21426)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FLEX SPENDING PLAN  URM (21428)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","FLEX SPENDING PLAN DDC (21427)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","GREAT WEST 457 PLAN CONTRIBUTIONS (21337)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","GREAT WEST 457 PLAN LOANS PAYABLE (21423)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","HARTFORD VARIABLE ANNUITY LIFE INS (21375)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","HEALTH CLUB EMPLOYEE DED. PAYABLE (21330)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LOCAL 1033 BENEFITS PAYABLE (21422)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LOCAL 1033 PENSION PAYABLE (21315)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LOCAL 1033 PUBLIC EMPLOYEES UNION (21313)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","LOCAL 799 INT'L ASSN OF FIREFIGHT. (21311)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","PROV FIRE RELIEF ASSOC. (21317)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","PROV LODGE #2-FOP (21307)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","PROVIDENCE LODGE F.O.P. P.A.C. (21309)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","RI  INCOME TAX W/H (21260)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","SOCIAL SECURITY TAX W/H (21250)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","ACCRUED EXPENDITURES (21000)","STUDENT LOAN W/H - USA FUNDS (21353)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AMOUNTS HELD FOR OTHERS (21475)","BUY BACK PROGRAM PAYABLE (PPD) (21495)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AMOUNTS HELD FOR OTHERS (21475)","WAGE GARNISHMENTS - OTHER THAN WKLY (21485)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AR TAXES (11000)","EXCISE TAX RECEIVABLE (11200)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AR TAXES (11000)","PROPERTY TAX RECEIVABLE (11000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","AR TAXES (11000)","TANGIBLE TAX RECEIVABLE (11100)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","BOND LOANS AND NOTES PAYABLE (22000)","OTHER PAYABLES (22035)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 231 (19231)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 232 (19232)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 233 (19233)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 239 (19239)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 240 (19240)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 241 (19241)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 242 (19242)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 245 (19245)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 246 (19246)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 250 (19250)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 252 (19252)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 254 (19254)","0","0","General (101)","Tax Supported","REVENUE"
"2014","Miscellaneous Departments","Bureau of Licenses (101-905)","OTHER REVENUES (48200)","HACKNEY POWER VEHICLES (48215)","5400","5400","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 256 (19256)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 260 (19260)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 261 (19261)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 277 (19277)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 283 (19283)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 601 (19601)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 620 (19620)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 621 (19621)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 657 (19657)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 658 (19658)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 672 (19672)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 674 (19674)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 685 (19685)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 688 (19688)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 700 (19700)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 805 (19805)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 826 (19826)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 856 (19856)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 890 (19890)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 891 (19891)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 892 (19892)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM FUND 384 (19384)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM SCHOOL CO 10 (19010)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 233 (29233)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 239 (29239)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 241 (29241)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 277 (29277)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 601 (29601)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 700 (29700)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 801 (29801)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 246 (29246)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 386 (29386)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 621 (29621)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 651 (29651)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 660 (29660)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 826 (29826)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 883 (29883)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 890 (29890)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 891 (29891)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 892 (29892)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO SCHOOL CO 10 (29010)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH (10100)","CASH AND SHORT TERM INVESTMENTS (10101)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH (10100)","PAYROLL CASH (10115)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE - PREPAYMENTS (23060)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE - TAXES (23000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE - VOLUNTARY PAYMENTS (23001)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE (23005)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE 60 DAY RULE (23040)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE D.P.W. (23025)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEPARTMENTAL RECEIVABLE (12000)","ACCOUNTS RECEIVABLE (12000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEPARTMENTAL RECEIVABLE (12000)","PERMITS RECEIVABLE (12030)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM FEDERAL GOVERNMENT (14210)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM PROV COMM ACT PROG(PROCAP) (14000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM STATE OF R I (14100)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - CERT COPY SURC (24205)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - MARR LIC SURC (24135)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - SURCHARGE (24125)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI (24115)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","STATE OF RI REAL EST. CON.TAX PAY (24105)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","INTEREST RECEIVABLE (12700)","ACCURED INTEREST RECEIVABLE (12710)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","MISCELLANEOUS LIABILITIES (25100)","FUND FOR COMMUNITY PROGRESS (25245)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","MISCELLANEOUS LIABILITIES (25100)","PROVIDENCE READS PROGRAM PAYABLE (25615)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","NOTES RECEIVABLE (12300)","URBAN LEAGUE NOTE RECEIVABLE (12360)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","OBLIGATION UNDER CAPITAL LEASE (25000)","OTHER PAYABLES (25000)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","RESERVED (31000)","UNDISTRIBUTED FUND BALANCE (31500)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","STOCKS (10200)","INVESTMENTS (10201)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Balance Sheet General Fund (101-900)","SUSPENSE ACCOUNTS (26000)","PAYROLL CLEARING (26100)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","DEPARTMENTAL REVENUE (43000)","D P REIMBURSE SCHOOL DEPARTMENT (43025)","1009926.96","1009926.96","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES $ FORFEITS/REG PARKING (44010)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS / ENVIROMENTAL (44015)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS / MOVING VIOLATIONS (44005)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS INSTATE DELQ (44020)","7299996","7299996","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST (45100)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST OVERDUE CITY TAXES (45105)","5499999.96","5499999.96","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST-PORTFOLIO (45150)","24999.96","24999.96","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","200000.04","200000.04","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE- OTHER (48002)","0","0","General (101)","Tax Supported","REVENUE"
"2014","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","IN LIEU OF TAX ON EXEMPT PROPERTY (48320)","0","0","General (101)","Tax Supported","REVENUE"
