"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","10366.24","10366.24","SEWER","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","691.98","691.98","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","PERSONNEL BENEFITS","91338.12","91338.12","CEMETERY","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","NON DEPARTMENTAL","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","535","535","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","PERSONNEL BENEFITS","46.02","46.02","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","10305","10305","GENERAL","TAX SUPPORTED FUNDS","EQUIPMENT RENTAL CHARGE-FUEL","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","PERSONNEL BENEFITS","34746.51","34746.51","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","INTERFUND PAYMENTS FOR SERVICES","93600","93600","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INTERFUND SUPPLIES","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","SUPPLIES","165000","165000","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","3240.01","3240.01","WATER","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","67100","67100","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","SALARIES & WAGES","243122.64","243122.64","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","UNEMPLOYMENT COMPENSATION","HUMAN RESOURCES","INTERNAL SERVICE","PERSONNEL BENEFITS","215000","215000","INSURANCE","NON-TAX SUPPORTED FUNDS","UNEMPLOYMENT CLAIMS","PERSONNEL COSTS"
"2015","ADMINISTRATION","HUMAN RESOURCES","INTERNAL SERVICE","PERSONNEL BENEFITS","9120.96","9120.96","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","200","200","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","OTHER SERVICES & CHARGES","500","500","CEMETERY","NON-TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","SUPPLIES","3000","3000","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","179900","179900","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","1600","1600","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","79155","79155","GENERAL","TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","DEBT SERVICE INTEREST","PARKS","DEBT SERVICE INTEREST PAYMENT","DEBT SERVICE INTEREST","25490","25490","GENERAL","TAX SUPPORTED FUNDS","CAPITAL LEASE INTEREST","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","PERSONNEL BENEFITS","30635.58","30635.58","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","105216.71","105216.71","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","INTERNAL SERVICE","PERSONNEL BENEFITS","782.43","782.43","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","SALARIES & WAGES","500","500","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","FIRE RELIEF/PENSION","NON DEPARTMENTAL","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","46000","46000","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","3100","3100","GENERAL","TAX SUPPORTED FUNDS","EQUIPMENT RENTAL CHARGE-FUEL","OPERATING EXPENSES"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","6387.27","6387.27","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","500","500","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","INTERFUND PAYMENTS FOR SERVICES","276099.67","276099.67","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","15356.72","15356.72","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","71640","71640","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","18800","18800","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","29000","29000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","RECYCLING GRANT","FINANCE","SOLID WASTE","SUPPLIES","10000","10000","SOLID WASTE","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","278.97","278.97","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","87310","87310","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","7711.73","7711.73","ARTERIAL STREET","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","OTHER SERVICES & CHARGES","1000","1000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","11500","11500","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","PROSECUTION/CRIMINAL","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","52374.7","52374.7","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","9500","9500","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","70454.05","70454.05","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","SYSTEMS","IT","INTERNAL SERVICE","PERSONNEL BENEFITS","5532.92","5532.92","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","10688.48","10688.48","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","4800","4800","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","807000","807000","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","6000","6000","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","10905.84","10905.84","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","2500","2500","GENERAL","TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","SOLID WASTE","INTERFUND PAYMENTS FOR SERVICES","23500","23500","SOLID WASTE","NON-TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","INTERFUND PAYMENTS FOR SERVICES","19600","19600","WATER","NON-TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","56200","56200","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","SOLID WASTE","OTHER SERVICES & CHARGES","3400","3400","SOLID WASTE","NON-TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","OTHER SERVICES & CHARGES","68000","68000","SEWER","NON-TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","NON DEPARTMENTAL","PHYSICAL ENVIRONMENT","SALARIES & WAGES","11200","11200","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","18500","18500","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","4373.44","4373.44","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","31234.97","31234.97","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","ADMINISTRATION","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","2000","2000","GENERAL","TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","SYSTEMS","IT","INTERNAL SERVICE","PERSONNEL BENEFITS","143976.6","143976.6","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","13000","13000","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","EQUIPMENT RENTAL CHARGE-FUEL","OPERATING EXPENSES"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","58450.08","58450.08","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","199064.7","199064.7","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","SOLID WASTE","PERSONNEL BENEFITS","29365.8","29365.8","SOLID WASTE","NON-TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","143000","143000","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","5000","5000","FACILITIES","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","INTERGOVERNMENTAL - FIRE IMPACT FEES","FINANCE","SECURITY OF PERSONS AND PROPERTY","INTERGOVERNMENTAL/INTERFUND","426220","426220","MITIGATION FEES","NON-TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","1505.82","1505.82","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","OPERATING TRANSFER OUT","IT","INTERNAL SERVICE","INTERGOVERNMENTAL/INTERFUND","350000","350000","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","SOLID WASTE","SUPPLIES","9200","9200","SOLID WASTE","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","PERSONNEL BENEFITS","12500","12500","SEWER","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","SALARIES & WAGES","287107","287107","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","130610.84","130610.84","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","61700","61700","FACILITIES","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","POLICE","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","1500","1500","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","POLICE","PHYSICAL ENVIRONMENT","SALARIES & WAGES","59001.8","59001.8","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","56300","56300","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","SYSTEMS","IT","INTERNAL SERVICE","SUPPLIES","342675","342675","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CEMETERY","INTERFUND PAYMENTS FOR SERVICES","6200","6200","CEMETERY","NON-TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","MUNICIPAL COURT","HUMAN RESOURCES","GENERAL GOVERNMENTAL","SALARIES & WAGES","12636.96","12636.96","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","764.71","764.71","ARTERIAL STREET PRESERVATION","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","SERVICES - PROGRAMS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","4000","4000","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","PERSONNEL BENEFITS","64886.18","64886.18","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","TAXES","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","67500","67500","GENERAL","TAX SUPPORTED FUNDS","TAXES (B&O TAXES PAID ONLY)","OPERATING EXPENSES"
"2010","SERVICES - PROGRAMS","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","1200","1200","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","61550.94","61550.94","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","PERSONNEL BENEFITS","10000","10000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","SALARIES & WAGES","851006.95","851006.95","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","13000","13000","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","700","700","BUSINESS IMPROVEMENT AREA","NON-TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","WORKER'S COMP SELF INS","HUMAN RESOURCES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","177265","177265","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","STATE L&I ASSESSMENT","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","OTHER SERVICES & CHARGES","67000","67000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","SOLID WASTE","PERSONNEL BENEFITS","7159.2","7159.2","SOLID WASTE","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","1000","1000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","WORKER'S COMP SELF INS","HUMAN RESOURCES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","120500","120500","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","TIME LOSS /  INDEMNITY PYMTS","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","SUPPLIES","9600","9600","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","COMPREHENSIVE PLANNING","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","6211.09","6211.09","HOUSING & COMM. DEVELOPMENT","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INCREASE IN FIXED ASSETS","CAPITAL OUTLAY","970000","970000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","CAPITAL OUTLAY","OPERATING EXPENSES"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","9000","9000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","OTHER SERVICES & CHARGES","59300","59300","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","90592.32","90592.32","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","SALARIES & WAGES","60158","60158","ARTERIAL STREET PRESERVATION","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","SALARIES & WAGES","26100","26100","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","26000","26000","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","OTHER SERVICES & CHARGES","221500","221500","SEWER","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","AIRPORT","PERSONNEL BENEFITS","83.06","83.06","AIRPORT","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","450","450","BUSINESS IMPROVEMENT AREA","NON-TAX SUPPORTED FUNDS","UTILITIES","OPERATING EXPENSES"
"2015","WORKER'S COMP SELF INS","HUMAN RESOURCES","INTERNAL SERVICE","OTHER SERVICES & CHARGES","66000","66000","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","STOP LOSS INSURANCE","OPERATING EXPENSES"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","26996","26996","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","ECONOMIC ENVIRONMENT","INTERFUND PAYMENTS FOR SERVICES","71700","71700","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","13700","13700","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","NON DEPARTMENTAL","PHYSICAL ENVIRONMENT","PERSONNEL BENEFITS","900","900","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
