"pais","delito","var","poblacion","a_o","a_o_date","num","location"
"Nicaragua","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","5668877","2008","2008-01-01T00:00:00.000","9.07","(13.0, -85.0)"
"Panamá","HURTO","TASA BRUTA","3787511","2012","2012-01-01T00:00:00.000","536.08000000000004","(9.0, -80.0)"
"Chile","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","TASA INDIRECTA","4628933","2012","2012-01-01T00:00:00.000","1.49","(-30.0, -71.0)"
"Chile","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","17248450","2011","2011-01-01T00:00:00.000","2.1800000000000002","(-30.0, -71.0)"
"Costa Rica","ROBO AUTOS","CASOS",,"2013","2013-01-01T00:00:00.000","4219","(10.0, -84.0)"
"Ecuador","DELITOS SEXUALES","CASOS","14005449","2009","2009-01-01T00:00:00.000","5034","(-2.0, -77.5)"
"Jamaica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","2671934","2008","2008-01-01T00:00:00.000","343","(18.25, -77.5)"
"Colombia","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","47121089","2013","2013-01-01T00:00:00.000","11434","(4.0, -72.0)"
"Jamaica","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","2690824","2010","2010-01-01T00:00:00.000","2.27","(18.25, -77.5)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","4469337","2009","2009-01-01T00:00:00.000","16.13","(10.0, -84.0)"
"Panamá","HOMICIDIOS TOTALES","TASA INDIRECTA","3600000","2009","2009-01-01T00:00:00.000","21.38","(9.0, -80.0)"
"Panamá","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","CASOS","3723821","2011","2011-01-01T00:00:00.000","810","(9.0, -80.0)"
"Honduras","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","8555072","2013","2013-01-01T00:00:00.000","5573","(15.0, -86.5)"
"Perú","ROBO AUTOS","CASOS","1979865","2011","2011-01-01T00:00:00.000","15305","(-10.0, -76.0)"
"Chile","HOMICIDIOS TOTALES","TASA BRUTA","17556815","2013","2013-01-01T00:00:00.000","3.15","(-30.0, -71.0)"
"Ecuador","HURTO","TASA BRUTA","15266431","2011","2011-01-01T00:00:00.000","67.290000000000006","(-2.0, -77.5)"
"Colombia","SUICIDIOS","TASA BRUTA","41760364","2011","2011-01-01T00:00:00.000","4.5199999999999996","(4.0, -72.0)"
"Perú","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","29461933","2010","2010-01-01T00:00:00.000","9.69","(-10.0, -76.0)"
"Colombia","SECUESTROS","TASA INDIRECTA","44978832","2009","2009-01-01T00:00:00.000","0.35","(4.0, -72.0)"
"El Salvador","SUICIDIOS","TASA INDIRECTA","5514469","2008","2008-01-01T00:00:00.000","2.4700000000000002","(13.8333, -88.9167)"
"Honduras","ROBO","CASOS","8555072","2013","2013-01-01T00:00:00.000","24928","(15.0, -86.5)"
"Guyana","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","787517","2010","2010-01-01T00:00:00.000","38","(5.0, -59.0)"
"Honduras","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","8555072","2013","2013-01-01T00:00:00.000","150.51","(15.0, -86.5)"
"Belice","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","340792","2012","2012-01-01T00:00:00.000","29.05","(17.25, -88.75)"
"Chile","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","TASA BRUTA","4664198","2011","2011-01-01T00:00:00.000","1.59","(-30.0, -71.0)"
"Honduras","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","7706907","2008","2008-01-01T00:00:00.000","46.87","(15.0, -86.5)"
"Uruguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","3344938","2009","2009-01-01T00:00:00.000","467","(-33.0, -56.0)"
"Ecuador","ROBO","CASOS","14204900","2010","2010-01-01T00:00:00.000","15982","(-2.0, -77.5)"
"Paraguay","SUICIDIOS","CASOS","5603984","2009","2009-01-01T00:00:00.000","316","(-23.0, -58.0)"
"Perú","ROBO","TASA BRUTA","29132013","2009","2009-01-01T00:00:00.000","167.46","(-10.0, -76.0)"
"Honduras","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","8045990","2010","2010-01-01T00:00:00.000","1176","(15.0, -86.5)"
"Bolivia","VIOLENCIA INTRAFAMILIAR","CASOS",,"2011","2011-01-01T00:00:00.000","64450","(-17.0, -65.0)"
"Honduras","DELITOS SEXUALES","TASA BRUTA","7876662","2009","2009-01-01T00:00:00.000","45.36","(15.0, -86.5)"
"Honduras","SECUESTROS","TASA INDIRECTA","7706907","2008","2008-01-01T00:00:00.000","1.18","(15.0, -86.5)"
"Perú","DELITOS SEXUALES","CASOS","29461933","2010","2010-01-01T00:00:00.000","5273","(-10.0, -76.0)"
"Ecuador","ROBO","TASA BRUTA","13805095","2008","2008-01-01T00:00:00.000","102.59","(-2.0, -77.5)"
"Nicaragua","HOMICIDIOS HOMBRES","CASOS","2981645","2013","2013-01-01T00:00:00.000","529","(13.0, -85.0)"
"Costa Rica","SUICIDIOS","TASA BRUTA","4346553","2013","2013-01-01T00:00:00.000","8.33","(10.0, -84.0)"
"Colombia","DELITOS SEXUALES","CASOS","46581823","2012","2012-01-01T00:00:00.000","18478","(4.0, -72.0)"
"Chile","VIOLENCIA INTRAFAMILIAR","CASOS","17402630","2012","2012-01-01T00:00:00.000","144987","(-30.0, -71.0)"
"Costa Rica","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","4533894","2010","2010-01-01T00:00:00.000","1098.04","(10.0, -84.0)"
"Chile","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","16928873","2009","2009-01-01T00:00:00.000","2105","(-30.0, -71.0)"
"Ecuador","SUICIDIOS","TASA INDIRECTA","13826515","2012","2012-01-01T00:00:00.000","5.9","(-2.0, -77.5)"
"México","SUICIDIOS","CASOS","102223564","2011","2011-01-01T00:00:00.000","5718","(23.0, -102.0)"
"Nicaragua","HOMICIDIOS TOTALES","CASOS","6036395","2013","2013-01-01T00:00:00.000","594","(13.0, -85.0)"
"Honduras","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","7706907","2008","2008-01-01T00:00:00.000","3612","(15.0, -86.5)"
"Belice","HOMICIDIOS TOTALES","TASA BRUTA","349728","2013","2013-01-01T00:00:00.000","28.31","(17.25, -88.75)"
"Bolivia","HOMICIDIOS TOTALES","CASOS",,"2011","2011-01-01T00:00:00.000","979","(-17.0, -65.0)"
"Uruguay","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","3356584","2010","2010-01-01T00:00:00.000","455.14","(-33.0, -56.0)"
"Chile","ROBO","CASOS","17556815","2013","2013-01-01T00:00:00.000","93062","(-30.0, -71.0)"
"Honduras","VIOLENCIA INTRAFAMILIAR","CASOS","7876662","2009","2009-01-01T00:00:00.000","13622","(15.0, -86.5)"
"El Salvador","ROBO","TASA BRUTA","6124704","2008","2008-01-01T00:00:00.000","102.5","(13.8333, -88.9167)"
"Uruguay","HOMICIDIOS TOTALES","TASA INDIRECTA","3334052","2008","2008-01-01T00:00:00.000","6.6","(-33.0, -56.0)"
"Colombia","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","44978832","2009","2009-01-01T00:00:00.000","14497","(4.0, -72.0)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","4592149","2011","2011-01-01T00:00:00.000","13.03","(10.0, -84.0)"
"República Dominicana","ROBO","CASOS","10135105","2012","2012-01-01T00:00:00.000","3990","(19.0, -70.6667)"
"Honduras","DELITOS SEXUALES","CASOS","8385072","2012","2012-01-01T00:00:00.000","3465","(15.0, -86.5)"
"República Dominicana","SUICIDIOS","TASA INDIRECTA","8818550","2010","2010-01-01T00:00:00.000","7.23","(19.0, -70.6667)"
"Bolivia","ROBO","CASOS",,"2009","2009-01-01T00:00:00.000","14409","(-17.0, -65.0)"
"Paraguay","DELITOS SEXUALES","CASOS","6783374","2013","2013-01-01T00:00:00.000","4059","(-23.0, -58.0)"
"Costa Rica","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","4713168","2013","2013-01-01T00:00:00.000","13.72","(10.0, -84.0)"
"Jamaica","ROBO","TASA BRUTA","2699838","2011","2011-01-01T00:00:00.000","114.56","(18.25, -77.5)"
"El Salvador","ROBO","CASOS","6216143","2011","2011-01-01T00:00:00.000","5769","(13.8333, -88.9167)"
"Honduras","DELITOS SEXUALES","CASOS","7706907","2008","2008-01-01T00:00:00.000","3664","(15.0, -86.5)"
"Paraguay","ROBO","TASA BRUTA","6561785","2011","2011-01-01T00:00:00.000","205.95","(-23.0, -58.0)"
"Costa Rica","HOMICIDIOS TOTALES","CASOS","4533894","2010","2010-01-01T00:00:00.000","527","(10.0, -84.0)"
"Brasil","SUICIDIOS","TASA BRUTA","185885658","2013","2013-01-01T00:00:00.000","5.55","(-10.0, -55.0)"
"Colombia","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","46044601","2011","2011-01-01T00:00:00.000","13094","(4.0, -72.0)"
"Jamaica","HOMICIDIOS TOTALES","CASOS","2699838","2011","2011-01-01T00:00:00.000","1133","(18.25, -77.5)"
"República Dominicana","SECUESTROS","CASOS","9625207","2008","2008-01-01T00:00:00.000","33","(19.0, -70.6667)"
"República Dominicana","SUICIDIOS","TASA INDIRECTA","8690220","2009","2009-01-01T00:00:00.000","7.65","(19.0, -70.6667)"
"Ecuador","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","15520973","2012","2012-01-01T00:00:00.000","1202","(-2.0, -77.5)"
"Perú","HURTO","TASA BRUTA","29797694","2011","2011-01-01T00:00:00.000","209.38","(-10.0, -76.0)"
"Belice","ROBO","TASA BRUTA","332084","2011","2011-01-01T00:00:00.000","134.6","(17.25, -88.75)"
"República Dominicana","SUICIDIOS","CASOS","8690220","2009","2009-01-01T00:00:00.000","568","(19.0, -70.6667)"
"El Salvador","SECUESTROS","TASA BRUTA","6216143","2011","2011-01-01T00:00:00.000","0.03","(13.8333, -88.9167)"
"Costa Rica","SUICIDIOS","TASA INDIRECTA","4286574","2012","2012-01-01T00:00:00.000","8.0299999999999994","(10.0, -84.0)"
"Panamá","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","3850735","2013","2013-01-01T00:00:00.000","386","(9.0, -80.0)"
"Bolivia","HOMICIDIOS TOTALES","CASOS",,"2008","2008-01-01T00:00:00.000","810","(-17.0, -65.0)"
"Nicaragua","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","5962782","2012","2012-01-01T00:00:00.000","82.68","(13.0, -85.0)"
"México","SECUESTROS","TASA BRUTA","107550697","2009","2009-01-01T00:00:00.000","1.08","(23.0, -102.0)"
"Jamaica","SECUESTROS","TASA BRUTA","2690824","2010","2010-01-01T00:00:00.000","0.26","(18.25, -77.5)"
"Guyana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","787517","2010","2010-01-01T00:00:00.000","115","(5.0, -59.0)"
"Nicaragua","DELITOS SEXUALES","CASOS","6036395","2013","2013-01-01T00:00:00.000","3799","(13.0, -85.0)"
"Chile","ROBO","CASOS","17248450","2011","2011-01-01T00:00:00.000","91982","(-30.0, -71.0)"
"El Salvador","HOMICIDIOS TOTALES","CASOS",,"2012","2012-01-01T00:00:00.000","2594","(13.8333, -88.9167)"
"Chile","HURTO","TASA BRUTA","17556815","2013","2013-01-01T00:00:00.000","706.42","(-30.0, -71.0)"
"Costa Rica","SUICIDIOS","TASA BRUTA","4227857","2011","2011-01-01T00:00:00.000","8.07","(10.0, -84.0)"
"Panamá","SUICIDIOS","TASA INDIRECTA","3359038","2011","2011-01-01T00:00:00.000","1.59","(9.0, -80.0)"
"Nicaragua","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","5888945","2011","2011-01-01T00:00:00.000","6.06","(13.0, -85.0)"
"Guyana","SUICIDIOS","TASA INDIRECTA","695716","2008","2008-01-01T00:00:00.000","18.850000000000001","(5.0, -59.0)"
"Colombia","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","44978832","2009","2009-01-01T00:00:00.000","30.28","(4.0, -72.0)"
"Chile","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","CASOS","4628933","2013","2013-01-01T00:00:00.000","6344","(-30.0, -71.0)"
"México","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","108396211","2010","2010-01-01T00:00:00.000","17098","(23.0, -102.0)"
"Uruguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","3356584","2010","2010-01-01T00:00:00.000","14.03","(-33.0, -56.0)"
"México","SUICIDIOS","TASA INDIRECTA","98903132","2010","2010-01-01T00:00:00.000","5.7","(23.0, -102.0)"
"Jamaica","ROBO","TASA BRUTA","2714734","2013","2013-01-01T00:00:00.000","126.68","(18.25, -77.5)"
"Nicaragua","DELITOS SEXUALES","CASOS","5962782","2012","2012-01-01T00:00:00.000","3589","(13.0, -85.0)"
"Colombia","SUICIDIOS","TASA BRUTA","42290674","2012","2012-01-01T00:00:00.000","4.5","(4.0, -72.0)"
"Nicaragua","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","6036395","2013","2013-01-01T00:00:00.000","4.51","(13.0, -85.0)"
"Costa Rica","SUICIDIOS","TASA BRUTA","4286574","2012","2012-01-01T00:00:00.000","7.51","(10.0, -84.0)"
"Honduras","SUICIDIOS","TASA INDIRECTA","7466335","2013","2013-01-01T00:00:00.000","4.38","(15.0, -86.5)"
"Paraguay","VIOLENCIA INTRAFAMILIAR","CASOS","6672631","2012","2012-01-01T00:00:00.000","6491","(-23.0, -58.0)"
"Perú","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","CASOS","10604746","2008","2008-01-01T00:00:00.000","12592","(-10.0, -76.0)"
"República Dominicana","MUERTES POR LESIONES DE TRÁNSITO HOMBRES","CASOS","5116325","2013","2013-01-01T00:00:00.000","1520","(19.0, -70.6667)"
"Perú","SECUESTROS","TASA INDIRECTA","28807034","2008","2008-01-01T00:00:00.000","0.81","(-10.0, -76.0)"
"Jamaica","SUICIDIOS","CASOS","2459891","2009","2009-01-01T00:00:00.000","56","(18.25, -77.5)"
"Chile","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","16763470","2008","2008-01-01T00:00:00.000","2.57","(-30.0, -71.0)"
"Costa Rica","SECUESTROS","TASA BRUTA","4533894","2010","2010-01-01T00:00:00.000","0.24","(10.0, -84.0)"
"Colombia","HOMICIDIOS TOTALES","CASOS","44451147","2008","2008-01-01T00:00:00.000","16140","(4.0, -72.0)"
"Panamá","SUICIDIOS","CASOS","3175326","2008","2008-01-01T00:00:00.000","99","(9.0, -80.0)"
"Panamá","HURTO","TASA BRUTA","3537986","2008","2008-01-01T00:00:00.000","469.42","(9.0, -80.0)"
"Uruguay","ROBO","TASA BRUTA","3334052","2008","2008-01-01T00:00:00.000","321.08","(-33.0, -56.0)"
"Nicaragua","ROBO AUTOS","TASA BRUTA","419477","2009","2009-01-01T00:00:00.000","6.77","(13.0, -85.0)"
"Ecuador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","14204900","2010","2010-01-01T00:00:00.000","12.58","(-2.0, -77.5)"
"Panamá","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","3661835","2010","2010-01-01T00:00:00.000","12.27","(9.0, -80.0)"
"Chile","HURTO","CASOS","17402630","2012","2012-01-01T00:00:00.000","191095","(-30.0, -71.0)"
"Panamá","SECUESTROS","TASA BRUTA","3850735","2013","2013-01-01T00:00:00.000","0.68","(9.0, -80.0)"
"Panamá","ROBO","TASA BRUTA","3537986","2008","2008-01-01T00:00:00.000","222.19","(9.0, -80.0)"
"Nicaragua","SECUESTROS","TASA INDIRECTA","6036395","2013","2013-01-01T00:00:00.000","0.09","(13.0, -85.0)"
"Uruguay","VIOLENCIA INTRAFAMILIAR","CASOS","3380544","2012","2012-01-01T00:00:00.000","23988","(-33.0, -56.0)"
"Chile","SUICIDIOS","TASA INDIRECTA","15682720","2009","2009-01-01T00:00:00.000","14.27","(-30.0, -71.0)"
"Ecuador","SECUESTROS","TASA INDIRECTA","14204900","2010","2010-01-01T00:00:00.000","0.23","(-2.0, -77.5)"
"Bolivia","DELITOS SEXUALES","CASOS",,"2011","2011-01-01T00:00:00.000","3009","(-17.0, -65.0)"
"Guyana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","787517","2010","2010-01-01T00:00:00.000","14.6","(5.0, -59.0)"
"Honduras","ROBO","CASOS","8045990","2010","2010-01-01T00:00:00.000","21445","(15.0, -86.5)"
"Nicaragua","SUICIDIOS","CASOS","5279357","2012","2012-01-01T00:00:00.000","207","(13.0, -85.0)"
"Chile","SECUESTROS","TASA INDIRECTA","17094275","2010","2010-01-01T00:00:00.000","1.36","(-30.0, -71.0)"
"Perú","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","29461933","2010","2010-01-01T00:00:00.000","2856","(-10.0, -76.0)"
"Colombia","SUICIDIOS","TASA INDIRECTA","42821364","2013","2013-01-01T00:00:00.000","4.66","(4.0, -72.0)"
"Chile","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","16763470","2008","2008-01-01T00:00:00.000","2334","(-30.0, -71.0)"
"Ecuador","SECUESTROS","TASA BRUTA","14204900","2010","2010-01-01T00:00:00.000","0.23","(-2.0, -77.5)"
"Honduras","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","8045990","2010","2010-01-01T00:00:00.000","162.68","(15.0, -86.5)"
"Bolivia","ROBO","CASOS",,"2013","2013-01-01T00:00:00.000","15256","(-17.0, -65.0)"
"Bolivia","SECUESTROS","CASOS",,"2011","2011-01-01T00:00:00.000","104","(-17.0, -65.0)"
"Chile","ROBO","CASOS","16928873","2009","2009-01-01T00:00:00.000","91902","(-30.0, -71.0)"
"Bolivia","SUICIDIOS","CASOS",,"2010","2010-01-01T00:00:00.000","221","(-17.0, -65.0)"
"Guatemala","ROBO","TASA BRUTA","15438384","2013","2013-01-01T00:00:00.000","551.77","(15.5, -90.25)"
"El Salvador","SECUESTROS","TASA INDIRECTA","6216143","2011","2011-01-01T00:00:00.000","0.03","(13.8333, -88.9167)"
"Belice","HOMICIDIOS TOTALES","CASOS","340792","2012","2012-01-01T00:00:00.000","145","(17.25, -88.75)"
"Uruguay","VIOLENCIA INTRAFAMILIAR","CASOS","3368595","2011","2011-01-01T00:00:00.000","15868","(-33.0, -56.0)"
"El Salvador","DELITOS SEXUALES","CASOS","6152558","2009","2009-01-01T00:00:00.000","1695","(13.8333, -88.9167)"
"Brasil","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","201032714","2013","2013-01-01T00:00:00.000","22.29","(-10.0, -55.0)"
"Nicaragua","SUICIDIOS","TASA BRUTA","5205784","2011","2011-01-01T00:00:00.000","4.51","(13.0, -85.0)"
"Uruguay","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","3368595","2011","2011-01-01T00:00:00.000","15.44","(-33.0, -56.0)"
"El Salvador","DELITOS SEXUALES","TASA BRUTA","6216143","2011","2011-01-01T00:00:00.000","5.24","(13.8333, -88.9167)"
"Costa Rica","HURTO","TASA BRUTA","4652459","2012","2012-01-01T00:00:00.000","310.7","(10.0, -84.0)"
"República Dominicana","SECUESTROS","TASA INDIRECTA","9625207","2008","2008-01-01T00:00:00.000","0.35","(19.0, -70.6667)"
"Honduras","SUICIDIOS","CASOS","7299779","2012","2012-01-01T00:00:00.000","308","(15.0, -86.5)"
"Nicaragua","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","5888945","2011","2011-01-01T00:00:00.000","10.41","(13.0, -85.0)"
"Uruguay","SUICIDIOS","TASA BRUTA","3153980","2013","2013-01-01T00:00:00.000","14.08","(-33.0, -56.0)"
"Chile","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","16763470","2008","2008-01-01T00:00:00.000","13.92","(-30.0, -71.0)"
"Bolivia","ROBO AUTOS","CASOS",,"2012","2012-01-01T00:00:00.000","5613","(-17.0, -65.0)"
"República Dominicana","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","9755954","2009","2009-01-01T00:00:00.000","16.920000000000002","(19.0, -70.6667)"
"Chile","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","17248450","2011","2011-01-01T00:00:00.000","12.67","(-30.0, -71.0)"
"Honduras","MALTRATO DE NIÑOS NIÑAS ADOLESCENTES","TASA BRUTA","3537346","2008","2008-01-01T00:00:00.000","0.28000000000000003","(15.0, -86.5)"
"Chile","DELITOS SEXUALES","CASOS","16763470","2008","2008-01-01T00:00:00.000","12666","(-30.0, -71.0)"
"Chile","HOMICIDIOS TOTALES","TASA INDIRECTA","17402630","2012","2012-01-01T00:00:00.000","2.62","(-30.0, -71.0)"
"Nicaragua","ROBO AUTOS","CASOS","406330","2008","2008-01-01T00:00:00.000","303","(13.0, -85.0)"
"Guyana","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","767083","2009","2009-01-01T00:00:00.000","117","(5.0, -59.0)"
"Honduras","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","8555072","2013","2013-01-01T00:00:00.000","11.78","(15.0, -86.5)"
"Paraguay","DELITOS SEXUALES","CASOS","6672631","2012","2012-01-01T00:00:00.000","3978","(-23.0, -58.0)"
"Paraguay","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","6672631","2012","2012-01-01T00:00:00.000","7.46","(-23.0, -58.0)"
"Ecuador","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA BRUTA","15774749","2013","2013-01-01T00:00:00.000","14.43","(-2.0, -77.5)"
"República Dominicana","HURTO","CASOS","9755954","2009","2009-01-01T00:00:00.000","3060","(19.0, -70.6667)"
"Guatemala","SUICIDIOS","TASA BRUTA","13209950","2013","2013-01-01T00:00:00.000","3.79","(15.5, -90.25)"
"Perú","SUICIDIOS","CASOS","26503626","2010","2010-01-01T00:00:00.000","787","(-10.0, -76.0)"
"Colombia","DELITOS SEXUALES","TASA BRUTA","45509584","2010","2010-01-01T00:00:00.000","41.71","(4.0, -72.0)"
"Bolivia","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS",,"2009","2009-01-01T00:00:00.000","1222","(-17.0, -65.0)"
"Panamá","DELITOS SEXUALES","TASA BRUTA","3850735","2013","2013-01-01T00:00:00.000","60.3","(9.0, -80.0)"
"El Salvador","DELITOS SEXUALES","CASOS","6183002","2010","2010-01-01T00:00:00.000","2439","(13.8333, -88.9167)"
"Jamaica","DELITOS SEXUALES","TASA BRUTA","2681386","2009","2009-01-01T00:00:00.000","26.37","(18.25, -77.5)"
"Chile","HURTO","CASOS","17094275","2010","2010-01-01T00:00:00.000","186982","(-30.0, -71.0)"
"Bolivia","DELITOS SEXUALES","CASOS",,"2012","2012-01-01T00:00:00.000","4240","(-17.0, -65.0)"
"Colombia","VIOLENCIA INTRAFAMILIAR","CASOS","44451147","2008","2008-01-01T00:00:00.000","56379","(4.0, -72.0)"
"Nicaragua","HOMICIDIOS TOTALES","TASA BRUTA","5962782","2012","2012-01-01T00:00:00.000","11.29","(13.0, -85.0)"
"Guyana","ROBO","TASA BRUTA","767083","2009","2009-01-01T00:00:00.000","157.87","(5.0, -59.0)"
"Uruguay","ROBO","CASOS","3334052","2008","2008-01-01T00:00:00.000","10705","(-33.0, -56.0)"
"México","SECUESTROS","CASOS","106682518","2008","2008-01-01T00:00:00.000","907","(23.0, -102.0)"
"Chile","HOMICIDIOS TOTALES","CASOS","17248450","2011","2011-01-01T00:00:00.000","559","(-30.0, -71.0)"
"Costa Rica","VIOLENCIA INTRAFAMILIAR","CASOS","4533894","2010","2010-01-01T00:00:00.000","49784","(10.0, -84.0)"
"Perú","DELITOS SEXUALES","CASOS","29797694","2011","2011-01-01T00:00:00.000","7471","(-10.0, -76.0)"
"Chile","HOMICIDIOS TOTALES","TASA INDIRECTA","17094275","2010","2010-01-01T00:00:00.000","2.7","(-30.0, -71.0)"
"Nicaragua","HOMICIDIOS TOTALES","TASA INDIRECTA","5815524","2010","2010-01-01T00:00:00.000","12.26","(13.0, -85.0)"
"Panamá","SUICIDIOS","TASA BRUTA","3483116","2013","2013-01-01T00:00:00.000","2.2999999999999998","(9.0, -80.0)"
"Jamaica","HURTO","CASOS","2699838","2011","2011-01-01T00:00:00.000","381","(18.25, -77.5)"
"Colombia","SECUESTROS","TASA BRUTA","44978832","2009","2009-01-01T00:00:00.000","0.36","(4.0, -72.0)"
"Costa Rica","HOMICIDIOS TOTALES","TASA INDIRECTA","4652459","2012","2012-01-01T00:00:00.000","7.81","(10.0, -84.0)"
"México","VIOLENCIA INTRAFAMILIAR","CASOS","108396211","2010","2010-01-01T00:00:00.000","47805","(23.0, -102.0)"
"México","MUERTES POR LESIONES DE TRÁNSITO TOTALES","CASOS","107550697","2009","2009-01-01T00:00:00.000","18337","(23.0, -102.0)"
"Nicaragua","HOMICIDIOS TOTALES","TASA INDIRECTA","5888945","2011","2011-01-01T00:00:00.000","11.36","(13.0, -85.0)"
"Bolivia","ROBO","CASOS",,"2010","2010-01-01T00:00:00.000","13675","(-17.0, -65.0)"
"México","HOMICIDIOS TOTALES","TASA INDIRECTA","107550697","2009","2009-01-01T00:00:00.000","16.89","(23.0, -102.0)"
"Nicaragua","HURTO","CASOS","5888945","2011","2011-01-01T00:00:00.000","9459","(13.0, -85.0)"
"Costa Rica","MUERTES POR ARMA DE FUEGO TOTALES","CASOS","4713168","2013","2013-01-01T00:00:00.000","335","(10.0, -84.0)"
"Colombia","SUICIDIOS","TASA INDIRECTA","41760364","2011","2011-01-01T00:00:00.000","5.04","(4.0, -72.0)"
"México","ROBO AUTOS","TASA BRUTA","30904659","2009","2009-01-01T00:00:00.000","65.52","(23.0, -102.0)"
"Costa Rica","SECUESTROS","TASA BRUTA","4652459","2012","2012-01-01T00:00:00.000","0.11","(10.0, -84.0)"
"Colombia","MUERTES POR LESIONES DE TRÁNSITO TOTALES","TASA INDIRECTA","45509584","2010","2010-01-01T00:00:00.000","13.16","(4.0, -72.0)"
"Uruguay","HOMICIDIOS HOMBRES","CASOS","1639863","2013","2013-01-01T00:00:00.000","195","(-33.0, -56.0)"
"Ecuador","HOMICIDIOS TOTALES","TASA BRUTA","13805095","2008","2008-01-01T00:00:00.000","18.88","(-2.0, -77.5)"
"Panamá","VIOLENCIA INTRAFAMILIAR","TASA BRUTA","3600000","2009","2009-01-01T00:00:00.000","145.58000000000001","(9.0, -80.0)"
"Nicaragua","HURTO","TASA BRUTA","6036395","2013","2013-01-01T00:00:00.000","102.16","(13.0, -85.0)"
"Nicaragua","SECUESTROS","CASOS","5668877","2008","2008-01-01T00:00:00.000","6","(13.0, -85.0)"
"Panamá","DELITOS SEXUALES","TASA BRUTA","3661835","2010","2010-01-01T00:00:00.000","57.1","(9.0, -80.0)"
"Panamá","MUERTES POR ARMA DE FUEGO TOTALES","TASA INDIRECTA","3850735","2013","2013-01-01T00:00:00.000","12.6","(9.0, -80.0)"
"Chile","MUERTES POR ARMA DE FUEGO TOTALES","TASA BRUTA","17094275","2010","2010-01-01T00:00:00.000","2.4300000000000002","(-30.0, -71.0)"
"Chile","ROBO AUTOS","CASOS","3279425","2010","2010-01-01T00:00:00.000","30782","(-30.0, -71.0)"
"Belice","HOMICIDIOS TOTALES","CASOS","315082","2009","2009-01-01T00:00:00.000","97","(17.25, -88.75)"
