"pais","idpilar","titulopilar","idcomponente","titulocomponente","idindicador","tituloindicador","idrequisito","t_tulorequisito","respuestarequisito","porcentaje","dias","promedio","titulosector","a_o_texto","a_o_fechayhora","id_paisrequisito"
"Haití","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","2","Articulación efectiva de los planes de mediano plazo.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Haití41632"
"Costa Rica","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","3","PLANIFICACIÓN PARTICIPATIVA","2","El Poder Legislativo participa en la discusión de los objetivos y metas del gobierno","1","    Existencia de un marco legal que establece la presentación del plan al Poder Legislativo.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Costa Rica1321"
"Brasil","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","4","El presupuesto de gasto del gobierno central se estructura con base en programas","2","Presupuesto de gasto sectorial estructurado con base en programas.",,,,"1",,"2013","2013-01-01T00:00:00.000","Brasil2442"
"Ecuador","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","3","Existe un programa de evaluaciones que cuenta con financiamiento","1","Elaboración y financiamiento de un programa de evaluaciones.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador52331"
"Ecuador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","5","Existencia de líneas de base para medir el progreso.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Ecuador41625"
"Chile","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","2","Se definen mecanismos para mitigar los efectos de los riesgos fiscales","1","Definición de mecanismos de mitigación del efecto de los riesgos fiscales identificados.","El requisito se cumple en su totalidad, es decir, se elaboran regularmente (por lo menos anualmente), y son sometidos a actualización, documentos formales en los que se detallan mecanismos e instrumentos para mitigar el efecto de los riesgos fiscales identificados.",,,,,"2013","2013-01-01T00:00:00.000","Chile31021"
"El Salvador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","6","Difusión de la visión sectorial de largo plazo.","El requisito se cumple en su totalidad, es decir, la visión de largo plazo está a disposición de la ciudadanía a través de Internet o aplicaciones de telefonía móvil",,,,"Educación","2013","2013-01-01T00:00:00.000","El Salvador41616"
"Colombia","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","4","La clasificación de gastos del presupuesto se realiza de acuerdo a las dimensiones económica, funcional y programática","2","Clasificación funcional.","El requisito se cumple en su totalidad, es decir, se utiliza una clasificación funcional para ordenar el gasto público, siguiendo una norma internacional.",,,,,"2013","2013-01-01T00:00:00.000","Colombia3942"
"Costa Rica","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","4","La clasificación de gastos del presupuesto se realiza de acuerdo a las dimensiones económica, funcional y programática","2","Clasificación funcional.","El requisito se cumple en su totalidad, es decir, se utiliza una clasificación funcional para ordenar el gasto público, siguiendo una norma internacional.",,,,,"2013","2013-01-01T00:00:00.000","Costa Rica3942"
"Guyana","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","4","El presupuesto de gasto del gobierno central se estructura con base en programas","2","Presupuesto de gasto sectorial estructurado con base en programas.",,,,"0.75",,"2013","2013-01-01T00:00:00.000","Guyana2442"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","1","Metodologías para la elaboración de indicadores del sistema de seguimiento.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Guyana42021"
"Trin. & Tob.","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","1","Se realizan actividades para detectar los riesgos fiscales","5","Existencia de una calificación internacional de riesgo reciente.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.31015"
"Chile","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","5","Existe armonización/vinculación entre los programas del plan y los programas del presupuesto","1","  Obligatoriedad de elaborar el presupuesto con base en la planificación.","El requisito se cumple en su totalidad, es decir, los instructivos y reglamentos obligan a que todos los organismos deban elaborar el presupuesto con base al cumplimiento de objetivos definidos en el plan nacional no aceptándose en la práctica excepciones.",,,,,"2013","2013-01-01T00:00:00.000","Chile2451"
"Surinam","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","5","Inclusión de indicadores de desempeño.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Surinam42015"
"Paraguay","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","3","El país cuenta con una visión de largo plazo que supere el periodo de gobierno.","3","Definición de objetivos y metas a lograrse en el largo plazo.","El requisito se cumple parcialmente, es decir, la visión del país cuenta con objetivos y metas a lograrse en el largo plazo. Sin embargo, los objetivos no están expresados como cambios o mejoras en las condiciones de vida de la población (resultados, impactos) y/o las metas no son una expresión cuantitativa de los objetivos que se pretenden alcanzar.",,,,,"2013","2013-01-01T00:00:00.000","Paraguay1133"
"Costa Rica","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","2","PLANIFICACIÓN OPERATIVA Y VINCULACIÓN AL PRESUPUESTO","1","Los objetivos de la planificación se articulan en programas operativos","1","Definición programática de los objetivos de la planificación de mediano plazo.","El requisito no se cumple",,,,,"2013","2013-01-01T00:00:00.000","Costa Rica1211"
"Guatemala","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","8","RENDICIÓN DE CUENTAS PRESUPUESTARIAS A LA CIUDADANÍA","1","La información sobre el presupuesto está a disposición de la ciudadanía","4","Publicación expedita y clara del informe de auditoría post-ejecución presupuestaria.","El requisito se cumple parcialmente, es decir, el informe de auditoría post-ejecución se hace público, pero más de 18 días después de terminado el periodo del cual se reporta (o dentro de las fechas establecidas por la Ley), y/o no incluye vínculos entre los montos presupuestados y las metas y objetivos establecidos en el plan nacional, y/o no va acompañado de esquemas, resúmenes y guías que faciliten la lectura y análisis por parte del público.",,,,,"2013","2013-01-01T00:00:00.000","Guatemala2814"
"Haití","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","1","Utilización de incentivos monetarios individuales.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Haití41941"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","2","Inclusión de información sobre la calidad de los bienes y servicios producidos.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Colombia42012"
"Belice","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","2","Se definen mecanismos para mitigar los efectos de los riesgos fiscales","1","Definición de mecanismos de mitigación del efecto de los riesgos fiscales identificados.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Belice31021"
"Haití","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","1","Existe un marco legal que regula el sistema de seguimiento de la gestión","2","Definición de responsabilidades institucionales.","El requisito se cumple parcialmente, es decir, el marco legal o reglamentario que regula el sistema de seguimiento de la gestión detalla específicamente las responsabilidades institucionales de la producción, recolección, análisis y uso de la información de seguimiento, o incluye aspectos relevantes para la operación del ente rector en materia de seguimiento, pero no ambos .",,,,,"2013","2013-01-01T00:00:00.000","Haití52212"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","2","Existencia de metas de producción de bienes y servicios.","El requisito se cumple parcialmente, es decir, se cuenta únicamente con un detalle de las metas anuales de producción de los bienes y servicios.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Brasil41912"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","5","Longitud del periodo para el cual se planifica.",,,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Brasil41615"
"Guatemala","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","2","Existe un sistema electrónico de adquisiciones y contrataciones públicas","3","Disponibilidad de una base de datos de proveedores y de bienes y servicios.","El requisito se cumple parcialmente, es decir, el sistema electrónico de adquisiciones y contrataciones incluye o una base de datos con información de los proveedores del Estado, o de los bienes y servicios que adquiere el Estado, pero no ambos.",,,,,"2013","2013-01-01T00:00:00.000","Guatemala31323"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","17","PRESUPUESTACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El presupuesto de gasto sectorial se estructura con base en programas","1","Porcentaje del presupuesto de gasto sectorial estructurado con base en programas.",,"0",,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Guyana41711"
"Chile","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","2","Existe una entidad o unidad del gobierno encargada del sistema de seguimiento de la gestión","1","Jerarquía institucional de la entidad o unidad del gobierno encargada del sistema de seguimiento de la gestión.","El requisito se cumple en su totalidad, es decir, la entidad o unidad del gobierno encargada del sistema de seguimiento de la gestión dispone de un nivel de jerarquía institucional que le permita actuar como ente rector en este campo.",,,,,"2013","2013-01-01T00:00:00.000","Chile52221"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","4","Existencia de una estrategia explícita de gestión en base a resultados.","El requisito se cumple parcialmente, es decir, el sector ha diseñado una estrategia explícita de gestión para resultados, pero la implementación recién ha iniciado. Además, esta estrategia incluye un plan de implementación, detalla responsables y cuenta con recursos definidos.",,,,"Educación","2013","2013-01-01T00:00:00.000","Guyana41924"
"Honduras","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","1","Se realizan actividades para detectar los riesgos fiscales","1","Análisis de las obligaciones directas.","El requisito se cumple en su totalidad, es decir, se realizan, por lo menos semestralmente, estudios que detallan y presentan proyecciones de los riesgos relacionados con obligaciones directas. Este tipo de obligaciones incluyen deuda soberana (préstamos y bonos) y compromisos de gastos obligatorios de largo plazo (pensiones).",,,,,"2013","2013-01-01T00:00:00.000","Honduras31011"
"Rep. Domin.","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","3","PLANIFICACIÓN PARTICIPATIVA","1","Las organizaciones de la sociedad civil participaron en la discusión de los objetivos y metas del plan de gobierno de mediano plazo","2","Participación efectiva de la sociedad civil en la planificación nacional.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Rep. Domin.1312"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","2","Recolección de información respecto a la calidad.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Rep. Domin.41922"
"Perú","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","1","Utilización de incentivos monetarios individuales.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Perú41941"
"Nicaragua","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","5","Existe armonización/vinculación entre los programas del plan y los programas del presupuesto","2","  Metodologías y procedimientos para la elaboración del presupuesto con base en los objetivos definidos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Nicaragua2452"
"Argentina","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","21","SISTEMA NACIONAL DE ESTADÍSTICAS","3","Se generan estadísticas nacionales sociales, demográficas, económicas y ambientales que sirven para monitorear el cumplimiento de objetivos y metas del gobierno","2","Periodicidad de la generación de estadísticas económicas.",,,,,,"2013","2013-01-01T00:00:00.000","Argentina52132"
"El Salvador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","5","El gobierno cuenta con un plan de gobierno de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas.","6","Definición de estrategias y programas para lograr los objetivos.","El requisito se cumple en su totalidad, es decir, el plan de gobierno de mediano plazo cuenta con estrategias que se aplicarán durante el período de gestión para lograr los objetivos. Además, estas estrategias se concretan en programas y proyectos.",,,,,"2013","2013-01-01T00:00:00.000","El Salvador1156"
"Guatemala","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","3","Inclusión de costos de producción y de las unidades responsables de la producción de los bienes y servicios.","El requisito se cumple parcialmente, es decir, únicamente las metas producción detallan las unidades responsables, o los costos de producción, pero no ambos.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Guatemala41913"
"Costa Rica","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","3","Existe un programa de evaluaciones que cuenta con financiamiento","1","Elaboración y financiamiento de un programa de evaluaciones.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Costa Rica52331"
"Barbados","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","17","PRESUPUESTACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se realizan prácticas en el sector conducentes a mejorar la elaboración presupuestaria","2","Coordinación entre el sector y las autoridades presupuestarias.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Barbados41722"
"Surinam","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","21","SISTEMA NACIONAL DE ESTADÍSTICAS","1","Se dispone de un marco legal e institucional para la generación de estadísticas nacionales","4","Autonomía técnica, administrativa y presupuestaria de la entidad rectora del SEN.","El requisito se cumple en su totalidad, es decir, la entidad rectora del SEN tiene autonomía técnica, administrativa y presupuestaria para cumplir sus funciones.",,,,,"2013","2013-01-01T00:00:00.000","Surinam52114"
"Jamaica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","3","Definición de objetivos y metas sectoriales a lograrse durante el período de gestión.","El requisito se cumple en su totalidad, es decir, el plan sectorial de mediano plazo cuenta con objetivos y metas. Los objetivos están expresados como cambios o mejoras en las condiciones de vida de la población (resultados, impactos) y las metas son una expresión cuantitativa de los objetivos que se pretenden alcanzar.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Jamaica41623"
"Surinam","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","22","SEGUIMIENTO DE LA GESTIÓN DEL GOBIERNO","5","Existen criterios y procedimientos institucionalizados para incorporar la información del sistema de seguimiento en la gestión del gobierno","1","Uso de la información del sistema de seguimiento para el diseño de los planes del gobierno.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Surinam52251"
"Ecuador","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","11","SISTEMA DE CONTABILIDAD","2","Se elaboran estados financieros al finalizar el periodo fiscal","2","Elaboración de estados financieros consolidados de los activos y pasivos financieros.","El requisito se cumple en su totalidad, es decir, se preparan estados financieros consolidados que contienen información completa acerca de los activos y pasivos financieros y se los ponen a disposición de la ciudadanía dentro de los de los noventa días siguientes a la finalización del periodo fiscal.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador31122"
"Perú","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","1","Existe un marco legal que regula el sistema de evaluación de la gestión","2","Definición de responsabilidades institucionales.","El requisito se cumple parcialmente, es decir, el marco legal o reglamentario que regula el sistema de evaluación de la gestión gubernamental detalla específicamente a todas las entidades responsables de la identificación, diseño, producción y uso de las evaluaciones, o incluye aspectos relevantes para la operación del ente rector en materia de evaluación, pero no ambos.",,,,,"2013","2013-01-01T00:00:00.000","Perú52312"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","1","Inclusión de información sobre la producción de bienes y servicios.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye datos históricos respecto a la producción de más del 8% de los bienes y servicios sectoriales (por ejemplo: número de escuelas construidas, número de pabellones hospitalarios modernizados, número de raciones alimenticias entregadas).",,,,"Educación","2013","2013-01-01T00:00:00.000","Brasil42011"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","1","Articulación con la visión sectorial de largo plazo.","El requisito se cumple en su totalidad, es decir, el plan sectorial de mediano plazo está articulado con la visión sectorial de largo plazo. Para verificar el cumplimiento de esta condición, los objetivos y metas trazados en el plan sectorial de mediano plazo deben estar explícitamente vinculados a objetivos y metas de la visión sectorial a largo plazo.",,,,"Educación","2013","2013-01-01T00:00:00.000","Rep. Domin.41631"
"Guyana","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","3","Los niveles de jefatura y/o gerentes públicos del sector firman contratos de gestión con las autoridades del gobierno","1","Uso de contratos de gestión para gerentes públicos o directivos.","El requisito no se cumple.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Guyana41931"
"Rep. Domin.","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","2","Existe una entidad o unidad del gobierno a cargo del sistema de evaluación de la gestión","2","Manuales y metodologías para los procesos técnicos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Rep. Domin.52322"
"Trin. & Tob.","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","1","Existe información de desempeño para evaluar los resultados del gasto del gobierno","6","Utilización de evaluaciones rápidas de desempeño.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.2616"
"Nicaragua","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","1","Se dispone de un marco legal e institucional para los procesos de adquisiciones y contrataciones públicas","2","Definición de responsabilidades institucionales.","El requisito se cumple en su totalidad, es decir, el marco legal o reglamentario que regula los procesos de adquisiciones y contrataciones públicas detalla específicamente a todas las entidades obligadas a suscribirse a los procedimientos, e incluye aspectos relevantes para el desempeño de la entidad o unidad normativa de los procesos de adquisiciones y contrataciones públicas, como funciones, objetivos y definición de procesos medulares..",,,,,"2013","2013-01-01T00:00:00.000","Nicaragua31312"
"El Salvador","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","7","Articulación con la visión sectorial a largo plazo.",,,,"0",,"2013","2013-01-01T00:00:00.000","El Salvador1167"
"Trin. & Tob.","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","13","SISTEMA DE ADQUISICIONES Y CONTRATACIONES PÚBLICAS","2","Existe un sistema electrónico de adquisiciones y contrataciones públicas","3","Disponibilidad de una base de datos de proveedores y de bienes y servicios.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.31323"
"Guyana","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","10","ANÁLISIS, MITIGACIÓN Y CALIFICACIÓN DE RIESGO","1","Se realizan actividades para detectar los riesgos fiscales","3","Análisis de riesgos por desastres naturales y/o cambios súbitos en los precios de materias primas.","El requisito se cumple parcialmente, es decir, se realizan estudios que detallan el impacto fiscal que generaría la ocurrencia de desastres naturales y/o cambios súbitos del precio de materias primas. Sin embargo, estos estudios se los realiza con una frecuencia menor que anual (por ejemplo, cada dos años), y/o no incluyen proyecciones.",,,,,"2013","2013-01-01T00:00:00.000","Guyana31013"
"Honduras","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","2","Existe una entidad o unidad del gobierno encargada de la planificación","1","Jerarquía institucional de la entidad o unidad del gobierno encargada de la planificación.","El requisito se cumple en su totalidad, es decir, la entidad o unidad del gobierno encargada de la planificación tiene un rango de ministerio, o de vice ministerio, o similar.",,,,,"2013","2013-01-01T00:00:00.000","Honduras1121"
"Honduras","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","6","Definición de estrategias y programas para lograr los objetivos.",,,,"0.5",,"2013","2013-01-01T00:00:00.000","Honduras1166"
"México","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","21","SISTEMA NACIONAL DE ESTADÍSTICAS","1","Se dispone de un marco legal e institucional para la generación de estadísticas nacionales","4","Autonomía técnica, administrativa y presupuestaria de la entidad rectora del SEN.","El requisito se cumple en su totalidad, es decir, la entidad rectora del SEN tiene autonomía técnica, administrativa y presupuestaria para cumplir sus funciones.",,,,,"2013","2013-01-01T00:00:00.000","México52114"
"Trin. & Tob.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","2","Existe una estrategia para mejorar la calidad de los bienes y servicios que produce el sector","2","Recolección de información respecto a la calidad.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Trin. & Tob.41922"
"Bahamas","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","1","Existe un marco legal que regula el sistema presupuestario","1","Existencia de una Ley  (o decreto) y su respectivo reglamento.","El requisito se cumple en su totalidad, es decir, está en vigencia una ley (o decreto) y su respectivo reglamento que regula el ciclo presupuestario.",,,,,"2013","2013-01-01T00:00:00.000","Bahamas2411"
"Argentina","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","12","SISTEMA INTEGRADO DE ADMINISTRACIÓN FINANCIERA (SIAF)","2","El SIAF genera reportes para la toma de decisiones en la gestión del gobierno.","1","Generación de informes para la planificación y el presupuesto.","El requisito se cumple en su totalidad, es decir, se generan a través del SIAF informes preparados específicamente para la discusión del presupuesto y para diseñar los planes anuales y plurianuales del gobierno.",,,,,"2013","2013-01-01T00:00:00.000","Argentina31221"
"Panamá","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","1","Existe información de desempeño para evaluar los resultados del gasto del gobierno","2","Existencia de un sistema de seguimiento mediante indicadores de desempeño.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Panamá2612"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","2","Existencia de metas de producción de bienes y servicios.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Rep. Domin.41912"
"El Salvador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","6","Difusión de los indicadores del sistema de información.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","El Salvador42016"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","2","Realización de controles internos de calidad.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Rep. Domin.42022"
