"name","system_name","county","type","pension_opeb","fy","cap_status","url"
"St Clair River Sewer & Water Authority","Health Care Plan","St. Clair","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/StClairRiverSewerandWaterAuthorityOPEBCorrectiveActionPlanCAPNonPrimaryUnit7475206721297.pdf"
"St Clair River Sewer & Water Authority","OPEB","St. Clair","Authority","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/StClairRiverSewerandWaterAuthorityOPEBCorrectiveActionPlanCAPNonPrimaryUnit7475206721297.pdf"
"St Joseph County Road Commission","BCBS","St Joseph","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/St_Joseph_County_Road_CommissionCAP_Review_750100_2017_OPEB_672083_7.pdf"
"State of Michigan 41B District - Clinton Charter Township & Mt Clemens","Retiree Health Care Plan","Macomb","Authority","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/507536_2017_Retiree_Health_Care_Plan_OPEB_41B_District_Court_651235_7.pdf"
"State of Michigan 48th Judicial District Court","Post employment Healthcare","Oakland","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/State_of_Michigan_48th_Judicial_District_Court_CAP_Review_637629_2017_OPEB_669780_7.pdf"
"Suburban Mobility Authority for Regional Transportation","SMART Retiree Health Funding Vehicle","Wayne","Authority","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/827550_Suburban_Mobility_Authority_for_Regional_Transportation_SMART_OPEB_639390_7.pdf"
"Tawas Police Authority","MERS","Iosco","Authority","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/357514_2017_Pension_Tawas_Police_Authority_651227_7.pdf"
"Traverse City Light & Power","MERS","Grand Traverse","Authority","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/287516_2017_pension_Traverse_City_Light__Power_651221_7.pdf"
"Van Buren Charter Township","Retiree Health Care Plan","Wayne","Township","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/821100VanBurenCharterTownshipCharterTownshipofVanBurenRetireeHealthcCarePlan2018CAPForm55976953317.pdf"
"Van Buren County Road Commission","OPEB","Van Buren","Road Commission","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Van_Buren_County_Road_Commission_CAP_Review_800100_2017_OPEB_672101_7.pdf"
"Vicksburg District Library","MERS","Kalamazoo","Library","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/398005_2017_Pension_Vicksburg_District_Library_651231_7.pdf"
"Village of Capac","Capac OPEB Plan","St. Clair","Village","OPEB","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Village_of_Capac_OPEB_Corrective_Action_Plan_CAP_2018_743010_672136_7.pdf"
"Village of Capac","MERS","St. Clair","Village","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Village_of_Capac_Pension_Corrective_Action_Plan_712510_7.pdf"
"Village of Chesaning","MERS","Saginaw","Village","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Chesaning_Pension_Corrective_Action_Plan_CAP_672081_7.pdf"
"Village of Farwell","MERS","Clare","Village","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/183010_Village_of_Farwell_-_MERS_of_Michigan_2017_CAP_-_Form_5598_698586_7.pdf"
"Village of Holly","MERS","Oakland","Village","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/633050_2017_Pension_Village_of_Holly_651247_7.pdf"
"Village of Homer","MERS","Calhoun","Village","Pension","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Homer_Pension_Corrective_Action_Plan_CAP_672077_7.pdf"
"Village of Kalkaska","MERS","Kalkaska","Village","Pension","2018","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/403010_Village_of_Kalkaska_2018_MERS_CAP_712525_7.pdf"
"Village of L'Anse","MERS","Baraga","Village","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/073020_2017_Pension_LAnse_CAP_649945_7.pdf"
"Village of Lexington","Retiree Health care plan","Sanilac","Village","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Lexington_OPEB_Corrective_Action_Plan_CAP_2018_763050_672155_7.pdf"
"Village of Newberry","MERS","Luce","Village","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Village_of_Newberry_CAP_Review_483010_2017_Pension_672098_7.pdf"
"Village of Newberry","OPEB","Luce","Village","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Village_of_Newberry_CAP_Review_483010_2017_OPEB_672086_7.pdf"
"Village of Otisville","MERS","Genesee","Village","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/253050_Village_of_Otisville_-_MERS_2018__CAP_-_Form_5598_695356_7.pdf"
"Village of Romeo","Benistar/OPEB Trust Fund","Macomb","Village","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Village_of_Romeo_CAP_Review2_503040_2017_OPEB__667940_7.pdf"
"Village of Union City","OPEB","Branch","Village","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/123030_Village_of_Union_City_-_Village_of_UC_OPEB_Plan_2017_CAP_-_Form_5597_698581_7.pdf"
"Waterford Charter Township","Post Retirement Health Care Fund","Oakland","Township","OPEB","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Waterford_Charter_Township_CAP_Review_631220_2017_OPEB_672106_7.pdf"
"Wayne County Airport Authority","Retirement Health Benefit System","Wayne","Authority","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/827585_2018_OPEB_Wayne_County_Airport_Authority_651322_7.pdf"
"West Iron County Sewer Authority","MERS","Iron","Authority","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-1/367501_2017_Pension_West_Iron_County_Sewer_Authority_651307_7.pdf"
"Wexford County Road Commission","OPEB","Wexford","Road Commission","OPEB","2017","Removed/No longer underfunded","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/830100_2017_OPEB_Wexford_County_Road_Commission_639391_7.pdf"
"White Cloud/Sherman Utilities Authority","MERS","Newaygo","Authority","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/627513_White_Cloud-Sherman_Utilities_Authority_2019_MERS_CAP_712511_7.pdf"
"White Pine District Library","MERS","Montcalm","Library","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/590401_White_Pine_District_Library_-_Pension_2017_630422_7.pdf"
"Ypsilanti Community Utilities Authority","Employees Retirement System","Washtenaw","Authority","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-2/817514_2017_Pension_Ypsilanti_Community_Utilities_Authority_651083_7.pdf"
"Ypsilanti Housing Commission","MERS","Washtenaw","Authority","Pension","2017","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/BLGSS-CEFD-FOLDER/BLGSS-MSB/Approved-CAPS/Approved-CAP-3/Ypsilanti_Housing_Commission_CAP_Review_817551_2017_Pension_672093_7.pdf"
"Village of Bellevue","OPEB","Eaton","Village","OPEB","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/Delta2/B/233010_Village_of_Bellevue_-_MERS-Mercer_-_2019_OPEB_CAP_732340.pdf"
"Cheboygan County Road Commission","OPEB","Cheboygan","Road Commission","OPEB","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/Delta2/B/160100_Cheboygan_County_Road_Commission_-_Cheboygan_County_Road_Commission_OPEB_-_2019_CAP_732344.pdf"
"City of Grosse Pointe Park","MERS","Wayne","City","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/Delta2/B/822120_City_of_Grosse_Pointe_Park_-_MERS_Defined_Benefit_-_Grosse_Pointe_Park_-_2020_CAP_732345.pdf"
"Kingsford Housing Commission","MERS","Dickinson","Authority","Pension","2019","Compliant","https://cms.michigan.gov/treasury/-/media/Project/Websites/treasury/Delta2/B/227510_Kingsford_Housing_Commission_-_MERS_-_2020_Pension_CAP_732347.pdf"
