"matr_cula","organizaci_n_jur_dica","categoria","est_matricula","raz_n_social","nit","fec_matricula","fec_renovacion","_ltimo_a_o_renovado","fec_constitucion","fec_disolucion","fec_vigencia","direcci_n","municipio","tel_fono_1","tel_fono_2","tel_fono_3","vigilancia","email","ciiu_actividad_1","ciiu_actividad_2","ciiu_actividad_3","ciiu_actividad_4","activo_total","representante_legal"
"S0504491","12","1","IA","Fundacion Matakabi","9014277199","2020-10-23T00:00:00.000","2021-03-09T00:00:00.000","2021","2020-10-23T00:00:00.000","N/A","99999999","Calle 20A N 29 26","Yopal","3204998729","3107550644","N/A","Gobernacion De Casanare","fundacionmatakabi@gmail.com","M7210 ** Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria","A0150 ** Explotacion mixta (agricola y pecuaria)","C1020 ** Procesamiento y conservacion de frutas  legumbres  hortalizas y tuberculos","S9499 ** Actividades de otras asociaciones n.c.p.","10,000,000","Gloria Isabel Noguera Diaz"
"S0504390","12","1","IA","Fundacion Visionarias Del Futuro","9013571776","2020-01-20T00:00:00.000","2021-05-04T00:00:00.000","2021","2020-01-20T00:00:00.000","N/A","99999999","Calle 3 04 03","La Salina","3105532791","N/A","N/A","Secretria Departamantal De Gobierno","visionariasdelfuturo2020@gmail.com","C1410 ** Confeccion de prendas de vestir  excepto prendas de piel","S9602 ** Peluqueria y otros tratamientos de belleza","P8553 ** Enseñanza cultural","P8552 ** Enseñanza deportiva y recreativa","10,000,000","Vargas Parada Sandy Lucero"
"S0504199","12","1","IA","Fundacion Caricare Mtb","9012162271","2018-09-21T00:00:00.000","2019-09-10T00:00:00.000","2019","2018-09-21T00:00:00.000","N/A","99999999","Calle 5 5-27","Sabanalarga","3232297841","3164925086","N/A","Gobernacion De Casanare","caricaremtb.tic@gmail.com","R9319 ** Otras actividades deportivas","I5621 ** Catering para eventos","N8230 ** Organizacion de convenciones y eventos comerciales","M7020 ** Actividades de consultoria de gestion","10,000,000","Roa Parra Luis Ariel"
"S0504063","12","1","IA","Fundacion Semillas Por Un Deporte Mejor","9011201635","2017-09-27T00:00:00.000","2021-05-24T00:00:00.000","2021","2017-09-27T00:00:00.000","N/A","99999999","Carrera 24 N. 20-15","Yopal","3138526323","N/A","N/A","Gobernacion De Casanare","fusedeme@gmail.com","R9319 ** Otras actividades deportivas","M7020 ** Actividades de consultoria de gestion","E3900 ** Actividades de saneamiento ambiental y otros servicios de gestion de desechos","F4290 ** Construccion de otras obras de ingenieria civil","10,000,000","Lozano Vallejo Yower"
"S0504061","12","1","IA","Fundacion Vida Desarrollo Y Futuro Mejor","9011200218","2017-09-27T00:00:00.000","2021-05-24T00:00:00.000","2021","2017-09-27T00:00:00.000","N/A","99999999","Carrera 24 N. 20-15","Yopal","3138526323","N/A","N/A","Gobernacion De Casanare","fundavida2017@gmail.com","G4610 ** Comercio al por mayor a cambio de una retribucion o por contrata","M7020 ** Actividades de consultoria de gestion","F4290 ** Construccion de otras obras de ingenieria civil","N/A","10,000,000","Lozano Vallejo Yower"
"S0503843","12","1","II","Fundacion Samoca","9010028415","2016-08-25T00:00:00.000","2019-03-21T00:00:00.000","2019","2016-08-25T00:00:00.000","N/A","99999999","Calle  17A N 13 25","Tauramena","3103345132","3214911314","N/A","N/A","fundacionsamoca@gmail.com","Q8699 ** Otras actividades de atencion de la salud humana","M7020 ** Actividades de consultoria de gestion","N/A","N/A","10,000,000","Campos Camacho Neify Carolina"
"S0504384","12","1","IA","Fundacion Gauss","9008254886","2019-12-18T00:00:00.000","2020-03-18T00:00:00.000","2020","2019-12-18T00:00:00.000","N/A","99999999","Calle 13A No. 13 - 58","Monterrey","3108536432","3112396401","N/A","Gobernacion","yeimi2909@yahoo.com","P8560 ** Actividades de apoyo a la educacion","P8559 ** Otros tipos de educacion n.c.p.","J6201 ** Actividades de desarrollo de sistemas informaticos (planificacion  analisis  diseño  programacion  pruebas)","J6202 ** Actividades de consultoria informatica y actividades de administracion de instalaciones informaticas","10,000,000","Umaña Mendoza Mery Jaidyth"
"S0500222","12","1","IA","Asociacion De Artesanos Vendedores Ambulantes Y Estacionarios De Yopaly Casanare Asdearvayes","9002225847","1997-06-19T00:00:00.000","2021-02-09T00:00:00.000","2021","1997-06-24T00:00:00.000","N/A","99999999","Calle 9 A N 18 32","Yopal","3118906882","N/A","N/A","Secretaria De Gobierno Departamental","alambrito514@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","10,000,000","Agudelo Valencia Wilver De Jesus"
"S0504259","12","1","II","Canaguaros Corporacion Civil De Simple Beneficio Social","9012618099","2019-03-04T00:00:00.000","2019-03-04T00:00:00.000","2019","2018-12-14T00:00:00.000","N/A","N/A","Kilometro 1 Via Aguazul - Yopal","Aguazul","3127094519","N/A","N/A","Gobernacion De Casanare","canaguarosvip01@gmail.com","R9007 ** Actividades de espectaculos musicales en vivo","S9499 ** Actividades de otras asociaciones n.c.p.","I5611 ** Expendio a la mesa de comidas preparadas","I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento","10,000,000","Acosta Chaparro Lina Rocio"
"S0503895","12","1","IA","Fundacion Juanfeliz","9010342832","2016-12-09T00:00:00.000","2020-12-15T00:00:00.000","2020","2016-12-09T00:00:00.000","N/A","N/A","Carrera 19 N 28-46","Yopal","3153017777","N/A","N/A","Gobernación De Casanare","fundacionjuanfeliz@gmail.com","Q8890 ** Otras actividades de asistencia social sin alojamiento","Q8692 ** Actividades de apoyo terapeutico","Q8790 ** Otras actividades de atencion en instituciones con alojamiento","Q8810 ** Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas","10,000,000","Fajardo Romero Juan Eli"
"S0503722","12","1","IA","Fundacion Renacer Agricola","9009420308","2016-02-22T00:00:00.000","2019-07-22T00:00:00.000","2019","2015-12-03T00:00:00.000","N/A","N/A","Cl 12 N 21 103","Yopal","3123782455","N/A","3123782455","N/A","y_avila.b@hotmail.com","A0161 ** Actividades de apoyo a la agricultura","A0162 ** Actividades de apoyo a la ganaderia","N8130 ** Actividades de paisajismo y servicios de mantenimiento conexos","N7912 ** Actividades de operadores turisticos","10,000,000","Avila Barrera Yilmar Gilberto"
"S0500246","12","1","II","Fundacion Para La Union Nacional La Reconciliacion La Educacion El Desarrollo Sostenible La Prosperidad Y La Paz","9009898234","1997-07-29T00:00:00.000","2018-03-31T00:00:00.000","2018","1997-07-29T00:00:00.000","N/A","N/A","Calle 27 N 5-80","Yopal","3112303248","N/A","N/A","N/A","fecruzp55@hotmail.com","P8523 ** Educación media técnica","F4290 ** Construccion de otras obras de ingenieria civil","E3900 ** Actividades de saneamiento ambiental y otros servicios de gestion de desechos","E3600 ** Captacion  tratamiento y distribucion de agua","10,000,000","Cruz Pabon Fermin"
"S0502530","12","1","II","Fundacion Creciendo Unidos Colombia","9002762124","2009-03-30T00:00:00.000","2018-04-02T00:00:00.000","2018","2009-03-30T00:00:00.000","N/A","N/A","Calle  11 28 51","Yopal","6324657","3138523759","N/A","Gobernacion De Casanare","hectorfabianogil@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","10,000,000","Gil Buritica Hector Fabiano"
"S0501999","12","1","IA","Vision Casanare","9001213048","2006-11-28T00:00:00.000","2021-04-28T00:00:00.000","2021","2006-11-28T00:00:00.000","N/A","N/A","Carrera 13 No. 7 - 02","Tauramena","3138310146","N/A","N/A","Gobernación De Casanare","visioncasanarefundacion@gmail.com","M7220 ** Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades","P8559 ** Otros tipos de educacion n.c.p.","G4799 ** Otros tipos de comercio al por menor no realizado en establecimientos  puestos de venta o mercados","N/A","10,000,000","Cardenas Silva Adacelia"
"S0501828","14","1","IA","Cooperativa De Caficultores Del Municipio De La Salina Casanare Ltda.","9000730561","2006-03-01T00:00:00.000","2021-02-15T00:00:00.000","2021","2006-03-01T00:00:00.000","N/A","N/A","Barrio Centro","La Salina","3203152633","N/A","N/A","Gobernación","gilbertoalarcongarcia1@gmail.com","A0123 ** Cultivo de cafe","N/A","N/A","N/A","10,000,000","Alarcon Garcia Gilberto"
"S0504187","12","1","IA","Fundación San Jose Del Casanare","9012083552","2018-08-27T00:00:00.000","2019-06-28T00:00:00.000","2019","2018-08-10T00:00:00.000","N/A","99999999","Calle 24 N 24 -22","Yopal","3144812944","3184269302","N/A","Gobernación De Casanare","asesoriascontablespaezsas@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","10,000,001","Moreno Velasquez Jhon Faber"
"S0504455","12","1","IA","Fundacion Un Pulmon Para El Mundo","9014013598","2020-07-28T00:00:00.000","2021-05-13T00:00:00.000","2021","2020-07-28T00:00:00.000","N/A","99999999","Carrera 20 26-46","Yopal","3105699659","N/A","N/A","Gobernacion De Casanare","unpulmonparaelmundo@gmail.com","M7210 ** Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingenieria","A0210 ** Silvicultura y otras actividades forestales","F4290 ** Construccion de otras obras de ingenieria civil","C1089 ** Elaboracion de otros productos alimenticios n.c.p.","10,006,958","Gutierrez Aldana Neidy Mildreth"
"S0503150","12","1","II","Fundacion Recicla Y Da Vida","9005475828","2012-07-16T00:00:00.000","2018-03-21T00:00:00.000","2018","2012-07-16T00:00:00.000","N/A","N/A","Calle 18A N 16 45","Yopal","3102200567","N/A","3102200567","N/A","funderavi013@hotmail.com","H4923 ** Transporte de carga por carretera","G4665 ** Comercio al por mayor de desperdicios  desechos y chatarra","N/A","N/A","10,150,000","Barrera Salazar Marlon Yugeth"
"S0503480","12","1","IA","Fundacion El Baquiano","9008036372","2014-11-19T00:00:00.000","2021-07-15T00:00:00.000","2021","2014-11-19T00:00:00.000","N/A","99999999","Calle 8 No 19 - 21","Yopal","3138573324","N/A","N/A","Secretaria De Gobierno De Casanare","xiomaradelrioduran@gmail.com","G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados","C1084 ** Elaboracion de comidas y platos preparados","G4631 ** Comercio al por mayor de productos alimenticios","N8230 ** Organizacion de convenciones y eventos comerciales","10,240,954","Del Rio Duran Siomara"
"S0504122","12","1","II","Corporacion Maria Rosa Lazo De La Vega","9011636379","2018-03-09T00:00:00.000","2019-03-15T00:00:00.000","2019","2018-02-28T00:00:00.000","N/A","2038-02-28T00:00:00.000","Carrera 22 N 8 - 12","Yopal","3112021808","N/A","N/A","Gobernacion De Casanare","cormarilave@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","R9102 ** Actividades y funcionamiento de museos  conservacion de edificios y sitios historicos","M7020 ** Actividades de consultoria de gestion","N7912 ** Actividades de operadores turisticos","10,350,000","Niño Vargas Maria Consuelo"
"S0504607","12","1","IA","Fundacion Para El Desarrollo De Los Territorios De Colombia","9015150927","2021-08-27T00:00:00.000","2021-08-27T00:00:00.000","2021","2021-08-27T00:00:00.000","N/A","99999999","Diagonal 9 10-76","Yopal","3204653855","N/A","N/A","Gobernacion Casanare","infofundetcolombia@gmail.com","P8553 ** Enseñanza cultural","P8560 ** Actividades de apoyo a la educacion","P8511 ** Educacion de la primera infancia","Q8899 ** Otras actividades de asistencia social sin alojamiento n.c.p.","10,500,000","Mayorga Castro Silverio"
"S0501405","12","1","IA","Asociacion De Padres De Familia De La Institucion Educativa Centro Social","8440000460","2003-08-29T00:00:00.000","2021-10-27T00:00:00.000","2021","2003-08-29T00:00:00.000","N/A","N/A","Carrera 23 N 11- 45","Yopal","6354077","6358690","3209597487","Gobernación De Casanare","asopadrescentrosocial@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","10,679,934","Abril Abril Claudia Marcela"
"S0504192","14","1","IA","Asomutual El Jaguito","9012125855","2018-09-10T00:00:00.000","2021-11-02T00:00:00.000","2021","2018-09-10T00:00:00.000","N/A","99999999","Vereda Jaguito Salon Comunal","Tauramena","3203755940","N/A","N/A","Gobernacion De Casanare","noyespinosa166@hotmail.com","K6492 ** Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario","S9411 ** Actividades de asociaciones empresariales y de empleadores","A0150 ** Explotacion mixta (agricola y pecuaria)","A0322 ** Acuicultura de agua dulce","10,800,000","Noy Espinosa Otoniel"
"S0502218","12","1","IA","Asociacion De Profesionales Tecnologos Y Tecnicos De Orocue Casanare Asoproteco","9001955113","2008-01-22T00:00:00.000","2020-11-18T00:00:00.000","2020","2008-01-22T00:00:00.000","N/A","2027-11-23T00:00:00.000","Carrera 6 N 3 -  05","Orocue","6365190","3125233792","N/A","No Reporta","chuchooropeza@hotmail.com","G4653 ** Comercio al por mayor de maquinaria y equipo agropecuarios","G4752 ** Comercio al por menor de articulos de ferreteria  pinturas y productos de vidrio en establecimientos especializados","M7020 ** Actividades de consultoria de gestion","G4530 ** Comercio de partes  piezas (autopartes) y accesorios (lujos) para vehiculos automotores","10,852,000","Montoya Oropeza Jesus Omar"
"S0503935","12","1","IA","Fundacion Empresarial Y Cultural Quirpa","9010623539","2017-03-08T00:00:00.000","2019-10-03T00:00:00.000","2019","2017-02-20T00:00:00.000","N/A","99999999","Calle 24A No. 12-63","Yopal","3228330506","3214560181","N/A","N/A","funquirpa@gmail.com","P8553 ** Enseñanza cultural","S9411 ** Actividades de asociaciones empresariales y de empleadores","J5911 ** Actividades de produccion de peliculas cinematograficas  videos  programas  anuncios y comerciales de television","M7110 ** Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica","11,000,000","Gonzalez Gomez Camilo Andres"
"S0503567","12","1","II","Fundacion Cultural Y Pedagogica T Crea","9008708295","2015-07-21T00:00:00.000","2019-03-30T00:00:00.000","2019","2015-07-21T00:00:00.000","N/A","99999999","Calle 10A N 45A - 54 Villavicencio","Yopal","3118558565","N/A","N/A","N/A","jenny-mildred@hotmail.com","M7020 ** Actividades de consultoria de gestion","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","P8553 ** Enseñanza cultural","P8530 ** Establecimientos que combinan diferentes niveles de educacion","11,080,280","Muñoz Rodriguez Yenny Mildred"
"S0501923","12","1","IA","Asociacion De Vivienda Paso Real","9000966805","2006-07-24T00:00:00.000","2019-06-07T00:00:00.000","2019","2006-03-30T00:00:00.000","N/A","2036-09-01T00:00:00.000","Carrera 36  15 - 80","Yopal","3108654157","3115311562","N/A","N/A","crpasoreal@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","M7110 ** Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica","N/A","N/A","11,962,755","Triana Blanco Andres Herliman"
"S0503798","12","1","II","Corporacion Social Y Ecologica La Cañada","8300895915","2016-05-31T00:00:00.000","2019-02-19T00:00:00.000","2019","N/A","N/A","2024-11-08T00:00:00.000","Calle 30 24 - 107","Yopal","3115625507","3214535910","N/A","N/A","corporacionsocialyecolacanada@gmail.com","Q8810 ** Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas","I5611 ** Expendio a la mesa de comidas preparadas","S9499 ** Actividades de otras asociaciones n.c.p.","Q8790 ** Otras actividades de atencion en instituciones con alojamiento","11,977,497","Duran Becerra Jhon Jairo"
"S0504050","12","1","IA","Asociacion Proveedora De Servicios De Transporte Maquinaria Y Otros","9011131858","2017-09-07T00:00:00.000","2021-03-23T00:00:00.000","2021","2017-09-07T00:00:00.000","N/A","2027-07-29T00:00:00.000","Carrera 29 N 21-10 P2","Yopal","3123399843","N/A","N/A","Gobernacion De Casanare","asproservicios@tscasanare.com","S9411 ** Actividades de asociaciones empresariales y de empleadores","S9412 ** Actividades de asociaciones profesionales","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","12,000,000","Villamil Barrera German Enrique"
"S0502633","12","1","IA","Corporacion  Social Y Educativa De Tamara","9003094432","2009-09-02T00:00:00.000","2021-01-27T00:00:00.000","2021","2009-09-02T00:00:00.000","N/A","2029-07-18T00:00:00.000","Carrera 9 N. 7-73","Tamara","3118757767","N/A","N/A","Autoridad Nacional De Television Antv","cecicorredor-09@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","12,000,000","Vega Parada Julio Nelson"
"S0504069","12","1","II","Asociacion De Empresarios Del Cravo Sur","9011225961","2017-10-09T00:00:00.000","2018-03-27T00:00:00.000","2018","2017-10-09T00:00:00.000","N/A","2037-09-03T00:00:00.000","Vereda Quebradaseca Corregimiento Quebradaseca Municipio De Yopal","Yopal","3102453492","N/A","N/A","Gobernacion De Casanare","y_ovan_y25@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","M7020 ** Actividades de consultoria de gestion","N/A","N/A","12,000,000","Cojo Piriache Giovany"
"S0503515","12","1","II","Corporacion Cocobongo Mirador Discotk Club","9008280181","2015-03-05T00:00:00.000","2019-03-30T00:00:00.000","2019","2015-03-05T00:00:00.000","N/A","2065-02-25T00:00:00.000","Vereda Balconcitos El Mirador Del Llano","Yopal","3125319327","N/A","N/A","N/A","carolyisthrozohernandez13@gmail.com","I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento","I5611 ** Expendio a la mesa de comidas preparadas","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","N/A","12,000,000","Hernandez Rodriguez Flor Marina"
"S0503795","12","1","IA","Fundacion Ecologica Casanare Verde","9009735523","2016-05-23T00:00:00.000","2020-09-04T00:00:00.000","2020","2016-05-23T00:00:00.000","N/A","N/A","Cr 13 N 15-38","Yopal","3115466497","N/A","N/A","Gobernación","edwinjhoam@hotmail.com","E3900 ** Actividades de saneamiento ambiental y otros servicios de gestion de desechos","A0210 ** Silvicultura y otras actividades forestales","M7110 ** Actividades de arquitectura e ingenieria y otras actividades conexas de consultoria tecnica","N7730 ** Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p.","12,000,000","Moreno Chaparro Edwin Jhoam"
"S0503761","12","1","IA","Comite De Ganaderos De Aguazul Casanare","9009638833","2016-04-18T00:00:00.000","2021-06-11T00:00:00.000","2021","2016-04-18T00:00:00.000","N/A","N/A","Kilometro 1 Via Aguazul - Mani","Aguazul","3135858744","N/A","N/A","Gobernacion De Casanare","comiganaguazul@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","12,059,500","Peñaranda Correa Diana Marcela"
"S0502539","12","1","II","Fundacion Casanare","9002775012","2009-04-07T00:00:00.000","2018-03-31T00:00:00.000","2018","2009-04-07T00:00:00.000","N/A","N/A","Calle 30  28-46 Bloque 6 Apto 501","Yopal","3107861674","3112230757","N/A","N/A","fundacioncasanare@gmail.com","P8559 ** Otros tipos de educacion n.c.p.","Q8890 ** Otras actividades de asistencia social sin alojamiento","K6499 ** Otras actividades de servicio financiero  excepto las de seguros y pensiones n.c.p.","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","12,175,410","Rodriguez Walteros Leonel"
"S0502236","12","1","IA","Fundacion El Alfarero Crea","9001993598","2008-02-08T00:00:00.000","2021-11-12T00:00:00.000","2021","2008-02-08T00:00:00.000","N/A","99999999","Calle 24 30 149","Yopal","3208257427","N/A","N/A","Gobernacion De Casanare","rivasair@gmail.com","P8551 ** Formación para el trabajo","I5621 ** Catering para eventos","P8559 ** Otros tipos de educacion n.c.p.","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","12,300,000","Rivas Ulloa Sair Alberto"
"S0503405","12","1","II","Corporacion Red De Mujeres De Casanare","9007337362","2014-05-22T00:00:00.000","2019-03-26T00:00:00.000","2019","2014-05-22T00:00:00.000","N/A","2034-04-06T00:00:00.000","Centro Comercial La Herradura Modulo 3 Local 9","Yopal","3219440225","N/A","N/A","Gobernacion De Casanare","corporacionredmujerescasanare@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","P8559 ** Otros tipos de educacion n.c.p.","N8230 ** Organizacion de convenciones y eventos comerciales","N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.","12,500,000","Aguilar Zea Nohora Fidelia"
"S0502080","12","1","II","Fundacion Tejido Humano Para El Desarrollo Del Casanare","9001549586","2007-05-18T00:00:00.000","2018-06-01T00:00:00.000","2018","2007-05-18T00:00:00.000","N/A","N/A","Calle 17A No. 4 - 33","Tauramena","3103113644","3202812048","N/A","Gobernacion","funtejidohumanodescasanare@gmail.com","Q8699 ** Otras actividades de atencion de la salud humana","P8551 ** Formación para el trabajo","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","M7020 ** Actividades de consultoria de gestion","12,598,688","Sastre Beltran Mery Griselda"
"S0504210","12","1","IA","Imperio Corporación","9012252216","2018-10-23T00:00:00.000","2020-02-05T00:00:00.000","2020","2018-10-23T00:00:00.000","N/A","2028-08-10T00:00:00.000","Carrera 20 29-04","Yopal","3228827689","N/A","N/A","Gobernacion De Casanare","jesusgomez1630@gmail.com","I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento","R9007 ** Actividades de espectaculos musicales en vivo","N/A","N/A","13,000,000","Gomez Carrillo Jesus Ernesto"
"S0504616","12","1","IA","Corporacion Agropecuaria Y Ambiental De Colombia","9015232070","2021-09-20T00:00:00.000","2021-09-20T00:00:00.000","2021","2021-09-20T00:00:00.000","N/A","2051-03-19T00:00:00.000","Carrera 13 N 3 35","Hato Corozal","3127622752","3203723087","N/A","Gobernacion De Casanare","obdergutierrez@gmail.com","M7020 ** Actividades de consultoria de gestion","S9499 ** Actividades de otras asociaciones n.c.p.","A0162 ** Actividades de apoyo a la ganaderia","E3900 ** Actividades de saneamiento ambiental y otros servicios de gestion de desechos","13,000,000","Torres Lopez Jose Hermes"
"S0504671","12","1","IA","Asociacion De Productores Agropecuarios Campesinos Los Chiguiros","9015477842","2021-12-09T00:00:00.000","2021-12-09T00:00:00.000","2021","2021-12-09T00:00:00.000","N/A","2031-11-11T00:00:00.000","Vereda Rio Chiquito","Aguazul","3115697479","N/A","N/A","Gobernacion De Casanare","arnolmoreno5@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","A0161 ** Actividades de apoyo a la agricultura","N/A","N/A","13,500,000","Moreno Cabezas Arnaldo"
"S0503465","12","1","IA","Asociacion De Trabajadores De Aguazul","9007818831","2014-10-17T00:00:00.000","2019-08-08T00:00:00.000","2019","2014-10-17T00:00:00.000","N/A","2034-10-05T00:00:00.000","Calle 17A No 6 68","Aguazul","3176794577","N/A","N/A","Secretaria De Gobierno","omarfabianmejia@gmail.com","N7810 ** Actividades de agencias de gestión y colocación de empleo","P8551 ** Formación para el trabajo","P8559 ** Otros tipos de educacion n.c.p.","P8552 ** Enseñanza deportiva y recreativa","13,600,000","Sanabria Vega Yefer"
"S0504020","12","1","II","Fundacion Orinoco","9011008961","2017-07-25T00:00:00.000","2018-03-28T00:00:00.000","2018","2017-07-25T00:00:00.000","N/A","N/A","Calle 7 N 21-78","Yopal","3102400679","N/A","N/A","N/A","isa.merck@gmail.com","Q8699 ** Otras actividades de atencion de la salud humana","N8230 ** Organizacion de convenciones y eventos comerciales","Q8810 ** Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas","G4631 ** Comercio al por mayor de productos alimenticios","13,761,246","Fonseca Barrera Diana Isabel"
"S0504246","12","1","II","Asociacion Maestros Constructores De La Orinoquia","9012538887","2019-02-07T00:00:00.000","2019-02-07T00:00:00.000","2019","2019-01-21T00:00:00.000","N/A","2029-01-21T00:00:00.000","Calle 7A 7-62","Aguazul","3213688647","N/A","N/A","Secretaria De Gobierno Departamental","asomacor01@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","F4290 ** Construccion de otras obras de ingenieria civil","N/A","N/A","15,000,000","Monroy Rivas Adriano"
"S0502920","12","1","IA","Asociacion De Productores Agropecuarios De Chameza","9004490493","2011-07-06T00:00:00.000","2021-02-10T00:00:00.000","2021","2011-07-06T00:00:00.000","N/A","2041-07-01T00:00:00.000","Calle 6 N 11 - 08  Barrio La Espenza","Chameza","3118525893","N/A","N/A","Gobernacion De Casanare","asoproacha2011@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","A0150 ** Explotacion mixta (agricola y pecuaria)","C1040 ** Elaboracion de productos lacteos","C1090 ** Elaboracion de alimentos preparados para animales","15,000,000","Holguin Bernal Gilberto"
"S0501862","12","1","IA","Asociacion De Ganaderos De Nunchia","9000832648","2006-05-08T00:00:00.000","2021-03-19T00:00:00.000","2021","2006-05-08T00:00:00.000","N/A","2096-04-28T00:00:00.000","Clle 13  20-40","Yopal","3102562042","N/A","N/A","Gobernacion","edigu11@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","15,036,028","Plata Barragan Cesar Augusto"
"S0503622","12","1","IA","Asociacion Para El Desarrollo De La Vivienda En San Luis De Palenque","9009834535","2015-10-28T00:00:00.000","2021-11-17T00:00:00.000","2021","2015-10-28T00:00:00.000","N/A","2025-10-01T00:00:00.000","Cl 5 N 9-42","San Luis De Palenque","3112259153","3212328527","N/A","Gobernación De Casanare","hectorariasc@hotmail.com","F4111 ** Construccion de edificios residenciales","F4220 ** Construccion de proyectos de servicio publico","F4312 ** Preparacion del terreno","F4390 ** Otras actividades especializadas para la construccion de edificios y obras de ingenieria civil","16,000,000","Arias Caceres Hector Dirseo"
"S0504313","12","1","IA","Corporacion Los Amigos De Sion","9013002525","2019-07-02T00:00:00.000","2021-09-08T00:00:00.000","2021","2019-07-02T00:00:00.000","N/A","2039-05-06T00:00:00.000","Barrio Valle De Los Guarataros Casa J 2","Yopal","3103232983","N/A","N/A","Gobernacion De Casanare","losamigosdesioncasanare@gmail.com","S9491 ** Actividades de asociaciones religiosas","A0161 ** Actividades de apoyo a la agricultura","N7912 ** Actividades de operadores turisticos","N/A","16,000,000","Barrera Rodriguez Ruth Maria"
"S0503919","12","1","II","Corporacion Social Y Cultural Nicky Beach","9010515394","2017-02-06T00:00:00.000","2018-01-04T00:00:00.000","2018","2017-02-06T00:00:00.000","N/A","2117-01-24T00:00:00.000","Calle 7 N. 1-67 Oeste Barrio Villaluz","Villanueva","3102197531","N/A","N/A","N/A","nickyurrego@hotmail.com","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento","R9312 ** Actividades de clubes deportivos","N/A","16,000,000","Urrego Rodriguez Nicky Ferney"
"S0503209","12","1","II","Fundacion Rescate","9005790831","2012-12-13T00:00:00.000","2018-11-29T00:00:00.000","2018","2012-12-13T00:00:00.000","N/A","N/A","Calle 1B No. 10A - 73","Tauramena","3144342268","3138847952","N/A","Gobernacion","fundacionrescate2016@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N8230 ** Organizacion de convenciones y eventos comerciales","G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados","C1104 ** Elaboracion de bebidas no alcoholicas  produccion de aguas minerales y otras aguas embotelladas","16,000,000","Sastre Beltran Marisol"
"S0503036","12","1","II","Asociacion Agroforestal De Los Andes","8260029049","2012-04-18T00:00:00.000","2018-03-31T00:00:00.000","2018","2012-04-18T00:00:00.000","N/A","N/A","Cra 3 N 21 - 145 Piso 1","Mani","3164669788","N/A","3164669788","N/A","asoagroandes@yahoo.es","S9499 ** Actividades de otras asociaciones n.c.p.","G4664 ** Comercio al por mayor de productos quimicos basicos  cauchos y plasticos en formas primarias y productos quimicos de uso agropecuario","M7500 ** Actividades veterinarias","N/A","16,025,056","Puerto De Parada Luz Marina"
