"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","condicionsexual","discapacidad","estadobeneficiario","estadocivil","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nivelescolaridad","nombredepartamentoatencion","nombremunicipioatencion","pais","parentesco","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","tipopoblacion","rangovalorbeneficioconsolidadoasignado","rangovalorultimobeneficioasignado"
"1","4","1","05","05490","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-12-01","2016-01-01","Hombre","ND","ANTIOQUIA","NECOCLI","ND","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","44","44847","ND","ND","ACTIVO","ND","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","LA GUAJIRA","URIBIA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","27","27615","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Mujer","SIN ESPECIFICAR","CHOCO","RIOSUCIO","ND","ND","18-29","RURAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","27","27615","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","SECUNDARIA","CHOCO","RIOSUCIO","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","76","76130","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2016-01-01","2016-01-01","Hombre","ND","VALLE","CANDELARIA","Colombia","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","27","27615","ND","NO","ACTIVO","ND","ND","2015-10-01","2017-01-01","Hombre","ND","CHOCO","RIOSUCIO","ND","ND","30-49","RURAL","ESPECIE","No Definido","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"3","3","1","27","27099","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-12-01","2016-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27450","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Hombre","ND","CHOCO","MEDIO SAN JUAN","ND","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"2","1","1","44","44001","ND","ND","ACTIVO","ND","INDIGENA","2018-03-01","2018-01-01","Mujer","ND","LA GUAJIRA","RIOHACHA","Colombia","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","76","76109","M-MUJER","NO","ACTIVO","UL","ND","2015-10-01","2016-01-01","Mujer","SIN ESPECIFICAR","VALLE","BUENAVENTURA","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","27","27001","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Hombre","ND","CHOCO","QUIBDO","Colombia","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","05","05837","H-HOMBRE","ND","ACTIVO","UL","INDIGENA","2016-01-01","2016-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","TURBO","ND","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","76","76109","M-MUJER","SI","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-07-01","2018-01-01","Hombre","PRIMARIA","VALLE","BUENAVENTURA","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","52","52250","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","NARIÑO","EL CHARCO","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"2","1","1","19","19418","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CAUCA","LOPEZ","COLOMBIA","ND","30-49","ASISTENCIA TECNICA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","2","1","52","52250","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Hombre","ND","NARIÑO","EL CHARCO","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27001","ND","ND","ACTIVO","ND","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","ND","CHOCO","QUIBDO","Colombia","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"7","1","1","76","76109","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2012-02-01","2013-01-01","Hombre","ND","VALLE","BUENAVENTURA","COLOMBIA","ND",">65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","5","1","20","20570","H-HOMBRE","NO","ACTIVO","CA","INDIGENA","2015-12-01","2016-01-01","Hombre","ND","CESAR","PUEBLO BELLO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"4","1","1","44","44001","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2018-03-01","2018-01-01","Hombre","ND","LA GUAJIRA","RIOHACHA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","44","44847","M-MUJER","NO","ACTIVO","Sin Información","ND","2016-01-01","2016-01-01","Mujer","ND","LA GUAJIRA","URIBIA","Colombia","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"2","3","1","76","76109","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","4","1","27","27001","ND","NO","ACTIVO","Sin Información","ND","2015-12-01","2016-01-01","Mujer","ND","CHOCO","QUIBDO","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","52","52612","M-MUJER","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","SIN ESPECIFICAR","NARIÑO","RICAURTE","ND","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","27","27001","ND","NO","ACTIVO","Sin Información","ND","2015-12-01","2016-01-01","Mujer","ND","CHOCO","QUIBDO","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","52","52250","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Mujer","ND","NARIÑO","EL CHARCO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","0 - 1.300.000"
"1","2","1","86","86573","ND","NO","NO ACTIVO","Sin Información","INDIGENA","2014-01-01","2015-01-01","Hombre","ND","PUTUMAYO","PUERTO LEGUIZAMO","Colombia","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"2","1","1","19","19418","ND","ND","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","CAUCA","LOPEZ","COLOMBIA","ND",">65","ASISTENCIA TECNICA","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","44","44001","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-03-01","2018-01-01","Hombre","ND","LA GUAJIRA","RIOHACHA","ND","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","44","44430","ND","ND","ACTIVO","ND","INDIGENA","2014-01-01","2014-01-01","Mujer","ND","LA GUAJIRA","MAICAO","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","2","1","27","27150","H-HOMBRE","NO","NO ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","SIN ESPECIFICAR","CHOCO","CARMEN DEL DARIEN","ND","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","1","1","19","19318","H-HOMBRE","ND","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Hombre","SIN ESPECIFICAR","CAUCA","GUAPI","ND","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","1","1","52","52612","M-MUJER","NO","ACTIVO","SO","INDIGENA","2018-05-01","2018-01-01","Mujer","SIN ESPECIFICAR","NARIÑO","RICAURTE","ND","ND","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","2","1","27","27099","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","SIN ESPECIFICAR","CHOCO","BOJAYA","ND","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","05","05873","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-12-01","2016-01-01","Mujer","ND","ANTIOQUIA","VIGIA DEL FUERTE","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","52","52835","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Mujer","SECUNDARIA","NARIÑO","SAN ANDRES DE TUMACO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","6","1","19","19824","M-MUJER","NO","NO ACTIVO","CA","INDIGENA","2015-11-01","2017-01-01","Mujer","ND","CAUCA","TOTORO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","52","52835","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Mujer","SIN ESPECIFICAR","NARIÑO","SAN ANDRES DE TUMACO","ND","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","27","27099","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","BOJAYA","ND","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","6","1","19","19824","M-MUJER","NO","NO ACTIVO","CA","INDIGENA","2015-11-01","2017-01-01","Mujer","ND","CAUCA","TOTORO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","2","1","27","27150","M-MUJER","NO","NO ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Mujer","ND","CHOCO","CARMEN DEL DARIEN","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","27","27600","M-MUJER","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Mujer","SIN ESPECIFICAR","CHOCO","RIO QUITO","ND","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","44","44847","ND","ND","ACTIVO","ND","INDIGENA","2015-12-01","2016-01-01","Mujer","ND","LA GUAJIRA","URIBIA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","3.000.001 - 4.500.000","0 - 1.300.000"
"1","3","1","27","27450","ND","NO","ACTIVO","Sin Información","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","CHOCO","MEDIO SAN JUAN","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","76","76109","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-10-01","2018-01-01","Mujer","SECUNDARIA","VALLE","BUENAVENTURA","Colombia","ND","18-29","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76109","ND","ND","ACTIVO","ND","ND","2012-02-01","2013-01-01","Hombre","ND","VALLE","BUENAVENTURA","Colombia","ND","30-49","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","4","1","27","27600","H-HOMBRE","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Hombre","SIN ESPECIFICAR","CHOCO","RIO QUITO","ND","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","76","76109","ND","NO","NO ACTIVO","Sin Información","ROM O GITANO","2012-02-01","2013-01-01","Mujer","ND","VALLE","BUENAVENTURA","Colombia","ND","30-49","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","6","1","19","19824","M-MUJER","NO","NO ACTIVO","CA","INDIGENA","2015-11-01","2017-01-01","Mujer","ND","CAUCA","TOTORO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","5","1","52","52835","ND","NO","ACTIVO","Sin Información","ND","2016-01-01","2016-01-01","Hombre","ND","NARIÑO","SAN ANDRES DE TUMACO","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","6","1","19","19824","M-MUJER","NO","NO ACTIVO","CA","INDIGENA","2015-11-01","2017-01-01","Mujer","ND","CAUCA","TOTORO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","6","1","19","19824","M-MUJER","NO","NO ACTIVO","CA","INDIGENA","2015-11-01","2017-01-01","Mujer","ND","CAUCA","TOTORO","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","27","27001","ND","NO","ACTIVO","Sin Información","ND","2014-01-01","2015-01-01","Hombre","ND","CHOCO","QUIBDO","ND","ND","30-49","ASISTENCIA TECNICA","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","3","1","81","81794","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","ARAUCA","TAME","COLOMBIA","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","27","27787","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","TADO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","76","76109","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-12-01","2016-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","27","27600","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","RIO QUITO","ND","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"5","2","1","91","91405","ND","NO","ACTIVO","Sin Información","INDIGENA","2014-01-01","2014-01-01","Mujer","ND","AMAZONAS","LA CHORRERA","ND","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","19","19809","H","ND","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Hombre","SIN ESPECIFICAR","CAUCA","TIMBIQUI","ND","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","3.000.001 - 4.500.000","0 - 1.300.000"
"1","4","1","47","47288","H-HOMBRE","ND","ACTIVO","Sin Información","ND","2015-12-01","2017-01-01","Hombre","ND","MAGDALENA","FUNDACION","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","3","1","99","99773","M-MUJER","NO","ACTIVO","UL","INDIGENA","2015-10-01","2016-01-01","Mujer","ND","VICHADA","CUMARIBO","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"3","2","1","05","05873","H-HOMBRE","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Hombre","SIN ESPECIFICAR","ANTIOQUIA","VIGIA DEL FUERTE","ND","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"3","2","1","85","85125","M-MUJER","NO","ACTIVO","ND","INDIGENA","2016-05-01","2015-01-01","Mujer","ND","CASANARE","HATO COROZAL","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","19","19318","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CAUCA","GUAPI","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","1","1","19","19318","M-MUJER","NO","ACTIVO","UL","AFROCOLOMBIANO – NEGRO","2018-06-01","2018-01-01","Mujer","SECUNDARIA","CAUCA","GUAPI","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","2","1","19","19318","ND","NO","ACTIVO","Sin Información","ND","2015-10-01","2016-01-01","Mujer","ND","CAUCA","GUAPI","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","1.300.001 - 2.600.000"
"1","3","1","27","27361","M-MUJER","NO","ACTIVO","UL","INDIGENA","2015-10-01","2016-01-01","Mujer","SIN ESPECIFICAR","CHOCO","ISTMINA","ND","ND","30-49","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","0 - 1.300.000"
"27","2","1","27","27600","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Mujer","ND","CHOCO","RIO QUITO","ND","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"5","1","1","52","52835","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-03-01","2018-01-01","Hombre","SECUNDARIA","NARIÑO","SAN ANDRES DE TUMACO","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"2","1","1","76","76109","M-MUJER","SI","NO ACTIVO","ND","ND","2012-02-01","2013-01-01","Mujer","ND","VALLE","BUENAVENTURA","COLOMBIA","ND",">65","CAPITALIZACION INDIVIDUAL","ESPECIE","CC","AMBAS CONDICIONES","0 - 1.500.000","0 - 1.300.000"
"1","2","1","19","19418","ND","NO","ACTIVO","Sin Información","INDIGENA","2014-01-01","2015-01-01","Mujer","ND","CAUCA","LOPEZ","ND","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"2","2","1","19","19809","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-12-01","2017-01-01","Hombre","ND","CAUCA","TIMBIQUI","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","27","27615","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2018-05-01","2018-01-01","Hombre","SECUNDARIA","CHOCO","RIOSUCIO","COLOMBIA","ND","18-29","RURAL","ESPECIE","TI","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","19","19824","H-HOMBRE","NO","NO ACTIVO","UL","INDIGENA","2018-01-01","2018-01-01","Hombre","ND","CAUCA","TOTORO","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","27","27099","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2015-10-01","2016-01-01","Mujer","ND","CHOCO","BOJAYA","COLOMBIA","ND",">65","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","19","19318","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Hombre","PRIMARIA","CAUCA","GUAPI","Colombia","ND","50-65","RURAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","27","27615","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","ND","CHOCO","RIOSUCIO","ND","ND","18-29","RURAL","ESPECIE","TI","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","27","27001","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2015-01-01","Hombre","ND","CHOCO","QUIBDO","ND","ND",">65","ASISTENCIA TECNICA","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","2","1","44","44847","M-MUJER","NO","ACTIVO","VI","INDIGENA","2016-05-01","2015-01-01","Mujer","SIN ESPECIFICAR","LA GUAJIRA","URIBIA","ND","ND",">65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","27","27450","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-10-01","2016-01-01","Hombre","SECUNDARIA","CHOCO","MEDIO SAN JUAN","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","44","44847","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-04-01","2018-01-01","Hombre","SECUNDARIA","LA GUAJIRA","URIBIA","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","86","86749","ND","ND","ACTIVO","ND","INDIGENA","2018-03-01","2018-01-01","Hombre","ND","PUTUMAYO","SIBUNDOY","Colombia","ND","30-49","RURAL","ESPECIE","CC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","3","1","44","44847","H-HOMBRE","NO","ACTIVO","SO","INDIGENA","2016-05-01","2016-01-01","Hombre","SIN ESPECIFICAR","LA GUAJIRA","URIBIA","ND","ND","18-29","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","81","81300","H-HOMBRE","NO","ACTIVO","UL","INDIGENA","2015-10-01","2016-01-01","Hombre","ND","ARAUCA","FORTUL","COLOMBIA","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","44","44001","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-03-01","2018-01-01","Mujer","ND","LA GUAJIRA","RIOHACHA","Colombia","ND","18-29","RURAL","ESPECIE","RC","VULNERABLE","0 - 1.500.000","0 - 1.300.000"
"1","1","1","86","86219","ND","NO","ACTIVO","Sin Información","INDIGENA","2018-02-01","2018-01-01","Hombre","SECUNDARIA","PUTUMAYO","COLON","Colombia","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","0 - 1.500.000","0 - 1.300.000"
"1","4","1","52","52250","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-10-01","2017-01-01","Mujer","ND","NARIÑO","EL CHARCO","ND","ND","18-29","RURAL","ESPECIE","CC","DESPLAZADOS","3.000.001 - 4.500.000","1.300.001 - 2.600.000"
"2","2","1","27","27600","ND","NO","NO ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2014-01-01","2014-01-01","Hombre","ND","CHOCO","RIO QUITO","Colombia","ND","30-49","RURAL","ESPECIE","CC","UNIDOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","2","1","20","20621","ND","SI","ACTIVO","Sin Información","INDIGENA","2014-01-01","2015-01-01","Hombre","PRIMARIA","CESAR","LA PAZ","Colombia","ND",">65","RURAL","ESPECIE","CC","AMBAS CONDICIONES","1.500.001 - 3.000.000","2.600.001 - 3.900.000"
"1","2","1","19","19318","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2015-12-01","2016-01-01","Hombre","ND","CAUCA","GUAPI","Colombia","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","1.500.001 - 3.000.000","0 - 1.300.000"
"1","4","1","47","47053","H-HOMBRE","ND","ACTIVO","Sin Información","ND","2015-12-01","2016-01-01","Hombre","ND","MAGDALENA","ARACATACA","Colombia","ND","50-65","RURAL","ESPECIE","CC","VULNERABLE","1.500.001 - 3.000.000","0 - 1.300.000"
"1","1","1","52","52612","H-HOMBRE","NO","ACTIVO","DI","INDIGENA","2018-05-01","2018-01-01","Hombre","PRIMARIA","NARIÑO","RICAURTE","COLOMBIA","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"2","1","1","19","19318","ND","NO","ACTIVO","Sin Información","AFROCOLOMBIANO – NEGRO","2018-05-01","2018-01-01","Mujer","ND","CAUCA","GUAPI","ND","CONYUGE","50-65","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
"1","1","1","76","76109","M-MUJER","NO","ACTIVO","SO","AFROCOLOMBIANO – NEGRO","2018-04-01","2018-01-01","Mujer","SIN ESPECIFICAR","VALLE","BUENAVENTURA","ND","ND","30-49","RURAL","ESPECIE","CC","DESPLAZADOS","0 - 1.500.000","0 - 1.300.000"
