"id","estado","fecha_de_actualizaci_n","t_tulo_de_la_categor_a_de","nombre_activo_de_informaci","idioma","medio_de_conservaci_n_y_o","formato","forma_de_consulta_o_acceso","fecha_de_generaci_n_de_la","lugar_de_publicaci_n_lugar","lugar_donde_se_encuentra","propietario","frecuencia_de_actualizaci","responsable_de_la_producci","responsable_de_la_informaci","tipo_documental","tiempo_de_publicaci_n_del","norma_de_publicaci_n","formato_de_publicaci_n","tiempo_de_conservaci_n","observaciones"
"209","ACTIVO","30-06-2021","SISTEMA DE GESTIÓN DE SEGURIDAD DE LA INFORMACIÓN","Plan de capacitación MSPI","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación  
Correo electrónico","Disponible","6/1/16","N/A","Sistemas de Información (ORFEO, SIGI)
Archivo Gestión Documental
Almacenamiento Oficiales","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"210","ACTIVO","30-06-2021","SERVICIO","Correo electrónico","Español","Electrónico","- N/A","Disponible","Pendiente","N/A","Almacenamiento Oficiales(Exchange online)","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"211","ACTIVO","30-06-2021","CINTAS","Cintas de Backups","Español","Electrónico","- N/A","N/A","N/A","N/A","Provvedor de custodia","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"212","ACTIVO","30-06-2021","SERVICIO","Certificado Digital","Español","Electrónico","- N/A","Disponible","11/1/14","N/A","Servidores de Almacenamiento Oficiales","Gestión de tecnologías de la información","N/A","Secretaria General","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"213","ACTIVO","30-06-2021","BASE DE DATOS","Bases de Datos Intranet","Español","Electrónico","Base de datos","N/A","A solicitud","N/A","Servidores de Almacenamiento Oficiales","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"214","ACTIVO","30-06-2021","BASE DE DATOS","Base de Datos Orfeo","Español","Electrónico","Base de datos","N/A","A solicitud","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"215","ACTIVO","30-06-2021","BASE DE DATOS","Base de Datos de Gestión de Servicios de TI","Español","Electrónico","Base de datos","N/A","A solicitud","N/A","- SERVIDORES DE ALMACENAMIENTO","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"216","ACTIVO","30-06-2021","BASE DE DATOS","Base de Datos Biométricos","Español","Electrónico","Base de datos","N/A","4/1/15","N/A","Servidores de Almacenamiento Oficiales","Gestión de tecnologías de la información","N/A","Secretaria General","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"217","ACTIVO","30-06-2021","ADMINISTRACIÓN SISTEMA DE INFORMACIÓN","Administración documentación Técnica del Sistema Gestión Documental-Orfeo","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación","Disponible","2/1/16","N/A","Sistemas de Información (ORFEO)
Archivo Gestión Documental
Almacenamiento Oficiales","Gestión de tecnologías de la información","N/A","Gestión de Tecnologías de la Información","Gestión de tecnologías de la información","N/A","N/A","N/A","N/A","N/A",
"218","ACTIVO","30-06-2021","Planes","Plan de Mejoramiento","Español","Electrónico","Texto
Hoja de cálculo 
Presentación
Base de Datos 
Documento gráfico 
Web 
Compresión
Correo electrónico","Disponible","7/5/05","N/A","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Direccionamiento estratégico","Anual","Todos los procesos","Direccionamiento estratégico","N/A","N/A","N/A","N/A","N/A",
"219","ACTIVO","30-06-2021","Riesgos","Mapa de Riesgos","Español","Electrónico","Texto
Hoja de cálculo 
Presentación 
Base de datos 
Web","Disponible","12/1/14","N/A","Sistemas de Información SIGI, 
Servidores de Almacenamiento Oficiales","Mejora continua","Anual","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"220","ACTIVO","30-06-2021","Riesgos","Informe de Riesgos","Español","Electrónico/Físico","Texto","Disponible","12/31/15","N/A","Herramienta Sistemas Integrado de Gestión Institucional 
Servidores de Almacenamiento Oficiales","Mejora continua","Semestral","Procesos ANDJE","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"221","ACTIVO","30-06-2021","Sistema de Gestión de Calidad","Mapa de Procesos","Español","Electrónico","Texto
Documento gráfico","Disponible","10/1/13","N/A","Sistemas de Información SIGI
Servidores de Almacenamiento Oficiales","Mejora continua","Cada vez que se genere una nueva versión","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"222","ACTIVO","30-06-2021","SISTEMA GESTIÓN DE CALIDAD","Instructivos","Español","Electrónico","Texto
Documento gráfico
Base de datos 
Web","Publicado/Disponible","12/1/14","Sistemas de Información SIGI
Servidores de Almacenamiento Oficiales","Sistemas de Información SIGI
Servidores de Almacenamiento Oficiales","Mejora continua","Cada vez que se genere una nueva versión","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"223","ACTIVO","30-06-2021","SISTEMA GESTIÓN DE CALIDAD","Manuales","Español","Electrónico","Texto
Hoja de cálculo  
Web","Disponible","1/31/14","Sistemas de Información SIGI
Servidores de Almacenamiento Oficiales","Sistemas de Información SIGI
Servidores de Almacenamiento Oficiales","Mejora continua","Anual","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"224","ACTIVO","30-06-2021","SISTEMA GESTIÓN DE CALIDAD","Formatos de proceso","Español","Electrónico","Texto
Hoja de cálculo","Disponible","1/31/14","Herramienta Sistemas Integrado de Gestión Institucional 
Servidores de Almacenamiento Oficiales","Herramienta Sistemas Integrado de Gestión Institucional","Mejora continua","Cada vez que se genere una nueva versión","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"225","ACTIVO","30-06-2021","Sistema de Gestión de Calidad","Productos y/o servicios no conformes","Español","Electrónico","Texto
Hoja de cálculo","Disponible","6/23/15","N/A","Herramienta Sistemas Integrado de Gestión Institucional","Mejora continua","Cada vez que se genere una nueva versión","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"226","ACTIVO","30-06-2021","Guía","Guia de elaboración y control de documentos","Español","Electrónico","Texto
Hoja de cálculo","Disponible","12/17/15","N/A","Herramienta Sistemas Integrado de Gestión Institucional","Mejora continua","Cada vez que se genere una nueva versión","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"227","ACTIVO","30-06-2021","Guía","Guia de administración de Riesgos","Español","Electrónico","Texto
Hoja de cálculo","Disponible","12/28/15","N/A","Herramienta Sistemas Integrado de Gestión Institucional","Mejora continua","Cada vez que se genere una nueva versión","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"228","ACTIVO","30-06-2021","Guía","Guía para la elaboración de encuestas de Satisfacción del cliente","Español","Electrónico","Texto","Disponible","7/8/16","N/A","Herramienta Sistemas Integrado de Gestión Institucional","Mejora continua","Cada vez que se genere una nueva versión","Mejora continua","Mejora continua","N/A","N/A","N/A","N/A","N/A",
"229","ACTIVO","30-06-2021","Solicitud de Información","Solicitud de Información","Español","Electrónico/Físico","- Texto","Disponible","1/30/12","N/A","- ORFEO","Gestión del talento humano","N/A","Grupo Interno de Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"230","ACTIVO","30-06-2021","Reporte e investigación de incidentes y accidentes laborales","Reportes","Español","Electrónico","- Texto","Disponible","30/02/2018","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO","Gestión del talento humano","Mensual","Grupo Interno Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"231","ACTIVO","30-06-2021","Teletrabajo","Comunicaciones","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo","Disponible","3/1/17","N/A","- ORFEO
- SIGI
- SERVIDORES DE ALMACENAMIENTO","Gestión del talento humano","Anual","Grupo Interno Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"232","ACTIVO","30-06-2021","Plan de Vacantes","Plan de Vacantes","Español","Electrónico","Texto
Hoja de cálculo 
Base de datos 
Web 
Correo electrónico","Publicado/Disponible","8/1/14","Otra página web","Sistemas de Información  SIGI, Servidores de Almacenamiento Oficiales","Gestión del talento humano","Trimestral","Grupo Interno de Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"233","ACTIVO","30-06-2021","Plan de Trabajo Anual de Seguridad y Salud en el Trabajo","Plan de Trabajo Anual de Seguridad y Salud en el Trabajo","Español","Electrónico","- Hoja de Cálculo","Publicado","30/02/2018","Página Web Andje","- ORFEO
- SERVIDORES DE ALMACENAMIENTO","Gestión del talento humano","Anual","Gestión del Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"234","ACTIVO","30-06-2021","Plan de Trabajo Anual de Seguridad y Salud en el Trabajo","Informe de condiciones de salud","Español","Electrónico","- Texto","Disponible","30/02/2018","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO","Gestión del talento humano","Anual","Grupo Interno Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"235","ACTIVO","30-06-2021","Plan de Formación y Capacitación","Plan Institucional de Formación y Capacitación","Español","Electrónico","- Texto","Publicado/Disponible","1/1/13","Página Web Andje","- ORFEO
- SIGI","Gestión del talento humano","Anual","Grupo Interno de Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"236","ACTIVO","30-06-2021","Plan de Bienestar Social y Estímulos","Plan de Bienestar Social y Estímulos","Español","Electrónico","- Texto","Disponible","1/1/13","Otra página web","- ORFEO
- SIGI","Gestión del talento humano","Anual","Grupo Interno de Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"237","ACTIVO","30-06-2021","Novedades de Nómina","Nómina","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Correo electrónico","Disponible","Cuando inicia proceso de vinculación","N/A","Sistemas de Información SARA, Archivo dependencia, Servidores de Almacenamiento Oficiales.","Gestión del talento humano","Mensual","Grupo Interno de Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"238","ACTIVO","30-06-2021","Manual de funciones","Manuales","Español","Electrónico/Físico","Texto
Web 
Correo electrónico","Publicado/Disponible","6/1/11","Página web ANDJE","Sistemas de Información (SIGI, Archivo dependencia, Servidores de Almacenamiento Oficiales","Gestión del talento humano","Anual","Grupo Interno de Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"239","ACTIVO","30-06-2021","Informe de Gestión","Informe","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Presentación
- Documento Gráfico
- Base de Datos
- Correo Electrónico","Publicado/Disponible","En el momento de generar la información.","Página web ANDJE / Intranet","Sistemas de Información (SIGI, Archivo dependencia, Servidores de Almacenamiento Oficiales","Gestión del talento humano","N/A","Grupo Interno de Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"240","ACTIVO","30-06-2021","Informe de Gestión","Comunicaciones","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Correo Electrónico","Publicado/Disponible","En el momento de generar la información.","Página web ANDJE","Servidores de Almacenamiento Oficiales.","Gestión del talento humano","Anual","Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"241","ACTIVO","30-06-2021","Historia Laboral Funcionarios ANDJE","Historia Laboral Funcionarios ANDJE","Español","Electrónico/Físico","- Texto
- Hoja de Cálculo
- Base de Datos
- Correo Electrónico","Disponible","Cada vez que un atributo propio del directorio activo sea modificado.","N/A","- ORFEO
- SIGI
- ARCHIVO FÍSICO GESTIÓN DOCUMENTAL","Gestión del talento humano","Cada vez que se presente un evento relacionado","Grupo Interno de Gestión de Talento Humano","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"242","ACTIVO","30-06-2021","Informe de Gestión","Informe /Comunicaciones","Español","Electrónico","- Texto","Disponible","30/02/2018","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO","Gestión del talento humano","Mensual","Comité Paritario de Seguridad y Salud en el Trabajo","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"243","ACTIVO","30-06-2021","Informe de Gestión","Comunicaciones","Español","Electrónico","- Texto","Disponible","30/02/2018","N/A","- ORFEO","Gestión del talento humano","Trimestral","Comité de Convivencia Laboral","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"244","ACTIVO","30-06-2021","Comisión de personal","Acta","Español","Electrónico/Físico","- Texto","Disponible","11/1/12","N/A","Sistemas de Información ORFEO, Archivo dependencia, Servidores de Almacenamiento Oficiales","Gestión del talento humano","Mensual","Comisión de Personal","Gestión del talento humano","N/A","N/A","N/A","N/A","N/A",
"245","ACTIVO","30-06-2021","PUBLICACIONES","Publicaciones de la Agencia","Español","Electrónico/Físico","Texto
Documento gráfico 
Web 
Correo electrónico","Publicado/Disponible","A solicitud","Página web ANDJE
Redes Sociales de la ANDJE","Archivo dependencia
Servidores de Almacenamiento Oficiales 
Servidores terceros (Redes Sociales)","Grupos de interés y comunicación","Cada vez que se requiera","Áreas Misionales y de Apoyo","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"246","ACTIVO","30-06-2021","PLANES","Plan de Comunicaciones Internas","Español","Electrónico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Web 
Correo electrónico","Publicado/Disponible","3/1/16","Pagina Intranet","Sistemas de Información SIGI
Servidores de Almacenamiento Oficiales 
Intranet","Grupos de interés y comunicación","Anual","Grupo de Interés y Comunicaciones","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"247","ACTIVO","30-06-2021","PLANES","Plan de Comunicaciones Externas","Español","Electrónico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Web 
Correo electrónico","Publicado/Disponible","3/1/16","Página web ANDJE","Sistemas de Información SIGI
Servidores de Almacenamiento Oficiales","Grupos de interés y comunicación","Anual","Grupo de Interés y Comunicaciones","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"248","ACTIVO","30-06-2021","MATERIAL AUDIOVISUAL","Material Audiovisual","Español","Electrónico","Presentación 
Documento gráfico 
Audio 
Video 
Animación 
Compresión 
Web 
Correo electrónico","Publicado/Disponible","A solicitud","Página web ANDJE","Servidores de Almacenamiento Oficiales","Grupos de interés y comunicación","Mensual","Áreas Misionales y de Apoyo","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"249","ACTIVO","30-06-2021","PARTICIPACION CIUDADANA","Herramientas de Participacion ciudadana","Español","Electrónico/Físico","Texto
Documento gráfico 
Web 
Correo electrónico","Publicado/Disponible","A solicitud","Página web ANDJE
Redes Sociales de la ANDJE","Archivo dependencia
Servidores de Almacenamiento Oficiales 
Servidores terceros (Redes Sociales)","Grupos de interés y comunicación","Bimensual","Secretaria General","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"250","ACTIVO","30-06-2021","ESTRATEGIAS","Estrategia de Rendición de cuentas","Español","Electrónico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico 
Audio 
Video 
Animación 
Web 
Correo electrónico","Publicado/Disponible","6/1/13","Página web ANDJE","Archivo dependencia
Servidores de Almacenamiento Oficiales","Grupos de interés y comunicación","Anual","Dirección General
Oficina Asesora de Planeación","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"251","ACTIVO","30-06-2021","COMUNICADOS DE PRENSA","Comunicados de prensa","Español","Electrónico","- Web
- Correo Electrónico","Publicado/Disponible","1/1/14","Página web ANDJE","Archivo dependencia
Servidores de Almacenamiento Oficiales","Grupos de interés y comunicación","Cada vez que se requiera","Dirección General","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"252","ACTIVO","30-06-2021","CARACTERIZACIÓN DE USUARIOS","Caracterización de usuarios","Español","Electrónico","Texto
Presentación 
Web 
Correo electrónico","Publicado/Disponible","9/1/17","Página web ANDJE","Sistemas de Información SIGI 
Servidores de Almacenamiento Oficiales","Grupos de interés y comunicación","Anual","Grupo de Interés y Comunicaciones","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"253","ACTIVO","30-06-2021","BASE DE DATOS","Base de Datos Grupos de Interés","Español","Electrónico","Hoja de cálculo","Disponible","6/1/19","N/A","Servidores de Almacenamiento Oficiales","Grupos de interés y comunicación","N/A","Dirección General","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"254","ACTIVO","30-06-2021","ATENCIÓN AL CIUDADANO","ATENCIÓN AL CIUDADANO","Español","Electrónico","Texto","Publicado/Disponible","1/1/18","Página web ANDJE","Sistemas de Información ORFEO
Servidores de Almacenamiento Oficiales","Grupos de interés y comunicación","N/A","Secretaría General","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"255","ACTIVO","30-06-2021","Informes","Informe al Consejo Nacional de Política Fiscal-CONFIS","Español","Electrónico","Texto
Presentación 
Compresión 
Correo electrónico","Disponible","4/1/15","N/A","Servidores de Almacenamiento Oficiales","Grupos de interés y comunicación","Semestral","Dirección General","Grupos de interés y comunicación","N/A","N/A","N/A","N/A","N/A",
"256","ACTIVO","30-06-2021","SOLICITUDES DE INFORMACIÓN","Solicitudes de apoyo de Entidades","Español","Electrónico/Físico","- Texto","Disponible","1/1/17","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO DEPENDECIA","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"257","ACTIVO","30-06-2021","REUNIONES INTERINSTITUCIONALES","REUNIONES INTERINSTITUCIONALES","Español","Electrónico/Físico","TEXTO","Disponible","1/1/17","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO DEPENDECIA","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"258","ACTIVO","30-06-2021","PROCESOS","Reportes Procesos CrIDH y CIDH","Español","Electrónico","Texto","Disponible","1/1/13","N/A","Servidores de Almacenamiento Oficiales","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"259","ACTIVO","30-06-2021","PROTOCOLOS, INSTRUCIONES, LINAMIENTOS PREVENCION","PROTOCOLOS, INSTRUCIONES, LINAMIENTOS PREVENCION","Español","Electrónico/Físico","TEXTO","Disponible","1/1/17","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO DEPENDECIA","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"260","ACTIVO","30-06-2021","PROCESOS","Procesos Corte Interamericana Derechos Humanos","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
 Audio 
Video 
Compresión 
Web 
Correo electrónico
Mensajería instantánea","Disponible","1/1/13","N/A","Sistemas de Información (ORFEO,  Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"261","ACTIVO","30-06-2021","PROCESOS","Procesos  Comisión Interamericana Derechos Humanos","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
 Audio 
Video 
Compresión 
Web 
Correo electrónico
Mensajería instantánea","Disponible","1/1/13","N/A","Sistemas de Información (ORFEO, 
 Servidores de Almacenamiento Oficiales.","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"262","ACTIVO","30-06-2021","PROCESOS","PROCESO ARBITRAJE DE INVERSIÓN","Ingles
Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación 
Documento gráfico
Audio 
Video 
Compresión 
Web 
Correo electrónico
Mensajería instantánea","Publicado/Disponible","8/1/16","Página web ANDJE","istemas de Información (ORFEO), Archivo Gestión Documental, Archivo dependencia, Servidores de Almacenamiento Oficiales (carpetas compartidas).","Gestión del conflicto jurídico","Cada vez que se genere una nueva versión","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"263","ACTIVO","30-06-2021","PROCESOS","Documentos de Solución Amistosa","Español","Electrónico/Físico","Texto
Presentación
Base de Datos 
Documento gráfico 
Audio 
Video 
Compresión 
Web 
Correo electrónico
Mensajería instantánea","Disponible","1/1/13","N/A","Sistemas de Información ORFEO
Archivo Gestión Documental
Servidores de Almacenamiento Oficiales","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"264","ACTIVO","30-06-2021","PROCESOS","Documento Hoja de Cálculo  Corte de Casos CrIDH y CIDH","Español","Electrónico","Hoja de cálculo","Disponible","1/1/13","N/A","Servidores de Almacenamiento Oficiales","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"265","ACTIVO","30-06-2021","COORDINACIÓN ESTRATEGIA DE DEFENSA EN PROCESOS INTERNACIONALES A SOLICITUD DE ENTIDADES","COORDINACIÓN ESTRATEGIA DE DEFENSA EN PROCESOS INTERNACIONALES A SOLICITUD DE ENTIDADES","Español","Electrónico/Físico","Texto","Disponible","1/1/17","N/A","- ORFEO
- SERVIDORES DE ALMACENAMIENTO
- ARCHIVO FÍSICO DEPENDECIA","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"266","ACTIVO","30-06-2021","PROCESOS","Aplicativo Hoja de Vida de los Procesos CrIDH y CIDH","Español","Electrónico","Hoja de cálculo 
Web","Disponible","1/1/13","N/A","Servidores de Almacenamiento Oficiales","Gestión del conflicto jurídico","N/A","Dirección de Defensa Jurídica Internacional","Gestión del conflicto jurídico","N/A","N/A","N/A","N/A","N/A",
"267","ACTIVO","30-06-2021","PROYECTOS DE ACTOS ADMINISTRATIVOS O NORMATIVOS","Proyecto de acto administrativo y normativo","Español","Electrónico","Texto","Disponible","11/1/13","N/A","Servidores de almacenamiento oficiales","Gestión de políticas de defensa jurídica","N/A","Dirección de Gestión de Información","Gestión de políticas de defensa jurídica","N/A","N/A","N/A","N/A","N/A",
"268","ACTIVO","30-06-2021","PREVENCIÓN DAÑO ANTIJURIDICO","Prevención daño antijurídico","Español","Electrónico","Hoja de cálculo","Disponible","1/1/13","N/A","- Servidores de almacenamiento oficiales  //políticas y estrategias
-Sistemas de información (ORFEO)","Gestión de políticas de defensa jurídica","N/A","Dirección de Políticas y Estrategias","Gestión de políticas de defensa jurídica","N/A","N/A","N/A","N/A","N/A",
"269","ACTIVO","30-06-2021","FORMULACIÓN, IMPLEMENTACIÓN Y SEGUIMIENTO POLITICAS DE PREVENCIÓN DEL DAÑO ANTIJURÍDICO","Lineamientos para formulación, implementación y seguimiento de las políticas de prevención del daño antijurídico","Español","Electrónico","Texto","Publicado/Disponible","1/1/14","Página web ANDJE","Servidores de almacenamiento oficiales","Gestión de políticas de defensa jurídica","N/A","Dirección de Gestión de Información","Gestión de políticas de defensa jurídica","N/A","N/A","N/A","N/A","N/A",
"270","ACTIVO","30-06-2021","LÍNEAS JURISPRUDENCIALES","Líneas Jurisprudenciales","Español","Electrónico","Texto
Hoja de cálculo
Presentación","Publicado/Disponible","6/1/16","Modulo Líneas Jurisprudenciales- Ekogui","Servidores de almacenamiento oficiales  //políticas y estrategias
Sistemas de información (ORFEO)","Gestión de políticas de defensa jurídica","cada vez que se requiera","Dirección de Políticas y Estrategias","Gestión de políticas de defensa jurídica","N/A","N/A","N/A","N/A","N/A",
"271","ACTIVO","30-06-2021","LINEAMIENTOS","Lineamientos de prevención del daño antijuridico, conciliación temprana  y defensa judicial","Español","Electrónico/Físico","Texto","Publicado/Disponible","Septiembre 2015","Página web ANDJE","- Servidores de almacenamiento oficiales  //políticas y estrategias
-Sistemas de información (ORFEO)","Gestión de políticas de defensa jurídica","N/A","Dirección de Políticas y Estrategias","Gestión de políticas de defensa jurídica","N/A","N/A","N/A","N/A","N/A",
"272","ACTIVO","30-06-2021","ESTUDIOS","Estudios","Español","Electrónico/Físico","Texto,
Hoja de cálculo
Presentación
Documento gráfico
Base de datos
Web
Correo electrónico","Disponible","1/1/13","N/A","- Servidores de almacenamiento oficiales  //políticas y estrategias
-Sistemas de información (ORFEO)","Gestión de políticas de defensa jurídica","N/A","Dirección de Políticas y Estrategias","Gestión de políticas de defensa jurídica","N/A","N/A","N/A","N/A","N/A",
"273","ACTIVO","30-06-2021","CONCILIACIONES","Directrices de conciliación","Español","Electrónico","Texto","Disponible","9/1/17","N/A","- Servidores de almacenamiento oficiales  //políticas y estrategias","Gestión de políticas de defensa jurídica","N/A","Dirección de Políticas y Estrategias","Gestión de políticas de defensa jurídica","N/A","N/A","N/A","N/A","N/A",
"274","ACTIVO","30-06-2021","METODOLOGIA PARA LA FORMULACIÓN DE DIRECTRICES DE  CONCILIACIÓN","METODOLOGIA PARA LA FORMULACIÓN DE DIRECTRICES DE  CONCILIACIÓN","Español","Electrónico","Texto","Publicado/Disponible","1/1/16","Página web ANDJE","Servidores de almacenamiento oficiales","Gestión de políticas de defensa jurídica","N/A","Dirección de Gestión de Información","Gestión de políticas de defensa jurídica","N/A","N/A","N/A","N/A","N/A",
"275","ACTIVO","30-06-2021","GESTIÓN DE COMPETENCIAS INSTITUCIONALES PARA LA DEFENSA JURÍDICA","Portal Web de la Comunidad Jurídica del Conocimiento","Español","Electrónico","Base de Datos 
Web","Publicado/Disponible","Septiembre de 2015","Pagina Web Comunidad Jurídica del Conocimiento","Servidores de almacenamiento oficiales","GESTIÓN DE COMPETENCIAS INSTITUCIONALES PARA LA DEFENSA JURÍDICA","Mensual","Dirección de Políticas y Estrategias","GESTIÓN DE COMPETENCIAS INSTITUCIONALES PARA LA DEFENSA JURÍDICA","N/A","N/A","N/A","N/A","N/A",
"276","ACTIVO","30-06-2021","GESTIÓN DE COMPETENCIAS INSTITUCIONALES PARA LA DEFENSA JURÍDICA","Modelo Óptimo de Gestión de la Defensa Jurídica","Español","Electrónico/Físico","Texto
Hoja de cálculo 
Presentación","Disponible","Agosto de 2015","N/A","Servidores de almacenamiento oficiales  
Sistema de Información ORFEO","GESTIÓN DE COMPETENCIAS INSTITUCIONALES PARA LA DEFENSA JURÍDICA","N/A","Dirección de Políticas y Estrategias","GESTIÓN DE COMPETENCIAS INSTITUCIONALES PARA LA DEFENSA JURÍDICA","N/A","N/A","N/A","N/A","N/A",
