"pais","numerodeplantasautorizadas","especies","razonsocial","productos","vigencia","observaciones"
"Arabia Saudita","9.0","Bovina","062BD - FRIGORÍFICOS GANADEROS DE COLOMBIA S.A. – FRIOGAN PLANTA COROZAL","Carne Bovina y Productos Carnicos Comestibles","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: 1. Se han aplicado buenas prácticas veterinarias en el uso de medicamentos veterinarios (incluidos los promotores del crecimiento) y productos químicos agrícolas en animales vivos; cualquier residuo que pudiera estar presente en la carne y/o los productos cárnicos cumplen con los requisitos de la legislación de Colombia en esta materia, y los requisitos específicos del GCC. 2. La carne proviene de animales menores de 30 meses de edad. 3. Los animales de los cuales se origina la carne, provienen de fincas libres de enfermedades contagiosas y que en el territorio del país o el territorio administrativo no presentaron casos de Fiebre Aftosa durante los últimos 12 meses antes de la fecha de sacrificio. 4. La carne proviene de animales que no fueron reproducidos por modificación genética o producidos en una forma que no ocurre naturalmente por multiplicación y/o recombinación natural. 5. La carne ha sido obtenida de animales los cuales fueron transportados desde fincas cumpliendo la normatividad colombiana y los requerimientos de las normas GSO 714 y 1400. 6. Las canales y sus partes han sido marcadas con un sello sanitario de acuerdo a lo establecido en la normatividad colombiana y los requisitos de la norma GSO 996. 7. La carne ha sido obtenida de animales los cuales han permanecido por lo menos 90 días en el lugar de engorde aprobado por la autoridad veterinaria competente sin entrar en contacto con animales de estatus de salud diferente antes de ir directamente a la planta de beneficio. 8. Para áreas en las que se ha presentado Fiebre Aftosa, la carne ha sido obtenida de canales deshuesadas de las cuales los ganglios linfáticos mayores han sido removidos, y de las cuales antes del deshuese, han sido sometidas a proceso de maduración a una temperatura no mayor a 2°C por un periodo mínimo de 24 horas después del sacrificio y en las cuales el valor de pH fue menor a 6.0 cuando la medida fue tomada en la mitad de los dos músculos longissimus dorsi. 9. Para zonas en donde un programa de control oficial de Fiebre Aftosa exista y/o en donde el estatus para Fiebre Aftosa sea desconocido, no se permitirá la exportación de patas, cabezas y vísceras a Arabia Saudita. 10. La carne ha sido almacenada y transportada de acuerdo a los requisitos establecidos en la normatividad colombiana y las normas GSO 815 y GSO 323."
"Argentina","2.0","Productos de la Pesca","0023-92 - SEATECH INTERNATIONAL INC.","Conservas de Atún en Latas y Lomos de Atún Precocidos, Congelados Envasados al Vacío","05/04/2020","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Argentina","2.0","Productos de la Pesca","0012-00 - GRUPO ALIMENTARIO DEL ATLÁNTICO S.A. GRALCO S.A.","Atún enlatado en aceite o en agua. Lomos de Atún precocidos congelados.","2022-06-04T00:00:00.000","Para la exportación se utiliza un modelo de certificado de inspección sanitaria acordado de manera binacional."
"Bangladesh","No Aplica","Leche y Productos Lácteos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Leche en Polvo Entera","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: 1. Los productos han sido elaborados con leche sometida a tratamiento térmico bajo condiciones de pasteurización, establecidas en la reglamentación sanitaria vigente, Decreto 616 de 2006. 2. El establecimiento exportador presentó certificados de analisis fisico-quimicos y microbiologicos de los lotes a exportar, con resultados favorables."
"Brasil","No Aplica","Bebidas con Fruta","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Pulpas de Fruta","No Aplica","Requisitos: 1. Para la exportación se utiliza el certificado de origen y de análisis de bebidas y fermentados acéticos. El laboratorio reconocido por MAPA, para efectuar los análisis requeridos en este certificado, es el laboratorio de referencia nacional del Invima."
"Brasil","No Aplica","Porcino, Bovino, Ovino y Caprino","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Envoltura natural (tripas) y mucosas de origen porcino, bovino, ovino y caprino para fines industriales y opoterápicos.","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional Previo a la exportacion se debe informar a la Direccion de Alimentos del Invima para que se verifique el proceso de produccion con el fin certificar el mismo y asi poder expedir el certificado en el puerto que acompañara la exportación."
"Brasil","5.0","Productos de la Pesca","0023-92 - SEATECH INTERNATIONAL INC.","Productos de pesca y acuicultura crudos, con tratamiento térmico y/o esterlizados: Pescados, camarones, cangrejo, langosta, cangrejos de río, calamar, lula, pulpo, siri, camarón gigante de Malasia, camarón marino.","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional para el pescado y derivados de la pesca extractiva; y un modelo de certificado sanitario acordado de manera binacionalpara el pescado y derivados de la acuicultura. Los establecimientos deben estar inscritos ante el MAPA antes de iniciar procesos de exportación. Requisitos: 1. Certificado sanitario de exportación, según producto. 2. Registro de etiquetado de productos importados de origen animal (requisito previo a la exportación). Presentar el formulario de registro de rótulo de producto de origen animal importado, que debe ser: a. Solicitado por el interesado al Ministério da Agricultura, Pecuária e Abastecimento - MAPA. b. Diligenciado por la planta. c. Remitido inicialmente al Invima al Director de Alimentos y Bebidas, para revisión técnica de la información suministrada d. Remitido al MAPA desde Invima. 3. El pescado y sus productos fueron fabricados en condiciones higiénicas en establecimientos registrados ante la autoridad sanitaria del país de origen, y que llevaron a cabo los programas de buenas prácticas de manufactura (BPM), procedimientos operativos estandarizados de saneamiento (POES) y el programa de análisis de peligros y puntos críticos de control (HACCP), con la comprobación sistemática de la autoridad sanitaria del país de origen. 4. El pescado y sus productos no se descongelaron durante el almacenamiento y fueron enviados con una temperatura central del músculo no superior a – 18ºC. 5. El pescado y sus productos han sido enfriados a una temperatura cercana a 0ºC (punto de fusión del hielo). 6. El pescado y sus productos no han sido objeto de la adición de fosfatos o similares antes de su congelación. 7. Cuando el pescado esté glaseado, en la declaración del contenido neto del pescado no se incluye el glaseado."
"Brasil","5.0","Productos de la Pesca","0012-00 - GRUPO ALIMENTARIO DEL ATLÁNTICO S.A. GRALCO S.A.","Productos de pesca y acuicultura con tratamiento térmico y/o esterlizados: Pescados, camarones, cangrejo, langosta, cangrejos de río, calamar, lula, pulpo, siri, camarón gigante de Malasia, camarón marino.","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional para el pescado y derivados de la pesca extractiva; y un modelo de certificado sanitario acordado de manera binacionalpara el pescado y derivados de la acuicultura. Los establecimientos deben estar inscritos ante el MAPA antes de iniciar procesos de exportación. Requisitos: 1. Certificado sanitario de exportación, según producto. 2. Registro de etiquetado de productos importados de origen animal (requisito previo a la exportación). Presentar el formulario de registro de rótulo de producto de origen animal importado, que debe ser: a. Solicitado por el interesado al Ministério da Agricultura, Pecuária e Abastecimento - MAPA. b. Diligenciado por la planta. c. Remitido inicialmente al Invima al Director de Alimentos y Bebidas, para revisión técnica de la información suministrada d. Remitido al MAPA desde Invima. 3. El pescado y sus productos fueron fabricados en condiciones higiénicas en establecimientos registrados ante la autoridad sanitaria del país de origen, y que llevaron a cabo los programas de buenas prácticas de manufactura (BPM), procedimientos operativos estandarizados de saneamiento (POES) y el programa de análisis de peligros y puntos críticos de control (HACCP), con la comprobación sistemática de la autoridad sanitaria del país de origen. 4. El pescado y sus productos no se descongelaron durante el almacenamiento y fueron enviados con una temperatura central del músculo no superior a – 18ºC. 5. El pescado y sus productos han sido enfriados a una temperatura cercana a 0ºC (punto de fusión del hielo). 6. El pescado y sus productos no han sido objeto de la adición de fosfatos o similares antes de su congelación. 7. Cuando el pescado esté glaseado, en la declaración del contenido neto del pescado no se incluye el glaseado."
"Brasil","5.0","Productos de la Pesca","001-09 - C.I. NATURMEGA S.A.","Productos de pesca y acuicultura con tratamiento térmico: Pescados, camarones, cangrejo, langosta, cangrejos de río, calamar, pulpo, camarón gigante de Malasia, camarón marino.","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional para el pescado y derivados de la pesca extractiva; y un modelo de certificado sanitario acordado de manera binacionalpara el pescado y derivados de la acuicultura. Los establecimientos deben estar inscritos ante el MAPA antes de iniciar procesos de exportación. Requisitos: 1. Certificado sanitario de exportación, según producto. 2. Registro de etiquetado de productos importados de origen animal (requisito previo a la exportación). Presentar el formulario de registro de rótulo de producto de origen animal importado, que debe ser: a. Solicitado por el interesado al Ministério da Agricultura, Pecuária e Abastecimento - MAPA. b. Diligenciado por la planta. c. Remitido inicialmente al Invima al Director de Alimentos y Bebidas, para revisión técnica de la información suministrada d. Remitido al MAPA desde Invima. 3. El pescado y sus productos fueron fabricados en condiciones higiénicas en establecimientos registrados ante la autoridad sanitaria del país de origen, y que llevaron a cabo los programas de buenas prácticas de manufactura (BPM), procedimientos operativos estandarizados de saneamiento (POES) y el programa de análisis de peligros y puntos críticos de control (HACCP), con la comprobación sistemática de la autoridad sanitaria del país de origen. 4. El pescado y sus productos no se descongelaron durante el almacenamiento y fueron enviados con una temperatura central del músculo no superior a – 18ºC. 5. El pescado y sus productos han sido enfriados a una temperatura cercana a 0ºC (punto de fusión del hielo). 6. El pescado y sus productos no han sido objeto de la adición de fosfatos o similares antes de su congelación. 7. Cuando el pescado esté glaseado, en la declaración del contenido neto del pescado no se incluye el glaseado."
"Brasil","5.0","Productos de la Pesca","0190-94 - ATUNES Y ENLATADOS DEL CARIBE  ATUNEC S.A","Productos de pesca y acuicultura con tratamiento térmico y/o esterlizados: Pescados, camarones, cangrejo, langosta, cangrejos de río, calamar, lula, pulpo, siri, camarón gigante de Malasia, camarón marino.","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional para el pescado y derivados de la pesca extractiva; y un modelo de certificado sanitario acordado de manera binacionalpara el pescado y derivados de la acuicultura. Los establecimientos deben estar inscritos ante el MAPA antes de iniciar procesos de exportación. Requisitos: 1. Certificado sanitario de exportación, según producto. 2. Registro de etiquetado de productos importados de origen animal (requisito previo a la exportación). Presentar el formulario de registro de rótulo de producto de origen animal importado, que debe ser: a. Solicitado por el interesado al Ministério da Agricultura, Pecuária e Abastecimento - MAPA. b. Diligenciado por la planta. c. Remitido inicialmente al Invima al Director de Alimentos y Bebidas, para revisión técnica de la información suministrada d. Remitido al MAPA desde Invima. 3. El pescado y sus productos fueron fabricados en condiciones higiénicas en establecimientos registrados ante la autoridad sanitaria del país de origen, y que llevaron a cabo los programas de buenas prácticas de manufactura (BPM), procedimientos operativos estandarizados de saneamiento (POES) y el programa de análisis de peligros y puntos críticos de control (HACCP), con la comprobación sistemática de la autoridad sanitaria del país de origen. 4. El pescado y sus productos no se descongelaron durante el almacenamiento y fueron enviados con una temperatura central del músculo no superior a – 18ºC. 5. El pescado y sus productos han sido enfriados a una temperatura cercana a 0ºC (punto de fusión del hielo). 6. El pescado y sus productos no han sido objeto de la adición de fosfatos o similares antes de su congelación. 7. Cuando el pescado esté glaseado, en la declaración del contenido neto del pescado no se incluye el glaseado."
"Brasil","5.0","Productos de la Pesca","004-2021 - TRUCHAS BELMIRA SAS","Productos de pesca y acuicultura: pescados crudos.","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional para el pescado y derivados de la pesca extractiva; y un modelo de certificado sanitario acordado de manera binacionalpara el pescado y derivados de la acuicultura. Los establecimientos deben estar inscritos ante el MAPA antes de iniciar procesos de exportación. Requisitos: 1. Certificado sanitario de exportación, según producto. 2. Registro de etiquetado de productos importados de origen animal (requisito previo a la exportación). Presentar el formulario de registro de rótulo de producto de origen animal importado, que debe ser: a. Solicitado por el interesado al Ministério da Agricultura, Pecuária e Abastecimento - MAPA. b. Diligenciado por la planta. c. Remitido inicialmente al Invima al Director de Alimentos y Bebidas, para revisión técnica de la información suministrada d. Remitido al MAPA desde Invima. 3. El pescado y sus productos fueron fabricados en condiciones higiénicas en establecimientos registrados ante la autoridad sanitaria del país de origen, y que llevaron a cabo los programas de buenas prácticas de manufactura (BPM), procedimientos operativos estandarizados de saneamiento (POES) y el programa de análisis de peligros y puntos críticos de control (HACCP), con la comprobación sistemática de la autoridad sanitaria del país de origen. 4. El pescado y sus productos no se descongelaron durante el almacenamiento y fueron enviados con una temperatura central del músculo no superior a – 18ºC. 5. El pescado y sus productos han sido enfriados a una temperatura cercana a 0ºC (punto de fusión del hielo). 6. El pescado y sus productos no han sido objeto de la adición de fosfatos o similares antes de su congelación. 7. Cuando el pescado esté glaseado, en la declaración del contenido neto del pescado no se incluye el glaseado."
"Canadá","No Aplica","Productos Procesados","No se requiere autorización de la empresa.","Productos como: • Granos y Productos a Base de Granos como Panes, Galletas, Pastas y Cereales, Arroz. • Productos de Panadería como Galletas, Galletas Saladas, Muffins y Pasteles. • Bebidas, Incluyendo Té, Café; Bebidas Carbonatadas, Agua Potable Tratada Envasada y Bebidas Alcohólicas, Mezclas De Jugos / Cócteles. • Confitería / Chocolate. • Pasabocas que no Contienen Pescado Y / O Contienen menos del 2 por ciento de Carne. • Productos Químicos Alimentarios, como Aditivos y Colores, Vitaminas y Minerales. • Aditivos Biológicos, como Levaduras para Panadería y Cerveza. • Especias, Condimentos, Sal y Hierbas Deshidratadas. • Grasas y Aceites Vegetales. • Fórmulas Infantiles, Suplementos Dietarios y Dietas Líquidas Formuladas. • Todos los Alimentos Preparados al por Menor, como la Carne que se Corta y Envasa al por Menor, o los Artículos que se Fabrican y Venden al por Menor (por Ejemplo, Productos Horneados Producidos en Panaderías para Servicio Directo al Cliente).","No Aplica","Para su ingreso debe cumplir con los requisitos establecidos por el país de destino. Se Sugiere consultar la plataforma AIRS de CFIA. Dependiendo del tipo de producto el interesado debe consultar con la CFIA que tipo de certificado se debe emitir para acompañar la exportacion."
"Canadá","No Aplica","Leche y Productos Lácteos","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Leche y Productos Lácteos","No Aplica","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional Previo a la exportacion se debe informar a la Direccion de Alimentos del Invima para que se verifique el proceso de produccion con el fin certificar el mismo y asi poder expedir el certificado en el puerto que acompañara la exportación."
"Chile","5.0","Bovina","223BD - COOPERATIVA COLANTA - FRIGOCOLANTA S.A.","Cortes de Carne de Bovino sin Hueso, Refrigerados y Congelados","Diciembre de 2022","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se debe realizar clasificacion y tipificacion de cortes según la Ley 19.162 de Chile - lo realiza una empresa certificadora inscrita y autorizada por el SAG - Invima lo verifica en planta. *NOTA: Se debe tener en cuenta que no se encuentran autorizadas las exportaciones de carne bovina desde Colombia, hasta tanto no se levante la Resolución Exenta No. 6378/2018, por parte de la autoridad sanitaria Chilena. Sólo se permite carne SIN hueso."
"Chile","5.0","Bovina","034DM - ALIMENTOS CARNICOS SAS PLANTA ENVIGADO","Carne Bovina Deshuesada, Refrigerada o Congelada","Diciembre de 2022","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se debe realizar clasificacion y tipificacion de cortes según la Ley 19.162 de Chile - lo realiza una empresa certificadora inscrita y autorizada por el SAG - Invima lo verifica en planta. *NOTA: Se debe tener en cuenta que no se encuentran autorizadas las exportaciones de carne bovina desde Colombia, hasta tanto no se levante la Resolución Exenta No. 6378/2018, por parte de la autoridad sanitaria Chilena. Sólo se permite carne SIN hueso."
"Chile","5.0","Bovina","696BD - COLBEEF S.A.S","Carne Bovina Deshuesada, Refrigerada o Congelada","Diciembre de 2022","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se debe realizar clasificacion y tipificacion de cortes según la Ley 19.162 de Chile - lo realiza una empresa certificadora inscrita y autorizada por el SAG - Invima lo verifica en planta. *NOTA: Se debe tener en cuenta que no se encuentran autorizadas las exportaciones de carne bovina desde Colombia, hasta tanto no se levante la Resolución Exenta No. 6378/2018, por parte de la autoridad sanitaria Chilena. Sólo se permite carne SIN hueso."
"Chile","5.0","Bovina","680B - RED CÁRNICA S.A.S.","Carne bovina sin hueso refrigerada y congelada.","Diciembre de 2022","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se debe realizar clasificacion y tipificacion de cortes según la Ley 19.162 de Chile - lo realiza una empresa certificadora inscrita y autorizada por el SAG - Invima lo verifica en planta. *NOTA: Se debe tener en cuenta que no se encuentran autorizadas las exportaciones de carne bovina desde Colombia, hasta tanto no se levante la Resolución Exenta No. 6378/2018, por parte de la autoridad sanitaria Chilena. Sólo se permite carne SIN hueso."
"Chile","5.0","Bovina","341BD - RED CÁRNICA S.A.S",,"2022-06-13T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se debe realizar clasificacion y tipificacion de cortes según la Ley 19.162 de Chile - lo realiza una empresa certificadora inscrita y autorizada por el SAG - Invima lo verifica en planta. *NOTA: Se debe tener en cuenta que no se encuentran autorizadas las exportaciones de carne bovina desde Colombia, hasta tanto no se levante la Resolución Exenta No. 6378/2018, por parte de la autoridad sanitaria Chilena. Sólo se permite carne SIN hueso."
"Chile","No Aplica","Productos Procesados (Categoría de Alimentos que no Requieren Presentación de Monografías de Proceso)","Exportaciones autorizadas en base a un certificado acordado. No se requiere autorización de la empresa.","Los siguientes productos de origen animal resultantes de procesos de industrialización
no requieren ser presentados al SAG para su pronunciamiento:
a. Todo producto industrializado de origen lácteo, en todas sus variedades y presentaciones
(incluidas las fórmulas para lactantes), a excepción de los siguientes productos que deben
proceder de establecimientos habilitados por el SAG y cumplir con los requisitos sanitarios
específicos respectivos:
leche fluida (incluidas las saborizadas),
leche en polvo,
quesos, mantequillas,
cremas,
yogurts,
grasas de mantequilla y grasas de leche anhidra.
b. Mezclas que contengan leche o queso y sucedáneos en sus ingredientes.
c. Todo producto de repostería, tales como, chocolates, galletas, pasteles, tortas, mezclas y
premezclas de repostería, helados, postres helados y cereales con leche entre otros.
d. Productos para cocinar en polvo, tales como bases, sopas, cremas deshidratadas, caldos; aliños, mayonesas, aderezos y derivados en todas sus variedades y presentaciones; salsas de todo tipo
con excepción de las salsas tipo boloñesa, carbonara que contienen cárnicos.
e. Ovoproductos pasteurizados, deshidratados o en polvo y sus derivados en cualquier presentación.
f. Plasma bovino congelado para uso industrial destinado únicamente para la alimentación humana.
g. Lanas industrializadas, tales como teñidas, en tops, en blousse o con algún tratamiento o proceso
similar y los subproductos del lavado de la lana y sus derivados como lanolina.
h. Cueros bovinos, equinos, ovinos y porcinos con tratamiento como wetblue, piquelado, curtido o
semicurtido.
i. Platos o comidas preparadas que sólo contenga lácteos como ingredientes pecuarios, tales como
las pastas, empanadas, pizzas, lasañas, barritas de queso apanada, entre otros.
j. Cenizas de huesos.","No Aplica","RESOLUCIÓN EXENTA Nº: 91/2022

Se deben cumplir las disposiciones  generales y especificas de Chile según el producto a exportar, deben confirmar con el exportador."
