"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"2vc6-y7wk","Activos de información IDEAM 2020","Es el inventario de la información pública que el sujeto obligado genere, obtenga, adquiera, transforme o controle en su calidad de tal. Ley 1712 de 2014. Decreto 0103 de 2015. Artículo 37. Concepto del registro de Activos de Información","Instituto de Hidrología, Meteorología y Estudios Ambientales","m4ij-zc9b","published","public","approved","official","dataset","Ambiente y Desarrollo Sostenible",,"https://www.datos.gov.co/d/2vc6-y7wk","https://www.datos.gov.co/resource/2vc6-y7wk.json","2021-07-30T15:48:23.000","2021-07-30T16:24:58.000","www.datos.gov.co","false","278","25","879","12","hamartinez@ideam.gov.co","Public Domain","Instituto de Hidrología, Meteorología y Estudios Ambientales","https://www.datos.gov.co/d/2vc6-y7wk",,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Instituto de Hidrología, Meteorología y Estudios Ambientales",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2021-06-01","Oficina Asesora de Planeación","Bogotá D.C.",,"Trienio","Español",,"Nacional",
"jx9z-pwh7","DOCENTES CONTRATO POR DEDICACION","Docentes por contrato según la dedicación varios periodos uniquindio","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","categoria,genero,formacion academica,facultad,dedicacion,programa","https://www.datos.gov.co/d/jx9z-pwh7","https://www.datos.gov.co/resource/jx9z-pwh7.json","2021-11-08T14:26:33.000","2021-11-08T14:32:15.000","www.datos.gov.co","false","52","4","1110","9","datospersonales@uniquindio.edu.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2021-11-08","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","www.uniquindio.edu.co"
"456f-cznz","SOLICITUD DATOS ABIERTOS - BD EMPRESARIOS JURISDICCION CCHGNT AÑOS 2005 AL 2019","Respuesta a solicitud de ciudadano en el portal de Datos Abiertos - Base de datos de empresarios de la jurisdicción de la Cámara de Comercio de Honda, Guaduas y Norte del Tolima desde el año 2005 al 2019.","Cámara de Comercio de Honda, Guaduas y Norte del Tolima","2h3m-agab","published","public","approved","official","dataset","Comercio, Industria y Turismo",,"https://www.datos.gov.co/d/456f-cznz","https://www.datos.gov.co/resource/456f-cznz.json","2020-12-18T16:00:38.000","2020-12-18T16:18:57.000","www.datos.gov.co","false","190","38","1070","13","planeacion@camarahonda.org.co","Creative Commons Attribution | Share Alike 4.0 International","Cámara de Comercio de Honda, Guaduas y Norte del Tolima","https://www.datos.gov.co/d/456f-cznz",,,,,,,,,,,"Comercio, Industria y Turismo",,"Cámara de Comercio de Honda",,,,,,"Tolima",,"Nacional",,,,,,"2020-12-18","Desarrollo Empresarial","Honda",,"No aplica","Español",,"Nacional",
"kayk-uued","Producción Fiscalizada de Petróleo 2016","La cadena del sector hidrocarburos corresponde al conjunto de actividades económicas relacionadas con la exploración, producción, transporte, refinación o procesamiento y comercialización de los recursos naturales no renovables conocidos como hidrocarburos (material orgánico compuesto principalmente por hidrógeno y carbono), dicho conjunto también está conformado por la regulación y administración de estas actividades. Se incluyen los datos de producción de hidrocarburos durante el año 2016. Periodo 2016-enero hasta 2016-diciembre. Doce (12) ciclos.","Agencia Nacional de Hidrocarburos","ea5x-sxpd","published","public","approved","official","dataset","Minas y Energía","petroleo,fiscalizada,2016","https://www.datos.gov.co/d/kayk-uued","https://www.datos.gov.co/resource/kayk-uued.json","2020-11-06T16:03:01.000","2021-10-26T19:53:29.000","www.datos.gov.co","false","157","37","464","17","datos@anh.gov.co","Creative Commons Attribution 4.0 International","Agencia Nacional de Hidrocarburos","http://www.anh.gov.co",,,,,,,,,,,"Minas y Energía",,"Agencia Nacional de Hidrocarburos",,,,,"http://www.anh.gov.co","Bogotá D.C.",,"Nacional",,,,,,"2020-11-07","Agencia Nacional de Hidrocarburos","Bogotá D.C.",,"No aplica","Español",,"Nacional","http://www.anh.gov.co"
"67zx-ij5w","Listado de licencias SST personas jurídicas","Listado de licencias SST personas jurídicas corte octubre de 2021","UESVALLE","jder-n342","published","public","approved","official","dataset","Salud y Protección Social",,"https://www.datos.gov.co/d/67zx-ij5w","https://www.datos.gov.co/resource/67zx-ij5w.json","2020-10-21T18:42:44.000","2022-06-06T03:34:36.000","www.datos.gov.co","false","303","71","420","6","gobiernodigital@uesvalle.gov.co","Public Domain",,"https://www.datos.gov.co/d/67zx-ij5w",,,,,,,,,,,"Salud y Protección Social",,"Unidad Ejecutora de Saneamiento del Valle del Cauca",,,,,,"Valle del Cauca",,"Territorial",,,,,,"15-10-2020","Establecimientos de interés sanitario","Cali",,"Semestral","Español",,"Departamental",
"m36q-myje","Indice de Información Clasificada y Reservada Universidad Pedagogica Nacional 2022","","universidadpedagogica","s2f9-jc3h","published","public","approved","official","dataset","Educación",,"https://www.datos.gov.co/d/m36q-myje","https://www.datos.gov.co/resource/m36q-myje.json","2022-06-19T01:59:43.000","2022-06-19T02:07:06.000","www.datos.gov.co","false","6","8","386","16",,"Public Domain",,"https://www.datos.gov.co/d/m36q-myje",,,,,,,,,,,"Educación",,"Universidad Pedagógica Nacional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2022-06-18","Archivo y Correspondencia","Bogotá D.C.",,"Anual","Español",,"Nacional",
"28u5-nh98","Comercio de  Medicamentos Municipio de Villanueva Casanare","Listado de Comercio de Medicamento del Municipio de Villanueva Casanare según información suministrada por la Oficina de Cámara de Comercio de Casanare a fecha marzo de 2022","Villanueva","si23-an4d","published","public","approved","official","dataset","Comercio, Industria y Turismo",,"https://www.datos.gov.co/d/28u5-nh98","https://www.datos.gov.co/resource/28u5-nh98.json","2022-07-29T14:18:13.000","2022-08-02T21:30:38.000","www.datos.gov.co","false","31","5","53","5",,"Creative Commons Attribution | NoDerivatives 4.0 International License","Attribution-NoDerivatives 4.0 International",,,,,,,,,,,,"Comercio, Industria y Turismo",,"Alcaldía Municipal de Villanueva Casanare",,,,,,"Casanare",,"Territorial",,,,,,"2022-03-20","Secretaria de Planeación","Villanueva",,"Anual","Español",,"Municipal",
"dxiy-ghca","Participantes planeación local y presupuesto participativo","Registra información de las personas participantes en el programa de planeación local y presupuesto participativo, recogiendo información para contacto y caracterización.","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Participación ciudadana","medellín,participación","https://www.datos.gov.co/d/dxiy-ghca",,"2020-10-16T16:33:11.000","2020-10-16T16:33:11.000","www.datos.gov.co","false","63","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution 4.0 International","Subdirección de Planeación Territorial y Estratégica de Ciudad",,,,,,,,,,,,"Planeación",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Subdirección de Planeación Territorial y Estratégica de Ciudad","Medellín",,"Anual","Español",,"Municipal",
"iur5-2mit","ESCENARIOS CULTURALES, DEPORTIVOS Y RECREATIVOS DE MOSQUERA CUNDINAMARCA","Listado de escenarios deportivos y parques recreativos en el municipio de Mosquera Cund.","Alcaldia_Mosquera_Cundinamarca","gbar-z3vp","published","public","approved","official","dataset","Deporte y Recreación","deporte,escenarios,cultura,mosquera,polideportivos,recreación,parques","https://www.datos.gov.co/d/iur5-2mit","https://www.datos.gov.co/resource/iur5-2mit.json","2016-09-01T14:39:32.000","2019-09-25T13:59:35.000","www.datos.gov.co","false","1725","145","104","8",,"Creative Commons Attribution | Share Alike 4.0 International","ALCALDIA MUNICIPAL DE MOSQUERA - CUNDINAMARCA","https://www.datos.gov.co/d/iur5-2mit",,,,,"22/08/2016",,,,,,"Deporte y recreación",,"Alcaldía Municipal de Mosquera Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"2016-08-22","ALCALDIA MUNICIPAL DE MOSQUERA - CUNDINAMARCA","Mosquera",,"Anual","Español",,"Municipal",
"ydqp-uuqv","Portafolio de Líneas de Crédito","Portafolio de Líneas de Crédito","contactenos@bancoldex.com","kgma-t765","published","public","approved","official","href","Comercio, Industria y Turismo","bancoldex,portafolio líneas crédito","https://www.datos.gov.co/d/ydqp-uuqv",,"2018-12-28T17:52:33.000","2018-12-28T17:52:33.000","www.datos.gov.co","false","1190","0",,,,"Creative Commons Attribution | No Derivative Works 3.0 Unported","Banco de Comercio Exterior de Colombia S.A.",,,,,,,,,,,,"Comercio, Industria y Turismo",,"Banco de Comercio Exterior de Colombia S.A.",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2018-12-28","Banco de Comercio Exterior de Colombia S.A.","Bogotá D.C.",,"Semestral","Español",,"Nacional",
"we3p-9maj","Derechos demandados en las tutelas radicadas en la Corte Constitucional: Año 2022","Base de datos que contiene los derechos demandados en las tutelas radicadas en la Corte Constitucional en el año 2022.","Corte Constitucional de Colombia","8655-wnfq","published","public","approved","official","dataset","Justicia y Derecho","estadísticas en justicia,derechos,corte constitucional,tutelas","https://www.datos.gov.co/d/we3p-9maj","https://www.datos.gov.co/resource/we3p-9maj.json","2022-07-07T01:57:04.000","2022-08-11T21:57:11.000","www.datos.gov.co","false","21","6","369376","9","natalyfo@corteconstitucional.gov.co",,"Corte Constitucional",,,,,,,,,,,,"Justicia y del Derecho",,"Corte Constitucional",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2022-07-06","Presidencia","Bogotá D.C.",,"Mensual","Español",,"Nacional",
"56y3-i8xd","Activos de Información","Registra los Activos de Información de Pensiones de Antioquia","Pensiones Antioquia","33je-pmy3","published","public","approved","official","dataset","Función pública","información,activos de información,activos","https://www.datos.gov.co/d/56y3-i8xd","https://www.datos.gov.co/resource/56y3-i8xd.json","2020-10-09T21:09:03.000","2020-10-09T21:31:59.000","www.datos.gov.co","false","94","19","83","19",,"Creative Commons Attribution | NoDerivatives 4.0 International License","Pensiones de Antioquia","https://www.datos.gov.co/d/56y3-i8xd",,,,,,,,,,,"Función Pública",,"Pensiones de Antioquia",,,,,,"Antioquia",,"Territorial",,,,,,"2020-10-02","Gestión de Técnología e Informática","Medellín",,"Anual","Español",,"Departamental",
"kt4h-7iwy","Activos de Información Digital - 2019","Activos de Información Digital CGN","UNIDAD ADMINISTRATIVA ESPECIAL CONTADURÍA GENERAL DE LA NACIÓN","de9s-bgth","published","public","approved","official","dataset","Hacienda y Crédito Público","unidad administrativa especial contaduría general de la nación","https://www.datos.gov.co/d/kt4h-7iwy","https://www.datos.gov.co/resource/kt4h-7iwy.json","2019-12-18T14:15:16.000","2019-12-18T14:26:39.000","www.datos.gov.co","false","174","32","300","13",,,"Contaduría General de la Nación","https://www.datos.gov.co/d/kt4h-7iwy",,,,,,,,,,,"Hacienda y Crédito Público",,"Unidad Administrativa Especial Contaduría General de la Nación",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019/12/18","Contaduría General de la Nación","Bogotá D.C.",,"Anual","Español",,"Nacional",
"xdrb-55yj","Matriculados Primera Vez Por Facultad 2016 -2017","ESTUDIANTES MATRICULADOS PRIMERA VEZ POR MODALIDAD, FACULTAD, METODOLOGIA Y PROGRAMA","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset",,"matriculados,metodologia,facultad,modalidad,estudiantes,programa","https://www.datos.gov.co/d/xdrb-55yj","https://www.datos.gov.co/resource/xdrb-55yj.json","2018-04-25T19:29:07.000","2018-04-25T19:29:12.000","www.datos.gov.co","false","161","52","61","8","datospersonales@uniquindio.edu.co","Creative Commons 1.0 Universal (Public Domain Dedication)","Universidad del Quindio","https://uniquindio.edu.co",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,"https://uniquindio.edu.co","Quindío",,"Territorial",,,,,,"2018-04-25","Oficina Asesora de Planeacion","Armenia",,"Semestral","Español",,"Nacional","https://uniquindio.edu.co"
"sk97-mbku","Quejas ambientales tipo 1 y 2 recibidas en la Corporación en el año 2018","El presente conjunto de datos presenta las quejas ambientales tipo 1 y 2 recibidas y gestionadas en la Corporación Autónoma Regional de las Cuencas de los Ríos Negro y Nare - Cornare en la vigencia 2018.

Queja tipo 1:Cuando se trata de un hecho que se está presentando en el mismo instante en que se presenta la queja y pone en riesgo los recursos naturales, a la vez que su atención inmediata podría mitigar o suspender los efectos negativos sobre el ambiente. La queja debe atenderse de inmediato porque no da espera.

Queja tipo 2: Aquellas quejas que se presentan sobre hechos ya realizados o que estén sucediendo en el mismo instante, en los cuales se presume que la magnitud y la velocidad del suceso no inciden de manera grave en la pérdida o afectación de los recursos naturales o la salud humana y cuya afectación puede presumirse moderada o leve. No siendo tan urgente es prioritaria.","cornare","di4c-bj7q","published","public","approved","official","dataset","Ambiente y Desarrollo Sostenible","queja ambiental,autoridad ambiental","https://www.datos.gov.co/d/sk97-mbku","https://www.datos.gov.co/resource/sk97-mbku.json","2020-10-20T15:05:57.000","2020-10-20T15:13:25.000","www.datos.gov.co","false","142","20","1325","5",,,,"https://www.datos.gov.co/d/sk97-mbku",,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Corporación Autónoma Regional de Las Cuencas de Los Rios Negro y Nare",,,,,,"Antioquia",,"Nacional",,,,,,"2020-10-20","Subdirección General de Servicio al Cliente","El Santuario",,"Anual","Español",,"Departamental",
"kjap-fu7w","Registro de Activos de Información - Índice de Información Clasificada y Reservada - Esquema de Publicación de Información","Registro de Activos de Información - Índice de Información Clasificada y Reservada - Esquema de Publicación de Información.","alcaldiapasto","gu24-vihz","published","public","approved","official","dataset","Función pública","información,reservada,activos de información,activos","https://www.datos.gov.co/d/kjap-fu7w","https://www.datos.gov.co/resource/kjap-fu7w.json","2020-09-22T20:21:21.000","2020-09-22T21:39:04.000","www.datos.gov.co","false","102","17","541","20","sistemasdeinformacion@pasto.gov.co","Creative Commons Attribution 4.0 International","Alcaldía de Pasto","https://www.pasto.gov.co/index.php/component/phocadownload/category/489-instrumentos-gestion-de-la-informacion-publica?download=10330:instrumentos_de_gestion_de_informacion_publica_v1",,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de Pasto",,,,,,"Nariño",,"Territorial",,,,,,"2020/09/22","Archivo","Pasto",,"Semestral","Español",,"Municipal","https://www.pasto.gov.co/index.php/component/phocadownload/category/489-instrumentos-gestion-de-la-informacion-publica?download=10330:instrumentos_de_gestion_de_informacion_publica_v1"
"s436-jyib","Evento de Violencia de Género en el Municipio de Villavicencio","Evento de Violencia de Género en el Municipio de Villavicencio del Año 2022","Empresa Social del Estado de Villavicencio","n3vj-q7jw","published","public","approved","official","dataset","Salud y Protección Social","violencia de género","https://www.datos.gov.co/d/s436-jyib","https://www.datos.gov.co/resource/s436-jyib.json","2022-04-27T16:59:07.000","2022-04-27T17:12:21.000","www.datos.gov.co","false","106","24","75","9","sistemas@esedevillavicencio.gov.co",,,"https://www.datos.gov.co/d/s436-jyib",,,,,,,,,,,"Salud y Protección Social",,"E.S.E. del Municipio de Villavicencio",,,,,,"Meta",,"Territorial",,,,,,"2022-04-27","Sistemas","Villavicencio",,"Trimestral","Español",,"Municipal",
"r7xc-jgzm","Salud - Tasa De Fecundidad en Mujeres De 10 A 19 Años en el Departamento De Bolívar.","En este Conjunto de Datos puede visualizar la Tasa de fecundidad en mujeres de 10 a 19 años, de 2010 a 2019 en el Departamento de Bolívar, Por Municipios. Fuente Numerador: Estadísticas Vitales - Nacimientos – DANE “Número de nacidos vivos de mujeres de 10 a 19 años”. Fuente Denominador: Proyección de Poblaciones – DANE “Población de mujeres de 10 a 19 años”.  Forma de Calculo: Numerador/denominador*1.000.","datosabiertosbolivar","n7m4-3zcj","published","public","approved","official","dataset","Salud y Protección Social","fecundidad,bolívar,tasa de fecundidad,mujeres,gobernación de bolívar,fecundidad en mujeres,fecundidad de mujeres de 10 a 19 años","https://www.datos.gov.co/d/r7xc-jgzm","https://www.datos.gov.co/resource/r7xc-jgzm.json","2018-06-27T17:18:56.000","2021-05-16T17:43:22.000","www.datos.gov.co","false","239","56","49","31","erodriguez@bolivar.gov.co","Public Domain","Gobernación de Bolívar - Secretaria de Salud","https://www.datos.gov.co/d/r7xc-jgzm",,,,,,,,,,,"Salud y Protección Social",,"Gobernación de Bolívar",,,,,,"Bolívar",,"Territorial",,,,,,"2020-05-30","Gobernación de Bolívar - Secretaria de Salud","Turbaco",,"Anual","Español",,"Departamental",
"amcq-kdv2","Niveles Medios Absolutos Mensuales","Volumen de niveles medios absolutos mensuales, obtenido en la red de estaciones hidrológicas de la Corporación Autónoma Regional de Cundinamarca - CAR.","CAR","una3-f29b","published","public","approved","official","dataset","Ambiente y Desarrollo Sostenible","car,niveles","https://www.datos.gov.co/d/amcq-kdv2","https://www.datos.gov.co/resource/amcq-kdv2.json","2019-12-12T21:04:08.000","2019-12-12T21:19:26.000","www.datos.gov.co","false","271","62","4170","20",,"Creative Commons Attribution | Share Alike 4.0 International","Corporación Autónoma Regional de Cundinamarca","https://www.datos.gov.co/d/amcq-kdv2",,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Corporación Autónoma Regional de Cundinamarca",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-12-12","Dirección de Recursos Naturales","Bogotá D.C.",,"Anual","Español",,"Departamental",
"qfn8-qp4u","REGISTRO DE PUBLICACIONES CONTRALORÍA GENERAL DEL MUNICIPIO DE MANIZALES","Registro de las publicaciones de contenidos efectuadas por la Contraloría General del Municipio de Manizales en su página http://www.contraloriamanizales.gov.co, a partir de la vigencia 2020.","CGMManizales","9fcc-ym54","published","public","approved","official","dataset","Organismos de Control","registro de publicaciones,contraloria manizales","https://www.datos.gov.co/d/qfn8-qp4u","https://www.datos.gov.co/resource/qfn8-qp4u.json","2020-09-25T02:43:36.000","2022-07-30T17:50:41.000","www.datos.gov.co","false","204","33","2801","5","sistemas@contraloriamanizales.gov.co","Public Domain","Contraloría de Manizales","https://www.datos.gov.co/d/qfn8-qp4u",,,,,,,,,,,"Organismos de control y vigilancia",,"Contraloría General del Municipio de Manizales",,,,,,"Caldas",,"Territorial",,,,,,"2022-06-30","Subcontraloria - Sistemas","Manizales",,"Trimestral","Español",,"Municipal",
"h2kb-ip5h","Hurto a Personas - Seguridad Municipio de Chía","Estadisticas del Hurto a Personas presentado en el Municipio de Chía, basados en las armas utilizadas, la fecha de los hechos, el grupo y la cantidad presentada por día","Alcaldia Municipal de Chía","pjz2-mur9","published","public","approved","official","dataset","Seguridad y Defensa",,"https://www.datos.gov.co/d/h2kb-ip5h","https://www.datos.gov.co/resource/h2kb-ip5h.json","2020-10-16T02:49:24.000","2020-10-16T02:52:10.000","www.datos.gov.co","false","344","72","392","8",,"Creative Commons 1.0 Universal (Public Domain Dedication)","Observatorio de Seguridad y Convivencia Ciudadana","https://www.datos.gov.co/d/h2kb-ip5h",,,,,,,,,,,"Salud y Protección Social",,"Alcaldía Municipal de Chía",,,,,,"Cundinamarca",,"Nacional",,,,,,"2020-10-15","Observatorio de Seguridad y Convivencia Ciudadana","Chía",,"Semestral","Español",,"Municipal",
"hw7h-24u9","Superservicios-C2_Informacion_redes_tuberia_plantas_almacenadoras_envasadoras_GLP","Información de redes de tubería de las plantas almacenadoras y  envasadoras. GLP","Superintendencia de Servicios Públicos Domiciliarios","b7d6-mh4s","published","public","approved","official","dataset","Minas y Energía",,"https://www.datos.gov.co/d/hw7h-24u9","https://www.datos.gov.co/resource/hw7h-24u9.json","2018-03-13T14:14:08.000","2022-04-20T18:57:43.000","www.datos.gov.co","false","273","71","2729","9",,"Creative Commons Attribution | Share Alike 4.0 International","Superintendencia de Servicios Públicos Domiciliarios","https://www.datos.gov.co/d/hw7h-24u9",,,,,,,,,,,"Planeación",,"Superintendencia de Servicios Públicos Domiciliarios",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2004-01-01","Delegada de energía y gas","Bogotá D.C.",,"Anual","Español",,"Nacional",
"fk99-ux9z","Porcentaje de jóvenes víctimas de pérdida de bienes muebles o inmuebles","Contiene información en valores absolutos y porcentaje  de jóvenes víctimas de pérdida de bienes muebles o inmuebles, en los Municipios del Departamento del Cauca","Gobernacion del Cauca","rm2v-xy4i","published","public","approved","official","href","Inclusión Social y Reconciliación","bienes muebles,perdida,jovenes","https://www.datos.gov.co/d/fk99-ux9z",,"2018-12-07T17:58:34.000","2018-12-07T17:58:34.000","www.datos.gov.co","false","92","0",,,,"Creative Commons Attribution | NoDerivatives 4.0 International License","Unidad para la Atención y Reparación Integral de Victimas",,,,,,,,,,,,"Público",,"Unidad para la Atención y Reparación Integral de Victimas",,,,,"","Cauca",,"Departamental",,,,,"Inclusión Social y Reconciliación","2018-11-28",,"No Aplica",,"Anual","Español",,"Municipal",""
"uz9d-bry6","Información contrato licitación pública vigencia 2018","Información estadística contrato licitación pública vigencia 2018","Alcaldia Municipal de Chía","pjz2-mur9","published","public","approved","official","dataset","Estadísticas Nacionales","contrato licitación pública vigencia 2018","https://www.datos.gov.co/d/uz9d-bry6","https://www.datos.gov.co/resource/uz9d-bry6.json","2018-05-23T21:26:17.000","2019-02-12T21:31:33.000","www.datos.gov.co","false","427","70","122","5","johana.cortes@chia.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía Municipal de Chía","https://www.datos.gov.co/d/uz9d-bry6",,,,,,,,,,,"Estadísticas",,"Alcaldía Municipal de Chía",,,,,,"Cundinamarca",,"Territorial",,,,,,"2018/03/15","Dirección de contratación ","Chía",,"Anual","Español",,"Municipal",
"re73-mrut","Pasajeros movilizados mensual Metro de Medellín","Pasajeros movilizados mensual Metro de Medellín.","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Transporte","metro,medellin,mensual,mes,pasajeros,año,línea","https://www.datos.gov.co/d/re73-mrut",,"2020-11-17T13:37:10.000","2020-11-17T13:37:10.000","www.datos.gov.co","false","207","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution 4.0 International","Secretaría Desarrollo Económico",,,,,,,,,,,,"Transporte",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2019-11-05","Secretaría Desarrollo Económico","Medellín",,"Mensual","Español",,"Municipal",
"2ymg-pxge","Activos de Información Empocaldas S.A. E.S.P.","Activos de Información identificados en Empocaldas S.A. E.S.P.","Empocaldas S.A. E.S.P","3wy3-q42v","published","public","approved","official","dataset","Vivienda, Ciudad y Territorio","activos de información,empocaldas,procesos","https://www.datos.gov.co/d/2ymg-pxge","https://www.datos.gov.co/resource/2ymg-pxge.json","2022-02-11T14:20:34.000","2022-02-11T14:54:21.000","www.datos.gov.co","false","112","11","900","15",,"Creative Commons Attribution | NoDerivatives 4.0 International License","Empocaldas S.A. E.S.P.","https://www.datos.gov.co/d/2ymg-pxge",,,,,,,,,,,"Vivienda Ciudad y Territorio",,"Empresa de Obras Sanitarias de Caldas S.A. E.S.P.",,,,,,"Caldas",,"Territorial",,,,,,"2021-12-20","Sistemas","Manizales",,"Anual","Español",,"Departamental",
"f4sv-bn92","Tuberculosis extrapulmonar","Registro de pacientes atendidos en las Instituciones Prestadoras de Servicios de Salud con diagnóstico confirmado de Tuberculosis Extrapulmonar","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Salud y Protección Social","extrapulmonar,tuberculosis","https://www.datos.gov.co/d/f4sv-bn92",,"2020-10-16T21:08:53.000","2020-10-16T21:08:53.000","www.datos.gov.co","false","130","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution 4.0 International","Secretaría de Salud",,,,,,,,,,,,"Salud y Protección Social",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Secretaría de Salud","Medellín",,"Anual","Español",,"Municipal",
"jfue-f64p","Seguimiento al POT vigencia corto plazo","Analizar el avance de los programas y proyectos para la totalidad de subsistemas que conforman el Sistema Municipal de Ordenamiento Territorial definido en el POT (Acdo.048 de 2014) con vigencia de corto plazo, de modo que se evidencie qué tanto se logra el cumplimiento de las metas previstas en relación al modelo de ciudad definido.","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Ordenamiento Territorial","048 de 2014,indicadores,pot,corto plazo,seguimiento,plan de ordenamiento territorial","https://www.datos.gov.co/d/jfue-f64p",,"2021-01-05T13:17:07.000","2021-01-05T13:17:07.000","www.datos.gov.co","false","27","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution 4.0 International","Departamento Administrativo de Planeación - Subdirección de Información y Evaluación Estratégica",,,,,,,,,,,,"Planeación",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-11-20","Departamento Administrativo de Planeación - Subdirección de Información y Evaluación Estratégica","Medellín",,"Anual","Español",,"Municipal",
"svj4-fz9d","ADMITIDOS POR MODALIDAD","Estudiantes admitidos por modalidad varios periordos","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","facultades,género,jornada,metodología,nacionalidad,modalidad,ciudades,departamentos,estado civil,estrato socioeconómico,vigencias,programas","https://www.datos.gov.co/d/svj4-fz9d","https://www.datos.gov.co/resource/svj4-fz9d.json","2022-06-21T14:52:03.000","2022-06-21T15:04:32.000","www.datos.gov.co","false","5","9","16557","17","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-06-13","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"ucen-vhwm","Registro de Activos de Información - Aguas Nacionales EPM","Dentro de los instrumentos de gestión de la información pública, estipulados por la ley de Transparencia y acceso a la Información 1712 de 2014 Aguas Nacionales EPM comparte como datos abiertos su registro de activos de información.","AGUAS NACIONALES EPM S.A. E.S.P.","rtst-w23v","published","public","approved","official","dataset","Función pública","transparencia,activos de información,información pública,ley 1712 de 2014","https://www.datos.gov.co/d/ucen-vhwm","https://www.datos.gov.co/resource/ucen-vhwm.json","2020-08-13T20:37:47.000","2020-08-14T16:15:35.000","www.datos.gov.co","false","172","30","34","6","DIANA.JURADO@aguasnacionalesepm.com","Creative Commons Attribution | Share Alike 4.0 International","AGUAS NACIONALES EPM S.A. E.S.P.","https://www.datos.gov.co/d/ucen-vhwm",,,,,,,,,,,"Función Pública",,"E.S.P. Aguas Nacionales Epm S.A.",,,,,,"Antioquia",,"Territorial",,,,,,"2020-08-13","AGUAS NACIONALES EPM S.A. E.S.P.","Bello",,"Anual","Español",,"Departamental",
