"cantidaddebeneficiarios","cantidadbeneficioconsolidado","cantidadultimobeneficio","codigodepartamentoatencion","codigomunicipioatencion","estadobeneficiario","etnia","fechainscripcionbeneficiario","fechaultimobeneficioasignado","genero","nombredepartamentoatencion","nombremunicipioatencion","pais","rangoedad","tipoasignacionbeneficio","tipobeneficio","tipodocumento","valorbeneficioconsolidad","valorultimobeneficioasignado"
"1","0","0","05","05197","NO ACTIVO","ND","1900-01-01","2008-01-01","ND","ANTIOQUIA","COCORNA","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","54","54001","NO ACTIVO","ND","1900-01-01","2006-01-01","Mujer","NORTE DE SANTANDER","CUCUTA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","54","54800","ACTIVO","ND","1900-01-01","2006-01-01","Mujer","NORTE DE SANTANDER","TEORAMA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"11","0","0","44","44090","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","LA GUAJIRA","DIBULLA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20621","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","CESAR","LA PAZ","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"5","0","0","47","47001","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","MAGDALENA","SANTA MARTA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","27","27745","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","CHOCO","SIPI","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","23","23419","NO ACTIVO","ND","1900-01-01","2007-01-01","Hombre","CORDOBA","LOS CORDOBAS","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","68","68320","ACTIVO","ND","1900-01-01","2014-01-01","Mujer","SANTANDER","GUADALUPE","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70001","NO ACTIVO","ND","1900-01-01","2015-01-01","Hombre","SUCRE","SINCELEJO","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","76","76246","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","VALLE","EL CAIRO","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","70","70823","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2009-01-01","Mujer","SUCRE","TOLU VIEJO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44650","NO ACTIVO","ND","1900-01-01","2007-01-01","ND","LA GUAJIRA","SAN JUAN DEL CESAR","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","44","44090","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2007-01-01","Hombre","LA GUAJIRA","DIBULLA","COLOMBIA","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","41","41797","NO ACTIVO","ND","1900-01-01","2018-01-01","ND","HUILA","TESALIA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76834","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2018-01-01","Mujer","VALLE","TULUA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20621","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","CESAR","LA PAZ","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","41","41001","ACTIVO","ND","1900-01-01","2014-01-01","Mujer","HUILA","NEIVA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20001","NO ACTIVO","ND","1900-01-01","2008-01-01","Hombre","CESAR","VALLEDUPAR","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","81","81001","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","ARAUCA","ARAUCA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52490","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2009-01-01","Hombre","NARIÑO","OLAYA HERRERA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20400","NO ACTIVO","ND","1900-01-01","2014-01-01","Mujer","CESAR","LA JAGUA DE IBIRICO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"19","0","0","54","54003","NO ACTIVO","ND","1900-01-01","2018-01-01","Hombre","NORTE DE SANTANDER","ABREGO","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","54","54498","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","NORTE DE SANTANDER","OCAÑA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","47","47001","ACTIVO","ND","1900-01-01","2005-01-01","Hombre","MAGDALENA","SANTA MARTA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","05","05045","ACTIVO","ND","1900-01-01","2006-01-01","Hombre","ANTIOQUIA","APARTADO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17614","ACTIVO","ND","1900-01-01","2012-01-01","Hombre","CALDAS","RIOSUCIO","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"7","0","0","17","17001","NO ACTIVO","ND","1900-01-01","2018-01-01","ND","CALDAS","MANIZALES","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","18","18001","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","CAQUETA","FLORENCIA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","63","63302","NO ACTIVO","ND","1900-01-01","2014-01-01","ND","QUINDIO","GENOVA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","13","13001","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","BOLIVAR","CARTAGENA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","52","52381","ACTIVO","ND","1900-01-01","2018-01-01","Hombre","NARIÑO","LA FLORIDA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","27","27150","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","CHOCO","CARMEN DEL DARIEN","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","95","95001","NO ACTIVO","ND","1900-01-01","2014-01-01","Mujer","GUAVIARE","SAN JOSE DEL GUAVIARE","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","13","13442","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","BOLIVAR","MARIA LA BAJA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05697","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","ANTIOQUIA","EL SANTUARIO","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70204","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","SUCRE","COLOSO","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68081","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","SANTANDER","BARRANCABERMEJA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","47","47551","NO ACTIVO","ND","1900-01-01","2008-01-01","Mujer","MAGDALENA","PIVIJAY","COLOMBIA","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","76","76109","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","VALLE","BUENAVENTURA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","08","08520","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","ATLANTICO","PALMAR DE VARELA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","76","76828","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","VALLE","TRUJILLO","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73483","NO ACTIVO","INDIGENA","1900-01-01","2006-01-01","Hombre","TOLIMA","NATAGAIMA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"7","0","0","17","17653","NO ACTIVO","ND","1900-01-01","2012-01-01","ND","CALDAS","SALAMINA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","54","54670","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","NORTE DE SANTANDER","SAN CALIXTO","COLOMBIA","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05652","ACTIVO","ND","1900-01-01","2007-01-01","Mujer","ANTIOQUIA","SAN FRANCISCO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","95","95001","NO ACTIVO","ND","1900-01-01","2007-01-01","Mujer","GUAVIARE","SAN JOSE DEL GUAVIARE","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","20","20013","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","CESAR","AGUSTIN CODAZZI","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05873","ACTIVO","ND","1900-01-01","2006-01-01","Mujer","ANTIOQUIA","VIGIA DEL FUERTE","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","23","23855","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2008-01-01","Mujer","CORDOBA","VALENCIA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52612","ACTIVO","INDIGENA","1900-01-01","2005-01-01","Mujer","NARIÑO","RICAURTE","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05088","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","ANTIOQUIA","BELLO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76520","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","VALLE","PALMIRA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","54","54001","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","NORTE DE SANTANDER","CUCUTA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"18","0","0","18","18001","NO ACTIVO","ND","1900-01-01","2005-01-01","ND","CAQUETA","FLORENCIA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"7","0","0","05","05138","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","ANTIOQUIA","CAÑASGORDAS","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","08","08770","NO ACTIVO","ND","1900-01-01","2018-01-01","Mujer","ATLANTICO","SUAN","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","17","17867","NO ACTIVO","ND","1900-01-01","2016-01-01","Mujer","CALDAS","VICTORIA","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","17","17616","ACTIVO","ND","1900-01-01","2018-01-01","Hombre","CALDAS","RISARALDA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","13","13001","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","BOLIVAR","CARTAGENA","COLOMBIA",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","18","18785","NO ACTIVO","ND","1900-01-01","2016-01-01","Mujer","CAQUETA","SOLITA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66572","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","RISARALDA","PUEBLO RICO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","19","19845","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2016-01-01","Mujer","CAUCA","VILLA RICA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","27","27006","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","CHOCO","ACANDI","COLOMBIA","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","27","27361","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","CHOCO","ISTMINA","COLOMBIA","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","76","76111","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2018-01-01","Mujer","VALLE","GUADALAJARA DE BUGA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66318","ACTIVO","ND","1900-01-01","2008-01-01","Mujer","RISARALDA","GUATICA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70670","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","SUCRE","SAMPUES","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05483","ACTIVO","ND","1900-01-01","2007-01-01","Hombre","ANTIOQUIA","NARIÑO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73616","NO ACTIVO","ND","1900-01-01","2006-01-01","Mujer","TOLIMA","RIOBLANCO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","81","81065","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","ARAUCA","ARAUQUITA","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"4","0","0","52","52250","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2006-01-01","Hombre","NARIÑO","EL CHARCO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"8","0","0","08","08436","ACTIVO","ND","1900-01-01","2016-01-01","Mujer","ATLANTICO","MANATI","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","23","23574","ACTIVO","PALENQUERO","1900-01-01","2018-01-01","Mujer","CORDOBA","PUERTO ESCONDIDO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","19","19845","NO ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2016-01-01","Mujer","CAUCA","VILLA RICA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","73","73067","ACTIVO","ND","1900-01-01","2014-01-01","Mujer","TOLIMA","ATACO","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68322","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","SANTANDER","GUAPOTA","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","47","47288","ACTIVO","ND","1900-01-01","2008-01-01","Hombre","MAGDALENA","FUNDACION","Colombia","18-29","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","52","52490","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2009-01-01","Mujer","NARIÑO","OLAYA HERRERA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","27","27001","ACTIVO","ND","1900-01-01","2016-01-01","Mujer","CHOCO","QUIBDO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","No Definido","0 - 1.500.000","0 - 1.300.000"
"4","0","0","05","05045","NO ACTIVO","ND","1900-01-01","2007-01-01","Mujer","ANTIOQUIA","APARTADO","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","66","66001","ACTIVO","ND","1900-01-01","2009-01-01","Mujer","RISARALDA","PEREIRA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","25","25269","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","CUNDINAMARCA","FACATATIVA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","54","54720","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","NORTE DE SANTANDER","SARDINATA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","41","41483","NO ACTIVO","ND","1900-01-01","2018-01-01","ND","HUILA","NATAGA","169","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","41","41349","ACTIVO","ND","1900-01-01","2018-01-01","Hombre","HUILA","HOBO","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","76","76001","NO ACTIVO","ND","1900-01-01","2014-01-01","ND","VALLE","CALI","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68255","ACTIVO","ND","1900-01-01","2018-01-01","Mujer","SANTANDER","EL PLAYON","ND","18-29","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70713","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2014-01-01","Hombre","SUCRE","SAN ONOFRE","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","19","19318","NO ACTIVO","ND","1900-01-01","2008-01-01","ND","CAUCA","GUAPI","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"10","0","0","54","54128","NO ACTIVO","ND","1900-01-01","2018-01-01","Mujer","NORTE DE SANTANDER","CACHIRA","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","05","05483","NO ACTIVO","ND","1900-01-01","2006-01-01","Hombre","ANTIOQUIA","NARIÑO","169","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","50","50251","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","META","EL CASTILLO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52699","NO ACTIVO","INDIGENA","1900-01-01","2016-01-01","Hombre","NARIÑO","SANTACRUZ","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50680","NO ACTIVO","ND","1900-01-01","2005-01-01","Hombre","META","SAN CARLOS DE GUAROA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"2","0","0","23","23807","ACTIVO","ND","1900-01-01","2014-01-01","Hombre","CORDOBA","TIERRALTA","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50001","NO ACTIVO","ND","1900-01-01","2005-01-01","Mujer","META","VILLAVICENCIO","Colombia","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","70","70001","ACTIVO","ND","1900-01-01","2006-01-01","Hombre","SUCRE","SINCELEJO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"3","0","0","52","52786","ACTIVO","ND","1900-01-01","2016-01-01","Hombre","NARIÑO","TAMINANGO","COLOMBIA","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","68","68320","NO ACTIVO","ND","1900-01-01","2014-01-01","Hombre","SANTANDER","GUADALUPE","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","25","25878","NO ACTIVO","INDIGENA","1900-01-01","2014-01-01","Hombre","CUNDINAMARCA","VIOTA","Colombia",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","81","81065","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2008-01-01","Mujer","ARAUCA","ARAUQUITA","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","18","18150","ACTIVO","ND","1900-01-01","2009-01-01","Hombre","CAQUETA","CARTAGENA DEL CHAIRA","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","13","13001","ACTIVO","ND","1900-01-01","2008-01-01","ND","BOLIVAR","CARTAGENA","169",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","54","54003","ACTIVO","AFROCOLOMBIANO – NEGRO","1900-01-01","2018-01-01","Mujer","NORTE DE SANTANDER","ABREGO","ND",">65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","50","50270","NO ACTIVO","ND","1900-01-01","2009-01-01","Hombre","META","EL DORADO","ND","30-49","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","52","52678","ACTIVO","ND","1900-01-01","2005-01-01","Mujer","NARIÑO","SAMANIEGO","ND","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
"1","0","0","17","17614","ACTIVO","INDIGENA","1900-01-01","2012-01-01","Mujer","CALDAS","RIOSUCIO","Colombia","50-65","MEJORAMIENTO CONDICIONES DE HABITABILIDAD","ESPECIE","CC","0 - 1.500.000","0 - 1.300.000"
