"n_expediente","tiposervicio","a_o","asuntoexpediente","municipio","vereda","coordenada_x","coordenada_y","estado"
"CAPV-0002/10","Permiso de Vertimientos","2010","AGUAS Y VERTIMIENTOS","SOGAMOSO","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0002/11","Concesion De Aguas","2011","CONCESION AGUAS Y VERTIMIENTOS","SOGAMOSO","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0002/95","Registro Empresas Forestales","1995","ALCANTARILLADO","TUNJA","ZONA URBANA",,,"Para Generar Acto Administrativo"
"CAPV-0003/08","Permiso de Vertimientos","2008","AGUAS","PUERTO BOYACA","CALDERON","743356","6409.5","Notificación realizada"
"CAPV-0003/10","Permiso de Vertimientos","2010","VERTIMIENTOS","SOGAMOSO","ZONA URBANA",,,"Notificación realizada"
"CAPV-0003/11","Concesion De Aguas","2011","CONCESION DE AGUAS Y VERTIMIENTOS","PAIPA","LA PLAYA",,,"Concepto Emitido"
"CAPV-0004/10","Concesion De Aguas","2010","AGUAS","SOGAMOSO","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0004/97","Permiso de Vertimientos","1997","AGUAS - RIO CHICAMOCHA","PAIPA","VOLCAN","1101978.50","1129007.00","En Espera Cumplimiento Requerimientos"
"CAPV-0005/10","Concesion De Aguas","2010","AGUAS Y VERTIMIENTO","PUERTO BOYACA","CALDERON",,,"Archivo Definitivo"
"CAPV-0006/10","Concesion De Aguas","2010","AGUAS","SOGAMOSO","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0007/10","Concesion De Aguas","2009","AGUAS","PAUNA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"CAPV-0008/10","Concesion De Aguas","2010","AGUAS","SOGAMOSO","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0009/10","Concesion De Aguas","2010","LAVADO DE CARROS","SOGAMOSO","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"CAPV-0011/96","Concesion De Aguas","1996","AGUAS RESIDUALES","PUERTO BOYACA","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0021/04","Concesion De Aguas","2004","CONCESION DE AGUAS SUPERFICIALES VERTIMIENTOS","SORACA","OTRO LADO - SALITRE",,,"Archivo Definitivo"
"CAPV-0023/94","Concesion De Aguas","1994","AGUAS RESIDUALES","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0026/03","Concesion De Aguas","2003","POZO PROFUNDO","DUITAMA","SAN LORENZO","1108071.00","1158981.00","Notificación realizada"
"CAPV-0034/93","Permiso de Vertimientos","1993","ESTACION VASCONIA","PUERTO BOYACA","ZONA URBANA","74.33.490","6.4.130","Archivo Definitivo"
"CAPV-0036/93","Permiso de Vertimientos","1993","CAMPO VELASQUEZ","PUERTO BOYACA","CALDERON","952742.00","1160809.00","Para Revisión de Documento"
"CAPV-0037/00","Concesion De Aguas","2000","Aguas Termales","Sin Información","SAN PEDRO","NULL","NULL","Archivo Definitivo"
"CAPV-0037/09","Concesion De Aguas","2009","AGUAS CHORRO LA VIEJA","TOCA","CHORRERA","1105444.00","1111226.00","Concepto Emitido"
"CAPV-0038/09","Concesion De Aguas","2009","AGUAS Y VERTIMIENTOS - QUEBRADA POZO AZUL","MONIQUIRA","NOVILLERO","1056866.00","1141449.00","Archivo Definitivo"
"CAPV-0041/03","Permiso de Vertimientos","2003","TOMA LA PLAYA","Sin Información","REGINALDO","NULL","NULL","Archivo Definitivo"
"CAPV-0056/03","Concesion De Aguas","2003","TOMA LA PLAYA","Sin Información","LA ESPERANZA","NULL","NULL","Archivo Definitivo"
"CAPV-0057/03","Concesion De Aguas","2003","TOMA LA PLAYA","Sin Información","LA ESPERANZA","NULL","NULL","Archivo Definitivo"
"CAPV-0085/00","Permiso de Vertimientos","2000","Aguas residuales","Sin Información","PANTANITOS","1,119,561","1,126,798","Para Generar Acto Administrativo"
"CAPV-0099/03","Concesion De Aguas","2003","Qubrada la colorada","Sin Información","CENTRO","1,130,287","1,068,348","Para Generar Acto Administrativo"
"CAPV-0113/03","Concesion De Aguas","2003","Rio Chicamocha","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"CAPV-0174/03","Concesion De Aguas","2003","Acueducto municipal","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"CAPV-0191/03","Concesion De Aguas","2003","Permiso de vertimientos","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"CAPV-0250/98","Concesion De Aguas","1999","SALTO Y LAVANDERA","SUTAMARCHAN","ZONA URBANA",,,"Archivo Definitivo"
"CAPV-0269/03","Permiso de Vertimientos","2003","SAN LORENZO DE ABAJO","Sin Información","ZONA URBANA","NULL","NULL","En Espera Cumplimiento Requerimientos"
"CAPV-0272/02","Concesion De Aguas","2002","AGUAS RIO CHITICUY - LAVADERO SAN LUIS","DUITAMA","ZONA URBANA","1117439.00","1137483.00","En Espera Cumplimiento Requerimientos"
"CAPV-0279/02","Permiso de Vertimientos","2002","ESTACION DE SERVICIO DE COMBUSTIBLE","Sin Información","SIATAME","1124875.00","1125625.00","Para Generar Acto Administrativo"
"CAPV-0281/02","Permiso de Vertimientos","2002","CONSTRUCCION DE ESTACION DE SERVICIO","Sin Información","SAN ONOFRE","NULL","NULL","Archivo Definitivo"
"CAPV-0297/98","Concesion De Aguas","1998","PERMISO DE VERTIMIENTO PARA ALCANTARILLA","TOGUI","MANGA",,,"En Espera Cumplimiento Requerimientos"
"CAPV-0313/02","Concesion De Aguas","2002","PUERTO SERVIEZ","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"CCDA-0001/14","Certificación Centros de Diagnostico Automotor","2014","EMISIONES CONTAMINANTES FUENTES MOVILES","TUNJA","ZONA URBANA",,,"Notificación realizada"
"CCDA-0001/17","Certificación Centros de Diagnostico Automotor","2017","SOLICITUD CERTIFICACION CENTRO DE DIAGNOSTICO","DUITAMA","ZONA URBANA",,,"Notificación realizada"
"CCDA-0001/18","Certificación Centros de Diagnostico Automotor","2018","SOLICITUD CERTIFICACIÓN CENTRO DE DIAGNOSTICO AUTOMOTOR","DUITAMA","ZONA URBANA",,,"Notificación realizada"
"CCDA-0001/19","Certificación Centros de Diagnostico Automotor","2019","CERTIFICADO DE CENTROS DE DIAGNÓSTICO AUTOMOTOR","TUNJA","ZONA URBANA",,,"Para Generar Acto Administrativo"
"CCDA-0002/14","Certificación Centros de Diagnostico Automotor","2014","EMISION DE GASES CONTAMINANTES","COMBITA","ZONA URBANA",,,"Notificación realizada"
"CCDA-0002/18","Certificación Centros de Diagnostico Automotor","2018","SOLICITUD DE CERTIFICACIÓN PARA LA REVISIÓN DE GASES","TUNJA","ZONA URBANA",,,"Notificación realizada"
"CCDA-0003/18","Certificación Centros de Diagnostico Automotor","2018","CERTIFICACIÓN AMBIENTAL PARA CENTRO DE DIAGNOSTICO","SOGAMOSO","ZONA URBANA",,,"Notificación realizada"
"CCDA-0004/18","Certificación Centros de Diagnostico Automotor","2018","CERTIFICACIÓN AMBIENTAL PARA CENTRO DE DIAGNOSTICO","PUERTO BOYACA","CALDERON",,,"Para Visita"
"CCDA-0005/18","Certificación Centros de Diagnostico Automotor","2018","CERTIFICACIÓN AMBIENTAL PARA CENTRO DE DIAGNOSTICO","TUNJA","ZONA URBANA",,,"Notificación realizada"
"CCDA-0006/18","Certificación Centros de Diagnostico Automotor","2018","CERTIFICACIÓN CENTROS DE DIAGNOSTICO AUTOMOTOR","PAIPA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"COM-0031/18","Indagación Preliminar","2018","AFECTACIÓN AL RECURSO HIDRICO","TUTA","HACIENDA",,,"Notificación realizada"
"com-0076/15","Indagación Preliminar","2015","CONTAMINACION AUDITIVA","MIRAFLORES","ZONA URBANA",,,"Notificación realizada"
"COM-0088/16","Indagación Preliminar","2016","AFECTACION AL NACIMIENTO DE UNA FUENTE HIDRICA","SAMACA","GACAL",,,"Notificación realizada"
"CPOC-0001/02","Concesion De Aguas","2002","RIO POMECA","Sin Información","CENTRO","NULL","NULL","Archivo Definitivo"
"EPST-0001/14","Evaluación de Prospección Sísmica Terrestre","2014","MEDIDAS DE MANEJO AMBIENTAL. EXPLORACIÓN SÍSMICA","PUERTO BOYACA","ZONA URBANA",,,"Para Seguimiento"
"EPST-0001/17","Evaluación de Prospección Sísmica Terrestre","2017","Evaluación de Prospección Sísmica Terrestre","PUERTO BOYACA","ERMITAÑO",,,"Notificación realizada"
"LFZO-0001/17","Licencia de Funcionamiento de Zoológicos","2016","LICENCIA DE FUNCIONAMIENTO ZOOLOGICO","DUITAMA","SAN LORENZO",,,"Archivo Definitivo"
"MSLA-0001/08","Seguimiento Licencias-Permisos MAVDT","2008","EXPLORACION SISMICA MUISCA 2D","PESCA","ZONA URBANA","1116312.00","1097204.00","Para Emitir Concepto Técnico"
"MSLA-0001/09","Seguimiento Licencias-Permisos MAVDT","2009","SEGUIMIENTO LICENCIA MAVDT","PUERTO BOYACA","ZONA URBANA",,,"Para Seguimiento"
"MSLA-0001/10","Licencia Ambiental","2010","LAS QUINCHAS","PUERTO BOYACA","ZONA URBANA",,,"Custodia Temporal"
"MSLA-0001/11","Seguimiento Licencias-Permisos MAVDT","2011","PROYECTO RUTA DEL SOL-SECTOR DOS","PUERTO BOYACA","ZONA URBANA",,,"Información Visita"
"MSLA-0001/12","Seguimiento Licencias-Permisos MAVDT","2012","SEGUIMIENTO EXPLORACION SISMICA BUENAVISTA 3D","SOGAMOSO","ZONA URBANA","1140637.00","1135253.00","Acumulado"
"MSLA-0001/13","Seguimiento Licencias-Permisos MAVDT","2013","MEDIDAS DE MANEJO Y PERMISOS AMBIENTALES","PAEZ","PARAISO-GUARUMAL",,,"En Espera Cumplimiento Requerimientos"
"MSLA-0001/14","Licencia Ambiental","2014","TRATAMIENTO LODOS BASE AGUA","PUERTO BOYACA","CALDERON","7428765","600588","Notificación realizada"
"MSLA-0001/15","Licencia Ambiental","2014","SEGUIIMIENTO LICENCIA AMBIENTAL","PUERTO BOYACA","PALAGUA","957878","1159535","Para Seguimiento"
"MSLA-0001/16","Seguimiento Licencias-Permisos MAVDT","2016","EVALUACIÓN INFORMACIÓN","PUERTO BOYACA","CALDERON",,,"Para Seguimiento"
"MSLA-0001/17","Seguimiento Licencias-Permisos MAVDT","2016","SEGUIMIENTO LICENCIA OLEODUCTO VELASQUEZ GALÁN","PUERTO BOYACA","CALDERON",,,"Para Seguimiento"
"MSLA-0001/18","Seguimiento Licencias-Permisos MAVDT","2018","SEGUIMIENTO A LICENCIAS -PERMISOS","PUERTO BOYACA","ZONA URBANA",,,"Notificación realizada"
"MSLA-0002/09","Seguimiento Licencias-Permisos MAVDT","2009","SEGUIMIENTO DE LICENCIA DEL MAVDT","PUERTO BOYACA","PALAGUA",,,"En Espera de Recibo de Pago"
"MSLA-0002/10","Licencia Ambiental","2010","HIDROCARBUROS","PUERTO BOYACA","ZONA URBANA",,,"Archivo Definitivo"
"MSLA-0002/11","Seguimiento Licencias-Permisos MAVDT","2011","PERFORACIÓN BLOQUE BUENAVISTA","GAMEZA","ZONA URBANA",,,"Acumulado"
"MSLA-0002/12","Seguimiento Licencias-Permisos MAVDT","2012","SISMICA","FIRAVITOBA","LA VICTORIA","1117201","1120064","Para Seguimiento"
"MSLA-0002/13","Seguimiento Licencias-Permisos MAVDT","2013","ESTUDIO MEDIDAS DE MANEJO AMBIENTAL","PUERTO BOYACA","ZONA URBANA",,,"Para Visita"
"MSLA-0002/15","Seguimiento Licencias-Permisos MAVDT","2015","SEGUIMIENTO A LICENCIA AMBIENTAL","PUERTO BOYACA","CALDERON",,,"Notificación realizada"
"MSLA-0002/16","Seguimiento Licencias-Permisos MAVDT","2016","SEGUIMIENTO LICENCIA AMBIENTAL MADS","PUERTO BOYACA","PALAGUA",,,"Para Seguimiento"
"MSLA-0002/17","Seguimiento Licencias-Permisos MAVDT","2017","GASODUCTO RAMALES DE BOYACA","BELEN","ZONA URBANA",,,"Notificación realizada"
"MSLA-0002/18","Seguimiento Licencias-Permisos MAVDT","2018","EIA linea de gas Vasconia Teca","PUERTO BOYACA","ZONA URBANA",,,"Notificación realizada"
"MSLA-0003/09","Seguimiento Licencias-Permisos MAVDT","2009","SEGUIMIENTO LICENCIA MAVDT","NOBSA","UCUENGA",,,"Para Generar Acto Administrativo"
"MSLA-0003/11","Permiso Ambiental","2011","PROYECTO PERF. EXPLORATORIA COLIBRÍ","PUERTO BOYACA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"MSLA-0003/12","Seguimiento Licencias-Permisos MAVDT","2012","EXPLORACION SISMICA TERRESTRE","IZA","BUSAGA","11214400","11115183","Para Generar Acto Administrativo"
"MSLA-0003/13","Seguimiento Licencias-Permisos MAVDT","2013","PROGRAMA SISMICA","GUICAN","ZONA URBANA",,,"Notificación realizada"
"MSLA-0003/15","Seguimiento Licencias-Permisos MAVDT","2015","SEGUIMIENTO A LICENCIA AMBIENTAL","PUERTO BOYACA","CALDERON",,,"Para Seguimiento"
"MSLA-0003/16","Seguimiento Licencias-Permisos MAVDT","2016","Seguimiento Licencias - Permisos MAVDT","PUERTO BOYACA","VELAZQUEZ",,,"Para Seguimiento"
"MSLA-0003/17","Seguimiento Licencias-Permisos MAVDT","2017","POLIDUCTO ANDINO","ZETAQUIRA","CENTRO",,,"Concepto Emitido"
"MSLA-0003/18","Seguimiento Licencias-Permisos MAVDT","2018","CESIÓN DE DERECHOS LAS QUINCHAS","PUERTO BOYACA","LAS QUINCHAS",,,"Notificación realizada"
"MSLA-0004/09","Seguimiento Licencias-Permisos MAVDT","2009","SEGUIMIENTO PLAN DE AMNEJO DE POZOS DE PERFORACION","PUERTO BOYACA","ZONA URBANA",,,"Acumulado"
"MSLA-0004/11","Permiso Ambiental","2011","PERFORACION EXPLORATORIA AREA TURPIAL","PUERTO BOYACA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"MSLA-0004/15","Seguimiento Licencias-Permisos MAVDT","2015","Seguimiento a Licencia Ambiental","PUERTO BOYACA","CALDERON",,,"Para Seguimiento"
"MSLA-0004/16","Seguimiento Licencias-Permisos MAVDT","2016","MINA SAN ANTONIO","DUITAMA","TOCOGUA",,,"Vigente"
"MSLA-0004/17","Seguimiento Licencias-Permisos MAVDT","2017","SEGUIMEITNO LICENCIA PROPANODUCTO GALAN- PUERTO SALGAR","PUERTO BOYACA","CALDERON",,,"Para Seguimiento"
"MSLA-0005/09","Seguimiento Licencias-Permisos MAVDT","2009","PMA PARA PERFORACION DE POZOS EXPLORATORIOS","PUERTO BOYACA","ZONA URBANA",,,"Acumulado"
"MSLA-0005/16","Seguimiento Licencias-Permisos MAVDT","2017","ÁREA EXPLOTACIÓN HIDROCARBUROS MORPHO","PUERTO BOYACA","CALDERON",,,"Notificación realizada"
"MSLA-0005/17","Seguimiento Licencias-Permisos MAVDT","2017","SEGUIMIENTO LICENCIA ANLA OLEODUCTO VASCONIA-CIB","PUERTO BOYACA","CALDERON",,,"Notificación realizada"
"MSLA-0006/09","Seguimiento Licencias-Permisos MAVDT","2009","SEGUIMIENTO AMBIENTA A A LICENCIA DE MAVDT","PUERTO BOYACA","ZONA URBANA",,,"Concepto Emitido"
"MSLA-0006/11","Permiso Ambiental","2011","POZO EXPLORATORIO BOLIVAR 4","TOPAGA","ZONA URBANA",,,"Acumulado"
"MSLA-0006/17","Seguimiento Licencias-Permisos MAVDT","2017","SEGUIMIENTO LICENCIA ANLA OLEODUCTO VASCONIA VELASQUEZ","PUERTO BOYACA","CALDERON",,,"Notificación realizada"
"MSLA-0007/11","Permiso Ambiental","2011","INFORMES DE SEGUIMIENTO","CORRALES","ZONA URBANA",,,"Acumulado"
"MSLA-0007/17","Seguimiento Licencias-Permisos MAVDT","2017","SEGUIMIENTO LICENCIA ANLA POLIDUCTO ANDINO","ZETAQUIRA","CENTRO",,,"Notificación realizada"
"MSLA-0008/09","Seguimiento Licencias-Permisos MAVDT","2009","MINERIA CAMPO BUENAVISTA","TOPAGA","SAN JUAN NEPOMUCENO","1136000.00","1133000.00","En Espera Cumplimiento Requerimientos"
"MSLA-0008/17","Seguimiento Licencias-Permisos MAVDT","2016","SEGUIMIENTO LICENCIA ANLA GASODUCTO PORVENIR-LA BELLEZA","PAEZ","YAMUNTA",,,"Notificación realizada"
"MSLA-0009/09","Licencia Ambiental","2009","SEGUIMIENTO DE LICENCIA AMBIENTAL","PUERTO BOYACA","ZONA URBANA","1,161,275,799","947,084,707","En Espera Cumplimiento Requerimientos"
"MSLA-0009/17","Seguimiento Licencias-Permisos MAVDT","2017","HOLCIM COLOMBIA S.A.","TIBASOSA","ZONA URBANA",,,"Notificación realizada"
"MSLA-0010/17","Seguimiento Licencias-Permisos MAVDT","2010","GENSA SA ESP-ANLA","PAIPA","CENTRO",,,"Notificación realizada"
"MSLA-0011/09","Seguimiento Licencias-Permisos MAVDT","2009","PLAN DE MANEJO AMBIENTAL PRESENTADO PR LA UNION TEMPORAL OMEGA ENRGY","TOPAGA","SAN JUAN NEPOMUCENO",,,"Para Revisión de Documento"
"MSLA-0011/17","Seguimiento Licencias-Permisos MAVDT","2017","SEGUIMIENTO LICENCIA ANLA ÁREA DE PERFORACIÓN EXPLORATORIA VOLUMEN C","PUERTO BOYACA","ERMITAÑO",,,"Concepto Emitido"
"MSLA-0012/09","Licencia Ambiental","2008","ESTUDIO DE IMPACTO AMBIENTAL","SUTAMARCHAN","CENTRO","ANULADO","ANULADO","En Espera Cumplimiento Requerimientos"
"MSLA-0012/17","Seguimiento Licencias-Permisos MAVDT","2017","Área de Perforación Exploratoria Río Horta","PUERTO BOYACA","VELAZQUEZ",,,"Notificación realizada"
"MSLA-0013/09","Aprovechamiento Forestal Doméstico","2009","CONSTRUCCION","PUERTO BOYACA","ZONA URBANA",,,"Acumulado"
"OAFD-0001/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO MOPOS. POMORROS. CEDROS. GUAMOS Y MANGO","SAN JOSE DE PARE","BALSA RESGUARDO","1060878","1157948","Archivo Definitivo"
"OAFD-0002/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO CUERNAVACA. MANCHADOR. GUAMO. MOPO. TACHUELO Y POMARROSO","MONIQUIRA","POTRERO GRANDE Y RESGUARDO","1055165","1040646","En Espera Cumplimiento Requerimientos"
"OAFD-0003/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","PUERTO BOYACA","PUERTO NIÑO","945830","1148294","Para Firma Acto Administrativo"
"OAFD-0004/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","SAN JOSE DE PARE","MUÑOCES Y CAMACHOS","1058866","1151748","En Espera Cumplimiento Requerimientos"
"OAFD-0005/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","PAEZ","YAMUNCITA",,,"Archivo Definitivo"
"OAFD-0006/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","SUNA ABAJO",,,"Archivo Definitivo"
"OAFD-0007/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MONIQUIRA","ZONA URBANA","1055306","1141383","En Espera Cumplimiento Requerimientos"
"OAFD-0008/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MARIPI","CENTRO","1010769","1104457","Para Seguimiento"
"OAFD-0009/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","TOGUI","ZONA URBANA","1062417","1148329","En Espera Cumplimiento Requerimientos"
"OAFD-0010/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","SANTANA","SAN EMIDGIO","1157948","1060878","Archivo Definitivo"
"OAFD-0011/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","ZETAQUIRA","GUANATA",,,"Archivo Definitivo"
"OAFD-0012/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","PAEZ","YAMUNCITA",,,"Archivo Definitivo"
"OAFD-0013/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","PIE DE BUENOS AIRES","730748","50832","Archivo Definitivo"
"OAFD-0014/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","SUNA ABAJO","731010","51327","Archivo Definitivo"
"OAFD-0015/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","PAEZ","CENTRO",,,"Archivo Definitivo"
"OAFD-0016/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","MORRO","50924","730612","Archivo Definitivo"
"OAFD-0017/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","MATARREDONDA",,,"Archivo Definitivo"
"OAFD-0018/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","CAPELLANIA","7395","5829","Archivo Definitivo"
"OAFD-0019/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","RUSA","513494","73856.9","Archivo Definitivo"
"OAFD-0020/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","ZETAQUIRA","HORMIGAS",,,"Archivo Definitivo"
"OAFD-0021/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","PUEBLO Y CAJON",,,"Archivo Definitivo"
"OAFD-0022/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","PAEZ","YAMUNCITA","73250","5729","Archivo Definitivo"
"OAFD-0023/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","RUSA","731116","51401","Archivo Definitivo"
"OAFD-0024/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","PAEZ","CEIBAL","730106","5432","Archivo Definitivo"
"OAFD-0025/13","Aprovechamiento Forestal Doméstico","2013","APROVECHAMIENTO FORESTAL DOMESTICO","MIRAFLORES","RUSITA","731101","51239","Archivo Definitivo"
"OAFD-0026/13","Aprovechamiento Forestal Doméstico","2013","TALA DE ARBOLES","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0001/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","PUERTO BOYACA","ZONA URBANA",,,"Concepto Emitido"
"OAFE-0001/14","Aprovechamiento Forestal Especial","2014","APROVECHAMIENTO FORESTAL ESPECIAL","ZETAQUIRA","GUANATA",,,"Para Seguimiento"
"OAFE-0002/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","PUERTO BOYACA","ZONA URBANA",,,"Concepto Emitido"
"OAFE-0002/14","Aprovechamiento Forestal Especial","2014","APROVECHAMIENTO FORESTAL ESPECIAL","ZETAQUIRA","CENTRO",,,"En Espera Cumplimiento Requerimientos"
"OAFE-0003/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","PUERTO BOYACA","ZONA URBANA",,,"Para Seguimiento"
"OAFE-0003/14","Aprovechamiento Forestal Especial","2014","TALA DE ARBOLES","MONIQUIRA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"OAFE-0004/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0004/14","Aprovechamiento Forestal Especial","2014","TALA DE ARBOLES","MONIQUIRA","ZONA URBANA",,,"Para Visita"
"OAFE-0005/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","TUNJA","TRAS DEL ALTO","1077815","1105102","Archivo Definitivo"
"OAFE-0006/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","PUERTO BOYACA","ZONA URBANA",,,"Concepto Emitido"
"OAFE-0007/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","SOTAQUIRA","SOCONSUCA DE BLANCOS","1097493","1126473","Archivo Definitivo"
"OAFE-0008/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","TUTA","SAN NICOLAS","1095856","1125633","Archivo Definitivo"
"OAFE-0009/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","CORRALES","ZONA URBANA","1136866","1136391","Archivo Definitivo"
"OAFE-0010/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","AQUITANIA","HATO LAGUNA","1133364","1110459","Para Generar Acto Administrativo"
"OAFE-0011/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","TUNJA","LA COLORADA",,,"En Espera Cumplimiento Requerimientos"
"OAFE-0012/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","TUNJA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"OAFE-0013/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0014/13","Aprovechamiento Forestal Especial","2013","TALA DE ARBOLES POR RIESGO","MONIQUIRA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"OAFE-0015/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","SOGAMOSO","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0016/13","Aprovechamiento Forestal Especial","2013","TALA DE ARBOLES","TUNJA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"OAFE-0017/13","Aprovechamiento Forestal Especial","2013","TALA DE ARBOLES POR RIESGO","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0018/13","Aprovechamiento Forestal Especial","2013","TALA Y PODA DE ARBOLES POR RIESGO","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0019/13","Aprovechamiento Forestal Especial","2013","TALA Y PODA DE ARBOLES POR RIESGO","TUNJA","PIRGUA",,,"Archivo Definitivo"
"OAFE-0020/13","Aprovechamiento Forestal Especial","2013","TALA Y PODA DE ARBOLES POR RIESGO","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0021/13","Aprovechamiento Forestal Especial","2013","TALA DE ARBOLES POR RIESGO","PAIPA","PANTANO DE VARGAS",,,"Archivo Definitivo"
"OAFE-0022/13","Aprovechamiento Forestal Especial","2013","PODA DE ARBOLES POR RIESGO","VILLA DE LEYVA","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0023/13","Aprovechamiento Forestal Especial","2013","TALA DE ARBOLES","FIRAVITOBA","ZONA URBANA",,,"En Espera Cumplimiento Requerimientos"
"OAFE-0024/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","MIRAFLORES","ZONA URBANA",,,"Para Seguimiento"
"OAFE-0025/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","MIRAFLORES","ZONA URBANA",,,"Archivo Definitivo"
