"item","expediente","empresa","direccion","telefono","correo_electronico","tramite","no_resolucion_y_fecha","descripci_n","estado","aceites_usados","gasolina","nafta","petroleo_crudo","acpm","destilado","varsol","combustoleo","gas_natural","lodos_de_producci_n_borras","aguas_de_producci_n","ar_domesticas","rs_contaminados_con","condensado","butil_caustica","hipoclorito_de_sodio","detergente_industrial","corrosivos_low_cor","yodo","anhidro_aftalico","potasa_caustica","acido_nitrico","acido_clorhidrico","cloro","cloruro_de_sodio","soda_caustica","hidrocarburo_gnc","aceite_de_palma","hipoclorito_de_sodio_1","jarabe_de_maiz","aceite_hidraulico","acido_fosforico","acido_acetico","bicarbonato_de_sodio","butanediol","hidroxido_de_calcio","carbonato_de_calcio","carbonato_de_potasio","clorato_de_potasio","cloruro_de_calcio","formiato_de_potasio","etil_glicol","hipoclorito_de_calcio","hipoclorito_de_sodio_2","nitrato_de_potasio","nitrato_de_magnesio_liquido","alcohol_etileno_normal","monoxido_de_carbono","sulfato_de_potasio","thinner","tolueno","xileno","aceite_de_motor","estopas_trapos_geomembranas","envases_de_pintura","diluyente","baterias","tonner_y_cartucho_usado_de","tubos_flourescentes","madera_contaminada_con","filtros_contaminados_con","material_contaminado_con","manguera_contaminada_con","bolsas_de_cemento","icopor_contaminado_con","pvc_contaminado_con","residuos_de_aparatos","escombros","llantas","empaques_de_quimicos","fluidos_o_tierra_contaminada","rs_ordinarios","residuos_organicos","residuos_especiales","residuos_aceitosos_aguas","jet_a1","liquido_desintegrador_m_o","salmueras_y_fluidos_salinos","residuos_de_la_produccion","residuos_de_plaguicidas","residuos_desinfectantes","pinturas_y_barnices","cal","barita","flocs","estibas_contaminadas","metales_contaminados","hidroxido_de_sodio","dioxido_de_silicio","antiespumante_base_glicol","carbon_activado","cloruro_de_potasio","silicato_de_aluminio","metano","butano","propileno","disolvente_n4","dioxido_de_azufre","dioxido_de_nitrogeno","manganato_de_potasio","aserrin","cascara_de_nuez","nitrogeno_comprimido","aga_mix","oxido_nitroso","hexafloruro_de_azufre","helio","argon_comprimido","oxigeno_comprimido","dioxido_de_carbono","nitron","propanol","isobutanol","perlita_aislamiento_termico"
"71","3.5.2.11.013.117","SOLAMPETROL SAS","CALLE 18 # 19-53 BRR MANCERO ACACIAS - META","3118814684 -3133473426","Gerencia@solampetrol.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1..6.16. 1436   14/OCT/2016","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.16.984 del 13 de junio de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general, a la empresa SOLUCIONES AMBIENTALES PETROLERAS S.A.S, identificada con Nit 900617008-2.","ACTIVO","-","-","-","-","x","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"72","3.5.2.11.013.121","TANQUES Y SERVICIOS DEL CASANARE","CRA 5 # 27-83 YOPAL CASANARE","673 0420","gerencia@tscasanre.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0313 de 24/03/2017","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.17.429 del 03 de marzo de 2017 y se aprueba el plan de contingencias terrestre en tractocamiones cisterna de hidrocarburos, derivados y liquidos en general en el territorio nacional, a la empresa TANQUES Y SERVICIOS DEL CASANARE S.A.S, identificada con Nit 900498442-4","ACTIVO","-","x","x","x","x","-","-","x","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"73","3.5.2.11.013.124","TRANSOCOL S.A.S.","CRA # 9 - 0602 con CALLE 6 -08 SEGUNDO PISO, CENTRO-  CASTILLA LA NUEVA","313 401 8044 - 675 1126","transocolsas@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1.2.6.16.0561 24/MAY/2016  y  PS.GJ 1.2.6.16.1637 12 octubre 2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.17.1795 del 11 de julio de 2017 y se aprueba la actualización del plan de contingencias para el transporte terrestre de hidrocarburos, derivados y líquidos en general, otorgado mediante resolución PS-GJ.1.2.6.16.0561 del 24 de mayo de 2016, a favor de la empresa TRANSOCOL S.A.S identificada con Nit 900622945-9.","ACTIVO","-","-","-","x","-","-","-","-","-","x","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"74","3.5.2.11.014.002","SERVILLANO S.A.S.","CRA 23 # 18 -03, LOCAL 2, EDS CANAGUARO","3108593714","Servillano.sas@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.15.0546 del 10 de abril de 2015 y PS-GJ.1.2.6.017.1803 adicion de rutas","Por medio del cual se acoge el  concepto tecnico No. PM.GA..3.44.17.2165 del 04 de agosto de 2017 y se aprueba la actualización del plan de contingencias para el transporte terrestre de hidrocarburos, derivados y sustancias nocivas, otorgado mediante resolución PS-GJ.1.2.6.15.0546 del 10 de abril de 2015, a favor de la empresa SERVILLANO TRANSPORTE DE CARGA S.A.S identificada con Nit 900427427-1.","ACTIVO","-","x","-","x","x","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"75","3.5.2.11.014.004","ITL INVERSIONES EN TRANSPORTE Y LOGÍSTICA LTDA","CALLE 8 # 22-31 -ACACIAS / META","3107907773 - 6576035","acacias@itltransportes.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.16.0560 07/25/2016","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.319 del 12 de febrero de 2016 y se aprueba el plan de contingencias para el manejo, control y transporte de sustancias peligrosas, de la empresa INVERSIONES EN TRANSPORTE Y LOGISTICA (ITL), identificada con Nit 900133181-0 y se dictan otras disposiciones","ACTIVO","-","x","x","x","x","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"76","3.5.2.11.014.006","GRUPO CALDERON Y CALDERON S.A.S.","TRANSV 22 # 12-57 SUR LOCA 1.  CONJ. ARANJUEZ ll - VILLAVICENCIO","681 81 81","d.aldana@grupocalderon.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ 1.2.6.16.1764 7/DIC/2016","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.2303 del 29 de noviembre de 2016 y se aprueba el plan de contingencias para la prestación del servicio de transporte terrestre en tracto-camiones cisterna de hidrocarburos, derivados y liquidos en general, a la empresa GRUPO CALDERON & CALDERON S.A.S, identificada con Nit 900327307-5","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"77","3.5.2.11.014.013","TANQUES Y TRANSPORTES DEL CASANARE LTDA","CRA 5 # 49-98 ZONA INDUSTRIAL","3103427792 - 6333217","contabilidadttc.17@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.61.17.0948 de 12/06/2017                                        PS-GJ.1.2.6.018.1444 25/06/2018","Por medio del cual se acoge el concepto tecnico PM-GA.3.44.18.1965 del 28 de mayo de 2018 con el cual se aprueba actualización de rutas al plan de contingenci para el transporte terrestre de hidrocarburos y aguas asociadas a la industria petrolera a favor de la empresa TANQUES Y TRANSPORTES DEL CASANARE-TTC LTDA, identificada con Nit 900145350-0 en jurisdicción del departamento del Meta.","ACTIVO","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"78","3.5.2.11.014.018","TRANSPORTES TECNICOS DE COLOMBIA Ltda","CRA 10 # 65-35 OFIC 303 EDF ESCORIAL CHAPINERO        KM 2+176 ANILLO VIAL FLORIDABLANCA - GIRON ECOPARQUE NATURAL TORRE 1 OFIC 415","800 0462 - 317 517 6961","gerencia@transtecol.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","Resolución 1.2.6.14.0885 de 24 de junio de 2014 -                             RES. 1.2.6.16.1656  - RES.1.2.6.15.2101","Por medio del cual se acoge el concepto técnico No.PM.GA.3.44.16.1915 del 13 octubre de 2016 y se apruba la actualización del plan de contingencias para operaciones de transporte terrestre en tractocamiones cisterna de hidrocarburos, derivados y sustancias nocivas, otorgado mediante resolución  PS-GJ.1.2.6.14.0885 del 24 de junio de 2014, a favor de la empresa TRANSTECOL S.A.S identificada con Nit 804004470-3","ACTIVO","-","x","x","x","x","-","-","x","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"79","3.5.2.11.014.023","SOLBAÑOS SAS","CLL 12 # 17-79 CENTRO ACACIAS META","316 533 4964 - 320 360 1300","hseq.sacpet@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0113 de 28/02/2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.2048 del 21 de octubre de 2016 y se aprueba el plan de contingencias para el transporte de residuos peligrosos, a la empresa SOLUCIONES EN BAÑOS PORTÁTILES DE COLOMBIA S.A.S- SOLBAÑOS S.A.S identificada con Nit 900443858-8.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"80","3.5.2.11.014.024","SIPG SAS","CRA 21 # 13-77B TRAMPOLIN, PTO GAITAN / META","316 533 4964 - 320 360 1300","hseq.sacpet@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0846 de 01/06/2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.17.954 del 04 de mayo de 2017 y se aprueba el plan de contingencias para el transporte de residuos peligrosos, a la empresa SERVICIOS INTEGRALES DE PUERTO GAITAN S.A.S- SIPG S.A.S identificada con Nit 900258828-4.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"81","3.5.2.11.014.025","SACPET SAS","CALLE 13 # 8 - 57 BRR FUNDADORES . GUAMAL  -  META","316 533 4964 - 320 360 1300","hseq.sacpet@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0847 de 01/06/2017","Por medio del cual se acoge el concepto técnico No.PM.GA.3.44.17.956 del 04 de mayo de 2017 y se aprueba el plan de contingencias para el transporte terrestre de sustancias nocivas, a la empresa SERVICIOS CONFIABLES PETROLEROS S.A.S- SACPET S.A.S identificada con Nit 900249101-0.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"82","3.5.2.11.014.027","PETROLIQUIDOS S.A.S.","ANILLO VIAL URBANO 10 PARQUEADERO PACIFIC PARKING OFICINA PETROLIQUIDOS (VILLAVICENCIO - META)","3113742619","sgc@petroliquidos.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0191 de 8/03/2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.2590 del 16 de diciembre de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general, a la empresa PETROLIQUIDOS S.A.S, identificada con Nit 900488509-6.","ACTIVO","-","x","-","x","x","x","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"83","3.5.2.11.014.028","SERVICIOS Y SUMINISTROS MORACAR S.A.S.","MZ 2 CASA 14 BRR OLGA LUCIA - CASTILLA LA NUEVA /META","320 303 0918 - 321 497 1341","lamoga2005@yahoo.es     duvan-mora@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.16.0109  29/FEB/2016","Por el cual se acoge el concepto técnico PM-GA 3.44.16.058 del 14 de enero de 2016 y se aprueba el plan de contingencias presentado por la empresa S&S SERVICIOS Y SUMINISTROS MORACAR SAS. Identificada con Nit 900518505-7 y se dictan otras disposiciones.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"84","3.5.2.11.014.029","SOL CARGA S.A.S.","MZ D CASA 9 URBANIZACION CAROLINA - CASTILLA LA NUEVA","313 346 0401 - 675 1146 - 3156913819","Solcargasas@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PM.GJ.1.2.6.16.0768 27/JUN/016   - APRUEBA  y PS-GJ.1.2.6.17.1329  10 AGOSTO DE 2017 - Actualizacion","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.1154 de 22 de mayo de 2017 y se aprueba la actualizacion del plan de contingencias para el transporte terrestre de hidrocarburos, derivados y sustancias nocivas, otorgado mediante resolución PS-GJ1..2.6.16.0768 del 27 de junio de 2016 a favor de la empresa SOL CARGA S.A.S identificada con Nit 900299283-6.","ACTIVO","-","x","x","x","x","-","-","x","-","x","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"85","3.5.2.11.014.030","ALBEDO S.A.S.","PAQUE INDUSTRIL ETAPA I MZ G BODEGA C -25 GIRON - BUCARAMANGA","3174046783 - 3102448642","marisol.aristizabal@gruposala.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1.2.6.16.0062  12 julio de 2016","Por medio del cual se acoge el concepto técnico No PM-GA 3.44.16.685 de fecha 26 de abril y se aprueba el plan de emergencias y contingencias presentado por la empresa ALBEDO SAS ESP, Nit 900395512-3 y se dictan otras disposiciones","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","x","-","-","x","x","x","-","x","-","-","x","-","-","x","-","-","-","-","-","x","-","-","-","-","-","-","x","-","x","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"86","3.5.2.11.014.031","AW COMPANY S.A.S.","CRA 13 # 97-51 OFI 201, CHICO NORTE - BOGOTA","317 366 1143 - 317 366 2581 - 317 331 0904","Operaciones@awcompany.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.15.1055  01/JUL/2015","Por medio del cual se acoge el concepto técnico No PM-GA 3.44.15.527 de fecha 15 de abril de 2015 y se aprueba el plan de contingencias presentado por la empresa AW COMPANY S.A.S, identificada con Nit 900.421.393-0 y se dictan otras disposiciones.","ACTIVO","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","x","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"87","3.5.2.11.014.032","TRANSPORTES SANCAGUA S.AS.","CRA 12 # 6-34 SAN CARLOS DE GUAROA","315 5004773","transancagua@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.12.6.15.1534 25/08/2015","por medio del cual se aprueba el plan de contingencias para el transporte de residuos peligrosos a la empresa  TRANSPORTES SANCAGUA S.AS.","ACTIVO",,,,"x","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x",,,,,,,,,,,,,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"88","3.5.2.11.014.038","P&P  TRANSPORTES Y EQUIPOS S.A.S","CRA 7BISA # 124-69 BOGOTA","315 306 2270","Talentohumano.hse@pyptransportes.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.15.1157 06/JUL/2015","Por medio del cual se acoge el concepto técnico No PM-GA 3.44.15.1253 de fecha 12 de junio de 2015 y se aprueba el plan de contingencia presentado por la empresa ATP TRANSPORTES Y EQUIPOS S.AS. Identificada con Nit 900354922-1 y se dictan otras disposiciones.","ACTIVO","-","-","-","x","x","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","x","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"89","3.5.2.11.014.049","TRANSPORTADORA LOGÍSTICA DE CARGA S.A.","DIAGONAL 16 # 97- 18 BOGOTA","657 5558","d.logistica@ticsa.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.12.6.14.1842 27/10/2014","Por el cual se acoge el concepto técnico PM-GA 3.44.14.2311 del 24 de septiembre de 2014 y se aprueba el plan de contingencias presentado por la empresa TRANSPORTADORA LOGISTICA DE CARGA S.A y se dictan otras disposiciones.","ACTIVO","-","-","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"90","3.5.2.11.014.050","TRANSPORTE E INVERSIONES JOANKA S.A.S.","TRANSVESAL 4 # 10-16 BRR CENTRO GUAMAL META","311 899 5021","Administracion@transjoanka.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.12.6.15.1893 21/10/2015","Por el cual se acoge el concepto técnico PM-GA 3.44.15.2261 del 08 de octubre de 2015 y se aprueba la actualización del plan de contingencias presentado por la empresa TRANSPORTE E INVERSIONES JOANKA S.A.S. identificada con Nit 900468214-3 y se dictan otras disposiciones.","ACTIVO","-","-","-","-","-","-","-","-","X","-","-","-","-","-","X","-","x","-","x","-","X","X",,,"X","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","X","X","X","X","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","x","x","x",,"x","x","-","-","x","x","x",,"x","x","x","x","X","x","x","-"
"91","3.5.2.11.014.051","TRANSPORTADORA TIMOM S.A.S","CALLE 4 # 8 -56 GUARATARA -  SAN CARLOS DE GUAROA","664 2425","Transportadoratimo@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ1.2.6.17.0893  5/06/2017","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.17.170 del 01 de febrero de 2017 y se aprueba el plan nacional de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general, a la empresa TRANSPORTADORA TIMON S.A.S, identificada con Nit 900590490-0.","ACTIVO","-","x","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"92","3.5.2.11.014.052","TRANSPORTES VICHADA S.A.S.","CALLE 12 # 12C 17-19 B ESTERO - VILLAVICENCIO","311 519 2967 - 3208943233","Administrativa@transportes-ram.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ1..6.15.0626  5/MAY/2015   PS-GJ.1.2.6.018.0962 31/05/2018","Por medio del cual se acoge el concepto técnico No PM-GA 3.44.15.253 de fecha 23 de febrero de 2015 y se aprueba el plan de contingencia presentado por la empresa TRANSPORTES VICHADA SAS. Identificada con Nit 900385836-7 y se dictan otras disposiciones.","ACTIVO","-","x","x","x","x","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"93","3.5.2.11.014.067","OROCAM S.A.S.","CALLE 4 # 16-40 OROCUE - CASANARE","3124464003","Coordinadorhaseq@orocamsas.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0485 de 7/04/2017","Por medio del cual se acoge el concepto técnico No.PM.GA.3.44.17.385 del 23 de febrero de 2017 y se aprueba el plan de contingencia y emergencia para las operaciones de recolección, transporte y entrega terrestre de hidrocarburos, combustibles y/o residuos derivados de la industria petrolera en tracto camiones cisternas para el territorio nacional, a la empresa OROCAM S.A.S identificada con Nit 900487314-2","ACTIVO","-","x","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
