"dm_institucion_cod_institucion","nombre","ccb_nit_inst","orden","suborden","nivel_institucion","clasificacion_organica","sector","naturaleza_juridica","tipo_institucion","idmunicipio","municipio","iddepartamento","departamento","direccion","fax","email","ccb_telefono","ccb_pagina_web","longitud","latitud","estado_ins","nombre_representante","cargo_representante"
"6128","SECRETARÍA DISTRITAL DE INTEGRACIÓN SOCIAL","899.999.061-9.","Territorial","Distrital","Central","Ejecutiva","No Aplica","Secretaría de Despacho","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 7 Nº 32 - 12 Torre Sur Edificio San Martín Pisos 6 al 24","NULL","integracion@sdis.gov.co","327 97 97","http://www.integracionsocial.gov.co/","-74.072092","4.710989","Activa","NULL","NULL"
"4446","HOSPITAL SAN RAFAEL DE MATANZA","890210222","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","444","MATANZA","68","Santander","HOSPITAL DE MATANZA MATANZA SANTANDER","097-6298205","anayolandaortiz@yahoo.com","6298205-6325677","NO DISPONIBLE","-73.015958","7.32278","Activa","NULL","NULL"
"2614","CONCEJO DE VILLAPINZON","899999445-3","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","873","VILLAPINZÓN","25","Cundinamarca","Carrera 5 No. 4-25 piso 3","(1)8565125 ext 101","concejo@villapinzon-cundinamarca.gov.co","(1)8565526","http://www.villapinzon-cundinamarca.gov.co","-73.594625","5.215209","Activa","NULL","NULL"
"8054","CENTRAL DE ABASTOS DE CÚCUTA S.A.","890503614","Nacional","No Aplica","Descentralizado","Ejecutiva","Agropecuario, Pesquero y de Desarrollo Rural","Sociedad de Economía Mixta","Vinculación","001","CÚCUTA","54","Norte de Santander","Av. 2 No. 31N - 36 Oficina T - 208 Barrio Tasajero","(7) 5739527","gerencia@cenabastos.gov.co","(7) 5877273","http://www.cenabastos.gov.co","-72.49669","7.889097","Activa","NULL","NULL"
"3331","HOSPITAL 7 DE AGOSTO DE PLATO - MAGDALENA","819002363","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","555","PLATO","47","Magdalena","cra 23 calle 14 esquina","095-4851895","esehospital7plato@hotmail.com","4851895","NO DISPONIBLE","-74.797525","9.791337","Activa","NULL","NULL"
"4035","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE LA DORADA - DORADA","810004450","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","380","LA DORADA","17","Caldas","centro comerial dorada plaza ofic 202-1","096-8576097,8572013","espladorada@hotmail.com","8572004","http://municipiodeladorada.gov.co","-74.667984","5.472709","Activa","NULL","NULL"
"5998","PERSONERÍA DE SUPIA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","777","SUPÍA","17","Caldas","CALLE 32 N° 6 - 11","6) 8560215","contacto@supia-caldas.gov.co","(6) 8560215","NO DISPONIBLE","-75.650401","5.45589","Activa","NULL","NULL"
"0649","ALCALDÍA DE HELICONIA","890982494","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","347","HELICONIA","05","Antioquia","Calle 20 No. 20-31 Parque Principal","094-8549799","heliconiamasproductiva@hotmail.com","094 8549635","http://www.heliconia-antioquia.gov.co","-75.732944","6.208781","Activa","NULL","NULL"
"0984","ALCALDÍA DE SABANETA","890980331-6","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","631","SABANETA","05","Antioquia","Carrera 45 No 71 sur 24 Sabaneta","094 2885293 Ext. 102","alcaldia@sabaneta.gov.co","(4)2880098","http://www.sabaneta.gov.co","-75.61682","6.150559","Activa","NULL","NULL"
"3990","EMPRESA DE SERVICIOS PUBLICOS ALGECIRAS - EMSERAL","813003198","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","020","ALGECIRAS","41","Huila","Calle 6 No. 4 - 44","098-8382558","emseral@hotmail.com","098-8382013,8382558","NO DISPONIBLE","-75.315694","2.523477","Activa","NULL","NULL"
"2084","CONCEJO DE VILLARRICA","809004596","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","873","VILLARRICA","73","Tolima","Carrera 3 Calle 4 Esquina","NULL","Carrera 3 Calle 4 esquina","082 475070","NO DISPONIBLE","-74.600817","3.936661","Activa","NULL","NULL"
"5366","PERSONERÍA DE PANQUEBA","800012628","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","522","PANQUEBA","15","Boyacá","ALCALDIA MUNICIPAL  PANQUEBA","098-7880271","alcaldia_panqueba@hotmail.com","038 7880271","NO DISPONIBLE","-72.458962","6.443114","Activa","NULL","NULL"
"4763","INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACIÓN DE FLORIDABLANCA","804007267","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","276","FLORIDABLANCA","68","Santander","kilometro 1 via piedecuesta Estadio Alvaro Gomez Hurtado","NULL","soniasaru74@hotmail.com","6396666","NO DISPONIBLE","-73.106969","7.072392","Activa","NULL","NULL"
"5708","PERSONERÍA DE LOS CORDOBAS","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","419","LOS CÓRDOBAS","23","Córdoba","VACIA","NULL","NULL","7604016","NO DISPONIBLE","-76.354305","8.905616","Activa","NULL","NULL"
"0979","ALCALDÍA DE SABANAGRANDE","890115982","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","634","SABANAGRANDE","08","Atlántico","Carrera  7  No. 5-10","095-8791216","alcaldia@sabanagrande-atlantico.gov.co","8791370 -  3014784946","http://www.sabanagrande-atlantico.gov.co","-74.755201","10.789771","Activa","NULL","NULL"
"2724","CORPORACIÓN PRODESARROLLO Y SEGURIDAD DEL MUNICIPIO DE GIRARDOT","800055259","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","307","GIRARDOT","25","Cundinamarca","CALLE 19 No. 8-03 ESQUINA SEDE BOMBEROS","091-8309674","prodesarrollo@giratdot-cundinamarca.gov.co","8335494-8309674","http://es.geocities.com/prodesarrollo_girardot/","-74.803141","4.304596","Activa","NULL","NULL"
"0330","ALCALDÍA DE BELLO","890980112 -1","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","088","BELLO","05","Antioquia","Carrera 50  No 51-00","094 2750845","contactenos@bello.gov.co ; 
notificaciones@bello.gov.co","094 4521000 Ext. 332 - 335 / 094 6047944 Ext. 1055","http://www.bello.gov.co/","-75.559589","6.336729","Activa","NULL","NULL"
"0590","ALCALDÍA DE FUENTE DE ORO","892099183","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","287","FUENTE DE ORO","50","Meta","Cra 13 No 10-58 centro","098-6573071","alcaldia@fuentedeoro-meta.gov.co","(8) 6573071","http://fuentedeoro-meta.gov.co","-73.619979","3.462502","Activa","LONDOÑO ZAPATA, JESUS ANTONIO","Alcalde"
"3942","EMPRESA DE ACUEDUCTO Y ALCANTARILLADO - EAMOS MOSQUERA","832000850","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","473","MOSQUERA","25","Cundinamarca","carrera 1a No 4-12 MOSQUERA CUNDINAMARCA","091-8276358","eamosesp.mosquera@gmail.com","8276358 ext.111","NO DISPONIBLE","-74.230101","4.706035","Activa","NULL","NULL"
"6377","HOSPITAL NUESTRA SEÑORA DEL CARMEN - EL COLEGIO","NULL","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","245","EL COLEGIO","25","Cundinamarca","VACIA","NULL","NULL","000","NO DISPONIBLE","-74.2633","4.3451","Activa","NULL","NULL"
"2196","CONCEJO DE HONDA","8001000588","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","349","HONDA","73","Tolima","Cra 12 Nùmero 12 -17 Palacio Municipal","NULL","concejo@honda-tolima.gov.co","(8) 2513171","http://honda-tolima.gov.co/concejo.shtml","-74.737081","5.205118","Activa","NULL","NULL"
"3843","EMPRESA DE SERVICIOS PUBLICOS ERCA SA","800149861","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","586","PURÍSIMA","23","Córdoba","PURISIMA  == ESTA ENTIDAD ES DE CATEGORIA 6","NULL","alvaro_puri@hotmail.com","3145077620","NO DISPONIBLE","-75.723394","9.236872","Activa","NULL","NULL"
"5570","PERSONERÍA DE EL CARMEN -- EL CARMEN, NORTE DE SANTANDER","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","245","EL CARMEN","54","Norte de Santander","VACIA","NULL","NULL","127574460","NO DISPONIBLE","-73.4488","8.50874","Activa","NULL","NULL"
"3279","HOSPITAL  SAN VICENTE DE PAUL - BARBOSA","890905193","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","079","BARBOSA","05","Antioquia","cra 17 No 10-34 Barbosa Antioquia","094-4060996","conthospibarbosa@une.net.co","4062852 ext 105","NO DISPONIBLE","-75.334099","6.438791","Activa","NULL","NULL"
"3229","HOSPITAL  SAN JUAN DE DIOS  -TITIRIBÍ","890980346","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","809","TITIRIBÍ","05","Antioquia","Cr Bolivar No 18-55","094-8483012","titihs01@edatel.net.co","8482626","NO DISPONIBLE","-75.79341","6.06259","Activa","NULL","NULL"
"0023","ADMINISTRACIÓN PÚBLICA COOPERATIVA DEL MUNICIPIO DE ENCINO","900301723","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","264","ENCINO","68","Santander","Carrera 3 No. 4 - 40","097-7248232","aguasan_apc@hotmail.com","313-8955625","NO DISPONIBLE","-73.09831","6.13694","Activa","NULL","NULL"
"0378","ALCALDÍA DE CONTADERO","800099064","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","210","CONTADERO","52","Nariño","PALACIO MUNICIPAL","092-752820","alcaldia@contader-narino.gov.co","775 28 20","NO DISPONIBLE","-77.549911","0.910907","Activa","NULL","NULL"
"6230","EMPRESA DE SERVICIOS PUBLICOS DE FLORENCIA","NULL","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","001","FLORENCIA","18","Caquetá","falta","NULL","NULL","0000","NO DISPONIBLE","-75.604236","1.615386","Activa","NULL","NULL"
"4498","INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA","890270948","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","081","BARRANCABERMEJA","68","Santander","carrera 2 50 25","097-6214599","info@transitobarrancabermeja.gov.co","6214599 6223474","http://www.transitobarrancabermeja.gov.co","-73.851932","7.061708","Activa","NULL","NULL"
"0676","ALCALDÍA DE JURADO","891680402","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","372","JURADÓ","27","Chocó","Jurado - Chocó","094-5213845,5213846","astmipc@hotmail.com","3207203643","http://www.jurado-choco.gov.co","-77.762046","7.102626","Activa","NULL","NULL"
"1634","CONCEJO DE CIENAGA DE ORO","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","189","CIÉNAGA DE ORO","23","Córdoba","VACIA","NULL","NULL","000","NO DISPONIBLE","-75.621332","8.879215","Activa","NULL","NULL"
"4438","INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACION DE IBAGUE","NULL","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","IBAGUÉ","73","Tolima","VACIA","NULL","NULL","000","NO DISPONIBLE","-75.242438","4.444676","Activa","NULL","NULL"
"4228","EMPRESA MATADERO DE TUNJA","891801709","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Industriales y Comerciales del Estado","Vinculación","001","TUNJA","15","Boyacá","COMPLEJO DE SERVICIOS DEL SUR TUNJA","098-7455533","boicaro81@yahoo.es","7455533","http://www.alcaldiatunja.gov.co","-73.357557","5.544642","Activa","NULL","NULL"
"1127","ALCALDÍA DE SIPÍ","800095613","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","745","SIPÍ","27","Chocó","Calle  5 No  24 01","094-6701154","alcaldia@sipi-choco.gov.co","3136022350","http://www.sipi-choco.gov.co","-76.64417","4.65306","Activa","NULL","NULL"
"4694","INSTITUTO MUNICIPAL DE DEPORTES DE ARBOLETES - IMDERAR","811016084","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","051","ARBOLETES","05","Antioquia","Coliseo Baby Antonio Mendoza","094-8200521","luzmiladoria@yahoo.es","094-8200521","NO DISPONIBLE","-76.427089","8.850104","Activa","NULL","NULL"
"0016","MINISTERIO DE CULTURA","830034348","Nacional","No Aplica","Central","Ejecutiva","Cultura","Ministerio","Cabeza","001","BOGOTÁ","11","Bogotá D.C","Carrera 8 No. 8 - 43","3816353 extensión 1183","prensamincultura@mincultura.gov.co","3424100","http://www.mincultura.gov.co/","-74.072092","4.710989","Activa","NULL","NULL"
"0141","ALCALDÍA DE BITUIMA","899999708","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","095","BITUIMA","25","Cundinamarca","Carrera 2 No. 2-14","071-8462630","alcaldia@bituima-cundinamarca.gov.co
contacto@bituima-cundinamarca.gov.co","8462030","http://www.bituima-cundinamarca.gov.co","-74.53982","4.87282","Activa","NULL","NULL"
"4105","EMPRESAS PÚBLICAS MUNICIPALES DE CALARCA","890000377","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","002","CALARCÁ","63","Quindio","carrera 24 No 39-54 piso 2º","096-7421950","emcaesp@telecom.com.co","7421950","http://www.nodisponible.com",,,"Activa","NULL","NULL"
"4998","PERSONERÍA DE CALIMA DEL DARIEN","890309611","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","126","CALIMA","76","Valle del Cauca","Calle 10 No. 6-27","092-2533137,2533470","desarrollocalima@yahoo.com","2533157","http://www.calimaeldarien-valle.gov.co","-76.595056","3.919267","Activa","NULL","NULL"
"0132","ALCALDÍA DE BELÉN  BOYACÁ","800099199","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","087","BELÉN","15","Boyacá","CARRERA 6 No. 6 - 22","098-7870581,7870229","marioivansanchez@yahoo.com","(098) 7870229","http://belen-boyaca.gov.co","-72.910689","5.9894","Activa","NULL","NULL"
"5899","PERSONERÍA DE SAN EDUARDO","891801282","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","660","SAN EDUARDO","15","Boyacá","987402966","098-7404546","nitivoz@colombia.com","987402966","http://www.saneduardo-boyaca.gov.co","-73.078446","5.224586","Activa","NULL","NULL"
"3691","SALUD DORADA","900065515","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","380","LA DORADA","17","Caldas","Carrera 2 No.14-37","096-8572013","secretaria@saluddorada.gov.co","8576950 - 8575696 - 310 322 3985","NO DISPONIBLE","-74.667984","5.472709","Activa","NULL","NULL"
"3021","CENTRO DE SALUD SAN PABLO DE BORBUR","820003422","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","681","SAN PABLO DE BORBUR","15","Boyacá","calle 2 No 1-41","NULL","esesaludborboy@hotmail.com","(8)-7258142","NO DISPONIBLE","-74.06978","5.65182","Activa","NULL","NULL"
"3463","HOSPITAL LOCAL LURUACO","890103025-6","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","421","LURUACO","08","Atlántico","Carrera 20 No. 21-181","095-8749080","hospital@ese-luruaco-atlantico.gov.co
eseluruaco@yahoo.es","8749080-3158117814","http://www.ese_luruaco_atlantico.gov.co","-75.142287","10.60959","Activa","NULL","NULL"
"1307","ASOCIACIÓN CANAL LOCAL DE TELEVISION DE MEDELLÍN  TELEMEDELLIN","811006762","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","MEDELLÍN","05","Antioquia","Carrera 64c 72-58  (tránsito de caribe)","094-4376930","contabilidad@telemedellin.com.co","437 37 37","http://www.telemedellin.tv","-75.564574","6.2530471","Activa","NULL","NULL"
"5092","PERSONERÍA DE ARBOLETES","900067273","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","051","ARBOLETES","05","Antioquia","calle 20 de julio-palacio municipal jorge eliecer gaitan-2° piso- Arboletes Antioquia","NULL","personeriadearboletes@hotmail.com","8201236","NO DISPONIBLE","-76.427089","8.850104","Activa","NULL","NULL"
"0156","ALCALDÍA DE BUENAVISTA - BOYACÁ","891808260","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","109","BUENAVISTA","15","Boyacá","CALLE 4 No. 4 - 44","098-7265631","buenavistaincontaduria@yahoo.es","08-7265631-8024510","http://www.buenavista-boyaca.gov.co","-73.942428","5.51326","Activa","NULL","NULL"
"2812","EMPRESA SOCIAL DEL ESTADO NUESTRA SEÑORA DE LAS NIEVES","900005067","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","418","LOS SANTOS","68","Santander","calle 3 No 3-99","091-9999999","edacedi@hotmail.com","7259596","NO DISPONIBLE","-73.102305","6.755734","Activa","NULL","NULL"
"2757","UNIDAD ADMINISTRATIVA ESPECIAL ESTUDIOS TAKESHIMA","NULL","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Unidad Administrativa Especial sin Personería Jurídica","Adscripción","001","CALI","76","Valle del Cauca","CENTRO CULTURAL DE CALI KR 5 CL 6 PISO 3  Carrera 5 No 6-05","NULL","NULL","(057) (2) 8858855 EXT 123","http://www.estudiostakeshima.gov.co","-76.531985","3.451647","Activa","NULL","NULL"
"3552","EMPRESA SOCIAL DEL ESTADO ESE BELLO SALUD","800174995-1","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","088","BELLO","05","Antioquia","Carrera 42 No 20 E - 91","094-4520675","gestiondocumental@esebellosalud.gov.co","320 37 40- 4482030","http://www.esebellosalud.gov.co/","-75.559589","6.336729","Activa","NULL","NULL"
"4386","FUNDACIÓN EMPRESAS PÚBLICAS DE MEDELLÍN","811024803","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","MEDELLÍN","05","Antioquia","Carrera 58   42  125 PISO 1","094-3806964","crestrep@fundacionepm.org.co","094-3806956,3806954,3806960","http://www.fundacionepm.org.co/","-75.564574","6.2530471","Activa","NULL","NULL"
"2928","CENTRO DE SALUD CÓMBITA","820003411","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","204","CÓMBITA","15","Boyacá","Cra 5 1-80","098-7310017","csaludcombita@hotmail.es","7310017","NO DISPONIBLE","-73.323263","5.634202","Activa","NULL","NULL"
"4986","PERSONERÍA DE CABUYARO","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","124","CABUYARO","50","Meta","VACIA","NULL","NULL","VACIA","NO DISPONIBLE","-72.792313","4.284528","Activa","NULL","NULL"
"5343","PERSONERÍA DE NARIÑO -- NARIÑO, NARIÑO","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","480","NARIÑO","52","Nariño","VACIA","NULL","NULL","0","NO DISPONIBLE","-77.358678","1.28984","Activa","NULL","NULL"
"3860","EMPRESA DE SERVICIOS PUBLICOS ACUEDUCTO Y ALCANTARILLADO ZIPAQUIRA -","800005900","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","899","ZIPAQUIRÁ","25","Cundinamarca","Cra 15 No. 1 Sur - 11","091-8520948","eaaazesp@gmail.com","5953888","http://www.eaaaz.com.co","-73.990955","5.021476","Activa","NULL","NULL"
"1254","ALCALDÍA DE VILLA DEL ROSARIO","890503373","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","874","VILLA DEL ROSARIO","54","Norte de Santander","Calle 5ª carrera 7ª Esquina - Palacio Municipal","097-5701220,5700317,3158725359","contactenos@villadelrosario-nortedesantander.gov.co","(7)5701220 - 5700317 - 314 3302527 - fax: 5700387","http://www.villadelrosario-nortedesantander.gov.co","-72.46969","7.843788","Activa","NULL","NULL"
"1978","CONCEJO DE SAN BENITO","890210227","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","673","SAN BENITO","68","Santander","Municipio de San Benito Santander","097-7565454","alcaldiasanbenito@colombia.com","3118779214- 3134180838","http://www.sanbenito-santander.gov.co","-73.509711","6.12716","Activa","NULL","NULL"
"6054","PERSONERÍA DE VALLE SAN JOSE","890205460","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","855","VALLE DE SAN JOSÉ","68","Santander","Calle 5 Nº 7 - 40 Primer piso palacio Municipal","(7)-7268710","personeria@valledesanjose-santander.gov.co","(7)-7268875","NO DISPONIBLE","-73.143786","6.448144","Activa","NULL","NULL"
"3936","EMPRESA DE SERVICIOS PUBLICOS EMPOVITERBO","900250940","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","693","SANTA ROSA DE VITERBO","15","Boyacá","Carrera 5 No. 8 - 67","311-2195198","empoviterbo@gmail.com","320-4919138","NO DISPONIBLE","-72.982728","5.87379","Activa","NULL","NULL"
"0727","ALCALDÍA DE LÓPEZ DE MICAY","800051168","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","418","LÓPEZ","19","Cauca","calle de las flores - Lopez de Micay","092-8405010","talentohumano@lopezdemicay-cauca.gov.co","928405010","NO DISPONIBLE","-77.145","2.5047","Activa","NULL","NULL"
"2882","CENTRO DE SALUD DE POLONUEVO","802004549","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","558","POLONUEVO","08","Atlántico","Carrera 6  7-05","095-8764667","esepolonuevo@hotmail.com","095-8764667","NO DISPONIBLE","-74.853162","10.777471","Activa","NULL","NULL"
"5118","PERSONERÍA DE BUESACO","814003691","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","110","BUESACO","52","Nariño","Carrera 2 # 8-17. BUESACO","7420001","personeriabuesaco@yahoo.es","7420525","http://www.buesaco-narino.gov.co/Personeria.shtml","-77.155676","1.384512","Activa","NULL","NULL"
"1433","CENTRO DE DIAGNOSTICO AUTOMOTOR DE TULUA LTDA.","800235528","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","834","TULUÁ","76","Valle del Cauca","Barrio Morales Via Transito","092-2244408","automoto@telecom.com.co","092-2257550,","http://www.cdadetulua.com","-76.191499","4.089869","Activa","NULL","NULL"
"5965","PERSONERÍA DE SANTO DOMINGO","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","690","SANTO DOMINGO","05","Antioquia","VACIA","NULL","NULL","0","NO DISPONIBLE","-75.164646","6.471563","Activa","NULL","NULL"
"3105","HOSPITAL  LA CANDELARIA  - EL BANCO","800154347","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","245","EL BANCO","47","Magdalena","Calle 7 entre Cras 18 y 19","095-4292245","hospitallacandelaria@gmail.com","(5) 4292306","http://www.hospitallacandelaria.gov.co","-73.973864","9.003507","Activa","NULL","NULL"
"0068","ALCALDÍA DE ALGARROBO","819003219","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","030","ALGARROBO","47","Magdalena","Carrera 14 # 8 - 44","094-4142109","planeacionalcaldiaalga@hotmail.com","57(5) 314 5074705","NO DISPONIBLE","-74.06244","10.18538","Activa","NULL","NULL"
"2359","CONCEJO DE PONEDERA","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","560","PONEDERA","08","Atlántico","Calle 11 No 16 - 64","NULL","contactenos@ponedera-atlantico.gov.co","3205236800","http://www.ponedera-atlantico.gov.co/concejo.shtml","-74.753281","10.641772","Activa","NULL","NULL"
"3762","EMPRESA DE SERVICIOS PUBLICOS DE ENERGÍA ELÉCTRICA DE SANTA ROSALÍA","842000024","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","624","SANTA ROSALÍA","99","Vichada","Barrio el centro","098-5662784","emrosaliaesp@hotmail.com","098-5662784","NO DISPONIBLE","-70.864961","5.135381","Activa","NULL","NULL"
"5665","PERSONERÍA DE JURADO","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","372","JURADÓ","27","Chocó","VACIA","NULL","NULL","(57-8) 5213845","NO DISPONIBLE","-77.762046","7.102626","Activa","NULL","NULL"
"4716","INSTITUTO MUNICIPAL DE OBRAS CIVILES IMOC DE FLORENCIA - FUSIONADA","828000080","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","FLORENCIA","18","Caquetá","CR 12 CLL 15 PIS0 7","098-4359208","imoc@alcaldiadeflorencia.gov.co","4358109  EXT 107","NO DISPONIBLE","-75.604236","1.615386","Activa","NULL","NULL"
"4574","INSTITUTO DE TRANSITO Y TRANSPORTE DE CHARALÁ","804015993","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","167","CHARALÁ","68","Santander","Carrera  17   24 - 11","097-7257756","intracharala@hotmail.com","097-7258525","NO DISPONIBLE","-73.147465","6.28595","Activa","NULL","NULL"
"5229","PERSONERÍA DE GAMA","832002715","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","299","GAMA","25","Cundinamarca","CRA 2 Nº 3-30","NULL","alcaldía@gama-cundinamarca.gov.co","8536559","NO DISPONIBLE","-73.610321","4.762033","Activa","NULL","NULL"
"2732","DEPARTAMENTO ADMINISTRATIVO DE LA DEFENSORÍA DEL ESPACIO PÚBLICO","899999061","Territorial","Distrital","Central","Ejecutiva","No Aplica","Departamento Administrativo","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Cra 30 No 25-90 piso 15","091-3385700","defensordelciudadano@dadep.gov.co ; dadepbogota@dadep.gov.co","3507062 - 018000127700","http://www.dadep.gov.co","-74.072092","4.710989","Activa","NULL","NULL"
