"year","month","month_order","department","request_type","count","date"
"2017","October","10","Environmental Maintenance","EMI-Sewer Odor","4","2017-10-01T00:00:00.000"
"2017","May","5","Engineering","EN-Railroad R-O-W Maint. 2","2","2017-05-01T00:00:00.000"
"2017","January","1","Solid Waste Management","SWM-Missing Recycle Cart","17","2017-01-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Burnt Cart","5","2017-12-01T00:00:00.000"
"2017","May","5","Parks and Neighborhoods","PN-Miscellaneous","3","2017-05-01T00:00:00.000"
"2019","January","1","Shelby County","MSCCE-Miscellaneous","1","2019-01-01T00:00:00.000"
"2017","December","12","Code Enforcement","CE-Open Storage and Furnishin","1","2017-12-01T00:00:00.000"
"2017","November","11","Shelby County","SCHD-Mosquitoes","1","2017-11-01T00:00:00.000"
"2018","March","3","Police Services","PD-Quality of Life Issues","2","2018-03-01T00:00:00.000"
"2018","April","4","Environmental Maintenance","EMI-Sewage Spill/Overflow","9","2018-04-01T00:00:00.000"
"2017","August","8","Solid Waste Management","SWM-Missing Recycle Cart","49","2017-08-01T00:00:00.000"
"2017","May","5","Solid Waste Management","SWM-Burnt Cart","10","2017-05-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-New Start Garbage Request","272","2019-11-01T00:00:00.000"
"2017","January","1","Police Services","PD-Quality of Life Issues","6","2017-01-01T00:00:00.000"
"2018","March","3","Code Enforcement","CE-Vacant Lot Code Violation","28","2018-03-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Recycle Cart Delivery","197","2017-10-01T00:00:00.000"
"2018","October","10","Parks and Neighborhoods","PN-Tree Crew","1","2018-10-01T00:00:00.000"
"2017","January","1","Engineering","EN-Parking Meter Maintenance","1","2017-01-01T00:00:00.000"
"2017","November","11","Drain Maintenance","PW (DM)-Drain/Ditch Maint.","35","2017-11-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Cart Repair","798","2018-03-01T00:00:00.000"
"2019","May","5","Drain Maintenance","PW (DM)-Replace","3","2019-05-01T00:00:00.000"
"2017","May","5","Drain Maintenance","PW (DM)-Concrete Channel Lini","24","2017-05-01T00:00:00.000"
"2017","April","4","Code Enforcement","CE-Recreational Vehicle Illeg","3","2017-04-01T00:00:00.000"
"2017","November","11","Shelby County","SCHD-Living Conditions","4","2017-11-01T00:00:00.000"
"2019","July","7","Solid Waste Management","SWM-Recycle Cart Pickup","35","2019-07-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-Recycle Cart Repair","108","2019-11-01T00:00:00.000"
"2019","August","8","Police Services","PD-Quality of Life Issues","2","2019-08-01T00:00:00.000"
"2017","September","9","Police Services","PD-Quality of Life Issues","2","2017-09-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Recycle Cart Repair","138","2018-03-01T00:00:00.000"
"2017","October","10","Police Services","PD-Traffic Violations","2","2017-10-01T00:00:00.000"
"2017","January","1","Engineering","EN-Construction Inspection","9","2017-01-01T00:00:00.000"
"2018","December","12","Solid Waste Management","SWM-SWF Discount Prog.Request","7","2018-12-01T00:00:00.000"
"2019","July","7","Engineering","EN-New Markings","4","2019-07-01T00:00:00.000"
"2018","February","2","Environmental Maintenance","EMI-Sewer Miscellaneous","7","2018-02-01T00:00:00.000"
"2017","January","1","Police Services","PD-Abandoned Vehicles","14","2017-01-01T00:00:00.000"
"2017","March","3","Engineering","EN-Curb Ramp Request","2","2017-03-01T00:00:00.000"
"2018","January","1","Drain Maintenance","PW (DM)-Concrete Channel Lini","2","2018-01-01T00:00:00.000"
"2019","March","3","Solid Waste Management","SWM-Recycle Cart Pickup","21","2019-03-01T00:00:00.000"
"2018","February","2","Code Enforcement","CE-Accumulation of Stagnant","1","2018-02-01T00:00:00.000"
"2017","December","12","Solid Waste Management","SWM-Recycle Bin Request","41","2017-12-01T00:00:00.000"
"2018","November","11","Street Maintenance","PW (SM)-Potholes","283","2018-11-01T00:00:00.000"
"2019","June","6","Engineering","EN-Traffic Sign Obstruction","1","2019-06-01T00:00:00.000"
"2017","March","3","Police Services","PD-Abandoned Vehicles","9","2017-03-01T00:00:00.000"
"2019","April","4","Grounds Maintenance","CW-Weeds Vacant Lots","584","2019-04-01T00:00:00.000"
"2018","July","7","Drain Maintenance","PW (DM)-Concrete Channel Lini","47","2018-07-01T00:00:00.000"
"2018","September","9","Street Maintenance","PW (SM)-Street Cracking/Crumbling","23","2018-09-01T00:00:00.000"
"2019","April","4","Street Maintenance","PW (SM)-Alley Cutting","17","2019-04-01T00:00:00.000"
"2017","August","8","Shelby County","SCHD-Miscellaneous","1","2017-08-01T00:00:00.000"
"2019","May","5","Grounds Maintenance","CW-Weeds Vacant Lots","847","2019-05-01T00:00:00.000"
"2017","March","3","Code Enforcement","CE-Recreational Vehicle Illeg","1","2017-03-01T00:00:00.000"
"2017","May","5","Engineering","EN-Miscellaneous","3","2017-05-01T00:00:00.000"
"2018","February","2","Street Maintenance","PW (SM)-Alley Cutting","2","2018-02-01T00:00:00.000"
"2017","February","2","Engineering","EN-Traffic Signal Operation","1","2017-02-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-Cart Lease Application","80","2018-04-01T00:00:00.000"
"2019","November","11","Engineering","EN-Maintain Signs","23","2019-11-01T00:00:00.000"
"2017","November","11","Solid Waste Management","SWM-Code Violation","3","2017-11-01T00:00:00.000"
"2017","September","9","Drain Maintenance","PW (DM)-Drain Ditches","11","2017-09-01T00:00:00.000"
"2017","March","3","Street Maintenance","PW (SM)-Alley Cutting","3","2017-03-01T00:00:00.000"
"2017","June","6","Shelby County","SCHD-Living Conditions","3","2017-06-01T00:00:00.000"
"2019","May","5","Solid Waste Management","SWM-Missing Lease Cart","8","2019-05-01T00:00:00.000"
"2017","March","3","311","MCSC-Miscellaneous","2","2017-03-01T00:00:00.000"
"2018","April","4","Solid Waste Management","SWM-New Start Garbage Request","397","2018-04-01T00:00:00.000"
"2017","April","4","Engineering","EN-Drainage Improvement","1","2017-04-01T00:00:00.000"
"2018","April","4","Code Enforcement","CE-Open Storage and Furnishin","2","2018-04-01T00:00:00.000"
"2019","March","3","Shelby County","SCHD-Defective Plumbing","1","2019-03-01T00:00:00.000"
"2020","August","8","Drain Maintenance","PW (DM)-Drain Inlet Repair","2","2020-08-01T00:00:00.000"
"2019","January","1","Drain Maintenance","PW (DM)-Drain Ditches","2","2019-01-01T00:00:00.000"
"2017","February","2","Shelby County","SCHD-Living Conditions","2","2017-02-01T00:00:00.000"
"2019","February","2","Grounds Maintenance","CW-Miscellaneous","11","2019-02-01T00:00:00.000"
"2019","April","4","Solid Waste Management","SWM-Garbage Waiver Request","39","2019-04-01T00:00:00.000"
"2017","September","9","Engineering","EN-Sidewalk Inspection","12","2017-09-01T00:00:00.000"
"2018","February","2","Environmental Maintenance","EMI-Street Sinking","1","2018-02-01T00:00:00.000"
"2017","September","9","Engineering","EN-Railroad Inspection","2","2017-09-01T00:00:00.000"
"2017","January","1","Environmental Maintenance","EMI-Sewage Spill/Overflow","1","2017-01-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Illegal Dumping","55","2017-10-01T00:00:00.000"
"2019","May","5","Police Services","PD-Abandoned Vehicles","19","2019-05-01T00:00:00.000"
"2017","July","7","Shelby County","SCHD-Dirty Dog Yard","5","2017-07-01T00:00:00.000"
"2018","March","3","Environmental Maintenance","EMI-Sewer Backup","133","2018-03-01T00:00:00.000"
"2018","January","1","Engineering","EN-New Markings","2","2018-01-01T00:00:00.000"
"2019","April","4","Drain Maintenance","PW (DM)-Drain Inlet Repair","19","2019-04-01T00:00:00.000"
"2017","October","10","Grounds Maintenance","CW-Weeds Vacant Houses","243","2017-10-01T00:00:00.000"
"2017","October","10","Solid Waste Management","SWM-Missing Recycle Cart","66","2017-10-01T00:00:00.000"
"2019","March","3","Solid Waste Management","SWM-Recycle Bin Request","2","2019-03-01T00:00:00.000"
"2018","February","2","Street Maintenance","PW (SM)-Right of Way Weeds","6","2018-02-01T00:00:00.000"
"2019","January","1","Solid Waste Management","SWM-Picker Pile","2511","2019-01-01T00:00:00.000"
"2018","March","3","Solid Waste Management","SWM-Missing Lease Cart","8","2018-03-01T00:00:00.000"
"2019","November","11","Solid Waste Management","SWM-Garbage Missed","610","2019-11-01T00:00:00.000"
"2019","February","2","Police Services","PD-Quality of Life Issues","4","2019-02-01T00:00:00.000"
"2018","January","1","Grounds Maintenance","CW-Weeds Vacant Houses","8","2018-01-01T00:00:00.000"
"2017","August","8","Shelby County","SCHD-Food Establishment","1","2017-08-01T00:00:00.000"
"2018","August","8","311","TDOT – Miscellaneous","27","2018-08-01T00:00:00.000"
"2019","February","2","Fire Services","FS-Fire Hydrants","10","2019-02-01T00:00:00.000"
"2017","September","9","Solid Waste Management","SWM-Leased Cart Labeling","3","2017-09-01T00:00:00.000"
"2018","September","9","Engineering","EN-Railroad Inspection","1","2018-09-01T00:00:00.000"
"2017","January","1","Drain Maintenance","PW (DM)-Concrete Channel Lini","1","2017-01-01T00:00:00.000"
"2018","May","5","Police Services","PD-Abandoned Vehicles","1","2018-05-01T00:00:00.000"
"2018","November","11","Shelby County","SCHD-Living Conditions","3","2018-11-01T00:00:00.000"
"2018","January","1","Environmental Maintenance","EMI-Cave In","25","2018-01-01T00:00:00.000"
"2019","August","8","Solid Waste Management","SWM-Cart Repair","1110","2019-08-01T00:00:00.000"
"2018","January","1","Engineering","EN-Sidewalk Inspection","4","2018-01-01T00:00:00.000"
"2019","April","4","Street Maintenance","PW (SM)-Alley Debris","20","2019-04-01T00:00:00.000"
"2018","January","1","Street Maintenance","PW (SM)-Trees in Street","7","2018-01-01T00:00:00.000"
"2019","January","1","Drain Maintenance","PW (DM)-Cavity","19","2019-01-01T00:00:00.000"
"2017","October","10","Police Services","PD-Abandoned Vehicles","2","2017-10-01T00:00:00.000"
"2017","November","11","Grounds Maintenance","CW-Weeds Vacant Houses","28","2017-11-01T00:00:00.000"
"2020","September","9","Drain Maintenance","PW (DM)-CLAIM CAVITY","1","2020-09-01T00:00:00.000"
"2019","March","3","Engineering","EN-New Signs","7","2019-03-01T00:00:00.000"
"2017","September","9","Street Maintenance","PW (SM)-Edge of Street Damage","1","2017-09-01T00:00:00.000"
"2018","March","3","Street Maintenance","PW (SM)-Right of Way Weeds","8","2018-03-01T00:00:00.000"
"2019","August","8","Drain Maintenance","PW (DM)-Reset","3","2019-08-01T00:00:00.000"
"2018","February","2","Solid Waste Management","SWM-Illegal Dumping","50","2018-02-01T00:00:00.000"
