"resource_id","resource_name","resource_url","description","archived","format","type","runtime","subject_areas","authoring_organization","intended_audiences","record_modified","resource_revised"
"L001701112","PubMed Update for the Medical Library Association (MLA) 2020 Virtual Conference","https://www.nlm.nih.gov/oet/exhibits/mla/2020/PubMed_Update.html","Marie Collins from the National Library of Medicine provides a PubMed update for the Medical Library Association (MLA) 2020 Virtual Conference.","false","MP4 Video","Webinar","17","PubMed","National Library of Medicine","User","2020-07-27T00:00:00.000","2020-07-23T00:00:00.000"
"L001361112","PubMed and MedlinePlus: Consumer Health","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_2020_MedlinePlus.zip","Help consumers find research in PubMed using MedlinePlus","false","ZIP","SCORM Package","3","MedlinePlus; PubMed","National Library of Medicine","Trainer","2020-08-17T00:00:00.000","2020-04-02T00:00:00.000"
"L001381112","PubMed and MedlinePlus: Consumer health","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/consumer/index.html","Help consumers find research in PubMed using MedlinePlus","false","MP4 Video","Quick Tour","3","MedlinePlus; PubMed","National Library of Medicine","Trainer","2020-08-17T00:00:00.000","2020-04-02T00:00:00.000"
"L001261112","PubMed subject search: How it works","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/topic_how_it_works/index.html","A brief tutorial on how automatic term mapping and explosion enhance your PubMed search.","false","MP4 Video","Quick Tour","4","PubMed","National Library of Medicine","User; Trainer","2020-11-30T00:00:00.000","2020-11-30T00:00:00.000"
"L002703112","PubMed: Buscar artículos de una cita | PubMed: Search for articles from a citation (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/citation/index.html","Siga estas instrucciones para buscar artículos de una cita en PubMed.","false","MP4 Video","Quick Tour","2","PubMed","Office of Engagement and Training","User","2022-08-26T00:00:00.000","2022-08-11T00:00:00.000"
"L002702112","PubMed: Buscar artículos por autor | PubMed: Search for articles by author (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/author/index.html","Siga estas instrucciones para buscar artículos por autor.","false","MP4 Video","Quick Tour","2","PubMed","Office of Engagement and Training","User","2022-01-06T00:00:00.000","2022-01-06T00:00:00.000"
"L003084112","PubMed: Buscar artículos por revista","https://www.youtube.com/watch?v=x7ttXy5SXWY","Siga estas instrucciones para buscar artículos por revista en PubMed. Aprende más de PubMed en el seccion “Recursos en español” en la pagina PubMed Online Training: https://www.nlm.nih.gov/oet/ed/pubmed/.","false","MP4 Video","YouTube Video","2","PubMed; Other","National Library of Medicine","User; Trainer; Developer","2022-06-27T00:00:00.000","2022-06-15T00:00:00.000"
"L002705112","PubMed: Buscar artículos por revista | PubMed: Search for articles by journal (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/journal/index.html","Siga estas instrucciones para buscar artículos por revista en PubMed.","false","MP4 Video","Quick Tour","2","PubMed","Office of Engagement and Training","User","2022-06-13T00:00:00.000","2022-06-10T00:00:00.000"
"L003082112","PubMed: Buscar artículos sobre un tema","https://www.youtube.com/watch?v=7rBxVCOmnPk","Este video describe como buscar artículos sobre un tema en PubMed. Aprende más de PubMed en el seccion “Recursos en español” en la pagina PubMed Online Training: https://www.nlm.nih.gov/oet/ed/pubmed/.","false","MP4 Video","YouTube Video","1","PubMed; Other","Network of the National Library of Medicine","User; Trainer; Developer","2022-06-27T00:00:00.000","2022-06-03T00:00:00.000"
"L002706112","PubMed: Buscar artículos sobre un tema | PubMed: Search for articles about a topic (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/topic/index.html","Como buscar artículos sobre un tema en PubMed.","false","MP4 Video","Quick Tour","1","PubMed","Office of Engagement and Training","User","2022-06-03T00:00:00.000","2022-06-01T00:00:00.000"
"L002708112","PubMed: Buscar los últimos tratamientos para una enfermedad o trastorno | PubMed: Search for the latest treatments (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/treatment/index.html","Cómo buscar los últimos tratamientos para una enfermedad o trastorno en PubMed.","false","MP4 Video","Quick Tour","3","PubMed","Office of Engagement and Training","User","2022-01-06T00:00:00.000","2022-01-06T00:00:00.000"
"L002707112","PubMed: Cómo funciona | PubMed: How it Works (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/topic_how_it_works/index.html","Cómo funciona PubMed.","false","MP4 Video","Quick Tour","4","PubMed","Office of Engagement and Training","User","2022-01-06T00:00:00.000","2022-01-06T00:00:00.000"
"L00673080","PubMed: Find Articles by Author","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_2020_FindArticlesByAuthor.zip","How to search for an author in PubMed using the search box and Advanced Search (SCORM version).","false","ZIP","SCORM Package","2","PubMed","National Library of Medicine","Trainer; Developer","2020-01-22T00:00:00.000","2020-01-22T00:00:00.000"
"L003085112","PubMed: Find Articles by Journal","https://www.youtube.com/watch?v=Y00YwzgWvaw","A brief tutorial on how to find articles from a journal using PubMed.. For more educational materials on PubMed, see PubMed Online Training at https://www.nlm.nih.gov/oet/ed/pubmed/.","false","MP4 Video","YouTube Video","2","PubMed; Other","National Library of Medicine","User; Trainer; Developer","2022-06-27T00:00:00.000","2022-06-15T00:00:00.000"
"L00679080","PubMed: Find Articles by Journal","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/journal/index.html?_gl=1*1x4p1ll*_ga*MTAxOTE2Mzg1Mi4xNjE3MTIzNjE5*_ga_P1FPTH9PL4*MTY1NzI3OTQ0Ny42NS4xLjE2NTcyODAwOTcuMA..","How to search for a journal in PubMed (SCORM version).","false","ZIP","SCORM Package","2","PubMed","Office of Engagement and Training","Trainer; Developer","2022-07-08T00:00:00.000","2022-02-07T00:00:00.000"
"L00674080","PubMed: Find Articles from a Citation","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesFromCitation.zip","Find an article from the author, journal source, publication date or other citation data using PubMed (SCORM version).","false","ZIP","SCORM Package","3","PubMed","Office of Engagement and Training","Trainer; Developer","2022-08-26T00:00:00.000","2022-08-08T00:00:00.000"
"L00681080","PubMed: Find Articles on a Topic","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_FindArticlesOnTopic.zip","How to craft a simple topic search of PubMed (SCORM version).","false","ZIP","SCORM Package","2","PubMed","Office of Engagement and Training","Trainer; Developer","2022-07-08T00:00:00.000","2022-06-01T00:00:00.000"
"L001241112","PubMed: Find articles by author","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/author/","A brief tutorial on how to find articles by an author using PubMed.","false","MP4 Video","Quick Tour","2","PubMed","National Library of Medicine","User","2020-08-17T00:00:00.000","2020-01-22T00:00:00.000"
"L001243112","PubMed: Find articles by journal","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/journal/","A brief tutorial on how to find articles from a journal using PubMed.","false","MP4 Video","Quick Tour","2","PubMed","National Library of Medicine","User","2022-06-13T00:00:00.000","2022-06-10T00:00:00.000"
"L001244112","PubMed: Find articles from a citation","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/citation/","A brief tutorial on how to find articles from citation information using PubMed.","false","MP4 Video","Quick Tour","2","PubMed","National Library of Medicine","User","2022-08-26T00:00:00.000","2022-08-08T00:00:00.000"
"L001242112","PubMed: Find articles on a topic","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/topic/","A brief tutorial on how to find articles on a topic using PubMed.","false","MP4 Video","Quick Tour","1","PubMed","National Library of Medicine","User","2022-06-03T00:00:00.000","2022-06-01T00:00:00.000"
"L003083112","PubMed: Find articles on a topic","https://www.youtube.com/watch?v=gErYwpoLcAg","A brief tutorial on how to find articles on a topic using PubMed. For more educational materials on PubMed, see PubMed Online Training at https://www.nlm.nih.gov/oet/ed/pubmed/.","false","MP4 Video","YouTube Video","1","PubMed; Other","National Library of Medicine","User; Trainer; Developer","2022-06-27T00:00:00.000","2022-06-03T00:00:00.000"
"L00683080","PubMed: Find the Latest Treatments for a Disease","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_2020_FindLatestTreatments.zip","How to quickly find articles about treatment for a disease using PubMed (SCORM version).","false","ZIP","SCORM Package","2","PubMed","Office of Engagement and Training","Trainer; Developer","2021-07-27T00:00:00.000","2021-07-01T00:00:00.000"
"L001245112","PubMed: Find the latest treatments for a disease or disorder","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/treatment/","A brief tutorial on how to find the latest treatments for a disease or disorder using PubMed.","false","MP4 Video","Quick Tour","2","PubMed","National Library of Medicine","User","2021-07-27T00:00:00.000","2021-07-27T00:00:00.000"
"L00677080","PubMed: Get the Full Text of an Article","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_2020_GetFullText.zip","How to link to the full text from PubMed (SCORM version).","false","ZIP","SCORM Package","2","My NCBI; PubMed","Office of Engagement and Training","Trainer; Developer","2020-08-17T00:00:00.000","2020-01-22T00:00:00.000"
"L001246112","PubMed: Get the full text for an article","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/fulltext/index.html","A brief tutorial on how to get the full text for an article cited in PubMed.","false","MP4 Video","Quick Tour","2","PubMed","National Library of Medicine","User","2020-08-17T00:00:00.000","2020-01-23T00:00:00.000"
"L002701112","PubMed: Guardar búsquedas y configurar alertas por correo electrónico | PubMed: Save searches and set up e-mail alerts (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/alerts/index.html","Siga estas instrucciones para crear una alerta.","false","MP4 Video","Quick Tour","2","PubMed","Office of Engagement and Training","User","2022-01-06T00:00:00.000","2022-01-06T00:00:00.000"
"L002704112","PubMed: Obtener el texto completo de un artículo | PubMed: Obtain the full text of an article (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours-SP/fulltext/index.html","Como obtener el texto completo de un artículo de PubMed.","false","MP4 Video","Quick Tour","2","PubMed","Office of Engagement and Training","User","2022-01-06T00:00:00.000","2022-01-06T00:00:00.000"
"L00680080","PubMed: Save Searches and Set E-mail Alerts","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/scorm/PubMed_2020_SaveSearchesEmailAlerts.zip","How to save a search and email search results in PubMed (SCORM version).","false","ZIP","SCORM Package","2","My NCBI; PubMed","Office of Engagement and Training","Trainer; Developer","2020-08-17T00:00:00.000","2020-01-22T00:00:00.000"
"L001247112","PubMed: Save searches and set e-mail alerts","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/alerts/index.html","A brief tutorial on how to get alerts for articles on a topic using PubMed.","false","MP4 Video","Quick Tour","2","PubMed","National Library of Medicine","User","2020-01-27T00:00:00.000","2020-01-23T00:00:00.000"
"L001721112","PubMed: Using the Advanced Search Builder","https://www.nlm.nih.gov/oet/ed/pubmed/quicktours/advanced/index.html","Learn to use PubMed's Advanced Search features to refine your search with the example of a publication date range; and find journal and author names using the autocomplete feature.","false","MP4 Video","Quick Tour","3","PubMed","National Library of Medicine","User","2020-07-23T00:00:00.000","2020-07-23T00:00:00.000"
"L001865112","PubPeer","https://pubpeer.com/","An online Journal club","false","HTML","Page",,"Preprints","External Organization","User","2022-05-25T00:00:00.000","2022-05-25T00:00:00.000"
"L002368112","Public Health Webinar Series","https://nnlm.gov/training/class-catalog/public-health-webinar-series","In this series of webinars, NNLM will host a guest speaker to discuss a health information topic relevant to the public health workforce.","false","HTML","Webinar Source Page",,"Public Health","Network of the National Library of Medicine","User; Trainer","2021-08-30T00:00:00.000","2021-04-23T00:00:00.000"
"L003081112","Qué hay en PubMed","https://www.youtube.com/watch?v=7qFBxZvZgpo","Este video describe el contenido de PubMed, incluye los procesos de selección de las revistas de MEDLINE y de PubMed Central. Aprende más de PubMed en el seccion “Recursos en español” en la pagina PubMed Online Training: https://www.nlm.nih.gov/oet/ed/pubmed/","false","MP4 Video","YouTube Video","5","PubMed; Other","National Library of Medicine","User; Trainer; Developer","2022-06-27T00:00:00.000","2022-05-24T00:00:00.000"
"L001765112","Reporting Preprints and Other Interim Research Products","https://grants.nih.gov/grants/guide/notice-files/NOT-OD-17-050.html","Guidance on citing preprints in applications, claiming as products of award, and posting preprints, including considerations in selecting preprint repositories.","false","HTML","Page",,"Preprints","National Library of Medicine","User","2020-09-10T00:00:00.000","2017-03-24T00:00:00.000"
"L002423112","Research Data Management (RDM) On Demand: Data Curation and Documentation","https://nnlm.gov/training/class/rdm-demand-data-curation-and-documentation","This introductory, four-hour, on-demand course describes the definition, types, and elements of data curation that are most important to document in research data management. Through readings, tutorials, videos, and hands-on scenarios you will learn about types of data, which data elements are important to document, and best-practices for file naming conventions.","false","HTML","On-Demand Course","240","Data Management; Data Science","Network of the National Library of Medicine","User; Trainer; Developer","2021-09-15T00:00:00.000","2021-04-30T00:00:00.000"
"L002422112","Research Data Management (RDM) On Demand: Data Security, Storage and Preservation","https://nnlm.gov/training/class/rdm-demand-data-security-storage-and-preservation","How do you keep data secure and preserved? This introductory, four-hour, on-demand course uses readings, tutorials, videos, and hands-on scenarios to show how to evaluate preservation needs of a dataset, identify appropriate data repositories for a given dataset, examine security/privacy issues with data, and explain how data policies affect data ownership, security, and storage.","false","HTML","On-Demand Course","240","Data Management; Data Science","Network of the National Library of Medicine","User; Trainer; Developer","2021-09-15T00:00:00.000","2021-04-30T00:00:00.000"
"L002369112","Research Data Management (RDM) On Demand: Data Sharing and Publishing","https://nnlm.gov/training/class/rdm-demand-data-sharing-and-publishing","What are the FAIR data principles, and how do they relate to research reproducibility? This introductory, four-hour, on-demand course describes principles and challenges of data sharing, as well as data sharing incentives, open data, data citations, and data journals. Through readings, tutorials, videos, and hands-on scenarios you will increase your knowledge about data sharing and publishing.","false","HTML","On-Demand Course","240","Data Management; Data Science","Network of the National Library of Medicine","User; Trainer; Developer","2021-09-15T00:00:00.000","2021-04-30T00:00:00.000"
"L002421112","Research Data Management (RDM) On Demand: Open Science and Data Science","https://nnlm.gov/training/class/rdm-demand-open-science-and-data-science","What is open science, and how does it differ from data science, and research data management? How can library staff support data science in their own work? This introductory, four-hour on-demand course introduces the concepts of open science, data science and research data management through readings, tutorials and videos. After taking this course, you will be able to describe the differences between research data management (RDM), data science, and open science, articulate how open science supports research integrity and reproducibility, and list ways librarian staff can support data science.","false","HTML","On-Demand Course","240","Data Management; Data Science","Network of the National Library of Medicine","User; Trainer; Developer","2021-09-15T00:00:00.000","2021-04-30T00:00:00.000"
"L001864112","Review Commons","https://www.reviewcommons.org/","Independent peer review before journal submission.","false","HTML","Page",,"Preprints","External Organization","User","2022-05-25T00:00:00.000","2022-04-25T00:00:00.000"
"L001671112","Rural Health Resources","https://nnlm.gov/training/class-catalog/rural-health-resources","Evidence shows that there are marked health disparities between those living in rural areas versus their urban counterparts. Not only do rural residents suffer from higher incidence of chronic illness, they also have limited access to primary care services and are more likely to be uninsured or under-insured. This webinar will describe hallmarks of rural America, identify access challenges of living in rural communities, and equip participants with tools to service the health information needs of those living in rural communities. We will explore websites from the National Library of Medicine, U.S. Department of Agriculture Economic Research Service, Rural Health Information Hub and the Robert Wood Johnson Foundation. The origins of each website will be explained. Each of the websites contain consumer-level information and offers an opportunity for data downloads. The downloads will be demonstrated. These resources are relevant to nurses, librarians, public health workers, allied healthcare professionals, educators, faith- and community-based organizations.","false","HTML","Webinar Source Page","60","Consumer Health","Network of the National Library of Medicine","User","2022-02-18T00:00:00.000","2021-11-18T00:00:00.000"
"L003229112","RxNorm","https://lor.nnlm.gov/op/op.Download_Share.php?documentid=4234","A standardized vocabulary for human prescription drugs and certain over-the-counter medications available in the United States. RxNav is a browser that allows people to find drugs in RxNorm using various names and codes. This brief guide to RxNorm and RxNav is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.","false","PDF","Pamphlet",,"Drugs and Chemicals; Other","National Library of Medicine","Trainer","2022-08-17T00:00:00.000","2022-08-12T00:00:00.000"
"L001903112","SPHERES Webinar, NCBI Submission & Annotation for SARS-CoV-2","https://youtu.be/Gr20D_NcWPg","Lydia, Eric, Linda, Yuriy and Eneida from NCBI give a detailed overview of SARS-CoV-2 sequence submission and annotation, including the VADR annotation pipeline, GenBank batch submissions, and SRA upload processes.","false","MP4 Video","YouTube Video","55","Genetics and Molecular Biology; Bioinformatics; Data Science","Training Team, NCBI","User","2020-12-01T00:00:00.000","2020-11-04T00:00:00.000"
"L002101112","SPHERES Webinar: NCBI STAT/Host Removal","https://www.youtube.com/watch?v=qumHxte3gqs","Chris O'Sullivan and Ken Katz from NCBI present a pre-submission tool for SRA data that screens for human contamination.","false","MP4 Video","YouTube Video","45","My NCBI; Other","Training Team, NCBI","User; Trainer","2021-04-28T00:00:00.000","2021-03-03T00:00:00.000"
"L001905112","SciENcv for NSF Users: Biographical Sketches","https://youtu.be/hOzltEU0HXw","This is a minor update to the original video published March 26, 2020. The update begins at 2:52. This video focuses on features in SciENcv that help you create, share, and maintain NSF approved biographical sketches, and these can be used for proposal submission.","false","MP4 Video","YouTube Video","6","My NCBI; Data Management","Training Team, NCBI","User","2020-12-01T00:00:00.000","2020-11-19T00:00:00.000"
"L001526112","SciENcv for NSF Users: Biographical Sketches","https://www.youtube.com/watch?v=nk7qlbele0k","This video focuses on features in SciENcv that help you create, share, and maintain NSF approved biographical sketches, and these can be used for proposal submission.","false","MP4 Video","YouTube Video",,"SciENcv","Training Team, NCBI","User","2020-06-17T00:00:00.000","2020-03-26T00:00:00.000"
"L001523112","SciENcv for NSF Users: Current and Pending Support","https://www.youtube.com/watch?v=bhWQYvEEtJs&t=3s","This video focuses on features in SciENcv that help you create, share, and maintain NSF approved Current and Pending Support format, which can be used for proposal submission.","false","MP4 Video","YouTube Video",,"SciENcv","Training Team, NCBI","User","2020-06-17T00:00:00.000","2020-05-13T00:00:00.000"
"L001661112","Searching LactMed and LiverTox for Drug Effects","https://youtu.be/e_gmqeYCS5k","For health sciences librarians looking for resources on the effects of drugs, the National Library of Medicine maintains two relevant databases: LactMed and LiverTox. Both of these databases are located in the NLM Bookshelf and are searchable through PubMed. This webinar will give a brief introduction to Bookshelf, LactMed and LiverTox. This webinar is part of the Health Sciences Libraries Series.","false","MP4 Video","YouTube Video",,"Bookshelf; Drugs and Chemicals","Network of the National Library of Medicine","User","2020-07-03T00:00:00.000","2020-06-26T00:00:00.000"
"L001281112","Searching by Structure in ChemIDplus","https://www.youtube.com/watch?v=dRUcW3YHlw8","Learn how to use the advanced structure search in ChemIDplus.","false","MP4 Video","Quick Tour","4","Drugs and Chemicals","Network of the National Library of Medicine","User","2020-11-12T00:00:00.000","2017-10-08T00:00:00.000"
"L00510080","Semantic MEDLINE: An Advanced Information Management Application for Biomedicine","https://www.nlm.nih.gov/oet/ed/mesh/semantic_medline.html","Marcelo Fiszman, Lister Hill Center for Biomedical Communications, describes Semantic MEDLINE, a tool for exploring semantic relationships in MEDLINE","false","MP4 Video","Video Tutorial","16","MEDLINE; Medical Subject Headings (MeSH); Unified Medical Language System (UMLS)","Office of Engagement and Training","User; Developer","2021-07-29T00:00:00.000","2017-06-21T00:00:00.000"
"L001841112","Sherpa Romeo","https://v2.sherpa.ac.uk/romeo/","Sherpa Romeo aggregates and analyses publisher open access policies from around the world and provides summaries of publisher copyright and open access archiving policies on a journal-by-journal basis.","false","HTML","Site",,"Preprints","External Organization","User","2022-05-25T00:00:00.000","2022-05-18T00:00:00.000"
"L000627112","Submitting Data to NCBI","https://ftp.ncbi.nlm.nih.gov/pub/factsheets/HowTo_Submission_FlowCharts.pdf","NCBI databases accept many types of data from biomedical research projects. These range from biological sequences, microarray data, chemical substances and their biological activities, to complete scientific manuscripts. Since each of these diverse data types has unique requirements, NCBI has specialized submission processes for each one. This handout provides a quick guide to NCBI data submission.","false","PDF","Pamphlet",,"Genetics and Molecular Biology; Bioinformatics","Training Team, NCBI","User","2022-05-10T00:00:00.000","2014-12-31T00:00:00.000"
"L001842112","TRANSPOSE preprint policy records","https://transpose-publishing.github.io/#/","TRANSPOSE is a grassroots initiative aiming to crowdsource a list of journal policies for (1) open peer review, (2) co-reviewer involvement, and (3) pre-printing","false","HTML","Page",,"Preprints","External Organization","User","2022-02-28T00:00:00.000","2022-02-28T00:00:00.000"
"L00141080","The NCBI LinkOut information for Libraries resource","https://www.ncbi.nlm.nih.gov/projects/linkout/doc/liblinkout.html","List of LinkOut resources from NCBI.","false","HTML","Page",,"Library LinkOut","Training Team, NCBI","User","2021-02-09T00:00:00.000","2019-11-14T00:00:00.000"
"L002041112","The NIH Common Data Elements (CDE) Repository","https://youtu.be/pmdeDGHmYUc","Structured human and machine-readable definitions of data elements recommended or required by NIH institutes and centers.","false","MP4 Video","YouTube Video","1","Health Services Research; Data Management; Common Data Elements (CDE)","National Library of Medicine","User; Trainer","2021-04-30T00:00:00.000","2021-04-13T00:00:00.000"
"L001764112","The NIH Preprint Pilot: A New Experiment for a New Era","https://nlmdirector.nlm.nih.gov/2020/06/09/the-nih-preprint-pilot-a-new-experiment-for-a-new-era/","Announcement of pilot from NLM Director’s blog, Musings on the Mezzanine.","false","HTML","Page",,"Preprints","National Library of Medicine","User","2020-09-10T00:00:00.000","2020-06-09T00:00:00.000"
"L001906112","The New dbGaP Study Config Web Form","https://www.youtube.com/watch?v=qtx6OTXzmVg","This is a brief introduction to a new web form in the dbGaP Submission Portal that helps to streamline dbGaP submissions. The Study config web form became available in Fall 2020.","false","MP4 Video","YouTube Video","2","Bioinformatics; Clinical Medicine; Data Science","Training Team, NCBI","User","2020-12-01T00:00:00.000","2020-10-20T00:00:00.000"
"L000910112","The Pieces of Systematic Review with Margaret Foster","https://youtu.be/EK3UCvMO594","Join us for the revamped Pieces of Systematic Review with Margaret Foster series! This second run of the original series will provide more practical examples for conducting each step of a systematic review as well as look at other types of reviews. Sessions will occur on the third Thursday of every month from 1pm - 2:30pm CT. The first webinar will highlight the following topics:Thursday, January 17, 2019 - Plan: Developing your topic, framing the question, selecting a standard and output","false","MP4 Video","Webinar","87","Images","Network of the National Library of Medicine","User","2020-06-16T00:00:00.000","2020-06-16T00:00:00.000"
"L001562112","Tips for Customizing Gene Track Displays in NCBI Graphical Sequence Viewers","https://www.youtube.com/watch?v=aay2fcJ2ZXE","Learn how easy it is to change the display of Gene features in NCBI's graphical sequence viewers, such as the display in Gene, and the GDV (Genome Data Viewer).","false","MP4 Video","YouTube Video",,"Genetics and Molecular Biology","Training Team, NCBI","User","2020-06-18T00:00:00.000","2019-03-06T00:00:00.000"
"L001201112","Tips for Using PubMed","https://www.nlm.nih.gov/oet/ed/pubmed/handouts/Tips_for_Using_PubMed_Factsheet_2021_English-508.pdf","A two-page handout on the very basics of PubMed.","false","PDF","Pamphlet",,"PubMed","Office of Engagement and Training","User; Trainer","2021-12-16T00:00:00.000","2021-11-30T00:00:00.000"
"L001421112","Tips for Using PubMed (version for editing)","https://www.nlm.nih.gov/oet/ed/pubmed/handouts/Tips_for_Using_PubMed_Factsheet_2021_English-508.docx","An editable version of a two-page handout on the very basics of PubMed.","false","MS Word","Course Materials",,"PubMed","National Library of Medicine","User; Trainer","2021-12-16T00:00:00.000","2021-11-30T00:00:00.000"
"L00498080","Tour de MedlinePlus en español","https://www.youtube.com/watch?v=LM7slL-sBlY","Únase a nosotros para ver un tour del sitio de MedlinePlus en español. Infórmese sobre cómo encontrar la información de salud que está buscando y cómo mantenerse informado con las últimas noticias de salud y bienestar","false","MP4 Video","YouTube Video","2","MedlinePlus","MedlinePlus Team, LO/PSD/RWS","User","2020-06-10T00:00:00.000","2015-09-01T00:00:00.000"
"L003261112","Tutorial de MedlinePlus para bibliotecarios y educadores en salud","https://www.nlm.nih.gov/oet/ed/medlineplus/tutorial_esp/story.html","MedlinePlus es el recurso principal de información de salud para el consumidor de la Biblioteca Nacional de Medicina de los Estados Unidos. Los bibliotecarios, maestros, profesionales de la salud, representantes de salud comunitaria, consejeros, promotores y otros educadores de la salud utilizan MedlinePlus para enseñar a las personas cómo encontrar información de salud para el consumidor de alta calidad, relevante y fácil de entender en inglés y español.","false","HTML","Tutorial",,"MedlinePlus","MedlinePlus Team, LO/PSD/RWS","User; Trainer","2022-09-01T00:00:00.000","2022-08-15T00:00:00.000"
"L00241080","UMLS Quick Start Guide","https://www.nlm.nih.gov/research/umls/quickstart.html","Includes online demonstrations, step-by-step instructions and more training materials","false","HTML","Page",,"Unified Medical Language System (UMLS); Terminology","UMLS Team, LO/BSD/MMS","User","2020-12-28T00:00:00.000","2015-09-15T00:00:00.000"
"L00659080","UMLS REST API: Authentication and Calling","https://www.nlm.nih.gov/research/umls/user_education/quick_tours/UTS-API/UTS_REST_API_Authentication.html","A video tutorial showing how to authenticate credentials with the API Key in order to retrieve UMLS content using the UMLS REST API.","false","MP4 Video","Video Tutorial","5","Unified Medical Language System (UMLS); UTS; Terminology","UMLS Team, LO/BSD/MMS","User; Trainer; Developer","2020-12-28T00:00:00.000","2017-06-15T00:00:00.000"
"L00216080","Understanding Medical Words Tutorial","https://medlineplus.gov/medwords/medicalwords.html","This tutorial teaches you about medical words. You'll learn how parts of medical words are put together. You'll also find quizzes to check what you've learned.","false","HTML","Tutorial",,"Consumer Health","MedlinePlus Team, LO/PSD/RWS","User","2021-02-09T00:00:00.000","2020-03-06T00:00:00.000"
"L000648112","Unified Medical Language System (UMLS). MetamorphoSys. Create a Database Load Script.","https://www.nlm.nih.gov/research/umls/user_education/quick_tours/MMSys/databaseLoadScriptN.html","This tutorial demonstrates how to create a database load script within MetamorphoSys to load your UMLS Metathesaurus subset into a database.","false","MP4 Video","Video Tutorial","1","Unified Medical Language System (UMLS); UTS; Terminology","UMLS Team, LO/BSD/MMS","User; Trainer","2021-01-25T00:00:00.000","2018-06-14T00:00:00.000"
"L000645112","Unified Medical Language System (UMLS). MetamorphoSys. Rich Release Format (RRF) Browser: Limit a Search by Source.","https://www.nlm.nih.gov/research/umls/user_education/quick_tours/MMSys/limitSearchBySourceN.html","This tutorial demonstrates how to limit a search by specific sources within the MetamorphoSys RRF Browser.","false","MP4 Video","Video Tutorial","3","Unified Medical Language System (UMLS); Terminology","UMLS Team, LO/BSD/MMS","User; Trainer","2021-01-25T00:00:00.000","2018-05-03T00:00:00.000"
"L000642112","Unified Medical Language System. MetamorphoSys: Creating Subsets.","https://www.nlm.nih.gov/research/umls/user_education/quick_tours/MMSys/CreateSubsetsN.html","MetamorphoSys provides users with several options for creating predefined and customized UMLS subsets.  This tutorial discusses and demonstrates how to use these options to create a custom subset.","false","MP4 Video","Video Tutorial","6","Unified Medical Language System (UMLS); Terminology","UMLS Team, LO/BSD/MMS","User; Trainer; Developer","2021-01-25T00:00:00.000","2018-06-21T00:00:00.000"
"L000644112","Unified Medical Language System. UMLS Metathesaurus License. Appendix 1: UMLS Source Vocabularies.","https://www.nlm.nih.gov/research/umls/user_education/quick_tours/UMLS_License/appendix1SourcesN.html","A tutorial explaining the contents of the UMLS Metathesaurus License Agreement Appendix 1 and source vocabulary usage restrictions.","false","MP4 Video","Video Tutorial","5","Unified Medical Language System (UMLS); UTS; Terminology","UMLS Team, LO/BSD/MMS","User; Trainer","2018-06-26T00:00:00.000","2018-06-14T00:00:00.000"
"L000861112","Updating your DOCLINE Account","https://www.nlm.nih.gov/docline/doclinehelp/tutorials/video_docline_account_6_3_video/DoclineAccount_6_3_1080p.mp4","Tutorial on setting up Google login for DOCLINE.","false","MP4 Video","Quick Tour","4","DOCLINE","Office of Engagement and Training","User","2022-03-31T00:00:00.000","2020-03-03T00:00:00.000"
