"name","description","feature","year","classification","latitude","longitude","location"
"Kirkness Park","This park is located in the Kirkness neighbourhood and has an area of 3.04 ha. See Kirkness.","Park","1986",,"53.6123817","-113.3889217","POINT (-113.3889217 53.6123817)"
"Dr. Wilbert McIntyre Park","Dr. Wilbert McIntyre (1867-1909) was the first member of parliament for Strathcona. When McIntyre died in 1909, his constituents collected donations and built a Commemorative fountain in the middle of 104 Street at 83 Avenue. This fountain was destroyed when a car crashed into it in 1952. A replica fountain, paid for by donations to the Old Strathcona Foundation, was erected in this park in 1991. The Dr. Wilbert McIntyre Park, in the Strathcona neighbourhood, has an area of 0.21 ha. See McIntyre Industrial.","Park","1989",,"53.5193643","-113.4970455","POINT (-113.4970455 53.5193643)"
"Gurdwara Road","A gurdwara, which translates into ""house of God,"" is the Sikh place of worship. There are four gurdwaras in Edmonton, two of which are located in the Mill Woods area. To celebrate the tercentennial of the founding of the Sikh order of Khalsa, a portion of Mill Woods Road East and Mill Woods Road South that connects the two gurdwaras was named Gurdwara Road.","Road","1999",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"McLeod Park","This park is in the McLeod neighbourhood and has an area of 1.01 ha. See McLeod.","Park","1987",,"53.6073949","-113.432099","POINT (-113.432099 53.6073949)"
"Avonmore","Algernon William Yelverton, Viscount Avonmore was an Irish peer and adventurer who stopped in Edmonton en route to his 1897 expedition to the Klondike Gold Rush. During the mid-1950s, parts of Avonmore were also called the Avonmore Addition.","Neighbourhood","1954","Commemorative (Irish Adventurere)","53.5100946","-113.4525096","POINT (-113.4525096 53.5100946)"
"Jackie Parker Recreation Area","Jackie Parker (b. 1932) was a legendary football player with the Edmonton Eskimos. He was born in Tennessee and signed as a player with the Eskimos in 1954. At that year's Grey Cup game Parker recovered a fumble during the last minutes of play, ran for a touchdown that tied the game, and the Eskimos won 26-25. Parker led the team to three Grey Cups in the mid-1950s; collected three Schenley awards as the league's most outstanding player in 1957, 1958 and 1960; was voted all-star for nine consecutive years from 1954 to 1962; and won most valuable player in the west for seven of the nine years he played for the Eskimos. Parker was traded in 1962 but later returned to Edmonton as a radio colour commentator. In 1978 he was selected the Canadian Football League's most outstanding player of the past quarter century. Parker rejoined the Edmonton Eskimos in 1983 as head coach. He retired in 1987 and that same year was inducted into the Canadian Sports Hall of Fame. The Jackie Parker Recreation Area is located in the Mill Woods area and covers an area of 24.69 ha.","Park","1989",,"53.4819826","-113.4291551","POINT (-113.4291551 53.4819826)"
"Pylypow Road","See Pylypow Industrial.","Road","1974",,"53.4949616","-113.4081663","POINT (-113.4081663 53.4949616)"
"Garneau Park","Garneau Park is in the Garneau neighbourhood and has an area of 0.63 ha. See Garneau.","Park","1984",,"53.5193843","-113.5137317","POINT (-113.5137317 53.5193843)"
"Blackburn Close","John Hiram Blackburn (1896-1972) was an accomplished pilot and businessman. Blackburn was born in Pennsylvania and in 1911 came with his family to Alberta. During WWI Blackburn trained as a pilot but did not see active duty. In 1930 he earned his private pilot's licence and went on to serve in WWII. Blackburn won the 1948 Webster Memorial Trophy as Canada's top amateur pilot. He began working as an insurance agent in 1930 and was named president of the Life Insurance Underwriters Association of Canada in 1962. Blackburn was the author of two books, The Blackburn Story and Land of Promise.","Road","1991","Commemorative (local)","53.430149","-113.496463","POINT (-113.496463 53.430149)"
"Hooper Crescent","Staff Insp. Stanley G. Hooper served as an Edmonton police officer for 45 years. Born in England, Hooper came to Edmonton in 1924. Two years later he enlisted with the Royal Canadian Mounted Police and was stationed in the Northwest Territories. In 1928 he joined the city police. After serving in WWII, he returned to the force. Hooper retired in 1971.","Road","1975",,"53.5862675","-113.389109","POINT (-113.389109 53.5862675)"
"Dominion Industrial","In the early 1900s, this area was developed for residential use and called Dominion Park. Decades later, it was renamed Dominion and rezoned for industrial use. It is now known as Dominion Industrial. A dominion is a territory that is subject to a governmental authority. The British North America Act created the Dominion of Canada in 1867.","Neighbourhood","1957",,"53.5764203","-113.5743013","POINT (-113.5743013 53.5764203)"
"Rooney Crescent","Dr. R.A. Rooney (1890-1961) was a WWII veteran and professor of dentistry at the University of Alberta. He was born in Ontario and came to Alberta in 1906. After completing his education in the United States, Rooney returned to Alberta, moving to Edmonton and entering private practice in 1911. During WWII, he helped form the Canadian Dental Corps. Rooney joined the University of Alberta in 1942, and taught there for 15 years. This road was originally named Rooney Street.","Road","1979",,"53.4769999","-113.597932","POINT (-113.597932 53.4769999)"
"Cy Becker","Charles ""Cy"" Becker (1908-1965) was one of the pioneers of the transportation industry in Canada's North. Becker started his flying career as a pilot with the Royal Naval Air Service in WWI. He completed a law degree at the University of Alberta in 1923, and in 1929 formed the firm of Commercial Airways Limited with partner ""Wop"" May. From 1927 to 1932, Becker was associated with the Edmonton Flying Club. Around 1932 he established the Northern Waterways Company which provided transport on the Mackenzie River. Becker was appointed Queen's Council in 1946 and was police court crown prosecutor in Edmonton from 1931 to 1937.","Neighbourhood","1981",,"53.6332281","-113.4122612","POINT (-113.4122612 53.6332281)"
"Carlson Close","Nellie Mildred Carlson (b. 1927) was the first president of the Alberta group Indian Rights for Indian Women. She was born on the Saddle Lake Indian Reserve. After moving to Edmonton, Carlson lobbied the federal government to revise the Indian Act so that Aboriginal women who married non-Aboriginal or MÃƒÂ©tis men could retain their first Nation status. With the successful passage of Bill C-31, enacted in 1985, Aboriginal women regained band membership. Carlson was the recipient of the 1988 Persons Award.","Road","1990","Comemerative (After a local FN woman)","53.4665998","-113.580092","POINT (-113.580092 53.4665998)"
"Todd Landing","See Todd Court.","Road","2001",,"53.44885","-113.5710543","POINT (-113.5710543 53.44885)"
"Tegler Green","See Tegler Gate.","Road","2002",,"53.452722","-113.575015","POINT (-113.575015 53.452722)"
"Holgate Place","Bidwell A. Holgate (1877-1928) was a prominent lawyer and businessman. Originally from Ontario, Holgate moved to Edmonton in 1908 and became involved in the booming real estate and financial investment market. In 1909 he purchased John H. Hart's interest in the Magrath-Hart real estate company and, in 1911, the company was renamed the Magrath-Holgate Company.","Road","1997",,"53.4583607","-113.5995227","POINT (-113.5995227 53.4583607)"
"Westridge Road","See Westridge.","Road","1973",,"53.5085942","-113.6096391","POINT (-113.6096391 53.5085942)"
"Woodcroft Avenue","The roadway has been in existence since 1954. See Woodcroft.","Road","CU",,"53.5671331","-113.5578251","POINT (-113.5578251 53.5671331)"
"Victoria Park","This park is named for Queen Victoria (1819-1901). The majority of this park land was acquired by the City of Edmonton in 1912, at which time it was known as Hudson's Bay Company Flats. Developed as one of Canada's first municipal golf courses, it was renamed to Victoria Park after local women's groups petitioned City Hall to identify the park with a famous woman. Victoria Park Golf Course (formerly known as the Municipal Golf Course) is located within the park. Victoria Park is located south of the Oliver neighbourhood and has an area of 111.67 ha.","Park","1916",,"53.5320084","-113.5144173","POINT (-113.5144173 53.5320084)"
"McAllister Crescent","See Kathleen McAllister Park.","Road","2002",,"53.4298911","-113.5206455","POINT (-113.5206455 53.4298911)"
"Sifton Park","Arthur L. Sifton (1858-1921) was the premier of Alberta from 1910 to 1917. He was born in Canada West and practised law until he was elected under the Liberal Party banner to the territorial legislature for Banff in 1899. Sifton served on the Executive Council and was appointed territorial chief justice. In 1907 he became Alberta's first chief justice. In 1919, he resigned as premier and joined the federal Union government of Sir Robert Borden. Sifton held a number of portfolios, and in 1919 was part of the Canadian delegation at the Paris Peace Conference following WWI.","Neighbourhood","1972",,"53.5941579","-113.4060607","POINT (-113.4060607 53.5941579)"
"McQueen Park","This park is in the McQueen neighbourhood and has an area of 0.95 ha. See McQueen.","Park","1982",,"53.553371","-113.5709711","POINT (-113.5709711 53.553371)"
"Grand Trunk Park","This park is named after the Grand Trunk Pacific Railway. Grand Trunk Park is dedicated to the railway pioneers who helped develop Edmonton. It was informally known as Onion Park, apparently because the original property owner grew onions there in a large market garden. Grand Trunk Park is located in the Lauderdale neighbourhood and has an area of 16.27 ha.","Park","1962",,"53.5895269","-113.510937","POINT (-113.510937 53.5895269)"
"Liliput Park","The name of this park was chosen by local residents through a contest sponsored by the Ritchie Neighbourhood Improvement Committee. It may have been named for the fictional country of Lilliput in Jonathan Swift's satirical work, Gulliver's Travels. Liliput Park is located in the Ritchie neighbourhood and has an area of 0.21 ha.","Park","1980",,"53.5101777","-113.4792587","POINT (-113.4792587 53.5101777)"
"Falconer Road","See Falconer Heights.","Road","1989",,"53.4660503","-113.5921284","POINT (-113.5921284 53.4660503)"
"Greenfield","Herbert Greenfield (1867-1949), leader of the United Farmers of Alberta Party, was Premier of Alberta from 1921 to 1925. He was born in England and came to Alberta to homestead in 1906. After his retirement from politics, Greenfield became a successful businessman working in the oil industry. Greenfield neighbourhood is located in the Petrolia subdivision, the naming theme of which is the petroleum industry.","Neighbourhood","1962",,"53.4718805","-113.5262281","POINT (-113.5262281 53.4718805)"
"Rhatigan Road West","See Rhatigan Ridge.","Road","1979",,"53.4771344","-113.588572","POINT (-113.588572 53.4771344)"
"Hunter's Close","Vernon Harper Hunter (1906-1985) was part of the crew that drilled the famous Leduc No. 1 well on February 13, 1947, heralding the start of Alberta's oil boom. Born in Nanton, Alberta, and educated in Blairmore and Calgary, Hunter began a career in the oil patch after graduating from high school in 1923. Working for Imperial Oil, he was promoted to field superintendent in 1947, the year of the Leduc discovery. Hunter was manager of the drilling department at the time of his departure from Imperial Oil in 1967. He then established the company, V.H. Hunter & Associates, Drilling Consultants, from which he retired in 1977. Hunter was inducted into the Canadian Petroleum Hall of Fame in 1997.","Road","1996",,"53.4574829","-113.5960195","POINT (-113.5960195 53.4574829)"
"Knottwood Road West","See Knottwood.","Road","1974",,"53.446014","-113.461474","POINT (-113.461474 53.446014)"
"Webber Greens","George Alfred Webber (d. 1929) and his family raised Hereford cattle and lived in the Winterburn district in the early 1900s. Webber became a councillor of the district in 1912. In 1918, the family moved to Edmonton and the land was rented. They returned to the area in 1922, buying a farm near the Splan School (established in 1898), of which Webber was a trustee for several years. After George's death in 1929, the family continued to live on the farm until 1932, when it was sold to E.R. Lewis. Neighbourhoods in the Lewis Farms area are named after early pioneers, while the word ""Greens"" reflects the area's association with a local golf course.","Neighbourhood","2000",,"53.5322529","-113.6759055","POINT (-113.6759055 53.5322529)"
"Scona Road","Scona Road runs through an area in the Strathcona neighbourhood that is informally known as Scona (a shortened form of Strathcona). The road has also been known as Strathcona Road. In 1973, the Names Advisory Committe recommended that Strathcona Road be renamed to Scona Road, since the posted road sign conformed with local usage by identifying the road as Scona Road. See Strathcona.","Road","1973",,"53.531728","-113.4854972","POINT (-113.4854972 53.531728)"
"King Edward Park","This park is in the King Edward Park neighbourhood and has an area of 0.82 ha. See King Edward Park neighbourhood.","Park","1983",,"53.515735","-113.4529129","POINT (-113.4529129 53.515735)"
"Howson Crescent","William Robinson Howson (1883-1952) was chief justice of the Alberta supreme court. Howson was born in Ontario and came to Edmonton in 1910. After graduating from the University of Alberta, Howson served in WWI. He was elected to the Alberta Legislature in 1930, appointed justice of Alberta's Supreme Court in 1936, and in 1944 became chief justice.","Road","1975",,"53.5830928","-113.3808094","POINT (-113.3808094 53.5830928)"
"Edmonton","Edmonton is one of the oldest areas of “European” settlement in what is now the province of Alberta. Fort Edmonton was
established in 1795 as a fur trade post of the Hudson’s Bay Company (HBC). It was built as part of the HBC’s western
expansion during its competition for trade and influence with the rival firm, the North West Company (NWC). Fort
Edmonton was named for the English birthplace of Sir James Winter Lake. He was present at the meeting of the governors
of the HBC when it was decided to establish a fort on the North Saskatchewan River.

The first Fort Edmonton was built some 32 kilometres further down the North Saskatchewan from the current city, across
the river from present-day Fort Saskatchewan. For mutual protection, it was built in close proximity to the NWC’s post,
Fort Augustus, constructed earlier that same year. For a number of reasons, including the lack of readily available
firewood and threats by local Aboriginal groups, both companies abandoned this site in 1801, and moved to what is now
Rossdale, in downtown Edmonton. They stayed at this site for nine years and then, in 1810, moved to a spot at the
confluence of the North Saskatchewan River and White Earth Creek, about 15 kilometres east of the town of Smoky Lake,
northeast of present-day Edmonton. A number of forts, including NWC’s Fort Augustus, and the HBC’s Fort Edmonton were
relocated to this site. The forts shared the same stockade and were known as the Lower Terre Blanche Houses.

Another move occurred in the winter of 1813-1814, when this location was abandoned in favour of the site where the
Rossdale Power House now is situated. The third Forts Edmonton and Augustus became Fort Edmonton after 1821, when the
two companies merged under the HBC banner. Following a flood in 1825, Chief Factor John Rowand decided to rebuild
further above the flats. In 1830, the fortified trading post was located just below the present-day Province of
Alberta’s Legislature Buildings in Edmonton. The last buildings of this fort were demolished in 1915.

With the influx of settlers in the late 1800s, and its historical significance as a “gateway to the north,” Edmonton
prospered. In 1892 it was officially made a town and in October 1904 it was given the status of a city. Because of its
geographically central location and its political influence and connections, in 1906 Edmonton became the capital of the
newly created province of Alberta.

The name “Edmonton” is derived from the Anglo- Saxon Christian name Eadhelm and “tun” or “ton,” which means a “field” or
“enclosure.”","City","1795",,"53.5384453","-113.4950498","POINT (-113.4950498 53.5384453)"
"Mayfield Park","This park is in the Mayfield neighbourhood and has an area of 2.27 ha. See Mayfield.","Park","1982",,"53.5503973","-113.6095822","POINT (-113.6095822 53.5503973)"
"Emily Murphy Park Road","See Emily Murphy Park.","Road","1958",,"53.5328164","-113.5345303","POINT (-113.5345303 53.5328164)"
"Healy Road","Frank J. Healy (1890-1976) was the founder of Healy Motors. Born in Ontario, Healy came to Edmonton in the early 1920s. In 1927 he became a car salesman and in 1932 established Healy Motors. He retired in 1963.","Road","1981",,"53.4643527","-113.5973685","POINT (-113.5973685 53.4643527)"
"Harry Hardin Park","Harry F. Hardin (1899-1979) was a pharmacist and the owner of several drugstores. Born in Ukraine, Hardin came to Edmonton in 1912. He graduated from the University of Alberta in 1927. He operated a drugstore in Forestburg until 1938, then became the proprietor of a number of drugstores in Edmonton, retiring from business in 1972. The Harry Hardin Park is in the Fulton Place neighbourhood and has an area of 0.27 ha.","Park","1986",,"53.5426619","-113.4239842","POINT (-113.4239842 53.5426619)"
"Loewen Court","Joel I. Loewen (b. 1907) was born in Saskatchewan and began to study the piano at an early age. Later, his interest turned to the tuning and repair of pianos. In 1944 he moved west to work at the Edmonton division of Heintzman & Co., where he was put in charge of piano servicing. In 1955 Loewen became an independent tuner, servicing pianos at the University of Alberta's Department of Music and at radio and, later, television stations. Loewen was the first honorary member of the Alberta Piano Tuner Technicians' Association.","Road","1999",,"53.4564794","-113.5707044","POINT (-113.5707044 53.4564794)"
"Blackburne Creek Park","This 1.49-ha. park, in the Blackburne neighbourhood, is located near the Blackmud Creek. See Blackburne.","Park","1995","Descriptive","53.4285102","-113.5026848","POINT (-113.5026848 53.4285102)"
"Holyrood Road","See Holyrood.","Road","1953",,"53.5313241","-113.4530823","POINT (-113.4530823 53.5313241)"
"Duggan","Two-time mayor John Joseph Duggan (1868-1952) was born in Ontario and came to Strathcona in 1891. He went on to run a successful lumber yard. In 1899, the year that Strathcona was incorporated as a town, Duggan was elected as an alderman. He served as mayor in 1902 and 1903, and again from 1908 to 1910. Duggan neighbourhood is located on land once owned by John Duggan.","Neighbourhood","1961",,"53.470369","-113.5059944","POINT (-113.5059944 53.470369)"
"Hillview Park","This park is in the Hillview neighbourhood and has an area of 4.59 ha. See Hillview.","Park","1982",,"53.4701913","-113.4271704","POINT (-113.4271704 53.4701913)"
"Brennan Court","W. ""Daddy"" Brennan (b. 1871) worked for more than three decades for Edmonton's street railway. Born and raised in England, Brennan was 40 years old when he emigrated to Edmonton and took a position with the City of Edmonton's street railway. He brought to the job six years of experience working for the Stockport Street railway department in England. Brennan worked for the Edmonton's railway for 35 years, training almost every employee who joined the service.","Road","1999","Commemorative (local)","53.51663","-113.682132","POINT (-113.682132 53.51663)"
"Leger","Long-serving politician Edmund Hugh Leger (1927-1990) was first elected as a city councillor in 1959, and went on to serve for 25 years. In 1961 he made a failed bid for mayor, but returned to City Council in 1963 as an alderman. Although his political career was often controversial, Leger was considered to be the city's ""watchdog."" He entered politics accusing city officials of acting improperly and of accepting bribes. In particular, he charged Mayor Hawrelak with ""gross misconduct."" The mayor later resigned over the provincial inquiry into a number of questionable land sales in which he was involved. Leger's last term ended in 1986, when he lost his seat in the election.","Neighbourhood","1990",,"53.4587328","-113.5755643","POINT (-113.5755643 53.4587328)"
"Carter Crest","Robert I. Carter (1858-1931) was an agent for the Canadian government who advised Americans on their prospects as immigrants in Canada. In 1906, after numerous visits to Edmonton from his home in Ohio, he purchased a farm in what is now Terwillegar Park, naming it Riverside Farm. While Carter moved to Strathcona in 1910, his sons continued to work on the farm until 1946. Carter was active in the affairs of Strathcona, serving on the council for rural districts, as president of the Conservative Association of Strathcona and as a member of the Masonic Order. In 1923 Carter and his wife returned to the United States and lived in Long Beach, California, for the rest of their lives.","Neighbourhood","1981","Commemorative (Local)","53.4635407","-113.5799509","POINT (-113.5799509 53.4635407)"
"Bevington Place","See Bevington Close.","Road","1992","Commemorative (local)","53.513204","-113.686203","POINT (-113.686203 53.513204)"
"Grandview Heights","Strathcona was incorporated as a city in the spring of 1907. A month later, Premier A.C. Rutherford announced that a provincial university would be built there. Although this area was outside the Strathcona boundaries, it was subdivided in anticipation of the new city's rapid development and named Grand View Heights. The name probably refers to the view of the river valley and the ravine that border the area. In 1913 this area, as part of Strathcona, was annexed to Edmonton. Grandview Heights was officially adopted as the neighbourhood name in 1956.","Neighbourhood","1956",,"53.4995649","-113.5479052","POINT (-113.5479052 53.4995649)"
"Mary Burlie Park","Mary Burlie (1935-1996) was an outreach worker at the Boyle Street Cooperative. Born in Arkansas, Burlie came to Edmonton in 1969 with her Canadian husband, John Burlie, and their children. She soon began volunteer work at the Bissell Centre, an inner-city outreach facility. In 1972, she volunteered at the Boyle Street Community Service Co-operative (founded in 1971) and in 1973 was hired as staff. The Boyle Street centre helps the city's poorest residents and is run by a non-profit charitable society. Although Burlie never completed high school, she was considered a highly skilled counsellor and was recognized with awards from the Canadian Council for Inner City Education (1986), the YMCA Tribute to Women (1989), and the National Black Coalition (1990). Burlie was president of the Black Women's Association of Alberta (1986-1991) and president of Change For Children (1984-1990). She died in 1996 at the age of 61 from cancer. The Mary Burlie Park is located in the Boyle Street neighbourhood and has an area of 0.18 ha.","Park","1999",,"53.5486358","-113.4877486","POINT (-113.4877486 53.5486358)"
"Kaufman Way","This road is named in honour of Dr. Stanley and Carolyn (Reesor) Kaufman. Born in Ontario, Dr. Kaufman graduated from the University of Toronto in 1908. He then worked at London Hospital and graduated as a member of the Royal College of Surgeons of England. He married Carolyn Reesor in 1912, and they moved to Edmonton where Dr. Kaufman practised medicine for 51 years. Dr. Kaufman was one of the original members of the Alberta St. John Ambulance medical advisory board and was an instructor with the organization for 30 years. Carolyn Kaufman, also born in Ontario, was a painter and author who wrote and illustrated Historic Churches of Alberta and the Canadian Northwest. She was a member of the Alberta Society of Artists and served as president of the Federation of Canadian Artists. Both of the Kaufmans died  in 1968.","Road","1991",,"53.4677729","-113.3961958","POINT (-113.3961958 53.4677729)"
"Hairsine Park","This park is in the Hairsine neighbourhood and has an area of 2.46 ha. See Hairsine.","Park","1987",,"53.6044992","-113.3924088","POINT (-113.3924088 53.6044992)"
"Beaumaris Park","This park is in the Beaumaris neighbourhood, and has an area of 2.84 ha. See Beaumaris.","Park","1982","Commemorative (Irish Castle)","53.6169616","-113.4982734","POINT (-113.4982734 53.6169616)"
"Cloverdale","Cloverdale was named for the Clover Bar Road, which ran from this neighbourhood to Clover Bar. Clover Bar and Cloverdale are named after Thomas H. Clover, a pioneer who mined the North Saskatchewan for gold. The neighbourhood was originally called Gallagher Flats, after the landowner Cornelius Gallagher, who owned a meat store and was later a mayor of Edmonton. The name Cloverdale seems to have emerged in the 1930s. For instance, the local Bennett School Community League was renamed the Cloverdale Community League in 1934. Both Cloverdale and Gallagher Flats were used to refer to the district until the 1950s, when the name Cloverdale was used on maps and in the Henderson's Greater Edmonton Directory. See Clover Bar area.","Neighbourhood","CU",,"53.5374152","-113.4725986","POINT (-113.4725986 53.5374152)"
"Coronet Industrial","Before this neighbourhood was named Coronet, part of it was called Speedway. In 1956 city council approved the replotting of Avonmore Addition, Belleville Gardens and Broadview for industrial land use, and named it Coronet Industrial. A decade later, the boundaries were extended south of the Canadian National Railway tracks to the neighbourhood's present limits. The origin of the name Coronet is not recorded.","Neighbourhood","1957",,"53.491436","-113.4803578","POINT (-113.4803578 53.491436)"
"Walsh Crescent","W.L. Walsh (1857-1938) was the lieutenant-governor of Alberta from 1931 to 1935. Walsh was born in Simcoe, Canada West, and practised law in Ontario for three years before moving to Dawson City, Yukon, in 1900. In 1904 Walsh moved to Calgary and became senior partner in the firm of Walsh, McCarthy & Carson. He was appointed King's Counsel in 1903 and as an Alberta Supreme Court judge in 1912.","Road","1981",,"53.5057456","-113.6140818","POINT (-113.6140818 53.5057456)"
"Post Office Clock Tower","Construction of the Edmonton Post Office was completed in 1910. The four-faced clock tower on the southeast face of the building stood empty for nearly two years, until an English-made clock purchased at a cost of $1,000 was installed in 1912. In 1966 the new post office at 99 Street and 103A Avenue opened. The old post office was torn down in 1972, but the clock was preserved and now sits at the corner of 101A Avenue and 100 Street. The Post Office Clock Tower park marks the original location of the old post office. The park has an area of 0.26 ha. and is located in the Downtown  neighbourhood.","Park","1981",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"Meadows Industrial, The","See The Meadows.","Neighbourhood","CU",,"53.5001143","-113.3644954","POINT (-113.3644954 53.5001143)"
"Rutherford Place","See Rutherford.","Road","2001",,"53.424219","-113.5296","POINT (-113.5296 53.424219)"
"Oldman Creek","Oldman Creek, located within the city limits, is said to have been named after the local Old Man's Knoll, over which a historic trail passed from Edmonton to Fort Garry. The Oldman Creek Nursery is located in this area. The name of Oldman Creek was noted as early as 1882 by the Dominion Lands Survey.","Creek","CU",,"53.5643336","-113.2583836","POINT (-113.2583836 53.5643336)"
"Huff Bremner Estate Industrial","This area was once a portion of the Huff Estate and the Bremner Estate. Warren Huff founded W.P. Huff's Dairy (located at 127 Street and 112 Avenue) in 1907. He changed the name to Huff's Jasper Dairy in 1914 and the next year moved the business to the Jasper Place area (now Crestwood and West Jasper Place neighbourhoods). Thomas Logan owned section 11-53-25-W4 in the 1880s, having acquired it under the Western Lands Grant program. This section included the land which was named Bremner Estate in about 1912. The origin of the name Bremner is not recorded, although a James C.C. Bremner was an early landowner in the immediate vicinity.","Neighbourhood","CU",,"53.5651321","-113.5734571","POINT (-113.5734571 53.5651321)"
"Picard Drive","J. Laurier Picard (1907-1983) was an educator with nearly 50 years of service to the separate school board. Picard was born in Edmonton and received his post-secondary education at the Edmonton campus of Laval University (present-day FacultÃƒÂ© St-Jean). Beginning in 1924, he taught throughout Alberta. From 1930 to 1972 he was a teacher, assistant principal, principal and administrator for Edmonton's Catholic school system. Following his retirement, Picard was elected as a separate school trustee in 1974, and was reelected in 1977. Laurier's father, Joseph Henri, was the first chairman of the Edmonton separate school board and served on the board for 25 years. Picard Drive is in the Potter Greens neighbourhood.","Road","1991",,"53.518643","-113.673634","POINT (-113.673634 53.518643)"
"Twin Brooks Cove","See Twin Brooks.","Road","1990",,"53.4404449","-113.530873","POINT (-113.530873 53.4404449)"
"Jenner Cove","Manitoba-born Frederick Thomas Jenner (1909-1976) was a WWII veteran and a successful businessman. In 1929 he began working for General Motors in Alberta. In 1951, after serving in WWII, Jenner opened his own dealership, Jenner Motors, in Edmonton. He retired from the Canadian Army as a brigadier in 1954. He continued to run Jenner Motors until its sale in 1970. Jenner was a senator and chairman of the Board of Governors of the University of Alberta. In 1976 he was awarded an honorary doctorate of laws degree from University of Alberta. This road was originally named Jenner Road.","Road","1980",,"53.4869144","-113.4050913","POINT (-113.4050913 53.4869144)"
"Burgess Close","Cecil Scott Burgess (1870-1971) was born in Bombay and emigrated to Canada in 1903. In 1913 he joined the University of Alberta as professor of architecture, retiring in 1940. As resident architectural consultant to the university from 1913 to 1940, Burgess supervised the construction of the university's Arts and Medical Sciences buildings and designed and supervised the construction of Pembina Hall. He also opened an office for private practice and embarked upon a career as an architect and town planner. From 1929 to 1949, Burgess was a member of the Edmonton Town Planning Commission. The University of Alberta granted him the degree of Doctor of Laws Honoris Causa  in 1958.","Road","1988","Commemorative (local)","53.4697876","-113.5735539","POINT (-113.5735539 53.4697876)"
"Capilano Bridge","This bridge was built in 1969. See Capilano.","Bridge","1967","Commemorative (Locations in British Columbia)","53.5555907","-113.4385046","POINT (-113.4385046 53.5555907)"
"Silver Berry","This neighbourhood is in The Meadows area. The silver berry is a shrub that bears greyish-white berries.","Neighbourhood","1992",,"53.4612353","-113.3776607","POINT (-113.3776607 53.4612353)"
"Whiston Bay","See Whiston Wynd.","Road","1988",,"53.4958192","-113.6084366","POINT (-113.6084366 53.4958192)"
"Blackmud Creek","This neighbourhood is named after Blackmud Creek, which borders it along the south and east. It was first named Blackmud Creek neighbourhood in 1994, but later, in 1998, renamed Heritage Valley neighbourhood. After a request by developers, however, the name was changed back to Blackmud Creek. See Blackmud Creek creek.","Neighbourhood","1999","Descriptive (from Cree kaskitewaw asiskiy)","53.4204136","-113.5123913","POINT (-113.5123913 53.4204136)"
"Dunvegan Road","Dunvegan Road is located in an area that has been part of the city since the early 1900s, when it known as Dunvegan
Yards.The railway yard and depot of the Edmonton, Dunvegan and British Columbia (ED & BC) Railway were built here,
making Edmonton the southern terminus of the railway. Dunvegan, in the peace Peace Country, was a major point along the
line to British Columbia. Between 1915 and 1926 Dunvegan Yards even had a school - Dunvegan Yards School - for the
children of the employees of ED & BC Railway.

Dunvegan Yards played an important part as a staging point in the settlement of the Peace River District and Northern
Alberta. It was also the focal point for supplies and men coming from all over North America during the construction of
the Alaska Highway during WWII. In 1981 the Canadian National Railway (CNR) bought the land from the Northern Alberta
Railway Company (NAR). Three years later, Dunvegan became the area’s official name. Subsequently, Dunvegan became part
of the Athlone neighbourhood, and today Dunvegan Road is a reminder of the community’s long association with the
railway.

The name of Dunvegan was taken from a castle in Northern Scotland. Located on the Isle of Skye, the castle is the
ancestral home of the McLeod family and the oldest inhabited castle in the region. Archibald Norman McLeod of the
fur-trading North West Company is believied to have brought the name with him when he established Fort Dunvegan on the
Peace River in 1805.","Road","1994",,"53.5883135","-113.5574096","POINT (-113.5574096 53.5883135)"
"Gold Bar","This area was originally known as Gold Bar Farm. The name Gold Bar was in common usage when the neighbourhood was officially named in 1956. The name might be a reference to early prospectors who panned for gold along the North Saskatchewan River.","Neighbourhood","1956",,"53.5473505","-113.4108411","POINT (-113.4108411 53.5473505)"
"Montrose Park","This park is in the Montrose neighbourhood and has an area of 1.01 ha. See Montrose.","Park","1981",,"53.5725666","-113.4334062","POINT (-113.4334062 53.5725666)"
"Ramsay Ravine Park","This park is probably named after the ravine in which it is located. The two names-Ramsay Ravine Park and Ramsey Ravine-are different because the Names Advisory Committee recommended an incorrectly spelled name and provided incorrect history for the ravine. The Ramsay Ravine Park is located in the Glenora neighbourhood. See Ramsey Ravine.","Park","CU",,"53.4707047","-113.6260525","POINT (-113.6260525 53.4707047)"
"Robertson Way","See Robertson Close.","Road","2001",,"53.4207609","-113.5305939","POINT (-113.5305939 53.4207609)"
"Mill Woods Park","This 40.47-ha. park occupies most of the Mill Woods Park neighbourhood in which it is located, and after which it is named. See Mill Woods and Mill Woods Park neighbourhood.","Park","1980",,"53.4553582","-113.4405555","POINT (-113.4405555 53.4553582)"
"Josef Chelen Park","Josef Chelen (1896-1956) was a pioneer market gardener in the Beverly area. Chelen was born in Poland and immigrated to Edmonton in 1929. In 1932 Chelen moved to Beverly and in 1940 purchased 143 ha. of land in the area now known as Rundle Park. The Josef Chelen Park is in the Delwood neighbourhood and has an area of  0.62 ha.","Park","1983",,"53.5973202","-113.4470157","POINT (-113.4470157 53.5973202)"
