"building_number","public_asset_name","address","known_asbestos","asbestos_management_plan_in_place","latitude","longitude","location","geometry_point"
"869","Edmonton Valley Zoo #30 - Wolf House","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"521","Fort Edmonton Building #58 - St. Anthony's Church","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"940","William Nixon #5 - Storage","12950 - 9 Street NE","No","Yes","53.588095","-113.334348","
,  
(53.588095, -113.334348)","POINT (-113.334348 53.588095)"
"820","Southgate LRT Station","100 Southgate Station","No","Yes","53.5388803","-113.6157804","
,  
(53.5388803, -113.6157804)","POINT (-113.6157804 53.5388803)"
"163","O'leary Pool","8804-132 Avenue NW","Yes","Yes","53.592849","-113.476254","
,  
(53.592849, -113.476254)","POINT (-113.476254 53.592849)"
"498","Fort Edmonton Building #32 - NWMP Gun Shed","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"909","Waste Management - Grey's Recycling Facility","250 Aurum Road NE #440","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"249","Edmonton Valley Zoo #19 - Old MacDonalds Barn/Chicken Shelter","13315-Beuna Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"896","Waste Management - Leachate Treatment","250 Aurum Road NE #330","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"137","Kennedale Fleet Services Garage/Offices","12840-58 Street NW","No","Yes","53.5864839","-113.4323447","
,  
(53.5864839, -113.4323447)","POINT (-113.4323447 53.5864839)"
"12","Artifacts Centre","10542-Fort Hill Road NW","Yes","Yes","53.5245437","-113.505558","
,  
(53.5245437, -113.505558)","POINT (-113.505558 53.5245437)"
"291","Confederation Arena","11204 43 Avenue","Yes","Yes","53.4787119999999","-113.520398","
,  
(53.4787119999999, -113.520398)","POINT (-113.520398 53.4787119999999)"
"548","Fort Edmonton Building #93 - Train Garage/Shop","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"476","Fort Edmonton Building #9 - York Boat Picnic Shelter","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"610","Kingsway/Royal Alex Transit Centre","10519 - 111 Avenue NW","No","Yes","53.5588552","-113.5024225","
,  
(53.5588552, -113.5024225)","POINT (-113.5024225 53.5588552)"
"864","Edmonton Valley Zoo #25 - Old Train Station","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"889","Victoria Golf Course - Maintenance Building","12030 - River Valley Road NW","No","Yes","53.5340883999999","-113.5232979","
,  
(53.5340883999999, -113.5232979)","POINT (-113.5232979 53.5340883999999)"
"908","Waste Management - Construction and Demolitition Sorting","250 Aurum Road NE #800","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"103","Fire Station No.22","10124-123 Street NW","Yes","Yes","53.542211","-113.534595","
,  
(53.542211, -113.534595)","POINT (-113.534595 53.542211)"
"664","Old Man Creek - Greenhouse","53351 Range Rd 231 (Cloverbar Rd)","No","Yes",,,,
"211","Rundle Park - Wildcats Clubhouse","2903-113 Avenue NW","Yes","Yes","53.5662584","-113.3871508","
,  
(53.5662584, -113.3871508)","POINT (-113.3871508 53.5662584)"
"402","Clareview West Bus Terminal","100 LRT Station NW","No","Yes","53.5409322","-113.4900248","
,  
(53.5409322, -113.4900248)","POINT (-113.4900248 53.5409322)"
"631","Meadows Arena","2704 - 17 Street NW","No","Yes","53.4576722","-113.371192","
,  
(53.4576722, -113.371192)","POINT (-113.371192 53.4576722)"
"380","Castle Downs Transit Shelter","15445 - Castle Downs Road NW","No","Yes","53.6165759999999","-113.516392","
,  
(53.6165759999999, -113.516392)","POINT (-113.516392 53.6165759999999)"
"923","Whitemud Equine Centre - Riding Office","12505 Keillor Road NW","No","Yes","53.5036946","-113.5561087","
,  
(53.5036946, -113.5561087)","POINT (-113.5561087 53.5036946)"
"615","Louise McKinney Park - Shumka Stage","9529 Grierson Hill Road NW","No","Yes","53.5428937","-113.4805427","
,  
(53.5428937, -113.4805427)","POINT (-113.4805427 53.5428937)"
"51","Commercial Leased Building","9641-102A Avenue NW","Yes","Yes","53.5451027","-113.4847612","
,  
(53.5451027, -113.4847612)","POINT (-113.4847612 53.5451027)"
"525","Fort Edmonton Building #63 - Band Shell","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"849","Edmonton Valley Zoo #5 - Quarantine Building 2","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"815","Southwest Transit Yard - Fuel Facility","6607 - Gateway Boulevard NW","No","Yes","53.5030419","-113.4940361","
,  
(53.5030419, -113.4940361)","POINT (-113.4940361 53.5030419)"
"32","Central Roadway Maintenance Yard - Administration Office","10517-95 Street NW","Yes","Yes","53.5510275","-113.4794218","
,  
(53.5510275, -113.4794218)","POINT (-113.4794218 53.5510275)"
"649","Noortheast Transit Yard - Equipment Shop","13003 - 56 Street NW","No","Yes","53.5899839999999","-113.426539","
,  
(53.5899839999999, -113.426539)","POINT (-113.426539 53.5899839999999)"
"344","Edmonton Cemetery - Mausoleum","11820-107 Ave NW","No","Yes","53.551981","-113.526132","
,  
(53.551981, -113.526132)","POINT (-113.526132 53.551981)"
"800","Rundle Park - Pumphouse","2903 - 113 Avenue NW","No","Yes","53.5662584","-113.3871508","
,  
(53.5662584, -113.3871508)","POINT (-113.3871508 53.5662584)"
"874","Edmonton Valley Zoo #36 - Birds of Prey Exhibit","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"662","Northgate Transit Centre Shelter","9560 - 137 Avenue NW","No","Yes","53.6005145","-113.4897906","
,  
(53.6005145, -113.4897906)","POINT (-113.4897906 53.6005145)"
"363","Belvedere LRT Station","6010 - 129 Avenue NW 100 Belveder LRT Station","No","Yes","53.588283","-113.4330549","
,  
(53.588283, -113.4330549)","POINT (-113.4330549 53.588283)"
"59","Commercial Leased Building","9604 - 101A Avenue","Yes","Yes","53.5438864","-113.4830266","
,  
(53.5438864, -113.4830266)","POINT (-113.4830266 53.5438864)"
"530","Fort Edmonton Building #68 - Bank Of Montreal","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"881","Edmonton Valley Zoo #44 - Cafe","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"793","Riverbend Cabin","15515 - Whitemud Road NW","No","Yes","53.496164","-113.587483","
,  
(53.496164, -113.587483)","POINT (-113.587483 53.496164)"
"481","Fort Edmonton Building #14 - Tradesmen Quarters","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"174","Rainbow Valley - Yard Storage","13204-45 Avenue NW","No","Yes","53.4814061","-113.5537004","
,  
(53.4814061, -113.5537004)","POINT (-113.5537004 53.4814061)"
"466","Fire Station No.10","12735 - 101 Street NW","No","Yes","53.5854276","-113.4932237","
,  
(53.5854276, -113.4932237)","POINT (-113.4932237 53.5854276)"
"156","Mitchell Transit Garage","11904-154 Street NW","No","Yes","53.5713987","-113.5888096","
,  
(53.5713987, -113.5888096)","POINT (-113.5888096 53.5713987)"
"411","Commercial Leased Building","9137 - Jasper Avenue NW","No","Yes","53.5497017","-113.4741759","
,  
(53.5497017, -113.4741759)","POINT (-113.4741759 53.5497017)"
"255","Victoria Golf Course - Clubhouse","12030-River Valley Road NW","Yes","Yes","53.5340883999999","-113.5232979","
,  
(53.5340883999999, -113.5232979)","POINT (-113.5232979 53.5340883999999)"
"513","Fort Edmonton Building #47 - Daly's Drug Store","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"552","Fort Edmonton Building #98 - Blatchford Hangar","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"311","Edmonton Research Park Building #1","9403-9419 20 Avenue","Yes","Yes","53.4502586","-113.4743309","
,  
(53.4502586, -113.4743309)","POINT (-113.4743309 53.4502586)"
"242","Tweedle Place Tennis Building","8230-Mill Woods Road NW","Yes","Yes","53.4743635","-113.4559343","
,  
(53.4743635, -113.4559343)","POINT (-113.4559343 53.4743635)"
"72","Richard Paterson Garage","5710-86 Street NW","Yes","Yes","53.4928555","-113.455054","
,  
(53.4928555, -113.455054)","POINT (-113.455054 53.4928555)"
"929","William Hawrelak Park #3 - Boat Pavilion","9330 - Groat Road NW","No","Yes","53.5271128","-113.5475244","
,  
(53.5271128, -113.5475244)","POINT (-113.5475244 53.5271128)"
"563","Fort Edmonton Building #108 - Maintenance Yard Storage Container 4","6601 - 148 Street NW South of FOR206","No","Yes",,,,
"275","Stanley Milner Library","7 Sir Winston Churchill Square","Yes","Yes","53.542897","-113.4897586","
,  
(53.542897, -113.4897586)","POINT (-113.4897586 53.542897)"
"99","Fire Station No.17","15505 Castle Downs Road NW","Yes","Yes","53.6178389","-113.516882","
,  
(53.6178389, -113.516882)","POINT (-113.516882 53.6178389)"
"580","Highlands Library","6710 - 118 Avenue NW","No","Yes","53.5705787","-113.4450537","
,  
(53.5705787, -113.4450537)","POINT (-113.4450537 53.5705787)"
"153","Michael Cameron Arena","10404 - 56 Street NW","Yes","Yes","53.546603","-113.4237","
,  
(53.546603, -113.4237)","POINT (-113.4237 53.546603)"
"134","John Walter Boiler House","9100 Walterdale Hill NW","Yes","Yes","53.5261857","-113.5065533","
,  
(53.5261857, -113.5065533)","POINT (-113.5065533 53.5261857)"
"15","Beechmount Cemetery Administration Building","12420-104 Street NW","Yes","Yes","53.5801302","-113.4991063","
,  
(53.5801302, -113.4991063)","POINT (-113.4991063 53.5801302)"
"861","Edmonton Valley Zoo #21 - Chicken Coop","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"451","Emily Murphy Park - Maintenance Building","Emily Murphy Rd & Groat Rd","No","Yes",,,,
"78","Eastwood Community Police Station","11845-81 Street NW","Yes","Yes","53.5716344999999","-113.46508","
,  
(53.5716344999999, -113.46508)","POINT (-113.46508 53.5716344999999)"
"245","Edmonton Valley Zoo #3 - Old Winter Quarters","13315-Beuna Vista Road NW","Yes","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"540","Fort Edmonton Building #83 - Tom Thumb Mini Golf","6601 - 148 Street NW 1920 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"384","Central Roadway Maintenance Yard - Vehicle Storage","10517 - 95 Street NW","No","Yes","53.5510275","-113.4794218","
,  
(53.5510275, -113.4794218)","POINT (-113.4794218 53.5510275)"
"395","Churchill Square Centennial Pavilion","9930 - 102 Avenue NW","No","Yes","53.5437449","-113.4903025","
,  
(53.5437449, -113.4903025)","POINT (-113.4903025 53.5437449)"
"597","Kennedale Community Services East","12834 - 58 Street NW East Portion","No","Yes","53.586514","-113.433613","
,  
(53.586514, -113.433613)","POINT (-113.433613 53.586514)"
"697","Rainbow Valley - East Washroom","13204 - 45 Avenue NW","No","Yes","53.4814061","-113.5537004","
,  
(53.4814061, -113.5537004)","POINT (-113.5537004 53.4814061)"
"350","Airport Building #2 - Keillor Shed","12000 - 109 Street NW","No","Yes","53.5637179999999","-113.5092175","
,  
(53.5637179999999, -113.5092175)","POINT (-113.5092175 53.5637179999999)"
"645","NAIT LRT Electrical and Communication","11615 - 109 Street NW","No","Yes","53.5678739","-113.5067005","
,  
(53.5678739, -113.5067005)","POINT (-113.5067005 53.5678739)"
"430","Coronation ECO Station","11440 - 143 Street NW","No","Yes","53.563911","-113.568739","
,  
(53.563911, -113.568739)","POINT (-113.568739 53.563911)"
"545","Fort Edmonton Building #90 - Foundation House Garage 1","6601 - 148 Street NW","No","Yes","53.5132248","-113.5755126","
,  
(53.5132248, -113.5755126)","POINT (-113.5755126 53.5132248)"
"508","Fort Edmonton Building #42 - Kernohans Millinery","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"826","Stanley Milner Bus Shelter","7 Sir Winston Churchill Square","No","Yes","53.542897","-113.4897586","
,  
(53.542897, -113.4897586)","POINT (-113.4897586 53.542897)"
"812","Southwest Transit Yard - Aux Struct Shop","6907 - Gateway Boulevard NW","No","Yes","53.505652","-113.494221","
,  
(53.505652, -113.494221)","POINT (-113.494221 53.505652)"
"358","Ambleside Yard Office Trailer","14320 - Ellerslie Road SW","No","Yes","53.4276229","-113.571327","
,  
(53.4276229, -113.571327)","POINT (-113.571327 53.4276229)"
"446","Edmonton Soccer Centre East","12720 - Victoria Trail NW","No","Yes","53.580475","-113.38505","
,  
(53.580475, -113.38505)","POINT (-113.38505 53.580475)"
"115","Gateway Park Police Station","2404-Gateway Boulevard SW","No","Yes","53.4592026","-113.4921019","
,  
(53.4592026, -113.4921019)","POINT (-113.4921019 53.4592026)"
"461","Fire Station No.29","9204 - 213 Street NW","No","Yes","53.5267583","-113.686551","
,  
(53.5267583, -113.686551)","POINT (-113.686551 53.5267583)"
"916","Waste Management - Portable Office Building","250 Aurum Road NE","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"611","Kitchener Park Washroom/Storage","10245 - 115 Street NW","No","Yes","53.5437802","-113.5190756","
,  
(53.5437802, -113.5190756)","POINT (-113.5190756 53.5437802)"
"477","Fort Edmonton Building #10 - York Boat House","6601 -148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"596","John Fry Park Pavilion","9664 - 28 Avenue NW","No","Yes","53.4602408","-113.4782965","
,  
(53.4602408, -113.4782965)","POINT (-113.4782965 53.4602408)"
"572","Gold Bar Park - Storage Trailer","10955 - 50 Street NW","No","Yes","53.559705","-113.415662","
,  
(53.559705, -113.415662)","POINT (-113.415662 53.559705)"
"168","Downtown Division Police Station","9620-103A Avenue NW","Yes","Yes","53.5474374","-113.4849062","
,  
(53.5474374, -113.4849062)","POINT (-113.4849062 53.5474374)"
"267","Whitemud Equine Centre - Field House","12505 Keillor Road NW","No","Yes","53.5036946","-113.5561087","
,  
(53.5036946, -113.5561087)","POINT (-113.5561087 53.5036946)"
"415","Commercial Leased Building","9440 - Jasper Avenue NW","No","Yes","53.5461706","-113.4783787","
,  
(53.5461706, -113.4783787)","POINT (-113.4783787 53.5461706)"
"107","Fort Edmonton Building #61 - Masonic Hall","7000 - 143 Street","No","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"162","Norwood Child and Family Resource Centre","9516-114 Avenue NW","Yes","Yes","53.564618","-113.4889456","
,  
(53.564618, -113.4889456)","POINT (-113.4889456 53.564618)"
"238","Telus Field","10233-96 Avenue N/W","No","Yes","53.532207","-113.496312","
,  
(53.532207, -113.496312)","POINT (-113.496312 53.532207)"
"567","Gateway Park Oil Derrick","2404 - Gateway Park Road SW","No","Yes","53.4130489","-113.4981267","
,  
(53.4130489, -113.4981267)","POINT (-113.4981267 53.4130489)"
"319","Fort Edmonton Building #89 - Foundation House","7000 - 143 Street","Yes","Yes","53.5033505","-113.5713762","
,  
(53.5033505, -113.5713762)","POINT (-113.5713762 53.5033505)"
"305","Sir Wilfred Laurier Washrooms","13221 Buena Vista Road","Yes","Yes","53.5095076","-113.5536948","
,  
(53.5095076, -113.5536948)","POINT (-113.5536948 53.5095076)"
"146","Kinsmen Park Washroom/Storage/Boathouse","9100-Walterdale Hill NW","Yes","Yes","53.5261857","-113.5065533","
,  
(53.5261857, -113.5065533)","POINT (-113.5065533 53.5261857)"
"585","Jasper Place Clinic","15626 - 100A Avenue NW","No","Yes","53.5404959","-113.5913828","
,  
(53.5404959, -113.5913828)","POINT (-113.5913828 53.5404959)"
"432","Cromdale Transit Washroom","115 Avenue & 82 Street","No","Yes",,,,
"535","Fort Edmonton Building #76 - Sun Drugs/Bills Confectionary","6601 - 148 Street NW 1920 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"899","Waste Management - Materials Recovery","250 Aurum Road NE #600","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"857","Edmonton Valley Zoo #16 - Swan Exhibit","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"467","Fire Station No.11","6110 - 98 Avenue NW","No","Yes","53.5384513","-113.4290082","
,  
(53.5384513, -113.4290082)","POINT (-113.4290082 53.5384513)"
"354","Allin Park Changeroom","15919 96 Avenue NW","No","Yes","53.5310449","-113.6272977","
,  
(53.5310449, -113.6272977)","POINT (-113.6272977 53.5310449)"
"488","Fort Edmonton Building #21 - Macdonald's Carpentry","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"63","Confederation Leisure Centre","11204-43 Avenue NW","Yes","Yes","53.4787119999999","-113.520398","
,  
(53.4787119999999, -113.520398)","POINT (-113.520398 53.4787119999999)"
"388","Central Vehicle Wash/Fuel Facility","9509 - 106 Avenue NW","No","Yes","53.5512609","-113.482409","
,  
(53.5512609, -113.482409)","POINT (-113.482409 53.5512609)"
"391","Century Park Transit Centre","2515 - 111 Street NW","No","Yes","53.4577582999999","-113.5144797","
,  
(53.4577582999999, -113.5144797)","POINT (-113.5144797 53.4577582999999)"
"125","Hardisty Pool","10535-65 Street NW","Yes","Yes","53.5490207","-113.4305678","
,  
(53.5490207, -113.4305678)","POINT (-113.4305678 53.5490207)"
"455","Fire Station No.2","10217 - 107 Street NW","No","Yes","53.5430907","-113.5043359","
,  
(53.5430907, -113.5043359)","POINT (-113.5043359 53.5430907)"
"86","Community League Washroom","7103-105 Street NW","Yes","Yes","53.5074749","-113.4993997","
,  
(53.5074749, -113.4993997)","POINT (-113.4993997 53.5074749)"
"96","Fire Station No.14","7314-144 Avenue NW","Yes","Yes","53.6068","-113.453443","
,  
(53.6068, -113.453443)","POINT (-113.453443 53.6068)"
"503","Fort Edmonton Building #37 - Ottewell Chicken Coop","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"679","Southweise Police Station (Windermere)","1351 Windermere Way SW","No","Not Required","53.4340506","-113.616589","
,  
(53.4340506, -113.616589)","POINT (-113.616589 53.4340506)"
"422","Commercial Leased Building","9523 Jasper Avenue NW","No","Yes","53.544455","-113.479502","
,  
(53.544455, -113.479502)","POINT (-113.479502 53.544455)"
"520","Fort Edmonton Building #57 - Henderson Equipment Shelter","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"19","Borden Park Bandshell Storage Building","7703-113A Avenue NW","No","Yes","53.5626709999999","-113.515853","
,  
(53.5626709999999, -113.515853)","POINT (-113.515853 53.5626709999999)"
"332","Coronation Park Washroom/Dressing Room","13811 114 Avenue Northwest","Yes","Yes","53.5638448","-113.5604336","
,  
(53.5638448, -113.5604336)","POINT (-113.5604336 53.5638448)"
"601","Kennedale Sludge Facility","12810 - 58 Street NW","No","Yes","53.5855798","-113.4336731","
,  
(53.5855798, -113.4336731)","POINT (-113.4336731 53.5855798)"
"641","Muttart Conservatory Store","9626 - 96A Street NW","No","Yes","53.5352198999999","-113.4772768","
,  
(53.5352198999999, -113.4772768)","POINT (-113.4772768 53.5352198999999)"
"562","Fort Edmonton Building #107 - Maintenance Yard Storage Container 3","6601 - 148 Street NW East of FOR197","No","Yes",,,,
"932","William Hawrelak Park #6 - Washroom 1","9330 - Graot Road NW","No","Yes","53.5271128","-113.5475244","
,  
(53.5271128, -113.5475244)","POINT (-113.5475244 53.5271128)"
"808","Southeast Transit Yard - De-Icing Dome","5404 - 59 Avenue NW","No","Yes","53.4973059999999","-113.420918","
,  
(53.4973059999999, -113.420918)","POINT (-113.420918 53.4973059999999)"
"42","Clareview Twin Arena","3804-139 Avenue NW","No","Yes","53.601831","-113.402669","
,  
(53.601831, -113.402669)","POINT (-113.402669 53.601831)"
"442","Eaux Claire Transit Centre","9630 - 157 Avenue NW","No","Yes","53.6176584","-113.4910263","
,  
(53.6176584, -113.4910263)","POINT (-113.4910263 53.6176584)"
"577","Hermitage Park Washroom/Storage","2115 - 127 Avenue NW","No","Yes","53.5857336","-113.4063439","
,  
(53.5857336, -113.4063439)","POINT (-113.4063439 53.5857336)"
"557","Fort Edmonton Building #103 - Exhibits Building","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"920","Westwood Clothing Stores","11920 - 106A Street NW","No","Yes","53.5723918","-113.5048601","
,  
(53.5723918, -113.5048601)","POINT (-113.5048601 53.5723918)"
"630","Meadows Library","2704 - 17 Street NW","No","Yes","53.4576722","-113.371192","
,  
(53.4576722, -113.371192)","POINT (-113.371192 53.4576722)"
"494","Fort Edmonton Building #27 - John A McDougall Store","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"868","Edmonton Valley Zoo #29 - Llama House","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"591","John Walter 1901 House","9180 Walterdale Hill NW","No","Yes","53.5276607","-113.5037136","
,  
(53.5276607, -113.5037136)","POINT (-113.5037136 53.5276607)"
"890","Victoria Park - Pavilion","12010 River Valley Road NW","No","Yes","53.534245","-113.5225715","
,  
(53.534245, -113.5225715)","POINT (-113.5225715 53.534245)"
"804","Saint Francis Xavier Sports Centre","9240 - 163 Street","No","Yes","53.5283577","-113.6038041","
,  
(53.5283577, -113.6038041)","POINT (-113.6038041 53.5283577)"
"941","William Nixon #6 - Training Office","12950 - 9 Street NE","No","Yes","53.588095","-113.334348","
,  
(53.588095, -113.334348)","POINT (-113.334348 53.588095)"
"624","MacEwan LRT Substation","10512 - 103 Street NW","No","Yes","53.548205","-113.4977735","
,  
(53.548205, -113.4977735)","POINT (-113.4977735 53.548205)"
"91","Fire Station No.7","5025-118 Avenue NW","Yes","Yes","53.570052","-113.4193979","
,  
(53.570052, -113.4193979)","POINT (-113.4193979 53.570052)"
"216","Southeast Seniors Association","9350-82 Street NW","No","Yes","53.530531","-113.45245","
,  
(53.530531, -113.45245)","POINT (-113.45245 53.530531)"
"142","Kennedale Drainage Equipment Garage","12814-58 Street NW","Yes","Yes","53.5860864","-113.4306608","
,  
(53.5860864, -113.4306608)","POINT (-113.4306608 53.5860864)"
"262","Westwood Central Service Yard","12304-107 Street NW","Yes","Yes","53.5781895999999","-113.5059906","
,  
(53.5781895999999, -113.5059906)","POINT (-113.5059906 53.5781895999999)"
"339","Whitemud Equine Centre - Keillor Log Cabin","12505 Keillor Road NW","No","Yes","53.5036946","-113.5561087","
,  
(53.5036946, -113.5561087)","POINT (-113.5561087 53.5036946)"
"8","Ambulance Station No.28","8309-90 Avenue NW","No","Yes","53.5246507","-113.4560151","
,  
(53.5246507, -113.4560151)","POINT (-113.4560151 53.5246507)"
"1","Century Place","9803-102A Avenue NW","Yes","Yes","53.5443499999999","-113.487901","
,  
(53.5443499999999, -113.487901)","POINT (-113.487901 53.5443499999999)"
"297","Coliseum LRT Station","100 Coliseum Station","No","Yes",,,,
"436","Davies Wickman Garage","5610 - 86 Street NW","No","Yes","53.49231","-113.455438","
,  
(53.49231, -113.455438)","POINT (-113.455438 53.49231)"
"606","King Edward Park Washroom/Storage","7708 - 85 Street NW","No","Yes","53.513599","-113.459815","
,  
(53.513599, -113.459815)","POINT (-113.459815 53.513599)"
"669","Paul Kane Park - House Building","10220 - 121 Street NW","No","Yes","53.5436749","-113.5313437","
,  
(53.5436749, -113.5313437)","POINT (-113.5313437 53.5436749)"
"531","Fort Edmonton Building #69 - Post Office","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"903","Waste Management - Leachate Quonset","250 Aurum Road NE #330","No","Yes","53.5900851","-113.340218","
,  
(53.5900851, -113.340218)","POINT (-113.340218 53.5900851)"
"35","Churchill LRT Station","100 Churchill Lrt Station","Yes","Yes","53.5434601","-113.4899712","
,  
(53.5434601, -113.4899712)","POINT (-113.4899712 53.5434601)"
"68","Corona LRT Station","100 Corona Lrt Station","Yes","Yes","53.5409309","-113.5045369","
,  
(53.5409309, -113.5045369)","POINT (-113.5045369 53.5409309)"
"406","Clover Bar Cemetery","2025 Yellowhead Trail NE","No","Yes","53.5805784999999","-113.5311202","
,  
(53.5805784999999, -113.5311202)","POINT (-113.5311202 53.5805784999999)"
"372","Boyle Street Renaissance Community Centre","9541 - 104 Avenue NW","No","Yes","53.5479364","-113.4827904","
,  
(53.5479364, -113.4827904)","POINT (-113.4827904 53.5479364)"
"484","Fort Edmonton Building #17 - Train Shelter","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"653","Northwest Transit Yard - Administrative Building","14402 - 114 Avenue NW","No","Yes","53.5639841","-113.5720468","
,  
(53.5639841, -113.5720468)","POINT (-113.5720468 53.5639841)"
"499","Fort Edmonton Building #33 - NWMP Guardhouse","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"81","Strathcona Eco Station - Storage Garage","5150-99 Street NW","Yes","Yes","53.4885319","-113.487664","
,  
(53.4885319, -113.487664)","POINT (-113.487664 53.4885319)"
"636","Mill Woods Park Pavilion","7008 - 23 Avenue NW","No","Yes","53.455944","-113.441716","
,  
(53.455944, -113.441716)","POINT (-113.441716 53.455944)"
"516","Fort Edmonton Building #51 - Egge's Bunk House/Washroom","6601 - 148 Street NW 1885 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"28","Castle Downs Twin Arena","11520-153 Avenue NW","Yes","Yes","53.615731","-113.5204836","
,  
(53.615731, -113.5204836)","POINT (-113.5204836 53.615731)"
