"companyname","address1","address2","city","state","zipcode","website","contact1","phone1","fax1","email1","contracttitle","mwbecertified","vetservdisabled","delawarevendor","contracturl","expiredate","geocoded_location","awarded_vendor","count"
"Fisher Scientific","300 Industry Drive",,"Pittsburgh","PA","15275",,"Mr. Tim Hoepfner","630-259-4765",,"tim.hoepfner@thermofisher.com","Elementary Science Professional Development and Resources","N","N","N","http://mmp.delaware.gov/Contracts/Details/3823","2023-06-30T00:00:00.000","300 Industry Drive
Pittsburgh, PA 15275
(40.468248, -80.213209)","Y","1"
"Great Minds","55 M Street SE.","Suite 340","Washington","DC","20003",,"Mr. Ken Wilmers","443-812-6546",,"ken.wilmers@greatminds.org","Elementary Science Professional Development and Resources","N","N","N","http://mmp.delaware.gov/Contracts/Details/3823","2023-06-30T00:00:00.000","55 M Street SE.
Washington, DC 20003
(38.876409, -77.007041)","Y","1"
"Museum of Science (EiE)","1 Science Park",,"Boston","MA","02114",,"Mr. Jay Santos","617-894-9456",,"jaysantos@mos.org","Elementary Science Professional Development and Resources","N","N","N","http://mmp.delaware.gov/Contracts/Details/3823","2023-06-30T00:00:00.000","1 Science Park
Boston, MA 02114
(42.36731, -71.069928)","Y","1"
"Securian Life Insurance Company","400 Robert Street North",,"St. Paul","MN","55101-2098","www.securian.com","Laurene Eheman","302-760-7060","302-739-8339","laurene.eheman@delaware.gov","Group Accident and Critical Illness Supp Ins - Request for Proposal","N","N","N","http://mmp.delaware.gov/Contracts/Details/3932","2023-06-30T00:00:00.000","400 Robert Street North
St. Paul, MN 55101-2098
(44.94853, -93.091919)","Y","1"
"Tornado II Janitorial Service, LLC","P.O. Box 12936",,"Wilmington","DE","19850","www.tornado2janitorial.com","Danita Mosley","888-281-9028",,"danitamosley@tornado2janitorial.com","Evening Custodial Contractor","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/3826","2023-06-30T00:00:00.000",,"Y","1"
"Otis Educational Systems, Inc.","3845 Powder Springs Rd.","Suite 103","Powder Springs","GA","30127","www.otised.com","Tim Nall","678-859-6028",,"tim.nall@otised.com","Education Insight Warehouse","N","N","N","http://mmp.delaware.gov/Contracts/Details/4844","2023-06-30T00:00:00.000","3845 Powder Springs Rd.
Powder Springs, GA 30127
(33.860584, -84.666407)","Y","1"
"Amplify Education, Inc.","55 Washington Street","Suite 800","Brooklyn","NY","11201",,"Ms. Denise Donahue","212-213-8177",,"ddonahue@amplify.com","Elementary Science Professional Development and Resources","N","N","N","http://mmp.delaware.gov/Contracts/Details/3823","2023-06-30T00:00:00.000","55 Washington Street
Brooklyn, NY 11201
(40.702585, -73.989613)","Y","1"
"Amplify Education, Inc.","55 Washington Street","Suite 800","Brooklyn","NY","11201",,"Denise Donahue","401-251-5855",,"ddonahue@amplify.com","Accelerated Learning","N","N","N","http://mmp.delaware.gov/Contracts/Details/5441","2023-06-30T00:00:00.000","55 Washington Street
Brooklyn, NY 11201
(40.702585, -73.989613)","Y","1"
"Carolina Biological","2700 York Road",,"Burlington","NC","27215",,"Karen Stevens","336-538-6385",,"karen.stevens@carolina.com","Elementary Science Professional Development and Resources","N","N","N","http://mmp.delaware.gov/Contracts/Details/3823","2023-06-30T00:00:00.000","2700 York Road
Burlington, NC 27215
(36.106426, -79.487974)","Y","1"
"ECA Science Kit Services","1981 Dallavo Drive",,"Commerce Township","MI","48390",,"Mr. Dennis Harlan","248-669-7170",,"djharlan@eca.bz","Elementary Science Professional Development and Resources","N","N","N","http://mmp.delaware.gov/Contracts/Details/3823","2023-06-30T00:00:00.000","1981 Dallavo Drive
Commerce Township, MI 48390
(42.568831, -83.453165)","Y","1"
"The Lab at Seascape","605 N. Dupont Blvd.",,"Milford","DE","19963","www.LabatSeascape.com","Richard Wilson","302-491-4258","800-399-8457","richard@labatseascape.com","On-Call Phlebotomist Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4010","2023-06-30T00:00:00.000","605 N. Dupont Blvd.
Milford, DE 19963
(38.916258, -75.442403)","Y","1"
"BFI Waste Services, LLC","907 Willow Grove Road",,"Felton","DE","19943","republicservices.com","Donald Lucas","302-289-5191","302-284-8065","dlucas@republicservices.com","Single Stream Recycling and Solid Waste Removal","Y","Y","Y","http://mmp.delaware.gov/Contracts/Details/4030","2023-06-30T00:00:00.000","907 Willow Grove Road
Felton, DE 19943
(39.032459, -75.727144)","Y","1"
"The Achievement Network (Anet)","One Beacon Street, 2nd Floor",,"Boston","MA","02108","www.achievementnetwork.org","Mr. Carter Romansky","504-377-6820",,"cromansky@achievementnetwork.org","DE ELA/Literacy and Mathematics High Quality Professional Learning","N","N","N","http://mmp.delaware.gov/Contracts/Details/4755","2023-06-30T00:00:00.000",,"Y","1"
"The Achievement Network (Anet)","One Beacon Street, 2nd Floor",,"Boston","MA","02108","www.achievementnetwork.org","Renee Cattaneo","203-980-6607",,"rcattaneo@achievementnetwork.org","Accelerated Learning","N","N","N","http://mmp.delaware.gov/Contracts/Details/5441","2023-06-30T00:00:00.000",,"Y","1"
"Back to Basics Learning Dynamics","6 Stone Hill Road",,"Wilmington","DE","19803","www.backtobasicslearning.com","Ms. Juli Bennett","302-594-0754",,"juli@backtobasicslearning.com","DE ELA/Literacy and Mathematics High Quality Professional Learning","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/4755","2023-06-30T00:00:00.000","6 Stone Hill Road
Wilmington, DE 19803
(39.762805, -75.551726)","Y","1"
"Leading Educators","1824 Oretha Castle Haley Blvd.",,"New Orleans","LA","70113","www.leadingeducators.org","Mr. Chong-Hao Fu","504-300-9010",,"cfu@leadingeducators.org","DE ELA/Literacy and Mathematics High Quality Professional Learning","N","N","N","http://mmp.delaware.gov/Contracts/Details/4755","2023-06-30T00:00:00.000","1824 Oretha Castle Haley Blvd.
New Orleans, LA 70113
(29.938438, -90.081157)","Y","1"
"TNTP","500 Seventh Avenue","8th Floor","New York","NY","10018","www.tntp.org","Ms. Regan Kelly","718-233-2800",,"regan.kelly@tntp.org","DE ELA/Literacy and Mathematics High Quality Professional Learning","N","N","N","http://mmp.delaware.gov/Contracts/Details/4755","2023-06-30T00:00:00.000","500 Seventh Avenue
New York, NY 10018
(40.753144, -73.989053)","Y","1"
"TNTP","500 Seventh Avenue","8th Floor","New York","NY","10018","www.tntp.org","Florrie Chapin","718-233-2800",,"regan.kelly@tntp.org","Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","500 Seventh Avenue
New York, NY 10018
(40.753144, -73.989053)","Y","1"
"TNTP","500 Seventh Avenue","8th Floor","New York","NY","10018","www.tntp.org","Arlene Sukran","305-968-3594",,"arlene.sukran@tntp.org","Accelerated Learning","N","N","N","http://mmp.delaware.gov/Contracts/Details/5441","2023-06-30T00:00:00.000","500 Seventh Avenue
New York, NY 10018
(40.753144, -73.989053)","Y","1"
"University of Delaware","210 Hullihen Hall",,"Newark","DE","19716-1551","www.udel.edu","Ms. Allison Lutz","302-831-3634",,"amlutz@udel.edu","DE ELA/Literacy and Mathematics High Quality Professional Learning","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4755","2023-06-30T00:00:00.000",,"Y","1"
"University of Delaware","210 Hullihen Hall",,"Newark","DE","19716-1551","www.udel.edu","John Lutz","302-831-2136",,"amlutz@udel.edu","Education Consulting Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000",,"Y","1"
"Current Solutions Inc","1160 Rose Valley School Road",,"Dover","DE","19904",,"Christina Wolf","302-736-5210","302-724-5248","cursolinc@comcast.net","Crystal Run Elementary School - Bid Package B","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","1160 Rose Valley School Road
Dover, DE 19904
(39.150604, -75.602002)","Y","1"
"CTA Roofing and Waterproofing, Inc.","91 Blue Hen Drive",,"Newark","DE","19713","mark@ctaroofing.com","Mark Cribb","302-454-8551","302-628-4385","mark@ctaroofing.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","91 Blue Hen Drive
Newark, DE 19713
(39.65368, -75.734786)","Y","1"
"PACE, Inc.","5171 West Woodmill Dr.","Woodmill Corporate Center, Suite 9","Wilmington","DE","19808",,"Dorinda Toney","000-000-0000",,"dtoney@sanaretoday.com","DUI- Education and Outpatient Treatment Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4001","2023-06-30T00:00:00.000","5171 West Woodmill Dr.
Wilmington, DE 19808
(39.718493, -75.66944)","Y","1"
"Brandywine Counseling and Community Services, Inc.","2713 Lancaster Avenue",,"Wilmington","DE","19805",,"Lynn Morrison","302-225-9269",,"lmorrison@brandywinecounseling.org","DUI- Education and Outpatient Treatment Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4001","2023-06-30T00:00:00.000","2713 Lancaster Avenue
Wilmington, DE 19805
(39.750227, -75.582884)","Y","1"
"Thresholds, Inc.","20505 DuPont Blvd.",,"Georgetown","DE","19947",,"Bruce Lorenz","302-856-1835",,"blorenz@thresholdsinc.com","DUI- Education and Outpatient Treatment Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4001","2023-06-30T00:00:00.000","20505 DuPont Blvd.
Georgetown, DE 19947
(38.700806, -75.401222)","Y","1"
"Centurion of Delaware, LLC","1593 Spring Hill Road","Suite 600","Vienna","VA","22182","https://www.centurionmanagedcare.com","Keith Lueking","314-505-6841",,"klueking@teamcenturion.com","Behavioral Health Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4881","2023-06-30T00:00:00.000","1593 Spring Hill Road
Vienna, VA 22182
(38.926789, -77.24549)","Y","1"
"Centurion of Delaware, LLC","1593 Spring Hill Road","Suite 600","Vienna","VA","22182","https://www.centurionmanagedcare.com","Keith Lueking","314-505-6841",,"klueking@teamcenturion.com","Correctional Healthcare Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/24","2023-06-30T00:00:00.000","1593 Spring Hill Road
Vienna, VA 22182
(38.926789, -77.24549)","Y","1"
"A Leap of Faith Child Development Center, Inc.","1715 West 4th Street",,"Wilmington","DE","19805",,"Melanie Thomas-Price","302-543-6256",,"aleapoffaith68@yahoo.com","Early Childhood Assistance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4005","2023-06-30T00:00:00.000","1715 West 4th Street
Wilmington, DE 19805
(39.74809, -75.570113)","Y","1"
"A Leap of Faith Child Development Center, Inc.","1715 West 4th Street",,"Wilmington","DE","19805",,"Melanie Thomas-Price, CEO","302-543-6256",,"Aleapoffaith68@yahoo.com","Redding Full-day Preschool","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5287","2023-06-30T00:00:00.000","1715 West 4th Street
Wilmington, DE 19805
(39.74809, -75.570113)","Y","1"
"Polytech School District","P.O. Box 102","823 Walnut Shade Road","Woodside","DE","19980",,"Stephanie Wagner","302-697-4545",,"stephanie.wagner@polytech.k12.de.us","Parents as Teachers ? Home Visiting Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4649","2023-06-30T00:00:00.000",,"Y","1"
"Capital School District","198 Commerce Way",,"Dover","DE","19904",,"Kelly Green","302-857-4257",,"kelly.green@capital.k12.de.us","Early Childhood Assistance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4005","2023-06-30T00:00:00.000","198 Commerce Way
Dover, DE 19904
(39.151695, -75.550359)","Y","1"
"Kingswood Community Center","2300 Bowers Street",,"Wilmington","DE","19805",,"Logan Herring","302-764-9022",,"lherring@reachriverside.org","Early Childhood Assistance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4005","2023-06-30T00:00:00.000","2300 Bowers Street
Wilmington, DE 19805
(39.746489, -75.527951)","Y","1"
"Milford Early Learning Center","901 N. Dupont Blvd.",,"Milford","DE","19963",,"Esther Graham","302-422-6667",,"evgraham@comcast.net","Early Childhood Assistance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4005","2023-06-30T00:00:00.000","901 N. Dupont Blvd.
Milford, DE 19963
(38.927798, -75.432967)","Y","1"
"Wilmington Head Start","100 W. 10th Street","Suite 1016","Wilmington","DE","19801",,"Karen Pierce","302-421-3620, Ext. 113",,"kfpierce@wilmheadstart.org","Early Childhood Assistance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4005","2023-06-30T00:00:00.000","100 W. 10th Street
Wilmington, DE 19801
(39.745925, -75.548694)","Y","1"
"Charter School of New Castle","1101 Delaware Street",,"New Castle","DE","19720",,"Aaron Bass","888-469-7369",,,"21st Century Community Learning Centers (21st CCLC)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3513","2023-06-30T00:00:00.000","1101 Delaware Street
New Castle, DE 19720
(39.663917, -75.574243)","Y","1"
"Great Oaks Charter School of Wilmington","1200 N French St",,"Wilmington","DE","19801",,"Michael McGregor","929-287-7228",,,"21st Century Community Learning Centers (21st CCLC)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3513","2023-06-30T00:00:00.000","1200 N French St
Wilmington, DE 19801
(39.746888, -75.54463)","Y","1"
"University of Delaware","210 Hullihen Hall, Research Office",,"Newark","DE","19716",,"Susan D. Tompkins","302-831-2828",,,"21st Century Community Learning Centers (21st CCLC)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3513","2023-06-30T00:00:00.000",,"Y","1"
"Woodbridge School District","16359 Sussex Highway",,"Bridgeville","DE","19933",,"Heath Chasanov","302-337-7990",,,"21st Century Community Learning Centers (21st CCLC)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3513","2023-06-30T00:00:00.000","16359 Sussex Highway
Bridgeville, DE 19933
(38.759025, -75.593519)","Y","1"
"Kansas University Center for Research","22385 Irving Hill Road",,"Lawrence","KS","66045-7568","http://research.ku.edu/Kansas_Center_For_Research","Alicia Reed","785-864-7231",,"amreed@ku.edu","Delaware Alternate Assessment System (DeSSA Alt)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4095","2023-06-30T00:00:00.000",,"Y","1"
"Modular Concepts","54 Wilmon Street",,"Chesapeake City","MD","21915","https://www.modconinc.com","Jeff Foster Sr.","410-885-5960","410-885-5961","jeff@modconinc.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","54 Wilmon Street
Chesapeake City, MD 21915
(39.514668, -75.803663)","Y","1"
"Jamestown Painting and Decorating, Inc.","830 Dawson Dr.",,"Newark","DE","19713","www.jamestownpainting.com","Howard E Zebley, Jr.","302-224-1313","302-454-7376","hzebley@jamestownpainting.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","830 Dawson Dr.
Newark, DE 19713
(39.652501, -75.726203)","Y","1"
"VWR International LLC DBA Ward's Science","5100 West Henrietta Road",,"West Henrietta","NY","14586","www.wardsci.com","Customer Service","800-962-2660","800-635-8439","wardscs@vwr.com","Science Kits and Refurbishment Materials and Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/4603","2023-06-30T00:00:00.000",,"Y","1"
"School Specialty Inc  DBA Delta Education","80 Northwest Boulevard",,"Nashua","NH","03063","www.deltaeducation.com","Roxane Dupuis","856-629-6238",,"roxane.dupuis@schoolspecialty.com","Science Kits and Refurbishment Materials and Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/4603","2023-06-30T00:00:00.000","80 Northwest Boulevard
Nashua, NH 03063
(42.79584, -71.54458)","Y","1"
"Carolina Biological Supply Company","2700 York Road",,"Burlington","NC","27215","www.carolina.com","Karen Stevens","336-534-1967","336-538-6338","karen.stevens@carolina.com","Science Kits and Refurbishment Materials and Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/4603","2023-06-30T00:00:00.000","2700 York Road
Burlington, NC 27215
(36.106426, -79.487974)","Y","1"
"BE-WELL COUNSELING, LLC","Redacted",,"Seaford","DE","19973",,"Susan Bennett",,,,"Project DelAWARE Care Coordinators (3 Coordinators) - CYF19-03","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4663","2023-06-30T00:00:00.000",,"Y","1"
"StudioJAED","2500 Wrangle Hill Road, Suite 110","Fox Run Office Plaza","Bear","DE","19701","www.studiojaed.com","Philip Conte, AIA","302-832-1652","302-832-1423","contep@studiojaed.com","Ofc of Management and Budget ? Statewide MCI/Deferred Maint Prog ? Architectural","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4607","2023-06-30T00:00:00.000","2500 Wrangle Hill Road, Suite 110
Bear, DE 19701
(39.603121, -75.71502)","Y","1"
"CENTER FOR CHILD DEVELOPMENT","260 Chapman Road, Suite 100B",,"Newark","DE","19702",,"Lisa Savage","302-292-1334",,,"Project DelAWARE Care Coordinators (3 Coordinators) - CYF19-03","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4663","2023-06-30T00:00:00.000","260 Chapman Road, Suite 100B
Newark, DE 19702
(39.668077, -75.673683)","Y","1"
"MENTAL HEALTH ASSOCIATION OF SOUTHEASTERN PA","1211 CHESNUT STREET","SUITE 1100","PHILADELPHIA","PA","19107",,"MICHAEL BRODY","267-507-3841",,"MBRODY@MHASP.ORG","Peer Support and Recovery Centers","N","N","N","http://mmp.delaware.gov/Contracts/Details/4652","2023-06-30T00:00:00.000","1211 CHESNUT STREET
PHILADELPHIA, PA 19107
(39.950448, -75.160624)","Y","1"
"School Health Corporation","5600 Apollo Drive",,"Rolling Meadows","IL","60008","www.schoolhealth.com","Sam Medine","866-323-5465","800-235-1305","JLovell@schoolhealth.com","Health Supplies #5-22-18","N","N","N","http://mmp.delaware.gov/Contracts/Details/5639","2023-06-30T00:00:00.000","5600 Apollo Drive
Rolling Meadows, IL 60008
(42.054787, -88.019396)","Y","1"
"School Health Corporation","5600 Apollo Drive",,"Rolling Meadows","IL","60008","www.schoolhealth.com","Joanne Nicholas","630-339-7987","630-339-7987","jnicholas@schoolhealth.com","Phys. Ed. Supplies  #5-22-25","N","N","N","http://mmp.delaware.gov/Contracts/Details/5646","2023-06-30T00:00:00.000","5600 Apollo Drive
Rolling Meadows, IL 60008
(42.054787, -88.019396)","Y","1"
"Easter Seals of Delaware & Maryland?s Eastern Shore","61 Corporate Circle",,"New Castle","DE","19720","https://www.easterseals.com/de/","Pam Reuther","302-221-2036","302-324-4441","preuther@esdel.org","Agency with Choice","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5230","2023-06-30T00:00:00.000","61 Corporate Circle
New Castle, DE 19720
(39.684479, -75.615246)","Y","1"
"RG Architects LLC","200 West Main Street",,"Middletown","DE","19709",,"Gerald D. Rozanski, AIA","302-376-8100",,"jerry@rgarchitects.net","DSCYF/DSHS/Administrative Office of the Courts-MCI Deferred Maintenance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5118","2023-06-30T00:00:00.000","200 West Main Street
Middletown, DE 19709
(39.449487, -75.720163)","Y","1"
"Helena Chemical Company DBA Helena Agri Enterprises","500 Pedricktown Road",,"Swedesboro","NJ","08085","https://helenaagri.com/","Travis Pitts","570-449-9926",,"PittsT@helenaagri.com","Aquatic Glyphosate","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5130","2023-06-30T00:00:00.000","500 Pedricktown Road
Swedesboro, NJ 08085
(39.774156, -75.369305)","Y","1"
"Peoples Place Inc","1129 Airport Road",,"Milford","DE","19963",,"Mamie Charest","302-422-8033",,"mcharest@peoplesplace2.com","Domestic Violence Offender Treatment","N","N","Y","http://mmp.delaware.gov/Contracts/Details/3608","2023-06-30T00:00:00.000","1129 Airport Road
Milford, DE 19963
(38.929382, -75.444551)","Y","1"
"Mason Building Group","35 Albe Drive",,"Newark","DE","19702",,"Julie Harris","302-292-0600","302-292-6994","jharris@masonbuilding.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","35 Albe Drive
Newark, DE 19702
(39.649414, -75.715078)","Y","1"
"11400 Inc","2551 Horseshoe Road",,"Lancaster","PA","17601","www.11400inc.com","Hannah Whalen","717-392-7429",,"hwhalen@11400inc.com","Crystal Run Elementary School - Bid Package B","N","N","N","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","2551 Horseshoe Road
Lancaster, PA 17601
(40.072188, -76.205139)","Y","1"
"ALN Construction","104 Sandy Drive",,"Newark","DE","19713",,"Logan Peterson","302-292-1580",,"lpeterson@alnconstruction.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","104 Sandy Drive
Newark, DE 19713
(39.65348, -75.779287)","Y","1"
"Master Interiors","113 Sandy Drive",,"Newark","DE","19713",,"David Humpton","302-368-9361","302-369-1364","davidh@masterinteriors.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","113 Sandy Drive
Newark, DE 19713
(39.655012, -75.778004)","Y","1"
"Brandywine Valley SPCA","600 South Street",,"New Castle","DE","19720",,"Adam Lamb","302-516-1000",,"alamb@bvspca.org","Animal Assisted Therapy","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5102","2023-06-30T00:00:00.000","600 South Street
New Castle, DE 19720
(39.659545, -75.568766)","Y","1"
"Pet-Assisted Visitation Volunteer Services Inc DBA PAWS for People","PO Box 9955",,"Newark","DE","19714",,"Lynne Robinson","302-351-5622","302-351-8116","lrobinson@pawsforpeople.org","Animal Assisted Therapy","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5102","2023-06-30T00:00:00.000",,"Y","1"
"Delaware Tech ? Owens Campus","21179 College Drive",,"Georgetown","DE","19947",,"Bobbi Barends","302-259-6020",,"bobbi.barends@dtcc.edu","Early Childhood Assistance Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4005","2023-06-30T00:00:00.000","21179 College Drive
Georgetown, DE 19947
(38.697894, -75.406281)","Y","1"
"Mumford & Miller Concrete Inc","1005 Industrial Drive",,"Middletown","DE","19709",,"Marcel Fene","302-378-7736",,"mfene@mumfordandmiller.com","Crystal Run Elementary School - Bid Package B","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5432","2023-06-30T00:00:00.000","1005 Industrial Drive
Middletown, DE 19709
(39.437667, -75.720419)","Y","1"
"Liminex Inc DBA GoGuardian","2030 East Maple Avenue",,"El Segundo","CA","90245",,"Mallory Mack","412-498-8061",,"mmack@goguardian.com","Content Filtering & Student Safety","N","N","N","http://mmp.delaware.gov/Contracts/Details/5056","2023-06-30T00:00:00.000","2030 East Maple Avenue
El Segundo, CA 90245
(33.926954, -118.39114)","Y","1"
"4th Dimension Leaders (4DL)","1007 North Orange Street, 4th Floor",,"Wilmington","DE","19801",,"Angela Harvey-Bowen","443-718-0262",,,"Education Consulting Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","1007 North Orange Street, 4th Floor
Wilmington, DE 19801
(39.74682, -75.548592)","Y","1"
"Alexander Businsky Consulting Inc","191 Gloucester Boulevard",,"Middletown","DE","19709",,"Reba Businsky","302-740-1054",,,"Education Consulting Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","191 Gloucester Boulevard
Middletown, DE 19709
(39.445837, -75.674176)","Y","1"
"BVE Strategy","42 Eleanor Lee Lane E",,"Rehoboth Beach","DE","19971",,"Rex Varner","202-669-1185",,,"Education Consulting Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","42 Eleanor Lee Lane E
Rehoboth Beach, DE 19971
(38.718053, -75.09307)","Y","1"
"Christine Stoops","181 Stonewater Way",,"Dover","DE","19904",,"Christine Stoops","302-670-9448",,,"Education Consulting Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","181 Stonewater Way
Dover, DE 19904
(39.168806, -75.597132)","Y","1"
"Cognia","9115 Westside Parkway",,"Alpharetta","GA","30009",,"Jake Goldsmith","603-749-9102 (7369)",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","9115 Westside Parkway
Alpharetta, GA 30009
(34.056111, -84.300024)","Y","1"
"Community Training & Assistance Center (CTAC)","30 Winter Street",,"Boston","MA","02108",,"William Slotnik","617-423-1444",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","30 Winter Street
Boston, MA 02108
(42.355882, -71.061449)","Y","1"
"Demonstrated Success LLC","444 Middle Street",,"Portsmouth","NH","03801",,"Michael Schwartz","603-548-8898",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","444 Middle Street
Portsmouth, NH 03801
(43.070631, -70.763244)","Y","1"
"Dionne Patterson","189 Seacroft Drive",,"Dover","DE","19904",,"Dionne Patterson","302-382-3496",,,"Education Consulting Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","189 Seacroft Drive
Dover, DE 19904
(39.238132, -75.594765)","Y","1"
"EdMetric LLC","20053 Duck Drive",,"Malta Bend","MO","65339",,"Karla Egan","660-631-0843",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","20053 Duck Drive
Malta Bend, MO 65339
(39.084217, -93.350739)","Y","1"
"EdScale LLC","2803 Covent Garden Terrace",,"Olney","MD","20832",,"Thomas DeWire","302-540-4596",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","2803 Covent Garden Terrace
Olney, MD 20832
(39.14785, -77.059452)","Y","1"
"FourPoint Education Partners","8610 Ridge Road",,"Bethesda","MD","20817",,"Scott Joftus","301-524-2603",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","8610 Ridge Road
Bethesda, MD 20817
(38.997285, -77.125289)","Y","1"
"Health Management Associates","120 North Washington Square, Suite 705",,"Lansing","MI","48933",,"Kelly Johnson","517-482-9236",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","120 North Washington Square, Suite 705
Lansing, MI 48933
(42.73421, -84.55226)","Y","1"
"Insight Policy Research","1901 North Moore Street, Suite 1100",,"Arlington","VA","22209",,"Anne Peterson","703-504-9483",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","1901 North Moore Street, Suite 1100
Arlington, VA 22209
(38.897614, -77.071454)","Y","1"
"Johns Hopkins IDEALS Institute","3400 North Charles Street",,"Baltimore","MD","21218-2625",,"Tom Mattern","443-997-1930",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","3400 North Charles Street
Baltimore, MD 21218-2625
(39.330413, -76.617988)","Y","1"
"NORC at the University of Chicago","4350 East-West Highway, 8th Floor",,"Bethesda","MD","20814",,"Karen Grigorian","301-634-9300",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","4350 East-West Highway, 8th Floor
Bethesda, MD 20814
(38.985364, -77.089016)","Y","1"
"Polytech Adult Education","823 Walnut Shade Road PO Box 102",,"Woodside","DE","19980",,"Jeremy McEntire","302-697-4545",,,"Education Consulting Services","N","N","N","http://mmp.delaware.gov/Contracts/Details/5072","2023-06-30T00:00:00.000","823 Walnut Shade Road PO Box 102
Woodside, DE 19980
(39.070638, -75.547257)","Y","1"
