"permitnumber","projectname","owneroperator","project_location","datereceived","projecttype","delegateagency","permitstatuscode","latitude","longitude","estimatedarea","constructcounty","geocoded_location"
"2761","The Vineyards at Nassau Valley","FERNMOOR HOMES","NW of Intersection of DE Route 9 and Nassau Commons Blvd","2008-02-28T00:00:00.000","Other","Sussex Conservation District","Active","38.745833","-75.191667","82.00",,"(38.745833, -75.191667)"
"3415","Hazel Farms","NVR INC / DBA Ryan Homes","Intersection of Fast Landing Rd (Rt 42( and Rt. 1","2010-04-19T00:00:00.000","Residential","DE DNREC - Watershed Stewardship","Closed","39.220278","-75.571111","115.60","Kent","(39.220278, -75.571111)"
"0514","Drainage Improvements atRamp 620-4","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Contract #23-034-01","2002-12-13T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.816667","-75.454167","1.80","New Castle","(39.816667, -75.454167)"
"4287","SILVER LAKE SHORES -RESIDENTIAL STORMWATER MANAGEMENT","PRESTON SCHELL","LOTS 15, 16, 17, AND 18 SILVER LAKE SHORES","2013-06-04T00:00:00.000","Residential","Sussex Conservation District","Closed","38.703889","-75.078056","1.10","Sussex","(38.703889, -75.078056)"
"3111","Ivy Hall Apts. Addition",,"425 S. College Avenue","2009-02-11T00:00:00.000","Residential","City Of Newark","Closed","39.670667","-75.752472","0.60",,"(39.670667, -75.752472)"
"5417","AMERICANA BAYSIDE HARRIS TEETER ANCILILLARY PARKING","CMF BAYSIDE LLC","LIGHTHOUSE ROAD AND AMERICANA PARKWAY","2017-02-13T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.470556","-75.113333","0.65","Sussex","(38.470556, -75.113333)"
"5482","LEWES DAIRY","JDS INVESTMENTS, LLC.","MITCHELL STREET RD 83","2017-05-04T00:00:00.000","Commercial","Sussex Conservation District","Active","38.583611","-75.287778","7.20",,"(38.583611, -75.287778)"
"0953","Grotto Pizza, Seaford","Grotto Pizza, Inc","Southeast quadrant of US Rt 13 & Tharp Rd (County Rd #534)","2003-11-06T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.660000","-75.593889","2.40","Sussex","(38.66, -75.593889)"
"3739","1868 CHOPTANK ROAD","CREELY, MARK","1868 CHOPTANK ROAD","2011-06-22T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.477222","-75.734444","4.47","New Castle","(39.477222, -75.734444)"
"1148","Deere Country","Collins Acres","Sussex County Road 412 Lakeview Avenue","2004-05-04T00:00:00.000","Residential","Sussex Conservation District","Active","38.534722","-75.303333","6.30",,"(38.534722, -75.303333)"
"1831","Unversity Plaza","WSFS","Delaware Route 273 & Chapman Road","2005-11-22T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.666667","-75.670833","1.50","New Castle","(39.666667, -75.670833)"
"1270","Stonewater Creek 7 - 9","Cannon Road Investments","East & West side of Route 5, North of intersecti","2004-08-03T00:00:00.000","Residential","Sussex Conservation District","Active","38.616667","-75.216667","160.00",,"(38.616667, -75.216667)"
"2411","Rite Aid Store #3749","RAP, LLC","Southwest corner of N. DuPont Blvd. (US 113 and Credit Union Way","2007-04-04T00:00:00.000","Commercial","Kent Conservation District","Closed","38.920278","-75.439722","1.70","Kent","(38.920278, -75.439722)"
"0110","Smyrna Industrial Park, Lot 4","Hawke Properites","Null","2001-12-10T00:00:00.000","Commercial","Kent Conservation District","Closed","39.286111","-75.627778","1.30","Kent","(39.286111, -75.627778)"
"4562","BUCKS BRANCH TAX DITCH MAINTENANCE DIPOUT","BUCKS BRANCH TAX DITCH","PRONG 2","2014-03-24T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.688000","-75.625600","23.80","Sussex","(38.688, -75.6256)"
"1043","Logans Run Subdivision","Logan's Run, LLC","Southeast of Johnson Rd and Northeast of Cubbage Pond Rd","2004-02-04T00:00:00.000","Residential","Sussex Conservation District","Closed","38.871400","-75.395600","32.86","Sussex","(38.8714, -75.3956)"
"4729","600 CENTER MILL ROAD","CARPENTER, CARROLL","600 CENTER MILL ROAD","2014-10-23T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.818889","-75.652222","4.00",,"(39.818889, -75.652222)"
"5304","ST. GEORGES TAX DITCH MAINTENANCE DIPOUT","ST. GEORGES TAX DITCH","PRONG 1, SUB 1 OF PRONG 1, AND SUB 2A OF PRONG 1","2016-10-10T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.556000","-75.142400","12.30","Sussex","(38.556, -75.1424)"
"4746","GE AVIATION BUILDING ADDITIONS","GE AVIATION","400 BELLEVUE DRIVE","2014-11-20T00:00:00.000","Industrial","City Of Newark","Closed","39.651375","-75.736253","0.30","New Castle","(39.651375, -75.736253)"
"3198","Kingdom Christian Academy","Crossroad Christian Church, Kingdom Business Inc","4867 North Dupont Highway","2009-06-16T00:00:00.000","Commercial","Kent Conservation District","Closed","39.216667","-75.566667","1.00","Kent","(39.216667, -75.566667)"
"5665","ROYAL FARMS #349","2160 NEW CASTLE AVENUE, LLC.","2160 NEW CASTLE AVENUE","2018-01-18T00:00:00.000","Commercial","New Castle County Department of Land Use","Active","39.695000","-75.556667","2.10",,"(39.695, -75.556667)"
"6245","Starbucks Smyrna","1350 Associates, LLC","1350 S. Dupont Blvd","2020-07-22T07:51:00.000","Commercial","Kent Conservation District","Closed","39.284707","-75.594627","1.05","Kent","(39.284707, -75.594627)"
"4288","Georgetown Medical Center","PLAZA PROPERTIES LLC","WEST MARKET STREET","2013-06-04T00:00:00.000","Commercial","Sussex Conservation District","Active","38.683056","-75.393333","3.19",,"(38.683056, -75.393333)"
"5419","THE TRUCK STORE","The Truck Store dover","435 SOUTH DUPONT HWY","2017-02-13T00:00:00.000","Commercial","Kent Conservation District","Closed","39.155895","-75.512300","0.30",,"(39.155895, -75.5123)"
"3495","FRIENDS OF OLD DRAWYERS","FRIENDS OF OLD DRAWYERS","RT 13","2010-08-04T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.466370","-75.653053","1.20","New Castle","(39.46637, -75.653053)"
"2138","Melendez Manor","Melendez Lane, LLC","Gravel Hill Road, Milton","2006-08-29T00:00:00.000","Residential","Sussex Conservation District","Active","38.777500","-75.338333","4.70",,"(38.7775, -75.338333)"
"2653","Kids Cottage","LSKC Dover","Commerical Lot 3 - Four Seasons Subdivision","2007-11-07T00:00:00.000","Commercial","Kent Conservation District","Closed","39.167600","-75.546300","1.34","Kent","(39.1676, -75.5463)"
"0959","Pilottown Park Addition","Pilottown Road LLC","South side of New Road","2003-11-12T00:00:00.000","DelDOT","Sussex Conservation District","Closed","38.611111","-75.153889","36.80","Sussex","(38.611111, -75.153889)"
"5485","JAMES BODINE FARM","JAMES M BODINE FARM","N OF THE INTERSECTION OF JUDITH AND HOURGLASS RD","2017-05-05T00:00:00.000","Ag Structures","Kent Conservation District","Closed","39.143604","-75.707549","4.40","Kent","(39.143604, -75.707549)"
"0862","Wilmington Friends School - Lower School","Wilmington Friends School","Brandywine Hundred (Alapocas)","2003-09-24T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.765278","-75.556111","3.40","New Castle","(39.765278, -75.556111)"
"2003","Millville by the Sea - Sales Center","Millville Town Center LLC","East side of Roxana Road","2006-05-23T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.531389","-75.136667","1.40","Sussex","(38.531389, -75.136667)"
"0126","SR 1, US 202/Rockland Material Pile Removal","Delaware Department of Transportation","Contract No. 22-106-04","2001-12-19T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.779167","-75.545556","5.40","New Castle","(39.779167, -75.545556)"
"1448","Lighthouse View Phase 2B","Lighthouse View","Route 54 (n/s)","2005-01-20T00:00:00.000","Residential","Sussex Conservation District","Active","38.452500","-75.058611","0.90",,"(38.4525, -75.058611)"
"4606","Hockessin United Methodist Church","Hockessin United Methodist Church","Lancaster Pike, Hockessin","2014-05-08T00:00:00.000","Other","New Castle County Department of Land Use","Active","39.786110","-75.690600","2.50",,"(39.78611, -75.6906)"
"4752","HOLLY BRANCH DITCH #1 TAX DITCH MAINTENANCE DIPOUT","HOLLY BRANCH DITCH #1 TAX DITCH","PRONG 1, SUB 1 OF PRONG 2, AND PRONG 2","2014-12-03T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.557700","-75.607500","86.20","Sussex","(38.5577, -75.6075)"
"2517","Lincoln Masten Commercial","Fitzgerald III, Huriah","Corner of SR 113 and Johnson Road","2007-06-26T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.868778","-75.439250","2.06","Sussex","(38.868778, -75.43925)"
"4828","THE RESERVES","TAC BEACON II, LLC.","BELLE VIA WAY","2015-04-15T00:00:00.000","Residential","Sussex Conservation District","Active","38.535200","-75.099300","92.47",,"(38.5352, -75.0993)"
"6624","Dairy Queen Harrington","Wilson Baker, Inc.","17040 South Dupont Highway","2022-01-28T07:45:00.000","Commercial","Kent Conservation District","Active","38.925726","-75.566840","1.20","Kent","(38.925726, -75.56684)"
"2908","Shops at Boyds Corner","Seth, Subodh N","2397 South DuPont Parkway","2008-07-22T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.500000","-75.650000","2.82",,"(39.5, -75.65)"
"3087","Heritage Commercial Center Phase 1 Section 1","Heritage Rocks Properties Two, LLC.","Intersection Route 13 and Route 404","2009-01-22T00:00:00.000","Commercial","Sussex Conservation District","Active","38.450000","-75.360000","9.00",,"(38.45, -75.36)"
"6764","Rt 13 Self Storage of Bridgeville","Dove Estate, LLC","Passwaters Farm Road and Rt. 113","2022-07-06T10:24:00.000","Commercial","Sussex Conservation District","Active","38.717840","-75.591098","13.00","Sussex","(38.71784, -75.591098)"
"3405","Maranatha Fellowship Church Addition","Maranatha Fellowship Church","60 Deer Track Lane","2010-04-07T00:00:00.000","Other","Kent Conservation District","Closed","39.158800","-75.589900","2.05","Kent","(39.1588, -75.5899)"
"1915","Delaware Racing Assoc","Delaware Racing Association","777 Delaware Park Blvd.","2006-02-23T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.704722","-75.660278","7.50","New Castle","(39.704722, -75.660278)"
"2391","DHCI Parking Lot Expansion & Improvements","State of Delaware Department of Health & Social Services","Delaware Hospital for the Chronically Ill","2007-03-22T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.491389","-76.000000","0.90","Kent","(39.491389, -76.0)"
"4373","OAK CREST FARMS STORMWATER MANAGEMENT IMPROVEMENTS","SUSSEX COUNTY COUNCIL","BEAVER DAM ROAD","2013-09-10T00:00:00.000","County","Sussex Conservation District","Closed","38.698889","-75.214444","3.80","Sussex","(38.698889, -75.214444)"
"3317","400 Ships Landing Way - Delmar","Twin Spans Business Park, LLC.","Twin Spans Business Park","2009-11-23T00:00:00.000","Industrial","New Castle Conservation District","Closed","39.670356","-75.556483","2.00",,"(39.670356, -75.556483)"
"2015","Fieldstone Golf Maintenance Area","Lisa D Moseley","Christiana Hundred","2006-05-31T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.802778","-75.637500","2.00","New Castle","(39.802778, -75.6375)"
"1288","Nationwide Auction Systems","Hearthstone Properties Delaware LLC","35 Davidson Lane","2004-08-18T00:00:00.000","Other","New Castle County Department of Land Use","Closed","39.702222","-75.540000","3.20","New Castle","(39.702222, -75.54)"
"4803","MEADOWBRIDGE APARTMENTS","Seaford Meadowbridge Associated","112 SOUTH TULL DRIVE","2015-02-26T00:00:00.000","Residential","Sussex Conservation District","Active","38.648771","-75.632620","2.60",,"(38.648771, -75.63262)"
"3617","Derrickson Canal Tax ditch Maintenance Dipout","Derrickson Canal Tax Ditch","Millville","2011-01-13T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.537222","-75.125000","5.30","Sussex","(38.537222, -75.125)"
"6440","Calvary Baptist Church - Higher Ground","Calvary Baptist Church","2285 Forrest Avenue","2021-04-20T08:01:00.000","Other","Kent Conservation District","Active","39.155893","-75.582302","18.00","Kent","(39.155893, -75.582302)"
"4070","Loop Track Unloading Facility","Delaware City Refining Company LLC","Delaware City Refinery","2012-09-27T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.592708","-75.653811","53.00","New Castle","(39.592708, -75.653811)"
"4932","DUDLEY POULTRY HOUSES","DUDLEY, KEN","HOLLETTS CORNER ROAD","2015-07-28T00:00:00.000","Other","Kent Conservation District","Closed","39.283333","-75.747778","10.10","Kent","(39.283333, -75.747778)"
"0613","Poynters Square","Highway One Limited Partners","Delaware 1 & South Avenue","2003-03-12T00:00:00.000","Residential","Sussex Conservation District","Closed","38.700000","-75.100000","0.90","Sussex","(38.7, -75.1)"
"0986","Osprey Landing","Oyster Rock Properties, LLC","North westerly side of Road 264 (Oyster Rocks Rd) 3/4 mile east of Rt 1.","2003-12-01T00:00:00.000","Residential","Sussex Conservation District","Closed","38.784167","-75.219722","11.00","Sussex","(38.784167, -75.219722)"
"2233","Paladin Club XII","Edgewood Village LLC","Paladin Drive and Eastview Lane","2006-11-09T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.755278","-75.513611","5.30","New Castle","(39.755278, -75.513611)"
"0747","Greenbank Estates","Alton F Warrington, Heirs","SCR 48 and SCR 302","2003-07-01T00:00:00.000","Residential","Sussex Conservation District","Closed","38.666667","-75.200000","9.50","Sussex","(38.666667, -75.2)"
"1736","Mariner Center","Mariner, Gordon","681 North of intersection US113 and County Road 323","2005-09-13T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.645833","-75.366667","2.49","Sussex","(38.645833, -75.366667)"
"4944","THE COMMONS AT LITTLE FALLS LOTS 9 A 9 B AND 9C","CSC SPECTRUM LITTLE FALLS LLC","SE CORNER OF INTERSECTION OF LANCASTER PIKE AND CENTERVILLE ROAD","2015-08-13T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.760278","-75.622222","17.70","New Castle","(39.760278, -75.622222)"
"6012","Abessinio Stadium","City of Wilmington","1 Stadium Drive","2019-06-21T07:40:00.000","Municipal","Wilmington (City of) Licensing & Inspections","Closed","39.760703","-75.552955","12.50","New Castle","(39.760703, -75.552955)"
"3013","South Main Street","Town of Smyrna","Main Street Between South Street, Commerce Street","2008-11-12T00:00:00.000","Municipal","Kent Conservation District","Closed","39.300278","-75.605833","1.88","Kent","(39.300278, -75.605833)"
"2956","PNC Bank - Rehoboth","PNC Bank","Delaware Rt. 1 and Sea Air Avenue","2008-09-09T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.714715","-75.107346","1.00","Sussex","(38.714715, -75.107346)"
"2795","Phillips Recycle","Phillips, Clint","US Route 13 Southbound","2008-03-20T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.815278","-75.586389","3.96","Sussex","(38.815278, -75.586389)"
"2931","New Port Lab Relocation at Bear Maintenance yard Facility","State of Delaware","DelDOT Bear Maintenance yard Facility","2008-08-13T00:00:00.000","State","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.655556","-75.655556","0.70","New Castle","(39.655556, -75.655556)"
"3159","Nephrology Associates, PA","Nephrology Real Estate","West Liberty Way, Lot 17, Independence Commons","2009-04-21T00:00:00.000","Commercial","Kent Conservation District","Closed","38.932500","-75.451944","2.20","Kent","(38.9325, -75.451944)"
"4446","NORTHSIDE CENTER PARCEL ""C""","ASH RAMUNNO ASSOCIATES, INC.","RT 301 & PETERSON ROAD","2013-11-21T00:00:00.000","Commercial","Middletown (Town Of)","Active","39.460000","-75.720000","2.19",,"(39.46, -75.72)"
"0433","Knotts Landing","Westover Land Company","1020' south of intersection of Bowman (KCR 401) and Warner (KCR 406) Rds","2002-09-12T00:00:00.000","Residential","Kent Conservation District","Closed","38.934167","-75.441667","35.00","Kent","(38.934167, -75.441667)"
"3000","Lands of 447 Trust - Lot 4","GGA CONSTRUCTION & LOT INVESTMENT","Industrial Drive, south of Middletown sewer treatment plant","2008-10-21T00:00:00.000","Commercial","Middletown (Town Of)","Closed","39.435556","-75.723056","4.40","New Castle","(39.435556, -75.723056)"
"5895","DCR HYDROGEN PLANT","DELAWARE CITY REFINING COMPANY LLC","DELAWARE CITY REFINERY","2018-11-13T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.583000","-75.637000","4.60","New Castle","(39.583, -75.637)"
"5382","SUMMIT BRIDGE RD AND ARMSTRONG CORNER RD INTERSECTION IMPROVEMENTS","DELAWARE DEPARTMENT OF TRANSPORTATION","T201011301 SUMMIT BRIDGE ROAD","2017-01-05T00:00:00.000","State","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.480556","-75.720278","39.00",,"(39.480556, -75.720278)"
"6299","Nicola's Restaurant","Flour Power, LLC","17501 Coastal Highway","2020-10-13T09:25:00.000","Commercial","Sussex Conservation District","Active","38.749634","-75.166400","1.60","Sussex","(38.749634, -75.1664)"
"6120","2020 McGee Tax Ditch Maintenance Dipout","McGee Tax Ditch","Boisenberry Ln.","2019-12-30T09:57:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.675896","-75.387263","11.30","Sussex","(38.675896, -75.387263)"
"0831","Ocean One and ReHi, LLC","Ocean One/ReHi, LLC","Delaware Rt 1 and Delaware Business Route 9","2003-08-29T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.750000","-75.166111","6.10","Sussex","(38.75, -75.166111)"
"1316","Market Street Renovation Project - Phase III","Delaware Department of Transportation","MLK Blvd to 7th Street","2004-09-16T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.741667","-75.550000","3.10","New Castle","(39.741667, -75.55)"
"3544","EAGLE POINT SECTION II","EAGLE POINT LLC","SOUTH SIDE OF SHADY LANE","2010-09-28T00:00:00.000","Residential","Sussex Conservation District","Closed","38.766667","-75.280556","12.00","Sussex","(38.766667, -75.280556)"
"5200","MARKET AT MILLER ROAD",,"NS OF INTERSECTION OF MILLER ROAD AND W 32ND STREET","2016-06-10T00:00:00.000","Commercial","DE DNREC - Watershed Stewardship","Closed","39.766320","-75.537440","2.30",,"(39.76632, -75.53744)"
"6324","Delaware Ave, Frankford Water Main Extension","Artesian Water Company, Inc","Delaware Ave, Frankford, DE","2020-11-17T14:02:00.000","Utility","Sussex Conservation District","Active","38.511988","-75.233718","0.52","Sussex","(38.511988, -75.233718)"
"0843","Sea Esta II Village","Pelican Bay Group","Rudder Road off Long neck Road (CR#23)","2003-09-05T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.630000","-75.170833","2.40","Sussex","(38.63, -75.170833)"
"5849","MISPILLION BREWERY","SILICATO WOOD PARTNERSHIP LLC","104 SILICATO PARKWAY","2018-10-10T00:00:00.000","Comm/Residential","Kent Conservation District","Closed","38.928611","-75.418889","2.50",,"(38.928611, -75.418889)"
"2357","Five Points Square","Atlantic East LTD","Corner of Savannah Road, Westcoats Road and Shady Road","2007-02-06T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.750278","-75.164167","8.43","Sussex","(38.750278, -75.164167)"
"0389","Delaware City Canal Promenade Phase III","Delaware City (City of)","Canal Street from Clinton Street to Williams Street","2002-08-19T00:00:00.000","Municipal","New Castle Conservation District","Closed","39.576944","-75.589444","0.50","New Castle","(39.576944, -75.589444)"
"6234","Pugs Crossing","PUGS XING, LLC","26007 Pugs Crossing","2020-06-26T09:57:00.000","Commercial","Sussex Conservation District","Active","38.599959","-75.289107","6.40","Sussex","(38.599959, -75.289107)"
"0772","Knollac Acres Sec II","Beverly T Thawley","Near Ints Rte 1 and CR 206","2003-07-23T00:00:00.000","Residential","Sussex Conservation District","Closed","38.897778","-75.388611","18.10","Sussex","(38.897778, -75.388611)"
"4343","BUILDING FOUNDATION CONSTRUCTION AND ROUGH GRADING","PARCEL 5 ROUGH GRADING","400 SOUTH MADISON STREET","2013-08-08T00:00:00.000","Commercial","DE DNREC - Watershed Stewardship","Closed","39.735936","-75.560986","1.51","New Castle","(39.735936, -75.560986)"
"4455","NORTH PRONG TAX DITCH MAINTENANCE DIPOUT","NORTH PRONG TAX DITCH","SUB 1A OF PRONG 5, SUB 1AS1 OF PRONG 5","2013-11-26T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.498900","-75.377800","20.30","Sussex","(38.4989, -75.3778)"
"2947","Georgetown Commons","Route 113 Associates","South East cornor of DuPont Blvd. Northbound & Old Laurel Road","2008-08-21T00:00:00.000","Commercial","Sussex Conservation District","Active","38.679186","-75.392608","9.10",,"(38.679186, -75.392608)"
"2889","Maple View","Maple View, LLC","838, 842, 846 and 850 Bayview Road","2008-06-23T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.491944","-75.630833","4.30",,"(39.491944, -75.630833)"
"0533","Turtle Walk of Bethany","Turtle Walk of Bethany","Intersection of State Rte 26 & Hawksbill Drive","2003-01-02T00:00:00.000","Residential","Sussex Conservation District","Closed","38.541667","-75.075000","1.10","Sussex","(38.541667, -75.075)"
"2078","South Ocean View Sanitary Sewer District","Sussex County Engineering Department","INTERSECTION OF CR 362 & CR 368","2006-07-11T00:00:00.000","County","Sussex Conservation District","Closed","38.320000","-75.060000","2.80","Sussex","(38.32, -75.06)"
"5711","LOVE CREEK MARINA","LOVE CREEK DEVELOPMENT, LLC.","20833 BOAT HOLE BLVD","2018-04-03T00:00:00.000","Commercial","Sussex Conservation District","Active","38.701600","-75.162300","12.70",,"(38.7016, -75.1623)"
"0427","Eaglepoint","Grady","South Side of Shady Lane","2002-09-09T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.746700","-75.165657","17.00","Sussex","(38.7467, -75.165657)"
"4276","6701 GOVERNOR PRINTZ BOULEVARD","GENE MCLAUGHLIN LLC","RTE13 AND I495","2013-05-21T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.779167","-75.478611","0.46","New Castle","(39.779167, -75.478611)"
"4665","DANIEL WEAVER AGRICULTURE STRUCTURE","WEAVER, DANIEL","724 DINAHS CORNER ROAD","2014-07-15T00:00:00.000","Other","Kent Conservation District","Closed","37.421944","-75.085000","6.30","Kent","(37.421944, -75.085)"
"1345","White Pine Cove","Mixon, Mike","Hudson Road","2004-10-14T00:00:00.000","Residential","Sussex Conservation District","Closed","38.775556","-75.241111","2.90","Sussex","(38.775556, -75.241111)"
"4404","STREAM STABILIZATION PROJECT - TSIONAS PROPERTY","TSIONAS, GEORGIA","3510 NEWPORT GAP PIKE","2013-10-17T00:00:00.000","Other","New Castle Conservation District","Active","39.759722","-75.660000","2.54",,"(39.759722, -75.66)"
"0946","Holladay House","CCS Investors, Inc","Greenville at the intersection with Briaars Lane","2003-10-29T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.773889","-75.593056","2.50","New Castle","(39.773889, -75.593056)"
"2602","Baymont Farms","Gill Family Limited Partnership","North and South side of Vance Neck Road","2007-09-10T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.627500","-75.832500","101.40","New Castle","(39.6275, -75.8325)"
"2823","Ten Bears Environmental LLC","Green Stone Engineering, LLC","1080 South Chapel Street","2008-04-17T00:00:00.000","Commercial","City Of Newark","Closed","39.643889","-75.730000","0.60",,"(39.643889, -75.73)"
"6588","Harvard Business Services","Coastal Highway, LLC","Coastal Hwy (Route 1)","2021-12-03T12:21:00.000","Commercial","Sussex Conservation District","Active","38.764898","-75.211830","1.69","Sussex","(38.764898, -75.21183)"
"5028","PONDEROSA FARMS II POULTRY FARM COMPLEX","PONDEROSA FARMS II LLC","12474 DOUBLE FORK BLVD","2015-11-23T00:00:00.000","Ag Structures","Sussex Conservation District","Closed","38.813923","-75.682222","31.00",,"(38.813923, -75.682222)"
"3112","The Woods at Mansion Farm","DMC Peoples Inc","North Intersection of Robert peoples Blvd. with Manion Farm Dr.","2009-02-11T00:00:00.000","Residential","New Castle County Department of Land Use","Closed","39.581870","-75.719600","97.40","New Castle","(39.58187, -75.7196)"
"4610","DEVELOPMENT AND EXPANSION OF THE DAFB CARGO RAMP","DEPARTMENT OF TRANSPORTATION","EAST DOVER","2014-05-12T00:00:00.000","State","Kent Conservation District","Closed","39.143440","-75.469800","40.00","Kent","(39.14344, -75.4698)"
"0908","Deer Run","Sussex Ventures","Ccounty Rd 331 and 335","2003-10-15T00:00:00.000","Residential","Sussex Conservation District","Closed","38.571667","-75.253056","12.00","Sussex","(38.571667, -75.253056)"
"2009","Royal Farms Convenient Store","Cloverland Farms Dairy","RT 13 HARRINGTON","2006-05-30T00:00:00.000","Commercial","Kent Conservation District","Closed","38.929167","-75.566667","1.34","Kent","(38.929167, -75.566667)"
"2398","Heathers Holistic Health","Torbert, Lisa H","1169 and 1175 Walker Road","2007-04-02T00:00:00.000","Commercial","Kent Conservation District","Closed","39.168056","-75.552361","0.70","Kent","(39.168056, -75.552361)"
"5532","COCCIVAC EXPANSION BUILDING","MERCK ANIMAL HEALTH","NORTH SIDE OF LOT","2017-07-26T00:00:00.000","Industrial","Sussex Conservation District","Active","38.592222","-75.301667","3.59",,"(38.592222, -75.301667)"
"6280","Chester Bethel Methodist Church","Chester Bethel United Methodist Church","2619 Foulk Road","2020-09-22T11:44:00.000","County","New Castle County Department of Land Use","Active","39.832620","-75.500402","2.40","New Castle","(39.83262, -75.500402)"
"4492","THE ESTUARY PHASE 1A","ESTUARY DEVELOPMENT, LLC.","SW OF ROAD 364 & APPROX 2000 SE OF ROAD 363","2014-01-09T00:00:00.000","Residential","Sussex Conservation District","Active","38.511160","-75.116390","15.00",,"(38.51116, -75.11639)"
"3394","UD Central Campus Crosswalk","University of Delaware","Delaware Avenue","2010-03-22T00:00:00.000","State","City Of Newark","Closed","39.681944","-75.752500","0.80","New Castle","(39.681944, -75.7525)"
"1472","Laurel Crossing","Laurel Crossing","Intersection of County Road 468 and Route 13","2005-02-08T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.583056","-75.566667","3.10","New Castle","(38.583056, -75.566667)"
"3746","C1936-3 PROMENADE AT CHRISTIANA","SEARS RAE, L.L.C.","RTE 273 ON EAGLE RUN ROAD","2011-07-05T00:00:00.000","Commercial","New Castle County Department of Land Use","Active","39.674444","-75.668333","38.30",,"(39.674444, -75.668333)"
"3277","Leander Lakes Apartments","Rinnier Development Company","2161 Forest Avenue","2009-09-28T00:00:00.000","Residential","Kent Conservation District","Closed","39.155556","-75.577222","34.10",,"(39.155556, -75.577222)"
"6416","Exelon Millsboro District Office - Proposed Driveway","Delmarva Power - an Exelon Company","26668 Handy Road","2021-03-23T13:59:00.000","Commercial","Sussex Conservation District","Active","38.565966","-75.279946","1.30","Sussex","(38.565966, -75.279946)"
"3505","BRIDGEVILLE COMMONS -PARCEL 11 RETAIL SITE & WASTEWATER COLLECTION SYSTEM","BRIDGEVILLE COMMONS","INTERSECTION OF RT 404","2010-08-04T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.721747","-75.586603","11.50","Sussex","(38.721747, -75.586603)"
"1526","Governors Field","Governor's Square Associates","US 40 and Quintillo Drive, behind Governor Square II Shopping Center","2005-03-14T00:00:00.000","County","New Castle County Department of Land Use","Closed","39.631111","-75.668333","14.20","New Castle","(39.631111, -75.668333)"
"5715","SR 273 SIDEWALK OBP TO EAGLE RUN ROAD","DELAWARE DEPT OF TRANSPORTATION","CHRISTIANA ROAD","2018-04-03T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.666944","-75.666944","1.80","New Castle","(39.666944, -75.666944)"
"3132","Georgetown Commons","Arrow Safety LLC","Arrow Safety Road/US Rt. 113","2009-03-03T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.671550","-75.385090","19.30","Kent","(38.67155, -75.38509)"
