"the_geom","objectid_1","objectid","ftype","name","pic_url","thumb_url","sh_descr","descr_1","descr_2","location","season","vendor","website","lat","long"
"POINT (-75.579124000165 39.699425999954)","114","112","CSAs","Bright Spot Urban Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-520-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-520-of-585.jpg","Two pickup sites: DHSS Herman Holloway Campus, New Castle or West End Neighborhood House, Wilmington",,,,,"Learn more: 302-255-2993","https://www.brightspotfarms.org/communitysupportedagriculture","39.699426","-75.579124"
"POINT (-75.150856000012 38.745660999974)","21","14","Farmers Markets","Historic Lewes Farmers' Market at Crooked Hammock","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_pint-snacks.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Delaware-Grown_pint-snacks-tb.jpg","Wednesdays 8  to 11 am","Locally grown fresh produce, eggs, baked goods, meats, fish, cut flowers & herbs","Accepts EBT cards (SNAP benefits) and FMNP coupons","Crooked Hammock Brewery, 37707 Crooked Hammock Way, Lewes","Open June 2 -  September 29, 2021","Vendor Information: 302-644-1436 or info@historiclewesfarmersmarket.org","http://www.historiclewesfarmersmarket.org/","38.745661","-75.150856"
"POINT (-75.269266999794 38.762637999953)","146","93","Farm Stands","Totem Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-530-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-530-of-585.jpg","Growing nutrient dense produce","Open 10 am to 4;30 pm Wednesdays, Saturdays & Sundays",,"16300 King Cole Drive, Milton",,"Learn more: 302-930-1840","https://www.facebook.com/totemfarm/","38.762638","-75.269267"
"POINT (-75.548511999735 39.238621000166)","129","127","U-Pick","Ficner's Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick strawberries",,,"1911 Fast Landing Road, Dover",,"Learn more: 302-674-4677","http://www.ficnerfarm.com/","39.238621","-75.548512"
"POINT (-75.489507000222 39.073417000023)","105","148","Christmas Tree Growers","Fir Tree Acres","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-18-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-18-of-20.jpg",,,,"2216 Woodlytown Road, Magnolia",,"Learn more: 302-687-7396","http://www.delawarechristmastreegrowersassn.com/farms.php?farm_id=9","39.073417","-75.489507"
"POINT (-75.543943000215 39.028541000058)","34","56","Farm Stands","Indian Point Farm - Canterbury Road","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-33-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-33-of-585.jpg","Fourth generation Delaware farmers growing produce on 80 acres and 3 greenhouses.",,,"8730 Canterbury Road, Felton",,"Learn more: 302-751-1217","http://www.indianpointfarm.com/index.html","39.028541","-75.543943"
"POINT (-75.645160000218 39.304620999668)","126","124","U-Pick","Greenspring Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-337-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-337-of-585.jpg",,,,"1331 Clayton-Greenspring Road, Clayton",,"Learn more: 302-653-0239",,"39.304621","-75.64516"
"POINT (-75.449592999823 38.551164999703)","90","52","Farm Stands","Hay Wagon Country Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,,,"17166 Phillips Hill Road, Laurel",,"Learn more 410-868-4617","https://www.facebook.com/haywagoncountryproduce/","38.551165","-75.449593"
"POINT (-75.322589999726 38.521135999946)","137","135","U-Pick","Kingsley Orchards","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick blueberries","Open 8 am to 5 pm June and July",,"24349 Blueberry Lane, Frankford",,"Learn more: 302-732-9567","http://www.kingsleyorchards.com/index.html","38.521136","-75.32259"
"POINT (-75.753770000263 39.613279999942)","119","117","CSAs","Food Bank of Delaware Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-1-127-of-152-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Farmers-Market-Set-1-Thumbnail-127-of-152.jpg","Pick up at the farm: 222 Lake Drive, Newark",,,,,"Learn more: 302-292-1305","https://www.fbd.org/csa/","39.61328","-75.75377"
"POINT (-75.488327000214 38.77089699965)","134","132","U-Pick","Ernest Fruit Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg",,,,"15092 Union Church Road, Ellendate",,"Learn more: 302-349-5986","https://www.facebook.com/ErnestFruitFarm/","38.770897","-75.488327"
"POINT (-75.542337000235 39.742128000305)","53","90","Farm Stands","Urban Acres Mobile Farm Stand","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-60-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-60-of-585.jpg","Central Baptist Church and various other Wilmington locations.","See website for details",,"Ninth and Pine Streets, Wilmington",,"Learn more: 302-547-1573","https://centralbaptistcdc.org/urban-acres/","39.742128","-75.542337"
"POINT (-75.570736999889 39.061803000082)","106","149","Christmas Tree Growers","Loblolly Acres","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-16-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-16-of-20.jpg",,,,"3893 Turkey Point Road, Viola",,"Learn more: 302-284-9255","http://www.loblollyacres.com/","39.061803","-75.570737"
"POINT (-75.155176999835 38.539958000089)","189","169","Wineries","Salted Vine Vineyard and Winery","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Wineries-Samples-3-of-4.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Wineries-Samples-Thumbnails-3-of-4.jpg",,"Sunday, Monday, Wednesday, Thursday - noon to 6 pm","Friday - noon to 7 pm & Saturday 11 am to 7 pm","3512 Blaclwater Road, Frandford",,"Learn more: 302-436-1500","https://www.saltedvines.com/","38.539958","-75.155177"
"POINT (-75.359739999879 38.602539000076)","6","31","Farm Stands","Country Living Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","The Smith family has been providing choice produce harvested from our farm for 11 generations.","Open May through December 9 am to 6 pm",,"28086 Cross Keys Road, Milsboro",,"Learn more: 302-934-9045","http://www.countrylivingproduce.com/","38.602539","-75.35974"
"POINT (-75.732280999703 39.444204999843)","197","177","Breweries","Crooked Hammock Brewing","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-3-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-3-of-16.jpg",,"Hours: 11 am to 11 pm Sunday through Thursday","11 am to 1 am Friday & Saturday","316 Auto Park Drive, Middletown",,"Learn more: 302-601-7837","https://crookedhammockbrewery.com/","39.444205","-75.732281"
"POINT (-75.771272999837 39.633933000291)","68","82","Farm Stands","Pine Hill Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-420-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-420-of-585.jpg","Emu oil, emu eggs, emu feathers, smoked emu bones for dogs",,,"1544 Smith Way, Newark",,"Learn more: 302-368-0040","https://pinehillfarmsde.com/","39.633933","-75.771273"
"POINT (-75.738236999818 39.571741999731)","152","99","Farm Stands","Whimsical Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-412-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-412-of-585.jpg","Home deliveries of eggs, sausage & honey in western New Castle Coutny",,,,,"Learn more: 302-836-FOOD","https://whimsicalfarms.weebly.com/store/c1/Featured_Products.html","39.571742","-75.738237"
"POINT (-75.591146 38.748909999669)","147","94","Farm Stands","TS Smith Orchard Point Market","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Come in and enjoy the fresh produce, the bakery/deli selections, and our petting zoo.","Open 7 am to 6 pm daily",,"9045 Redden Road, Bridgeville",,"Learn more: 302-727-1983","https://www.facebook.com/TSOrchardPointMarket/","38.74891","-75.591146"
"POINT (-75.565589000235 38.966056000161)","148","95","Farm Stands","Twisted Steel Cattle Co. Farm Market","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-506-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-506-of-585.jpg","Home-grown hormone and antibiotic-free beef & locally grown produce","Open 10 am to 6 pm every day",,"14255 South DuPont Highway, Harrington",,"Learn more: 302-566-6943","https://www.facebook.com/TwistedSteelBeef/","38.966056","-75.565589"
"POINT (-75.520980999744 39.801984000189)","110","108","CSAs","Highland Orchards","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Choice of numerous pickup sites:","Newark, Hockessin & Wilmington",,,,"Learn more: 302-478-4042","http://www.highlandorchardsfarmmarket.com/","39.801984","-75.520981"
"POINT (-75.684472999845 38.788590999905)","186","166","Creameries","Vanderwendes Farm Creamery","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-6-of-7.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Icecream-Samples-Thumbnails-6-of-7.jpg",,"Monday through Thursday - noon to 6 pm","Friday through Sunday  - 11 am to 7 pm","4003 Seashore Hwy, Bridgeville",,"Learn more: 302-349-5110","https://www.vanderwendefarmcreamery.com/","38.788591","-75.684473"
"POINT (-75.711996000338 38.80018099998)","32","25","Farm Stands","Adams Fruit Market","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-491-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-491-of-585.jpg","We are a country fruit market and gardent center offering exceptional produce, garden products, and home decorations since 1964","Open 9 am to 5:30 pm April to December",,"2239 Seashore Hwy, Greenwood",,"Learn more: 302-349-4924","https://www.facebook.com/Adams-Fruit-Market-188788084474824/","38.800181","-75.711996"
"POINT (-75.622089999792 39.281591999707)","166","192","Breweries","Blue Earl Brewing","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-28-of-12.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-28-of-12.jpg",,"Hours: 3-9 pm Monday & Tuesday; Noon to 10 pm Wednesday& Thursday","Noon to 11 pm Friday & Saturday; 1-6 pm Sunday","210 Artisan Drive, Smyrna",,"Learn more: 302-653-2337","https://blueearlbrewing.com/","39.281592","-75.62209"
"POINT (-75.602920999963 39.206018999798)","37","59","Farm Stands","John's Market","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-49-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-49-of-585.jpg","We sell fruit, veggistables, jams, jellies, cider, baked goods, Christmas trees & more.","Open 10 am to 6 pm Monday through Saturday",,"4693 Kenton Road, Dover",,"Learn more: 302-423-7035","https://www.facebook.com/johnsmarketde/","39.206019","-75.602921"
"POINT (-75.487456000003 38.851881000077)","150","97","Farm Stands","Water Girl Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-501-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-501-of-585.jpg","Proud to Grow Your Food",,,"7047 Horse Cart Lane, Lincoln",,"Learn more: 302-745-9999","https://www.facebook.com/WaterGirlFarm/?eid=ARCI9mPpHuxf9iDyz424mpa19eKsk_zgzfc3quV1krbADWdf9QT7TWvRBzxG10on0rBqfrFQhQU3Nap1","38.851881","-75.487456"
"POINT (-75.556643999743 38.525483999674)","133","131","U-Pick","Dickerson Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick pumpkins",,,"32907 Sussex Hwy, Laurel",,"Learn more: 302-857-0826","https://www.facebook.com/Dickerson-Farms-188316881201333/","38.525484","-75.556644"
"POINT (-75.600136999625 39.298910000276)","158","184","Breweries","Brick Works Brewing","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-10-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-10-of-16.jpg",,"Hours: 11 am to 10 pm Sunday through Thrusday","11 am to 11 pm Friday & Saturday","230 S. Dupont Blvd., Smyrna",,"Learn more: 302-508-2523","https://www.brickworksde.com/contact/","39.29891","-75.600137"
"POINT (-75.131412999648 38.461491999775)","140","138","U-Pick","Magee Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick strawberries",,,"34857 Lighthouse Road, Selbyville",,"Learn more: 302-436-5589","http://www.mageefarms.com/","38.461492","-75.131413"
"POINT (-75.567428999669 39.023662999934)","188","168","Wineries","Pizzadili Winery","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Wineries-Samples-4-of-4.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Wineries-Samples-Thumbnails-4-of-4.jpg",,"Open daily noon to 5 pm",,"1683 Peach Basket Road, Felton",,"Learn more 302-284-9463","https://www.pizzadiliwinery.com/","39.023663","-75.567429"
"POINT (-75.451131999856 38.931064999768)","162","188","Breweries","Mispillion River Brewery","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-26-of-12.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Thumbnail-26-of-12.jpg",,"Hours: Noon to 10 pm Monday through Thursday","Noon to Midnight Friday & Saturday; Noon to 6 pm Sunday","255 Mulet Run St., Milford",,"Learn more: 302-491-6623","https://www.mispillionriverbrewing.com/","38.931065","-75.451132"
"POINT (-75.698027000041 38.796676000081)","44","66","Farm Stands","Little Wagon Produce","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","Our produce is picked fresh daily","Open 9 am to 4 pm every day","Covid-19 update: Online ordering w/ curbside pickup or home delivery available","2667 Seashore Hwy., Georgetown",,"Learn more: 302-349-5100","https://www.facebook.com/littlewagonproduce/","38.796676","-75.698027"
"POINT (-75.600313000251 38.5332530002)","176","156","Christmas Tree Growers","Balsam Acres","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-18-of-20.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Christmas-Tree-Samples-Thumbnails-18-of-20.jpg",,,,"8428 Sharptown Road, Laurel",,"Learn more: 302-875-4952",,"38.533253","-75.600313"
"POINT (-75.088826000137 38.533878000165)","40","62","Farm Stands","Kyle's Produce  Junction","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-524-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-524-of-585.jpg","At the intersection of Muddy Neck and Parker House Roads","Open daily 9 am to 6 pm",,"3801 Muddy Neck Road, Ocean View",,"Learn more: 302-519-5960",,"38.533878","-75.088826"
"POINT (-75.692978999947 39.137558999804)","2","27","Farm Stands","Bethesda Farm","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Large-424-of-585.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Farmer-Markets-Stands-Thumbnail-424-of-585.jpg","The  farmstand offers loacl produce, honey, eggs, cheese, jams & jellies & goat's milk soap and lotion","Open 10 am to 5 pm Thursday and Friday and 10 am to 4 pm Saturday",,"2403 Hourglass Road, Hartley",,"Learn more 302-242-4737","https://www.facebook.com/thegranarymarket/","39.137559","-75.692979"
"POINT (-75.580475999701 38.546723000021)","138","136","U-Pick","Lakeside Farms","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-1-of-1.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Placeholder-DG-thumbnail-1-of-1.jpg","U-Pick strawberries",,,"32206 Hastings Drive, Laurel",,"Learn more: 302-875-4245","https://www.facebook.com/lakesidefarms4245/","38.546723","-75.580476"
"POINT (-75.189633000062 38.747376999887)","190","170","Wineries","Nassau Valley Vineyards","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Wineries-Samples-2-of-4.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/Wineries-Samples-Thumbnails-2-of-4.jpg",,"Hours: Tuesday through Saturday - 11 am to 5 pm","Sunday - noon to 5 pm","32165 Winery Way, Lewes",,"Learn more: 302-645-9463","https://www.nassauvalley.com/","38.747377","-75.189633"
"POINT (-75.746855999897 39.683451000072)","155","181","Breweries","Iron Hill Brewery","https://delawaregrown.com/wp-content/uploads/sites/160/2020/04/Delaware-Grown-Breweries-Medium-2-of-16.jpg","https://delawaregrown.com/wp-content/uploads/sites/160/2019/04/brew-thumbnail-3-of-4.jpg",,"Hours: 11 am to 11 p, Sunday through Wednesday","11 am to Midnight Friday and Saturday","147 E. Main Street. Newark",,"Learn more: 302-266-9000","https://www.ironhillbrewery.com/","39.683451","-75.746856"
