"fiscal_year","fiscal_month","check_date","org","org_desc","object","object_desc","fund","fund_desc","payee","amount","payment_id","check_status","check_number","inv_number","char_code","char_code_desc","payment_type","vendor_no","goal_category"
"2016","5","2016-02-23T00:00:00.000","605624","EVANS COMMUNITY CENTER","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","ACTIVE NETWORK, INC.","291.5","118541","CLEARED",,"11075283","61","SUPPLIES","PRINT","69",
"2017","7","2017-04-18T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","1.96","170268","CLEARED",,"170268",,"BALANCE SHEET ACCOUNT","STALE DATED","999997",
"2021","4","2021-02-09T00:00:00.000","605624","EVANS COMMUNITY CENTER","6080","OTHER PERSONAL SERVICES","100","GENERAL","BALL EMPOWERMENT, LLC","1368","350820","CLEARED",,"012921","60","PERSONAL SERVICES","PRINT","7179",
"2022","2","2021-11-04T00:00:00.000","604000","RECREATION SERVICES ADMIN","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","37.93","387421","CLEARED",,"3489965254","61","SUPPLIES","EFT","4343",
"2020","12","2020-09-29T00:00:00.000","211000","POLICE OPERATIONS","6275","MAINTENANCE OF EQUIPMENT","100","GENERAL","DELL COMPUTER L.P.","149.99","333984","CLEARED",,"10425348836","62","CONTRACTUAL SERVICES","PRINT","965",
"2020","10","2020-07-21T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","TOWN EAST FORD II LLC","5.4","324282","CLEARED",,"981494",,"BALANCE SHEET ACCOUNT","PRINT","4804",
"2016","6","2016-03-29T00:00:00.000","254000","ANIMAL SERVICES","6200","PROFESSIONAL SERVICES","100","GENERAL","MISC VENDOR","10","123727","CLEARED",,"31145456","62","CONTRACTUAL SERVICES","PRINT","999996",
"2020","5","2020-02-20T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","305911","CLEARED",,"JP0116200051","62","CONTRACTUAL SERVICES","PRINT","999994",
"2021","11","2021-08-24T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","SID TOOL CO., INC.","181.42","377139","CLEARED",,"41435504",,"BALANCE SHEET ACCOUNT","PRINT","2697",
"2017","6","2017-03-17T00:00:00.000","501000","LIBRARY NORTH BRANCH","4630","EQUIPMENT RENTAL","100","GENERAL","COMPTROLLER PUBLIC ACCTS","7.51","166729","CLEARED",,"03172017","46","CHARGES FOR SERVICE","WIRE","612",
"2016","12","2016-09-29T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","TFM ENTERPRISES, INC.","402","144996","CLEARED",,"28022","61","SUPPLIES","EFT","3086",
"2017","11","2017-08-29T00:00:00.000","120000","CITY SECRETARY","6213","ADVERTISING","100","GENERAL","DAILY COMMERCIAL RECORD, INC","147.17","187986","CLEARED",,"655658","62","CONTRACTUAL SERVICES","EFT","800",
"2021","9","2021-06-29T00:00:00.000","607000","ATHLETICS PROGRAMS","6080","OTHER PERSONAL SERVICES","100","GENERAL","SONIA S BROWN","105","368089","CLEARED",,"06192021","60","PERSONAL SERVICES","PRINT","10587",
"2016","11","2016-08-16T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BERGER ENGINEERING  COMPANY","330.44","139783","CLEARED",,"S24167","62","CONTRACTUAL SERVICES","EFT","5383",
"2020","10","2020-07-28T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","LOWES COMPANIES, INC.","85.52","325496","CLEARED",,"64774-1","62","CONTRACTUAL SERVICES","PRINT","2665",
"2016","9","2016-06-09T00:00:00.000","605631","AFTER SCHOOL ADVENTURES","6103","FOOD OR CONCESSIONS","100","GENERAL","CITY OF MESQUITE","23.88","132007","CLEARED",,"09512","61","SUPPLIES","PRINT","490",
"2018","9","2018-07-03T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","HOSE FAST, INC.","236.76","228536","CLEARED",,"274117","61","SUPPLIES","PRINT","1911",
"2018","2","2017-11-30T00:00:00.000","410532","METER SERVICES","6277","MAINTENANCE OF INFRASTRUCTURE","4000","WATER SEWER OPERATING","CORE & MAIN LP","3860.85","199625","CLEARED",,"I011627","62","CONTRACTUAL SERVICES","PRINT","1974",
"2020","8","2020-05-05T00:00:00.000","146000","SELF INSURANCE GEN LIABILITY","6208","LEGAL SERVICES/COURT COSTS","6050","GENERAL LIABILITY INSURANCE","SAUNDERS & WALSH PLLC","2825","316162","CLEARED",,"88996","62","CONTRACTUAL SERVICES","PRINT","9794",
"2019","8","2019-05-21T00:00:00.000","20267040","2014 C.O. CAP PROJ PUB WKS","8920","CONTRACTUAL SERVICES","2026","2014 C.O. CAPITAL PROJECTS","GARVER","10637.81","269941","CLEARED",,"15087121-6","62","CONTRACTUAL SERVICES","PRINT","7863",
"2021","6","2021-03-30T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","14.93","356660","CLEARED",,"4044-508541",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2019","1","2018-10-25T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","DICKSON EQUIPMENT CO INC","37.92","243604","CLEARED",,"2018-1875PT","61","SUPPLIES","EFT","1002",
"2017","4","2017-01-26T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","125.17","158643","CLEARED",,"158643",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2018","10","2018-08-07T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","GOOD EARTH CORPORATION, INC","31870.7","232425","CLEARED",,"169463","62","CONTRACTUAL SERVICES","EFT","1551",
"2020","11","2020-08-11T00:00:00.000","114000","FACILITY MAINTENANCE","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","IMPACT FIRE SERVICES","220","328272","CLEARED",,"147669","62","CONTRACTUAL SERVICES","PRINT","9113",
"2017","3","2017-01-05T00:00:00.000","20327027","2017 C.O. CAP PROJ NGHRHD SRVS","8930","MINOR CAPITAL OUTLAY","2032","2017 C.O. CAPITAL PROJECTS","BLUELINE SERVICES SYSTEMS GROUP, LP","2063.04","155649","CLEARED",,"BSS-22810","63","CAPITAL OUTLAY-MINOR","PRINT","8073",
"2021","4","2021-01-07T00:00:00.000","11517011","TIRZ 2 TOWNE CENTRE ADMIN","8940","MAJOR CAPITAL OUTLAY","1151","TIRZ 2 TOWNE CENTRE","CCS CUSTARD CONSTRUCTION SERVICES","24069.96","347429","CLEARED",,"CCSM-2038","64","CAPITAL OUTLAY-MAJOR","PRINT","8780",
"2020","11","2020-08-18T00:00:00.000","2032","2017 C.O. CAPITAL PROJECTS","2020","RETAINAGE PAYABLE","2032","2017 C.O. CAPITAL PROJECTS","TEXAS STERLING CONSTRUCTION CO.","2507.02","328309","CLEARED",,"RT328309",,"BALANCE SHEET ACCOUNT","PRINT","8356",
"2017","8","2017-05-09T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","73.69","173511","CLEARED",,"244878085","62","CONTRACTUAL SERVICES","EFT","2433",
"2019","4","2019-01-17T00:00:00.000","215000","POLICE STAFF SUPPORT SERVICES","6280","CELL PHONE ALLOWANCE","100","GENERAL","AT&T MOBILITY II, LLC","35.52","253308","CLEARED",,"990136715X01032019","62","CONTRACTUAL SERVICES","PRINT","3062",
"2020","9","2020-06-23T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","39.6","321752","CLEARED",,"015898105","61","SUPPLIES","EFT","9245",
"2020","12","2020-09-24T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","DICKSON BROS INC","36.01","333884","CLEARED",,"15351","62","CONTRACTUAL SERVICES","PRINT","1001",
"2018","4","2018-01-16T00:00:00.000","502000","LIBRARY CENTRAL","4627","FINES AND OVERDUES","100","GENERAL","MISC VENDOR","5.99","206062","CLEARED",,"01201801","46","CHARGES FOR SERVICE","PRINT","999996",
"2016","5","2016-02-18T00:00:00.000","100","GENERAL","1145","PREPAID INVENTORY ITEMS","100","GENERAL","O REILLY AUTOMOTIVE STORE INC","10","118395","CLEARED",,"2433-128973",,"BALANCE SHEET ACCOUNT","PRINT","3321",
"2017","8","2017-05-11T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","20.56","174075","CLEARED",,"8283510614","61","SUPPLIES","EFT","4917",
"2018","3","2017-12-12T00:00:00.000","153218","UTILITY BILLING","6200","PROFESSIONAL SERVICES","4000","WATER SEWER OPERATING","PEOPLE READY, INC.","448.47","201672","CLEARED",,"22958386","62","CONTRACTUAL SERVICES","PRINT","8576",
"2020","6","2020-03-17T00:00:00.000","254000","ANIMAL SERVICES","6108","SMALL TOOLS AND EQUIP","100","GENERAL","PETHEALTH SERVICES, INC (USA)","7950","309936","CLEARED",,"SIUN13459876","61","SUPPLIES","PRINT","3497",
"2021","4","2021-01-21T00:00:00.000","401501","STREET LIGHTING","6102","COPY/PRINTING SUPPLIES","100","GENERAL","ENCON SYSTEMS, INC","12.18","348740","CLEARED",,"87663","61","SUPPLIES","PRINT","1152",
"2016","4","2016-01-21T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","203.57","112317","CLEARED",,"112317",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2016","1","2015-10-13T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","GENUINE PARTS CO.","14.27","101009","CLEARED",,"018336","61","SUPPLIES","EFT","3165",
"2016","12","2016-09-15T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6258","EMPLOYEE ASSISTANCE PROGRAM","6000","GROUP MEDICAL INSURANCE","WORKERS ASSISTANCE PROGRAM INC.","2239.65","143311","CLEARED",,"57998","62","CONTRACTUAL SERVICES","PRINT","5262",
"2017","7","2017-05-02T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","172665","CLEARED",,"JP0420170013","62","CONTRACTUAL SERVICES","STALE DATED","999994",
"2019","7","2019-04-02T00:00:00.000","606652","OTHER SPECIAL EVENTS","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","TEXAS SUMO GAME RENTAL","885","264607","CLEARED",,"MesquiteCincodeMayo","62","CONTRACTUAL SERVICES","PRINT","8017",
"2016","2","2015-11-17T00:00:00.000","411000","CHILLER PLANT OPERATIONS","6235","TELEPHONE SERVICE","4000","WATER SEWER OPERATING","SOUTHWESTERN BELL TELEPHONE COMPANY","57.6","105277","CLEARED",,"120833915.11-15","62","CONTRACTUAL SERVICES","PRINT","4283",
"2016","11","2016-08-26T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","SID TOOL CO., INC.","80.4","140736","CLEARED",,"13268227",,"BALANCE SHEET ACCOUNT","PRINT","2697",
"2018","8","2018-05-08T00:00:00.000","608671","TOWN EAST POOL","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","1012.23","220962","CLEARED",,"25365610-4","62","CONTRACTUAL SERVICES","PRINT","6276",
"2018","8","2018-05-31T00:00:00.000","605625","SCOTT DUNFORD COMM CENTER","6234","GAS","100","GENERAL","ATMOS ENERGY CORPORATION","45.06","223462","CLEARED",,"4/24-5/18/18 1015 GR","62","CONTRACTUAL SERVICES","EFT","3133",
"2020","9","2020-07-02T00:00:00.000","4000","WATER SEWER OPERATING","1100","INVENTORY - GENERAL WAREHOUSE","4000","WATER SEWER OPERATING","FORTILINE, INC","480","320594","CLEARED",,"4967444",,"BALANCE SHEET ACCOUNT","PRINT","2712",
"2020","2","2019-11-21T00:00:00.000","705000","MISCELLANEOUS","4925","PRIOR YEAR EXPENDITURES","100","GENERAL","CUMMINS SOUTHERN PLAINS, LLC","-106.42","295377","CLEARED",,"94-51393","49","OTHER REVENUES","EFT","7202",
"2020","4","2020-01-30T00:00:00.000","301000","BUILDING INSPECTION","4301","ELECTRICAL PERMITS","100","GENERAL","MISC VENDOR","80","302906","CLEARED",,"INV - 00025164","43","LICEN, PERMIT & FEES","PRINT","999996",
"2021","2","2020-11-05T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6160","JET A FUEL","5500","AIRPORT OPERATING","EASTERN AVIATION FUELS, INC.","12146.28","339031","CLEARED",,"3348894","61","SUPPLIES","PRINT","9739",
"2017","3","2016-12-20T00:00:00.000","604000","RECREATION SERVICES ADMIN","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","42.88","154883","CLEARED",,"3321215301","61","SUPPLIES","EFT","4343",
"2020","3","2019-12-12T00:00:00.000","605624","EVANS COMMUNITY CENTER","6080","OTHER PERSONAL SERVICES","100","GENERAL","BALL EMPOWERMENT, LLC","1311.75","297598","CLEARED",,"Dec022019","60","PERSONAL SERVICES","PRINT","7179",
"2020","5","2020-02-20T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","305907","CLEARED",,"JP0116200047","62","CONTRACTUAL SERVICES","PRINT","999994",
"2016","11","2016-08-30T00:00:00.000","604000","RECREATION SERVICES ADMIN","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","0.85","141092","CLEARED",,"8283422939","61","SUPPLIES","EFT","4917",
"2020","5","2020-03-03T00:00:00.000","405000","EQUIPMENT SERVICES","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","0","307076","CLEARED",,"828 3869014","61","SUPPLIES","EFT","4917",
"2017","7","2017-05-02T00:00:00.000","254000","ANIMAL SERVICES","6210","MEDICAL SERVICES","100","GENERAL","TOWN EAST - GALLOWAY ANIMAL CLINIC","134.32","173087","CLEARED",,"266665","62","CONTRACTUAL SERVICES","PRINT","4800",
"2018","9","2018-06-21T00:00:00.000","607000","ATHLETICS PROGRAMS","6080","OTHER PERSONAL SERVICES","100","GENERAL","LANELL TURNER","180","226858","CLEARED",,"06092018","60","PERSONAL SERVICES","PRINT","4876",
"2018","10","2018-07-17T00:00:00.000","161000","PC NETWORK SUPPORT","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","8.41","229839","CLEARED",,"3382259096","61","SUPPLIES","EFT","4343",
"2020","3","2020-01-07T00:00:00.000","100","GENERAL","2101","A/P DUE TO OTHER CITY CRT COLL","100","GENERAL","CITY OF DALLAS","234.25","299540","CLEARED",,"Z2010515",,"BALANCE SHEET ACCOUNT","PRINT","413",
"2018","8","2018-05-29T00:00:00.000","405000","EQUIPMENT SERVICES","6275","MAINTENANCE OF EQUIPMENT","100","GENERAL","WAUKESHA-PEARCE INDUSTRIES, LLC","240.02","223539","CLEARED",,"418759","62","CONTRACTUAL SERVICES","PRINT","5107",
"2018","4","2018-01-29T00:00:00.000","100","GENERAL","2075","A/P COURT CCC - CITY ORD 1/04","100","GENERAL","COMPTROLLER PUBLIC ACCTS","120567.69","207571","CLEARED",,"2017Q4-StCrimFees",,"BALANCE SHEET ACCOUNT","WIRE","612",
"2018","4","2018-01-25T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","THE GOODYEAR TIRE & RUBBER CO","1464.14","207154","CLEARED",,"008-1238207",,"BALANCE SHEET ACCOUNT","EFT","1554",
"2019","10","2019-07-11T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","TFM ENTERPRISES, INC.","75","276679","CLEARED",,"30312","61","SUPPLIES","EFT","3086",
"2021","3","2020-12-15T00:00:00.000","403510","RESIDENTIAL WASTE COLLECTION","6221","OFFSITE LANDFILL CHARGES","100","GENERAL","FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.","2260.27","344679","CLEARED",,"11.2020 Mesquite","62","CONTRACTUAL SERVICES","PRINT","10004",
"2016","9","2016-06-07T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","14.36","131519","CLEARED",,"131519",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2017","4","2017-02-16T00:00:00.000","607000","ATHLETICS PROGRAMS","6080","OTHER PERSONAL SERVICES","100","GENERAL","MARCUS MCKENZIE","72","161504","CLEARED",,"01092017","60","PERSONAL SERVICES","PRINT","8193",
"2017","9","2017-06-29T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","19.35","179774","CLEARED",,"828 3525374","61","SUPPLIES","EFT","4917",
"2019","7","2019-04-16T00:00:00.000","410531","WATER PRODUCTION","6107","CHEM/MED/LAB SUPPLIES","4000","WATER SEWER OPERATING","HD SUPPLY FACILITIES MAINTENANCE","1575.54","265940","CLEARED",,"860681","61","SUPPLIES","PRINT","1973",
"2017","6","2017-03-14T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","GENUINE PARTS CO.","79.92","165416","CLEARED",,"169490","61","SUPPLIES","EFT","3165",
"2016","5","2016-02-03T00:00:00.000","153218","UTILITY BILLING","6218","CREDIT CARD CHARGES","4000","WATER SEWER OPERATING","TAX REFUNDS","1.75","116353","CLEARED",,"UV0201162024","62","CONTRACTUAL SERVICES","PRINT","999991",
"2016","6","2016-03-15T00:00:00.000","250000","HOUSING & COMMUNITY SRVS ADMIN","6103","FOOD OR CONCESSIONS","100","GENERAL","EMPLOYEE EXPENSE","73.82","121758","CLEARED",,"959","61","SUPPLIES","PRINT","999998",
"2018","6","2018-03-22T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","MCINTYRE CASA VIEW WRECKER","225","215133","CLEARED",,"22880","62","CONTRACTUAL SERVICES","PRINT","2850",
"2021","10","2021-07-06T00:00:00.000","4000","WATER SEWER OPERATING","1100","INVENTORY - GENERAL WAREHOUSE","4000","WATER SEWER OPERATING","FORTILINE, INC","629.12","369724","CLEARED",,"5322654",,"BALANCE SHEET ACCOUNT","PRINT","2712",
"2018","2","2017-12-12T00:00:00.000","254000","ANIMAL SERVICES","6080","OTHER PERSONAL SERVICES","100","GENERAL","PEOPLE READY, INC.","2297.39","201641","CLEARED",,"22930241","60","PERSONAL SERVICES","PRINT","8576",
"2017","11","2017-08-17T00:00:00.000","217350","STATE POLICE CONFISCATED TRUST","6108","SMALL TOOLS AND EQUIP","240","CONFISCATED DRUG-STATE","UNITED TACTICAL SYSTEMS, LLC","3909.81","186912","CLEARED",,"0045498-IN","61","SUPPLIES","PRINT","8422",
"2020","5","2020-02-11T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","29.85","304568","CLEARED",,"260483209","62","CONTRACTUAL SERVICES","EFT","2433",
"2016","2","2015-12-01T00:00:00.000","20287011","2015 C.O. CAP PROJ ADMIN","8940","MAJOR CAPITAL OUTLAY","2028","2015 C.O. CAPITAL PROJECTS","BERGER ENGINEERING  COMPANY","19892.56","105745","CLEARED",,"S22123","64","CAPITAL OUTLAY-MAJOR","EFT","5383",
"2019","12","2019-09-10T00:00:00.000","403510","RESIDENTIAL WASTE COLLECTION","6080","OTHER PERSONAL SERVICES","100","GENERAL","RUSHMORE CORPORATION","5124.49","285829","CLEARED",,"1019938","60","PERSONAL SERVICES","PRINT","8014",
"2021","3","2020-12-10T00:00:00.000","152201","PRINTSHOP/MAILROOM","6216","RENT AND LEASE PAYMENTS","100","GENERAL","XEROX CORPORATION","305.1","344137","CLEARED",,"012023891","62","CONTRACTUAL SERVICES","PRINT","5310",
"2016","11","2016-08-23T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","19.81","140584","CLEARED",,"140584",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2017","9","2017-06-22T00:00:00.000","604000","RECREATION SERVICES ADMIN","6239","POOL/PERSONAL CAR USAGE","100","GENERAL","EMPLOYEE EXPENSE","76","179472","CLEARED",,"2368","62","CONTRACTUAL SERVICES","PRINT","999998",
"2017","4","2017-01-26T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","7.5","158815","CLEARED",,"8283473938","61","SUPPLIES","EFT","4917",
"2021","4","2021-02-04T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","SID TOOL CO., INC.","64.04","350535","CLEARED",,"49947773",,"BALANCE SHEET ACCOUNT","PRINT","2697",
"2016","3","2015-12-22T00:00:00.000","410533","WATER DISTRIBUTION","6104","CLOTHING/UNIFORM EXPENSE","4000","WATER SEWER OPERATING","UNIFIRST HOLDINGS,INC.","31.84","108913","CLEARED",,"8283337365","61","SUPPLIES","EFT","4917",
"2016","11","2016-08-23T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6244","TRAVEL AND TRAINING","100","GENERAL","CITY OF MESQUITE","5","140264","CLEARED",,"05487","62","CONTRACTUAL SERVICES","PRINT","490",
"2016","11","2016-08-23T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6244","TRAVEL AND TRAINING","100","GENERAL","CITY OF MESQUITE","5","140264","CLEARED",,"05487","62","CONTRACTUAL SERVICES","PRINT","490",
"2016","11","2016-08-23T00:00:00.000","212000","POLICE CRIMINAL INVESTIGATION","6244","TRAVEL AND TRAINING","100","GENERAL","CITY OF MESQUITE","5","140264","CLEARED",,"05487","62","CONTRACTUAL SERVICES","PRINT","490",
"2020","2","2019-11-21T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","MISC VENDOR","56.08","294833","CLEARED",,"294833",,"BALANCE SHEET ACCOUNT","PRINT","999996",
"2016","8","2016-05-10T00:00:00.000","141000","RISK MANAGEMENT","6210","MEDICAL SERVICES","100","GENERAL","PRIMARY HEALTH, INC.","130","128266","CLEARED",,"969707","62","CONTRACTUAL SERVICES","PRINT","268",
"2021","2","2020-11-17T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","O REILLY AUTOMOTIVE STORE INC","55.44","340166","CLEARED",,"2433-231055",,"BALANCE SHEET ACCOUNT","PRINT","3321",
"2017","8","2017-05-04T00:00:00.000","602610","GOLF COURSE","6232","MEMBERSHIPS/DUES/SUBS","5600","GOLF COURSE","CHARTER COMMUNICATIONS HOLDINGS, LLC","215.42","173243","CLEARED",,"APR2017","62","CONTRACTUAL SERVICES","PRINT","8237",
"2018","7","2018-04-19T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","SW INTERNATL TRUCKS INC.","44.34","217888","CLEARED",,"D598411","61","SUPPLIES","PRINT","4270",
"2019","12","2019-09-19T00:00:00.000","214000","POLICE TECHNICAL SERVICES","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","112.4","285777","CLEARED",,"BC0923013","61","SUPPLIES","EFT","9245",
"2020","3","2019-12-10T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6108","SMALL TOOLS AND EQUIP","5500","AIRPORT OPERATING","CITY OF MESQUITE","2.7","297441","CLEARED",,"05090","61","SUPPLIES","PRINT","490",
"2018","4","2018-01-04T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6273","MAINTENANCE OF LAND","5500","AIRPORT OPERATING","TX COMMISSION ON ENVIRONMENTAL QUALIT","200","204391","CLEARED",,"GPS0207999","62","CONTRACTUAL SERVICES","PRINT","4628",
"2016","12","2016-09-27T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","THE BERRY COMPANIES, INC","141.12","144304","CLEARED",,"28106774","61","SUPPLIES","PRINT","5386",
"2019","7","2019-05-02T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","TOM LOFTUS","997.1","266775","CLEARED",,"949213",,"BALANCE SHEET ACCOUNT","EFT","3180",
"2021","4","2021-01-26T00:00:00.000","602610","GOLF COURSE","6103","FOOD OR CONCESSIONS","5600","GOLF COURSE","US FOODS, INC","678.55","348214","CLEARED",,"5424382","61","SUPPLIES","PRINT","6688",
"2016","9","2016-06-30T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","7.5","133841","CLEARED",,"8283401473","61","SUPPLIES","EFT","4917",
"2018","11","2018-08-23T00:00:00.000","407000","GIS OPERATIONS","6212","COMPUTER SOFTWARE/LICENSES","4000","WATER SEWER OPERATING","ENVIRONMENTAL SYSTEM RESEARCH INSTITUTE","26698.75","235332","CLEARED",,"93505538","62","CONTRACTUAL SERVICES","EFT","1173",
"2019","6","2019-03-19T00:00:00.000","254000","ANIMAL SERVICES","6233","ELECTRICITY","100","GENERAL","GEXA ENERGY LP","1894.7","261326","CLEARED",,"27296061-4 GROSS","62","CONTRACTUAL SERVICES","PRINT","6276",
"2016","7","2016-04-12T00:00:00.000","602000","GOLF COURSE","6216","RENT AND LEASE PAYMENTS","100","GENERAL","UNITED SITE SERVICES OF TEXAS, INC.","251.9","124793","CLEARED",,"114-3887041","62","CONTRACTUAL SERVICES","PRINT","4936",
"2018","9","2018-06-19T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","TOWN EAST FORD II LLC","28.06","226245","CLEARED",,"892560","61","SUPPLIES","PRINT","4804",
"2016","5","2016-03-01T00:00:00.000","601000","PARK SERVICES","6277","MAINTENANCE OF INFRASTRUCTURE","100","GENERAL","SOUTHWEST CRUSHING, LLC","43.47","120046","CLEARED",,"25879","62","CONTRACTUAL SERVICES","EFT","4263",
"2016","5","2016-02-03T00:00:00.000","153218","UTILITY BILLING","6218","CREDIT CARD CHARGES","4000","WATER SEWER OPERATING","TAX REFUNDS","1.75","116268","CLEARED",,"UV0201161939","62","CONTRACTUAL SERVICES","STALE DATED","999991",
"2018","4","2018-01-30T00:00:00.000","701000","RESERVE APPROPRIATION","6202","CONSULTING SERVICES","100","GENERAL","PETTY & ASSOCIATES, INC.","2701.75","207464","CLEARED",,"0000436","62","CONTRACTUAL SERVICES","EFT","3420",
"2021","7","2021-04-13T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","LANDMARK EQUIPMENT","339.71","359049","CLEARED",,"172893",,"BALANCE SHEET ACCOUNT","EFT","2474",
