"fiscal_year","type","applicant","address","municipality","county","zip_code","project","closing_date","funding_source","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","location_1"
"2016.0","Arts, Culture and Entertainment Projects","Army and Navy Club of Manchester","1090 Main Street","Manchester",,"06040","Renovations of the Army and Navy Club of Manchester","2016-05-24T00:00:00.000","UA (OPM)","$   217,500",,"$   217,500","$   217,500","$   - 0","POINT (-72.520544 41.767233)"
"2015.0","Museum Investment Projects","Bridgeport, City of","999 Broad Street","Bridgeport","Fairfield","06604","Beardsley Zoo, Andean Bear Exhibit","2015-03-11T00:00:00.000","Special Act/ Urban Act","$   2,500,000",,"$   2,500,000","$   2,500,000","$   - 0","POINT (-73.190419 41.17678200000001)"
"2017.0","Infrastructure Project","Morris","3 East St","Morris",,"06763","Voluntown Fire House Renovation","2017-01-25T00:00:00.000","STEAP","$   150,000",,"$   150,000","$   150,000","$   - 0","POINT (-73.19898600000002 41.68374)"
"2013","Brownfields & Environmental Remediation/Protection projects","Preston, Town of","389 Route 2","Preston","New London","06365","Riverwalk Demolition","2012-08-08T00:00:00.000","Urban Act","$   1,000,000","$   - 0","$   1,000,000","$   1,000,000","$   - 0","POINT (-71.99235 41.487686)"
"2015.0","Infrastructure Project","Town of Wallingford","45 South Main Street","Wallingford","Hartford","06492","Center Street Cemetery Project","2015-06-01T00:00:00.000","Urban Act","$   275,000",,"$   275,000","$   275,000","$   - 0","POINT (-72.818997 41.45327)"
"2017.0","Arts, Culture and Entertainment Projects","Discovering Amistad, Inc.","839 Chapel Street","New Haven",,"06510","Discovering Amistad - Acquisition and Renovations","2017-05-23T00:00:00.000","Urban Act","$   1,081,500",,"$   1,081,500","$   1,081,500","$   - 0","POINT (-72.924955 41.305687)"
"2014.0","Museum Investment Projects","Farmington, Town of","1 Monteith Drive","Farmington","Hartford","06030","Hill-Stead Museum","2014-03-12T00:00:00.000","Special Act","$   501,500",,"$   501,500","$   501,500","$   - 0","POINT (-72.867678 41.748914)"
"2018.0","Brownfields & Environmental Remediation/Protection projects","HBN Front Street District, Inc.","230 Mason Street","Greenwich",,"06830","Front St District - Ph IV (Arch Street Parcel)","2017-11-15T00:00:00.000","UA (OPM)","$   1,000,000",,"$   1,000,000","$   20,600,000","$   19,600,000","POINT (-73.62413 41.024311)"
"2019.0",,"Stratford, Town of","2725 Main St","Stratford",,"06615","Sikorsky South Entrance Relocation Project","2018-10-15T00:00:00.000","UA (OPM)","$   1,500,000",,"$   1,500,000","$   1,500,000","$   - 0","POINT (-73.129833 41.175363)"
"2012","Museum Investment Projects","Norwich Free Academy","305 Broadway","Norwich","New London","06360","Renovation to Slater Museum (ADA)","2011-12-15T00:00:00.000","Urban Act","$   100,000","$   - 0","$   100,000","$   9,352,320","$   9,252,320","POINT (-72.083016 41.536624)"
"2015.0","Infrastructure Project","Harwinton, Town of (CO Request 4/30/15)","101 Bentley Drive","Harwinton","Litchfield","06791","Municipal Emergency Operations Center","2014-08-29T00:00:00.000","STEAP","$   325,000",,"$   325,000","$   325,000","$   - 0","POINT (-73.069245 41.76452200000001)"
"2017.0","Infrastructure Project","Ansonia, Town of","253 Main St","Ansonia",,"06401","Ansonia Fountain Lake Access Road Project","2016-11-07T00:00:00.000","Urban Act","$   750,000",,"$   750,000","$   2,897,188","$   2,147,188","POINT (-73.078564 41.342694)"
"2014.0","Planning Projects","Hamden, Town of","496 Newhall Street","Hamden","New Haven","06518","Hamden Business Incubator Facility - Phase 2","2014-01-30T00:00:00.000","Urban Act","$   5,000,000","$   - 0","$   5,000,000","$   5,000,000","$   - 0","POINT (-72.92647800000002 41.3377)"
"2012","Infrastructure Project","Hamden Economic Development Corporation","2372 Whitney Avenue","Hamden","New Haven","06518","Devon Center Revitalization Phase IV","2011-11-07T00:00:00.000","Urban Act","$   450,000","$   - 0","$   450,000","$   450,000","$   - 0","POINT (-72.901755 41.383798)"
"2012","Infrastructure Project","Canterbury, Town of","1 Municipal Drive","Canterbury","Windham","06331","New Public Works Garage","2012-03-20T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   200,000","$   - 0","POINT (-71.99288700000001 41.695923)"
"2015.0","Brownfields & Environmental Remediation/Protection projects","Salisbury, Town of","27 Main Street, P.O. Box 548","Salisbury","Litchfield","06068","Decker Laundry Demolition and Remediation","2014-11-05T00:00:00.000","STEAP","$   610,000",,"$   610,000","$   610,000","$   - 0","POINT (-73.42276 41.981838)"
"2015.0","Infrastructure Project","Berlin, Town of","240 Kensington Road","Berlin","Hartford","06037","Hall Neighborhood House Addition","2014-10-02T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-72.770646 41.627421)"
"2012","Arts, Culture and Entertainment Projects","East Hampton, Town of","20 East High Street","East Hampton","Middlesex","06424","Governor William A. O'Neill's Dedication","2011-09-15T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   200,000","$   - 0","POINT (-72.503362 41.583425)"
"2017.0","Infrastructure Project","Greenwich, Town of","101 Field Point Rd","Greenwich",,"06830","Neighbor to Neighbor Food Pantry & Clothing Facility","2017-02-01T00:00:00.000","STEAP","$   250,000",,"$   250,000","$   3,980,000","$   3,730,000","POINT (-73.629853 41.024946)"
"2021.0",,"Windsor Locks, Town of","50 Church Street","Windsor Locks",,"06096","Historic Station and Welcome Center Restoration","2021-05-03T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   163,548","$   35,343","POINT (-72.630323 41.92967300000001)"
"2018.0","Infrastructure Project","Waterbury, City of","83 Bank Street, P.O. Box 1469","Waterbury",,"06702","Waterbury Downtown Next","2018-04-13T00:00:00.000","Public Act","$   7,000,000",,"$   7,000,000","$   12,200,000","$   5,200,000","POINT (-73.040935 41.554665)"
"2015.0","Museum Investment Projects","Museum Theatre of Connecticut, Inc.","509 Westport Ave","Norwalk","Fairfield","06851","Music Theatre Expansion","2015-05-07T00:00:00.000","Special Act","$   380,000",,"$   380,000","$   380,000","$   - 0","POINT (-73.385553 41.127309)"
"2019.0",,"CT Childrens Museum Renovations","950 Trout Brook Drive","West Hartford",,"06119","CT Childrens Museum Renovations","2019-04-02T00:00:00.000","UA (OPM)","$   1,434,510",,"$   1,434,510","$   1,434,510","$   - 0","POINT (-72.737928 41.761801)"
"2013","Brownfields & Environmental Remediation/Protection projects","TL 76 Holdings","101 Washington Boulevard, Suite 200","Stamford","Fairfield","06902","Bateman Way Remediation Project Amendment","2013-03-19T00:00:00.000","Urban Act","$   16,000,000","$   - 0","$   16,000,000","$   22,400,000","$   6,400,000","POINT (-73.541882 41.04021)"
"2016.0","Infrastructure Project","Newtown, Town of","45 Main Street","Newtown","Fairfield","06470","Fairfield Hills Streetscape - 2016 STEAP","2016-04-07T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-73.310018 41.415254)"
"2016.0","Infrastructure Project","Coltsville Redevelopment Company LLC","140 Huyshope Avenue","Hartford","Hartford","06106","Colt Gateway Redevelopment - Phase III","2016-04-20T00:00:00.000","Manufacturers Assistance Act/ Brownfields Loan","$   500,000","$   1,000,000","$   1,500,000","$   5,690,000","$   4,190,000","POINT (-72.66371 41.755138)"
"2012","Infrastructure Project","World Youth Peace Summit, Inc.","200 Bloomfield Ave.","Hartford","Hartford","06103","Center for Entrepreneurship","2011-07-18T00:00:00.000","Manufacturers Assistance Act","$   500,000","$   - 0","$   500,000","$   500,000","$   - 0","POINT (-72.716388 41.793474)"
"2018.0","Infrastructure Project","Fairfield, Town of","611 Old Post Rd","Fairfield",,"06824","Sewer Line Replacement","2017-08-10T00:00:00.000","UA (OPM)","$   750,000",,"$   750,000","$   750,000","$   - 0","POINT (-73.250185 41.142891)"
"2014.0","Arts, Culture and Entertainment Projects","East Hampton, Town of","20 East High Street","East Hampton","Middlesex","06424","Epoch Arts Building Improvements","2013-07-19T00:00:00.000","STEAP","$   250,000","$   - 0","$   250,000","$   250,000","$   - 0","POINT (-72.503362 41.583425)"
"2014.0","Museum Investment Projects","Mystic Seaport Museum, Inc.","75 Greenmanville Ave","Mystic","New London","06355","Charles W. Morgan Restoration","2013-12-02T00:00:00.000","Urban Act","$   1,000,000","$   - 0","$   1,000,000","$   500,000","$   (500,000)","POINT (-71.963432 41.36164800000001)"
"2020.0",,"Hartford, City of","550 Main Street","Hartford",,"06103","Citywide Streetscape Improvements Traffic Calming Measures","2019-12-09T00:00:00.000","UA (OPM)","$   5,000,000",,"$   5,000,000","$   5,000,000","$   - 0","POINT (-72.674293 41.762756)"
"2017.0","Infrastructure Project","Woodbridge, Town of","11 Meetinghouse Ln","Woodbridge",,"06525","Animal Shelter Renovation Project","2016-12-15T00:00:00.000","STEAP","$   400,000",,"$   400,000","$   850,000","$   450,000","POINT (-73.013692 41.35406600000001)"
"2021.0",,"North Haven, Town of","17 Elm Street","North Haven",,"06473","Replacement of North Haven Memorial Library Boilers","2021-03-02T00:00:00.000","STEAP","$   117,150",,"$   117,150","$   119,650","$   2,500","POINT (-72.863756 41.387521)"
"2013","Technical Program Support","Women's Business Development Council","184 Bedford St #201","Stamford","Fairfield","06901","Education and Training","2012-07-23T00:00:00.000","Manufacturers Assistance Act","$   150,000","$   - 0","$   150,000","$   150,000","$   - 0","POINT (-73.538386 41.056565)"
"2015.0","Arts, Culture and Entertainment Projects","Winchester, Town of","338 Main Street","Winchester","Litchfield","06098","Lambert Kay Redevelopment","2014-12-24T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-73.068856 41.921167)"
"2013","Infrastructure Project","Ansonia, City of","253 Main Street","Ansonia","New Haven","06401","Ansonia Operations Center - Emergency Generator","2012-12-16T00:00:00.000","Urban Act","$   50,000","$   - 0","$   50,000","$   50,000","$   - 0","POINT (-73.078564 41.342694)"
"2017.0","Arts, Culture and Entertainment Projects","Greenwich Historical Society","39 Strickland Rd","Greenwich",,"06807","Bush-Holly Parking Lot Expansion","2017-05-02T00:00:00.000","UA (OPM)","$   250,000",,"$   250,000","$   250,000","$   - 0","POINT (-73.597514 41.034416)"
"2020.0",,"Branford Electric Railway Assoication","17 River Street","East Haven",,"06512","Shoreline Trolley Museum Capital Improvements","2019-07-08T00:00:00.000","UA (OPM)","$   1,500,000",,"$   1,500,000","$   1,500,000","$   - 0","POINT (-72.862847 41.274092)"
"2014.0","Business Expansion","Hartford Hospital","80 Seymour Street","Hartford","Hartford","06102","CESI","2013-09-11T00:00:00.000","Public Act/ Urban Act","$   15,000,000","$   - 0","$   15,000,000","$   15,000,000","$   - 0","POINT (-72.68082 41.75412300000001)"
"2012","Infrastructure Project","Stafford, Town of","1 Main Street","Stafford Springs","Tolland","06076","High Street Infrastructure Improvements","2012-03-12T00:00:00.000","STEAP","$   200,000","$   - 0","$   200,000","$   200,000","$   - 0","POINT (-72.303229 41.953662)"
"2012","Arts, Culture and Entertainment Projects","Sea Research Foundation, Inc.","55 Coogan Blvd.","Mystic","New London","06355","Ocean Exploration Center Project","2011-09-06T00:00:00.000","Urban Act","$   1,000,000","$   - 0","$   1,000,000","$   1,600,000","$   600,000","POINT (-71.951268 41.372631)"
"2015.0","Museum Investment Projects","Wadsworth Atheneum Museum of Art","600 Main Street","Hartford","Hartford","06103","Wadsworth Atheneum Museum of Art","2014-07-30T00:00:00.000","Urban Act","$   10,000,000",,"$   10,000,000","$   10,000,000","$   - 0","POINT (-72.673964 41.763864)"
"2015.0","Municipal Development Plan Projects","BEDCO","10 Middle Street","Bridgeport","Fairfield","06604","West End Eco-Tech Park MDP","2015-01-29T00:00:00.000","Urban Act","$   100,000",,"$   100,000","$   200,000","$   100,000","POINT (-73.18846 41.178419)"
"2012","Technical Program Support","Greater Bristol Chamber of Commerce, d/b/a Central CT Chambers of Commerce","200 Main Street","Bristol","Hartford","06010","Small Business Express / Lending Partners","2012-06-12T00:00:00.000","Small Business Express","$   40,000","$   - 0","$   40,000","$   40,000","$   - 0","POINT (-72.942792 41.672227)"
"2012","Commercial Development Project","Growing Possibilities, Inc.","929 Boston Post Road","Guilford","New Haven","06437","Roses for Autism","2012-04-27T00:00:00.000","Urban Act","$   750,000","$   - 0","$   750,000","$   750,000","$   - 0","POINT (-72.67642 41.288758)"
"2015.0","Infrastructure Project","Ledyard, Town of","741 Colonel Ledyard Highway","Ledyard","New London","06339","Town Center Improvements","2014-09-26T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   750,000","$   250,000","POINT (-72.017157 41.442514)"
"2017.0","Museum Investment Projects","Barnum Museum Foundation, Inc.","820 Main St","Bridgeport",,"06604","Renovations to the  Barnum Museum","2017-02-28T00:00:00.000","UA (OPM)","$   500,000",,"$   500,000","$   500,000","$   - 0","POINT (-73.188407 41.175619)"
"2021.0",,"Harwinton, Town of","100 Bentley Drive","Harwinton",,"06791","Veterans War Memorial","2021-04-16T00:00:00.000","STEAP","$   126,144",,"$   126,144","$   135,344","$   9,200","POINT (-73.069092 41.764536)"
"2013","Business Expansion","Rippowam Corporation","40 Clinton Avenue, Suite 101","Stamford","Fairfield","06901","Business Expansion","2012-11-13T00:00:00.000","Urban Act","$   400,000","$   - 0","$   400,000","$   400,000","$   - 0","POINT (-73.544742 41.051119)"
"2013","Infrastructure Project","East Windsor, Town of","11 Rye Street","East Windsor","Hartford","06016","School Sidewalks","2013-05-09T00:00:00.000","Urban Act","$   50,000","$   - 0","$   50,000","$   50,000","$   - 0","POINT (-72.54581 41.910677)"
"2017.0","Infrastructure Project","Plymouth, Town of","80 Main St","Plymouth",,"06786","Rt 6 Streetscape 2014 STEAP $500K","2016-08-26T00:00:00.000","STEAP","$   500,000",,"$   500,000","$   500,000","$   - 0",
"2016.0","Infrastructure Project","Bridgeport Landing Development LLC","10 Middle Street","Bridgeport","Fairfield","06605","Steelpoint Harbor Development - Phase 1 Shoreline Improvements","2015-11-03T00:00:00.000","Urban Act","$   9,000,000",,"$   9,000,000","$   22,000,000","$   13,000,000","POINT (-73.18846 41.178419)"
"2019.0",,"National Coast Guard Museum Association, Inc","78 Howard Street, Suite A","New London",,"06320","Coast Guard Museum Pedestrian Overpass Project-Phase II","2019-02-08T00:00:00.000","UA (OPM)","$   19,500,000",,"$   19,500,000","$   19,500,000","$   - 0","POINT (-72.100905 41.347453)"
"2020.0",,"Lockwood-Mathews Mansion","295 West Avenue","Norwalk",,"06850","Improvements Phase II","2019-11-12T00:00:00.000","UA (OPM)","$   5,000,000",,"$   5,000,000","$   7,000,000","$   2,000,000","POINT (-73.418232 41.109645)"
"2013","Business Expansion","CT Public Broadcasting, Inc.","1049 Asylum Avenue","Hartford","Hartford","06105","Business Expansion","2013-06-20T00:00:00.000","Urban Act","$   1,000,000","$   - 0","$   1,000,000","$   1,000,000","$   - 0","POINT (-72.699862 41.772132)"
"2021.0",,"Woodbridge, Town of","11 Meetinghouse Lane","Woodbridge",,"06525","Senior Center Renovation","2021-01-11T00:00:00.000","STEAP","$   128,205",,"$   128,205","$   138,205","$   10,000","POINT (-73.013692 41.35406600000001)"
"2013","Infrastructure Project","Georgetown Special Taxing District","1 North Main Street","Georgetown","Fairfield","06829","At Grade Crossing & Intersection Improvements","2012-09-20T00:00:00.000","Regional Eonomic Development Act","$   256,561","$   - 0","$   256,561","$   581,561","$   325,000","POINT (-73.428726 41.25852)"
"2018.0","Infrastructure Project","Bloomfield, Town of","800 Bloomfield Avenue","Bloomfield",,"06002","Early Learning Façade Improvements Project","2018-05-10T00:00:00.000","UA (OPM)","$   20,000",,"$   20,000","$   20,000","$   - 0","POINT (-72.737401 41.830107)"
"2015.0","Arts, Culture and Entertainment Projects","Hebron, Town of","15 Gilead Street","Hebron","Tolland","06248","Peter's House","2015-06-02T00:00:00.000","STEAP","$   23,468",,"$   23,468","$   23,468","$   - 0","POINT (-72.367483 41.65952)"
"2016.0","Planning Projects","Derby, City of","One Elizabeth Street","Derby","New Haven","06418","Downtown Planning Project","2015-08-21T00:00:00.000","Urban Act","$   445,000",,"$   445,000","$   445,000","$   - 0",
"2021.0",,"Stonington, Town of","153 Elm Street","Stonington",,"06378","Pawcatuck Rt 1 Sidewalk","2021-03-11T00:00:00.000","UA (OPM)","$   600,000",,"$   600,000","$   951,723","$   351,723","POINT (-71.900154 41.339946000000005)"
"2016.0","Infrastructure Project","City of New Britain","27 West Main Street","New Britain","Hartford","06051","Route 71 Sidewalk Improvement Project","2016-01-14T00:00:00.000","Urban Act","$   850,000",,"$   850,000","$   850,000","$   - 0","POINT (-72.78264 41.667701)"
"2013","Infrastructure Project","Madison, Town of","8 Campus Drive","Madison","New Haven","06443","Streetscape Improvements","2013-01-03T00:00:00.000","STEAP","$   400,000","$   - 0","$   400,000","$   500,000","$   100,000","POINT (-72.57469 41.295519)"
