"loanrange","loanamount","businessname","address","city","state","zip","naicscode","businesstype","raceethnicity","gender","veteran","nonprofit","jobsreported","dateapproved","lender","cd"
"c $1-2 million",,"FIVE STAR SUPERMARKETS OF NEW LONDON ,INC.","351 N. FRONTAGE RD","NEW LONDON","CT","06320","445110","Corporation","Unanswered","Unanswered","Unanswered",,"214","2020-04-15T00:00:00.000","Eastern Connecticut Savings Bank","CT-02"
"c $1-2 million",,"NEW MILFORD REHABILITATION LLC","30 park ln E","New Milford","CT","06776","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"182","2020-04-28T00:00:00.000","Customers Bank","CT-05"
"c $1-2 million",,"CANTERBURY SCHOOL, INCORPORATED","101 Aspetuck Avenue","NEW MILFORD","CT","06776","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","145","2020-04-04T00:00:00.000","Salisbury Bank & Trust Company","CT-05"
"c $1-2 million",,"NEELTRAN INC","71 PICKETT DISTRICT RD","NEW MILFORD","CT","06776","335311","Corporation","White","Male Owned","Non-Veteran",,"90","2020-04-08T00:00:00.000","TD Bank, National Association","CT-05"
"c $1-2 million",,"SANDY HOOK PROMISE FOUNDATION, INC.","13 CHURCH HILL RD","NEWTOWN","CT","06470","611710","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","61","2020-04-11T00:00:00.000","Newtown Savings Bank","CT-05"
"c $1-2 million",,"SSC NIANTIC OPERATING COMPANY LLC","23 LIBERTY WAY","NIANTIC","CT","06357","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"161","2020-05-05T00:00:00.000","Bank Leumi USA","CT-02"
"c $1-2 million",,"EVERGREEN WOODS RETIREMENT, LLC","88 Notch Hill Rd","North Branford","CT","06471","623311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-27T00:00:00.000","Live Oak Banking Company","CT-03"
"c $1-2 million",,"FRANK CAPASSO & SONS INC.","1003 MIDDLETOWN AVE","NORTHFORD","CT","06472","236210","Corporation","White","Male Owned","Non-Veteran",,"11","2020-04-04T00:00:00.000","Ion Bank","CT-03"
"c $1-2 million",,"NORWICH ORTHOPEDIC GROUP, P.C.","82 NEW PARK AVE","NORTH FRANKLIN","CT","06254","621111","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"120","2020-04-06T00:00:00.000","Dime Bank","CT-02"
"c $1-2 million",,"DW TRANSPORT & LEASING","140 ROUTE 32","NORTH FRANKLIN","CT","06254","562119","Corporation","Unanswered","Male Owned","Non-Veteran",,"112","2020-04-11T00:00:00.000","Chelsea Groton Bank","CT-02"
"c $1-2 million",,"SPECTRIX ANALYTICAL SERVICES, LLC","410 Sackett Point Rd, Bldg 20","North Haven","CT","06473","541380","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"122","2020-04-27T00:00:00.000","Liberty Bank","CT-03"
"c $1-2 million",,"BROWNSTONE CONSTRUCTION INC","138 Middletown Avenue","North Haven","CT","06473","236115","Corporation","Unanswered","Unanswered","Unanswered",,"54","2020-05-01T00:00:00.000","TD Bank, National Association","CT-03"
"c $1-2 million",,"EBER-CONNECTICUT, LLC","30 Corporate Dr","North Haven","CT","06473","424820","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-03"
"c $1-2 million",,"THE CENTRAL HOSPITAL FOR VETERINARY MEDICINE, INC.","4 DEVINE ST","NORTH HAVEN","CT","06473","541940","Corporation","Unanswered","Female Owned","Non-Veteran",,"164","2020-04-09T00:00:00.000","Firstrust Savings Bank","CT-03"
"c $1-2 million",,"C. COWLES & COMPANY","126 Bailey Rd","NORTH HAVEN","CT","06473","333414","Corporation","Unanswered","Male Owned","Non-Veteran",,"168","2020-04-15T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"ULBRICH SHAPED WIRE, INC","153 WASHINGTON AVE","NORTH HAVEN","CT","06473","331491","Corporation","Unanswered","Unanswered","Unanswered",,"53","2020-04-07T00:00:00.000","People's United Bank, National Association","CT-03"
"c $1-2 million",,"PETRA CONSTRUCTION CORPORATION","98 REBESCHI DR","NORTH HAVEN","CT","06473","236210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"83","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-03"
"c $1-2 million",,"ATHENA MONTOWESE SNF LLC","163 QUINNIPIAC AVE","NORTH HAVEN","CT","06473","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"277","2020-05-01T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"MAURO MOTORS INC","610 WASHINGTON AVE","NORTH HAVEN","CT","06473","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"144","2020-04-11T00:00:00.000","TD Bank, National Association","CT-03"
"c $1-2 million",,"LEMIEUX & ASSOCIATES, LLC","110 WASHINGTON AVE","NORTH HAVEN","CT","06473","561611","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"91","2020-04-11T00:00:00.000","Liberty Bank","CT-03"
"c $1-2 million",,"KMK INSULATION, INC.","1907 Hartford Turnpike","NORTH HAVEN","CT","06473","238990","Corporation","Unanswered","Unanswered","Unanswered",,"50","2020-04-12T00:00:00.000","TD Bank, National Association","CT-03"
"c $1-2 million",,"HART UNITED, INC.","72 WASHINGTON AVE.","NORTH HAVEN","CT","06473","624120","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","194","2020-04-29T00:00:00.000","Webster Bank, National Association","CT-03"
"c $1-2 million",,"VN ENGINEERS, INC.","116 Washington Ave","NORTH HAVEN","CT","06473","541330","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"60","2020-04-12T00:00:00.000","KeyBank National Association","CT-03"
"c $1-2 million",,"MAFCOTE, INC","108 Main Street 0.0","Norwalk","CT","06851","322299","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"122","2020-04-09T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"FAIRFIELD  HEALTHCARE SERVICES, INC.","83 East Ave, STE 202","Norwalk","CT","06851","621610","Subchapter S Corporation","Unanswered","Male Owned","Non-Veteran",,"0","2020-04-27T00:00:00.000","Live Oak Banking Company","CT-04"
"c $1-2 million",,"CONNECTICUT SKINHEALTH, LLP","148 East Ave Ste 3B","Norwalk","CT","06851","812112","Limited Liability Partnership","Unanswered","Unanswered","Unanswered",,"25","2020-04-29T00:00:00.000","Ion Bank","CT-04"
"c $1-2 million",,"THE MARITIME AQUARIUM AT NORWALK, INC.","10 NORTH WATER ST","NORWALK","CT","06854","712130","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","64","2020-04-08T00:00:00.000","Fairfield County Bank","CT-04"
"c $1-2 million",,"THE FIRST AINTREE LIMITED PARTNERSHIP","9 BETTSWOOD RD","NORWALK","CT","06851","442110","Partnership","Unanswered","Male Owned","Unanswered",,"0","2020-04-27T00:00:00.000","Signature Bank","CT-04"
"c $1-2 million",,"THE CONNECTICUT DERMATOLOGY GROUP","761 Main Avenue","NORWALK","CT","06851","621111","Corporation","Unanswered","Unanswered","Unanswered",,"94","2020-04-30T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"STEPPING STONES MUSEUM FOR CHILDREN, INC.","303 WEST AVE","NORWALK","CT","06850","712110","Professional Association","Unanswered","Unanswered","Unanswered",,"110","2020-04-04T00:00:00.000","First County Bank","CT-04"
"c $1-2 million",,"WUSTHOF USA INC","333 WILSON AVE","NORWALK","CT","06854","424990","Corporation","Unanswered","Unanswered","Unanswered",,"88","2020-04-14T00:00:00.000","First County Bank","CT-04"
"c $1-2 million",,"SMARTEQUIP, INC.","20 GLOVER AVE","NORWALK","CT","06850","541511","Corporation","Unanswered","Unanswered","Unanswered",,"65","2020-04-27T00:00:00.000","Webster Five Cents Savings Bank","CT-04"
"c $1-2 million",,"SHOFF DARBY COMPANIES, INC.","488 Main Ave, 3rd Floor","NORWALK","CT","06851","524210","Corporation","Unanswered","Unanswered","Unanswered",,"71","2020-04-14T00:00:00.000","Bankwell Bank","CT-04"
"c $1-2 million",,"REPRODUCTIVE MEDICINE ASSOCIATES OF CONNECTICUT, P.C.","761 MAIN AVE SUITE 200","NORWALK","CT","06851","621410","Corporation","White","Male Owned","Non-Veteran",,"108","2020-04-15T00:00:00.000","Webster Bank, National Association","CT-04"
"c $1-2 million",,"OPERATIONS INC","383 MAIN AVE","NORWALK","CT","06851","541618","Corporation","Unanswered","Unanswered","Unanswered",,"94","2020-04-06T00:00:00.000","First County Bank","CT-04"
"c $1-2 million",,"NORWALK OPERATIONS, LLC","34 MIDROCKS DR","NORWALK","CT","06851","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"187","2020-04-27T00:00:00.000","Amboy Bank","CT-04"
"c $1-2 million",,"NORWALK COMMUNITY HEALTH CENTER, INC.","120 CONNECTICUT AVE","NORWALK","CT","06854","621111","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","79","2020-04-10T00:00:00.000","Fairfield County Bank","CT-04"
"c $1-2 million",,"NORTH MILL EQUIPMENT FINANCE LLC","50 Washington St 10th Floor","NORWALK","CT","06854","522220","Limited  Liability Company(LLC)","White","Unanswered","Non-Veteran",,"74","2020-04-10T00:00:00.000","East West Bank","CT-04"
"c $1-2 million",,"AMEC CONSTRUCTION, LLC","145 Main Street","NORWALK","CT","06851","236220","Limited  Liability Company(LLC)","White","Male Owned","Non-Veteran",,"33","2020-04-15T00:00:00.000","Newtown Savings Bank","CT-04"
"c $1-2 million",,"ALTIERI SEBOR WIEBER LLC","31 Knight Street","NORWALK","CT","06851","541330","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"57","2020-04-09T00:00:00.000","Fairfield County Bank","CT-04"
"c $1-2 million",,"LIBERATION PROGRAMS INC","129 GLOVER AVE","NORWALK","CT","06850","623220","Non-Profit Organization","Unanswered","Male Owned","Unanswered","true","0","2020-04-03T00:00:00.000","First County Bank","CT-04"
"c $1-2 million",,"365 OPERATING COMPANY LLC","200 CONNECTICUT AVE Suite 5A","NORWALK","CT","06854","518210","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"72","2020-06-09T00:00:00.000","Bank of America, National Association","CT-04"
"c $1-2 million",,"L'AMY, INCORPORATED","40 Richards Avenue - 6th Floor","NORWALK","CT","06854","423460","Corporation","Unanswered","Unanswered","Unanswered",,"103","2020-04-07T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"INSPIRA MARKETING GROUP, LLC","50 WASHINGTON STREET","NORWALK","CT","06854","481219","Limited Liability Partnership","Unanswered","Unanswered","Unanswered",,"58","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-04"
"c $1-2 million",,"HEADCOUNT MANAGEMENT INC","17 HIGH STREET SUITE 201","NORWALK","CT","06851","541214","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-05-04T00:00:00.000","Wells Fargo Bank, National Association","CT-04"
"c $1-2 million",,"HALSTEAD NEW ENGLAND CORPORATION","29 OAKWOOD AVE","NORWALK","CT","06850","423310","Corporation","Unanswered","Unanswered","Unanswered",,"77","2020-04-15T00:00:00.000","HSBC Bank USA, National Association","CT-04"
"c $1-2 million",,"VENTUS WIRELESS, LLC","10 Norden Place","NORWALK","CT","06855","334290","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"107","2020-04-27T00:00:00.000","Bank of America, National Association","CT-04"
"c $1-2 million",,"VAN DYK BALER CORP.","360 DR MARTIN LUTHER KING JR DR","NORWALK","CT","06854","423830","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"FAMILY & CHILDREN'S AGENCY INC","9 MOTT AVE","NORWALK","CT","06850","813410","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","0","2020-04-03T00:00:00.000","First County Bank","CT-04"
"c $1-2 million",,"ENTHUSE MARKETING GROUP","50 WASHINGTON ST","NORWALK","CT","06854","541613","Limited Liability Partnership","Unanswered","Unanswered","Unanswered",,"65","2020-04-12T00:00:00.000","Webster Bank, National Association","CT-04"
"c $1-2 million",,"DIRECT WINES, INC.","20 Marshall Street","NORWALK","CT","06854","424820","Corporation","Unanswered","Unanswered","Unanswered",,"67","2020-04-27T00:00:00.000","Wintrust Bank, National Association","CT-04"
"c $1-2 million",,"AMERICAN AMBULANCE SERVICE, INC.","1 AMERICAN WAY","NORWICH","CT","06360","621910","Corporation","Unanswered","Male Owned","Non-Veteran",,"148","2020-04-10T00:00:00.000","Eastern Connecticut Savings Bank","CT-02"
"c $1-2 million",,"NEW LONDON COUNTY MUTUAL INSURANCE COMPANY","101 HIGH ST","NORWICH","CT","06360","524126","Corporation","Unanswered","Unanswered","Unanswered",,"99","2020-04-11T00:00:00.000","Chelsea Groton Bank","CT-02"
"c $1-2 million",,"JACC HEALTHCARE CENTER OF NORWICH, LLC","60 CROUCH AVE","NORWICH","CT","06360","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"108","2020-04-08T00:00:00.000","CIBC Bank USA","CT-02"
"c $1-2 million",,"HUDSON GLOBAL RESOURCES MANAGEMENT, INC.","53 Forest Ave Fl 1","Old Greenwich","CT","06870","561312","Corporation","Unanswered","Unanswered","Unanswered",,"69","2020-04-15T00:00:00.000","First Republic Bank","CT-04"
"c $1-2 million",,"GLADEVIEW HEALTH CARE CENTER, INC.","60 BOSTON POST RD","OLD SAYBROOK","CT","06475","623110","Subchapter S Corporation","Unanswered","Female Owned","Non-Veteran",,"201","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-02"
"c $1-2 million",,"PEZ MANUFACTURING CORPORATION","35 Prindle Hill Rd 0.0","Orange","CT","06477","311340","Corporation","Unanswered","Unanswered","Unanswered",,"80","2020-04-11T00:00:00.000","JPMorgan Chase Bank, National Association","CT-03"
"c $1-2 million",,"AURORA PRODUCTS, INC.","205 EDISON RD","ORANGE","CT","06477","424990","Corporation","White","Female Owned","Non-Veteran",,"178","2020-04-09T00:00:00.000","Connecticut Community Bank, National Association","CT-03"
"c $1-2 million",,"DOCS MEDICAL INC.","521 BOSTON POST RD","ORANGE","CT","06477","621999","Corporation","Asian","Male Owned","Non-Veteran",,"168","2020-04-05T00:00:00.000","First County Bank","CT-03"
"c $1-2 million",,"PTA CORPORATION","148 CHRISTIAN ST","OXFORD","CT","06478","326199","Trust","Unanswered","Unanswered","Unanswered",,"234","2020-08-04T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"GUERRERA CONSTRUCTION COMPANY, INC","154 CHRISTIAN ST","OXFORD","CT","06478","238910","Corporation","Unanswered","Male Owned","Non-Veteran",,"15","2020-04-05T00:00:00.000","Ion Bank","CT-04"
"c $1-2 million",,"ZALOUMIS CONTRACTING SERVICE, INC","315 RIGGS ST","OXFORD","CT","06478","237130","Sole Proprietorship","White","Male Owned","Non-Veteran",,"188","2020-04-04T00:00:00.000","Ion Bank","CT-04"
"c $1-2 million",,"COLONIAL HEALTH AND REHAB CENTER OF PLAINFIELD LLC","16 Windsor Ave","PLAINFIELD","CT","06374","623110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"0","2020-04-14T00:00:00.000","People's United Bank, National Association","CT-02"
"c $1-2 million",,"NATIVE SONS LTD","12 Northwest Dr Unit B","PLAINVILLE","CT","06062","238210","Partnership","Unanswered","Unanswered","Unanswered",,"50","2020-04-15T00:00:00.000","Bank of America, National Association","CT-05"
"c $1-2 million",,"GREAT AMERICAN DONUT, INC","100 East Main Street","PLAINVILLE","CT","06062","722515","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-08T00:00:00.000","TD Bank, National Association","CT-05"
"c $1-2 million",,"FERGUSON ELECTRIC COMPANY INC","112 NORTHWEST DR","PLAINVILLE","CT","06062","238210","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"44","2020-04-11T00:00:00.000","Liberty Bank","CT-05"
"c $1-2 million",,"E F & G CONSTRUCTION, INC.","15 ROBERT JACKSON WAY","PLAINVILLE","CT","06062","236115","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"49","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-05"
"c $1-2 million",,"THE J.J. RYAN CORPORATION","355 Atwater","PLANTSVILLE","CT","06479","238390","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","First Bank of the Lake","CT-01"
"c $1-2 million",,"MITCHELL'S AUTO PARTS INC","384 Old Turnpike Road","PLANTSVILLE","CT","06479","423510","Corporation","White","Female Owned","Unanswered",,"126","2020-04-07T00:00:00.000","Country Bank for Savings","CT-01"
"c $1-2 million",,"THE NURSE NETWORK LLC","653 MAIN ST","PLANTSVILLE","CT","06479","561311","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"140","2020-04-11T00:00:00.000","Thomaston Savings Bank","CT-01"
"c $1-2 million",,"RECTORY SCHOOL, INC","528 POMFRET STREET","POMFRET","CT","06258","611110","Corporation","Unanswered","Unanswered","Unanswered",,"0","2020-04-05T00:00:00.000","Bank Rhode Island","CT-02"
"c $1-2 million",,"FIBEROPTICS TECHNOLOGY, INC","1 Quassett Road","POMFRET","CT","06258","334417","Corporation","Unanswered","Unanswered","Unanswered",,"168","2020-04-28T00:00:00.000","Chelsea Groton Bank","CT-02"
"c $1-2 million",,"JARVIS AIRFOIL INC.","528 Glastonbury TPKE","PORTLAND","CT","06480","336411","Corporation","Unanswered","Unanswered","Unanswered",,"90","2020-04-05T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"c $1-2 million",,"SUPERIOR PLASTICS EXTRUSION CO","5 HIGHLAND DRIVE","PUTNAM","CT","06260","326113","Corporation","Unanswered","Unanswered","Unanswered",,"92","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-02"
"c $1-2 million",,"MATULAITIS NURSING HOME INC","10 THURBER RD","PUTNAM","CT","06260","623110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","160","2020-04-06T00:00:00.000","Hometown Bank","CT-02"
"c $1-2 million",,"RIDGEFIELD WATERSIDE MOTORS LLC","746 DANBURY RD","RIDGEFIELD","CT","06877","441110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"111","2020-04-08T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"RIDGEFIELD ACADEMY, INC.","223 W MOUNTAIN RD","RIDGEFIELD","CT","06877","611110","Non-Profit Organization","Unanswered","Female Owned","Unanswered","true","178","2020-04-07T00:00:00.000","Century Bank and Trust Company","CT-04"
"c $1-2 million",,"R4 TECHNOLOGIES, INC.","38 GROVE ST, Building C","RIDGEFIELD","CT","06877","927110","Corporation","Unanswered","Unanswered","Unanswered",,"75","2020-04-04T00:00:00.000","Radius Bank","CT-04"
"c $1-2 million",,"ADAM BRODERICK IMAGE GROUP INC.","89 DANBURY RD","RIDGEFIELD","CT","06877","812112","Corporation","White","Male Owned","Non-Veteran",,"137","2020-04-03T00:00:00.000","Ion Bank","CT-04"
"c $1-2 million",,"GREENWICH EDUCATION GROUP, LLC","6 Riversside Ave","Riverside","CT","06878","611691","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"102","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"RUBICON RA TARRYTOWN, LLC","1117 E PUTNAM AVE","RIVERSIDE","CT","06878",,"Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"161","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"GARG CONSULTING SERVICES, INC.","2096A Silas Deane Hwy","Rocky Hill","CT","06067","541330","Subchapter S Corporation","Asian","Male Owned","Non-Veteran",,"85","2020-04-27T00:00:00.000","Liberty Bank","CT-01"
"c $1-2 million",,"SSSH 3, INC.","65 INWOOD RD","ROCKY HILL","CT","06067","561621","Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-04-06T00:00:00.000","Eastern Bank","CT-01"
"c $1-2 million",,"AUTUMN TRANSPORTATION INC.","5 GLASTONBURY AVE","ROCKY HILL","CT","06067","485410","Corporation","Unanswered","Unanswered","Unanswered",,"394","2020-04-06T00:00:00.000","Windsor Federal Savings & Loan Association","CT-01"
"c $1-2 million",,"MASTERS IN HOME CARE, LLC","40 COLD SPRING RD","ROCKY HILL","CT","06067","621610","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"120","2020-04-11T00:00:00.000","Liberty Bank","CT-01"
"c $1-2 million",,"SALISBURY SCHOOL, INC.","251 CANAAN RD","SALISBURY","CT","06068","611110","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","147","2020-04-11T00:00:00.000","TD Bank, National Association","CT-05"
"c $1-2 million",,"DDI SYSTEM, LLC","75 GLEN RD SUITE 204","SANDY HOOK","CT","06482","541511","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"97","2020-05-01T00:00:00.000","JPMorgan Chase Bank, National Association","CT-05"
"c $1-2 million",,"CURTIS PACKAGING CORPORATION","44 BERKSHIRE RD","SANDY HOOK","CT","06482","423830","Corporation","Unanswered","Unanswered","Unanswered",,"128","2020-04-06T00:00:00.000","Webster Bank, National Association","CT-05"
"c $1-2 million",,"CASPARI INC","99 COGWHEEL LN","SEYMOUR","CT","06483","511191","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-15T00:00:00.000","Citizens Bank, National Association","CT-03"
"c $1-2 million",,"MICROBOARD PROCESSING, INC.","36 Cogwheel Lane","SEYMOUR","CT","06483","334416","Corporation","Unanswered","Unanswered","Unanswered",,"128","2020-04-28T00:00:00.000","KeyBank National Association","CT-03"
"c $1-2 million",,"HAYNES GROUP INCORPORATED","30 D Progress Ave","SEYMOUR","CT","06483","212311","Corporation","Unanswered","Male Owned","Unanswered",,"69","2020-04-11T00:00:00.000","Bank of America, National Association","CT-03"
"c $1-2 million",,"BUDDERFLY, INC.","2 Trap Falls Rd., Suite 310 0.0","Shelton","CT","06484","541690","Corporation","Unanswered","Unanswered","Unanswered",,"78","2020-04-11T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"NAIAD DYNAMICS US, INC.","50 Parrott Drive 0","Shelton","CT","06484","332999","Corporation","Unanswered","Unanswered","Unanswered",,"77","2020-04-28T00:00:00.000","Citibank, N.A.","CT-04"
"c $1-2 million",,"ADVANCED RADIOLOGY CONSULTANTS LLC","3 Enterprise Drive Suite 220 0.0","Shelton","CT","06484","621512","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"75","2020-04-13T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"CURTISS RYAN INCORPORATED","333 Bridgeport Ave 0.0","Shelton","CT","06484","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"83","2020-04-10T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"CENTRIX INC.","770 RIVER ROAD","SHELTON","CT","06484","339114","Corporation","Unanswered","Unanswered","Unanswered",,"95","2020-04-27T00:00:00.000","Webster Bank, National Association","CT-04"
"c $1-2 million",,"TALALAY GLOBAL, INC.","510 River Road","SHELTON","CT","06484","326299","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-06-30T00:00:00.000","KeyBank National Association","CT-04"
"c $1-2 million",,"TABS GROUP, INC","2 CORPORATE DR","SHELTON","CT","06484","541910","Subchapter S Corporation","White","Male Owned","Unanswered",,"60","2020-04-14T00:00:00.000","Webster Bank, National Association","CT-04"
"c $1-2 million",,"SUMMIT GOLF BRANDS, INC.","4 CORPORATE DR","SHELTON","CT","06484","451110","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-27T00:00:00.000","The First National Bank of Long Island","CT-04"
"c $1-2 million",,"BARNUM FINANCIAL GROUP","6 CORPORATE DR","SHELTON","CT","06484","524210","Limited  Liability Company(LLC)","Unanswered","Male Owned","Non-Veteran",,"117","2020-04-10T00:00:00.000","Ion Bank","CT-04"
"c $1-2 million",,"BABCOCK AND KING, INC.","60 Parrott Drive","SHELTON","CT","06484","327332","Corporation","Unanswered","Unanswered","Unanswered",,"72","2020-04-11T00:00:00.000","JPMorgan Chase Bank, National Association","CT-04"
"c $1-2 million",,"MARIO D'ADDARIO BUICK, INC.","329 BRIDGEPORT AVE","SHELTON","CT","06484","441110","Subchapter S Corporation","Unanswered","Unanswered","Unanswered",,"96","2020-04-11T00:00:00.000","KeyBank National Association","CT-04"
"c $1-2 million",,"LEXINGTON DOWNTOWN HOTEL, LLC","2 CORPORATE DR, Suite 154","SHELTON","CT","06484","721110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"122","2020-04-15T00:00:00.000","Fifth Third Bank","CT-04"
"c $1-2 million",,"HOCON GAS, INC.","6 ARMSTRONG RD","SHELTON","CT","06484","454310","Corporation","Unanswered","Unanswered","Unanswered",,"101","2020-04-05T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"DAMY MANAGEMENT LLC","1 CORPORATE DR","SHELTON","CT","06484","531120","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"73","2020-04-06T00:00:00.000","People's United Bank, National Association","CT-04"
"c $1-2 million",,"CONNECTICUT RENAISSANCE","1 WATERVIEW DRIVE","SHELTON","CT","06484","923130","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","196","2020-04-28T00:00:00.000","Webster Bank, National Association","CT-04"
"c $1-2 million",,"THE ETHEL WALKER SCHOOL, INC","230 Bushy Hill Rd","SIMSBURY","CT","06070","611699","Corporation","Unanswered","Unanswered","Unanswered",,"123","2020-04-15T00:00:00.000","KeyBank National Association","CT-05"
"c $1-2 million",,"MITCHELL AUTO GROUP, INC.","384 Hopmeadow","SIMSBURY","CT","06070","441110","Corporation","Unanswered","Unanswered","Unanswered",,"185","2020-04-10T00:00:00.000","BMO Harris Bank National Association","CT-05"
"c $1-2 million",,"GROWER DIRECT FARMS, INC","164 HAMPDEN RD","SOMERS","CT","06071","111422","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"189","2020-04-12T00:00:00.000","New Valley Bank & Trust","CT-02"
"c $1-2 million",,"POMPERAUG WOODS INC.","80 Heritage Road","SOUTHBURY","CT","06488","623311","Non-Profit Organization","Unanswered","Unanswered","Unanswered","true","191","2020-04-15T00:00:00.000","Newtown Savings Bank","CT-05"
"c $1-2 million",,"HERITAGE VILLAGE MASTER ASSOCIATION INC","719 East Hill Road","SOUTHBURY","CT","06488","813990","Corporation","Unanswered","Unanswered","Unanswered",,"124","2020-04-16T00:00:00.000","Newtown Savings Bank","CT-05"
"c $1-2 million",,"H I STONE & SON INC","313 Main Street North","SOUTHBURY","CT","06488","484121","Corporation","Unanswered","Unanswered","Unanswered",,,"2020-04-08T00:00:00.000","Newtown Savings Bank","CT-05"
"c $1-2 million",,"CT WATERMARK EAST HILL, LLC","611 E Hill Rd.","SOUTHBURY","CT","06488","531110","Limited  Liability Company(LLC)","Unanswered","Unanswered","Unanswered",,"298","2020-06-09T00:00:00.000","BMO Harris Bank National Association","CT-05"
"c $1-2 million",,"THE GOODSPEED OPERA HOUSE FOUNDATION, INC.","200 EXECUTIVE BLVD","SOUTHINGTON","CT","06489","711190","Professional Association","Unanswered","Unanswered","Unanswered",,"161","2020-04-16T00:00:00.000","Webster Bank, National Association","CT-01"
