"re_continuing_ed_provider","web","email","coursenumber","coursename","course_hours","delivery_method","effective_date","expiration_date","course_type","phone","mandatory_year","course_offerings","additional_course_offerings"
"MID-STATE ASSOCIATION OF REALTORS",,"MIDSTATE@MIDSTATEREALTORS.COM","RE CEO","WATER: HOW IT AFFECTS PROPERTY ONLINE VIDEO COURSE V1.0","3.00","OnLine","2021-03-11","2025-02-11","Continuing Education Real Estate Salesperson and Broker","(860) 793-9414",,,
"MID-STATE ASSOCIATION OF REALTORS",,"MIDSTATE@MIDSTATEREALTORS.COM","RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","Classroom","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(860) 793-9414",,,
"MID-STATE ASSOCIATION OF REALTORS",,"MIDSTATE@MIDSTATEREALTORS.COM","RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","OnLine","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(860) 793-9414",,,
"MIDDLESEX COMMUNITY COLLEGE (REC)",,"DBORDONARO@MXCC.COMMNET.EDU","RPL","Real Estate Principles and Practices","60.00","Classroom","2020-03-24","2023-03-24","Continuing Education Real Estate Salesperson and Broker","(860) 343-5716",,,
"MIDDLESEX SHORELINE REAL ESTATE SCHOOL","www.middshore.com (http://www.middshore.com)","patb@snet.net","RE CE","CONNECTING TO YOUR CLIENTS WITH HOMESNAP","3.00","OnLine","2019-09-25","2023-06-28","Continuing Education Real Estate Salesperson and Broker","860-395-0588",,,
"MILITARY MORTGAGE BOOTCAMP","MILITARYMORTGAGEBOOTCAMP.COM (http://MILITARYMORTGAGEBOOTCAMP.COM)","MILITARYMORTGAGEBOOTCAMP@GMAIL.COM","RE CE","PRESENT A VA OFFER SELLERS WILL ACCEPT","3.00","Classroom","2019-01-29","2023-01-29","Continuing Education Real Estate Salesperson and Broker","(734) 395-7797",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CE","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING PART 1","3.00","Classroom","2019-09-25","2023-09-25","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CE","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING PART 2","3.00","OnLine","2019-09-25","2023-09-25","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","AVOIDING DECEPTIVE PRACTICES ON DEMAND COURSE","3.00","OnLine","2021-11-18","2024-11-08","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 1","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 2","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","ENVIRONMENTAL ISSUES IN YOUR REAL ESTATE PRACTICE","3.00","OnLine","2021-05-10","2024-08-03","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","EVERYDAY ETHICS IN REAL ESTATE","3.00","OnLine","2020-06-09","2023-08-28","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","FORECLOSURES, SHORT SALES, REO'S AND AUCTIONS V3.0","6.00","OnLine","2021-08-04","2024-11-06","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","INTRODUCTION TO COMMERCIAL REAL ESTATE SALES","3.00","OnLine","2019-08-29","2022-10-24","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","INVESTMENT PROPERTY PRACTICE & MANAGEMENT","6.00","OnLine","2021-05-10","2024-08-06","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","Property Management and Managing Risk","6.00","OnLine","2022-05-25","2025-06-18","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","REAL ESTATE AND TAXES: WHAT EVERY AGENT SHOULD KNOW V7.0","6.00","OnLine","2021-08-13","2024-11-07","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","Red Flags: Property Inspection Guide v5.0","3.00","OnLine","2022-06-13","2025-06-13","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","Risk Management","3.00","OnLine","2017-11-22","2024-03-24","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","SCAMS, SCOUNDRELS AND REAL ESTATE STINGS","3.00","OnLine","2021-10-30","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","THE TINY HOUSE: IS IT A PHASE OR CRAZE? OnDEMAND COURSE","3.00","OnLine","2019-08-29","2022-10-10","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","TWENTY COST-EFFECTIVE HOME IMPROVEMENTS","3.00","OnLine","2022-03-10","2025-05-13","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","UNDERSTANDING 1031 TAX-FREE EXCHANGES","6.00","OnLine","2021-07-22","2024-07-27","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","UNDERSTANDING CREDIT AND IMPROVING CREDIT SCORES: WHAT YOU NEED TO KNOW","3.00","OnLine","2022-03-10","2025-05-04","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RE CEO","WATER: HOW IT AFFECTS PROPERTY ONLINE VIDEO COURSE V1.0","3.00","OnLine","2021-03-11","2025-02-11","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","Classroom","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NATIONAL REAL ESTATE INSTITUTE",,"bob@nrei.us","RECE","SCAMS, SCOUNDRELS, AND REAL ESTATE STINGS V1.1","3.00","OnLine","2022-01-10","2024-12-22","Continuing Education Real Estate Salesperson and Broker","(860) 558-9740",,,
"NAUGATUCK VALLEY COMMUNITY COLLEGE (REC)",,"ctolin@nv.edu","RE CE","HOUSES AGE GRACEFULLY","3.00","Classroom","2019-10-15","2023-01-10","Continuing Education Real Estate Salesperson and Broker","(203) 575-8031",,,
"NAUGATUCK VALLEY COMMUNITY COLLEGE (REC)",,"ctolin@nv.edu","RE CE","HOUSES AGE GRACEFULLY","3.00","Classroom","2019-10-29","2023-01-10","Continuing Education Real Estate Salesperson and Broker","(203) 575-8031",,,
"NEW CANAAN BOARD OF REALTORS",,,"RE CE","FACEBOOK: IMPLICATIONS TO YOUR BUSINESS AND REAL ESTATE LICENSE","3.00","Classroom","2019-06-13","2023-04-25","Continuing Education Real Estate Salesperson and Broker","(203) 966-9526",,,
"NEW CANAAN BOARD OF REALTORS",,,"RE CE","REAL ESTATE FINANCING AND CONTRACTS","3.00","Classroom","2019-06-13","2023-01-03","Continuing Education Real Estate Salesperson and Broker","(203) 966-9526",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","ADVANCED RESIDENTIAL FINANCE","3.00","Classroom","2019-11-14","2023-11-14","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","ADVANCED RESIDENTIAL FINANCE","3.00","Classroom","2019-11-18","2023-11-18","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","APPRAISED PROPERTY VALUE: FACT OR FICTION","3.00","Classroom","2019-10-10","2023-04-10","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","BUYING DISTRESSED PROPERTIES-KILLER GREAT DEALS FOR YOUR CLIENTS",,"Classroom","2019-11-12","2023-10-09","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","CODE OF ETHICS AND ENFORCEMENT PROCEDURES","3.00","Classroom","2021-10-04","2024-10-04","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","CODE OF ETHICS: YOUR PROMISE OF PROFESSIONALISM","3.00","Classroom","2022-03-02","2024-03-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","CODE OF ETHICS: YOUR PROMISE OF PROFESSIONALISM","3.00","OnLine","2022-03-02","2024-03-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","COMMERCIAL CODE OF ETHICS","3.00","Classroom","2022-03-02","2024-03-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","COMMERCIAL CODE OF ETHICS","3.00","OnLine","2022-03-02","2024-03-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","COMMON INTEREST OWNERSHIP","3.00","Classroom","2022-01-14","2024-09-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","CONNECTING TO YOUR CLIENTS WITH HOMESNAP","3.00","Classroom","2019-09-27","2023-06-08","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW AND FAIR HOUSING PART 1","3.00","Classroom","2022-03-02","2024-08-20","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW AND FAIR HOUSING PART 1","3.00","OnLine","2022-03-02","2024-08-20","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW AND FAIR HOUSING PART 2","3.00","Classroom","2022-03-02","2024-03-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","CT REAL ESTATE AGENCY LAW REVIEW AND FAIR HOUSING PART 2","3.00","OnLine","2022-03-02","2024-03-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","FHA GUIDELINE, FEATURES AND SPECIALLY LOANS","3.00","Classroom","2022-04-28","2024-04-28","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","FHA GUIDELINES, FEATURES AND SPECIALTY LOANS","3.00","Classroom","2022-05-09","2023-05-09","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","FIRST TIME HOME BUYER SPECIALIST: A BLIEPRINT FOR SUCCESS","3.00","Classroom","2019-11-25","2023-11-25","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","GENERATIONAL MARKETING: INNOVATIVE STRATEGIES ACROSS ALL GENERATIONS","3.00","Classroom","2020-01-30","2024-01-30","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","HOW THINGS (MIGHT) WORK","3.00","Classroom","2021-09-04","2024-09-04","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","IGENERATIONAL MARKETING:  INNOVATIONAL STRATEGIES ACROSS ALL GENERATIONS","3.00","Classroom","2020-01-28","2024-01-28","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","INVISIBLE REAL ESTATE ASSETS: LISTINGS, MARKETING AND UNDERSTANDING THE VALUE OF HOME ENERGY INFORMATION","3.00","Classroom","2019-06-07","2023-06-07","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","LANDLORD TENANT RELATIONS","3.00","Classroom","2022-01-14","2024-09-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","LANDLORD TENANT RELATIONS","3.00","OnLine","2022-01-14","2024-09-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","MOST VALUABLE PLACES IN THE USA","3.00","Classroom","2021-09-04","2024-09-04","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","OVERCOMING OBSTACLES SELLING OIL-HEATED LISTINGS","3.00","Classroom","2022-05-11","2024-05-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","PRINCIPLES OF SURVEYING","3.00","Classroom","2020-07-23","2024-03-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","REAL ESTATE LAW FOR BROKERS AND SALESPERSONS","3.00","Classroom","2020-12-07","2024-12-07","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","REAL ESTATE SAFETY MATTERS: SAFE BUSINESS=SMART BUSINESS","3.00","Classroom","2019-11-06","2023-11-06","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","RENOVATION FINANCING","3.00","Classroom","2019-01-10","2023-01-10","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","RENOVATION LENDING FOR REALTORS","3.00","Classroom","2022-04-28","2024-04-28","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","RENOVATION LENDING FOR REALTORS","3.00","Classroom","2022-05-09","2023-05-09","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","RENTALS:  THE RULES OF THE ROAD","3.00","Classroom","2019-10-29","2022-11-14","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","RISK MANAGEMENT","3.00","Classroom","2022-01-14","2024-09-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","SHORT SALES IN CT","3.00","OnLine","2022-01-14","2024-09-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","SMART AGENTS, SMART CLIENTS","3.00","Classroom","2022-03-02","2024-11-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","SMART AGENTS, SMART CLIENTS","3.00","OnLine","2022-03-02","2024-11-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","SPOTLIGHT ON PROFESSIONALISM IN THE REAL ESTATE PROFESSION","3.00","Classroom","2021-09-04","2024-09-04","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","THE NEW WORLD OF SHORT SALES",,"Classroom","2020-01-22","2023-10-24","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","THIS OLD CONNECTICUT HOUSE","3.00","Classroom","2021-12-15","2025-10-16","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","THIS OLD CONNECTICUT HOUSE","3.00","OnLine","2021-12-15","2025-10-16","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","TITLE FROM ESTATES","3.00","Classroom","2022-01-14","2024-09-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","TITLE FROM ESTATES","3.00","OnLine","2022-01-14","2024-09-11","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","TODAY'S SENIOR IS NOT YESTERDAY'S SENIOR","3.00","Classroom","2019-12-04","2023-12-04","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","TOP 3 ENVIRONMENTAL CONCERNS AFFECTING REAL ESTATE TRANSACTIONS","3.00","Classroom","2021-09-02","2024-09-01","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","TOP 3 ENVIRONMENTAL CONCERNS AFFECTING REAL ESTATE TRANSACTIONS","3.00","OnLine","2021-09-02","2024-09-01","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","UNDERSTANDING AND PREVENTING RACIAL BIAS IN REAL ESTATE","3.00","Classroom","2021-02-04","2025-02-04","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","UNDERSTANDING THE IMPACE OF MOLD","3.00","Classroom","2019-05-15","2023-12-30","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","USING RPR TO BETTER SERVE BUYERS AND SELLERS WITH DATA AND ANALYTICS","3.00","Classroom","2022-03-02","2024-03-02","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","VA APPROVED LENDER","3.00","Classroom","2019-11-06","2023-11-06","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","WATER, WATER EVERYWHERE","3.00","Classroom","2021-09-27","2024-11-01","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CE","WATER, WATER IN MY BACKYARD","3.00","Classroom","2021-09-04","2024-09-04","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CEO","2016","3.00","OnLine","2019-09-29","2023-06-28","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CEO","AVOIDING DECEPTIVE PRACTICES ON DEMAND COURSE","3.00","OnLine","2021-11-18","2024-11-08","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CEO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 1","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CEO","CT REAL ESTATE AGENCY LAW REVIEW & FAIR HOUSING 2","3.00","OnLine","2019-12-09","2022-10-17","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CEO","ENVIRONMENTAL ISSUES IN YOUR REAL ESTATE PRACTICE","3.00","OnLine","2021-05-10","2024-08-03","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CEO","EVERYDAY ETHICS IN REAL ESTATE","3.00","OnLine","2020-06-09","2023-08-28","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
"NEW HAVEN MIDDLESEX REAL ESTATE SCHOOL","www.nhmrealtors.com/ (http://www.nhmrealtors.com/)","rachael@nhmrealtors.com","RE CEO","FORECLOSURES, SHORTSALES, REOS AND AUCTIONS V3.0","3.00","OnLine","2021-08-04","2024-11-06","Continuing Education Real Estate Salesperson and Broker","(203) 234-7700",,,
