"fiscal_year","company_name","company_address","municipality","state","zip_code","business_industry","naics_code","woman_minority_veteran_international_export","contract_execution_date","grant_amount","loan_amount","total_assistance","total_project_cost","amount_leveraged","funding_source","statutory_reference","job_obligation_status","penalty_if_applicable","forgiveness_earned_if_applicable","status","count"
"2014","Greenstar, LLC","102 Crane Hill Road","Storrs","CT","06268","Tree Removal/Site Prep","238910","No","2014-04-29T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Greenstar, LLC","29 Crane Hill Road","Storrs","CT","06268","Tree Removal/Site Prep","238910","No","2012-07-06T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2019","Green Village Initiative, LLC","325 Lafayette Street, Unit #9101","Bridgeport","CT","06604","Urban Farming & Education NPO","115000","No","2018-07-25T00:00:00.000","15000",,"15000","30000","15000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Greenway Industries, Inc.","50 Payne Road","Danbury","CT","06810","Construction","238990","No","2014-04-17T00:00:00.000","100000","100000","200000","420800","220800","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2016","GR Electronics, Inc.","1420 Meriden Road","Waterbury","CT","06705","Electronic Parts Distribution","423690","No","2015-08-31T00:00:00.000","15000","0","15000","62362","47362","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Grey Wall Software, LLC","129 Church Street, #321","New Haven","CT","06510","Information Technology","518210","No","2013-11-26T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$13,334","n/a","Compliance Complete","1"
"2013","Griffin Brothers Excavation, LLC","18 Stanley Drive","Seymour","CT","06483","Site Preparation Contractors","238910","No","2012-08-30T00:00:00.000","0","50000","50000","51000","1000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Grohe Manufacturing Solutions, LLC","26 Beaver Street","Ansonia","CT","06401","Manufacturing","332710","No","2012-06-12T00:00:00.000","40000","120000","160000","200000","40000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Repaid early- Released 10/2018","1"
"2013","Grossman Chevrolet-Nissan-Geo, Inc.","300 Middlesex Turnpike","Old Saybrook","CT","06457","Automotive","441110","No","2013-05-07T00:00:00.000","60000","0","60000","160000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$5,000","n/a","Active","1"
"2012","Grow Home Organics, LLC","30 Renee Way","Madison","CT","06443","Retail","444220","No","2012-06-05T00:00:00.000","83800","0","83800","167600","83800","Small Business Express Program","CGS Sec. 32-7g","Not Met","$3,000","n/a","Active","1"
"2017","G & S Produce Direct, LLC","288 Knowlton Street","Bridgeport","CT","06608","Fruit & Vegetable Merchant Wholesalers","424480","Yes Woman/Minority","2016-09-15T00:00:00.000","0","120000","120000","191380","71380","Small Business Express Program","CGS Sec. 32-7g","Not Met","3% to 4%","n/a","Out of Business- Loan repaid in full","1"
"2013","Guilmartin, DiPiro & Sokolowski","213 Court Street #703","Middletown","CT","06457","CPA","541211","No","2012-08-14T00:00:00.000","100000","0","100000","232000","132000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Gulf Shrimp Company, LLC","240 Atwater Street","Plantsville","CT","06479","Seafood Wholesale & Manufacturer","311712","No","2013-09-10T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","G & W Management, Inc.","365 Main Street","Watertown","CT","06795","Real Estate Management","531311","Yes Woman","2016-02-24T00:00:00.000","100000","249600","349600","564760","215160","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2016","GybeNorth Industries, LLC dba American Dry Stripping","80 Wampus Lane","Milford","CT","06460","Manufacturing","332813","Yes Veteran","2016-04-13T00:00:00.000","50000","100000","150000","200000","50000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$7,142 & 2% to 3%","n/a","Active","1"
"2016","H20 Farm Connecticut, LLC","929 Boston Post Road","Guilford","CT","06437","Nursery & Tree Production","111421","No","2016-06-17T00:00:00.000","100000","300000","400000","556000","156000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   100,000","Compliance complete","1"
"2018","HAFSCO, Inc.","47 Railroad Avenue","West Haven","CT","06516","Food Service Equipment & Supplies","423440","No","2017-12-07T00:00:00.000","0","300000","300000","1476000","1176000","Small Business Express Program","CGS Sec. 32-7g","met","n/a","$   40,000","Compliance Complete","1"
"2014","Hair Spa, Inc.","356 Farmington Avenue, Route 10","Plainville","CT","06062","Beauty Salon","812112","Yes Woman","2014-03-26T00:00:00.000","30000","50000","80000","111200","31200","Small Business Express Program","CGS Sec. 32-7g","Not Met","$30,000 & 2% to 3%","n/a","Compliance Complete","1"
"2013","Hal Brown Company, Inc.","16 East Industrial Road","Branford","CT","06405","Sporting Good Store","451110","No","2012-09-13T00:00:00.000","32000","0","32000","64000","32000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$2,000","n/a","Active","1"
"2017","Half Full Brewery, Inc.","43 Homestead Avenue","Stamford","CT","06902","Manufacturing","312120","No","2017-06-13T00:00:00.000","0","300000","300000","505724","205724","Small Business Express Program","CGS Sec. 32-7g","Not Met","3.25% to 4.25%","n/a","Active","1"
"2013","Half Full Brewery, Inc.","43 Homestead Avenue","Stamford","CT","06902","Restaurant","722410","No","2012-12-20T00:00:00.000","100000","0","100000","567157","467157","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","HamletHub, LLC","37 Danbury Road, #202","Ridgefield","CT","06877","Local News and Information Technology","519130","Yes Woman","2014-03-06T00:00:00.000","60000","0","60000","230400","170400","Small Business Express Program","CGS Sec. 32-7g","Not Met","$30,000","n/a","Active","1"
"2013","Hampford Research, Inc.","54 Veterans Boulevard","Stratford","CT","06615","All Other Basic Organic Chemical Manufacturing","325199","No","2012-08-30T00:00:00.000","100000","182988","282988","465975","182988","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   91,490","Active","1"
"2013","Hampton Ventures, LLC","6 Crossroads Lane","Avon","CT","06001","Investment Advice","523930","No","2013-03-18T00:00:00.000","0","55000","55000","55000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 3% to 4%","n/a","Compliance Complete","1"
"2017","Handyman Express Energy Solutions, LLC","1414 Barnum Avenue","Fairfield","CT","06614","Home Performance","236118","Yes Woman","2016-08-05T00:00:00.000","60000","0","60000","122500","62500","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","Handyman Services of CT, LLC","11 Freedom Way, Unit C5","East Lyme","CT","06357","Service","236118","No","2012-06-20T00:00:00.000","25000","25000","50000","100000","50000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 1.5% to 2.5%","n/a","Compliance Complete","1"
"2016","HANDZ On, Inc.","90 Brainard Road","Hartford","CT","06114","Home Health Care","624190","Yes Woman/Minority","2015-08-11T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Hardware on Wheels, LLC","226 Spruce Street","Manchester","CT","06040","Hardware Store","444130","No","2013-03-28T00:00:00.000","0","70000","70000","70000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Harken's Garden Center & Landscape Supply, LLC","287 South Main Street","East Windsor","CT","06088","Garden Supply","444200","No","2016-09-16T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Harkness Industries, Inc.","50 Grandview Court","Cheshire","CT","06410","Cast Polyurethane and Injected Molded Plastic Parts","326199","Yes Woman/International Export","2017-03-16T00:00:00.000","60000","160000","220000","280000","60000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2018","Harriott Home Health Services, LLC","140 Woodland Street","Hartford","CT","06105","Home Health Care Services","621610","Yes Woman/Minority","2018-03-19T00:00:00.000","60000","30000","90000","150000","60000","Small Business Express Program","CGS Sec. 32-7g",,"n/a","n/a","Active","1"
"2014","Hartford Area Habitat for Humanity, Inc.","700 C Windsor Street","Hartford","CT","06120","New Housing Builders","236117","No","2013-11-13T00:00:00.000","80000","0","80000","360000","280000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Hartford Baking Company, LLC","625G New Park Avenue","West Hartford","CT","06110","Bakery","311812","No","2013-05-17T00:00:00.000","28200","170000","198200","226400","28200","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Hartford Business Supply, Inc. dba Budget Printers and Embroiderers","1718 Park Street","Hartford","CT","06106","Embroidery","541490","No","2012-11-21T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$2,000","n/a","Active","1"
"2014","Hartford Cardiology Group, LLC","345 North Main Street, lst Floor","West Hartford","CT","06117","Medical Practice","621111","No","2014-03-03T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Hartford Noodles, LLC dba Noodles & Company","18 Foxcroft Run","Avon","CT","06001","Restaurant","722110","No","2017-01-24T00:00:00.000","0","100000","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2016","Hartford Sweat, LLC","777 Main Street","Hartford","CT","06103","Health & Wellness","611699","Yes Woman","2015-11-10T00:00:00.000","100000","245000","345000","500000","155000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2016","Hartford West Indian Bakery, Inc.","630 Blue Hills Avenue","Hartford","CT","06112","Retail Bakery, Retail Quickservice Restaurant","311811/311412","No","2015-07-13T00:00:00.000","100000","100000","200000","300000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$22,275 & 2% to 3%","n/a","Active","1"
"2013","Harvest Bakery, Inc.","84 Farmington Avenue","Bristol","CT","06010","Retail Bakery","311811","No","2013-01-04T00:00:00.000","50000","0","50000","100000","50000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Harvest Development Group, LLC","37 Ayers Point Road","Old Saybrook","CT","06475","Consulting","541611","Yes Woman","2015-04-08T00:00:00.000","0","190000","190000","262550","72550","Small Business Express Program","CGS Sec. 32-7g","Not Met","2% to 3%","n/a","Active","1"
"2013","Hasapes Enterprises, Inc. dba Moosemeadow Camping Resort","28 Kechkes Road, P. O. Box 38","Willington","CT","06279","RV Park","721211","No","2013-02-07T00:00:00.000","17400","0","17400","34800","17400","Small Business Express Program","CGS Sec. 32-7g","Not Met","$2,000","n/a","Active","1"
"2018","Hassett & George, P.C.","945 Hopmeadow Street","Simsbury","CT","06070","Legal Services","541100","No","2017-08-25T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Hawk's Nest Publishing, LLC","94 Opening Hill Road","Madison","CT","06443","All Other Publications","511199","No","2012-12-20T00:00:00.000","0","95000","95000","100000","5000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 3% to 4%","n/a","Compliance Complete","1"
"2015","Head Zone, LLC","2 Ivy Brook Road","Shelton","CT","06484","Medical/Education","541110","Yes Woman","2014-07-10T00:00:00.000","60000","50000","110000","190000","80000","Small Business Express Program","CGS Sec. 32-7g","Not Met","n/a","n/a","Active","1"
"2015","Health Educated, LLC","21 West Main Street, 4th Floor","Waterbury","CT","06702","Insurance","524210","No","2015-02-18T00:00:00.000","25000","50000","75000","107380","32380","Small Business Express Program","CGS Sec. 32-7g","Not Met","$25,000","n/a","Active","1"
"2013","Healthprize Technologies, LLC","40 Richards Avenue","Norwalk","CT","06854","All Other Misc Ambulatry Health Care Services","621999","No","2012-07-27T00:00:00.000","69350","0","69350","138700","69350","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2012","Healthy Mom, LLC fka Maia Yogurt","2319 Whitney Avenue, Suite 1D","Hamden","CT","06518","Retail","446191","Yes Woman","2012-02-24T00:00:00.000","0","200000","200000","254100","54100","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 4% to 5%","n/a","Active","1"
"2013","Heart of the Harvest, Inc.","101 Reserve Road","Hartford","CT","06114","Fresh Fruit and Vegetable Wholesalers","424480","No","2013-02-14T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Heartwood Cabinetry, Inc.","345 North Main Street","Marlborough","CT","06447","Woodworking","321211","No","2014-05-09T00:00:00.000","30000","0","30000","60000","30000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$10,000","n/a","Active","1"
"2012","Heavy Weight, Inc.","110 Schoolhouse Road","Cheshire","CT","06410","Wholesale","421930","No","2012-06-05T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Hebron Center Dentistry, LLC","20 Liberty Drive","Hebron","CT","06248","Dentistry","621210","No","2013-04-23T00:00:00.000","53000","0","53000","153000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Repaid 1/8/2015","1"
"2016","Hemingway's, LLC","101 Reserve Road","Hartford","CT","06114","Food Distribution","424400","Yes Woman","2015-10-01T00:00:00.000","100000","250000","350000","780500","430500","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2017","Henry, Raymond & Thompson, LLC","1340 Sullivan Avenue","South Windsor","CT","06074","Accounting","541211","No","2017-04-05T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2013","Herb Holden Trucking, Inc.","59 Broad Brook Road","East Windsor","CT","06016","Masonry Trucking","423320","No","2013-01-11T00:00:00.000","60000","0","60000","602400","542400","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Highland Farms Vocational Agricultural Center, Inc.","137 Boom Bridge Road","North Stonington","CT","06359","Education/Social Service","611710","Yes Woman","2014-09-04T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$24,000","n/a","Active","1"
"2015","Highland Manufacturing, Inc.","5 Glen Road","Manchester","CT","06040","Manufacturing","333514","No","2015-03-18T00:00:00.000","0","300000","300000","300000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","2% to 3%","n/a","Compliance Complete","1"
"2017","Hill Financial Services, P.C.","356 Main Street","Wallingford","CT","06492","Financial Services","523930","Yes Woman","2016-09-26T00:00:00.000","15000","0","15000","88348","73348","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2018","Hispana Vision, LLC","86 Park Street","Hartford","CT","06106","Optical Good Store","446130","No","2018-03-05T00:00:00.000","35763","41200","76963","112726","35763","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","HOB Industries, Inc.","750 Boundline Road","Wolcott","CT","06716","Metal Crown/Closure/Other Metal Stmpng","332119","No","2013-01-16T00:00:00.000","100000","0","100000","268500","168500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Hodge, LLC","1783 Farmington Avenue","Unionville","CT","06085","Land Surveying and Civil Engineering","541370/541360","No","2012-10-22T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$1,000","n/a","Compliance Complete","1"
"2013","Hoffman Landscapes, Inc.","647 Danbury Road","Wilton","CT","06897","Landscaping","812990","No","2013-03-11T00:00:00.000","50000","100000","150000","461000","311000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Out of Business- repaid","1"
"2014","Holiday Steak House, Inc dba San Martino Restaurant","111-23 Thomaston Avenue","Waterbury","CT","06702","Restaurant","722410","No","2013-10-30T00:00:00.000","50000","284491","334491","384491","50000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Holler Law Firm, LLC","185 Plains Road, Suite 108E","Milford","CT","06461","Legal Services","541110","No","2015-11-13T00:00:00.000","100000","300000","400000","615300","215300","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2012","Holly's Oatmeal Inc.","1009 East Main Street","Torrington","CT","06790","Retail","446191","No","2012-06-07T00:00:00.000","0","100000","100000","100000","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","n/a","n/a","Active","1"
"2016","Home Health Speciality Services, Inc.","2795 Whitney Avenue","Hamden","CT","06518","Home Health Agnecy","621610","Yes Woman","2016-06-01T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2017","Home Salon and Spa, LLC","1028 Poquonnock Road","Groton","CT","06340","Salon & Day Spa","812112","Yes Woman/Minority","2016-09-16T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2012","Hometown Waste, LLC dba Sweitzer Waste Removal","40 Nod Road","Clinton","CT","06413","Service","562112","No","2012-05-21T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2019","Honey Badger Management, Inc.","124 New Milford Turnpike, Suite #2","New Preston","CT","06777","Human Resource Management","561330","No","2019-06-04T00:00:00.000",,"300000","300000","553000","253000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2018","Honey Bear Learning Center, Inc.","1498 North Avenue","Stratford","CT","06614","Pre-School","624410","Yes Woman","2017-08-31T00:00:00.000","0","180000","180000","471560","291560","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   60,000","Active","1"
"2017","Hop Brook Counseling Center, LLC","530 Middlebury Road","Middlebury","CT","06762","Mental Health Practitioners","621330","Yes Woman","2017-01-24T00:00:00.000","0","80000","80000","80000","0","Small Business Express Program","CGS Sec. 32-7g","Met",,"$   80,000","Active","1"
"2014","Hopewell Associates, LLC","2 Hopewell Road","South Glastonbury","CT","06073","Restaurant","722511","No","2014-06-05T00:00:00.000","50000","100000","150000","200000","50000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Horen, Stuart M. dba Horen Chiropractic Center","5 Melrose Drive","Farmington","CT","06032","Office of Chiropractors","621310","No","2013-04-25T00:00:00.000","50000","71600","121600","171600","50000","Small Business Express Program","CGS Sec. 32-7g","Not Met","Rate increase from 3% to 4% and $4,864","n/a","Out of Business- written off","1"
"2014","Horizon Personal Training and Nutrition, LLC","1678 Meriden Waterbury Turnpike","Southington","CT","06489","Personal Fitness Training","812990","No","2014-03-12T00:00:00.000","75000","0","75000","150000","75000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$18,750","n/a","Active","1"
"2017","Horton International, LLC","29 South Main Street, Suite 327","West Hartford","CT","06107","Executive Search Services","561312","No","2017-01-20T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Hospital Energy, LLC","110 Riverview Drive","Guilford","CT","06437","Energy Procurement for Healthcare Institutions","621399","No","2013-11-04T00:00:00.000","50000","300000","350000","403000","53000","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Compliance Complete","1"
"2016","Hospital Marketing Services, Inc.","162 Great Hill Road","Naugatuck","CT","06770","Hospital Marketing","339112","Yes International Export","2016-01-15T00:00:00.000","50000","50000","100000","150000","50000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2018","Hot Tub Discounts, LLC","2 Toelles Road, Unit #13","Wallingford","CT","06492","Hot Tub","595999","Yes Woman","2017-09-06T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2013","HP Planning, LLC dba Creative Benefit Planning","1100 Summer Street","Stamford","CT","06905","Employee Benefits Insurance Company","524210","No","2013-04-17T00:00:00.000","50000","0","50000","221000","171000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","HQ Dumpsters and Recycling, LLC","897 South Main Street","Plantsville","CT","06479","Trash & Recycling Service","562111","No","2016-05-24T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Compliance Complete","1"
"2012","HRF Fastener Systems, Inc.","70 Horizon Drive","Bristol","CT","06010","Manufacturing","332312","No","2012-05-08T00:00:00.000","100000","250000","350000","467459","117459","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   50,000","Compliance Complete","1"
"2014","HSB Aircraft Components, LLC","80 Production Court","New Britain","CT","06051","Aircraft","332710","No","2014-06-04T00:00:00.000","0","200000","200000","265000","65000","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2017","HTM Partners, LLC","109 Federal Road","Danbury","CT","06810","Management Consulting","541610","No","2016-10-11T00:00:00.000","100000","300000","400000","526812","126812","Small Business Express Program","CGS Sec. 32-7g","Not Met","16,666 & 2% to 3%","n/a","Compliance Complete","1"
"2015","Hugh E. Finch, Jr., DDS, PC","53 Connecticut Boulevard","East Hartford","CT","06108","Dentistry","621210","No","2015-06-01T00:00:00.000","0","81600","81600","81600","0","Small Business Express Program","CGS Sec. 32-7g","Not Met","2% to 3%","n/a","Active","1"
"2018","Human Resource Management Concepts fka GBAC HR Consulting Group, LLC","3074 Whitney Avenue","Hamden","CT","06518","Human Resources Consulting","524290","Yes Woman","2018-01-09T00:00:00.000","10029","0","10029","20053","10024","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Hurley Metal Fabrication & Mfg., LLC","725 Marshall Phelps Road","Windsor","CT","06095","Metal Fabrication","332322","No","2013-09-17T00:00:00.000","50000","200000","250000","445500","195500","Small Business Express Program","CGS Sec. 32-7g","Not Met","from 2% to 3%","n/a","Compliance Complete","1"
"2012","Hybrid Insurance Agency, LLC","30 Lewis Street","Hartford","CT","06103","Financial Services","524210","Yes","2012-03-05T00:00:00.000","26320","100000","126320","1524860","1398540","Small Business Express Program","CGS Sec. 32-7g","Not Met","OOB","n/a","Active","1"
"2017","Hydro Honing Laboratories, Inc. dba Peening Technologies of CT","8 Eastern Park Road","East Hartford","CT","06108","Aerospace","332811","No","2017-02-03T00:00:00.000","100000","300000","400000","659560","259560","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2012","iDevices, LLC","191 Albany Turnpike, Suite 302","Avon","CT","06019","Manufacturing","335314","No","2012-05-25T00:00:00.000","100000","250000","350000","450000","100000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","$   125,000","Compliance Complete","1"
"2015","Image Marketing Consultants, LLC","876 South Main Street","Plantsville","CT","06479","Marketing/Public Relations","541600","Yes Woman","2015-04-21T00:00:00.000","60000","0","60000","312000","252000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$   12,000","n/a","Active","1"
"2013","ImageWorks, LLC","27 Hartford Turnpike, Suite 202","Vernon","CT","06066","Web Development","541400","Yes","2012-09-13T00:00:00.000","45000","0","45000","90000","45000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","ImageWorks, LLC","7 Keynote Drive, Suite A","Vernon","CT","06066","Web Development","541400","Yes","2014-12-08T00:00:00.000","20000","0","20000","40000","20000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Imagine That, Inc. dba LSC Distribution","383 Fern Street","West Hartford","CT","06119","Medical Devices Compression","334516","No","2014-01-23T00:00:00.000","40000","0","40000","80000","40000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$6,000","n/a","Active","1"
"2015","IMC, LLC","399 Sackett Point Road","North Haven","CT","06473","Marketing Consulting Services","541613","Yes Woman","2015-01-20T00:00:00.000","40000","87632","127632","167632","40000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","IMPACT Branding & Design, LLC","98 South Turnpike Road","Wallingford","CT","06492","Inbound Marketing","541613","No","2014-05-15T00:00:00.000","49848","0","49848","99830","49982","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","IMPACT Branding & Design, LLC","98 South Turnpike Road","Wallingford","CT","06492","Inbound Marketing","541800","No","2013-04-05T00:00:00.000","49886","0","49886","75627","25741","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","I-M Technology, LLC","131 Providence Street","Taftville","CT","06830","Computer & Office Machine Repair","811212","No","2013-01-25T00:00:00.000","25000","0","25000","50000","25000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Index-d, LLC","285 Knowlton Street","Bridgeport","CT","06608","Hardware Merchant Wholesalers","421710","Yes Woman","2012-08-27T00:00:00.000","0","80000","80000","89500","9500","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2013","Industrial Heater Corporation","30 Knotter Drive","Cheshire","CT","06410","Manufacturing of Industrial Heaters","333414","No","2012-07-11T00:00:00.000","100000","0","100000","728000","628000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2014","Infidelity Investigations, LLC","3301 Main Street","Bridgeport","CT","06606","Investigation Services","561611","No","2013-09-20T00:00:00.000","25000","0","25000","50000","25000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2016","Infinity Hall Hartford, LLC","525 New Britain Avenue","Unionville","CT","06085","Live Music, Entertainment, Food & Beverage","711310","No","2015-07-27T00:00:00.000","100000","0","100000","200243","100243","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Infinity Homecare Services, LLC","653 Main Street","Plantsville","CT","06479","Home Health","621610","Yes Woman/Minority","2015-05-04T00:00:00.000","100000","0","100000","1410000","1310000","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2013","Infinity Homecare Services, LLC","653 Main Street","Plantsville","CT","06479","Home Health","621610","Yes Woman/Minority","2012-10-01T00:00:00.000","0","250050","250050","781685","531635","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Compliance Complete","1"
"2015","Information Technology Group CT, LLC","26 Broadway","North Haven","CT","06473","IT Consulting","541512","Yes Woman","2014-11-21T00:00:00.000","100000","0","100000","200000","100000","Small Business Express Program","CGS Sec. 32-7g","Not Met","$6,250","n/a","Active","1"
"2014","Infrastructure Materials Management, LLC","13 Overbrook Road","Unionville","CT","06085","Resurfacing, highway, road and bridges","237310","No","2013-09-03T00:00:00.000","40000","29200","69200","138400","69200","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
"2014","Infrastructure Materials Management, LLC","13 Overbrook Road","Unionville","CT","06085","Road Construction","237310","No","2014-04-03T00:00:00.000","0","270800","270800","270800","0","Small Business Express Program","CGS Sec. 32-7g","Pending","n/a","n/a","Active","1"
"2014","Inn At Fairfield Beach, LLC","1160 Reef Road","Fairfield","CT","06824","Hotel/Inn","721110","No","2014-05-05T00:00:00.000","40417","0","40417","84461","44044","Small Business Express Program","CGS Sec. 32-7g","Met","n/a","n/a","Active","1"
