"company","file_no","opened","closed","coverage","subcoverage","reason","subreason","disposition","conclusion","recovery","status"
"UnitedHealthcare Insurance Company","7006366","2021-10-12T00:00:00.000","2021-11-02T00:00:00.000","Individual","Dental","Claim Handling","Eligibility of Provider","Claim Settled","Furnished Information","234.61","Closed"
"UnitedHealthcare Insurance Company","7007425","2018-01-17T00:00:00.000","2018-01-26T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Justified","6418.80","Closed"
"UnitedHealthcare Insurance Company","7008314","2021-09-23T00:00:00.000","2021-10-04T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Premium Notice/Billing","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7009366","2021-05-18T00:00:00.000","2021-06-23T00:00:00.000","A & H",,"Claim Handling","Other","Claim Settled","Furnished Information","771.79","Closed"
"UnitedHealthcare Insurance Company","7009366","2021-05-18T00:00:00.000","2021-06-23T00:00:00.000","A & H",,"Claim Handling","Other","Claim Settled","Justified","771.79","Closed"
"UnitedHealthcare Insurance Company","7009242","2021-02-04T00:00:00.000","2021-02-17T00:00:00.000","Group","Health Only","PolicyHolder Service","Delays/No Response","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7008693","2021-09-29T00:00:00.000","2021-10-15T00:00:00.000","Group","Disability Income","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7007736","2021-09-16T00:00:00.000","2021-10-06T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits",,"Justified","720.79","Closed"
"UnitedHealthcare Insurance Company","7007736","2021-09-16T00:00:00.000","2021-10-06T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits",,"Claim Paid With Interest","720.79","Closed"
"UnitedHealthcare Insurance Company","7008647","2021-08-12T00:00:00.000","2021-09-02T00:00:00.000","Group","Health Only","Claim Handling","Mandated Benefit",,"Justified","6741.33","Closed"
"UnitedHealthcare Insurance Company","7008647","2021-08-12T00:00:00.000","2021-09-02T00:00:00.000","Group","Health Only","Claim Handling","Mandated Benefit",,"Claim Paid With Interest","6741.33","Closed"
"UnitedHealthcare Insurance Company","7007466","2018-03-12T00:00:00.000","2018-03-20T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7007481","2018-03-12T00:00:00.000","2018-03-26T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Justified","135.07","Closed"
"UnitedHealthcare Insurance Company","7007481","2018-03-12T00:00:00.000","2018-03-26T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Claim Paid With Interest","135.07","Closed"
"UnitedHealthcare Insurance Company","7006424","2017-12-28T00:00:00.000","2018-01-10T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Policy Not In Force","0.00","Closed"
"UnitedHealthcare Insurance Company","7006424","2017-12-28T00:00:00.000","2018-01-10T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7006424","2017-12-28T00:00:00.000","2018-01-10T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Policy Not In Force","0.00","Closed"
"UnitedHealthcare Insurance Company","7006537","2021-08-31T00:00:00.000","2021-09-16T00:00:00.000","A & H",,"PolicyHolder Service","Delays/No Response","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7009564","2021-05-21T00:00:00.000","2021-06-09T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7009564","2021-05-21T00:00:00.000","2021-06-09T00:00:00.000","Group","Health Only","Claim Handling","Eligibility of Provider",,"Corrective Action","0.00","Closed"
"UnitedHealthcare Insurance Company","7009573","2021-07-09T00:00:00.000","2021-07-27T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Insufficient Information","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7009618","2021-02-10T00:00:00.000","2021-02-26T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7006550","2021-10-14T00:00:00.000","2022-01-25T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Contract Provision/Legal Issue",,"0.00","Closed"
"UnitedHealthcare Insurance Company","7007648","2018-02-21T00:00:00.000","2018-03-14T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Justified","111.60","Closed"
"UnitedHealthcare Insurance Company","7009482","2021-04-09T00:00:00.000","2021-04-28T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7009483","2021-04-09T00:00:00.000","2021-04-26T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"Justified","254.67","Closed"
"UnitedHealthcare Insurance Company","7009483","2021-04-09T00:00:00.000","2021-04-26T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"Claim Paid With Interest","254.67","Closed"
"UnitedHealthcare Insurance Company","7008522","2021-09-28T00:00:00.000","2021-10-14T00:00:00.000","A & H",,"PolicyHolder Service","Delays/No Response","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7007631","2018-01-19T00:00:00.000","2018-02-05T00:00:00.000","Group","Health Only","Claim Handling","UR Contract Provision","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7010108","2021-06-01T00:00:00.000","2021-06-22T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7006919","2021-09-02T00:00:00.000","2021-09-16T00:00:00.000","Group","Health Only","PolicyHolder Service","Delays/No Response","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7006924","2021-09-03T00:00:00.000","2021-09-24T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7006737","2021-09-01T00:00:00.000","2021-09-15T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7008839","2021-06-28T00:00:00.000","2021-09-09T00:00:00.000","Group","Health Only","Marketing & Sales","Duplication of Coverage","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7008874","2021-01-29T00:00:00.000","2021-02-16T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Premium Refund","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7008767","2021-03-26T00:00:00.000","2021-04-12T00:00:00.000","A & H",,"Claim Handling","Unsatisfactory Settlement/Offer","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7009859","2021-04-15T00:00:00.000","2021-04-20T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7006878","2018-03-08T00:00:00.000","2018-03-22T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7008783","2021-03-29T00:00:00.000","2021-04-20T00:00:00.000","Group","Health Only","Claim Handling","Appeal Non-Compliance",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7008783","2021-03-29T00:00:00.000","2021-04-20T00:00:00.000","Group","Health Only","Claim Handling","UR Procedure",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7008783","2021-03-29T00:00:00.000","2021-04-20T00:00:00.000","Group","Health Only","Claim Handling","Appeal Non-Compliance",,"Coverage Granted","0.00","Closed"
"UnitedHealthcare Insurance Company","7008783","2021-03-29T00:00:00.000","2021-04-20T00:00:00.000","Group","Health Only","Claim Handling","UR Procedure",,"Coverage Granted","0.00","Closed"
"UnitedHealthcare Insurance Company","7007578","2021-11-02T00:00:00.000","2021-11-02T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Underwriting","Premium & Rating","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7008493","2021-09-27T00:00:00.000","2021-10-14T00:00:00.000","Group","Medicare Select(Policies or Certs)","Claim Handling","Denial of Claim","Claim Settled","Furnished Information","49.28","Closed"
"UnitedHealthcare Insurance Company","7007112","2021-09-07T00:00:00.000","2022-03-25T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7007112","2021-09-07T00:00:00.000","2022-03-25T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7006957","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","A & H","A & H","Claim Handling","UR INTERNAL/EXTERNAL APPEAL PROCEDURE","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"UnitedHealthcare Insurance Company","7006957","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","Group","A & H","Claim Handling","UR INTERNAL/EXTERNAL APPEAL PROCEDURE","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"UnitedHealthcare Insurance Company","7006957","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","A & H","A & H","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"UnitedHealthcare Insurance Company","7006957","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","Group","A & H","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"UnitedHealthcare Insurance Company","7006957","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","A & H","Health Only","Claim Handling","UR INTERNAL/EXTERNAL APPEAL PROCEDURE","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"UnitedHealthcare Insurance Company","7006957","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","Group","Health Only","Claim Handling","UR INTERNAL/EXTERNAL APPEAL PROCEDURE","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"UnitedHealthcare Insurance Company","7006957","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","A & H","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"UnitedHealthcare Insurance Company","7006957","2021-10-21T00:00:00.000","2021-11-18T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Company Position Substantiated","External Review Info Sent","0.00","Closed"
"UnitedHealthcare Insurance Company","7008726","2021-03-17T00:00:00.000","2021-03-23T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7006966","2021-10-22T00:00:00.000","2021-11-18T00:00:00.000","Group","Health Only","Claim Handling","Surprise Billing","Company Position Overturned","Corrective Action","676.23","Closed"
"UnitedHealthcare Insurance Company","7008111","2021-09-22T00:00:00.000","2021-10-08T00:00:00.000","Group","Health Only","Claim Handling","Mandated Benefit","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7006882","2018-03-08T00:00:00.000","2018-04-03T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Claim Settled","Voluntary Reconsideration","2427.00","Closed"
"UnitedHealthcare Insurance Company","7007892","2021-09-16T00:00:00.000","2021-10-05T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7007930","2021-09-20T00:00:00.000","2021-10-05T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","PolicyHolder Service","Delays/No Response","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7007030","2018-01-11T00:00:00.000","2018-01-29T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Justified","34481.85","Closed"
"UnitedHealthcare Insurance Company","7007030","2018-01-11T00:00:00.000","2018-01-29T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Claim Paid With Interest","34481.85","Closed"
"UnitedHealthcare Insurance Company","7007969","2017-06-01T00:00:00.000","2018-06-14T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018291","2019-10-17T00:00:00.000","2019-11-13T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Justified","225.57","Closed"
"UnitedHealthcare Insurance Company","7021157","2019-08-01T00:00:00.000","2019-09-27T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021157","2019-08-01T00:00:00.000","2019-09-27T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Coverage Granted","0.00","Closed"
"UnitedHealthcare Insurance Company","7020212","2019-07-22T00:00:00.000","2019-07-22T00:00:00.000","Individual","Medicare Advantage","Underwriting","Medicare HMO","No Jurisdiction","No Authority","0.00","Closed"
"UnitedHealthcare Insurance Company","7020058","2019-09-04T00:00:00.000","2019-09-12T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Claim Settled","Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7020058","2019-09-04T00:00:00.000","2019-09-12T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM","Claim Settled","Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7021191","2019-09-11T00:00:00.000","2019-09-30T00:00:00.000","Group","Health Only",,,"No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018327","2019-12-09T00:00:00.000","2020-03-10T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7019199","2019-05-14T00:00:00.000","2019-05-30T00:00:00.000","Group","Health Only","Claim Handling","Delays",,"Justified","10144.47","Closed"
"UnitedHealthcare Insurance Company","7019199","2019-05-14T00:00:00.000","2019-05-30T00:00:00.000","Group","Health Only","Claim Handling","Delays",,"Claim Paid With Interest","10144.47","Closed"
"UnitedHealthcare Insurance Company","7019095","2019-10-01T00:00:00.000","2020-09-16T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7019257","2019-05-24T00:00:00.000","2019-07-01T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Justified","781.93","Closed"
"UnitedHealthcare Insurance Company","7019351","2019-03-27T00:00:00.000","2019-05-07T00:00:00.000","Group","Health Only",,,,"Justified","244.55","Closed"
"UnitedHealthcare Insurance Company","7019351","2019-03-27T00:00:00.000","2019-05-07T00:00:00.000","Group","Health Only",,,,"Claim Paid With Interest","244.55","Closed"
"UnitedHealthcare Insurance Company","7019073","2019-09-30T00:00:00.000","2019-10-18T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7019073","2019-09-30T00:00:00.000","2019-10-18T00:00:00.000","Group","Health Only","Claim Handling","UR DENIAL OF CLAIM","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018373","2019-10-21T00:00:00.000","2019-10-28T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018373","2019-10-21T00:00:00.000","2019-10-28T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim",,"Coverage Granted","0.00","Closed"
"UnitedHealthcare Insurance Company","7020877","2019-04-22T00:00:00.000","2019-06-27T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Furnished Information","5588.98","Closed"
"UnitedHealthcare Insurance Company","7021061","2019-04-24T00:00:00.000","2019-05-06T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Claim Settled","Justified","3039.06","Closed"
"UnitedHealthcare Insurance Company","7021993","2019-05-08T00:00:00.000","2019-05-23T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021993","2019-05-08T00:00:00.000","2019-05-23T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","No Action Requested/Required","Justified","0.00","Closed"
"UnitedHealthcare Insurance Company","7021097","2019-06-25T00:00:00.000","2019-07-24T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits","No Action Requested/Required","Corrective Action","0.00","Closed"
"UnitedHealthcare Insurance Company","7021097","2019-06-25T00:00:00.000","2019-07-24T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021100","2019-06-25T00:00:00.000","2019-07-25T00:00:00.000","Group","Health Only",,,,"Justified","1588.22","Closed"
"UnitedHealthcare Insurance Company","7021100","2019-06-25T00:00:00.000","2019-07-25T00:00:00.000","Group","Health Only",,,,"Claim Paid With Interest","1588.22","Closed"
"UnitedHealthcare Insurance Company","7020397","2019-07-23T00:00:00.000","2019-08-07T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021609","2019-05-01T00:00:00.000","2019-05-20T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Furnished Information","1864.14","Closed"
"UnitedHealthcare Insurance Company","7021609","2019-05-01T00:00:00.000","2019-05-20T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL",,"Coverage Granted","1864.14","Closed"
"UnitedHealthcare Insurance Company","7019415","2019-07-10T00:00:00.000","2019-07-12T00:00:00.000","Individual","Dental","Claim Handling","Delays","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021111","2019-06-26T00:00:00.000","2019-07-16T00:00:00.000","A & H",,"Claim Handling","Unsatisfactory Settlement/Offer",,"Justified","4036.63","Closed"
"UnitedHealthcare Insurance Company","7021111","2019-06-26T00:00:00.000","2019-07-16T00:00:00.000","A & H",,"Claim Handling","Unsatisfactory Settlement/Offer",,"Corrective Action","4036.63","Closed"
"UnitedHealthcare Insurance Company","7018729","2019-12-26T00:00:00.000","2020-02-05T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Justified","182431.00","Closed"
"UnitedHealthcare Insurance Company","7018729","2019-12-26T00:00:00.000","2020-02-05T00:00:00.000","Group","Health Only","Claim Handling","Coordination of Benefits",,"Corrective Action","182431.00","Closed"
"UnitedHealthcare Insurance Company","7018785","2019-11-04T00:00:00.000","2019-11-26T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Claim Settled","Furnished Information","2953.56","Closed"
"UnitedHealthcare Insurance Company","7021352","2019-08-05T00:00:00.000","2019-08-13T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7019376","2019-05-29T00:00:00.000","2019-06-19T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020150","2019-06-07T00:00:00.000","2019-06-10T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"Justified","555.53","Closed"
"UnitedHealthcare Insurance Company","7020150","2019-06-07T00:00:00.000","2019-06-10T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"Corrective Action","555.53","Closed"
"UnitedHealthcare Insurance Company","7020165","2019-06-10T00:00:00.000","2019-06-18T00:00:00.000","Group","Health Only",,,"No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7019545","2019-04-01T00:00:00.000","2019-04-16T00:00:00.000","Group","Health Only",,,"No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020223","2019-09-12T00:00:00.000","2019-10-08T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018437","2019-12-12T00:00:00.000","2019-12-18T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021394","2019-09-20T00:00:00.000","2019-10-09T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7019590","2019-05-31T00:00:00.000","2019-06-21T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018548","2019-12-18T00:00:00.000","2020-01-22T00:00:00.000","Group","Health Only","PolicyHolder Service","Delays/No Response","Claim Settled","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018759","2019-11-01T00:00:00.000","2019-11-26T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020443","2019-09-23T00:00:00.000","2019-10-03T00:00:00.000","Group","Health Only","Underwriting","Nonrenewal","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020353","2019-06-12T00:00:00.000","2019-06-24T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7019933","2019-06-04T00:00:00.000","2019-06-17T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020662","2019-04-16T00:00:00.000","2019-05-31T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7003651","2020-09-09T00:00:00.000","2020-10-19T00:00:00.000","Group","Health Only","Claim Handling","Denial of Claim","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020609","2019-09-06T00:00:00.000","2019-09-26T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer",,"Justified","90.33","Closed"
"UnitedHealthcare Insurance Company","7020609","2019-09-06T00:00:00.000","2019-09-26T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer",,"Claim Paid With Interest","90.33","Closed"
"UnitedHealthcare Insurance Company","7020481","2019-04-12T00:00:00.000","2019-04-29T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Claim Handling","Delays","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020303","2019-04-10T00:00:00.000","2019-06-27T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Duplication of Coverage","Compromised Settlement/Resolution","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020336","2019-06-11T00:00:00.000","2019-07-01T00:00:00.000","A & H",,"PolicyHolder Service","Delays/No Response","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7019659","2019-08-26T00:00:00.000","2019-10-02T00:00:00.000","Group","Health Only","Claim Handling","UR MEDICALLY NECESSARY DENIAL","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7019823","2019-07-16T00:00:00.000","2019-07-22T00:00:00.000","Individual","Dental","Underwriting","Cancellation","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021722","2019-08-09T00:00:00.000","2019-08-23T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer",,"Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021722","2019-08-09T00:00:00.000","2019-08-23T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer",,"Corrective Action","0.00","Closed"
"UnitedHealthcare Insurance Company","7021723","2019-08-09T00:00:00.000","2019-08-26T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer","Claim Settled","Justified","167.20","Closed"
"UnitedHealthcare Insurance Company","7021892","2019-05-17T00:00:00.000","2019-07-16T00:00:00.000","Individual","Dental","Claim Handling","Unsatisfactory Settlement/Offer","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7018912","2019-11-08T00:00:00.000","2019-11-25T00:00:00.000","Group","Health Only","Claim Handling","Out-of-Network Benefits","Claim Settled","Furnished Information","117.02","Closed"
"UnitedHealthcare Insurance Company","7002102","2020-05-14T00:00:00.000","2020-06-10T00:00:00.000","A & H",,,,"No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7001027","2020-03-11T00:00:00.000","2020-03-23T00:00:00.000","Individual","Dental","Claim Handling","UR Contract Provision","Company Position Substantiated","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7020796","2019-09-16T00:00:00.000","2019-10-08T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Marketing & Sales","Duplication of Coverage","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021782","2019-03-18T00:00:00.000","2019-04-09T00:00:00.000","Individual","Medicare Advantage","Marketing & Sales","High Pressure Tactics","Insufficient Information","No Action Necessary","0.00","Closed"
"UnitedHealthcare Insurance Company","7021799","2019-05-06T00:00:00.000","2019-05-20T00:00:00.000","Group","Health Only","Claim Handling","Unsatisfactory Settlement/Offer","Contract Provision/Legal Issue","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7021801","2019-05-06T00:00:00.000","2019-05-24T00:00:00.000","Individual","Dental","Claim Handling","Denial of Claim","Claim Settled","Furnished Information","388.00","Closed"
"UnitedHealthcare Insurance Company","7018857","2019-11-06T00:00:00.000","2019-11-15T00:00:00.000","Individual","Medicare Supplement(Policies or Certs)","Underwriting","Premium & Rating","No Action Requested/Required","Furnished Information","0.00","Closed"
"UnitedHealthcare Insurance Company","7000997","2020-03-11T00:00:00.000","2020-03-30T00:00:00.000","Group","Disability Income","Claim Handling","Denial of Claim","Contract Provision/Legal Issue","Voluntary Reconsideration","1440.00","Closed"
"UnitedHealthcare Insurance Company","7001953","2020-05-07T00:00:00.000","2020-05-08T00:00:00.000","Group","Health Only","Claim Handling","Claim Procedure",,"Justified","1383.00","Closed"
