"the_geom","crossing","railroad","rrdiv","rrsubdiv","highway","street","typexing","posxing","effdate","edate","reason","citycd","ttstn","milepost","prvcat","prvind","prvsign","latitude","longitud","llsource","stcyfips","inv_link","acc_link","objectid","statecode","countycode","type","init","whistban","rrcont","polcont","ttstnnam","xpurpose","operatingrailroadcode","operatingrailroadtype","daythru","nghtthru","maintrk","sidingtrk","yardtrk","transittrk","industrytrk","othrtrk","wdcode","revisiondate","lastupdated","crossingclosed","aadt","aadtyear","statename","stateab","countyname","cityname"
"POINT (-99.751899999685 43.884700000005)","386142H","RWRR","IM&D","FOURTEENTH",,"PRIVATE ROAD","2","1","210812","999999","21","460851510","526550","0471.64","16","2",,"43.884743","-99.751884",,"4646085","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=386142H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=386142H","163711","46","46085","0","4","0","6052492136",,"KENNEBEC","1","RWRR","Primary","0","0","0",,,,,"0","1","2021-08-12T00:00:00.000Z","2021-08-12T16:39:53.000Z","2",,"1970","SOUTH DAKOTA","SD","LYMAN","KENNEBEC"
"POINT (-75.80119999998 44.0940000004)","512945M","CSX","NORTHERN","ST LAWRENCE","PRIVATE","PRIVATE ROAD","2","1","201016","999999","14","360451900","170791","0083.510","16","2",,"44.094017","-75.801228","1","3636045","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=512945M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=512945M","203482","36","36045","0","1","0","9043663051","8002320144","GOUVERNEUR","1","CSX","Primary","0","0","1","0","0","0","0","0",,"2020-10-16T00:00:00.000Z","2020-10-16T13:20:49.000Z","2",,"1986","NEW YORK","NY","JEFFERSON","EVANS MILLS"
"POINT (-90.14379999967 42.085700000255)","930357G","BNSF","CHICAGO","SAVANNA YD IL","PRIVATE","RRYARD","2","1","200812","999999","14","170157780",,"0000.00","14","1",,"42.085655","-90.143817","1","1717015","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=930357G","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=930357G","20031","17","17015","0","1","0","8173521549","8008325452",,"1","BNSF","Primary","0","0","0","0","1","0","0","1",,"2020-08-12T00:00:00.000Z","2020-08-12T12:08:55.000Z","2",,,"ILLINOIS","IL","CARROLL","SAVANNA"
"POINT (-122.1560000001 37.715099999665)","749736M","UP","NORTHERN CALIFORNIA","Niles Sub","ls","MARINA BOULEVARD","3","1","211202","999999","14","060013360","876451","0015.500","13",,,"37.715068","-122.155593","1","066001","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=749736M","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=749736M","152689","6","6001","0","1","0","4025443721","8008488715",,"1","UP","Primary","10","10","1","0","0","0","0","0","8","2021-12-02T00:00:00.000Z","2021-12-02T08:49:10.000Z","2","21342","2016","CALIFORNIA","CA","ALAMEDA","SAN LEANDRO"
"POINT (-104.5160000001 42.76120000038)","188636G","UP","GREAT PLAINS","POWDER RIVER SUB","NA","Private","2","1","210527","999999","22","560270520","724180","0238.930","12","1",,"42.7611606","-104.5160757","1","5656027","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=188636G","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=188636G","21141","56","56027","0","1","0","4025443721","8008488715",,"1","UP","Primary","14","14","2","0","0","0","0","0",,"2021-05-27T00:00:00.000Z","2021-05-27T13:43:04.000Z","2","1","1984","WYOMING","WY","NIOBRARA","LUSK"
"POINT (-82.73760000014 41.442300000145)","524072C","NS","GREAT LAKES","CHICAGO LINE","LS","OLDS STREET","3","1","220515","999999","14","390437290","342420","0242.550","13",,,"41.4423372","-82.7376191","1","3939043","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=524072C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=524072C","219348","39","39043","0","1","0","8009464744","8009464744","SANDUSKY","1","NS","Primary","20","20","2","0","0","0","0","1","8","2022-05-15T00:00:00.000Z","2022-05-15T09:01:23.000Z","2","000921","2006","OHIO","OH","ERIE","SANDUSKY"
"POINT (-97.54840000006 43.572099999615)","385976K","BNSF","TWIN CITIES","MITCHELL","County Road","263rd Street","3","1","210830","999999","14","460870320","527390","0347.550","16",,,"43.5720903","-97.5483841","2","4646087","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=385976K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=385976K","133082","46","46087","0","2","0","8173521549","8008325452","BRIDGEWATER","1","BNSF","Primary","0","0","1","0","0","0","0","0","3","2021-08-30T00:00:00.000Z","2021-08-30T16:48:20.000Z","2","20","2020","SOUTH DAKOTA","SD","MCCOOK","BRIDGEWATER"
"POINT (-90.23059999959 29.974700000105)","309503C","IC","DELTA","MCCOMB","CITY ST","MOREY STREET","3","1","210723","999999","14","220511190","646514","0900.630","12",,,"29.974684","-90.230568","2","2222051","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=309503C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=309503C","35895","22","22051","0","2","0","8888885909","8004659239","KENNER","1","IC","Primary","5","6","1","0","0","0","0","1","3","2021-07-23T00:00:00.000Z","2021-07-23T14:41:54.000Z","2","000250","2010","LOUISIANA","LA","JEFFERSON","KENNER"
"POINT (-79.32059999999 34.293699999855)","634520L","CSX","CAROLINAS","ANDREWS","PRIVATE","PRIVATE ROAD","2","1","201008","999999","14","450671720","444430","0301.890","16","1",,"34.293667","-79.320553","1","4545033","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=634520L","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=634520L","21665","45","45033","0","1","0","9043663051","8002320144","MULLINS","1","CSX","Primary","0","0","1","0","0","0","0","0",,"2020-10-08T00:00:00.000Z","2020-10-08T13:51:16.000Z","2",,"1970","SOUTH CAROLINA","SC","DILLON","MULLINS"
"POINT (-86.056100000415 34.016)","725262L","NS","GULF","AGS NORTH","PRIVATE","PRIVATE ROAD","2","1","220206","999999","14","010550190","471767","0081.310","16","2",,"34.0159899","-86.0560989","2","011055","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=725262L","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=725262L","204137","1","1055","0","1","0","8009464744","8009464744","ATTALLA","1","NS","Primary","6","5","1","0","0","0","0","0",,"2022-02-06T00:00:00.000Z","2022-02-06T16:07:21.000Z","2",,"1987","ALABAMA","AL","ETOWAH","ATTALLA"
"POINT (-74.2999999998 41.00560000014)","266820J","NYSW","SOUTHERN","#N\A","L","BROAD STREET","2","1","220112","999999","20","340312670",,"0028.200","14","2",,"41.005637","-74.300018","1","3434031","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=266820J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=266820J","59288","34","34031","0","1","0","6075928236","8003666979",,"1","NYSW","Primary","0","0","0","0","2","0","0",,,"2022-01-12T00:00:00.000Z","2022-01-12T14:49:30.000Z","2",,"1970","NEW JERSEY","NJ","PASSAIC","POMPTON LAKES"
"POINT (-83.89840000036 33.988999999551)","640147R","CSX","ATLANTA","ABBEVILLE","Cs1200","BROAD ST","3","1","210824","999999","14","131351470","455450","0538.120","13",,,"33.989027","-83.898391","1","1313135","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=640147R","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=640147R","235371","13","13135","0","1","0","9043663051","8002320144",,"1","CSX","Primary","2","3","1","1","0","0","0","1","8","2021-08-24T00:00:00.000Z","2021-08-24T23:10:06.000Z","2","2000","2014","GEORGIA","GA","GWINNETT","DACULA"
"POINT (-95.11620000023 29.747499999825)","911813D","PTRA",,"NORTHSHORE","ST 0000","JACINTOPORT BLVD/SCENIC RTE","3","1","190625","999999","14","483393280","684800","0000.00","14",,,"29.7474617","-95.1162113",,"4848201","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=911813D","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=911813D","156315","48","48201","0","2","0",,,"HOUSTON","1","PTRA","Primary","0","0","0",,,,,"1","3","2019-06-25T00:00:00.000Z","2019-06-25T16:20:00.000Z","2","000210","2011","TEXAS","TX","HARRIS","HOUSTON"
"POINT (-88.55379999997 34.674899999935)","919261T","KCS","Speedway","Artesia","NA","1 Xing S of Bolton Road","2","1","220325","999999","14","281170280",,"0309.903","14","1",,"34.674948","-88.553816","1","2828117","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=919261T","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=919261T","236271","28","28117","0","1",,"3186766296","8775279464",,"1","KCS","Primary","0","0","0","0","0","0","2",,,"2022-03-25T00:00:00.000Z","2022-03-25T14:52:07.000Z","2",,,"MISSISSIPPI","MS","PRENTISS","BOONEVILLE"
"POINT (-99.22420000033 38.52299999995)","429310J","KO","KANSAS","HOISINGTOn","priv","PRIV","2","1","200122","999999","14","201650530","594553","0585.60","16","2",,"38.5230242","-99.2241924","2","2020165","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=429310J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=429310J","171468","20","20165","0","1","0","3162633113","8663869321","BISON","1","KO","Primary","0","0","1","0","0","0","0","0",,"2020-01-22T00:00:00.000Z","2020-01-22T14:49:00.000Z","2",,"1970","KANSAS","KS","RUSH","BISON"
"POINT (-80.08039999986 35.85819999993)","836570Y","WSS","FLORENCE",,,"PRIVATE ROAD","2","1","200415","999999","21","370574590","413730","0010.54","12","2",,"35.858158","-80.080376",,"3737057","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=836570Y","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=836570Y","186151","37","37057","0","4","0",,,"THOMASVILLE","1","WSS","Primary","0","0","0",,,,,"0",,"2020-04-15T00:00:00.000Z","2020-04-15T14:31:04.000Z","2",,"1970","NORTH CAROLINA","NC","DAVIDSON","THOMASVILLE"
"POINT (-83.84299999965 41.78319999978)","258313F","IORY","NORTHERN","DT&I NORTH","LR","SILBERHORN HIGHWAY","3","1","200619","999999","14","260910500","318757","0054.48","11",,,"41.783234","-83.843048","1","2626091","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=258313F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=258313F","115067","26","26091","0","1","0","8008003490","8008003490","RIGA","1","IORY","Primary","0","0","1","0","0","0","0","0","4","2020-06-19T00:00:00.000Z","2020-06-19T12:42:44.000Z","2","000322","2008","MICHIGAN","MI","LENAWEE","BLISSFIELD"
"POINT (-93.059699999555 44.77339999961)","876416K","UP","Great Lakes","Albert Lea Sub","CSAH 71","Rich Valley Boulevard","3","1","210510","999999","14","270376060","504752","0337.910","11",,,"44.773431","-93.059651","1","2727037","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=876416K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=876416K","219502","27","27037","0","1","0","4025443721","8008488715",,"1","UP","Primary","4","3","1","0","0","0","0","0","8","2021-05-10T00:00:00.000Z","2021-05-10T06:09:20.000Z","2","3800","2011","MINNESOTA","MN","DAKOTA","ROSEMOUNT"
"POINT (-68.810899999935 44.595899999785)","365439F","CSX","NEW ENGLAND","PAN AM RAILWAY","PVT","289 RIVER RD","2","1","220812","999999","14","230091200","112901","0017.134","12","2",,"44.5959156","-68.8109006","1","2323009","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=365439F","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=365439F","102116","23","23009","0","1","0","9043663051","8009559208","BUCKSPORT","1","CSX","Primary","0","0","1","0","0","0","0","0",,"2022-08-12T00:00:00.000Z","2022-08-12T15:01:38.000Z","2",,"1970","MAINE","ME","HANCOCK","BUCKSPORT"
"POINT (-95.24639999966 29.328699999705)","448637H","UP","GULF COAST","ANGLETON SUB","NA","PRIVATE","2","1","210506","999999","22","480394017","686228","0336.510","16","1",,"29.3286982","-95.2464048","1","4848039","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=448637H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=448637H","128026","48","48039","0","1","0","4025443721","8008488715",,"1","UP","Primary","12","11","1","0","1","0","0","0",,"2021-05-06T00:00:00.000Z","2021-05-06T21:04:08.000Z","2","1","1970","TEXAS","TX","BRAZORIA","LIVERPOOL"
"POINT (-77.31519999958 35.815899999885)","642114K","CSX","SOUTHERN EAST","PARMELE","LS","CHURCH STREET","3","1","220601","999999","14","371173520","403474","0134.770","12",,,"35.8159371","-77.3151908","1","3737117","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=642114K","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=642114K","131415","37","37117","0","2","0","9043663051","8002320144","PARMELE","1","CSX","Primary","0","0","1","0","0","0","0","1","3","2022-06-01T00:00:00.000Z","2022-06-01T16:37:00.000Z","2","58","2015","NORTH CAROLINA","NC","MARTIN","PARMELE"
"POINT (-75.02980000027 39.439700000255)","586357J","CRSH","SOUTH JERSEY","#N\A","LS","BUTLER AVENUE","3","1","220303","999999","20","340113460","199330","0037.46","16",,,"39.439728","-75.029801","1","3434011","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=586357J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=586357J","44770","34","34011","0","1","0","8562312282","8007990994","MILLVILLE","1","CRSH","Primary","0","0","0","1","0","0","0","0","7","2022-03-03T00:00:00.000Z","2022-03-03T16:55:37.000Z","2","6984","2020","NEW JERSEY","NJ","CUMBERLAND","VINELAND"
"POINT (-94.7259999997 31.34779999967)","755824L","UP","GULF COAST","LUFKIN SUB","NA","ABNEY AVENUE","3","1","210520","999999","22","480054160","681430","0118.870","14",,,"31.347765","-94.725973","1","4848005","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=755824L","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=755824L","125515","48","48005","0","1","0","4025443721","8008488715",,"1","UP","Primary","3","3","2","0","2","0","0","3","8","2021-05-20T00:00:00.000Z","2021-05-20T16:02:03.000Z","2","3410","2003","TEXAS","TX","ANGELINA","LUFKIN"
"POINT (-88.73579999957 33.504300000145)","305915B","MSR","Speedway","Louisville","PVT","PRIVATE ROAD","2","1","200720","999999","21","281052430","484120","0080.350","16","1",,"33.504333","-88.735777","1","2828105","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=305915B","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=305915B","202049","28","28105","0","1","0","3186766296","8775279464","484120","1","MSR","Primary","0","0","1","0","0","0","0","0",,"2020-07-20T00:00:00.000Z","2020-07-20T14:57:30.000Z","2","1","1970","MISSISSIPPI","MS","OKTIBBEHA","STARKVILLE"
"POINT (-82.982500000075 39.97880000012)","513379H","KNWA","DEARBORN","608124",,"PRIVATE XING","2","1","160817","999999","21","390456520","353248","0008.10","16","2",,"39.978764","-82.982529",,"3939045","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=513379H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=513379H","39406","39","39045","0","1","0","8009464744","8004532530","BRICE","1","KNWA","Primary","0","0","0",,,,,"0",,"2016-08-17T00:00:00.000Z","2016-08-17T06:53:12.000Z","2",,"1986","OHIO","OH","FAIRFIELD","PICKERINGTON"
"POINT (-92.59920000008 47.084)","251938E","WC","LAKES","MISSABE","CR740","Swenson Rd","3","1","211025","999999","14","271374610","500851","0040.320","11",,,"47.0840283","-92.5991981","1","2727137","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=251938E","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=251938E","33220","27","27137","0","2","0","8888885909","8004659239","PAYNE","1","WC","Primary","16","0","1","0","0","0","0","0","4","2021-10-25T00:00:00.000Z","2021-10-25T14:28:02.000Z","2","5","2019","MINNESOTA","MN","ST LOUIS","MEADOWLANDS"
"POINT (-81.042899999735 35.254699999805)","930715N","UNK","PIEDMONT","MOUNT HOLLY",,"BI-LO TRUCK ENTRA","2","1","140624","999999","14","370713340",,"0002.04","13","1",,"35.254705","-81.042884","1","3737071","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=930715N","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=930715N","148373","37","37071","0","2","0",,"7048641119",,"1","UNK","Primary","0","0","0",,,,,"1","1","2014-06-24T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,,"NORTH CAROLINA","NC","GASTON","NORTH BELMONT"
"POINT (-92.90639999966 40.782299999845)","375695Y","DME","EAST","LAREDO","T 24","200TH AVE","3","1","220113","999999","14","190075940","538922","0336.412","11",,,"40.782277","-92.906368","1","1919007","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=375695Y","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=375695Y","59519","19","19007","0","1","0","8007169132","8007169132","MORAVIA","1","DME","Primary","2","4","1","0","0","0","0","0","7","2022-01-13T00:00:00.000Z","2022-01-13T15:24:23.000Z","2","210","2014","IOWA","IA","APPANOOSE","MYSTIC"
"POINT (-76.24920000038 36.868299999645)","467672X","NS","BLUE RIDGE","NORFOLK TERMINAL","LS","TAIT TERRACE","3","1","220515","999999","14","517101760","261008","0001.750","13",,,"36.868289","-76.249177","1","5151710","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=467672X","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=467672X","215137","51","51710","0","1","0","8009464744","8009464744","COLEMAN PLACE","1","NS","Primary","2","2","2","0","0","0","0","0","8","2022-05-15T00:00:00.000Z","2022-05-15T19:30:22.000Z","2","001050","2012","VIRGINIA","VA","NORFOLK","NORFOLK"
"POINT (-87.2800000003 33.831299999995)","726939C","NS","GULF","NA/WEST END","SR 69","20TH ST","3","1","220507","999999","14","011271780","473740","0085.960","13",,,"33.8312673","-87.280009","1","011127","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=726939C","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=726939C","214445","1","1127","0","1","0","8009464744","8009464744","JASPER","1","NS","Primary","1","2","1","1","0","0","0","1","8","2022-05-07T00:00:00.000Z","2022-05-07T23:50:58.000Z","2","8210","2011","ALABAMA","AL","WALKER","JASPER"
"POINT (-85.980100000315 42.20760000004)","235914A","WMI","SYSTEM","MAINLINE","PVT","PRIVATE","2","1","100918","999999","14","261593850","319470","0025.65","17","2",,"42.207603","-85.98011",,"2626159","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=235914A","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=235914A","79616","26","26159","0","1","0","3096971400","8004467245","HARTFORD","1","WMI","Primary","0","0","0",,,,,"0","1","2010-09-18T00:00:00.000Z","2015-03-07T13:12:19.000Z","2",,"1970","MICHIGAN","MI","VAN BUREN","PAW PAW"
"POINT (-80.954100000215 41.201300000195)","141731U","CSX","GREAT LAKES","NEWTON FALLS","PRIVATE","HANSON CROSSING","2","1","220404","999999","24","391555820","344179","0098.500","16","2",,"41.2012548","-80.9540734","1","3939155","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=141731U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=141731U","155696","39","39155","0","1","0","9043663051","8002320144","NEWTON FALLS","1","CSX","Primary","0","0","1","0","0","0","0","0",,"2022-04-04T00:00:00.000Z","2022-04-04T18:31:21.000Z","2",,"1970","OHIO","OH","TRUMBULL","NEWTON FALLS"
"POINT (-95.743900000285 43.39660000029)","608452U","UNK","GREAT LAKES","Sibley Spur","LOCAL","8TH AVENUE","3","1","190828","999999","21","191437800","542244","0195.974","12",,,"43.396634","-95.743866","1","1919143","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=608452U","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=608452U","56141","19","19143","0","1","0","4025443721","8008488715",,"1","UNK","Primary","0","0","0","0","0","0","1","0","3","2019-08-28T00:00:00.000Z","2019-08-28T13:41:00.000Z","2","434","1998","IOWA","IA","OSCEOLA","SIBLEY"
"POINT (-87.00779999957 41.37100000005)","230031H","CKIN","#N\A","#N\A","CR","300 E","3","1","210525","999999","14","180912460","363265","0229.84","12",,,"41.37097","-87.00775","1","1818127","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=230031H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=230031H","224877","18","18127","0","2","0","8165191285","8885046599","MALDEN","1","CKIN","Primary","0","0","1","0","0","0","0","0","4","2021-05-25T00:00:00.000Z","2021-05-25T12:07:59.000Z","2","425","2018","INDIANA","IN","PORTER","LA CROSSE"
"POINT (-121.18100000025 37.910899999835)","926693J","BNSF","CALIFORNIA","MARIPOSA INTERMODAL","PRIVATE","RRYARD","2","1","200904","999999","14","060793370",,"1114.503","14","1",,"37.910901","-121.180856","1","066077","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=926693J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=926693J","107389","6","6077","0","1","0","8173521549","8008325452",,"1","BNSF","Primary","0","0","0","0","2","0","0","1",,"2020-09-04T00:00:00.000Z","2020-09-04T05:22:19.000Z","2",,,"CALIFORNIA","CA","SAN JOAQUIN","SAN LUIS OBISPO"
"POINT (-98.95859999999 35.53620000043)","671312J","GNBC","GRAINBELT CORP","AUGUSTA-DAVIDS","county","n2260","3","1","171107","999999","14","400391030","635478","0678.81","11",,,"35.536178","-98.95858","2","4040039","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=671312J","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=671312J","18258","40","40039","0","1","0","5803231234","8558503477","CLINTON","1","GNBC","Primary","3","2","1","0","0","0","0","0","3","2017-11-07T00:00:00.000Z","2017-11-07T14:46:00.000Z","2","000050","1988","OKLAHOMA","OK","CUSTER","CLINTON"
"POINT (-77.034499999875 41.227100000165)","526769H","NS","KEYSTONE","BUFFALO LINE","BOROUGH","SUMMER STREET","3","1","220403","999999","14","420817980","201788","0217.870","12",,,"41.2270519","-77.0345449","1","4242081","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=I&txtcrossingnum=526769H","http://safetydata.fra.dot.gov/OfficeofSafety/publicsite/Crossing/Report.aspx?phasetype=C&rpttype=A&txtcrossingnum=526769H","172942","42","42081","0","1","0","8009464744","8009464744","WILLIAMSPORT","1","NS","Primary","0","2","1","0","0","0","0","0","3","2022-04-03T00:00:00.000Z","2022-04-03T05:21:46.000Z","2","000238","2009","PENNSYLVANIA","PA","LYCOMING","SOUTH WILLIAMSPORT"
