"parcel_number","property_class","property_status","inventory_type","zoned_as","address","city","state","postal_code","county","neighborhood","city_council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location_1","date_of_acquisition"
"JA31320190100000000","Residential Improved","Disposed","Land Bank","R-2.5","3700 CHESTNUT AVE","KANSAS CITY","MO","64128","Jackson","Oak Park Northwest","3rd","2019-06-13T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2012","19999.0","6048.703646","Structure - fair condition","1464","4","2","2015-04-08T00:00:00.000","3700 CHESTNUT AVE
KANSAS CITY, MO 64128
(39.058827, -94.551111)","2013-05-31T00:00:00.000"
"JA29810011600000000","Residential Vacant","Disposed","Land Bank","R-2.5","2739 HARRISON ST","Kansas City","MO","64128","Jackson","Longfellow","3rd","2016-07-22T00:00:00.000","KANSAS CITY MISSOURI 110","Infill construction","N","2015","5760.0","5819.270556","Vacant lot or land - usable",,,,,"2739 HARRISON ST
Kansas City, MO 64128
(39.076328, -94.572338)","2015-03-01T00:00:00.000"
"JA46930071102000000","Residential Improved","Disposed","Land Bank","R-6","7941 MONTGALL AVE","Kansas City","MO","64132.0","Jackson","Marlborough East","5th","2017-02-24T00:00:00.000","CENTER 120","Affordable Housing","N","2015","42251.0","11575.088945","Structure - fair condition","2303","2","1",,"7941 MONTGALL AVE
Kansas City, MO 64132.0
(38.982216, -94.55653)","2015-03-01T00:00:00.000"
"JA29720191000000000","Residential Vacant","Disposed","Land Bank","R-1.5","2943 HIGHLAND AVE","Kansas City","MO","64109","Jackson","Mount Hope","3rd","2018-05-30T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage","N","2015","1195.0","4863.076111","Vacant lot or land - usable",,,,,"2943 HIGHLAND AVE
Kansas City, MO 64109
(39.072392, -94.563118)","2015-03-01T00:00:00.000"
"JA46420320200000000","Residential Vacant","Acquired","Land Bank","R-5","7001 College Ave","KANSAS CITY","MO","64132","JACKSON","Self Help Neighborhood Council","5th",,"KANSAS CITY MISSOURI 110",,"N","2019","8750.0","6001.05","Vacant lot or land - usable",,,,,"7001 College Ave
KANSAS CITY, MO 64132
(38.999382, -94.548669)","2019-02-21T00:00:00.000"
"JA31310200900000000","Residential Vacant","Acquired","Land Bank","R-2.5","3725 Monroe Ave","Kansas City","MO","64128","Jackson","Palestine West And Oak Park Northeast","3rd",,"Kansas City Missouri 110","Side Yard","N","2019","3050.0","5697.59690972","Vacant lot or land - usable",,,,,"3725 Monroe Ave
Kansas City, MO 64128
(39.057677, -94.540737)","2013-04-09T00:00:00.000"
"JA13810020100000000","Residential Vacant","Acquired","Land Bank","R-2.5","528 N Lawndale Ave","Kansas City","MO","64123","Jackson","North Indian Mound","4th",,"Kansas City Missouri 110","Side Yard","N","2019","2150.0","902.60798611","Vacant lot or land - little or no use",,,,,"528 N Lawndale Ave
Kansas City, MO 64123
(39.118887, -94.514848)","2013-04-09T00:00:00.000"
"28-420-20-59-00-0-00-000","Residential Improved","Disposed","KCMHA","R-1.5","2004 Benton Blvd.","Kansas City","MO","64127.0","Jackson","Washington Wheatley","3rd","2013-10-02T00:00:00.000","KANSAS CITY MISSOURI 110",,"N",,"83734.33","9429.903021","Structure - good condition",,,,,"2004 Benton Blvd.
Kansas City, MO 64127.0
(39.087763, -94.549655)",
"JA29640254000000000","Residential Vacant","Disposed","KCMHA","R-1.5","2506 Olive St","Kansas City","MO","64127","Jackson","Wendell Phillips","3rd","2020-09-28T00:00:00.000","Kansas City Missouri 110","Infill construction","N","2019","12400.0","6384.146528","Vacant lot or land - usable",,,,,"2506 Olive St
Kansas City, MO 64127
(39.080509, -94.554613)","2013-04-09T00:00:00.000"
"JA28130280200000000","Residential Vacant","Acquired","Land Bank","R-2.5","5843 E 16th St","Kansas City","MO","64126","Jackson","West Blue Valley","3rd",,"Kansas City Missouri 110",,"N","2019","2050.0","3693.293507","Vacant lot or land - little or no use",,,,,"5843 E 16th St
Kansas City, MO 64126
(39.092114, -94.51278)","2013-04-09T00:00:00.000"
"JA30740111100000000","Residential Improved","Disposed","Land Bank","R-6","5633 EUCLID AVE","Kansas City","MO","64130","Jackson","Blue Hills","5th","2019-05-23T00:00:00.000","KANSAS CITY MISSOURI 110",,"N","2014","14772.0",,"Structure - fair condition","826","2","1","2014-12-31T00:00:00.000","5633 EUCLID AVE
Kansas City, MO 64130
(39.023794, -94.562313)","2014-03-25T00:00:00.000"
"JA46420301900000000","Residential Vacant","Acquired","Land Bank","R-5","7030 Walrond Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th",,"Kansas City Missouri 110",,"N","2019","8200.0","5619.936701","Vacant lot or land - usable",,,,,"7030 Walrond Ave
Kansas City, MO 64132
(38.998435, -94.549885)","2013-04-09T00:00:00.000"
"JA31210091100000000","Residential Improved","Disposed","Land Bank","R-2.5","5610 E 36TH TER","Kansas City","MO","64128","Jackson","Dunbar","3rd","2015-07-30T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2014","6330.0","5817.013958","Structure - fair condition","704","2","1","2015-03-04T00:00:00.000","5610 E 36TH TER
Kansas City, MO 64128
(39.059022, -94.517957)","2014-03-28T00:00:00.000"
"JA28540022100000000","Residential Improved","Disposed","Land Bank","R-2.5","2316 Lawndale Ave","Kansas City","MO","64127","Jackson","South Blue Valley","3rd","2016-07-20T00:00:00.000","Kansas City Missouri 110","Affordable Housing","N","2012","13452.0","9589.337535","Structure - severely distressed",,,"1","2014-03-31T00:00:00.000","2316 Lawndale Ave
Kansas City, MO 64127
(39.082233, -94.516493)","2013-04-09T00:00:00.000"
"JA29740222900000000","Residential Improved","Disposed","Land Bank","R-2.5","3318 GARFIELD AVE","KANSAS CITY","MO","64109","Jackson","Key Coalition","3rd","2015-10-07T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2012","25502.0","4454.363646","Structure - fair condition","1744","3","2","2014-08-14T00:00:00.000","3318 GARFIELD AVE
KANSAS CITY, MO 64109
(39.065652, -94.558848)","2013-05-31T00:00:00.000"
"30-110-18-10-00-0-00-000","Residential Vacant","Acquired","KCMHA","R-2.5","3715 OLIVE ST","Kansas City","MO","64109.0","Jackson","Ivanhoe Northeast","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","11000.0","4899.54381944","Vacant lot or land - usable",,,,,"3715 OLIVE ST
Kansas City, MO 64109.0
(39.058748, -94.555662)","2015-04-28T00:00:00.000"
"JA31120080700000000","Residential Vacant","Disposed","Land Bank","R-2.5","3605 Bellaire Ave","Kansas City","MO","64129","Jackson","Dunbar","3rd","2017-03-16T00:00:00.000","Kansas City Missouri 110",,"N","2012","1052.0","6013.051528","Vacant lot or land - usable",,,,"2014-03-12T00:00:00.000","3605 Bellaire Ave
Kansas City, MO 64129
(39.059388, -94.515285)","2013-04-09T00:00:00.000"
"28-340-18-08-00-0-00-000","Residential vacant","Disposed","LAND BANK","R-2.5","1420 ASKEW AVE","KANSAS CITY","MO","64132","JACKSON","Lykins","3RD","2018-10-10T00:00:00.000","KANSAS CITY MISSOURI 110",,"N",,"1042.0","2631.72",,,,,,"1420 ASKEW AVE
KANSAS CITY, MO 64132
(39.094814, -94.540083)","2018-03-01T00:00:00.000"
"28-430-32-39-00-0-00-000","Residential Vacant","ACQUIRED","LAND BANK","R-2.5","2502 COLLEGE AVE","KANSAS CITY","MO","64130","JACKSON","Washington Wheatley","3RD",,"KANSAS CITY MISSOURI 110",,"N","2019","3600.0","7721.58",,,,,,"2502 COLLEGE AVE
KANSAS CITY, MO 64130
(39.080301, -94.544481)","2018-03-01T00:00:00.000"
"JA29610341600000000","Commercial Vacant","Disposed","Land Bank","B3-2","2218 Prospect Ave","Kansas City","MO","64127","Jackson","Wendell Phillips","3rd","2014-03-18T00:00:00.000","Kansas City Missouri 110",,"N","2012","1380.0","2956.652153","Vacant lot or land - usable",,,,,"2218 Prospect Ave
Kansas City, MO 64127
(39.084831, -94.552135)","2013-04-09T00:00:00.000"
"JA31310172200000000","Residential Vacant","Acquired","Land Bank","R-2.5","3745 Norton Avenue","Kansas City","MO","64128","Jackson","Palestine East","3rd",,"Kansas City Missouri 110",,"N","2019","5000.0","10861.080139","Vacant lot or land - little or no use",,,,,,"2013-04-09T00:00:00.000"
"JA28810131000000000","Residential Improved","Reserved","Land Bank","R-2.5","5421 E 28TH ST","KANSAS CITY","MO","64128","Jackson","South Blue Valley","3rd",,"KANSAS CITY MISSOURI 110","Affordable Housing","N","2019","13873.0","3886.95","Structure - fair condition","680","2","1","2014-10-01T00:00:00.000","5421 E 28TH ST
KANSAS CITY, MO 64128
(39.074576, -94.519417)","2013-05-31T00:00:00.000"
"JA28410160900000000","Residential Vacant","Acquired","Land Bank","R-2.5","NO ADDRESS ASSIGNED BY CITY","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","1750.0","3120.912083","Vacant lot or land - little or no use",,,,,,"2015-03-01T00:00:00.000"
"JA31330132600000000","Residential Improved","Target","Land Bank","R-2.5","4024 Bellefontaine Ave","Kansas City","MO","64130","Jackson","Oak Park Southwest","3rd",,"Kansas City Missouri 110","Affordable Housing","N","2019","24812.0","4444.87","Structure - fair condition","1092","3","1","2014-05-09T00:00:00.000","4024 Bellefontaine Ave
Kansas City, MO 64130
(39.052527, -94.54804)","2013-04-09T00:00:00.000"
"JA47730111800000000","Residential Vacant","Acquired","Land Bank","R-6","8022 Flora Ave","Kansas City","MO","64131","Jackson","Marlborough Heights/Marlborough Pride","5th",,"Center 120",,"N","2019","300.0","170.669306","Vacant lot or land - usable",,,,,"8022 Flora Ave
Kansas City, MO 64131
(38.982025, -94.570409)","2013-04-09T00:00:00.000"
"JA46220062500000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","5904 Cypress Pl.","KANSAS CITY","MO","64130.0","JACKSON","Swope Parkway-Elmwood","5th",,"KANSAS CITY MISSOURI 110",,"N","2019","5300.0","3626.46","Awaiting evaluation",,,,,"5904 Cypress Pl.
KANSAS CITY, MO 64130.0
(39.018217, -94.533644)","2017-02-23T00:00:00.000"
"31-920-01-16-00-0-00-000","Residential Vacant","Acquired","KCMHA","R-2.5","5132 INDIANA AVE","Kansas City","MO","64130.0","Jackson","North Town Fork Creek","5th",,"KANSAS CITY MISSOURI 110",,"N","2019","10150.0","6940.98194444","Vacant lot or land - usable",,,,,"5132 INDIANA AVE
Kansas City, MO 64130.0
(39.032112, -94.545572)","2015-04-28T00:00:00.000"
"JA28530252300000000","Residential Vacant","Disposed","Land Bank","R-2.5","2628 KENSINGTON AVE","KANSAS CITY","MO","64127","Jackson","East Community Team South","3rd","2018-10-03T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","N","2012","229.0","3112.151042","Vacant lot or land - usable",,,,,"2628 KENSINGTON AVE
KANSAS CITY, MO 64127
(39.077237, -94.531954)","2013-05-31T00:00:00.000"
"JA28440212200000000","Residential Vacant","Acquired","Land Bank","R-2.5","3508 E 26th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","N","2019","1200.0","2107.84","Vacant lot or land - usable",,,,,"3508 E 26th St
Kansas City, MO 64127
(39.078529, -94.541568)","2013-04-09T00:00:00.000"
"JA32430160100000000","Residential Vacant","Acquired","Land Bank","R-7.5","4916 Manchester Rd","Kansas City","MO","64129","Jackson","Eastwood Hills East","3rd",,"Raytown 150","Infill construction","N","2019","7450.0","7624.31045139","Vacant lot or land - usable",,,,,"4916 Manchester Rd
Kansas City, MO 64129
(39.0342, -94.495727)","2013-04-09T00:00:00.000"
"JA28230121500000000","Residential Vacant","Acquired","Land Bank","R-2.5","1540  ELMWOOD AVE","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","N","2019","2900.0","5788.311875","Vacant lot or land - usable",,,,,"1540  ELMWOOD AVE
Kansas City, MO 64127
(39.092671, -94.52892)","2014-03-28T00:00:00.000"
"JA28120320700000000","Residential Vacant","Acquired","Land Bank","R-2.5","6003 E 11th St","KANSAS CITY","MO","64126","JACKSON","Sheffield","4th",,"KANSAS CITY MISSOURI 110",,"N","2020","33061.0","10535.07",,,,,,"6003 E 11th St
KANSAS CITY, MO 64126
(39.099372, -94.511087)","2020-02-03T00:00:00.000"
"JA31520151700000000","Residential Improved","Disposed","Land Bank","R-2.5","4812 E 45th St","Kansas City","MO","64130","Jackson","Vineyard","3rd","2016-01-05T00:00:00.000","Kansas City Missouri 110","Affordable Housing","Y","2012","9484.0","7603.934306","Structure - fair condition","1320","2","1","2014-01-13T00:00:00.000","4812 E 45th St
Kansas City, MO 64130
(39.043703, -94.528294)","2013-04-09T00:00:00.000"
"JA29640085500000000","Residential Vacant","Disposed","KCMHA","R-1.5","2112 E. 24th Terrace","Kansas City","MO","64127.0","Jackson","Wendell Phillips","3rd","2019-12-31T00:00:00.000","Kansas City Missouri 110",,"N","2019","10500.0","5010.0",,,,,,"2112 E. 24th Terrace
Kansas City, MO 64127.0
(39.081998, -94.557446)","2014-06-06T00:00:00.000"
"JA46930071101000000","Residential Vacant","Disposed","Land Bank","R-6","7933 Montgall Avenue","Kansas City","MO","64132","Jackson","Marlborough East","5th","2017-02-24T00:00:00.000","CENTER 120","Side Yard","N","2015","2874.0","5802.150368","Vacant lot or land - usable",,,,,"7933 Montgall Avenue
Kansas City, MO 64132
(38.982566, -94.556512)","2015-03-01T00:00:00.000"
"JA64140051302000000","Commercial Vacant","Disposed","Land Bank","B1-1","11490 Blue Ridge Blvd","Kansas City","MO","64134","Jackson","Hickman Mills","6th","2018-07-17T00:00:00.000","Hickman Mills 140","Commercial Use","N","2012","18606.0","11517.119468","Vacant lot or land - usable",,,,,"11490 Blue Ridge Blvd
Kansas City, MO 64134
(38.915584, -94.513229)","2013-04-09T00:00:00.000"
"JA28430343600000000","Residential Improved","Disposed","Land Bank","B3-2","2612 INDIANA AVE","KANSAS CITY","MO","64127","Jackson","Washington Wheatley","3rd","2018-03-26T00:00:00.000","KANSAS CITY MISSOURI 110","Affordable Housing","N","2012","16868.0","4552.706076","Structure - fair condition","1024","2","1","2014-05-22T00:00:00.000","2612 INDIANA AVE
KANSAS CITY, MO 64127
(39.078148, -94.543215)","2013-05-31T00:00:00.000"
"31-330-14-13-00-0-00-000","Residential Vacant","Disposed","LAND BANK","R-2.5","4033 BELLEFONTAINE AVE","KANSAS CITY","MO","64127","JACKSON","Oak Park Southwest","3RD","2020-05-29T00:00:00.000","KANSAS CITY MISSOURI 110",,"N","2019","25849.0","4464.78","Vacant lot or land - usable",,,,,"4033 BELLEFONTAINE AVE
KANSAS CITY, MO 64127
(39.052233, -94.548056)","2018-03-01T00:00:00.000"
"JA30640332700000000","Residential Vacant","Acquired","Land Bank","R-6","5020  WABASH AVE","Kansas City","MO","64130","Jackson","Blue Hills","3rd",,"KANSAS CITY MISSOURI 110","Assemblage, Side Yard","N","2019","9700.0","5728.564097","Vacant lot or land - usable",,,,"2014-12-24T00:00:00.000","5020  WABASH AVE
Kansas City, MO 64130
(39.034812, -94.555846)","2014-03-28T00:00:00.000"
"JA30610052600000000","Residential Vacant","Acquired","Land Bank","R-2.5","4322 BROOKLYN AVE","KANSAS CITY","MO","64130","Jackson","Ivanhoe Southeast","3rd",,"KANSAS CITY MISSOURI 110","Infill construction","N","2019","12850.0","6638.65145833","Vacant lot or land - usable",,,,,"4322 BROOKLYN AVE
KANSAS CITY, MO 64130
(39.047587, -94.558653)","2013-05-31T00:00:00.000"
"JA31430253300000000","RESIDENTIAL VACANT","ACQUIRED","Land Bank","R-2.5","5002 Chestnut","KANSAS CITY","MO","64130.0","JACKSON","North Town Fork Creek","3rd",,"KANSAS CITY MISSOURI 110",,"N","2019","6550.0","6126.07","Awaiting evaluation",,,,,"5002 Chestnut
KANSAS CITY, MO 64130.0
(39.035215, -94.552348)","2017-02-23T00:00:00.000"
"JA31940102500000000","Residential Vacant","Disposed","Land Bank","R-2.5","5708 Myrtle Ave","Kansas City","MO","64130","Jackson","Swope Parkway-Elmwood","5th","2014-10-01T00:00:00.000","Kansas City Missouri 110",,"N","2012","15877.0","7045.03691","Vacant lot or land - usable",,,,,"5708 Myrtle Ave
Kansas City, MO 64130
(39.021997, -94.539259)","2013-04-09T00:00:00.000"
"JA29640253000000000","Residential Vacant","Disposed","KCMHA","R-1.5","2534 Olive St","Kansas City","MO","64127","Jackson","Wendell Phillips","3rd","2021-07-02T00:00:00.000","Kansas City Missouri 110","Public Purpose","Y","2019","7300.0","3279.542951","Vacant lot or land - little or no use",,,,,"2534 Olive St
Kansas City, MO 64127
(39.079533, -94.554669)","2013-04-09T00:00:00.000"
"JA28410231000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2119 Monroe Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110","Side Yard","N","2019","3250.0","6858.47729167","Vacant lot or land - usable",,,,,"2119 Monroe Ave
Kansas City, MO 64127
(39.08566, -94.539402)","2013-04-09T00:00:00.000"
"JA31520181000000000","Residential Vacant","Acquired","Land Bank","R-2.5","4504 CYPRESS AVE","KANSAS CITY","MO","64130","Jackson","Vineyard","3rd",,"KANSAS CITY MISSOURI 110","Assemblage, Infill construction","Y","2019","13836.0","6928.524444","Vacant lot or land - usable",,,"1","2014-01-10T00:00:00.000","4504 CYPRESS AVE
KANSAS CITY, MO 64130
(39.043624, -94.532265)","2013-05-31T00:00:00.000"
"JA49310140300000000","INDUSTRIAL VACANT","Disposed","Land Bank","Multiple-Refer to City Map","8351 Indiana","KANSAS CITY","MO","64132.0","JACKSON","Marlborough East","5th","2017-07-11T00:00:00.000","CENTER 120","Public Purpose","N","2016","9095.0","71209.43","Awaiting evaluation",,,,,"8351 Indiana
KANSAS CITY, MO 64132.0
(38.974668, -94.548724)","2017-02-23T00:00:00.000"
"JA28530141700000000","Residential Improved","Disposed","Land Bank","R-2.5","2448 Lawn Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2015-07-06T00:00:00.000","Kansas City Missouri 110","Affordable Housing","N","2012","17335.0","6146.137361","Structure - fair condition","1212","2","2","2014-06-26T00:00:00.000","2448 Lawn Ave
Kansas City, MO 64127
(39.080463, -94.528684)","2013-04-09T00:00:00.000"
"JA28530113700000000","Residential Vacant","Disposed","Land Bank","R-2.5","2404  KENSINGTON AVE","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2018-09-19T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","N","2014","451.0","5941.689653","Vacant lot or land - usable",,,,,"2404  KENSINGTON AVE
Kansas City, MO 64127
(39.0818, -94.531734)","2014-03-28T00:00:00.000"
"JA28930070800000000","Residential Vacant","Disposed","Land Bank","R-2.5","3027 E 32nd St","Kansas City","MO","64128","Jackson","Santa Fe","3rd","2016-02-29T00:00:00.000","Kansas City Missouri 110","Assemblage, Urban Agriculture","N","2012","1702.0","4301.586354","Vacant lot or land - usable",,,,,"3027 E 32nd St
Kansas City, MO 64128
(39.068779, -94.547023)","2013-04-09T00:00:00.000"
"JA46930230500000000","Commercial Vacant","Disposed","Land Bank","B3-2","8129 HICKMAN MILLS DR","KANSAS CITY","MO","64132","Jackson","Marlborough East","5th","2016-03-21T00:00:00.000","CENTER 120","Commercial Use","N","2012","15000.0","4891.739792","Vacant lot or land - usable",,,,,"8129 HICKMAN MILLS DR
KANSAS CITY, MO 64132
(38.978262, -94.557176)","2013-05-31T00:00:00.000"
"JA31910020600000000","Residential Vacant","Reserved","KCMHA",,"4000 E 51st Ter","Kansas City","MO","64130","Jackson","Mount Cleveland","5th",,"Kansas City Missouri 110","Public Purpose","N","2019","8750.0",,"Vacant lot or land - usable",,,,,"4000 E 51st Ter
Kansas City, MO 64130
(39.032289, -94.538506)","2014-09-02T00:00:00.000"
