"license_number","license_type","establishment","street_address","city_town","province","postal_code","location"
"001084","Club","Pubnico Area Lions Club","2562 HWY #3","Pubnico Head","NS","B0W 3S0","2562 HWY #3
Pubnico Head, NS B0W 3S0
(43.706136, -65.775165)"
"002011","Eating Establishment","Normaway Inn","691 Egypt RD","Margaree Valley","NS","B0E 2C0","691 Egypt RD
Margaree Valley, NS B0E 2C0
(46.336224, -60.951882)"
"006155","Eating Establishment","Byblos Lebanese Grill","644 Portland ST","Dartmouth","NS","B2W 2M3","644 Portland ST
Dartmouth, NS B2W 2M3
(44.671564, -63.526554)"
"005408","Eating Establishment","Blue Olive Greek Taverna","6196 Quinpool RD","Halifax","NS","B3L 1A3","6196 Quinpool RD
Halifax, NS B3L 1A3
(44.645848, -63.595866)"
"006493","Special Premises","Northwoodcare Bedford Inc.","123 Gary Martin DR","Bedford","NS","B4B 1G7","123 Gary Martin DR
Bedford, NS B4B 1G7
(44.722711, -63.705873)"
"006672","Eating Establishment","Bamboo Garden Restaurant","157 John Doucette RD","Mavillette","NS","B0W 2L0","157 John Doucette RD
Mavillette, NS B0W 2L0
(44.083613, -66.183939)"
"005727","Eating Establishment","The Butchers Block Pub & Eatery","540 Southgate DR","Bedford","NS","B4A 0C9","540 Southgate DR
Bedford, NS B4A 0C9
(44.701469, -63.67804)"
"004519","Club","Reserve & Gardiner Mines Firemen's Club","203 Main ST","Reserve Mines","NS","B1E 1E5","203 Main ST
Reserve Mines, NS B1E 1E5
(46.186918, -60.01687)"
"002756","Eating Establishment","Sandbar Dining Room","117 Mitchell AV","Dominion","NS","B1G 1M3","117 Mitchell AV
Dominion, NS B1G 1M3
(46.208847, -60.024471)"
"006180","Special Premises","Meadowview Development Association","8464 Brooklyn ST","Kentville","NS","B4N 4G8","8464 Brooklyn ST
Kentville, NS B4N 4G8
(45.083381, -64.508787)"
"004172","Lounge","S.S. Deck Lounge","35 High ST","Bridgewater","NS","B4V 1V8","35 High ST
Bridgewater, NS B4V 1V8
(44.369957, -64.52723)"
"002657","Special Premises","Cambridge Suites (Sydney)","380 Esplanade ST","Sydney","NS","B1P 1B1","380 Esplanade ST
Sydney, NS B1P 1B1
(46.136375, -60.195232)"
"001114","Special Premises","Baddeck Forks Golf & Recreation Club","12 Baddeck Forks Ext.","Baddeck Forks","NS","B0E 1B0",
"004812","Eating Establishment","Vines Pasta Grill","4 Panavista DR","Dartmouth","NS","B2W 3M7","4 Panavista DR
Dartmouth, NS B2W 3M7
(44.694543, -63.496607)"
"001022","Club","RCL Br. 108, River John","2506 River John Station RD","River John","NS","B0K 1N0","2506 River John Station RD
River John, NS B0K 1N0
(45.740933, -63.054782)"
"002983","Lounge","Jenny's Place Lounge","6211 Lady Hammond RD","Halifax","NS","B3K 2S1","6211 Lady Hammond RD
Halifax, NS B3K 2S1
(44.665127, -63.615867)"
"004887","Club","Mira Boat Club & Seniors Community Centre","545 Hillside RD","Albert Bridge","NS","B1K 3H9","545 Hillside RD
Albert Bridge, NS B1K 3H9
(46.024032, -60.095869)"
"005538","Eating Establishment","China Boat Restaurant","21 George ST","New Glasgow","NS","B2H 2J9","21 George ST
New Glasgow, NS B2H 2J9
(45.590096, -62.64941)"
"006237","Eating Establishment","Sushi Nami Royale","827 Bedford Hwy.","Bedford","NS","B4A 0J1","827 Bedford Hwy.
Bedford, NS B4A 0J1
(44.710564, -63.670552)"
"006490","Eating Establishment","Tacocat Taqueria","1870 Clementsvale RD","Bear River","NS","B0S 1B0","1870 Clementsvale RD
Bear River, NS B0S 1B0
(44.57581, -65.639575)"
"003833","Special Premises","Chester Playhouse","22 Pleasant ST","Chester","NS","B0J 1J0","22 Pleasant ST
Chester, NS B0J 1J0
(44.538221, -64.240767)"
"005817","Eating Establishment","Cha Baa Thai Bedford","1511 Bedford Hwy.","Bedford","NS","B4A 1E3","1511 Bedford Hwy.
Bedford, NS B4A 1E3
(44.731438, -63.658691)"
"004885","Eating Establishment","Coffee Merchant Restaurant, The","472 Main ST","Wolfville","NS","B4P 1E2","472 Main ST
Wolfville, NS B4P 1E2
(45.09132, -64.363493)"
"002129","Special Premises","Centre 200","481 George ST","Sydney","NS","B1P 1K1","481 George ST
Sydney, NS B1P 1K1
(46.137157, -60.192208)"
"005312","Eating Establishment","Woodshire Inn and Bistro","494 King ST","Windsor","NS","B0N 2T0","494 King ST
Windsor, NS B0N 2T0
(44.99123, -64.131786)"
"001527","Eating Establishment","White Point Beach Lodge Dining Room","75 White Point RD","Hunts Point","NS","B0T 1G0","75 White Point RD
Hunts Point, NS B0T 1G0
(44.031366, -64.719831)"
"002992","Eating Establishment","Ho Ho Wok Restaurant","23 Inglis ST","Truro","NS","B2N 4B5","23 Inglis ST
Truro, NS B2N 4B5
(45.364114, -63.276352)"
"005578","Eating Establishment","Pizza Delight (New Glasgow)","690 East River RD","New Glasgow","NS","B2H 3S1","690 East River RD
New Glasgow, NS B2H 3S1
(45.575575, -62.642139)"
"004578","Eating Establishment","Happy Garden Chinese Restaurant","1304 Birmingham ST","Halifax","NS","B3J 1G8","1304 Birmingham ST
Halifax, NS B3J 1G8
(44.640688, -63.575673)"
"001227","Club","Shelburne & Area Lions Club","188 Elliot ST","Shelburne","NS","B0T 1W0","188 Elliot ST
Shelburne, NS B0T 1W0
(43.768977, -65.314453)"
"006169","Lounge","Highwayman Restaurant & Bar","1673 Barrington ST","Halifax","NS","B3J 1Z9","1673 Barrington ST
Halifax, NS B3J 1Z9
(44.646865, -63.573903)"
"003453","Special Premises","Inverary Inn Resort","368 Shore RD","Baddeck","NS","B0E 1B0","368 Shore RD
Baddeck, NS B0E 1B0
(46.097112, -60.756883)"
"006200","Eating Establishment","Huo Le Restaurant","5650 Spring Garden RD","Halifax","NS","B3J 1H4","5650 Spring Garden RD
Halifax, NS B3J 1H4
(44.642657, -63.578338)"
"003856","Eating Establishment","The British Bulldog Gastro Pub","920 Cole Harbour RD","Dartmouth","NS","B2V 2J5","920 Cole Harbour RD
Dartmouth, NS B2V 2J5
(44.671258, -63.497913)"
"006815","Lounge","Quinn's Arms","6285 Quinpool RD","Halifax","NS","B3L 1A4","6285 Quinpool RD
Halifax, NS B3L 1A4
(44.645138, -63.5983)"
"006660","Eating Establishment","Ralph's Downeast Diner","13080 Highway # 7","Ship Harbour","NS","B0J1Y0","13080 Highway # 7
Ship Harbour, NS B0J1Y0
(44.805101, -62.881183)"
"002310","Club","Caledonia Athletic Club","20 Pitt ST","Glace Bay","NS","B1A 2B7","20 Pitt ST
Glace Bay, NS B1A 2B7
(46.185595, -59.958832)"
"006432","Special Premises","MARSA/Merigomish Schoolhouse","1682 Shore RD","Merigomish","NS","B0K 1G0","1682 Shore RD
Merigomish, NS B0K 1G0
(45.634571, -62.420915)"
"006335","Eating Establishment","Temple on Queen","48 Queen ST","Bridgetown","NS","B0S1C0","48 Queen ST
Bridgetown, NS B0S1C0
(44.839344, -65.291298)"
"000997","Club","RCL Br. 88, Chester Basin","25 Highway #12","Chester Basin","NS","B0J 1K0","25 Highway #12
Chester Basin, NS B0J 1K0
(44.565617, -64.308875)"
"003378","Eating Establishment","Roadside Willies Dining Room","27 Jennifer DR","Bible Hill","NS","B2N 6M5","27 Jennifer DR
Bible Hill, NS B2N 6M5
(45.379414, -63.251406)"
"006608","Lounge","Lew Murphy's Smoke & BBQ","9049 Commercial ST","New Minas","NS","B4N 5A4","9049 Commercial ST
New Minas, NS B4N 5A4
(45.067624, -64.456362)"
"005183","Eating Establishment","La Cucina Cafe Pizzeria & Spaghetti House","151 Hector  Gate","Dartmouth","NS","B3B 0E5","151 Hector  Gate
Dartmouth, NS B3B 0E5
(44.705154, -63.562265)"
"003884","Eating Establishment","Fan's Chinese Restaurant","451 Windmill RD","Dartmouth","NS","B3A 1J9","451 Windmill RD
Dartmouth, NS B3A 1J9
(44.68477, -63.598489)"
"005747","Special Premises","Life SalonSpa Bedford","540 Southgate DR","Bedford","NS","B4A 0C9","540 Southgate DR
Bedford, NS B4A 0C9
(44.701469, -63.67804)"
"004200","Eating Establishment","Parkview Family Restaurant","4670 Main ST","Oxford","NS","B0M 1P0","4670 Main ST
Oxford, NS B0M 1P0
(45.726637, -63.879453)"
"001627","Club","RCL Br. 95,  Bedford","1772 Bedford Highway","Bedford","NS","B4A 1G2","1772 Bedford Highway
Bedford, NS B4A 1G2
(44.740909, -63.654999)"
"006766","Eating Establishment","Cumin Kitchen and Drink","21 Roy AV","New Minas","NS","B4N 3R7","21 Roy AV
New Minas, NS B4N 3R7
(45.068788, -64.471169)"
"002611","Club","RCL Br. 147, Upper Musquodoboit","2768 Caribou RD","Upper Musquodoboit","NS","B0N 2M0","2768 Caribou RD
Upper Musquodoboit, NS B0N 2M0
(45.121812, -62.962815)"
"005485","Eating Establishment","Moxie's Classic Grill Dining Room","9 Countryview DR","Dartmouth","NS","B3B 0G4","9 Countryview DR
Dartmouth, NS B3B 0G4
(44.701, -63.564989)"
"005115","Eating Establishment","Szechuan Restaurant","950 Bedford Highway","Halifax","NS","B4A 4B5","950 Bedford Highway
Halifax, NS B4A 4B5
(44.715825, -63.678165)"
"006562","Lounge","Route 3 Cellar - Tap Room and Grill Limited","344 Main ST","Liverpool","NS","B2M 3G4","344 Main ST
Liverpool, NS B2M 3G4
(44.037467, -64.717873)"
"005770","Lounge","Canvas Resto Lounge","1583 Brunswick ST","Halifax","NS","B3J 3P1","1583 Brunswick ST
Halifax, NS B3J 3P1
(44.645042, -63.575935)"
"005873","Eating Establishment","Pine Grove Grill","83 Alder LN","Mt. Uniacke","NS","B0N 1Z0","83 Alder LN
Mt. Uniacke, NS B0N 1Z0
(44.890336, -63.832685)"
"000962","Eating Establishment","Silver Dragon Restaurant","2827 Robie ST","Halifax","NS","B3K 4P3","2827 Robie ST
Halifax, NS B3K 4P3
(44.657763, -63.599418)"
"006061","Eating Establishment","Bamboo Garden Restaurant","8690 Hwy.1","Meteghan Centre","NS","B0W 2K0","8690 Hwy.1
Meteghan Centre, NS B0W 2K0
(44.202762, -66.141833)"
"001101","Club","Royal Canadian Naval Association","3660 Commission ST","Halifax",,"B3K 0A5","3660 Commission ST
Halifax,  B3K 0A5
(44.664286, -63.617485)"
"003674","Lounge","Midtown-Boomers Tavern & Lounge","1725 Market ST","Halifax","NS","B3J 3N9","1725 Market ST
Halifax, NS B3J 3N9
(44.647237, -63.57632)"
"004630","Eating Establishment","Dockside Cafe","34 Water ST","Digby","NS","B0V 1A0","34 Water ST
Digby, NS B0V 1A0
(44.623376, -65.756332)"
"006686","Eating Establishment","The Tea Brewery","503 Main ST","Mahone Bay","NS","B0J 2E0","503 Main ST
Mahone Bay, NS B0J 2E0
(44.449177, -64.382365)"
"005931","Club","Caribou District Fire Hall","512 Three Brooks RD","Pictou","NS","B0K 1H0","512 Three Brooks RD
Pictou, NS B0K 1H0
(45.722659, -62.748912)"
"000882","Lounge","Kai Brady's Fancy Dive Bar","5675 Spring Garden RD","Halifax","NS","B3J 1G9","5675 Spring Garden RD
Halifax, NS B3J 1G9
(44.642464, -63.579079)"
"005152","Special Premises","Coyote Hill Golf Course/Driving Range","303 Highway 215","Ellershouse","NS","B0N 1L0","303 Highway 215
Ellershouse, NS B0N 1L0
(44.976607, -63.986166)"
"001029","Club","RCL Br. 128, Whitney Pier","836 Victoria RD","Sydney","NS","B1N 1K1","836 Victoria RD
Sydney, NS B1N 1K1
(46.157386, -60.184723)"
"006616","Eating Establishment","Yellow Leaf Restaurant","583 Main ST","Kingston","NS","B0P 1R0","583 Main ST
Kingston, NS B0P 1R0
(44.987399, -64.949492)"
"001105","Club","Strait Area Community Curling Club","15 MacQuarrie DR","Port Hawkesbury","NS","B9A 3A3","15 MacQuarrie DR
Port Hawkesbury, NS B9A 3A3
(45.620464, -61.356826)"
"003682","Eating Establishment","Dooly's Dining Room (Young Street)","3129 Kempt RD","Halifax","NS","B3K 5N6","3129 Kempt RD
Halifax, NS B3K 5N6
(44.659503, -63.60387)"
"001852","Special Premises","Shore Club","250 Shore Club RD","Hubbards","NS","B0J 1T0","250 Shore Club RD
Hubbards, NS B0J 1T0
(44.634142, -64.057403)"
"005640","Eating Establishment","Mike's Kwik Way","11261 Highway #3","Lunenburg","NS","B0J 2C0","11261 Highway #3
Lunenburg, NS B0J 2C0
(44.377502, -64.339908)"
"006110","Special Premises","East Dartmouth Community Centre","50 Caledonia RD","Dartmouth","NS","B2X 1K8","50 Caledonia RD
Dartmouth, NS B2X 1K8
(44.687485, -63.530726)"
"006668","Club","River John Lions Club","2726 River John Station RD","River John","NS","B0K 1N0","2726 River John Station RD
River John, NS B0K 1N0
(45.750791, -63.057826)"
"006609","Eating Establishment","Alexandra's Pizza","1735 Grafton ST","Halifax","NS","B3J 2C6","1735 Grafton ST
Halifax, NS B3J 2C6
(44.647417, -63.57569)"
"005618","Eating Establishment","Kenny's Pizza Sydney","89 Townsend ST","Sydney","NS","B1P 5C7","89 Townsend ST
Sydney, NS B1P 5C7
(46.134787, -60.192424)"
"006463","Special Premises","Fort View Golf Course","3816 Hwy. #1","Annapolis Royal","NS","B0S1A0","3816 Hwy. #1
Annapolis Royal, NS B0S1A0
(44.729279, -65.527077)"
"006744","Eating Establishment","Boomburger","64 Dellridge LN","Bedford","NS","B4A 0H1","64 Dellridge LN
Bedford, NS B4A 0H1
(44.701078, -63.688828)"
"001074","Club","Glooscap Curling Club","17 Crescent AV","Kentville","NS","B4N 3V9","17 Crescent AV
Kentville, NS B4N 3V9
(45.076244, -64.488945)"
"004698","Special Premises","Halifax Exhibition Centre","200 Prospect RD","Goodwood","NS","B3T 1P2","200 Prospect RD
Goodwood, NS B3T 1P2
(44.618158, -63.667319)"
"001771","Club","RCL Br. 155, Wedgeport","24 Corporon RD","Wedgeport","NS","B0W 3P0","24 Corporon RD
Wedgeport, NS B0W 3P0
(43.731968, -65.979144)"
"006698","Eating Establishment","Swaagat - The Real Taste of India","54 Union ST","Glace Bay","NS","B1A 2P5","54 Union ST
Glace Bay, NS B1A 2P5
(46.195652, -59.958415)"
"006879","Lounge","The Narrows Public House","2720 Gottingen ST","Halifax","NS","B3K 3C7","2720 Gottingen ST
Halifax, NS B3K 3C7
(44.658955, -63.593464)"
"000835","Eating Establishment","Gold House Restaurant","4190 Highway #1","Garlands Crossing","NS","B0N 2T0","4190 Highway #1
Garlands Crossing, NS B0N 2T0
(44.97408, -64.10945)"
"006300","Eating Establishment","Chain-Yard Cider","2606 Agricola ST","Halifax","NS","B3K 4C8","2606 Agricola ST
Halifax, NS B3K 4C8
(44.65563, -63.593934)"
"003367","Beverage Room","Bar@Bowlarama","31 Atlantic ST","Dartmouth","NS","B2Y 4P4","31 Atlantic ST
Dartmouth, NS B2Y 4P4
(44.650804, -63.543286)"
"003181","Lounge","Blue Rock Lounge","8467 Highway #1","Meteghan","NS","B0W 2J0","8467 Highway #1
Meteghan, NS B0W 2J0
(44.194846, -66.149875)"
"005990","Eating Establishment","The Middle Spoon Desserterie & Bar","1595 Bedford Hwy.","Bedford","NS","B4A 3Y4","1595 Bedford Hwy.
Bedford, NS B4A 3Y4
(44.73313, -63.655999)"
"004569","Lounge","Sea Dog Saloon Lounge","1 Dock ST","Shelburne","NS","B0T 1W0","1 Dock ST
Shelburne, NS B0T 1W0
(43.758974, -65.323014)"
"006403","Eating Establishment","Bird's Nest Cafe","1547 Barrington ST","Halifax","NS","B3J1Z4","1547 Barrington ST
Halifax, NS B3J1Z4
(44.645038, -63.572916)"
"001956","Club","Parrsboro Golf Club","984 Two Islands RD","Parrsboro","NS","B0M 1S0",
"005018","Eating Establishment","Coal Miners Cafe EE","15832 Central AV","Inverness","NS","B0E 1N0","15832 Central AV
Inverness, NS B0E 1N0
(46.231026, -61.305255)"
"005378","Special Premises","The Rafter's Lodge","12215 Highway 215","Urbania","NS","B0N 2H0","12215 Highway 215
Urbania, NS B0N 2H0
(45.190955, -63.422119)"
"006893","Eating Establishment","Pur & Simple","6140 Young ST","Halifax","NS","B3K 0G2","6140 Young ST
Halifax, NS B3K 0G2
(44.657806, -63.60478)"
"001972","Eating Establishment","Grubstake Restaurant","7499 Main ST","Louisbourg","NS","B1C 1H8","7499 Main ST
Louisbourg, NS B1C 1H8
(45.921421, -59.970172)"
"002247","Eating Establishment","Grafton Street Dinner Theatre","1741 Grafton ST","Halifax","NS","B3J 2C6","1741 Grafton ST
Halifax, NS B3J 2C6
(44.647554, -63.575764)"
"003387","Club","St. Andrew's District Community Centre","81 Pomquet River RD","St. Andrews","NS","B0H 1X0","81 Pomquet River RD
St. Andrews, NS B0H 1X0
(45.559098, -61.885503)"
"001010","Club","RCL Br. 98, Kingston","1472 Veterans LN","Kingston","NS","B0P 1R0","1472 Veterans LN
Kingston, NS B0P 1R0
(44.986723, -64.947413)"
"005862","Special Premises","Wink Day Spa","49 Inglis PL","Truro","NS","B2N 4B5","49 Inglis PL
Truro, NS B2N 4B5
(45.363598, -63.276189)"
"004548","Lounge","Terris Place Bar & Grill Lng","498 Sackville DR","Lower Sackville","NS","B4C 2S1","498 Sackville DR
Lower Sackville, NS B4C 2S1
(44.765858, -63.68116)"
"001556","Club","Pictou Club","58 Front ST","Pictou","NS","B0K 1H0","58 Front ST
Pictou, NS B0K 1H0
(45.676304, -62.706522)"
"001174","Special Premises","Saint Mary's University","923 Robie ST","Halifax","NS","B3H 3C3","923 Robie ST
Halifax, NS B3H 3C3
(44.631124, -63.582548)"
"002872","Lounge","Kings Arms Pub by Lew Murphy's Lounge","390 Main ST","Kentville","NS","B4N 4H8","390 Main ST
Kentville, NS B4N 4H8
(45.07715, -64.495846)"
"006353","Lounge","ORSO Pub and Eatery","1859 Brunswick ST","Halifax","NS","B3J 3L8","1859 Brunswick ST
Halifax, NS B3J 3L8
(44.648689, -63.57782)"
"003224","Club","South Bar Volunteer Fire Department","2148 Highway 28","South Bar","NS","B1N 3H7","2148 Highway 28
South Bar, NS B1N 3H7
(46.193544, -60.20071)"
"003925","Lounge","Whiskey's Lounge, Dartmouth","29 Portland ST","Dartmouth","NS","B2Y 4N3","29 Portland ST
Dartmouth, NS B2Y 4N3
(44.664798, -63.567582)"
"005883","Eating Establishment","Winners Circle","493 Prince ST","Sydney","NS","B1P 5L8","493 Prince ST
Sydney, NS B1P 5L8
(46.140695, -60.176879)"
"003263","Lounge","Reilly's Lounge","313 Prince Albert RD","Dartmouth","NS","B2Y 1N3","313 Prince Albert RD
Dartmouth, NS B2Y 1N3
(44.679453, -63.550092)"
"002050","Special Premises","River Oaks Golf Club","3909 Hwy #357","Meaghers Grant","NS","B0N 1V0","3909 Hwy #357
Meaghers Grant, NS B0N 1V0
(44.916599, -63.232369)"
"002601","Club","Boisdale Volunteer Fire Department","3810 Grand Narrows RD","Boisdale","NS","B1Y 3T9","3810 Grand Narrows RD
Boisdale, NS B1Y 3T9
(46.096265, -60.508044)"
"006311","Eating Establishment","Salty Rose's and the Periwinkle Cafe","36056 Cabot Trail","Ingonish","NS","B0C 1K0","36056 Cabot Trail
Ingonish, NS B0C 1K0
(46.691237, -60.36938)"
"001721","Club","RCL Br. 4, Joggins","12 School ST","Joggins","NS","B0L 1A0","12 School ST
Joggins, NS B0L 1A0
(45.69139, -64.439689)"
"000960","Eating Establishment","Rope Loft Dining Room","36 Water ST","Chester","NS","B0J 1J0","36 Water ST
Chester, NS B0J 1J0
(44.538749, -64.238296)"
"006095","Beverage Room","Breton Brewing Co.","364 Keltic DR","Sydney","NS","B1R 1V7","364 Keltic DR
Sydney, NS B1R 1V7
(46.117962, -60.233807)"
"005351","Eating Establishment","Tom's Family Restaurant","585 Sackville DR","Lr. Sackville","NS","B4C 2C4","585 Sackville DR
Lr. Sackville, NS B4C 2C4
(44.768128, -63.685386)"
"001820","Club","RCL Br. 27, Halifax (Vimy)","3200 Kempt RD","Halifax","NS","B3K 1V1","3200 Kempt RD
Halifax, NS B3K 1V1
(44.660411, -63.606555)"
"000996","Club","RCL Br. 44, Chester","14 Union ST","Chester","NS","B0J 1J0","14 Union ST
Chester, NS B0J 1J0
(44.539787, -64.239284)"
"005397","Club","St. Joseph's Lakeside Community Centre","2752 Ohio East RD","Antigonish","NS","B2G 2K8","2752 Ohio East RD
Antigonish, NS B2G 2K8
(45.539064, -62.075924)"
"001077","Club","Halifax Curling Club","948 South Bland ST","Halifax","NS","B3H 2S5","948 South Bland ST
Halifax, NS B3H 2S5
(44.634205, -63.572036)"
"001985","Eating Establishment","Duck Cove Inn Dining Room","10289 Cabot Trail","Margaree Harbour","NS","B0E 2B0","10289 Cabot Trail
Margaree Harbour, NS B0E 2B0
(46.430264, -61.105874)"
"005424","Eating Establishment","Shenanigans Sports Bar","197 Archimedies ST","New Glasgow","NS","B2H 3R3","197 Archimedies ST
New Glasgow, NS B2H 3R3
(45.586277, -62.644758)"
"000874","Eating Establishment","Keg Dining Room","1712 Market ST","Halifax","NS","B3J 2E3","1712 Market ST
Halifax, NS B3J 2E3
(44.647083, -63.576235)"
"005861","Special Premises","Lunenburg County Lifestyle Centre","135 North Park ST","Bridgewater","NS","B4V 9B3","135 North Park ST
Bridgewater, NS B4V 9B3
(44.386077, -64.536059)"
"003800","Eating Establishment","Lower Deck Neighbour Bar & Grill","278 Lacewood DR","Halifax","NS","B3M 3N8","278 Lacewood DR
Halifax, NS B3M 3N8
(44.662406, -63.656085)"
"002101","Club","Canso Lions Club","98 Queen ST","Canso","NS","B0H 1H0","98 Queen ST
Canso, NS B0H 1H0
(45.333789, -60.992553)"
"002288","Eating Establishment","Prince Arthur Restaurant","73A Starrs RD","Yarmouth","NS","B5A 2T6","73A Starrs RD
Yarmouth, NS B5A 2T6
(43.844241, -66.107437)"
"004335","Lounge","Jack Astor's Bar & Grill Lounge","184 Chain Lake DR","Halifax","NS","B3S 1C5","184 Chain Lake DR
Halifax, NS B3S 1C5
(44.647106, -63.674105)"
"006752","Eating Establishment","Kebab Kitchen","600 Windmill RD","Dartmouth","NS","B3A 4K1",
"003687","Eating Establishment","Snappers Bar & Grill Limited","6202 Highway 354","Kennetcook","NS","B0N1P0","6202 Highway 354
Kennetcook, NS B0N1P0
(45.176519, -63.722294)"
"002461","Eating Establishment","Red Barn Restaurant","2 Cabot Trail","Nyanza","NS","B0E 1B0","2 Cabot Trail
Nyanza, NS B0E 1B0
(46.094497, -60.866612)"
"004727","Eating Establishment","King Town Chinese Restaurant","225 Cobequid RD","Lower Sackville","NS","B4C 3J7","225 Cobequid RD
Lower Sackville, NS B4C 3J7
(44.760182, -63.659296)"
"005372","Eating Establishment","Pizzaland","287 Lacewood DR","Halifax","NS","B3M 3Y7","287 Lacewood DR
Halifax, NS B3M 3Y7
(44.662326, -63.65693)"
"001023","Club","RCL Br. 58, Sheet Harbour","23566 Watt Section","Sheet Harbour","NS","B0J 3B0",
"006534","Eating Establishment","Lemon Tree Home Style Food Limited","805 Bedford HY","Bedford","NS","B4A 1A4","805 Bedford HY
Bedford, NS B4A 1A4
(44.709323, -63.668393)"
"001475","Club","RCL Br. 150, Arichat","1219 Veteran's Memorial DR","Arichat","NS","B0E 1A0","1219 Veteran's Memorial DR
Arichat, NS B0E 1A0
(45.513704, -60.982438)"
"006298","Eating Establishment","New Germany's Riverside Eatery","4744 Highway 10","New Germany","NS","B0R 1E0","4744 Highway 10
New Germany, NS B0R 1E0
(44.533794, -64.700728)"
"005510","Special Premises","Caritas Hall","215 Seton RD","Halifax","NS","B3M 0C9","215 Seton RD
Halifax, NS B3M 0C9
(44.668774, -63.648757)"
"006158","Eating Establishment","Wild Leek Food and Juice Bar","2156 Windsor ST","Halifax","NS","B3K 5B6","2156 Windsor ST
Halifax, NS B3K 5B6
(44.649547, -63.59457)"
"004544","Eating Establishment","Mainstreet Cafe Dining Room","158 Main ST","Antigonish","NS","B2G 2B7","158 Main ST
Antigonish, NS B2G 2B7
(45.62325, -61.987199)"
"004926","Special Premises","Memory Lane Heritage Village","5435 Clam Harbour RD","Lake Charlotte","NS","B0J 1Y0","5435 Clam Harbour RD
Lake Charlotte, NS B0J 1Y0
(44.766752, -62.948803)"
"004835","Eating Establishment","Chowder House On Main","265 Main ST","Tatamagouche","NS","B0K 1V0","265 Main ST
Tatamagouche, NS B0K 1V0
(45.711639, -63.289641)"
"006598","Eating Establishment","Mr. Fish","104 King ST","Shelburne","NS","B0T 1W0","104 King ST
Shelburne, NS B0T 1W0
(43.766653, -65.312485)"
"005012","Club","Ukrainian Catholic Men's Club","49 West ST","Sydney","NS","B1N 1R9","49 West ST
Sydney, NS B1N 1R9
(46.158006, -60.180725)"
"005401","Club","St. Louis Parish Hall","150 Grandique Ferry RD","Louisdale","NS","B0E 1V0","150 Grandique Ferry RD
Louisdale, NS B0E 1V0
(45.605083, -61.059019)"
"003112","Special Premises","Super Cue Billiards","300 Sackville DR","Lower Sackville","NS","B4C 2R6","300 Sackville DR
Lower Sackville, NS B4C 2R6
(44.760977, -63.672604)"
"006804","Eating Establishment","Little Eden Bakery & Cafe","1996 Brunswick ST","Halifax","NS","B3J 2G7","1996 Brunswick ST
Halifax, NS B3J 2G7
(44.650672, -63.578761)"
"006746","Lounge","TALO Miners Forum","151 Lower North ST","Glace Bay","NS","B1A6B4","151 Lower North ST
Glace Bay, NS B1A6B4
(46.197804, -59.951925)"
"004694","Lounge","Don Cherry's Sports Grill Lng","45 Keltic DR","Sydney","NS","B1S 1P4","45 Keltic DR
Sydney, NS B1S 1P4
(46.110304, -60.224)"
"004286","Special Premises","Avon River Heritage Society Museum","17 Belmont RD","Newport","NS","B0N 2A0","17 Belmont RD
Newport, NS B0N 2A0
(45.022144, -64.130378)"
"005560","Lounge","Cheachie's Grill","102 Chain Lake DR","Halifax","NS","B3S 1A7","102 Chain Lake DR
Halifax, NS B3S 1A7
(44.637593, -63.665938)"
"001623","Club","Purcell's Cove Social Club","16 Shipside LN","Halifax","NS","B3P 0K2",
"005099","Club","Canadian Lebanon Society","255 Bedford Hwy","Halifax","NS","B3M 2K5","255 Bedford Hwy
Halifax, NS B3M 2K5
(44.677248, -63.649149)"
"006543","Eating Establishment","Almonak","5659 Almon ST","Halifax","NS","B3K 3X2","5659 Almon ST
Halifax, NS B3K 3X2
(44.658822, -63.596714)"
"002331","Eating Establishment","Capital Sports Circle Bar","6300 Lady Hammond RD","Halifax","NS","B3K 2R6","6300 Lady Hammond RD
Halifax, NS B3K 2R6
(44.6647, -63.617369)"
"006032","Special Premises","Port Medway Fire Department","66 Long Cove RD","Port Medway","NS","B0T 1K0","66 Long Cove RD
Port Medway, NS B0T 1K0
(44.127859, -64.571684)"
"006528","Special Premises","Cape Breton Centre For Craft & Design - Cape Breton School of Crafts","322 Charlotte ST","Sydney",,"B1P 1C8","322 Charlotte ST
Sydney,  B1P 1C8
(46.137924, -60.194623)"
"006617","Special Premises","Iron Mountain Wilderness Cabins","901 Whycocomagh Mounta","Whycocomagh","NS","B0E 3M0",
"001045","Club","Bateston Athletic Pensioners and Seniors Club","1426 Mira Bay DR","Bateston","NS","B1C 2A8","1426 Mira Bay DR
Bateston, NS B1C 2A8
(46.005422, -59.918568)"
"004111","Special Premises","Khyber Arts Centre","1880 Hollis ST","Halifax","NS","B3K 1W6","1880 Hollis ST
Halifax, NS B3K 1W6
(44.650034, -63.574086)"
"005849","Eating Establishment","Mother's Pizza Canada","5710 Young ST","Halifax","NS","B3K 1Z8","5710 Young ST
Halifax, NS B3K 1Z8
(44.660549, -63.601164)"
"005037","Lounge","ela! Greek Taverna","150 Hector Gate RD","Dartmouth","NS","B3B 0E6","150 Hector Gate RD
Dartmouth, NS B3B 0E6
(44.704988, -63.561862)"
"005386","Lounge","Loose Cannon Lounge","1566 Argyle ST","Halifax","NS","B3J 2B3","1566 Argyle ST
Halifax, NS B3J 2B3
(44.645226, -63.573831)"
