"objectid","filenum","occurred_d","occurred_tm","current_ba","offsex","offrace","hire_dt","off_injure","offcondtyp","off_hospit","service_ty","uofnum","forcetype","uof_reason","cycles_num","forceeffec","citnum","citrace","citsex","cit_injure","citcondtyp","cit_arrest","cit_infl_a","citcharget","arc_street","ra","beat","sector","division","dist_name"
"887","UF2014-1252","2014-09-14T00:00:00.000","17:15","9543","Male","Hispanic","2008-07-23T00:00:00.000","Yes"," No injuries noted or visible","No","Service Call"," 19938, 19941, 19942"," Verbal Command, Held Suspect Down, Hand Controlled Escort","Active Aggression","NULL"," No, Yes, Yes","35413","Black","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Assault/FV, Other Misdemeanor Arrest, Assault/Public Servant","5966 MOUNTAIN VALLEY LN","4153","432","430","SOUTHWEST","D6"
"888","UF2014-1252","2014-09-14T00:00:00.000","17:17","8487","Male","White","2004-02-27T00:00:00.000","Yes"," MUSCLE FOREARM STRAIN","No","Call for Cover"," 20043, 20044"," Verbal Command, Held Suspect Down","Active Aggression","NULL"," No, Yes","35413","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Assault/Public Servant, Assault/FV, Other Misdemeanor Arrest","5966 MOUNTAIN VALLEY LN","4153","432","430","SOUTHWEST","D6"
"889","UF2015-0052","2014-09-14T00:00:00.000","22:30","10452","Male","Asian","2012-09-26T00:00:00.000","Yes"," Fracture","Yes","Service Call"," 22945, 22946, 22947"," Verbal Command, Take Down - Body, Held Suspect Down","Arrest","NULL"," No, Yes, Yes","35413","Black","Male","Yes"," Injury Not Related to Force","Yes","Unknown"," Assault/Public Servant, Assault/FV, Other Misdemeanor Arrest","5966 MOUNTAIN VALLEY LN","4153","432","430","SOUTHWEST","D6"
"890","UF2014-1250","2014-09-14T00:00:00.000","2:00","8912","Male","White","2006-09-13T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19897, 19898, 19899, 19900, 19901, 19902"," Joint Locks, Take Down - Arm, Joint Locks, Verbal Command, Leg Restraint System, Joint Locks","Arrest","NULL"," No, Yes, Yes, Yes, Yes, Yes","33631","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," Disorderly Conduct, Assault/Public Servant","6827 TOLAND ST","1227","316","310","SOUTHEAST","D5"
"891","UF2014-1314","2014-09-14T00:00:00.000","5:10","10691","Male","Black","2013-11-06T00:00:00.000","No"," No injuries noted or visible","No","Pedestrian Stop"," 19885, 19887"," Verbal Command, Handcuffing Take Down","Arrest","NULL"," Yes, Yes","35412","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Evading Arrest, Drug Possession - Misdemeanor, Warrant/Hold","8400 PARK LN","1084","216","210","NORTHEAST","D13"
"892","UF2014-1314","2014-09-14T00:00:00.000","18:44","8291","Male","Asian","2002-07-19T00:00:00.000","No"," No injuries noted or visible","No","Pedestrian Stop"," 19886, 19888"," Verbal Command, Take Down - Arm","Arrest","NULL"," Yes, Yes","35411","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Evading Arrest, Drug Possession - Misdemeanor, Warrant/Hold","8400 PARK LN","1084","216","210","NORTHEAST","D13"
"893","UF2014-1596","2014-09-14T00:00:00.000","8:00","9252","Male","White","2007-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19823, 19824"," Verbal Command, Joint Locks","Arrest","NULL"," No, Yes","35403","Black","Male","Yes"," Injured prior to contact","Yes","Alchohol"," Public Intoxication","9850 WHITEHURST DR","1041","243","240","NORTHEAST","D10"
"894","UF2014-1204","2014-09-13T00:00:00.000","21:45","9397","Male","Hispanic","1996-06-05T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)","19795"," Take Down - Body","Danger to self or others","NULL"," Yes","25885","White","Female","Yes"," Abrasion/Scrape","Yes","Mentally unstable"," APOWW","1000 S SAINT PAUL ST","2088","135","130","CENTRAL","D2"
"895","UF2014-1351","2014-09-13T00:00:00.000","21:00","9436","Male","Hispanic","2008-04-02T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover","20030"," OC Spray","Active Aggression","NULL"," Yes","35498","White","Male","No"," No injuries noted or visible","Yes","Alchohol"," Assault","10420 C F HAWN FWY","2223","355","350","SOUTHEAST","D5"
"896","UF2014-1480","2014-09-13T00:00:00.000","19:35","8003","Male","White","2001-04-13T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)"," 20875, 20876"," Verbal Command, Hand Controlled Escort","Detention/Frisk","NULL"," No, Yes","35409","White","Female","No"," No injuries noted or visible","Yes","None detected"," Disorderly Conduct","15399 BUDEUDY DR","4435","356","350","SOUTHEAST","D8"
"897","UF2014-1335","2014-09-13T00:00:00.000","22:30","7897","Male","Hispanic","2000-05-17T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19985, 19986, 19987"," Verbal Command, Hand Controlled Escort, Feet/Leg/Knee Strike","Detention/Frisk","NULL"," No, No, No","18685","Black","Male","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Public Intoxication","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"898","UF2014-1335","2014-09-13T00:00:00.000","23:50","10713","Male","Black","2013-11-06T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19994, 19998, 20000"," Verbal Command, Hand Controlled Escort, Feet/Leg/Knee Strike","Danger to self or others","NULL"," No, No, Yes","18685","Black","Male","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"899","UF2014-1431","2014-09-13T00:00:00.000","6:15","8873","Male","White","2006-06-30T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19776, 19777, 19778, 19780"," BD - Pushed, Take Down - Body, Held Suspect Down, Joint Locks","Arrest","NULL"," Yes, Yes, Yes, Yes","35388","White","Male","Yes"," Abrasion/Scrape","Yes","Alchohol"," Public Intoxication","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"900","UF2014-1872","2014-09-13T00:00:00.000","11:30","10308","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19809, 19810, 19812"," Held Suspect Down, Joint Locks, Verbal Command","Active Aggression","NULL"," Yes, Yes, No","35400","White","Male","No"," Injured prior to contact, Non-Visible Injury/Pain","Yes","Alchohol and unknown drugs"," Public Intoxication","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"901","UF2014-1872","2014-09-13T00:00:00.000","23:30","9712","Male","White","2009-01-21T00:00:00.000","No"," nonvisible/no pain legstrike","No","Arrest"," 19811, 19813, 19814"," Take Down - Arm, Verbal Command, Held Suspect Down","Active Aggression","NULL"," Yes, No, Yes","35400","White","Male","No"," Injured prior to contact, Non-Visible Injury/Pain","Yes","Alchohol and unknown drugs"," Public Intoxication","1600 CHESTNUT ST","2080","153","150","CENTRAL","D2"
"902","UF2014-1614","2014-09-13T00:00:00.000","2:16","10093","Male","White","2010-01-20T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19799, 19800"," Weapon display at Person, Verbal Command","Weapon Display","NULL"," Yes, Yes","35392","Hispanic","Male","No"," No injuries noted or visible","Yes","Unknown"," Robbery, Evading Arrest","1905 EL CAPITAN DR","1115","233","230","NORTHEAST","D9"
"903","UF2014-1431","2014-09-13T00:00:00.000","1:05","9788","Male","White","2009-03-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19781, 19782"," BD - Grabbed, Held Suspect Down","Other","NULL"," Yes, Yes","35388","White","Male","Yes"," Bloody Nose, Abrasion/Scrape","Yes","Alchohol"," Public Intoxication","200 N CROWDUS ST","2066","153","150","CENTRAL","D2"
"904","UF2014-1481","2014-09-13T00:00:00.000","17:15","9732","Male","Hispanic","2009-01-21T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment","19939"," Taser","Active Aggression","1"," Yes"," 35434, 35435, 35436, 35437","Black","Female","Yes"," No injuries noted or visible","Yes","FD-Suspect Unarmed"," No Arrest","2201 N LAMAR ST","2047","131","130","CENTRAL","D14"
"905","UF2014-1481","2014-09-13T00:00:00.000","0:00","9732","Male","Hispanic","2009-01-21T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment","19939"," Taser","Active Aggression","1"," Yes"," 35434, 35435, 35436, 35437","Black","Male","Yes"," Taser Burn Marks","Yes","FD-Suspect Unarmed"," Assault/FV","2201 N LAMAR ST","2047","131","130","CENTRAL","D14"
"906","UF2014-1481","2014-09-13T00:00:00.000","0:00","9732","Male","Hispanic","2009-01-21T00:00:00.000","No"," No injuries noted or visible","No","Off-Duty Employment","19939"," Taser","Active Aggression","1"," Yes"," 35434, 35435, 35436, 35437","White","Male","Yes"," No injuries noted or visible","Yes","FD-Suspect Unarmed"," No Arrest","2201 N LAMAR ST","2047","131","130","CENTRAL","D14"
"907","UF2014-1399","2014-09-13T00:00:00.000","19:00","10131","Male","White","2010-03-03T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity","19803"," BD - Grabbed","Danger to self or others","NULL"," Yes","35393","Hispanic","Male","No"," No injuries noted or visible","Yes","Alchohol"," APOWW","2408 N FITZHUGH AVE","1159","143","140","CENTRAL","D2"
"908","UF2014-1701","2014-09-13T00:00:00.000","15:46","10544","Male","Black","2013-05-08T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19804, 21937"," Take Down - Arm, Held Suspect Down","Arrest","NULL"," Yes, Yes","35394","White","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," APOWW","3003 SHENSTONE DR","1179","223","220","NORTHEAST","D7"
"909","UF2014-1250","2014-09-13T00:00:00.000","22:46","10708","Male","White","2013-11-06T00:00:00.000","Yes"," Bruise","No","Service Call"," 19895, 19896"," Take Down - Head, Joint Locks","Active Aggression","NULL"," Yes, Yes","33631","Hispanic","Male","Yes"," Non-Visible Injury/Pain","Yes","Alchohol and unknown drugs"," Disorderly Conduct, Assault/Public Servant","6827 TOLAND ST","1227","316","310","SOUTHEAST","D5"
"910","UF2014-1933","2014-09-13T00:00:00.000","7:45","6056","Male","White","1989-05-24T00:00:00.000","No"," no injury","No","Other ( In Narrative)"," 19788, 23502"," Held Suspect Down, Held Suspect Down","Danger to self or others","NULL"," Yes, Yes","35389","NULL","Male","No"," swallowed possible drugs","Yes","Unknown Drugs"," Resisting Search and Transport","8630 E R L THORNTON FWY","1217","318","310","SOUTHEAST","D7"
"911","UF2014-1933","2014-09-13T00:00:00.000","7:50","8590","Male","White","2004-12-17T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity"," 19789, 19790"," Take Down - Arm, Pressure Points","Active Aggression","NULL"," Yes, No","35390","Hispanic","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Resisting Search and Transport","8630 E R L THORNTON FWY","1217","318","310","SOUTHEAST","D7"
"912","UF2014-1933","2014-09-13T00:00:00.000","7:52","8715","Male","White","2005-09-23T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity"," 19797, 19798"," Pressure Points, Joint Locks","Property Destruction","NULL"," No, No","35390","Hispanic","Male","No"," No injuries noted or visible","No","NULL"," No Arrest","8630 E R L THORNTON FWY","1217","318","310","SOUTHEAST","D7"
"913","UF2014-1933","2014-09-13T00:00:00.000","15:20","5284","Male","Hispanic","1985-08-15T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity","19910"," BD - Grabbed","Detention/Frisk","NULL"," Yes","35389","NULL","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," No Arrest","8630 E R L THORNTON FWY","1217","318","310","SOUTHEAST","D7"
"914","UF2014-1251","2014-09-12T00:00:00.000","2:00","10134","Male","White","2010-03-03T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19768"," Hand Controlled Escort","Arrest","NULL"," Yes","35368","Hispanic","Female","No"," No injuries noted or visible","Yes","Unknown"," Drug Possession - Misdemeanor, Warrant/Hold","111 COMMERCE ST","2403","424","420","SOUTHWEST","D6"
"915","UF2014-1334","2014-09-12T00:00:00.000","23:00","10401","Male","White","2012-06-20T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19783, 19784, 19785"," Verbal Command, Take Down - Arm, Held Suspect Down","Active Aggression","NULL"," No, Yes, Yes","10496","Black","Male","Yes"," Laceration/Cut, Treated by DFD","Yes","Alchohol and unknown drugs"," Resisting Arrest, DWI, Drug Possession - Felony","1300 N MASTERS DR","1257","327","320","SOUTHEAST","D5"
"916","UF2014-1212","2014-09-12T00:00:00.000","22:45","9765","Male","White","2009-03-18T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19908, 19909"," Handcuffing Take Down, Take Down - Arm","Active Aggression","NULL"," Yes, Yes","35419","White","Male","No"," Abrasion/Scrape","Yes","Mentally unstable"," Assault/Public Servant, Resisting Arrest, Warrant/Hold","5465 E MOCKINGBIRD LN","1139","141","140","CENTRAL","D14"
"917","UF2014-1300","2014-09-12T00:00:00.000","16:30","10240","Male","Black","2010-08-18T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19775"," Taser","Active Aggression","1"," Yes","35385","Black","Male","Yes"," Hospitalized, Abrasion/Scrape","Yes","Unknown"," Warrant/Hold, Evading Arrest","5500 N JIM MILLER RD","1217","318","310","SOUTHEAST","D7"
"918","UF2014-1300","2014-09-12T00:00:00.000","22:00","9847","Male","Black","2009-06-10T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19825"," Handcuffing Take Down","Arrest","NULL"," Yes","35385","Black","Male","Yes"," No injuries noted or visible","Yes","Unknown"," Evading Arrest","5500 N JIM MILLER RD","1217","318","310","SOUTHEAST","D7"
"919","UF2014-1891","2014-09-12T00:00:00.000","0:45","8152","Male","White","2001-11-30T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress"," 19772, 19773, 21750"," BD - Pushed, Held Suspect Down, Verbal Command","Arrest","NULL"," Yes, Yes, No","35380","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Robbery","7200 GREAT TRINITY FOREST WAY","2215","351","350","SOUTHEAST","D8"
"920","UF2014-1236","2014-09-12T00:00:00.000","6:15","7741","Male","White","1999-03-19T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity"," 19769, 19770"," BD - Grabbed, Feet/Leg/Knee Strike","Danger to self or others","NULL"," Yes, Yes","35372","White","Male","Yes"," Abrasion/Scrape","Yes","Mentally unstable"," APOWW","8700 DEVONSHIRE DR","3065","524","520","NORTHWEST","D13"
"921","UF2014-1236","2014-09-12T00:00:00.000","17:49","7389","Male","White","1996-05-01T00:00:00.000","No"," No injuries noted or visible","No","Suspicious Activity","19771"," BD - Grabbed","Danger to self or others","NULL"," Yes","35372","White","Male","Yes"," Laceration/Cut","Yes","Mentally unstable"," APOWW","8700 DEVONSHIRE DR","3065","524","520","NORTHWEST","D13"
"922","UF2014-1203","2014-09-11T00:00:00.000","21:45","10593","Male","Hispanic","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19763, 19765"," Verbal Command, Hand Controlled Escort","Arrest","NULL"," No, No","35363","Black","Female","No"," No injuries noted or visible","Yes","Unknown Drugs"," Criminal Mischief","111 COMMERCE ST","2403","424","420","SOUTHWEST","D6"
"923","UF2014-1203","2014-09-11T00:00:00.000","21:45","10385","Male","Hispanic","2012-05-09T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19764, 19766"," Verbal Command, Hand Controlled Escort","Arrest","NULL"," No, No","35363","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Criminal Mischief","111 COMMERCE ST","2403","424","420","SOUTHWEST","D6"
"924","UF2014-1203","2014-09-11T00:00:00.000","16:50","10471","Female","White","2012-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19756, 19760, 19761"," Verbal Command, Held Suspect Down, Hand Controlled Escort","Arrest","NULL"," No, Yes, Yes","35364","Black","Female","No"," No injuries noted or visible","Yes","Alchohol and unknown drugs"," Criminal Mischief","111 W COMMERCE ST","4063","424","420","SOUTHWEST","D6"
"925","UF2014-1203","2014-09-11T00:00:00.000","21:45","9925","Male","Black","2009-08-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19757, 19758, 19762"," Held Suspect Down, Leg Restraint System, Held Suspect Down","Arrest","NULL"," Yes, Yes, Yes","35363","Black","Female","No"," No injuries noted or visible","Yes","Unknown"," Criminal Mischief","111 W COMMERCE ST","4063","424","420","SOUTHWEST","D6"
"926","UF2014-1301","2014-09-11T00:00:00.000","22:00","7562","Male","White","2000-05-04T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress"," 19924, 19925, 19926, 19927"," Weapon display at Person, Take Down - Arm, BD - Grabbed, Verbal Command","Assault to Other Person","NULL"," Yes, Yes, Yes, No","23129","Black","Male","Yes"," Abrasion/Scrape, Injury Not Related to Force","Yes","FD-Suspect w/ Other Weapon"," Murder","1425 CONNER DR","1253","333","330","SOUTHEAST","D5"
"927","UF2014-1313","2014-09-11T00:00:00.000","22:30","9773","Male","White","2011-01-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19746, 19747"," Pressure Points, Feet/Leg/Knee Strike","Arrest","NULL"," No, Yes","35347","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Assault/FV, Resisting Arrest","4024 MEHALIA DR","4357","737","730","SOUTH CENTRAL","D8"
"928","UF2014-1333","2014-09-11T00:00:00.000","1:00","7504","Male","White","1997-05-16T00:00:00.000","No"," No injuries noted or visible","No","Other ( In Narrative)","19767"," Joint Locks","Detention/Frisk","NULL"," Yes","35367","Black","Female","No"," No injuries noted or visible","No","Unknown"," No Arrest","5500 PLUM GROVE LN","4441","431","430","SOUTHWEST","D3"
"929","UF2014-1332","2014-09-11T00:00:00.000","23:40","10269","Male","Hispanic","2010-09-29T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover","19748"," Weapon display at Person","Weapon Display","NULL"," Yes"," 35349, 35350, 35351","Black","Male","No"," No injuries noted or visible","No","Alchohol and unknown drugs"," No Arrest","8108 E R L THORNTON FWY","1216","317","310","SOUTHEAST","D7"
"930","UF2014-1332","2014-09-11T00:00:00.000","1:00","9147","Male","White","2007-05-30T00:00:00.000","No"," No injuries noted or visible","No","Service Call","19749"," Weapon display at Person","Weapon Display","NULL"," Yes"," 35349, 35351, 35350","Black","Male","No"," No injuries noted or visible","No","None detected"," No Arrest","8108 E R L THORNTON FWY","1216","317","310","SOUTHEAST","D7"
"931","UF2014-1237","2014-09-11T00:00:00.000","6:15","9252","Male","White","2007-09-26T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19743, 19744, 19745"," Verbal Command, Take Down - Arm, Held Suspect Down","Danger to self or others","NULL"," No, Yes, Yes","35344","Black","Male","Yes"," Redness/Swelling, Injured prior to contact, Laceration/Cut","Yes","Unknown Drugs"," Assault/FV, Warrant/Hold","8782 PARK LN","1072","213","210","NORTHEAST","D13"
"932","UF2014-1237","2014-09-11T00:00:00.000","0:42","10607","Male","White","2013-08-14T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19750, 19751"," BD - Grabbed, Held Suspect Down","Danger to self or others","NULL"," Yes, Yes","35344","Black","Male","Yes"," Injured prior to contact, Redness/Swelling, Laceration/Cut","Yes","Unknown Drugs"," Assault/FV, Warrant/Hold","8782 PARK LN","1072","213","210","NORTHEAST","D13"
"933","UF2014-1689","2014-09-10T00:00:00.000","21:10","9649","Male","White","2008-10-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19735, 19736"," Joint Locks, Joint Locks","Arrest","NULL"," Yes, Yes","35337","White","Female","Yes"," Abrasion/Scrape","Yes","Alchohol and unknown drugs"," Other Felony Arrest, Resisting Search and Transport, Other Misdemeanor Arrest","10928 AUDELIA RD","1055","246","240","NORTHEAST","D10"
"934","UF2014-1268","2014-09-10T00:00:00.000","14:32","8696","Male","White","2005-08-05T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19805, 19806, 19807, 19808"," Verbal Command, Hand Controlled Escort, Take Down - Body, Held Suspect Down","Arrest","NULL"," No, No, Yes, Yes","35396","Black","Male","No"," No injuries noted or visible","Yes","Mentally unstable"," Assault/FV, Other Felony Arrest, Warrant/Hold","1411 N COCKRELL HILL RD","4078","416","410","SOUTHWEST","D6"
"935","UF2014-1267","2014-09-10T00:00:00.000","4:00","5485","Male","Black","1986-09-29T00:00:00.000","No"," No injuries noted or visible","No","Crime in Progress","19774"," Weapon display at Person","Arrest","NULL"," No","35341","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Evading Arrest, Warrant/Hold","4733 CRANFILL DR","4309","732","730","SOUTH CENTRAL","D4"
"936","UF2014-1267","2014-09-10T00:00:00.000","15:00","5485","Male","Black","1986-09-29T00:00:00.000","Yes"," No injuries noted or visible","No","Crime in Progress","19951"," Weapon display at Person","Arrest","NULL"," No","35341","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Evading Arrest, Warrant/Hold","4733 CRANFILL DR","4309","732","730","SOUTH CENTRAL","D4"
"937","UF2014-1267","2014-09-10T00:00:00.000","14:32","10681","Male","Black","2013-11-06T00:00:00.000","Yes"," Abrasion/Scrape","No","Crime in Progress","20322"," Weapon display at Person","Arrest","NULL"," No","35341","Black","Male","No"," No injuries noted or visible","Yes","None detected"," Evading Arrest, Warrant/Hold","4733 CRANFILL DR","4309","732","730","SOUTH CENTRAL","D4"
"938","UF2014-1202","2014-09-10T00:00:00.000","7:53","9423","Male","White","2008-04-02T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19740"," Verbal Command","Arrest","NULL"," Yes","35342","White","Male","No"," No injuries noted or visible","Yes","Unknown"," Evading Arrest, Unauthorize Use Vehicle, Warrant/Hold","5621 SPRING VALLEY RD","1009","632","630","NORTH CENTRAL","D11"
"939","UF2014-1201","2014-09-09T00:00:00.000","3:29","7602","Male","Hispanic","1998-02-06T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19704, 19706, 19708, 19709, 19710"," Verbal Command, BD - Grabbed, Joint Locks, BD - Grabbed, Joint Locks","Arrest","NULL"," No, No, Yes, No, Yes","35322","White","Male","Yes"," Injury Not Related to Force","Yes","Alchohol"," Drug Possession - Misdemeanor, Other Misdemeanor Arrest","1025 ELM ST","2061","133","130","CENTRAL","D14"
"940","UF2014-1201","2014-09-09T00:00:00.000","19:54","7663","Male","Hispanic","1998-07-10T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19705, 19707, 19727"," Verbal Command, BD - Grabbed, Joint Locks","Arrest","NULL"," No, Yes, Yes","35322","White","Male","Yes"," Injury Not Related to Force","Yes","Alchohol"," Drug Possession - Misdemeanor, Other Misdemeanor Arrest","1025 ELM ST","2061","133","130","CENTRAL","D14"
"941","UF2014-1201","2014-09-09T00:00:00.000","19:54","7586","Male","Black","1997-12-22T00:00:00.000","Yes"," SORENES IN SHOULDER","No","Crime in Progress"," 19728, 19729"," Held Suspect Down, Verbal Command","Active Aggression","NULL"," Yes, No","35322","White","Male","Yes"," Abrasion/Scrape, Injury Not Related to Force","Yes","Alchohol and unknown drugs"," Public Intoxication, Drug Possession - Misdemeanor","1025 ELM ST","2061","133","130","CENTRAL","D14"
"942","UF2014-1266","2014-09-09T00:00:00.000","11:48","10273","Male","White","2010-09-29T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19681, 19682, 19683, 19684"," Verbal Command, Hand Controlled Escort, Joint Locks, Take Down - Body","Arrest","NULL"," No, Yes, Yes, Yes","35307","White","Female","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication, Resisting Arrest","12500 FOOTHILL RD","2230","355","350","SOUTHEAST","D8"
"960","UF2014-1479","2014-09-07T00:00:00.000","19:35","10598","Male","White","2013-06-19T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19653, 19654"," Weapon display at Person, Verbal Command","Arrest","NULL"," Yes, Yes","35276","Black","Male","No"," No injuries noted or visible","Yes","FD-Unknown if Armed"," Assault/FV","4044 MEHALIA DR","4357","737","730","SOUTH CENTRAL","D8"
"943","UF2014-1266","2014-09-09T00:00:00.000","4:00","9219","Male","White","2007-09-05T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19723, 19724, 19725, 19726"," Verbal Command, Joint Locks, Hand Controlled Escort, Held Suspect Down","Arrest","NULL"," No, Yes, Yes, Yes","35307","White","Female","No"," No injuries noted or visible","Yes","Alchohol"," Public Intoxication, Resisting Arrest","12500 FOOTHILL RD","2230","355","350","SOUTHEAST","D8"
"944","UF2014-1299","2014-09-09T00:00:00.000","2:45","8659","Male","White","2005-05-20T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19711, 19713, 19715"," Verbal Command, Held Suspect Down, Joint Locks","Detention/Frisk","NULL"," No, No, Yes","35324","Hispanic","Female","No"," No injuries noted or visible","Yes","None detected"," Other Misdemeanor Arrest","1515 S BUCKNER BLVD","1252","332","330","SOUTHEAST","D5"
"945","UF2014-1299","2014-09-09T00:00:00.000","16:30","10702","Female","White","2013-11-06T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19712, 19714, 19716"," Verbal Command, Held Suspect Down, Joint Locks","Detention/Frisk","NULL"," No, Yes, Yes","35325","Hispanic","Female","No"," No injuries noted or visible","Yes","None detected"," Other Misdemeanor Arrest","1515 S BUCKNER BLVD","1252","332","330","SOUTHEAST","D5"
"946","UF2014-1398","2014-09-08T00:00:00.000","17:06","10333","Male","Hispanic","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Call for Cover"," 19671, 19673, 22146"," Verbal Command, Held Suspect Down, Weapon display at Person","Arrest","NULL"," No, Yes, No","29875","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Robbery, Warrant/Hold","3011 MYRTLE ST","2135","345","340","SOUTHEAST","D7"
"947","UF2014-1398","2014-09-08T00:00:00.000","19:00","10329","Male","Black","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Arrest"," 19674, 20627"," Verbal Command, Weapon display at Person","Arrest","NULL"," No, Yes","29875","Black","Male","No"," No injuries noted or visible","Yes","Unknown"," Robbery, Other Felony Arrest","3011 MYRTLE ST","2135","345","340","SOUTHEAST","D7"
"948","UF2014-1398","2014-09-08T00:00:00.000","19:00","10313","Male","White","2012-03-28T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19678, 19679, 19680"," Verbal Command, Weapon display at Person, Joint Locks","Arrest","NULL"," No, Yes, Yes","29875","Black","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," Robbery, Other Felony Arrest, Warrant/Hold","3011 MYRTLE ST","2135","345","340","SOUTHEAST","D7"
"949","UF2014-1345","2014-09-08T00:00:00.000","0:05","10653","Male","Hispanic","2013-09-25T00:00:00.000","No"," No injuries noted or visible","No","Arrest","19667"," Hand Controlled Escort","Arrest","NULL"," Yes","35299","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," Other Misdemeanor Arrest","354 VISTA CT","2211","338","330","SOUTHEAST","D5"
"950","UF2014-1595","2014-09-08T00:00:00.000","15:00","7171","Male","Hispanic","1995-03-10T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19668, 19669, 19670"," BD - Grabbed, Verbal Command, Joint Locks","Active Aggression","NULL"," No, No, Yes","35303","Black","Female","No"," No injuries noted or visible","Yes","Mentally unstable"," Assault","354 VISTA CT","2211","338","330","SOUTHEAST","D5"
"951","UF2014-1357","2014-09-08T00:00:00.000","16:00","8958","Male","Asian","2006-11-01T00:00:00.000","No"," No injuries noted or visible","No","Service Call"," 19655, 19656"," Verbal Command, BD - Pushed","Other","NULL"," Yes, Yes","35281","White","Male","No"," No injuries noted or visible","Yes","Unknown Drugs"," DWI","5000 WALNUT HILL LN","3048","524","520","NORTHWEST","D13"
