"id","filenum","occurred_dt","occurred_tm","current_badge_no","offsex","offrace","hire_dt","off_injured","offcondtype","off_hospital","service_type","uofnum","forcetype","uof_reason","cycles_num","forceeffective","citnum","citrace","citsex","cit_injured","citcondtype","cit_arrested","cit_infl_assmt","citchargetype","arc_street","ra","beat","sector","division","dist_name","latitude","longitude","geolocation"
"1432","UF2015-1185","2015-08-25T00:00:00.000","19:45","8924","Male","Black","2006-09-27T00:00:00.000","No","No injuries noted or visible","No","Arrest","28082, 28200","Take Down - Body, Verbal Command","Other","NULL","Yes, No","40907","Black","Male","No","No injuries noted or visible","Yes","None detected","Warrant/Hold, Traffic Violation","111 W commerce St.","4063","424","420","SOUTHWEST","D6",,,"111 W commerce St.
Dallas, TX 
(32.775095, -96.821913)"
"1543","UF2015-1282","2015-10-04T00:00:00.000","6:25","10353","Male","White","2012-05-09T00:00:00.000","No","No injuries noted or visible","No","Arrest","28913","Joint Locks","Arrest","NULL","Yes","41584","White","Male","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","5931 S R L THORNTON FWY","4347","743","740","SOUTH CENTRAL","D4",,,"5931 S R L THORNTON FWY
Dallas, TX 
(32.675093, -96.822954)"
"1589","UF2015-1316","2015-08-22T00:00:00.000","6:08","10273","Male","White","2010-09-29T00:00:00.000","No","No injuries noted or visible","No","Service Call","28002, 28003, 28004, 28005, 28006, 28007","Hand Controlled Escort, BD - Pushed, Verbal Command, Held Suspect Down, Verbal Command, Joint Locks","Arrest","NULL","Yes, Yes, No, Yes, Yes, Yes","40291","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","14000 Caltha Dr.","4435","356","350","SOUTHEAST","D8",,,"14000 Caltha Dr.
Dallas, TX 
(32.67178, -96.598825)"
"988","UF2015-0805","2015-07-05T00:00:00.000","0:10","10696","Male","White","2013-11-06T00:00:00.000","No","No injuries noted or visible","No","Arrest","26928, 26929, 26930","Verbal Command, Weapon display at Person, Verbal Command","Arrest","NULL","No, Yes, Yes","39954","Black","Male","No","No injuries noted or visible","Yes","Alchohol","Assault/FV","320 N JIM MILLER Rd.","2209","353","350","SOUTHEAST","D8",,,"320 N JIM MILLER Rd.
Dallas, TX 
(32.717018, -96.700053)"
"696","UF2015-0546","2015-05-18T00:00:00.000","7:30","8925","Male","Hispanic","2006-09-27T00:00:00.000","No","No injuries noted or visible","No","Arrest","25739, 25740","BD - Grabbed, Weapon display at Person","Weapon Display","NULL","Yes, Yes","39307","Black","Male","No","No injuries noted or visible","Yes","FD-Unknown if Armed","Warrant/Hold","200 W CAMP WISDOM Rd.","4364","747","740","SOUTH CENTRAL","D8",,,"200 W CAMP WISDOM Rd.
Dallas, TX 
(32.662187, -96.824311)"
"510","UF2015-0014","2015-01-09T00:00:00.000","15:45","10418","Male","White","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Service Call","22855","Weapon display at Person","Detention/Frisk","NULL","Yes",,"White","Female","No","No injuries noted or visible","No","Unknown","No Arrest","6600 VILLA Rd.","4422","621","620","NORTH CENTRAL","D12",,,"6600 VILLA Rd.
Dallas, TX 
(33.007546, -96.787508)"
"494","UF2015-0007","2015-01-02T00:00:00.000","12:07","9994","Male","White","2009-09-30T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","22790, 22791, 22792, 22793, 22794, 22795, 22796, 22797, 22798, 22799, 22800, 22801, 22802","Verbal Command, Hand Controlled Escort, Verbal Command, Take Down - Body, Verbal Command, Held Suspect Down, Verbal Command, Joint Locks, Verbal Command, Hand/Arm/Elbow Strike, Held Suspect Down, Verbal Command, Joint Locks","Detention/Frisk","NULL","No, No, No, No, No, No, No, No, No, No, No, No, Yes","37128","Black","Male","Yes","Abrasion/Scrape","Yes","Unknown","Theft, Resisting Search and Transport","9301 FOREST Ln.","1030","252","250","NORTHEAST","D10",,,"9301 FOREST Ln.
Dallas, TX 
(32.909205, -96.740013)"
"1138","UF2015-0940","2015-08-06T00:00:00.000","10:24","8915","Male","White","2006-09-13T00:00:00.000","Yes","Bruise","No","Arrest","27591, 27592, 27593, 27594","Verbal Command, Take Down - Arm, Take Down - Body, Taser","Arrest","1","No, No, No, Yes","40558","Black","Male","Yes","Taser Burn Marks, Abrasion/Scrape, Treated by DFD","Yes","FD-Suspect w/ Gun","Robbery, Warrant/Hold, Other Misdemeanor Arrest, Resisting Arrest","1300 N MASTERS Dr.","1257","327","320","SOUTHEAST","D5",,,"1300 N MASTERS Dr.
Dallas, TX 
(32.733586, -96.648286)"
"1606","UF2015-1332","2015-10-22T00:00:00.000","2:26","7706","Male","White","1999-01-08T00:00:00.000","No","No injuries noted or visible","No","Arrest","29393","Held Suspect Down","Active Aggression","NULL","Yes","25155","Hispanic","Male","Yes","Abrasion/Scrape","Yes","None detected","Burglary","7402 Greenville Ave.","1063","212","210","NORTHEAST","D13",,,"7402 Greenville Ave.
Dallas, TX 
(32.880202, -96.759755)"
"395","UF2015-0383","2015-03-23T00:00:00.000","23:45","6753","Male","White","1991-08-26T00:00:00.000","No","No injuries noted or visible","No","Arrest","24450, 24451","Take Down - Arm, Joint Locks","Active Aggression","NULL","Yes, Yes","38344","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Warrant/Hold","2423 FORT WORTH Ave.","4080","415","410","SOUTHWEST","D1",,,"2423 FORT WORTH Ave.
Dallas, TX 
(32.759592, -96.862017)"
"322","UF2015-0316","2015-03-23T00:00:00.000","19:55","10434","Male","White","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Arrest","24464, 24465","Weapon display at Person, Verbal Command","Arrest","NULL","Yes, Yes","38373","Black","Male","Yes","Fracture","Yes","Unknown","Evading Arrest, Warrant/Hold","2800 MEADOW St.","2113","343","340","SOUTHEAST","D7",,,"2800 MEADOW St.
Dallas, TX 
(32.773955, -96.767039)"
"2011","UF2015-1651","2015-12-23T00:00:00.000","8:40","7604","Male","Asian","1998-02-06T00:00:00.000","No","No injuries noted or visible","No","Arrest","30900, 30901","BD - Grabbed, Take Down - Arm","Arrest","NULL","Yes, Yes","42850","Black","Male","No","No injuries noted or visible","Yes","None detected","Burglary/Habitation","3847 TIMBERGLEN Rd.","4423","612","610","NORTH CENTRAL","D12",,,"3847 TIMBERGLEN Rd.
Dallas, TX 
(33.00483, -96.84757)"
"218","UF2015-0237","2015-02-06T00:00:00.000","20:00","10766","Male","White","2014-03-12T00:00:00.000","No","No injuries noted or visible","No","Arrest","23529, 23530, 23531, 23532","Verbal Command, Held Suspect Down, Leg Restraint System, Held Suspect Down","Arrest","NULL","No, No, Yes, Yes","37628","White","Female","No","No injuries noted or visible","Yes","Unknown Drugs","Public Intoxication","500 COXVILLE Ln.","6062","357","350","SOUTHEAST","D8",,,"500 COXVILLE Ln.
Dallas, TX 
(32.688767, -96.57459)"
"2136","UF2015-1763","2015-11-21T00:00:00.000","22:30","10790","Male","Hispanic","2014-05-07T00:00:00.000","No","No injuries noted or visible","No","Arrest","30139, 30140","Verbal Command, BD - Pushed","Arrest","NULL","No, Yes","28025","Black","Male","No","No injuries noted or visible","Yes","Unknown","Evading Arrest, Drug Possession - Misdemeanor","1313 N JIM MILLER Rd.","1248","331","330","SOUTHEAST","D5",,,"1313 N JIM MILLER Rd.
Dallas, TX 
(32.73474, -96.700218)"
"1813","UF2015-1490","2015-10-11T00:00:00.000","13:30","9112","Male","White","2007-05-16T00:00:00.000","No","No injuries noted or visible","No","Arrest","29131","Weapon display at Person","Arrest","NULL","Yes","41683","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","Sexual Assault","2425 BICKERS St.","4012","422","420","SOUTHWEST","D6",,,"2425 BICKERS St.
Dallas, TX 
(32.787089, -96.860527)"
"2121","UF2015-1751","2015-12-19T00:00:00.000","14:30","8892","Male","Black","2006-08-11T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","30889","Taser Display at Person","Danger to self or others","NULL","Yes",,"Hispanic","Male","No","No injuries noted or visible","Yes","None detected","Theft","6185 RETAIL Rd.","4529","215","210","NORTHEAST","D13",,,"6185 RETAIL Rd.
Dallas, TX 
(32.861661, -96.754391)"
"1226","UF2015-1011","2015-08-16T00:00:00.000","4:31","10661","Male","Hispanic","2013-09-25T00:00:00.000","Yes","No injuries noted or visible","No","Service Call","27876, 27877, 27878, 27879, 27880","Verbal Command, BD - Grabbed, Held Suspect Down, Hand Controlled Escort, BD - Pushed","Active Aggression","NULL","No, Yes, Yes, Yes, No","40764","Hispanic","Male","Yes","No injuries noted or visible","Yes","Alchohol","Assault/FV","2407 SEARCY Dr.","4187","447","440","SOUTHWEST","D1",,,"2407 SEARCY Dr.
Dallas, TX 
(32.727366, -96.857451)"
"479","UF2015-0457","2015-04-25T00:00:00.000","1:40","6053","Male","Black","1989-05-24T00:00:00.000","No","No injuries noted or visible","No","Off-Duty Employment","25379","Hand/Arm/Elbow Strike","Active Aggression","NULL","Yes",,"Black","Male","No","No injuries noted or visible","No","Alchohol","No Arrest","5250 Singing Hills Trl.","4336","735","730","SOUTH CENTRAL","D3",,,"5250 Singing Hills Trl.
Dallas, TX 
(32.681447, -96.802428)"
"2126","UF2015-1755","2015-12-26T00:00:00.000","4:45","9049","Female","White","2007-01-24T00:00:00.000","No","No injuries noted or visible","No","Arrest","30959, 30960, 30961, 30962, 30965","Verbal Command, Held Suspect Down, Held Suspect Down, Held Suspect Down, Leg Restraint System","Arrest","NULL","No, Yes, Yes, Yes, Yes","42896","Black","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","APOWW","11600 AUDELIA Rd.","1042","257","250","NORTHEAST","D10",,,"11600 AUDELIA Rd.
Dallas, TX 
(32.907485, -96.717645)"
"1699","UF2015-1401","2015-08-07T00:00:00.000","20:10","9249","Male","White","2007-09-26T00:00:00.000","No","No injuries noted or visible","No","Arrest","27639","BD - Grabbed","Danger to self or others","NULL","Yes","40599","Black","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","500 S Carroll Ave.","2046","113","110","CENTRAL","D2",,,"500 S Carroll Ave.
Dallas, TX 
(32.789484, -96.765133)"
"1024","UF2015-0838","2015-07-24T00:00:00.000","7:34","8288","Male","White","2002-07-19T00:00:00.000","No","No injuries noted or visible","No","Arrest","27394","Take Down - Arm","Active Aggression","NULL","Yes","40355","White","Female","Yes","Abrasion/Scrape","Yes","Unknown","Burglary of a Vehicle, Resisting Search and Transport","1111 First Ave.","2098","115","110","CENTRAL","D7",,,"1111 First Ave.
Dallas, TX 
(32.78019, -96.764271)"
"1929","UF2015-1584","2015-10-18T00:00:00.000","16:50","7546","Male","Asian","1997-07-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","29340","Handcuffing Take Down","Arrest","NULL","Yes","41823","Black","Male","Yes","Bloody Nose","Yes","Unknown","Evading Arrest","2700 CLARENCE St.","2110","342","340","SOUTHEAST","D7",,,"2700 CLARENCE St.
Dallas, TX 
(32.770943, -96.774091)"
"381","UF2015-0371","2015-03-08T00:00:00.000","11:00","8370","Male","Black","2003-04-25T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","24071","Taser Display at Person","Other","NULL","Yes","38041","Black","Male","No","No injuries noted or visible","No","Unknown Drugs","No Arrest","4927 San Jacinto","1182","145","140","CENTRAL","D2",,,"4927 San Jacinto
Dallas, TX 
(32.805873, -96.774354)"
"448","UF2015-0434","2015-04-02T00:00:00.000","23:10","9228","Male","White","2007-09-05T00:00:00.000","No","No injuries noted or visible","No","Arrest","24680, 24681, 24682, 24683, 24684, 24685, 24686, 24687, 24688","Verbal Command, BD - Grabbed, BD - Grabbed, Held Suspect Down, Hand Controlled Escort, Held Suspect Down, Held Suspect Down, BD - Grabbed, Held Suspect Down","Danger to self or others","NULL","No, No, Yes, Yes, Yes, Yes, Yes, Yes, Yes","827","NULL","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","200 N RECORD St.","2059","131","130","CENTRAL","D14",,,"200 N RECORD St.
Dallas, TX 
(32.779724, -96.807167)"
"2171","UF2015-1785","2015-11-07T00:00:00.000","18:24","9235","Male","White","2007-09-05T00:00:00.000","No","No injuries noted or visible","No","Service Call","29819, 29820","Weapon display at Person, Verbal Command","Detention/Frisk","NULL","Yes, Yes","42123","Black","Male","No","No injuries noted or visible","No","None detected","No Arrest","4718 Colonial Ave.","2187","344","340","SOUTHEAST","D7",,,"4718 Colonial Ave.
Dallas, TX 
(32.748249, -96.76164)"
"318","UF2015-0312","2015-03-14T00:00:00.000","1:30","9049","Female","White","2007-01-24T00:00:00.000","No","No injuries noted or visible","No","Arrest","24194, 24195, 24196, 24197, 24198, 24199","Verbal Command, Hand Controlled Escort, BD - Pushed, Take Down - Arm, Held Suspect Down, Leg Restraint System","Arrest","NULL","No, Yes, Yes, Yes, Yes, Yes","38138","White","Female","No","No injuries noted or visible","Yes","Alchohol","Assault/FV","9911 WHITEHURST Dr.","4525","242","240","NORTHEAST","D10",,,"9911 WHITEHURST Dr.
Dallas, TX 
(32.899875, -96.724014)"
"2062","UF2015-1698","2015-10-28T00:00:00.000","0:25","10507","Male","White","2013-04-10T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","29517, 29518","Take Down - Body, Joint Locks","Arrest","NULL","Yes, Yes","41968","Hispanic","Male","No","No injuries noted or visible","Yes","FD-Suspect w/ Gun","Evading Arrest, Other Felony Arrest","5300 LIVE OAK ST St.","1183","145","140","CENTRAL","D14",,,"5300 LIVE OAK ST St.
Dallas, TX 
(32.806557, -96.767727)"
"1056","UF2015-0868","2015-06-20T00:00:00.000","1:15","10532","Male","White","2013-04-10T00:00:00.000","No","No injuries noted or visible","No","Service Call","26485","Weapon display at Person","Weapon Display","NULL","Yes","39767","Hispanic","Male","No","No injuries noted or visible","No","None detected","No Arrest","3300 Oliver Ave.","1158","125","120","CENTRAL","D14",,,"3300 Oliver Ave.
Dallas, TX 
(32.820682, -96.79279)"
"2170","UF2015-1785","2015-11-07T00:00:00.000","18:24","10537","Male","White","2013-05-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","29816, 29817","Weapon display at Person, Verbal Command","Detention/Frisk","NULL","Yes, Yes","42123","Black","Male","No","No injuries noted or visible","No","None detected","No Arrest","4718 Colonial Ave.","2187","344","340","SOUTHEAST","D7",,,"4718 Colonial Ave.
Dallas, TX 
(32.748249, -96.76164)"
"1317","UF2015-1090","2015-09-14T00:00:00.000","21:07","5735","Male","White","1988-02-11T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","28516","K-9 Deployment","Arrest","NULL","Yes","41221","White","Male","Yes","Bite","Yes","Unknown","Burglary/Building","1842 El Capitan Dr.","1115","233","230","NORTHEAST","D9",,,"1842 El Capitan Dr.
Dallas, TX 
(32.851658, -96.678246)"
"104","UF2015-0135","2015-01-12T00:00:00.000","19:00","10556","Male","White","2013-05-08T00:00:00.000","No","No injuries noted or visible","No","Service Call","22941, 22942","Weapon display at Person, Verbal Command","Weapon Display","NULL","Yes, No",,"Black","Male","No","No injuries noted or visible","Yes","FD-Unknown if Armed","Warrant/Hold","2630 COMMUNITY Dr.","3067","522","520","NORTHWEST","D6",,,"2630 COMMUNITY Dr.
Dallas, TX 
(32.856442, -96.875632)"
"1494","UF2015-1237","2015-06-29T00:00:00.000","6:47","8503","Female","White","2004-05-26T00:00:00.000","No","No injuries noted or visible","No","Arrest","26906","Weapon display at Person","Arrest","NULL","Yes",,"Hispanic","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Capital Murder","1322 S FITZHUGH Ave.","1219","115","110","CENTRAL","D2",,,"1322 S FITZHUGH Ave.
Dallas, TX 
(32.785704, -96.753022)"
"962","UF2015-0785","2015-07-02T00:00:00.000","19:53","10565","Male","White","2013-05-08T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","26846","Take Down - Head","Detention/Frisk","NULL","Yes","39931","Black","Male","No","No injuries noted or visible","No","None detected","No Arrest","3200 S LANCASTER Rd.","9301","725","720","SOUTH CENTRAL","D4",,,"3200 S LANCASTER Rd.
Dallas, TX 
(32.70841, -96.801808)"
"2133","UF2015-1760","2015-12-02T00:00:00.000","23:40","7897","Male","Hispanic","2000-05-17T00:00:00.000","No","No injuries noted or visible","No","Service Call","30418, 30419, 30420, 30421, 32124, 32125","Verbal Command, BD - Grabbed, Take Down - Arm, BD - Grabbed, Taser, BD - Grabbed","Arrest","NULL","No, No, Yes, No, Yes, Yes","42513","Black","Male","Yes","Taser Burn Marks","Yes","Unknown","Assault/FV, Resisting Arrest","4101 Delafield Ln.","1230","322","320","SOUTHEAST","D7",,,"4101 Delafield Ln.
Dallas, TX 
(32.773342, -96.674809)"
"1816","UF2015-1493","2015-11-20T00:00:00.000","17:00","10831","Female","White","2014-06-18T00:00:00.000","No","No injuries noted or visible","No","Service Call","30113, 30114","Verbal Command, Taser Display at Person","Weapon Display","NULL","No, Yes",,"White","Male","No","Injured prior to contact","Yes","NULL","Public Intoxication","2900 N HASKELL Ave.","1221","311","310","SOUTHEAST","D2",,,"2900 N HASKELL Ave.
Dallas, TX 
(32.810633, -96.795648)"
"167","UF2015-0181","2015-01-30T00:00:00.000","10:52","8107","Male","White","2001-09-28T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","23444","Weapon display at Person","Detention/Frisk","NULL","Yes",,"Asian","Female","No","No injuries noted or visible","No","Marijuana","No Arrest","11903 COIT Rd.","8822","651","650","NORTH CENTRAL","D11",,,"11903 COIT Rd.
Dallas, TX 
(32.911318, -96.769357)"
"1101","UF2015-0906","2015-07-26T00:00:00.000","21:00","7485","Female","Hispanic","1997-01-03T00:00:00.000","No","No injuries noted or visible","No","Service Call","27434, 27435","Take Down - Arm, Verbal Command","Detention/Frisk","NULL","Yes, No","40387","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","17717 Vail","6059","613","610","NORTH CENTRAL","D12",,,"17717 Vail
Dallas, TX 
(32.989673, -96.847876)"
"902","UF2015-0732","2015-06-25T00:00:00.000","18:45","9585","Male","Hispanic","2008-08-20T00:00:00.000","No","No injuries noted or visible","No","Crime in Progress","26693","Weapon display at Person","Arrest","NULL","Yes","39856","Black","Male","No","No injuries noted or visible","Yes","Mentally unstable","Assault/FV, Warrant/Hold","5959 WATERSHIP LN Ln.","4343","456","450","SOUTHWEST","D3",,,"5959 WATERSHIP LN Ln.
Dallas, TX 
(32.675153, -96.880625)"
"197","UF2015-0203","2015-03-08T00:00:00.000","22:45","10659","Male","Black","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","24090","Take Down - Arm","Danger to self or others","NULL","Yes","38049","Black","Male","No","Abrasion/Scrape","Yes","Alchohol and unknown drugs","Evading Arrest, Public Intoxication, Drug Possession - Felony, Drug Possession - Misdemeanor","2900 ST GEORGE DR","4360","744","740","SOUTH CENTRAL","D8",,,"2900 ST GEORGE DR
Dallas, TX 
(32.66095, -96.86784)"
"1328","UF2015-1100","2015-08-14T00:00:00.000","15:25","10181","Female","Black","2010-06-09T00:00:00.000","No","No injuries noted or visible","No","Arrest","27792","Weapon display at Person","Arrest","NULL","Yes","40718","Black","Male","No","No injuries noted or visible","Yes","None detected","Robbery, Warrant/Hold","2959 Talisman Dr.","3016","552","550","NORTHWEST","D13",,,"2959 Talisman Dr.
Dallas, TX 
(32.903018, -96.88002)"
"1624","UF2015-1347","2015-10-31T00:00:00.000","10:00","7384","Male","Black","1996-03-22T00:00:00.000","No","No injuries noted or visible","No","Arrest","29583","BD - Grabbed","Active Aggression","NULL","Yes","42004","NULL","Male","No","No injuries noted or visible","Yes","Unknown Drugs","Assault/FV, Drug Possession - Felony","5207 Columbia St.","4512","114","110","CENTRAL","D2",,,"5207 Columbia St.
Dallas, TX 
(32.798038, -96.760218)"
"384","UF2015-0373","2015-04-01T00:00:00.000","0:30","7803","Male","White","1999-09-17T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","24624, 24625","Verbal Command, Weapon display at Person","Other","NULL","Yes, Yes","38488","Hispanic","Male","No","No injuries noted or visible","No","FD-Unknown if Armed","No Arrest","9450 Royal Ln.","1053","244","240","NORTHEAST","D10",,,"9450 Royal Ln.
Dallas, TX 
(32.892696, -96.739715)"
"1162","UF2015-0958","2015-08-14T00:00:00.000","19:15","9215","Male","Black","2007-09-05T00:00:00.000","No","No injuries noted or visible","No","Arrest","27793","Held Suspect Down","Arrest","NULL","Yes","40720","White","Female","No","No injuries noted or visible","Yes","Alchohol","Public Intoxication","9191 GARLAND Rd.","6018","235","230","NORTHEAST","D9",,,"9191 GARLAND Rd.
Dallas, TX 
(32.829391, -96.707802)"
"336","UF2015-0329","2015-01-21T00:00:00.000","13:00","10783","Female","Hispanic","2014-03-12T00:00:00.000","No","No injuries noted or visible","No","Arrest","24135","Taser Display at Person","Danger to self or others","NULL","Yes","37363","Black","Male","No","No injuries noted or visible","Yes","FD-Suspect Unarmed","Robbery","611 W JEFFERSON Blvd.","4118","417","410","SOUTHWEST","D1",,,"611 W JEFFERSON Blvd.
Dallas, TX 
(32.743209, -96.833007)"
"1507","UF2015-1248","2015-09-01T00:00:00.000","10:35","10844","Male","Hispanic","2014-06-18T00:00:00.000","No","No injuries noted or visible","No","Arrest","28397, 28398","Handcuffing Take Down, Verbal Command","Barricaded Person","NULL","Yes, Yes","28321","NULL","Male","No","No injuries noted or visible","Yes","Unknown Drugs","APOWW","10136 peeble valley Ln.","2212","338","330","SOUTHEAST","D5",,,"10136 peeble valley Ln.
Dallas, TX 
(32.714848, -96.648946)"
"1441","UF2015-1193","2015-08-10T00:00:00.000","21:45","10894","Female","Hispanic","2014-08-13T00:00:00.000","Yes","Sprain/Strain","No","Arrest","27752, 27753, 27754","Verbal Command, Held Suspect Down, Pressure Points","Arrest","NULL","No, Yes, No","40664","White","Male","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","2707 ROUTH St.","2038","122","120","CENTRAL","D14",,,"2707 ROUTH St.
Dallas, TX 
(32.797211, -96.802748)"
"1510","UF2015-1251","2015-10-02T00:00:00.000","11:30","6861","Male","Hispanic","1992-01-27T00:00:00.000","No","No injuries noted or visible","No","Arrest","28949","Joint Locks","Arrest","NULL","Yes","27087","White","Female","No","No injuries noted or visible","Yes","Unknown","Warrant/Hold, Resisting Search and Transport","800 N LANCASTER Ave.","4100","411","410","SOUTHWEST","D1",,,"800 N LANCASTER Ave.
Dallas, TX 
(32.757436, -96.814147)"
"1079","UF2015-089","2015-07-18T00:00:00.000","19:40","10654","Male","White","2013-09-25T00:00:00.000","No","No injuries noted or visible","No","Arrest","27222, 27223, 27224, 27225, 27226","Held Suspect Down, Leg Restraint System, Held Suspect Down, Hand Controlled Escort, BD - Grabbed","Arrest","NULL","Yes, Yes, Yes, Yes, Yes","37300","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol and unknown drugs","Assault/FV, Resisting Arrest","2657 HUDSPETH Ave.","4273","728","720","SOUTH CENTRAL","D4",,,"2657 HUDSPETH Ave.
Dallas, TX 
(32.709577, -96.784075)"
"1090","UF2015-0895","2015-07-18T00:00:00.000","0:35","10432","Female","Hispanic","2012-06-20T00:00:00.000","No","No injuries noted or visible","No","Traffic Stop","27186, 27187, 27188","BD - Grabbed, Take Down - Arm, Taser","Other","1","Yes, Yes, No","40225","Hispanic","Male","No","No injuries noted or visible","Yes","Unknown","Evading Arrest, Resisting Arrest","3405 W ILLINOIS Ave.","4185","447","440","SOUTHWEST","D1",,,"3405 W ILLINOIS Ave.
Dallas, TX 
(32.720375, -96.875787)"
"389","UF2015-0377","2015-04-10T00:00:00.000","2:04","7912","Male","Black","2000-07-07T00:00:00.000","No","No injuries noted or visible","No","Arrest","24868, 24869","Hand/Arm/Elbow Strike, Verbal Command","Arrest","NULL","Yes, No","38663","Hispanic","Male","No","No injuries noted or visible","Yes","Alchohol","Assault","10701 FINNELL St.","3040","534","530","NORTHWEST","D6",,,"10701 FINNELL St.
Dallas, TX 
(32.868864, -96.893645)"
"946","UF2015-0770","2015-06-02T00:00:00.000","17:45","10382","Male","Black","2012-05-09T00:00:00.000","No","No injuries noted or visible","No","Service Call","26106","BD - Grabbed","Danger to self or others","NULL","Yes","39523","White","Female","No","No injuries noted or visible","Yes","Mentally unstable","APOWW","500 S Zang Blvd.","4141","446","440","SOUTHWEST","D1",,,"500 S Zang Blvd.
Dallas, TX 
(32.741019, -96.824507)"
"603","UF2015-0465","2015-03-27T00:00:00.000","2:40","10064","Male","White","2009-11-11T00:00:00.000","No","No injuries noted or visible","No","Suspicious Activity","24522, 24523","Verbal Command, Weapon display at Person","Weapon Display","NULL","Yes, Yes","38419","Hispanic","Male","No","No injuries noted or visible","Yes","None detected","Deadly Conduct","10702 C F HAWN FWY","2223","355","350","SOUTHEAST","D5",,,"10702 C F HAWN FWY
Dallas, TX 
(32.695674, -96.641276)"
"215","UF2015-0218","2015-02-25T00:00:00.000","10:00","7171","Male","Hispanic","1995-03-10T00:00:00.000","No","No injuries noted or visible","No","Service Call","23818, 23819","Verbal Command, Take Down - Arm","Arrest","NULL","No, Yes","37899","White","Male","No","No injuries noted or visible","Yes","None detected","Capital Murder","9540 LAKE JUNE Rd.","2204","334","330","SOUTHEAST","D5",,,"9540 LAKE JUNE Rd.
Dallas, TX 
(32.734013, -96.658423)"
"369","UF2015-0360","2015-04-07T00:00:00.000","14:20","8856","Male","White","2006-06-30T00:00:00.000","Yes","Laceration/Cut, Redness/Swelling, Abrasion/Scrape","No","Suspicious Activity","24822, 24824, 24826, 24827","BD - Grabbed, Take Down - Body, Take Down - Body, Held Suspect Down","Other","NULL","No, No, No, Yes","38604","Hispanic","Male","No","No injuries noted or visible","Yes","FD-Suspect Unarmed","Fail to ID, Resisting Arrest, Assault/Public Servant, Warrant/Hold","10326 FINNELL St.","3056","521","520","NORTHWEST","D6",,,"10326 FINNELL St.
Dallas, TX 
(32.864552, -96.893365)"
"1046","UF2015-0860","2015-08-02T00:00:00.000","1:45","8014","Male","White","2001-04-13T00:00:00.000","No","No injuries noted or visible","No","Other ( In Narrative)","27530","Held Suspect Down","Detention/Frisk","NULL","Yes","40487","Black","Female","No","No injuries noted or visible","Yes","Alchohol","DWI","111 W Commerce Blvd.","4063","424","420","SOUTHWEST","D6",,,"111 W Commerce Blvd.
Dallas, TX 
(32.775095, -96.821913)"
"732","UF2015-0581","2015-05-18T00:00:00.000","19:19","10382","Male","Black","2012-05-09T00:00:00.000","No","No injuries noted or visible","No","Call for Cover","25761","Taser","Arrest","2","Yes","39317","Black","Male","Yes","Laceration/Cut","Yes","NULL","Assault/Public Servant","1222 DEERWOOD Dr.","4361","746","740","SOUTH CENTRAL","D8",,,"1222 DEERWOOD Dr.
Dallas, TX 
(32.660796, -96.843185)"
"963","UF2015-0786","2015-07-03T00:00:00.000","21:45","10184","Male","White","2010-06-09T00:00:00.000","No","No injuries noted or visible","No","Arrest","26864","Weapon display at Person","Arrest","NULL","Yes","39941","Black","Male","No","No injuries noted or visible","Yes","None detected","Other Felony Arrest, Warrant/Hold","4823 Gaston Ave.","4517","156","150","CENTRAL","D2",,,"4823 Gaston Ave.
Dallas, TX 
(32.799617, -96.769928)"
"1332","UF2015-1104","2015-05-26T00:00:00.000","17:45","10200","Male","Black","2010-06-09T00:00:00.000","No","No injuries noted or visible","No","Service Call","25939, 25940, 25941","Taser, Taser Display at Person, Baton Display","Active Aggression","1","Yes, No, No","39446","Black","Male","Yes","Laceration/Cut","Yes","Mentally unstable","Assault/FV","3300 Banning St.","4236","445","440","SOUTHWEST","D3",,,"3300 Banning St.
Dallas, TX 
(32.716873, -96.875666)"
