"race","precinct","cc","leg","cong","party","countertype","countergroup","count"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","YES","Absentee","148.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","YES","Polling","58.00"
"King County Charter Amendment No. 1 Elected Elections Director","ALDERWOOD","3","45","8","NP","YES","Total","206.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","NO","Absentee","68.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","NO","Polling","39.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","NO","Total","107.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","39.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","19.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","58.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","YES","Absentee","197.00"
"President","ALDERWOOD","3","45","8","pr","John McCain / Sarah","Total","161.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","YES","Polling","46.00"
"King County Charter Amendment No. 2 Prohibiting Discrimination","ALDERWOOD","3","45","8","NP","YES","Total","243.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","NO","Absentee","67.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","NO","Polling","26.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","NO","Total","93.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","65.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","27.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","92.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","YES","Absentee","172.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","YES","Polling","51.00"
"King County Charter Amendment No. 3 Regional Committees","ALDERWOOD","3","45","8","NP","YES","Total","223.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","NO","Absentee","116.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","NO","Polling","34.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","NO","Total","150.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","64.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","24.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","88.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","YES","Absentee","124.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","YES","Polling","46.00"
"King County Charter Amendment No. 4 Additional Qualifications for Elected Officials","ALDERWOOD","3","45","8","NP","YES","Total","170.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","NO","Absentee","93.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","NO","Polling","31.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","NO","Total","124.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","62.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","22.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","84.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"President","ALDERWOOD","3","45","8","ind","Ralph Nader","Absentee","1.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","YES","Absentee","149.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","YES","Polling","51.00"
"King County Charter Amendment No. 5 Establishing Forecast Council and Office of Economic and Financial","ALDERWOOD","3","45","8","NP","YES","Total","200.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","NO","Absentee","53.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","NO","Polling","27.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","NO","Total","80.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","67.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","23.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","90.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","YES","Absentee","184.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","YES","Polling","54.00"
"King County Charter Amendment No. 6 Budget Deadlines","ALDERWOOD","3","45","8","NP","YES","Total","238.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","NO","Absentee","154.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","NO","Polling","49.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","NO","Total","203.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","65.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","23.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","88.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","YES","Absentee","85.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","YES","Polling","32.00"
"King County Charter Amendment No. 7 Charter Amendment by Citizen Initiative","ALDERWOOD","3","45","8","NP","YES","Total","117.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","NO","Absentee","67.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","NO","Polling","25.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","NO","Total","92.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","59.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","23.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","82.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","YES","Absentee","178.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","YES","Polling","56.00"
"King County Charter Amendment No. 8 (Contingent on the Results of the Primary Election) Nonpartisan Elections","ALDERWOOD","3","45","8","NP","YES","Total","234.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","Dem","Brad Owen","Absentee","140.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","Dem","Brad Owen","Polling","39.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","Dem","Brad Owen","Total","179.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","Rep","Marcia McCraw","Absentee","122.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","Rep","Marcia McCraw","Polling","51.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","Rep","Marcia McCraw","Total","173.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","42.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","14.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","56.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"Lieutenant Governor","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"President","ALDERWOOD","3","45","8","pd","Barack Obama","Absentee","185.00"
"President","ALDERWOOD","3","45","8","pd","Barack Obama","Polling","53.00"
"President","ALDERWOOD","3","45","8","pd","Barack Obama","Total","238.00"
"President","ALDERWOOD","3","45","8","lib","Bob Barr","Absentee","2.00"
"President","ALDERWOOD","3","45","8","lib","Bob Barr","Polling","0.00"
"President","ALDERWOOD","3","45","8","lib","Bob Barr","Total","2.00"
"President","ALDERWOOD","3","45","8","con","Chuck Baldwin","Absentee","0.00"
"President","ALDERWOOD","3","45","8","con","Chuck Baldwin","Polling","0.00"
"President","ALDERWOOD","3","45","8","con","Chuck Baldwin","Total","0.00"
"President","ALDERWOOD","3","45","8","gre","Cynthia McKinney","Absentee","0.00"
"President","ALDERWOOD","3","45","8","gre","Cynthia McKinney","Polling","0.00"
"President","ALDERWOOD","3","45","8","gre","Cynthia McKinney","Total","0.00"
"President","ALDERWOOD","3","45","8","slp","Gloria La Riva","Absentee","0.00"
"President","ALDERWOOD","3","45","8","slp","Gloria La Riva","Polling","0.00"
"President","ALDERWOOD","3","45","8","slp","Gloria La Riva","Total","0.00"
"President","ALDERWOOD","3","45","8","swp","James E. Harris","Absentee","0.00"
"President","ALDERWOOD","3","45","8","swp","James E. Harris","Polling","0.00"
"President","ALDERWOOD","3","45","8","swp","James E. Harris","Total","0.00"
"President","ALDERWOOD","3","45","8","pr","John McCain / Sarah","Absentee","112.00"
"President","ALDERWOOD","3","45","8","pr","John McCain / Sarah","Polling","49.00"
"President","ALDERWOOD","3","45","8","ind","Ralph Nader","Total","1.00"
"President","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"President","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","0.00"
"President","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","2.00"
"President","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","2.00"
"President","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"President","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"President","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"President","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"President","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"President","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"President","ALDERWOOD","3","45","8","NP","Write-in 30","Absentee","4.00"
"President","ALDERWOOD","3","45","8","NP","Write-in 30","Polling","0.00"
"President","ALDERWOOD","3","45","8","NP","Write-in 30","Total","4.00"
"Prov","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","0.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","0.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","0.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","0.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Counted","Polling","0.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Counted","Total","0.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Prov","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Secretary of State","ALDERWOOD","3","45","8","Dem","Jason Osgood","Absentee","75.00"
"Secretary of State","ALDERWOOD","3","45","8","Dem","Jason Osgood","Polling","27.00"
"Secretary of State","ALDERWOOD","3","45","8","Dem","Jason Osgood","Total","102.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"Secretary of State","ALDERWOOD","3","45","8","Rep","Sam Reed","Absentee","184.00"
"Secretary of State","ALDERWOOD","3","45","8","Rep","Sam Reed","Polling","65.00"
"Secretary of State","ALDERWOOD","3","45","8","Rep","Sam Reed","Total","249.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","45.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","12.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","57.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"Secretary of State","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"State Auditor","ALDERWOOD","3","45","8","Dem","Brian Sonntag","Absentee","151.00"
"State Auditor","ALDERWOOD","3","45","8","Dem","Brian Sonntag","Polling","46.00"
"State Auditor","ALDERWOOD","3","45","8","Dem","Brian Sonntag","Total","197.00"
"State Auditor","ALDERWOOD","3","45","8","Rep","J. Richard (Dick) Mc","Absentee","106.00"
"State Auditor","ALDERWOOD","3","45","8","Rep","J. Richard (Dick) Mc","Polling","43.00"
"State Auditor","ALDERWOOD","3","45","8","Rep","J. Richard (Dick) Mc","Total","149.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","47.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","15.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","62.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"State Auditor","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","Dem","Roger Goodman","Absentee","131.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","Dem","Roger Goodman","Polling","32.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","Dem","Roger Goodman","Total","163.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","44.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","11.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","55.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","Rep","Toby Nixon","Absentee","129.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","Rep","Toby Nixon","Polling","61.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","Rep","Toby Nixon","Total","190.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"State Representative Legislative Dist No. 45 - Position 1","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","gpo","Kevin Haistings","Absentee","101.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","gpo","Kevin Haistings","Polling","46.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","gpo","Kevin Haistings","Total","147.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","Dem","Larry Springer","Absentee","157.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","Dem","Larry Springer","Polling","44.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","Dem","Larry Springer","Total","201.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Registered Voters","Total","450.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Blank Voted","Absentee","46.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Blank Voted","Polling","14.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Blank Voted","Total","60.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Counted","Absentee","304.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Counted","Polling","104.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Counted","Total","408.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Over Voted","Absentee","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Over Voted","Polling","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Times Over Voted","Total","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Write-in","Absentee","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Write-in","Polling","0.00"
"State Representative Legislative Dist No. 45 - Position 2","ALDERWOOD","3","45","8","NP","Write-in","Total","0.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Mary Fairhurst","Absentee","175.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Mary Fairhurst","Polling","55.00"
"State Supreme Court Justices of the Supreme Court - Position 3","ALDERWOOD","3","45","8","NP","Mary Fairhurst","Total","230.00"
