"race","precinct","legislative_district","county_council","congressional","candidate","count"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Times Blank Voted","5"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Times Counted","69"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3305","30","7","9","Write-in","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Jim Ferrell","27"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Linda Kochmar","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Mike Park","33"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Registered Voters","389"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Skip Priest","46"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Times Blank Voted","6"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Times Counted","127"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3372","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Jim Ferrell","31"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Linda Kochmar","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Mike Park","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Registered Voters","249"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Skip Priest","23"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Times Blank Voted","2"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Times Counted","85"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3395","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Jim Ferrell","17"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Linda Kochmar","11"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Mike Park","14"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Registered Voters","287"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Skip Priest","21"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Times Blank Voted","5"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Times Counted","68"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3574","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Jim Ferrell","26"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Linda Kochmar","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Mike Park","9"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Registered Voters","242"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Skip Priest","29"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Times Counted","87"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3582","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Jim Ferrell","37"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Linda Kochmar","13"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Mike Park","30"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Registered Voters","352"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Skip Priest","43"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Times Blank Voted","1"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Times Counted","124"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3596","30","7","9","Write-in","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Jim Ferrell","43"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Linda Kochmar","27"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Mike Park","15"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Registered Voters","379"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Skip Priest","45"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Times Blank Voted","8"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Times Counted","138"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Times Over Voted","0"
"City of Federal Way Mayor initial 3-year term nonpartisan office","FED 30-3599","30","7","9","Write-in","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0003","32","1","7","NO","201"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0003","32","1","7","Registered Voters","437"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0003","32","1","7","Times Blank Voted","1"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0003","32","1","7","Times Counted","246"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0003","32","1","7","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0003","32","1","7","YES","44"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0092","32","1","1","NO","206"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0092","32","1","1","Registered Voters","622"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0092","32","1","1","Times Blank Voted","13"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0092","32","1","1","Times Counted","278"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0092","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0092","32","1","1","YES","59"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0309","32","1","7","NO","241"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0309","32","1","7","Registered Voters","559"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0309","32","1","7","Times Blank Voted","4"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0309","32","1","7","Times Counted","313"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0309","32","1","7","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0309","32","1","7","YES","68"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0397","32","1","7","NO","96"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0397","32","1","7","Registered Voters","372"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0397","32","1","7","Times Blank Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0397","32","1","7","Times Counted","139"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0397","32","1","7","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0397","32","1","7","YES","43"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0400","32","1","1","NO","212"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0400","32","1","1","Registered Voters","484"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0400","32","1","1","Times Blank Voted","5"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0400","32","1","1","Times Counted","278"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0400","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0400","32","1","1","YES","61"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0517","32","1","7","NO","163"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0517","32","1","7","Registered Voters","422"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0517","32","1","7","Times Blank Voted","6"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0517","32","1","7","Times Counted","214"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0517","32","1","7","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0517","32","1","7","YES","45"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0650","32","1","1","NO","141"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0650","32","1","1","Registered Voters","353"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0650","32","1","1","Times Blank Voted","6"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0650","32","1","1","Times Counted","196"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0650","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0650","32","1","1","YES","49"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0652","32","1","1","NO","93"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0652","32","1","1","Registered Voters","222"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0652","32","1","1","Times Blank Voted","4"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0652","32","1","1","Times Counted","134"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0652","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0652","32","1","1","YES","37"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0653","32","1","1","NO","180"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0653","32","1","1","Registered Voters","397"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0653","32","1","1","Times Blank Voted","2"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0653","32","1","1","Times Counted","247"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0653","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0653","32","1","1","YES","65"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0654","32","1","1","NO","232"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0654","32","1","1","Registered Voters","474"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0654","32","1","1","Times Blank Voted","2"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0654","32","1","1","Times Counted","296"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0654","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0654","32","1","1","YES","62"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0655","32","1","1","NO","259"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0655","32","1","1","Registered Voters","670"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0655","32","1","1","Times Blank Voted","4"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0655","32","1","1","Times Counted","365"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0655","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0655","32","1","1","YES","102"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0734","32","1","1","NO","244"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0734","32","1","1","Registered Voters","570"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0734","32","1","1","Times Blank Voted","2"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0734","32","1","1","Times Counted","304"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0734","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-0734","32","1","1","YES","58"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1056","32","1","7","NO","242"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1056","32","1","7","Registered Voters","499"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1056","32","1","7","Times Blank Voted","9"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1056","32","1","7","Times Counted","294"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1056","32","1","7","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1056","32","1","7","YES","43"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1075","32","1","7","NO","176"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1075","32","1","7","Registered Voters","379"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1075","32","1","7","Times Blank Voted","3"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1075","32","1","7","Times Counted","222"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1075","32","1","7","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1075","32","1","7","YES","43"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1089","32","1","7","NO","216"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1089","32","1","7","Registered Voters","548"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1089","32","1","7","Times Blank Voted","2"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1089","32","1","7","Times Counted","286"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1089","32","1","7","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1089","32","1","7","YES","68"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1143","32","1","1","NO","211"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1143","32","1","1","Registered Voters","430"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1143","32","1","1","Times Blank Voted","5"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1143","32","1","1","Times Counted","262"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1143","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1143","32","1","1","YES","46"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1186","32","1","1","NO","184"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1186","32","1","1","Registered Voters","394"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1186","32","1","1","Times Blank Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1186","32","1","1","Times Counted","240"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1186","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1186","32","1","1","YES","56"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1237","32","1","1","NO","207"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1237","32","1","1","Registered Voters","398"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1237","32","1","1","Times Blank Voted","3"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1237","32","1","1","Times Counted","248"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1237","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-1237","32","1","1","YES","38"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2439","32","1","1","NO","134"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2439","32","1","1","Registered Voters","294"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2439","32","1","1","Times Blank Voted","1"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2439","32","1","1","Times Counted","166"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2439","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2439","32","1","1","YES","31"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2763","32","1","1","NO","120"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2763","32","1","1","Registered Voters","267"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2763","32","1","1","Times Blank Voted","1"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2763","32","1","1","Times Counted","156"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2763","32","1","1","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-2763","32","1","1","YES","35"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-3380","32","1","7","NO","237"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-3380","32","1","7","Registered Voters","537"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-3380","32","1","7","Times Blank Voted","1"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-3380","32","1","7","Times Counted","314"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-3380","32","1","7","Times Over Voted","0"
"City of Lake Forest Park Proposition No. 1 Levy for Retention of Basic Public Safety and Other Services","LFP 32-3380","32","1","7","YES","76"
"City of Milton Proposition No. 1 Property Tax Levy for Fire and Emergency Medical Services","MIL 30-3146","30","7","9","NO","87"
