"impound_no","animal_id","data_source","record_type","link","current_location","animal_name","animal_type","age","animal_gender","animal_breed","animal_color","date","date_type","obfuscated_address","city","state","zip","jurisdiction","obfuscated_latitude","obfuscated_longitude","image","image_alt_text","memo","temperament"
"K22-150630","A671853","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671853","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","1 YEAR","Female","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","24800 block of  118TH CT SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671853","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 24800 block of  118TH CT SE<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150624","A671846","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671846","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Levi","Cat","2 YEARS","Neutered Male","Domestic Shorthair","Brn Tabby","2022-09-06T00:00:00.000","Received on","25600 block of  46TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671846","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 25600 block of  46TH AVE S<p/> Description: Brn Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150656","A671885","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Male","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671885","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150657","A671886","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671886","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Pisces","Cat","11 WEEKS","Neutered Male","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671886","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Black / White Neutered Male Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","BLUE"
"K22-150650","A671878","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Female","Domestic Shorthair","Calico","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671878","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Calico Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150648","A671875","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","5 WEEKS","Female","Domestic Mediumhair","Dilute Tor","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671875","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Dilute Tor Female Domestic Mediumhair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150649","A671877","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","5 WEEKS","Female","Domestic Mediumhair","Tortie","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.221577","-121.99102","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671877","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Tortie Female Domestic Mediumhair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150651","A671879","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Female","Domestic Shorthair","Tortie","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671879","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150647","A671874","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671874","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jewel","Cat","11 WEEKS","Spayed Female","Domestic Shorthair","Tricolor","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.2207","-121.991013","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671874","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: Tricolor Spayed Female Domestic Shorthair Cat<p/> Age: 11 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","BLUE"
"K22-150635","A671856","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671856","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Ash","Cat","8 MONTHS","Neutered Male","Domestic Shorthair","White / Gray","2022-09-06T00:00:00.000","Received on","26300 block of  SE 424TH ST","ENUMCLAW","WA","98022","KING COUNTY","47.221577","-121.99102","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671856","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 26300 block of  SE 424TH ST<p/> Description: White / Gray Neutered Male Domestic Shorthair Cat<p/> Age: 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","BLUE"
"K22-150627","A671849","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","3 WEEKS","Female","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","27400 block of  220TH PL SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671849","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 27400 block of  220TH PL SE<p/> Description: Black / White Female Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150626","A671848","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","3 WEEKS","Male","Domestic Shorthair","Black / White","2022-09-06T00:00:00.000","Received on","27400 block of  220TH PL SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671848","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 27400 block of  220TH PL SE<p/> Description: Black / White Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150625","A671847","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","3 WEEKS","Male","Domestic Shorthair","Brn Tabby","2022-09-06T00:00:00.000","Received on","27400 block of  220TH PL SE","MAPLE VALLEY","WA","98038","MAPLE VALLEY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671847","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 27400 block of  220TH PL SE<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150678","A671906","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671906","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Midge","Dog","6 YEARS","Spayed Female","Labrador Retriever / Mix","Silver","2022-09-06T00:00:00.000","Received on","28500 block of  210TH AVE SE","KENT","WA","98042","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671906","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 28500 block of  210TH AVE SE<p/> Description: Silver Spayed Female Labrador Retriever / Mix Dog<p/> Age: 6 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150631","A671854","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671854","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Eliza","Cat","2 YEARS","Spayed Female","Domestic Shorthair","Gray Tabby","2022-09-06T00:00:00.000","Received on","3100 block of  S 176TH ST","SEATAC","WA","98188","SEATAC","47.444499","-122.29273","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671854","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 3100 block of  S 176TH ST<p/> Description: Gray Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150642","A671865","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671865","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Fiona","Cat","2 YEARS","Spayed Female","Domestic Shorthair","Brn Tabby","2022-09-06T00:00:00.000","Received on","35700 block of  26TH AVE S","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671865","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 35700 block of  26TH AVE S<p/> Description: Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","BLUE"
"K22-150628","A671851","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","6 WEEKS","Male","Domestic Longhair","Org Tabby","2022-09-06T00:00:00.000","Received on","35700 block of  26TH AVE S","FEDERAL WAY","WA","98003","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671851","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 35700 block of  26TH AVE S<p/> Description: Org Tabby Male Domestic Longhair Cat<p/> Age: 6 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150645","A671872","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671872","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Newgate","Cat","5 WEEKS","Male","Domestic Shorthair","Brn Tabby","2022-09-06T00:00:00.000","Received on","4000 block of  S 172ND ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671872","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 4000 block of  S 172ND ST<p/> Description: Brn Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150643","A671869","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671869","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Leia","Cat","1 YEAR","Spayed Female","Domestic Shorthair","Calico","2022-09-06T00:00:00.000","Received on","4000 block of  S 172ND ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671869","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 4000 block of  S 172ND ST<p/> Description: Calico Spayed Female Domestic Shorthair Cat<p/> Age: 1 YEAR<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","BLUE"
"K22-150644","A671871","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671871","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Remy","Cat","5 WEEKS","Male","Domestic Shorthair","Orange","2022-09-06T00:00:00.000","Received on","4000 block of  S 172ND ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671871","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 4000 block of  S 172ND ST<p/> Description: Orange Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150637","A054255","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A054255","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Nico","Dog","17 YEARS 1 MONTH","Neutered Male","Parson Russ Ter / Mix","White / Buff","2022-09-06T00:00:00.000","Received on","4400 block of  S 188TH ST","SEATAC","WA","98188","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A054255","Image Copyright HLP Inc. 2022","Received on: 2022-09-06<p/> Found Near: 4400 block of  S 188TH ST<p/> Description: White / Buff Neutered Male Parson Russ Ter / Mix Dog<p/> Age: 17 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150712","A670259","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A670259","North Gate Petco 318 NE NORTHGATE WAY SEATTLE, WA 98125","Dream","Cat","2 YEARS","Spayed Female","Domestic Shorthair","Tortie","2022-09-07T00:00:00.000","Received on",,,,,,,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A670259","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: North Gate Petco 318 NE NORTHGATE WAY SEATTLE, WA 98125<p/>Hi! My name is Dream and I am available for adoption at North Gate Petco.<p/><p/>I was brought in by a good Samaritan on August 11th, 2022.<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/>","BLUE"
"K22-150715","A671967","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A671967","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jade","Cat","3 YEARS","Spayed Female","Domestic Shorthair","Tortie","2022-09-07T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671967","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Jade and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on September 07, 2022.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home! I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/>","GREEN"
"K22-150702","A671943","Regional Animal Services of King County","ADOPTABLE","https://petharbor.com/pet.asp?uaid=KING.A671943","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Cupcake","Dog","8 YEARS","Spayed Female","Australian Shepherd","White","2022-09-07T00:00:00.000","Received on","21615 64TH AVE S","KENT","WA","98032","KENT","47.407788","-122.255197","https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671943","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Description: White<p/>  Spayed Female Australian Shepherd Dog<p/> Age: 8 YEARS<p/> Adoption Fee: $250.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Cupcake and I am available for adoption.<p/><p/>I was brought in by a good Samaritan on September 7, 2022.<p/><p/>I weigh 61.5 lbs and am considered a ""large breed"" dog.<p/><p/>I am a very smart dog! At the shelter I am practicing how to ""sit"", ""down"" and ""shake"".<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/>","GREEN"
"K22-150707","A030295","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A030295","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Amy","Cat","14 YEARS 1 MONTH","Spayed Female","Domestic Shorthair","Gray Tabby","2022-09-07T00:00:00.000","Received on","1000 block of  S GRADY WAY","RENTON","WA","98057","RENTON",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A030295","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 1000 block of  S GRADY WAY<p/> Description: Gray Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 14 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","BLUE"
"K22-150701","A671944","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Carl","Cat","5 WEEKS","Female","Domestic Shorthair","Brn Tabby","2022-09-07T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671944","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Brn Tabby Female Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150704","A671948","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Fred","Cat","5 WEEKS","Male","Domestic Shorthair","Flame Pt","2022-09-07T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671948","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Flame Pt Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150703","A671947","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Louie","Cat","5 WEEKS","Male","Domestic Shorthair","Org Tabby","2022-09-07T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671947","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Org Tabby Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150705","A671949","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home","Lion","Cat","5 WEEKS","Male","Domestic Shorthair","Sl Lynx Pt","2022-09-07T00:00:00.000","Received on","11100 block of  SE 208TH ST","KENT","WA","98031","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671949","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 11100 block of  SE 208TH ST<p/> Description: Sl Lynx Pt Male Domestic Shorthair Cat<p/> Age: 5 WEEKS<p/> Current Location: In RASKC Foster Home <p/>",
"K22-150694","A671926","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671926","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Kenobi","Cat","4 YEARS","Neutered Male","Domestic Shorthair","Brn Tabby / White","2022-09-07T00:00:00.000","Received on","14100 block of  SE 144TH ST","RENTON","WA","98059","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671926","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 14100 block of  SE 144TH ST<p/> Description: Brn Tabby / White Neutered Male Domestic Shorthair Cat<p/> Age: 4 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150715","A671967","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671967","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Jade","Cat","3 YEARS","Spayed Female","Domestic Shorthair","Tortie","2022-09-07T00:00:00.000","Received on","15400 block of  40TH AVE S","TUKWILA","WA","98188","TUKWILA",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671967","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 15400 block of  40TH AVE S<p/> Description: Tortie Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150717","A671970","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx",,"Rhythm","Dead Dog","1 YEAR 5 MONTHS","Female","Chihuahua - Smooth Coated","Brown","2022-09-07T00:00:00.000","Received on","18400 block of  ANDOVER PARK E","TUKWILA","WA","98188","TUKWILA",,,,"Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 18400 block of  ANDOVER PARK E<p/> Description: Brown Female Chihuahua - Smooth Coated Dog<p/> Age: 1 YEAR 5 MONTHS<p/>",
"K22-150711","A671957","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671957","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Tiramisu","Dog","3 YEARS","Spayed Female","German Shepherd","Red / Black","2022-09-07T00:00:00.000","Received on","21200 block of  MILITARY RD S","SEATAC","WA","98198","SEATAC",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671957","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 21200 block of  MILITARY RD S<p/> Description: Red / Black Spayed Female German Shepherd Dog<p/> Age: 3 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150702","A671943","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671943","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Cupcake","Dog","8 YEARS","Spayed Female","Australian Shepherd","White","2022-09-07T00:00:00.000","Received on","24200 block of  104TH AVE SE","KENT","WA","98030","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671943","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 24200 block of  104TH AVE SE<p/> Description: White Spayed Female Australian Shepherd Dog<p/> Age: 8 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","GREEN"
"K22-150714","A671966","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671966","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032","Marla","Cat","2 YEARS","Female","Domestic Shorthair","Seal Pt / Tortie Pt","2022-09-07T00:00:00.000","Received on","25300 block of  68TH AVE S","KENT","WA","98032","KENT",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671966","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 25300 block of  68TH AVE S<p/> Description: Seal Pt / Tortie Pt Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>","BLUE"
"K22-150706","A671950","Regional Animal Services of King County","FOUND","https://petharbor.com/pet.asp?uaid=KING.A671950","King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,"Cat","NO AGE","Male","Domestic Mediumhair","Black","2022-09-07T00:00:00.000","Received on","37800 block of  35TH WAY S","AUBURN","WA","98001","KING COUNTY",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671950","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 37800 block of  35TH WAY S<p/> Description: Black Male Domestic Mediumhair Cat<p/> Age: NO AGE<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
"K22-150691","A671922","Regional Animal Services of King County","FOUND","https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx","In RASKC Foster Home",,"Cat","2 YEARS","Female","Domestic Longhair","Dilute Tor","2022-09-07T00:00:00.000","Received on","7800 block of  SE 28TH ST","MERCER ISLAND","WA","98040","MERCER ISLAND",,,"https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A671922","Image Copyright HLP Inc. 2022","Received on: 2022-09-07<p/> Found Near: 7800 block of  SE 28TH ST<p/> Description: Dilute Tor Female Domestic Longhair Cat<p/> Age: 2 YEARS<p/> Current Location: In RASKC Foster Home <p/>",
