"name","type","website","location","city","hours","comments","how_to_help_this_business","availability","meta_row_index","meta_row_id"
"Lima Coffee Roasters","Restaurant/Bar","www.limacoffeeroasters.com/","215 E Foothills Pkwy, kiosk 1A","Fort Collins","Mon- Sat 8am-7pm, Sunday 11am-6pm",,"Please come by and order a coffee or local pastry, the Foothills Mall is still open and there is plenty of spacious and safe seating in the Mall. If you're not able to visit us, you can order our beans on our website. Please also follow us on our Instagram & Facebook where we will always keep you updated @limacoffeeroasters. Thank you for your continued support!","Order Online","513","80cb91a9a7fc917153144dd3ef6826b7b237eeba"
"LongHorn Steakhouse","Restaurant/Bar",,"3450 S College Ave","Fort Collins",,"Contact us at 970-377-1375. We are open for Dine-in, Curbside pick up, and online ordering to go! Please call or order online at LongHornSteakhouse.com to place your order. We are currently open Friday - Saturday 11 a.m. to 11 p.m. and Sunday- Thursday from 11 a.m. to 10 p.m.",,"Order Online","514","2da80794947da9bb3fdf33a4d22c1e49804482c1"
"Makerfolk","Retail","www.makerfolk.com/","144 N College Ave","Fort Collins","7am-5pm",,"We would love for you to follow us on Instagram and Facebook @makerfolk, shop online or in-person with us (free local deliveries and pick up also available) and share our info with as many friends, customers, family and people that you know!","Order Online","515","7bf34d59ba080e77be5af661c94bfad7ef2fa1c3"
"Mary's Mountain Cookies","Restaurant/Bar","mmcookie.com/","123 N College Ave, Suite 106","Fort Collins","10 am - 10 pm",,"Cookie Hoarders are welcome!","Order Online","516","b3f3e01b836dbaff1464ea4c2434cab8eeecc965"
"Meraki Yoga Studio","Entertainment & Recreation","www.merakiyogastudio.com","2620 S Timberline Road #110","Fort Collins","varies daily, open 7 days a week",,"1) Purchase a gift card 2) Purchase a class pass for yourself or a friend 3) rate us online and tell a friend about us","Order Online","517","a3608716049dea95ea127118c502b53e41a0351b"
"Mindstream Yoga","Temporarily Closed","https://www.mindstreamyoga.com/","2733 Council Tree Ave #129","Fort Collins","TEMPORARILY CLOSED","https://www.facebook.com/MindstreamYoga/","Make a purchase from us","Order Online","518","100a71e2e4c4253dca2dd22518b685c6726f7cae"
"Mobb Mountain Distillers","Restaurant/Bar","mobbmountain.com","400 Linden","Fort Collins","3-8 Tuesday-Friday, 12-8 Saturday/Sunday",,"Business shoutouts, collaborations, trades info@mobbmountain.com  Follow us on instagram.com/mobbmountain & Facebook.com/mobbmountaindistillers","Order Online","519","30d9559ed53cd1d11591dcfd170858fd99ec5116"
"Moe's Original Bar-B-Que Ft. Collins","Restaurant/Bar","https://www.facebook.com/moesbbqftcollins/","181 N. College Ave","Fort Collins","11am-8pm","Contact us at 970-482-7675. We'll be open for dine in daily 11am-8pm. Call in takeout and online delivery with grubhub, doordash, and NocoNosh is still available as well!",,"Order Online","520","ff00d820cdc27b493a2162502c507785e2154baa"
"Mountain Media","Business & Professional",,"102 Rome Ct","Fort Collins",,"Contact us at 970-493-2499. Open for business and committed to keeping our community healthy by conducting business online and by phone. Clients can contact 970-493-2499 for any printing needs.",,"Order Online","521","f4c4d503a3077deebb88656b2154260da62ff586"
"Mugs Coffee Lounge","Restaurant/Bar",,"261 S. College Ave","Fort Collins",,"Contact us at 970-472-6847. Mugs is open for takeout and curbside pickup from 6:30am-5pm. Order online at mugscoffeelounge.com and pick up on our Olive Street patio. We have missed you! Thank you for your support! Our small local business is nothing without you!",,"Order Online","522","990ed0a01874bcdffe7b3e31fa2fdab4b25f6e09"
"Museum of Art","Entertainment & Recreation","www.moafc.org https://fort-collins-museum-of-art-inc.square.site/","201 S. College Ave.","Fort Collins","Online store",,"We just launched our online store, please support local art and artists by shopping there.","Order Online","523","b1ee71ee5fcd86167a9c27600e80f153369dd936"
"Next Door American Eatery","Restaurant/Bar","www.nextdooreatery.com/location/location-fortcollins/","100 N College Ave","Fort Collins","Tuesday: Closed Wednesday: 11AM-10PM Thursday: 11AM-10PM Friday: 11AM-11PM Saturday: 11AM-11PM Sunday: 11AM-9PM Monday: Closed","Contact us at 970- 568-8869. Open for dine in, take out, online order: sun - thur 11 - 9 / fri + sat 11 - 10   happy hour daily 2:30-5:30 + all day wednesdays  what to expect when you come in: join the waitlist via our app or by calling us, we'll text ya when your table is ready.   once you're at your table, snap the qr code on your table with your device and download our APP.  you'll order + pay for your food all from your phone, making note of your table number.   sit back + relax, when your order is ready, we'll bring it to your table.   need another MARG or MAPLE-SOY BBQ PORK BELLY WRAP? simply place another order!  we are a cashless restaurant credit / debit only","How to help this business:","Order Online","524","c1c5410406ef45abbe922d6f7c9077cd5ed1f1a4"
"Nick's Italian","Restaurant/Bar","www.nicksfc.com/","1100 S. College Ave.","Fort Collins","Tuesday- Thursday: 4:30-8:00  Friday & Saturday: 4:30-9:00  Closed Sunday & Monday","Contact us at 970-631-8301. In house dining, Tues - Thurs 4:30 to 8pm, Fri & Sat 4:30 to 9pm, Closed Sun & Mon. Make reservations through Resy. Order online at nicksfc.com or through NocoNosh delivery. We appreciate you more than you know. Thanks for the support as we come out of our shell.","How to help this business:","Order Online","525","96c225daaa208fce17ae250726dcf9b780b64499"
"Noco Nosh","Restaurant/Bar",,"7900 N Fairgrounds Ave","Fort Collins",,"Contact us at 970-458-7425. Lunch hours: 8am-2pm, Dinner hours Mon-Saturday 2pm-10:30pm, Sunday 2pm-9pm. High-quality delivery. Order online from your favorite restaurants at noconosh.com.",,"Order Online","526","cf6b55e5801afa00549c09b2aab0d0bf20c57add"
"Nuance Chocolate","Restaurant/Bar","www.NuanceChocolate.com","214 Pine Street","Fort Collins","M-T: 11 to 7, F: 11 to 8, Sa: 10 to 8. Su: 12 to 4","Bean-to-bar chocolate!","Follow us on social media @nuancechocolate","Order Online","527","fe994eec20d527a021a533f7a607a0c7cf6fda24"
"Old Firehouse Books","Retail","www.oldfirehousebooks.com/","232 Walnut Street","Fort Collins","10-2 Monday to Friday,  10-4 Saturday and Sunday","Contact us at 970-484-7898. Back to Browsing! Open to Browsing from 10 am-2 pm! 5 Customers at a time, masks required, put everything you touch in the basket for sanitizing. We are not excepting cash at the moment. Curbside pick-up available from 10-2. Home delivery on Wed, Fri, Sun. Shipping is still the safest method!","Support local business, shop early, give a gift card","Order Online","528","571787a64b2b9c24e5b65dd1b617a7492b23dcf9"
"Old Town Spice Shop","Retail","www.oldtownspiceshop.com/","130 S College Ave A","Fort Collins","Currently closed for browsing. Pickup Times: Tuesday - Saturday 3:00pm - 5:00pm",,"Pickup orders or order online. Purchase a gift card.","Order Online","529","e98865d0d1bffd872e76cdf9de68563e10902585"
"Otto PINT Fort Collins","Restaurant/Bar",,"1100 Oakridge Dr.","Fort Collins",,"Contact us at 970-226-1464. We are open! Call 970-226-1464 for a reservation / curbside pickup OR order delivery online from Noco Nosh.",,"Order Online","530","2a296296a6e67964c761a06725e7b86054437ecf"
"Panera Bread","Restaurant/Bar",,"3700 S College Ave","Fort Collins",,"Contact us at 970-204-4500. Now open for Dine-in, as well as offering online order for Rapid Pick-Up(r) or Delivery, or in our Drive-thrus",,"Order Online","531","486f4675aa94a4ffd0f50544d81dbffa0d7e67a1"
"Pinot's Palette - Fort Collins","Entertainment & Recreation","www.pinotspalette.com/fortcollins","159 W Mountain Ave","Fort Collins","11am - 10pm Tues - Sun","Contact us at 970-214-5208. We're back! In studio! Also offering virtual painting classes!  Check out our event page for more.","Purchase Paint to Go Kits and Virtual/On Demand Classes. Share marketing and collaboration within the downtown area. Share and Like events on Social Media.","Order Online","532","4296990258c6747cdf2f9a796c7f1cd285d81526"
"Pizza Vino","Restaurant/Bar","www.pizzavinonoco.com","6383 Fairgrounds Ave. #100","Windsor","Monday -Thursday 4pm-8pm Friday-Sunday 11am-8pm","Contact us at 970-617-2547. Now open for dine-in. Outdoor dining is still avalibale, as well as to go, and curbside pick up. Place your order for takeout TODAY by calling 970-617-2547 or order online.","Purchase a gift card or bottle of wine, or order to go","Order Online","533","b3df4b095ca37f28993af0e17ab443a7b458fdba"
"Plant to the Plate","Restaurant/Bar","www.planttotheplate.com","822 S. College Ave","Fort Collins","T 11-9 W-S 11-1am S 12-11","Contact us at 970-482-2109. We are open downstairs and upstairs patio. Wear your mask!","Support and telling friends.","Order Online","534","79f90646c9c585033d8f7db2bdc9afb50b858f6d"
"RE/MAX Alliance","Business & Professional","fortcollins.homesincolorado.com/","4703A Boardwalk Dr","Fort Collins","8:00AM - 5:30PM",,"Contact us for questions on real estate changes during COVID. Support one another!","Order Online","535","0e059984222a20e054897df20ebbca4d01c0e41d"
"Rainbow Restaurant","Restaurant/Bar","rainbowfoco.com/","212 West Laural","Fort Collins","9 am - 1:00 pm,  4:00 pm - 7:00 pm","Contact us at 970-221-2664. We are open for carry out and delivery!!! Hours are 8 a.m.-2 p.m., seven days a week. 7 days/week Order Online for carry out via our website or call in at 970-221-2664 Or use NoCo Nosh for delivery!","1.  Rate us on social media 2.  Purchase gift cards 3.  Order online","Order Online","536","261adfe771817362869f4995067f65be14abe7a4"
"Rally King Brewing","Restaurant/Bar","www.RallyKingBrewing.com","1624 S Lemay Ave #4","Fort Collins","12pm-8pm Every Day","Open 2-7pm daily. Growler fills, 6 packs, and 12oz bottles available. Gift cards and merch also available for sale. Limited to go snacks menu also available.","Please rate us on Google, follow us on our Instagram and Facebook pages @rallykingbrewing, and utilize our extensive to go options! You can find our online ordering site through our website!","Order Online","537","0e89ce353c19e302ba0e47bde68eb99a475269fb"
"Retriever Merchant Solutions","Business & Professional",,"1001A E Harmony Rd, #206","Fort Collins",,"Contact us at 970-218-0510. Setting up online accounts at no cost for set up fee and providing free swipers for customers needing to take payments out/take payment on curb, etc.",,"Order Online","538","ef982eeed345aca8065068c749bce728bb8de8f6"
"Rio Fort Collins","Restaurant/Bar","riograndemexican.com/locations/fort-collins/?utm_source=Yext&utm_medium=Local_Listings&utm_campaign=Fort_Collins","143 W. Mountain Avenue","Fort Collins","11AM - 8PM","Contact us at 970-224-5428. Delicious TexMex and Margaritas - located in the heart of Old Town Fort Collins. Now open for limited dine-in and outdoor service, as well as food and margs takeout. Whether you're coming in to unwind and dine with us, to have a drink on our lovely patio, bringing food home for the family, or just grabbing some margs for a fun night at home, the Fort Collins Rio is a safe and delicious escape. Open Daily for Dine-In and Takeout: 11am - 9pm / Sun - Thurs 11am - 10pm / Fri - Sat","How to help this business:","Order Online","539","c3559ed7d4c58623391bff1b561fbc0e1a439dc5"
"Rocky Mountain Retro","Retail","www.rockymountainretrofc.com","19 Old Town Square","Fort Collins","10 am - 7 pm",,"Please consider us first, before going to amazon or the like, when searching for cool sports apparel. Also, please tell a friend about us.","Order Online","540","18ce8a2dbace9a5cfb86b590ea125a7ff2d8e248"
"STAR OF INDIA","Restaurant/Bar","www.starofindiaftcollins.com/","2900 HARVARD STREET, STE B","Fort Collins","WED-MON 4PM-9PM; CLOSED ON TUEDAY","PLEASE RATE US & LIKE US ON SOCIAL MEDIA, WE OFFER TEAM SERVED ALL YOU CAN EAT LUNCH BUFFET!, WE ARE OPEN FOR DINE IN INSIDE, OUR PATIO IS OPEN! COME IN!","https://www.facebook.com/starftco/","Order Online","541","bc69b5ec68a1b942c498255d40ed4e4aff6f830f"
"Savory Spice Fort Collins","Retail","www.savoryspiceshop.com/colorado/fort-collins","123 N. College Ave.","Fort Collins","Mon - Thursday, Sat. 10 -6, Friday 10-7, Sunday 11-5",,"We are limiting in-store shoppers to 10 at a time.  On-line and curbside pickup work well via online orders or calling us at 970-689-2971.","Order Online","542","e8dab186dc985c24823a69d41bf52e95f60e54fa"
"Schlotzsky's","Restaurant/Bar",,"4212 S. College Ave","Fort Collins",,"Contact us at 970-226-1711. We're open for dine-in, but pickup and delivery is still available. Order online or on the Schlotzsky's app.",,"Order Online","543","bb1f185b96f353337654be285cd643384b6b7f68"
"School of Rock Fort Collins","Family, Community, and Non-Profit",,,"Fort Collins",,"Contact us at 970-236-ROCK. We are offering online classes and onsite services. Appointment and mask required.",,"Order Online","544","90438eedce73d25dc3a49fcee375e4a7decb6f71"
"Scrumpy's Hard Cider Bar","Restaurant/Bar","scrumpys.net/","215 N College Ave","Fort Collins","Friday-Sunday 3pm-6pm (Cider and Beer)","https://untappd.com/v/scrumpys-hard-cider-bar-and-pub/713466","https://www.facebook.com/ScrumpysHardCiderBar/","Order Online","545","eb788caf82dc0c2c510410db6e4129078d611ba6"
"Senior Helpers","Family, Community & Non-Profit","https://www.seniorhelpers.com/co/fort-collins/contact","2201 S. Lemay Ave","Fort Collins","24/7","Contact us at 970-658-8228. Continues to provide in-home care, primarily for older adults, wherever they call home. We are fully operational and all of our caregivers are currently healthy.  We are taking all CDC-recommended standard precautions and are in fact still signing up new clients. In addition, we are helping folks with grocery shopping, picking up prescriptions, and with reducing the feeling of isolation in their home during these times.","Referrals to our business for seniors and older adults looking for in-home care as well as their families looking to support their loved ones.","Order Online","546","72a77b1324c22192dd13b008e0376d81af4c1b3e"
"Snack Attack Specialty Sandwiches & Brews","Restaurant/Bar",,"120 W Stuart St, Unit A","Fort Collins",,"Contact us at 970-825-5989. Officially approved to open for dine-in under Larimer County's ""Level Up"" 5 Star Variance! We are currently offering: 25% dine in capacity and outdoor patio dining -call ahead pick up -online ordering for pic up -curbside if needed -delivery via Nosh Noco!",,"Order Online","547","d60f602e2a28588c5f93a1a566b3bb77337a07ee"
"Snowbank Brewing","Restaurant/Bar","snowbank.beer","225 N. Lemay Ave., Suite 1","Fort Collins","3-6pm","Monday - Thursday: 2pm - 8pm  Friday - Saturday: 12pm - 9pm  Sunday: 12pm - 8pm","https://www.facebook.com/SnowbankBrewingCO/","Order Online","548","098f8a6ffea85dda6c15848c63f52a5dc2dae2ec"
"Spoons","Restaurant/Bar","espoons.com/","320 S. Link Lane","Fort Collins","10a-9p (varies by location)","Contact us at 970-493-6800. Spoons Old Town is open Monday-Saturday from 10am-4pm. Stop in and have a seat, we are Level Up Certified and offer indoor dining! We have plenty of other options from takeout to Online Ordering for pickup, curbside, and delivery through NOSH and DoorDash. Need something larger? Call our catering line and schedule Virtual Catering or Boxed Lunch meals today!","Please support our small family business by ordering online and using our curbside or in-store pickup options! Shop local this season and share the gift of a home cooked meal- purchase a Spoons gift card today!","Order Online","549","68dfb0530d8e14ced0c84350159e6a68dafcf31b"
"Tap and Handle","Restaurant/Bar","www.tapandhandle.com/","307 S College Ave","Fort Collins","Tues-Sun: 11:30am-10pm","Contact us at 970-484-1116. Indoor and outdoor dining available. Mon - Fri 11:30 to 10pm, Sat-Sun 11:00 am to 10:00 pm. To place an order for curbside pickup or delivery call (970) 484-1116 or order online! Tap and Handle would like to thank the community for all of the continued support. We could not survive without you. Cheers friends!","How to help this business:","Order Online","550","c3b4f4703c6fca94a7da0f55551b8f1e1871087c"
"The Colorado Room","Restaurant/Bar","thecoloradoroom.com/","642 S College Ave","Fort Collins","Mon-Th 2pm-8pm; Fri & Sat 12pm-9pm; Sun 12pm-8pm","Per social, curbside pickup avail.","Order from us! Share we're open!","Order Online","551","4b8eb4bbda844f5686532550943ce73f8d3b9ab0"
"The Fort Collins Candy Store Emporium","Retail","www.facebook.com/pages/category/Candy-Store/The-Fort-Collins-Candy-Store-Emporium-627554804280966/","227 Jefferson St","Fort Collins","Telephone or Facebook order only",,"Share and like us on our Facebook page","Order Online","552","411064989d26ee779e233ac4d878ea104958693e"
"The Fox & The Crow Cheese Shop and Bistro","Restaurant/Bar","https://www.thefoxandthecrow.net/","2601 S. Lemay Ave Unit 9","Fort Collins","Tues-Sat 11am-7pm","Contact us at 970-999-2229. Open for patio dining & easy retail. At this time we are no longer offering in-house dining. If the weather is nice, however, we will welcome you to the patio. There is no service on the patio but you are always welcome to eat your takeout there! You can order a number of our items online and set a pick up date and time, its a time saver and you can pick it up curbside! Sunday & Monday CLOSED, Tues.,Wed. & Thurs. 11a-6p, Friday & Saturday 11a-7p",,"Order Online","553","b62da6fc7314bddc8e5fbaff18a03993680959b9"
"The Taco Stop","Restaurant/Bar","www.thetacostopfoco.com","6324 S College Ave","Fort Collins","11-7 everyday",,"Please like and share our posts on social media @thetacostopfoco.","Order Online","554","ae2488a021a817d939aee8f9d208df85fa1cfa5a"
"The Tramp About","Restaurant/Bar","thetrampabout.square.site/","1100 W. Mountain Ave.","Fort Collins","Fri/Sat 3:30-8pm, Sun 12-6pm",,"Curbside pick-up. Temporarily set-up in the Beaver's parking lot","Order Online","555","be08150705c83cfbadf469ad121154be66f8fe79"
"The Wok and Roll","Restaurant/Bar","thewokandrollfood.com","1700 s college ave unit D","Fort Collins","Mon-Sun 11-8",,"Just don't forget about us. We have a drive through as well. We opened a second location on 120 s mason Nov 2019 and have had to close it for now so we are trying to cover both expenses out of one location.","Order Online","556","5de370007c3547589dfa789ff42689a34b18c2dd"
"Timnath Beerwerks","Restaurant/Bar","www.timnathbeerwerks.com","4138 Main Street","Timnath","12-8","Contact us at 970-999-5751. We are currently open for dine-in pints at the taproom as well as offering a wide variety of convenient beer to-go.","Please like, follow and share our FB and Instagram posts. Purchase a gift card or Beer To Go for a friend Come visit and check out our cool space. We have a large patio and tent with heaters and blankets available.  Dress warm and come enjoy a pint with us!","Order Online","557","5fdb1014b773ccf421907c3d0a102df7c8ab4179"
"Vern's Toffee House","Retail","www.vernstoffee.com/","444 S Link Ln","Fort Collins","Lobby Closed, call anytime","https://www.facebook.com/Verns-Toffee-House-204225526303161/","Curbside Pick-up! https://www.vernstoffee.com/","Order Online","558","1a2730ac693216d5f796f5e52e938c0bb7564a29"
"Vincent Gastroteca","Restaurant/Bar",,"902 W. Drake Road","Fort Collins",,"Contact us at 970-472-0201. Yes, we are open! Dine in available. Call us for curbside pickup or order delivery online from Noco Nosh!",,"Order Online","559","0c2c335177d13bb6016310a3b4c11cf13f8828f5"
"Wadoo Home and Gifts","Retail","www.wadoogifts.com","200 S College Ave Unit 150","Fort Collins","10 to 6 daily; 11 to 5 Sunday",,"Try our Contactless Window Shopping for completely safe shopping! Order anything for curbside delivery with payment over the phone or on our front-porch, outside pay terminal. Find us online at wadoogifts.com!   We also offer curbside delivery of anything ordered over the phone on in an email, inside store shopping, and online ordering on Fort Collins Marketplace.","Order Online","560","b0599f2e05911f79a97e050a24c1e2101923215e"
"Walrus Ice Cream","Restaurant/Bar","www.walrusicecream.com/","125 W. Mountain Avenue","Fort Collins","Noon -9  Sun-Wed. Thurs-Sat 11am-10pm","Contact us at 970-482-5919. Open Sun-Wed 12-9pm, and Thur-Sat 11am-10pm Takeout, and delivery","1. We wholesale and sell in store pre-packaged pints to go.  2. We love a great review  3. We sell online gift cards, on our website or over the phone.","Order Online","561","98981cdb582f3bf50057807409060d3f7e658951"
"Western States Bank","Financial",,"1520 E Mulberry","Fort Collins",,"Contact us at 308-365-0383. Certified SBA Lender and is now taking applications for the Paycheck Protection Program (PPP). Our lenders have the details for this program and are ready to help the small businesses in our community with the application process. Call your local branch and speak with a lender or apply online https://wsb.bank/sba-ppp/. Our lobbies are open 9am - 5 pm, M-F by appointment only. Drive-thru at our Mulberry Branch is open from 7:30am -5:30pm, M-F. North College Branch drive-thru is open from 8am - 5:30pm. Please use our online banking, mobile app, drive-thru, night-drop, and ATM's for self-service banking and 24/7 account access. From these digital resources, you can make payments, deposits, transfers, view transactions, and more. Money Pass ATM's are free to our customers and you may find a list of all Money Pass ATM's in the community at: https://www.moneypass.com/atm-locator.html. If you need assistance when using our digital services, our eBanking Specialist are here to help at: wsb.bank ""chat"", email: eBanking@wsb.bank or call: (308) 365-0383.",,"Order Online","562","3bf458c2f5232915ad41cf71453d48810e5f6754"
"Wilbur's Total Beverage","Restaurant/Bar","https://www.wilburstotalbeverage.com/","2201 S College Ave","Fort Collins",,"Contact us at 970-226-8662. In store shopping available, we will be complying with state and county requirements to limit the number of customers in our store, for your safety. or will deliver to you! Visit our online store.",,"Order Online","563","95822e580280c11bb6f041def994d199cc8a0b9c"
"Wild Birds Unlimited Fort Collins","Retail","www.wbu.com/fortcollins","3636 S College Ave Ste C","Fort Collins","Monday - Saturday 9am - 6pm ; Sunday 9am - 5pm",,"Shop at mywbu.com/fortcollins. We offer free delivery for order over $75 within 150 miles; curbside or in-store pickup.","Order Online","564","5128f81fc252f4fe43babccb29cd2f5fbc1d83bd"
"William Oliver's","Restaurant/Bar","www.williamolivers.com/","2608 S Timberline 108","Fort Collins","11am-midnight (or earlier depending on restrictions)",,"Please rate and like us on social media. Facebook: facebook.com/williamoliverspublickhouse/ & Instagram: instagram.com/williamolivers/?hl=en","Order Online","565","a51b6577a8d9ca5fc44bb19dedff4b24f4780c7e"
"Williamson and Co. P.C.","Business & Professional",,"125 S Howes St, 7th Floor","Fort Collins",,"Contact us at 970-482-2272. Continues to provide comprehensive tax accounting services including tax preparation, SBA loan application assistance, tax planning, and more. As your trusted financial advisor, we're determined to deliver the powerful accounting strategies you need to keep your real estate business moving forward. Call our Fort Collins, CO CPA firm now at 970-482-2272 or request a free consultation online.",,"Order Online","566","9c585756b51c9f96e98a9a3169b81854cbf1c940"
"Zebrajellyfish Photography","Business & Professional","www.zebrajellyfish.com/","525 W. Oak Street, Suite B-14","Fort Collins","6am - 10pm","Contact us at 970-213-1777. My approach to the world pandemic is simple. I will shoot your headshots outdoors. My studio is small and standing 6 feet from me without a mask or far enough away is not ideal. In the case of inclement weather I am flexible. If it's windy and you have longer hair that would be affected, we can reschedule. If it's very cold and your cheeks turn red, I can fix that! The great thing about my work and my skill is that I can shoot you in almost any environment/setting. I can make it look like it was shot indoors/elsewhere with a variety of backdrops.","Headshots still happening with greater awareness and attention to ANY Covid-19 requirements posed by local and federal offices.","Order Online","567","56ca36aa2192d5d81e9818e7589e8e2e9821e747"
"Zwei Brewing Co.","Restaurant/Bar","www.zweibrewing.com/default.aspx","4612 S. Mason Street, Ste 120","Fort Collins","1 - 7 p.m.","1-7PM Some prefills, also take custom orders. Email sales@zweibrewing.com","https://www.facebook.com/zbbrewing/","Order Online","568","4160868599666e43e3d6885aeae0d8254ed63766"
"everHuman","Business & Professional","www.everhuman.io/","301 S. Howes St., PO Box 606","Fort Collins","By appointment",,"Support your digitally-challenged loved ones by purchasing our signature course, Triumph Over Technology, for them. It is a stress-free technology overview to support those who struggle keeping up in the digital age.  Visit https://www.everhuman.io/About-Triumph-Over-Technology to learn more.","Order Online","569","666db60fb4fb5918e9e3bce7cd49217887664f13"
"The Elizabeth Hotel","Hospitality","https://www.theelizabethcolorado.com/","111 Chestnut St","Fort Collins","24/7",,"How to help this business:","Dine-in","570","f84a78f47c420a8888f58bbdfe0df9d55609d04a"
"Austin's","Restaurant/Bar","austinsamericangrill.com/","100 W Mountain","Fort Collins","Sun  - Thurs 11am - 8pm Fri - Sat 11am - 8pm",,"How to help this business:","Outdoor Dining","571","4dd51586e096c0127b051b5279d05e62cf6e3f59"
"Beau Jo's Fort Collins","Restaurant/Bar","www.beaujos.com/pizza-locations/ft-collins/","205 North College Avenue","Fort Collins","11am-9:30pm","Contact us at 970-498-8898. Indoor dining available. Open for take out and delivery","How to help this business:","Outdoor Dining","572","5c34ad916204a039cca59286cb80bdfe05390257"
"Bistro Nautile","Restaurant/Bar","www.bistronautile.com/","150 West Oak Street","Fort Collins","Mon - Thurs 4 to 8pm. Fri - Sat 3 to 9pm",,"How to help this business:","Outdoor Dining","573","10861cb470fc395f80d4741bdefdaf9e0c339b5b"
"Black Bottle Brewery","Restaurant/Bar","blackbottlebrewery.com/","1611 S College Ave 1609","Fort Collins","Tuesday-Sunday 12-8pm","Monday & Tuesday:  Closed (until further notice)  Wednesday & Thursday:  12pm - 6pm  Friday & Saturday: 12pm - 7pm  Sunday: 12pm - 6pm","Please help us make it through COVID. Please buy gift cards, packaged beer and beer and food to go.","Outdoor Dining","574","e560fa53c076d21ac77786bb3d7ea4749f10c3a2"
"Blind Pig","Restaurant/Bar","blindpigfortcollins.com/","214 Linden","Fort Collins","Monday - Thursday: 11am-9pm Sunday: 10am-8pm Friday - Saturday: 11am-10pm",,"How to help this business:","Outdoor Dining","575","d511b3557c233a72684696a89d6a5c69f5c300f0"
"Blue Agave Grill","Restaurant/Bar","www.blueagavegrillcolorado.com/locations/fort-collins/","201 S College Ave. Suite 100","Fort Collins","Monday-Saturday  11am-10pm  Sunday  11am-9pm","Contact us at 970-631-8076. limited indoor dining available! / Patio / Carryout / Delivery: Monday - Saturday 11:00am - 10:00pm Sunday 11:00am - 9:00pm Our brunch menu is temporarily suspended until indoor dining resumes. We are still offering bottomless mimosas with any food purchase. Call us to order take out!","How to help this business:","Outdoor Dining","576","0fde796b5145a4115f2787543399088c65c00057"
"Butterfly Cafe","Restaurant/Bar","Butterflycafefortcollins.com","212 Laporte Ave","Fort Collins","Monday-Friday: 7am - 3pm, Saturday 8am - 4pm","Thank you for supporting us!","Leave us a good review on google or Yelp, post on social media, tell people! :)","Outdoor Dining","577","039fa695b8e7e39b640e7501b12da3818ac4ccf3"
"Choice City Butcher & Deli","Restaurant/Bar","choicecitybutcher.com/","104 W Olive St","Fort Collins","Monday 11am - 4pm Tuesday 11am - 4pm Wednesday 11am - 8pm Thursday 11am - 8pm  Friday 11am - 8pm Saturday 9am - 8pm Sunday 9am - 4pm","Contact us at 970-490-2489. We are open for dine in, as well as our extended patio. We are open for curbside service. Delivery is available through GrubHub and Doordash.  Hours: Monday 11am - 4pm Tuesday 11am - 4pm Wednesday 11am - 4pm Thursday 11am - 4pm Friday 11am - 8pm Saturday 9am - 4pm Sunday 9am - 3pm","How to help this business:","Outdoor Dining","578","cbdaebda1dda70971389b6b779cb32a1a8f89460"
"Culver's of Fort Collins","Restaurant/Bar","www.culvers.com/","918 S Lemay","Fort Collins",,"Contact us at 970-493-3639. Culvers is not open for dine in. Drive through is open for those who don't want to come in. Take our is also availible. Open 10:00 am - 10:00 pm every day. The health and safety of you and our team members is our highest priority. To continue to serve quality, safe food, we're creating a more controlled environment.","How to help this business:","Outdoor Dining","579","d9307b9f81a935463df8faa774cb304f622de5b8"
"Elevated Sandwiches","Restaurant/Bar","elevatedsandwiches.com/","1612 N College Ave","Fort Collins","Tuesday-Friday 11am to 7pm Sat-Monday 11am to 5pm","Contact us at 970-286-2548. Patio is open 11am - close. Offering take out, and curbside pick up. We suggest calling in your order. Find us on Noco Nosh for delivery options.","Support Local, Find us and like us on Social Media. @elevated.sandwiches https://www.instagram.com/elevated.sandwiches/;  https://www.facebook.com/elevatedsandwiches Thank you for supporting local!","Outdoor Dining","580","ca5532b67976ad607627a72b3c2e2872e6af6410"
"Equinox Brewing Company","Restaurant/Bar","equinoxbrewing.com/","133 Remington","Fort Collins","2pm-6pm","2-5 prefilled growlers. Call ahead for specailty fills (see website).","Consider purchasing a Crowler online for pickup!","Outdoor Dining","581","2b03ab4d8c769840d47ba86066a490faf58b3ee6"
"Everyday Joe's","Restaurant/Bar","www.everydayjoes.org/home","144 S Mason","Fort Collins","M-Th 7AM-7PM | Fr 7AM-6PM | Sat 8AM-5PM | Sun CLOSED",,"How to help this business:","Outdoor Dining","582","830b0510e90f9552a73779b6d355b0408b0683fc"
"Garbanzo Mediterranean Fresh","Restaurant/Bar","www.eatgarbanzo.com","100 W Troutman Pkwy STE 120","Fort Collins","11am-8pm",,"How to help this business:","Outdoor Dining","583","9356247b349f89f44b01ba10c5a272188a02a4d3"
"Gilded Goat Brewing Company","Restaurant/Bar","www.gildedgoatbrewing.com","3500 S College Ave, #194","Fort Collins","TBD","Stop by and shop to support a local, family-owned business!","1. Grab some to-go beer, merchandise, and/or a gift card. 2. Follow us on Instagram and Facebook Insta: @gildedgoatbrewingco FB: @gildedgoat  3. Give the gift of craft beer this holiday season.","Outdoor Dining","584","9f1aca8fab3d292ed293d09c66f314f2e5548159"
