"fiscal_year","department","division","program","sub_program","description","revenue_category","adopted_budget","amended_budget","actual_revenue","fund"
"2010","Public Works","Operations","Demo Waste Disposal","N/A","Demolition Disposal","Service Charges","50000","50000","23949.92","Sanitation"
"2010","N/A","N/A","N/A","N/A","Rent City Services","Interest, Rents, Fines","50000","50000","50000","General Fund"
"2010","Leisure Services","Parks","Cemetery","Burials","Standard","Service Charges","53000","53000","0","Oak Hill Cemetery"
"2010","Leisure Services","Recreation","Youth Programs","N/A","School Rec Night","Service Charges","55000","55000","54797.59","General Fund"
"2010","Administrative Services","N/A","Insurance","N/A","Auto Physical Damage","Other Revenue","56435","56435","60426.06","Insurance"
"2010","Leisure Services","Recreation","Ice Skating Center","N/A","Ice Rental","Service Charges","58000","58000","35291.49","General Fund"
"2010","Public Works","Water","N/A","N/A","Merchandising & Jobbing","Service Charges","60000","60000","27779.65","Water Utility"
"2010","Library","Library","Miscellaneous Library","N/A","Miscellaneous","Service Charges","61752","61752","38250.62","Hedberg Public Library"
"2010","Leisure Services","Recreation","Adult Programs","N/A","Softball Program","Service Charges","64000","64000","65714.07","General Fund"
"2010","N/A","N/A","N/A","N/A","Alcoholic Beverage","License","65000","65000","67731.77","General Fund"
"2010","N/A","N/A","N/A","N/A","Fines","Service Charges","65000","65000","55698.25","General Fund"
"2010","Community & Economic Development","Community Development","Building and Development","N/A","Bldg Permit - New Const","Permits","65800","65800","72893.79","General Fund"
"2010","Library","JATV","N/A","N/A","Charter Capital","Service Charges","68000","68000","68267.44","JATV 12"
"2010","Neighborhood & Community Services","N/A","Neighborhood Activities","N/A","Neighborhood Imp.","State & Federal Aids","68000","68000","18110.47","CDA Block Grant"
"2010","Administrative Services","N/A","Insurance","N/A","Payroll Deduction - Child Care","Other Revenue","70000","70000","60948.86","Insurance"
"2010","N/A","N/A","N/A","N/A","Mobile Home Tax","Taxes","70000","70000","72363.9","General Fund"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","BJE Sponsorship","Other Revenue","72000","72000","62548","Transit"
"2010","Neighborhood & Community Services","N/A","Home","N/A","Home Consortia","Service Charges","72000","72000","89341.62","Other Housing Grants"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Monthly Passes","Service Charges","74000","74000","66991.2","Transit"
"2010","Public Works","Water","N/A","N/A","Interest on Investments","Interest, Rents, Fines","75000","75000","35099.96","Water Utility"
"2010","Public Works","Wastewater","N/A","N/A","Misc Operating Revenues","Service Charges","75000","75000","233154.09","Wastewater Utility"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Max 10 Tokens","Service Charges","77000","77000","84975.8","Transit"
"2010","Neighborhood & Community Services","N/A","Energy Efficiency Program","N/A","Energy Grant Program Inc","Service Charges","81920","81920","0","Other Housing Grants"
"2010","Leisure Services","Recreation","Ice Skating Center","N/A","Hockey","Service Charges","84000","84000","114063.25","General Fund"
"2010","Public Works","Operations","Industrial Waste Disposal","N/A","Industry Contibutions","Other Revenue","87147","87147","0","Industrial Waste Disposal"
"2010","Public Works","Wastewater","N/A","N/A","Interest on Investments","Interest, Rents, Fines","96000","96000","55671.55","Wastewater Utility"
"2010","Neighborhood & Community Services","N/A","Lead Grant","N/A","Rock County Lead Hazard","State & Federal Aids","100000","100000","64354","Other Housing Grants"
"2010","Administrative Services","N/A","Insurance","N/A","Property Insurance","Other Revenue","100000","100000","141253","Insurance"
"2010","N/A","N/A","N/A","N/A","Advertising on City Property","Interest, Rents, Fines","100000","100000","0","General Fund"
"2010","Neighborhood & Community Services","N/A","Recovery & Reinvestment","N/A","Recovery & Reinvest","State & Federal Aids","108000","108000","102450.76","CDA Block Grant"
"2010","Administrative Services","N/A","Insurance","N/A","Payroll Deduction - Medical","Other Revenue","110000","110000","115432.4","Insurance"
"2010","N/A","N/A","N/A","N/A","Rent- City Property","Interest, Rents, Fines","111000","111000","105302.71","General Fund"
"2010","N/A","N/A","N/A","N/A","Penalties & Interest","Taxes","113000","113000","136066.56","General Fund"
"2010","N/A","N/A","N/A","N/A","Exempt Computer Aid","State & Federal Aids","117000","117000","116945","General Fund"
"2010","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Recently Purch Rehab","State & Federal Aids","119100","119100","4356.87","CDA Block Grant"
"2010","Fire","N/A","N/A","N/A","State Aid - Fire Inspections","State & Federal Aids","120000","120000","124663.08","General Fund"
"2010","N/A","N/A","N/A","N/A","Payment for Municipal Services","State & Federal Aids","125000","125000","125098.2","General Fund"
"2010","Library","Library","Fines, Fees, Etc","N/A","Late Fees/Penalties","Interest, Rents, Fines","125500","125500","106076.84","Hedberg Public Library"
"2010","Library","JATV","N/A","N/A","Charter Operating","Service Charges","127750","127750","146890.34","JATV 12"
"2010","Public Works","Operations","Solid Waste Disposal","N/A","Landfill Cubes","Service Charges","136000","136000","133963.16","Sanitation"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Cash Fares","Service Charges","137000","137000","130119.87","Transit"
"2010","Leisure Services","N/A","Golf Course General","N/A","Golf Lease","Service Charges","138734","138734","132639.3","Golf Courses"
"2010","Public Works","Operations","Solid Waste Collection","N/A","Volume Based Collection","Service Charges","150000","150000","0","Sanitation"
"2010","Library","Library","Non-Resident Payments","N/A","Contract Income","Service Charges","168364","168364","166475.32","Hedberg Public Library"
"2010","Neighborhood & Community Services","N/A","CDBG Administration","N/A","CDBG Administration","State & Federal Aids","176951","176951","141167.31","CDA Block Grant"
"2010","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Housing Rehab - Revolving Owner","Service Charges","185500","185500","43933.52","CDA Block Grant"
"2010","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Rehab Service Delivery","State & Federal Aids","225231","225231","449356.48","CDA Block Grant"
"2010","Public Works","Water","N/A","N/A","Public Authority Sales","Service Charges","244000","244000","227733.09","Water Utility"
"2010","Public Works","Wastewater","N/A","N/A","Public Authority","Service Charges","293000","293000","271626.84","Wastewater Utility"
"2010","N/A","N/A","N/A","N/A","Connecting Street Maintenance","State & Federal Aids","294000","294000","293591.21","General Fund"
"2010","Public Works","Operations","Recycling","N/A","Recycling Grant","State & Federal Aids","321000","321000","324553.79","Sanitation"
"2010","Public Works","Operations","Solid Waste Disposal","N/A","Alternative Covers","Service Charges","326000","326000","302335.77","Sanitation"
"2010","Public Works","Wastewater","N/A","N/A","Industirial Pollution Charge","Service Charges","333000","333000","467781.62","Wastewater Utility"
"2010","Administrative Services","N/A","Insurance","N/A","Liability Insurance Revenue","Other Revenue","339000","339000","351580","Insurance"
"2010","Neighborhood & Community Services","N/A","Neighborhood Stabilization","N/A","NSP 1","State & Federal Aids","361062","361062","504560.48","CDA Block Grant"
"2010","Administrative Services","N/A","Insurance","N/A","Workers Comp Revenue","Other Revenue","375000","375000","381972.67","Insurance"
"2010","N/A","N/A","N/A","N/A","Municipal Court Fines","Interest, Rents, Fines","410000","410000","359140.41","General Fund"
"2010","Neighborhood & Community Services","N/A","Home","N/A","Home","State & Federal Aids","420000","420000","381450.93","Other Housing Grants"
"2010","N/A","N/A","N/A","N/A","Room Tax","Taxes","425000","425000","419352.06","General Fund"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Transit Capital Subsidy","Transfers In","426840","426840","0","Transit"
"2010","Library","Library","Non-Resident Payments","N/A","Rock County Fees","Service Charges","455325","455325","455325","Hedberg Public Library"
"2010","Public Works","Operations","Solid Waste Disposal","N/A","Green County","Service Charges","471000","471000","449432.81","Sanitation"
"2010","N/A","N/A","N/A","N/A","Cable TV","License","515000","515000","587561.32","General Fund"
"2010","N/A","N/A","N/A","N/A","Interest on Investments","Interest, Rents, Fines","525000","525000","356085.65","General Fund"
"2010","Public Works","Wastewater","N/A","N/A","Industrial","Service Charges","534000","534000","1043119.55","Wastewater Utility"
"2010","Public Works","Water","N/A","N/A","General","Capital Contributions","600000","600000","-165504.2","Water Utility"
"2010","Public Works","Operations","N/A","N/A","Vehicle Repair","Service Charges","638000","638000","744641.16","Vehicle Operation & Maintenance"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Transit Operating Subsidy","Transfers In","698000","698000","681617.7","Transit"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Transit State Operating Grant","State & Federal Aids","718000","718000","706124.29","Transit"
"2010","Public Works","Water","N/A","N/A","Public Fire Protection","Service Charges","739000","739000","755214.61","Water Utility"
"2010","Public Works","Stormwater","N/A","N/A","Residential User Charge","Service Charges","756000","756000","777384.12","Stormwater Utility"
"2010","N/A","N/A","N/A","N/A","Transfer In","Transfers In","800000","800000","1188420.28","General Fund"
"2010","Public Works","Operations","Solid Waste Disposal","N/A","Waste Management","Service Charges","834000","834000","892459.61","Sanitation"
"2010","N/A","N/A","N/A","N/A","Applied Fund Balance","Taxes","850000","850000","0","General Fund"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Transit Federal Operating Grant","State & Federal Aids","856000","856000","918981","Transit"
"2010","N/A","N/A","N/A","N/A","Water Utility Taxes","Transfers In","1040000","1040000","1135924","General Fund"
"2010","Public Works","Water","N/A","N/A","Commercial Metered Sales","Service Charges","1044000","1044000","930076.47","Water Utility"
"2010","Public Works","Wastewater","N/A","N/A","General","Capital Contributions","1125000","1125000","435138.97","Wastewater Utility"
"2010","Fire","N/A","N/A","N/A","Ambulance Fees","Service Charges","1280000","1280000","1413263.72","General Fund"
"2010","Public Works","Water","N/A","N/A","Industrial Metered Sales","Service Charges","1377000","1377000","1006497.09","Water Utility"
"2010","Public Works","Operations","N/A","N/A","Vehicle Replacement","Service Charges","1400000","1400000","1400004","Vehicle Operation & Maintenance"
"2010","Public Works","Stormwater","N/A","N/A","Non-residential User Charge","Service Charges","1432000","1432000","1393916.7","Stormwater Utility"
"2010","Public Works","Wastewater","N/A","N/A","Commercial","Service Charges","1588000","1588000","1461296.81","Wastewater Utility"
"2010","Public Works","Operations","Solid Waste Disposal","N/A","Non-Resident Comm/Indust/C&D","Service Charges","1672500","1672500","1004334.69","Sanitation"
"2010","Public Works","Operations","Solid Waste Disposal","N/A","Resident Comm/Indust/C&D","Service Charges","1703000","1703000","1833957.15","Sanitation"
"2010","Neighborhood & Community Services","Transit","N/A","N/A","Transit Federal Capital Grant","State & Federal Aids","1707360","1707360","2003.54","Transit"
"2010","Public Works","Operations","Solid Waste Disposal","N/A","Town & Country","Service Charges","1888000","1888000","1691273.58","Sanitation"
"2010","Public Works","Operations","N/A","N/A","Equipment Rental","Service Charges","2059000","2059000","1927261.51","Vehicle Operation & Maintenance"
"2010","N/A","N/A","N/A","N/A","Transportation Aid","State & Federal Aids","2331000","2331000","2331959.96","General Fund"
"2010","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Section 8 Voucher Program","State & Federal Aids","2827000","2827000","3262775","Section 8"
"2010","Library","Library","Taxes","N/A","Library Levy","Taxes","3141812","3141812","3141812","Hedberg Public Library"
"2010","Public Works","Water","N/A","N/A","Residential Metered Sales","Service Charges","3326000","3326000","2717569.86","Water Utility"
"2010","N/A","N/A","N/A","N/A","State Shared Revenue","State & Federal Aids","5759000","5759000","5754598.41","General Fund"
"2010","Public Works","Wastewater","N/A","N/A","Residential","Service Charges","6391000","6391000","5959016.56","Wastewater Utility"
"2010","Administrative Services","N/A","Insurance","N/A","Health Insurance","Other Revenue","8908338","8908338","9186979.14","Insurance"
"2010","N/A","N/A","N/A","N/A","General Fund Levy","Taxes","24913749","24913749","24841061.21","General Fund"
"2011","Public Works","Stormwater","N/A","N/A","Non-use Credit","Service Charges","-133000","-133000","-132592.69","Stormwater Utility"
"2011","Leisure Services","Parks","Cemetery","N/A","General","Capital Contributions","0","0","147.89","Oak Hill Cemetery"
"2011","Leisure Services","Parks","Cemetery","Burials","Marker Inst","Service Charges","0","0","275","Oak Hill Cemetery"
"2011","Leisure Services","Parks","Cemetery","Burials","Staking","Service Charges","0","0","630","Oak Hill Cemetery"
"2011","Library","JATV","N/A","N/A","Charter Capital","Service Charges","0","0","4811.07","JATV 12"
"2011","Library","Library","Taxes","N/A","Exempt Computer Aid","State & Federal Aids","0","0","13325","Hedberg Public Library"
"2011","Library","Library","Fines, Fees, Etc","N/A","Copies","Other Revenue","0","0","3329.27","Hedberg Public Library"
"2011","Library","Library","Fines, Fees, Etc","N/A","Miscellaneous","Service Charges","0","0","2077.18","Hedberg Public Library"
"2011","Library","Library","Fines, Fees, Etc","N/A","Other Taxable Sales","Service Charges","0","0","931.82","Hedberg Public Library"
"2011","Library","Library","Fines, Fees, Etc","N/A","Reference Printing","Service Charges","0","0","8702.87","Hedberg Public Library"
"2011","Library","Library","Fines, Fees, Etc","N/A","SAM","Service Charges","0","0","7251.12","Hedberg Public Library"
"2011","Library","Library","Miscellaneous Library","N/A","Transfer In","Transfers In","0","0","9780","Hedberg Public Library"
"2011","Public Works","Stormwater","N/A","N/A","Interest on Investments","Interest, Rents, Fines","0","0","1508.4","Stormwater Utility"
"2011","Public Works","Stormwater","N/A","N/A","Storm Water FEMA Assistance","State & Federal Aids","0","0","-5570.32","Stormwater Utility"
"2011","Public Works","Stormwater","N/A","N/A","Transfer In","Transfers In","0","0","5250","Stormwater Utility"
"2011","Public Works","Water","N/A","N/A","Connect Charges","Service Charges","0","0","8075","Water Utility"
"2011","Public Works","Water","N/A","N/A","Misc Operating Income","Service Charges","0","0","1687.18","Water Utility"
"2011","Public Works","Water","N/A","N/A","Transfer In","Transfers In","0","0","14130","Water Utility"
"2011","Public Works","Wastewater","N/A","N/A","Energy Generation","Service Charges","0","0","154912.72","Wastewater Utility"
"2011","Public Works","Wastewater","N/A","N/A","Transfer In","Transfers In","0","0","16590","Wastewater Utility"
"2011","Public Works","Wastewater","N/A","N/A","Wastewater Laterals","Other Revenue","0","0","168.69","Wastewater Utility"
"2011","Neighborhood & Community Services","Transit","N/A","N/A","Transfer In","Transfers In","0","0","11280","Transit"
"2011","Neighborhood & Community Services","Transit","N/A","N/A","Transit ARRA Equipment","State & Federal Aids","0","0","214721","Transit"
"2011","Public Works","Operations","N/A","N/A","Transfer In","Transfers In","0","0","8670","Vehicle Operation & Maintenance"
"2011","Public Works","Operations","Industrial Waste Disposal","N/A","City Contribution","Other Revenue","0","0","54267.51","Industrial Waste Disposal"
"2011","Leisure Services","N/A","Blackhawk","N/A","Pro Shop","Service Charges","0","0","240","Golf Courses"
"2011","Leisure Services","N/A","Riverside","N/A","Pro Shop","Service Charges","0","0","4037.71","Golf Courses"
"2011","Public Works","Operations","Solid Waste Collection","N/A","Collection User Fee","Service Charges","0","943040","939533.15","Sanitation"
"2011","Public Works","Operations","Solid Waste Collection","N/A","Late Fees/Penalties","Interest, Rents, Fines","0","0","5365.07","Sanitation"
"2011","Public Works","Operations","Solid Waste Collection","N/A","Transfer In","Transfers In","0","0","14970","Sanitation"
"2011","Public Works","Operations","Solid Waste Disposal","N/A","Resident Demo/Construction","Service Charges","0","0","-19.64","Sanitation"
"2011","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Fraud Collection","Service Charges","0","0","11751.3","Section 8"
"2011","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Interest on Investments","Interest, Rents, Fines","0","0","478.8","Section 8"
"2011","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Sale of City Property","Service Charges","0","0","142.08","Section 8"
"2011","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Transfer In","Transfers In","0","0","1680","Section 8"
"2011","Neighborhood & Community Services","N/A","Rent Assistance","N/A","Voucher Admin Portability","Service Charges","0","0","3756.22","Section 8"
"2011","Neighborhood & Community Services","N/A","WRRP Revolving","N/A","Interest on Investments","Interest, Rents, Fines","0","0","377.1","Other Housing Grants"
"2011","Neighborhood & Community Services","N/A","WRRP Revolving","N/A","WRRP Revolving","Service Charges","0","40000","1953.05","Other Housing Grants"
"2011","Neighborhood & Community Services","N/A","FREDDY MAC - Home Ownership","N/A","Freddie Mac Home Ownership","State & Federal Aids","0","0","8000","Other Housing Grants"
"2011","Neighborhood & Community Services","N/A","Rental Energy Rehab Program","N/A","Interest on Investments","Interest, Rents, Fines","0","0","27.9","Other Housing Grants"
"2011","Neighborhood & Community Services","N/A","Rental Energy Rehab Program","N/A","Rental Energy","Service Charges","0","0","3419.99","Other Housing Grants"
"2011","Neighborhood & Community Services","N/A","Owners Match","N/A","Owners Match","Service Charges","0","0","24873","Other Housing Grants"
"2011","Neighborhood & Community Services","N/A","CDBG Administration","N/A","Transfer In","Transfers In","0","0","2760","CDA Block Grant"
"2011","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Housing Rehabilitation","State & Federal Aids","0","0","67695.31","CDA Block Grant"
"2011","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Interest on Investments","Interest, Rents, Fines","0","0","228.6","CDA Block Grant"
"2011","Neighborhood & Community Services","N/A","Housing & Home Ownership","N/A","Local Home Ownership Revolving","Service Charges","0","0","31635.42","CDA Block Grant"
"2011","Neighborhood & Community Services","N/A","Neighborhood Activities","N/A","Neighborhood Imp.","State & Federal Aids","0","0","45262.23","CDA Block Grant"
"2011","Neighborhood & Community Services","N/A","Downtown Activities","N/A","Central Business District Other","Service Charges","0","0","28000","CDA Block Grant"
"2011","Neighborhood & Community Services","N/A","Neighborhood Stabilization","N/A","NSP 1","Service Charges","0","0","64969.74","CDA Block Grant"
"2011","Neighborhood & Community Services","N/A","Neighborhood Stabilization","N/A","NSP 3","State & Federal Aids","0","0","89530.09","CDA Block Grant"
"2011","Neighborhood & Community Services","N/A","Emergency Assistance Program","N/A","CDBG-EAP Grant","State & Federal Aids","0","0","286322.6","CDA Block Grant"
"2011","N/A","N/A","N/A","N/A","Bail Receipts","Interest, Rents, Fines","0","0","1060.9","General Fund"
"2011","N/A","N/A","N/A","N/A","Bike License","License","0","0","134","General Fund"
"2011","N/A","N/A","N/A","N/A","Bowling Alley License","License","0","0","1280","General Fund"
"2011","N/A","N/A","N/A","N/A","Cat License","License","0","0","8564.25","General Fund"
"2011","N/A","N/A","N/A","N/A","Copies","Other Revenue","0","0","1252.86","General Fund"
"2011","N/A","N/A","N/A","N/A","Direct Seller","License","0","0","3500","General Fund"
"2011","N/A","N/A","N/A","N/A","Donations","Other Revenue","0","0","17293.03","General Fund"
"2011","N/A","N/A","N/A","N/A","Fireworks Stand License","License","0","0","1975","General Fund"
"2011","N/A","N/A","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","0","0","8118.48","General Fund"
"2011","N/A","N/A","N/A","N/A","Massage Parlor","License","0","0","155","General Fund"
"2011","N/A","N/A","N/A","N/A","Roller Rink","License","0","0","50","General Fund"
"2011","N/A","N/A","N/A","N/A","Rooming House","License","0","0","150","General Fund"
"2011","N/A","N/A","N/A","N/A","Salvage Dealer","License","0","0","418","General Fund"
"2011","N/A","N/A","N/A","N/A","Second Hand Dealer","License","0","0","699.5","General Fund"
"2011","N/A","N/A","N/A","N/A","Sign Erector","License","0","0","2135","General Fund"
"2011","N/A","N/A","N/A","N/A","Taxi","License","0","0","460","General Fund"
"2011","N/A","N/A","N/A","N/A","Theater","License","0","0","70","General Fund"
"2011","N/A","N/A","N/A","N/A","Waste Hauler","License","0","0","2875","General Fund"
"2011","Fire","N/A","N/A","N/A","Recover Response Costs","Service Charges","0","0","35143","General Fund"
"2011","Public Works","N/A","N/A","N/A","Bid Deposits","Service Charges","0","0","4985","General Fund"
"2011","Leisure Services","Recreation","Recreation Admin","N/A","City Promotional Sales","Service Charges","0","0","690.99","General Fund"
"2011","Leisure Services","Recreation","Recreation Admin","N/A","Permits","Service Charges","0","0","144.7","General Fund"
"2011","Leisure Services","Recreation","Youth Programs","N/A","Kids Count Camp 1/2 Day","Service Charges","0","0","8792.42","General Fund"
"2011","Leisure Services","Recreation","Aquatics","N/A","Indoor Pools","Service Charges","0","0","1903.92","General Fund"
"2011","Leisure Services","Recreation","Aquatics","N/A","Wading Pool Fee","Service Charges","0","0","202.67","General Fund"
"2011","Leisure Services","Recreation","Ice Skating Center","N/A","Donations","Service Charges","0","0","0.05","General Fund"
"2011","Police","N/A","N/A","N/A","Witness Fees","Service Charges","100","100","301.05","General Fund"
"2011","Public Works","N/A","N/A","N/A","Code Books & Maps","Service Charges","100","100","247.78","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Curb Cut","Permits","500","500","450","General Fund"
"2011","Neighborhood & Community Services","Transit","N/A","N/A","Special Fare","Service Charges","1000","1000","10875","Transit"
"2011","Public Works","Operations","Recycling","N/A","Recycling Bins","Service Charges","1000","1000","686.3","Sanitation"
"2011","Leisure Services","Recreation","Youth Programs","N/A","Ticket Flow Through","Service Charges","1000","1000","663.81","General Fund"
"2011","Leisure Services","Recreation","Adult Programs","N/A","Field & Court Reservation","Service Charges","1000","1000","1446.83","General Fund"
"2011","Leisure Services","Recreation","Adult Programs","N/A","Lessons","Service Charges","1000","1000","0","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","State Seal","Permits","1000","1000","0","General Fund"
"2011","Police","N/A","N/A","N/A","Police Other","Service Charges","1400","1400","1334.11","General Fund"
"2011","Library","JATV","N/A","N/A","Friends of JATV","Service Charges","1500","1500","0","JATV 12"
"2011","Library","JATV","N/A","N/A","Grants & Gifts","Service Charges","1500","1500","2065","JATV 12"
"2011","Library","JATV","N/A","N/A","Tape Sales & Fees","Service Charges","1500","1500","1259.24","JATV 12"
"2011","N/A","N/A","N/A","N/A","Omitted Taxes","Taxes","1500","1500","1208.53","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Certificate of Occupancy","Permits","1600","1600","775","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","HVAC Permit - Alteration/Addtn","Permits","1800","1800","0","General Fund"
"2011","N/A","N/A","N/A","N/A","Nuisance Reinspection Charge","Other Revenue","1900","1900","5225","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Building- Garage/Accessory","Permits","1900","1900","3649.68","General Fund"
"2011","Leisure Services","Recreation","Recreation Admin","N/A","Vending Machines","Service Charges","2000","2000","0","General Fund"
"2011","Leisure Services","Recreation","Aquatics","N/A","Other Rockport Revenues","Service Charges","2000","2000","1841.59","General Fund"
"2011","Leisure Services","Recreation","Aquatics","N/A","Rockport Facility Rental","Service Charges","2000","2000","1585.78","General Fund"
"2011","Leisure Services","Recreation","Aquatics","N/A","Season Pass","Service Charges","2000","2000","7676.11","General Fund"
"2011","Leisure Services","Recreation","Ice Skating Center","N/A","Pro Shop","Service Charges","2000","2000","3004.82","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Erosion Control","Permits","2000","2000","0","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Plumb Permit - Alteration/Addtn","Permits","2200","2200","0","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","HVAC- Alterations/Additions","Permits","2500","2500","0","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Residential Plan Review","Permits","2500","2500","2090","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Erosion/Storm Water","Permits","2800","2800","6335","General Fund"
"2011","Neighborhood & Community Services","N/A","Historic Publication Sales","N/A","Historic Publication Sale","Service Charges","3000","3000","9.48","Other Housing Grants"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Site Plan Review","Permits","3200","3200","4200","General Fund"
"2011","N/A","N/A","N/A","N/A","Publication Fees","License","3500","3500","3275","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Miscellaneous","Permits","3500","3500","3666","General Fund"
"2011","Leisure Services","N/A","Blackhawk","N/A","Cart Rental","Service Charges","4000","4000","0","Golf Courses"
"2011","Leisure Services","Recreation","Recreation Admin","N/A","Public Event Fees","Service Charges","4000","4000","6653.32","General Fund"
"2011","Leisure Services","Recreation","Adult Programs","N/A","Basketball","Service Charges","4000","4000","3766.25","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Plumbing- Alterations/Additions","Permits","4000","4000","0","General Fund"
"2011","N/A","N/A","N/A","N/A","Electrician License","License","5000","5000","5690","General Fund"
"2011","Leisure Services","Recreation","Recreation Admin","N/A","Recreation Brochure","Service Charges","5000","5000","337.5","General Fund"
"2011","Leisure Services","Recreation","Ice Skating Center","N/A","Concessions","Service Charges","5000","5000","8286.9","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Elec-Alterations/Additions","Permits","5000","5000","0","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Occupancy","Permits","5000","5000","13550","General Fund"
"2011","Neighborhood & Community Services","N/A","Home Buyers Workshop","N/A","Home Buyers Workshop","Service Charges","5400","5400","1897.56","Other Housing Grants"
"2011","Neighborhood & Community Services","N/A","Neighborhood Activities","N/A","Neigh - Neigh Action Teams","State & Federal Aids","5500","2625","0","CDA Block Grant"
"2011","Police","N/A","N/A","N/A","Police Copies","Service Charges","5500","5500","4073.96","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Miscellaneouse","Permits","5500","5500","9610","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Elect Permit - Alterations/Addtn","Permits","5700","5700","0","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Plan Review - Plumbing","Permits","5800","5800","6110","General Fund"
"2011","Administrative Services","N/A","Insurance","N/A","Other Insurance","Other Revenue","5917","5917","9438.06","Insurance"
"2011","Leisure Services","Parks","Cemetery","N/A","Late Fees/Penalties","Interest, Rents, Fines","6000","6000","3434.07","Oak Hill Cemetery"
"2011","Leisure Services","Recreation","Senior Center","N/A","Facility Rental","Service Charges","6000","6000","6277.71","General Fund"
"2011","Leisure Services","Recreation","Senior Center","N/A","Other Senior Center Revenue","Service Charges","6000","6000","6947.11","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","HVAC- New Construction","Permits","6000","6000","23770","General Fund"
"2011","Leisure Services","Recreation","Recreation Admin","N/A","Equipment Rental","Service Charges","7000","7000","5710.99","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","HVAC Permit - New Const","Permits","7000","7000","41414.4","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Plan Review- HVAC","Permits","7000","7000","9010","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Plumb Permit - New Const","Permits","7000","7000","11558","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Signs","Permits","7000","7000","12650.52","General Fund"
"2011","Leisure Services","Recreation","Recreation Admin","N/A","Concession Revenue","Service Charges","8000","8000","13385.82","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Plumbing- New Construction","Permits","9000","9000","11448","General Fund"
"2011","Public Works","Stormwater","N/A","N/A","Late Fees/Penalties","Interest, Rents, Fines","10000","10000","13563.36","Stormwater Utility"
"2011","Public Works","Operations","Recycling","N/A","Compost Material","Service Charges","10000","10000","0","Sanitation"
"2011","Leisure Services","Recreation","Youth Programs","N/A","Sports","Service Charges","10000","10000","5817.7","General Fund"
"2011","Leisure Services","Recreation","Aquatics","N/A","Rockport Swim Lessons","Service Charges","10000","10000","9800","General Fund"
"2011","Leisure Services","N/A","Blackhawk","N/A","Beverage - Alchol","Service Charges","11000","11000","0","Golf Courses"
"2011","Leisure Services","Parks","Cemetery","Burials","Cremain","Service Charges","12000","12000","24810","Oak Hill Cemetery"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Building-Alterations/Additions","Permits","12000","12000","8487.81","General Fund"
"2011","Community & Economic Development","Community Development","Building and Development","N/A","Elec- New Construction","Permits","12500","12500","26809","General Fund"
"2011","Neighborhood & Community Services","Transit","N/A","N/A","Special Max Tokens","Service Charges","13000","13000","12838","Transit"
