Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location
Heritage at The Plains at Parish Homestead,163 Heritage Circle,Otsego,Oneonta,13820,6072674013,6072674971,14936,"CSL Heritage AL, Inc.",570-F-051,53,,53,,16,Adult Home,Business Corporation,Capital District Regional Office,
Vassar-Warner Home,52 South Hamilton Street,Dutchess,Poughkeepsie,12601,8454543754,8454546967,14670,Vassar-Warner Home,230-E-014,58,24,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"52 South Hamilton Street
Poughkeepsie, NY 12601
(41.699284, -73.924999)"
Leroy Manor,8678 Lake Street Road,Genesee,Leroy,14482,5857686291,5857686293,14726,"Leroy Manor, LLC",290-F-005,79,79,,,,Adult Home,LLC,Western Regional Office - Buffalo,"8678 Lake Street Road
Leroy, NY 14482
(42.992925, -77.987994)"
Chester Hill Adult Home,187 Cottage Avenue,Westchester,Mount Vernon,10550,9146994294,9146657008,15126,187 Cottage Avenue Corporation,800-F-986,21,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,"187 Cottage Avenue
Mount Vernon, NY 10550
(40.91756, -73.833427)"
Fredonia Place,50 Howard Street,Chautauqua,Fredonia,14063,7166792250,7166792259,14655,"Water/Howard Associates, LLC",060-S-003,84,,84,15,24,Enriched Housing Program,LLC,Western Regional Office - Buffalo,"50 Howard Street
Fredonia, NY 14063
(42.432002, -79.326923)"
"West Side Federation For Senior And Supportive Housing, Inc.",109 West 129th Street,New York,New York,10027,2123488513,2128604568,14851,"West Side Federation For Sr And Supportive Housing, Inc.",420-E-377,99,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"109 West 129th Street
New York, NY 10027
(40.810565, -73.944212)"
Horizons,3132 State Route 21 South,Ontario,Canandaigua,14424,5853963390,5853967332,14911,"DePaul Adult Care Communities, Inc.",530-E-051,76,34,,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"3132 State Route 21 South
Canandaigua, NY 14424
(42.8735, -77.308397)"
The Glen at Maple Pointe,260 Maple Avenue,Nassau,Rockville Center,11570,5167644848,5167644442,14841,"Maple Pointe Senior Care, Llc",400-S-316,83,36,,,,Enriched Housing Program,LLC,Metropolitan Area Regional Office - Long Island,"260 Maple Avenue
Rockville Center, NY 11570
(40.658221, -73.631765)"
Updyke's Willow Ridge Quality Care Facility,131 Hornell Street,Steuben,Hornell,14843,6073245417,6073241913,15020,"Josephine Updyke, Inc.",690-F-046,40,,,,,Adult Home,Individual,Western Regional Office - Buffalo,"131 Hornell Street
Hornell, NY 14843
(42.332593, -77.665732)"
Signature Senior Living,631 Foster Avenue,Kings,Brooklyn,11230,7188592400,7188597911,14740,"SMACF, Inc.",331-F-022,199,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,"631 Foster Avenue
Brooklyn, NY 11230
(40.630493, -73.970516)"
Brookdale Niagara Memory Care,6751 Nash Road,Niagara,North Tonawanda,14120,7167311461,7167311521,14869,"Niagara Sterling Cottage Operator, Inc.",500-F-095,40,,,,,Adult Home,Business Corporation,Western Regional Office - Buffalo,"6751 Nash Road
North Tonawanda, NY 14120
(43.096421, -78.866377)"
Heathwood Assisted Living at Penfield,100 Elderwood Court,Monroe,Penfield,14526,5854259663,5853888632,14799,"Heathwood Assisted Living At Penfield, Inc.",370-S-852,151,25,151,25,24,Enriched Housing Program,Business Corporation,Western Regional Office - Buffalo,"100 Elderwood Court
Penfield, NY 14526
(43.13651, -77.441542)"
Brookdale Niagara Assisted Living,6741 Nash Road,Niagara,North Tonawanda,14120,7167311634,7167311823,14873,"SH Niagara Operator, Inc.",500-S-002,53,,53,53,,Enriched Housing Program,Business Corporation,Western Regional Office - Buffalo,"6741 Nash Road
North Tonawanda, NY 14120
(43.097462, -78.866425)"
Peregrine's Landing Senior Community,575 Cayuga Creek Road,Erie,Cheektowaga,14227,7168933000,7168933103,14706,"Peregrine's Landing, L.L.C",240-S-109,112,,112,25,22,Enriched Housing Program,LLC,Western Regional Office - Buffalo,"575 Cayuga Creek Road
Cheektowaga, NY 14227
(42.87806, -78.765465)"
Laurelwood at the Highlands,300 Hahnemann Trail,Monroe,Pittsford,14534,5853891630,5855864758,14792,Highland Community Development Corp.,370-S-835,68,,68,,,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,"300 Hahnemann Trail
Pittsford, NY 14534
(43.085296, -77.497605)"
Atria Bay Shore,53 Ocean Ave.,Suffolk,Bay Shore,11706,6312061200,6312061300,15076,"ATR New York LH, Inc.",700-S-305,116,,,,,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - Long Island,"53 Ocean Ave.
Bay Shore, NY 11706
(40.71693, -73.246931)"
Assisted Living at Jennings Hall,260 Powers Street,Kings,Brooklyn,11211,7187823390,7183876335,14754,St. Nicks Alliance Corp.,331-S-007,40,40,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,
Gallagher Home,517 North Lake Boulevard,Putnam,Mahopac,10541,8456287000,8456283132,14939,"Lake Mahopac Heights, LLC",580-F-003,16,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"517 North Lake Boulevard
Mahopac, NY 10541
(41.391048, -73.735148)"
RPH East,20 Crossing Creek Drive,Monroe,Fairport,14450,5852230160,5852230140,14769,"Rochester Presbyterian Home, Inc.",370-E-204,64,,64,20,64,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"20 Crossing Creek Drive
Fairport, NY 14450
(43.065909, -77.406664)"
Hultquist Place,715 Falconer Street,Chautauqua,Jamestown,14701,7167209610,7167209609,14647,Lutheran Housing Realty Inc.,060-E-015,96,96,,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,
Memory Garden,560 Fairmount Avenue,Chautauqua,Jamestown,14701,7164832876,7164832832,14653,"Memory Garden at Tanglewood, Inc.",060-F-040,56,56,56,,56,Adult Home,Business Corporation,Western Regional Office - Buffalo,"560 Fairmount Avenue
Jamestown, NY 14701
(42.097086, -79.272001)"
St. Columban's on the Lake,"2546 Lake Road, Route 5",Chautauqua,Silver Creek,14136,7169344515,7169343919,14645,"St Columban's on the Lake, Home for Well-Aged Inc.",060-E-008,57,,,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"2546 Lake Road, Route 5
Silver Creek, NY 14136
(42.533592, -79.230462)"
The Arbors at Hauppauge,1740 Express Drive South,Suffolk,Hauppauge,11788,6315823334,6315829450,15049,"Arcadia Management, Inc.",700-F-916,200,,200,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"1740 Express Drive South
Hauppauge, NY 11788
(40.806651, -73.231415)"
Canterbury Woods,725 Renaissance Drive,Erie,Williamsville,14221,7169295150,7169295812,14704,"Episcopal Church Home & Affiliates Life Care Community, Inc.",240-S-106,32,,32,32,12,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,"725 Renaissance Drive
Williamsville, NY 14221
(42.996438, -78.7229)"
Brookdale Manlius,100 Flume Road,Onondaga,Manlius,13104,3156829261,3156821129,14909,"WW Manlius Operator, Inc.",520-S-137,86,,86,86,,Enriched Housing Program,Business Corporation,Central New York Regional Office,"100 Flume Road
Manlius, NY 13104
(43.000543, -75.978845)"
Mary Agnes Manor ALP,307 Porter Avenue,Erie,Buffalo,14201,7168810565,7168810582,14689,"Mary Agnes Manor, LLC",240-F-868,230,70,230,,96,Adult Home,LLC,Western Regional Office - Buffalo,"307 Porter Avenue
Buffalo, NY 14201
(42.901967, -78.890912)"
Claremont Village ALP,1160 Teller Avenue,Bronx,Bronx,10456,7182931500,7189319700,14617,DOJ ALP Operations Associates LLC,020-F-135,70,70,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"1160 Teller Avenue
Bronx, NY 10456
(40.83171, -73.911944)"
Marian Woods,152 Ridge Road,Westchester,Hartsdale,10530,9147506000,9147506100,15111,"Marian Woods, Inc.",800-E-130,50,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"152 Ridge Road
Hartsdale, NY 10530
(41.020493, -73.806603)"
Brookhaven Care Center,111 Beaverdam Road,Suffolk,Brookhaven,11719,6312862500,6312866488,15034,Brookhaven Care Center LLC,700-F-290,182,181,,,,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"111 Beaverdam Road
Brookhaven, NY 11719
(40.772671, -72.934735)"
"Evergreen Court Home for Adults SP, LLC",65 Lafayette Street,Rockland,Spring Valley,10977,8453567700,8453526244,14984,"Evergreen Court Home for Adults SP, LLC",620-F-078,200,200,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"65 Lafayette Street
Spring Valley, NY 10977
(41.1149, -74.039551)"
Christian Fellowship House,369 Split Rock Road,Nassau,Syosset,11791,5169226040,5169226130,14810,Christian Fellowship,400-E-264,45,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,"369 Split Rock Road
Syosset, NY 11791
(40.838653, -73.514531)"
Pinecrest Home For Adults,7 Charlesworth Avenue,Steuben,Avoca,14809,6075662252,6075662253,15016,Pinecrest Voluntary Home For The Aged,690-E-001,17,,,,,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"7 Charlesworth Avenue
Avoca, NY 14809
(42.410416, -77.418373)"
Elderwood Village at Ticonderoga,101 Adirondack Drive Suite 201,Essex,Ticonderoga,12883,5185853871,5185852576,14721,"1019 Wicker Street AL Operating Company, LLC",260-F-020,23,,,,,Adult Home,LLC,Capital District Regional Office,
Alpine Manor,2714 Poplar Hill Road,Livingston,Lima,14485,5853465880,5853465011,14761,Louise Kinsella Thomas M. Kinsella Thomas E. Kinsella Mary E. Knapp,350-F-001,41,,,,,Adult Home,Individual,Western Regional Office - Buffalo,"2714 Poplar Hill Road
Lima, NY 14485
(42.867714, -77.655984)"
The Ambassador at Scarsdale,9 Saxon Woods Road,Westchester,White Plains,10605,6465280099,9144283785,15145,"KARP Scarsdale, LLC",800-S-153,138,,138,39,22,Enriched Housing Program,LLC,Metropolitan Area Regional Office - New York City,"9 Saxon Woods Road
White Plains, NY 10605
(40.989071, -73.746569)"
Parkwood Heights Senior Living Community,1340 Parkwood Drive,Wayne,Macedon,14502,3159869100,3159865970,15109,Parkwood Heights LLC,770-S-039,49,,,,,Enriched Housing Program,LLC,Western Regional Office - Buffalo,"1340 Parkwood Drive
Macedon, NY 14502
(43.061722, -77.31488)"
Inspir Carnegie Hill,1802 2nd Avenue,New York,New York,10128,6469789040,3323221227,14864,"Inspir Carnegie Hill, LLC",420-S-397,100,,100,50,,Enriched Housing Program,LLC,Metropolitan Area Regional Office - New York City,"1802 2nd Avenue
New York, NY 10128
(40.78249, -73.94839)"
Brookdale Lakewood,220 Southwestern Drive,Chautauqua,Lakewood,14750,7166652414,7166652978,14654,"Painted Post Properties, Inc.",060-S-001,100,,,,,Enriched Housing Program,Business Corporation,Western Regional Office - Buffalo,"220 Southwestern Drive
Lakewood, NY 14750
(42.094471, -79.295071)"
Somerset Gardens,150 Sunnyside Boulevard,Nassau,Plainview,11803,5165763330,5165761112,14842,"Somerset Gardens Senior Care, LLC",400-S-318,160,,,,,Enriched Housing Program,LLC,Metropolitan Area Regional Office - Long Island,"150 Sunnyside Boulevard
Plainview, NY 11803
(40.794416, -73.469793)"
Braemar Living at Wallkill,21 Riverside Drive,Orange,Middletown,10941,9143052230,8456955601,14923,"The Hamlet at Wallkill, LLC",540-F-036,200,88,112,60,24,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"21 Riverside Drive
Middletown, NY 10941
(41.449694, -74.348998)"
Promenade at Blue Hill,582 Veterans Memorial Drive,Rockland,Pearl River,10965,8457356846,8457356855,14986,Promenade Blue Hill LLC,620-F-085,61,,61,40,30,Adult Home,LLC,Metropolitan Area Regional Office - New York City,
Ahana House,31 Sixth Street,Saratoga,Waterford,12188,5182380471,5182331168,14996,"Support Ministries, Inc",640-E-034,17,,,,,Adult Home,Not for Profit Corporation,Capital District Regional Office,"31 Sixth Street
Waterford, NY 12188
(42.793158, -73.680451)"
"The Shores at Peconic Landing Assisted Living Residence, Inc.",1600 Brecknock Road,Suffolk,Greenport,11944,6314773800,6314770061,15073,"The Shores at Peconic Landing Assisted Living Residence, Inc.",700-S-298,47,,47,20,16,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,"1600 Brecknock Road
Greenport, NY 11944
(41.119537, -72.36191)"
Brandywine Assisted Living at The Savoy,55-15 Little Neck Parkway,Queens,Little Neck,11362,7184237900,7184235050,14959,"Brandywine Assisted Living at The Savoy, LLC",590-S-305,160,,160,160,37,Enriched Housing Program,LLC,Metropolitan Area Regional Office - New York City,"55-15 Little Neck Parkway
Little Neck, NY 11362
(40.764913, -73.724406)"
Atria Plainview,12 Washington Avenue,Nassau,Plainview,11803,5169330002,5169330003,14827,"ATR New York LH, Inc.",400-F-329,99,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"12 Washington Avenue
Plainview, NY 11803
(40.779076, -73.466302)"
The Terrace at Newark,208 Route 88 South,Wayne,Newark,14513,3153315282,3153315285,15108,"The Terrace At Newark, Inc.",770-F-037,71,32,39,,12,Adult Home,Business Corporation,Western Regional Office - Buffalo,"208 Route 88 South
Newark, NY 14513
(43.019288, -77.094171)"
"The Sentinel of Amsterdam, LLC",10 Market Street,Montgomery,Amsterdam,12010,5188960010,5188960015,14807,"The Sentinel of Amsterdam, LLC",380-F-047,150,129,21,21,,Adult Home,LLC,Capital District Regional Office,"10 Market Street
Amsterdam, NY 12010
(42.938048, -74.192923)"
Helen Keller National Center,111 Middle Neck Road,Nassau,Sands Point,11050,5169448900,5169447302,14809,Helen Keller Services for the Blind,400-E-040,52,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,"111 Middle Neck Road
Sands Point, NY 11050
(40.855962, -73.701363)"
Westminster Manor,81 South Street,Cayuga,Auburn,13021,3152520507,3152583157,14641,Cayuga-Syracuse Presbyterian Home for the Elderly,050-E-002,37,,,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,"81 South Street
Auburn, NY 13021
(42.925267, -76.565653)"
"Hedgewood Assisted Living, LLC",355 Fishkill Avenue,Dutchess,Beacon,12508,8458316000,8458314810,14675,"Hedgewood Assisted Living, LLC",230-F-082,192,192,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"355 Fishkill Avenue
Beacon, NY 12508
(41.507949, -73.955897)"
"Central Assisted Living, LLC",1509 Central Avenue,Queens,Far Rockaway,11691,7184717700,7184717732,14954,"Central Assisted Living, LLC",590-F-322,186,186,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"1509 Central Avenue
Far Rockaway, NY 11691
(40.605609, -73.751435)"
Brandywine Senior Living at Huntington Terrace,70 Pinelawn Road,Suffolk,Melville,11747,6315310000,6315310003,15074,Brandywine Senior Living at Huntington Terrace LLC,700-S-299,110,,110,110,,Enriched Housing Program,LLC,Metropolitan Area Regional Office - Long Island,"70 Pinelawn Road
Melville, NY 11747
(40.779952, -73.404589)"
Legacy at Cranberry Landing,300 Cranberry Landing Drive,Monroe,Rochester,14609,5852443630,5207977757,14785,"Rochester Operating Company, LLC",370-F-252,78,,78,26,19,Adult Home,LLC,Western Regional Office - Buffalo,"300 Cranberry Landing Drive
Rochester, NY 14609
(43.189762, -77.548507)"
Amber Court of Westbury,3400 Brush Hollow Road,Nassau,Westbury,11590,5163343838,5167807162,14828,"Amber Court of Westbury II, LLC",400-F-331,64,,64,32,32,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"3400 Brush Hollow Road
Westbury, NY 11590
(40.775689, -73.56025)"
Brentwood Adult Home,147 Second Avenue,Suffolk,Brentwood,11717,6312737204,6319519161,15026,Sarah Halpert Simon Halpert,700-F-013,30,,,,,Adult Home,Individual,Metropolitan Area Regional Office - Long Island,
New Haven Manor,1526 New Haven Avenue,Queens,Far Rockaway,11691,7184717200,7184717650,14944,"New Haven Manor Home for Adults, LLC",590-F-172,123,,,,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"1526 New Haven Avenue
Far Rockaway, NY 11691
(40.599339, -73.749563)"
Atria Tanglewood,125 Ocean Avenue,Nassau,Lynbrook,11563,5165963400,5165360599,14815,"ATR New York LH, Inc.",400-F-306,160,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,
The Glen at Maple Pointe,260 Maple Avenue,Nassau,Rockville Center,11570,5167644848,5167644442,14820,"Maple Pointe Senior Care, Llc",400-F-320,60,4,,,,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"260 Maple Avenue
Rockville Center, NY 11570
(40.658221, -73.631765)"
Atria Riverdale,3718-3726 Henry Hudson Parkway,Bronx,Riverdale,10463,7184322448,7184322447,14621,"ATR New York LH, Inc.",020-S-001,195,,195,55,40,Enriched Housing Program,Business Corporation,Metropolitan Area Regional Office - New York City,"3718-3726 Henry Hudson Parkway
Riverdale, NY 10463
(40.888183, -73.910559)"
Family Srvs/Rochester EHP2 Jonathan Child Project,399 Colvin Avenue,Monroe,Rochester,14611,5854369462,5855294863,14788,"Family Service Of Rochester, Inc.",370-S-132,30,30,,,,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,"399 Colvin Avenue
Rochester, NY 14611
(43.158531, -77.641204)"
Terrace at Beverwyck,41 Beverwyck Lane,Albany,Slingerlands,12159,5184594062,5184820106,14606,"Beverwyck, Inc.",000-S-005,48,,,,,Enriched Housing Program,Not for Profit Corporation,Capital District Regional Office,"41 Beverwyck Lane
Slingerlands, NY 12159
(42.66026, -73.835275)"
Gurwin Jewish Fay J. Lindner Residence,50 Hauppauge Road,Suffolk,Commack,11725,6317158500,6317158580,15071,"Gurwin Jewish - Fay J. Lindner Residences, Inc.",700-S-289,200,,200,59,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - Long Island,"50 Hauppauge Road
Commack, NY 11725
(40.828338, -73.298129)"
Kenwood Manor,141 Rockefeller Road,Albany,Delmar,12054,5184398899,5184751690,14598,"Kenwood Manor, Inc.",000-F-317,67,,,,,Adult Home,Not for Profit Corporation,Capital District Regional Office,"141 Rockefeller Road
Delmar, NY 12054
(42.625193, -73.802946)"
The Amberleigh,2330-40 Maple Road,Erie,Amherst,14221,7166894195,7166363687,14714,"CSL Amberleigh, Inc.",240-S-125,76,,76,76,17,Enriched Housing Program,Business Corporation,Western Regional Office - Buffalo,"2330-40 Maple Road
Amherst, NY 14221
(42.989322, -78.702521)"
The Bristal at Sayville,129 Lakeland Avenue,Suffolk,Sayville,11782,6315631160,6315631161,15036,Sayville Senior Care LLC,700-F-302,155,,155,61,51,Adult Home,LLC,Metropolitan Area Regional Office - Long Island,"129 Lakeland Avenue
Sayville, NY 11782
(40.744584, -73.087596)"
Mount Alverno Center,20 Grand Street,Orange,Warwick,10990,8459862267,8459863604,14917,"St. Francis Center At The Knolls, Inc.",540-E-051,85,55,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"20 Grand Street
Warwick, NY 10990
(41.262536, -74.362399)"
Loretto EHP #3 Nottingham,1301 Nottingham Road,Onondaga,Jamesville,13078,3154459242,3154465346,14903,"Loretto Adult Community, Inc.",520-S-114,64,,64,16,,Enriched Housing Program,Not for Profit Corporation,Central New York Regional Office,"1301 Nottingham Road
Jamesville, NY 13078
(43.01025, -76.086052)"
Atria Greece,150 Towngate Road,Monroe,Rochester,14626,5852253010,5852253011,14771,"ATR New York LH, Inc.",370-F-210,79,,,,,Adult Home,Business Corporation,Western Regional Office - Buffalo,"150 Towngate Road
Rochester, NY 14626
(43.205031, -77.698087)"
Genesee Adult Home,278 Bank Street,Genesee,Batavia,14020,5853440584,5853444685,14727,Genesee Center Operating II LLC,290-F-007,80,,80,,40,Adult Home,LLC,Western Regional Office - Buffalo,"278 Bank Street
Batavia, NY 14020
(43.008753, -78.176654)"
Brookdale Pittsford,159 Sully's Trail,Monroe,Pittsford,14534,5852499990,5852499940,14773,"Perinton Clare Bridge Operator, Inc.",370-F-217,52,,,,,Adult Home,Business Corporation,Western Regional Office - Buffalo,"159 Sully's Trail
Pittsford, NY 14534
(43.05807, -77.466667)"
GreenField Terrace,5979 Broadway Street,Erie,Lancaster,14086,7166814434,7166816894,14681,"Lutheran Church Home Of Buffalo, Inc.",240-E-013,56,,56,23,42,Adult Home,Not for Profit Corporation,Western Regional Office - Buffalo,"5979 Broadway Street
Lancaster, NY 14086
(42.894438, -78.62848)"
Rudolf Steiner Fellowship Foundation,241 Hungry Hollow Road,Rockland,Spring Valley,10977,8453568494,8453568468,14977,"Rudolf Steiner Fellowship Foundation, Inc.",620-E-013,33,,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"241 Hungry Hollow Road
Spring Valley, NY 10977
(41.088591, -74.064862)"
Brookdale East Niskayuna,2861 Troy-Schenectady Road,Schenectady,Niskayuna,12309,5187827381,5187827382,15008,"Niskayuna Clare Bridge Operator, Inc.",650-F-101,52,,,,,Adult Home,Business Corporation,Capital District Regional Office,"2861 Troy-Schenectady Road
Niskayuna, NY 12309
(42.778866, -73.842894)"
Crossroads,120 Gifford Street,Onondaga,Syracuse,13202,3157013894,3154763615,14885,"Rescue Mission Alliance of Syracuse New York, Inc.",520-E-088,59,,,,,Adult Home,Not for Profit Corporation,Central New York Regional Office,"120 Gifford Street
Syracuse, NY 13202
(43.043597, -76.154875)"
Atria Shaker,345 Northern Boulevard,Albany,Albany,12204,5184654444,5184652127,14610,"ATR New York LH, Inc.",000-S-011,171,,171,47,35,Enriched Housing Program,Business Corporation,Capital District Regional Office,"345 Northern Boulevard
Albany, NY 12204
(42.672357, -73.751906)"
Countryside Adult Home,353 Schroon River Road,Warren,Warrensburg,12885,5186233451,5186235590,15100,Warren County D.S.S,750-N-006,48,,,,,Adult Home,County,Capital District Regional Office,"353 Schroon River Road
Warrensburg, NY 12885
(43.510763, -73.750346)"
The Osborn,101 Theall Road,Westchester,Rye,10580,9149258200,9149674555,15139,The Osborn,800-S-141,103,,103,103,13,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"101 Theall Road
Rye, NY 10580
(40.971997, -73.70068)"
Family Srvs/Rochester EHP1 Danforth Towers East,140 West Avenue,Monroe,Rochester,14611,5854369462,5855294863,14787,"Family Service Of Rochester, Inc.",370-S-051,28,,,,,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,"140 West Avenue
Rochester, NY 14611
(43.149982, -77.64161)"
Heathwood Assisted Living at Williamsville,815 Hopkins Road,Erie,Williamsville,14221,7166880111,7166887266,14694,"Heathwood Assisted Living At Williamsville, Inc.",240-F-881,128,36,128,35,25,Adult Home,Business Corporation,Western Regional Office - Buffalo,
The Eliot at Catskill,122 Jefferson Heights,Greene,Catskill,12414,5189437100,5189437123,14730,"The Eliot at Catskill, LLC",300-F-033,98,58,,,,Adult Home,LLC,Capital District Regional Office,"122 Jefferson Heights
Catskill, NY 12414
(42.229672, -73.874139)"
Beacon Pointe Memory Care Community,1 Emma Lane,Saratoga,Clifton Park,12065,5183712200,5183715151,15003,"Peregrine Properties of Upstate, LLC",640-F-042,52,,,,,Adult Home,LLC,Capital District Regional Office,"1 Emma Lane
Clifton Park, NY 12065
(42.867177, -73.795683)"
The Cloisters,171 North Maple Street,Wyoming,Warsaw,14569,5857868727,5857860436,15148,"Sunrise Assets, LLC",900-F-005,48,,,,,Adult Home,LLC,Western Regional Office - Buffalo,"171 North Maple Street
Warsaw, NY 14569
(42.745893, -78.139088)"
Whisper Woods of Smithtown,71 St. Johnland Road,Suffolk,Smithtown,11787,6313203181,6317805296,15067,"BSL Smithtown Operations, Inc.",700-F-957,136,,136,136,38,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,
Ken-Ton Enriched Housing,3735 Delaware Avenue,Erie,Kenmore,14217,7168746070,7168741455,14717,Ken-Ton Enriched Housing LLC,240-S-131,49,,,,,Enriched Housing Program,Not for Profit Corporation,Western Regional Office - Buffalo,
Willow Ridge Pointe,1 Prospect Street,Saratoga,Mechanicville,12118,5186648014,5186641075,15002,"Willow Ridge Pointe, LLC",640-F-044,13,,,,,Adult Home,Individual,Capital District Regional Office,"1 Prospect Street
Mechanicville, NY 12118
(42.901169, -73.695933)"
Norwegian Christian Home and Health Center,1250-1270 67th Street,Kings,Brooklyn,11219,7182322322,7183315111,14738,Norwegian Christian Home and Health Center,331-E-030,88,88,,,,Adult Home,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"1250-1270 67th Street
Brooklyn, NY 11219
(40.625424, -74.003729)"
The Knolls,55 Grasslands Road,Westchester,Valhalla,10595,9149897878,9149897818,15146,The Bethel Methodist Home,800-S-155,12,,,,,Enriched Housing Program,Not for Profit Corporation,Metropolitan Area Regional Office - New York City,"55 Grasslands Road
Valhalla, NY 10595
(41.076341, -73.816524)"
"New Homestead Home for Adults, Inc.",82-45 Grenfell Street,Queens,Kew Gardens,11415,7184412000,7188493997,14948,"New Homestead Home for Adults, Inc.",590-F-311,163,,,,,Adult Home,Business Corporation,Metropolitan Area Regional Office - New York City,"82-45 Grenfell Street
Kew Gardens, NY 11415
(40.709088, -73.831231)"
Adirondack Manor HFA D.B.A. Willow Park HFA,1550 Herkimer Road,Oneida,Utica,13502,3157322257,3157338944,14879,James E. Kane Sr. James E. Kane Jr.,510-F-055,60,45,,,,Adult Home,Individual,Central New York Regional Office,"1550 Herkimer Road
Utica, NY 13502
(43.108029, -75.169519)"
The Villa at Westhampton,68 Old Country Road,Suffolk,Westhampton,11977,6312408100,6312408190,15062,"Westhampton Senior Living, Inc.",700-F-939,100,,100,100,24,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"68 Old Country Road
Westhampton, NY 11977
(40.826508, -72.67602)"
Harbor House,150 South Street,Nassau,Oyster Bay,11771,5166248400,5166242949,14814,"Oyster Bay Senior Residence, Inc.",400-F-305,136,,136,,124,Adult Home,Business Corporation,Metropolitan Area Regional Office - Long Island,"150 South Street
Oyster Bay, NY 11771
(40.87053, -73.531225)"
"Longview, an Ithacare Community",1 Bella Vista Drive,Tompkins,Ithaca,14850,6073756300,6073756301,15086,"Ithacare Center Service Company, Inc.",730-E-002,96,,96,32,,Adult Home,Not for Profit Corporation,Central New York Regional Office,"1 Bella Vista Drive
Ithaca, NY 14850
(42.416482, -76.503256)"
"Kingsway Manor, LLC",357 Kings Road,Schenectady,Schenectady,12304,5183934304,5183930749,15009,"Kingsway Manor, LLC",650-F-103,140,,140,50,20,Adult Home,LLC,Capital District Regional Office,"357 Kings Road
Schenectady, NY 12304
(42.775054, -73.912414)"
"Sutton Gardens, LLC",147-02 34th Avenue,Queens,Flushing,11354,7184611923,7184617617,14956,"Sutton Gardens, LLC",590-F-326,47,,47,47,,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"147-02 34th Avenue
Flushing, NY 11354
(40.767392, -73.81978)"
Eden Heights of Olean,161 South Twenty-Fifth Street,Cattaraugus,Olean,14760,7163724466,7163721681,14639,"Eden Management of Olean, Inc.",040-F-028,120,,,,,Adult Home,Business Corporation,Western Regional Office - Buffalo,"161 South Twenty-Fifth Street
Olean, NY 14760
(42.076257, -78.436379)"
Ivy Lodge,108 Main Street,Ulster,Saugerties,12477,8452464646,8452466095,15096,"Ivy Hall at the Family Lodge, LLC",740-F-082,40,,40,40,16,Adult Home,LLC,Metropolitan Area Regional Office - New York City,"108 Main Street
Saugerties, NY 12477
(42.079049, -73.94874)"
