"county","priority_area_order","priority_area","focus_area_order","focus_area","partner","partner_information","partner_main_address","phone_number","email"
"Niagara","1","Promote a Healthy and Safe Environment","2","Water Quality","Niagara County","Great Lakes Restoration Initiative","5467 Upper Mountain Road, Suite 100, Lockport, NY 14094","(716) 439-7435","Paul.Dicky@niagaracounty.com"
"Saratoga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Delaware","4","Promote Healthy Women, Infants, and Children","2","Child Health","Delaware County Public Health Nursing Service","Early Intervention Program","99 Main Street, Delhi, New York 13753","(607) 832-5200","bonnie.hamilton@co.delaware.ny.us"
"Delaware","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Delaware","4","Promote Healthy Women, Infants, and Children","2","Child Health","Mary Imogene Bassett Hospital","School Based Health Centers","1 Atwell Road Cooperstown NY 13326","(607) 746-9332","jane.hamilton@bassett.org"
"Delaware","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Schuyler","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Delaware","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood South Central NY","Family Planning Program","37 Dietz Street , Oneonta, NY 13820","(607) 432-2252","debra.marcus@fpscny.org"
"Westchester","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Tioga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"St. Lawrence","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Expanded Syringe Access Program","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Warren","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Albany Medical Center, Inc.","Comprehensive Care Centers for Eating Disorders","43 New Scotland Ave. MC-34  Albany, NY 12208","518-262-6008","verdilv@mail.amc.edu"
"Dutchess","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Family Services, Inc.","Rape Crisis & Sexual Violence Prevention","Crime Victims Assistance Programs, 29 North Hamilton St., Poughkeepsie, NY 12601","(845) 452-1110","sdoane@familyservicesny.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","STD Testing and Awareness","259 Monroe Ave, Rochester, NY 14607","(585) 210-4160","ademeo@trilliumhealth.org"
"Sullivan","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Breast Cancer Options, Inc.","Community-Based Breast Cancer Support and Wellness Services","678 Ohayo Mountain Rd.  Glenford, NY 12433","845-339-4673","hopenemiroff@yahoo.com"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Safe Horizon, Inc.","Prevention Services for Women","2 Lafayette St 3rd Fl New York , NY 10007","(212) 577-7705","ariel.zwang@safehorizon.org"
"Madison","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Healthcare Network","Prevention Services for Women","60 Madison Ave 5th Fl New York , NY 10010","(212) 545-2425","mweissman@chnnyc.org"
"Herkimer","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Schenectady","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","To Life!, Inc.","Community-Based Breast Cancer Support and Wellness Services","410 Kenwood Ave.  Delmar, NY 12054","518-439-5975","ebird@tolife.org"
"Richmond","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Orange","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Presbyterian Hospital","Comprehensive Care Centers for Eating Disorders","1051 Riverside Dr. Unit 98  New York, NY 10032","646-774-8085","kas9171@nyp.org"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Expanded Syringe Access Program","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Herkimer","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley LGBTQ Community Center","Health and Human Services for LGBT Individuals, Families and Communities","300 Wall St PO Box 3994 Kingston, NY  12402","(845) 331-5300","v.shelmandine@lgbtqcenter.org"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Regional Prevention and Support Programs (formerly CSPs)","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Suffolk","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Long Island Jewish Medical Center","Pediatric Obesity Prevention:  Creating Breastfeeding Friendly Communities","125 Community Drive  Great Neck, NY 11021","516-465-2776","GMO@northwell.edu"
"Otsego","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Erie","1","Promote a Healthy and Safe Environment","4","Injuries, Violence And Occupational Health","Suicide Prevention and Crisis Service, Inc.","Rape Crisis & Sexual Violence Prevention","2969 Main St., Buffalo, NY 14214","(716) 834-2310","rwr@crisisservices.org"
"Essex","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Clinton County Department of Health","Pediatric Obesity Prevention:  Creating Breastfeeding Friendly Communities","137 Margaret St.  Plattsburgh, NY 12901","518-565-4600","Lisa.Turner@clintoncountygov.com"
"Putnam","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Tioga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Southern Tier AIDS Program, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","22 Riverside Drive, Binghamton, NY  13905","(607) 798-1706","jbarry@stapinc.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","New York City Health and Hospitals CorporationKings County Hospital Center","Prevention Services for Women","451 Clarkson Ave Brooklyn , NY 11203","(718)245-3737","vincent.mulvihill@nychhc.org"
"Madison","4","Promote Healthy Women, Infants, and Children","2","Child Health","Madison County Department of Health","Children with Special Health Care Needs Program","138 N. Court Street Bldg. 5,PO Box 605,Wampsville,NY,13163","(315) 366-2361","Rosanne.Lewis@madisoncounty.ny.gov"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Family Services Network of New York, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","1420 Bushwick Ave Brooklyn , NY 11207","(718) 455-6016","bigwe@fsnny.org"
"Allegany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","University of Rochester","Comprehensive Care Centers for Eating Disorders","518 Hylan Building  RC Box 270140  Rochester, NY 14627","585-273-2137","anne.corriveau@rochester.edu"
"Cattaraugus","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Regional Prevention and Support Programs (formerly CSPs)","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Tioga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Cattaraugus","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"St. Lawrence","4","Promote Healthy Women, Infants, and Children","2","Child Health","Saint Lawrence County Department of Health","Children with Special Health Care Needs Program","80 State Highway 310,Suite 2,Canton,NY,13617-1476","(315) 386-2325","jgiglio@stlawco.org"
"Putnam","1","Promote a Healthy and Safe Environment","2","Water Quality","Putnam County","Drinking Water Enhancement","1 Geneva Road, Brewster, NY 10509","(845) 808-1390","robert.morris@putnamcountyny.gov"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Regional Prevention and Support Programs (formerly CSPs)","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Chautauqua","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Pride Center of Western New York, Inc.","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","206 South Elmwood Ave 3rd Floor Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Health Action of Staten Island, Inc.","Criminal Justice - Men","56 Bay St 4th Fl Staten Island , NY 10301","(718) 808-1402","diane.arneth@chasiny.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Positive Health Project, Inc.","Harm Reduction/Syringe Exchange","57 Willoughby St 2nd Fl Brooklyn , NY 11201","(347) 473-7404","smith@housingworks.org"
"Onondaga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Center for Community Alternatives","Criminal Justice Positive Pathways","115 E Jefferson St Suite 300, Syracuse, NY  13202","(718)858-9658","dcondliffe@communityalternatives.org"
"Suffolk","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Warren","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","To Life!, Inc.","Community-Based Breast Cancer Support and Wellness Services","410 Kenwood Ave.  Delmar, NY 12054","518-439-5975","ebird@tolife.org"
"Sullivan","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Nassau","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","New York Presbyterian Hospital","Comprehensive Care Centers for Eating Disorders","1051 Riverside Dr. Unit 98  New York, NY 10032","646-774-8085","kas9171@nyp.org"
"Broome","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Southern Tier AIDS Program, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","22 Riverside Drive, Binghamton, NY  13905","(607) 798-1706","jbarry@stapinc.org"
"New York","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"Yates","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Wayne","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Elm & Carlton Streets, RSC2 Buffalo, NY 14263","(716) 845-2339","Richard.Hershberger@roswellPark.org"
"Schuyler","4","Promote Healthy Women, Infants, and Children","2","Child Health","Schuyler County Department of Health","Children with Special Health Care Needs Program","106 S. Perry Street,Suite 4,Watkins Glen,NY14891","(607) 535-8140","jwendela@co.schuyler.ny.us"
"Jefferson","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","AIDS Community Resources, Inc.","Criminal Justice - Men","627 West Genesee St Syracuse , NY 13204","(315) 475-2430","wmurtaugh@acrhealth.org"
"Orange","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Heterosexual Men & Women","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Harlem United Community AIDS Center, Inc.","Prevention Services for Women","306 Lenox Ave 3rd Fl New York , NY 10027","(212) 803-2863","jkilmer@harlemunited.org"
"Onondaga","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Safe Horizon, Inc.","Health and Human Svcs for LGBT Individuals, Families and Communities","2 Lafayette St 3rd Fl New York , NY 10007","(212) 577-7705","ariel.zwang@safehorizon.org"
"Ulster","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Expanded Syringe Access Program","40 Saw Mill River Rd Hawthorne , NY 10532","(914)785-8265","astraus@hudsonvalleycs.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Pride Center of Western New York, Inc.","HIV/STI/Hep C Prevention & Related Services for Transgender Individuals","206 South Elmwood Ave 3rd Floor Buffalo , NY 14201","(716) 847-0212","rsilverio@evergreenhs.org"
"Erie","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Roswell Park Cancer Institute Corporation","Criminal Justice Prison Hotline","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-3001","Richard.Hershberger@roswellPark.org"
"Bronx","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","New York City Gay & Lesbian Anti-Violence Project, Inc.","Health and Human Services for LGBT Individuals, Families and Communities","116 Nassau Street, 3rd  Fl, New York, NY  10038","(212) 714-1184","Btillery@AVP.org"
"Orleans","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","PathStone Corporation","Criminal Justice - Women","400 East Ave Rochester , NY 14607","(585) 340-3365","jlewis@pathstone.org"
"Monroe","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","HIV/STD/HCV Prevention and Related Services for Young Gay Men/Men who have Sex with Men with a focus on COC","259 Monroe Ave Rochester , NY 14607","(585) 210-4168","ademeo@trillumhealth.org"
"Columbia","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Schuyler","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Planned Parenthood of Southern Finger Lakes (Tompkins)","Health and Human Services for LGBT Individuals, Families and Communities","620 W Seneca St, Ithaca, NY  14850","(607) 273-1526","angela.riddell@ppsfl.org"
"Franklin","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","SHARE:  Self-Help for Women with Breast or Ovarian Cancer","Community-Based Breast Cancer Support and Wellness Services","165 W. 46th St.  Suite 712  New York, NY 10036","212-937-5570","jreinhard@sharecancersupport.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Citiwide Harm Reduction Program, Inc.","Harm Reduction/Syringe Exchange","540 East Fordham Rd Bronx, NY 10458","(718) 295-2666","jdavila@boomhealth.org"
"Fulton","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Erie","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Chautauqua Opportunities","Migrant and Seasonal Farmworker Health Program","17 West Courtney Street Dunkirk, NY 14048","(716) 661-9430","dhewitt-johnson@chautopp.org"
"Rockland","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Erie","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Genesee Valley BOCES","Migrant and Seasonal Farmworker Health Program","3 Mount Morris-Leicester Road Leicester, NY 14481","(585) 658-7960","rlynch@gvboces.org"
"Erie","4","Promote Healthy Women, Infants, and Children","1","Maternal and Infant Health","Women and Childrens Hospital of Buffalo - Regional Perinatal Center","Regional Perinatal Centers","219 Bryant Street, Buffalo, NY 14222","(716) 878-7216","lhubbaed@kaleidahealth.org"
"Erie","4","Promote Healthy Women, Infants, and Children","2","Child Health","Baker Victory Dental Center","School Based Health Centers- Dental Clinics","790 Ridge Road Lackawanna, NY 14218","(716) 828-7034","jwelsh@olv-bvs.org"
"Livingston","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Community Mobilization Programs (formerly CDIs)","254 West 29th St, 2nd Fl New York, NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","HIV/STD/HCV Prevention & Related Services for Young Gay Men/MSM with a focus on COC","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Columbia","4","Promote Healthy Women, Infants, and Children","2","Child Health","Columbia County Department of Health","Children with Special Health Care Needs Program","325 Columbia Street 1st floor Hudson NY 12534","(518) 828-3358 x 1255","judith.hettesheimer@columbiacountyny.com"
"Erie","4","Promote Healthy Women, Infants, and Children","2","Child Health","Erie County Department of Health","Early Intervention Program","95 Franklin Street Room 828, Buffalo, New York 14202","(716) 858-6360","martinm@erie.gov"
"Genesee","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","EHS, Inc.","Harm Reduction/Syringe Exchange","206 South Elmwood Ave Buffalo , NY 14201","(716) 847-0212","rganoe@evergreenhs.org"
"Erie","4","Promote Healthy Women, Infants, and Children","2","Child Health","Kaleida Health","School Based Health Centers","Stanley Makowski ECC School #99, 1095 Jefferson Avenue Buffalo, NY 14208","(716) 883-7489","Bkuppel@KaleidaHealth.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Washington Heights CORNER Project","Harm Reduction/Syringe Exchange","566 West 181st St 2nd Fl New York , NY 10033","(212) 923-7600","liz@cornerproject.org"
"Erie","4","Promote Healthy Women, Infants, and Children","2","Child Health","Sisters of Charity Hospital","School Based Health Centers","300 Two Mile Creek Road Tonawanda NY 14105","(716) 447-6475","jheath@chsbuffalo.org"
"Erie","4","Promote Healthy Women, Infants, and Children","2","Child Health","SUNY Research Foundation","Keeping NY Kids Alive","P.O. Box 9 Albany, NY 12201-0009","(518) 434-7065",
"Erie","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Boys and Girls Clubs of Buffalo","Successfully Transitioning Youth to Adolescence","282 Babcock Street, Buffalo, NY 14210","(716) 825-1016","browe@bgcbuffalo.org"
"Richmond","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Community Health Action of Staten Island, Inc.","HIV/STI/Hep C Prev & Related Svcs for Gay Men/MSM","56 Bay St 4th Fl Staten Island , NY 10301","(718) 808-1402","diane.arneth@chasiny.org"
"Richmond","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Heights Hill Mental Health Services South Beach Psychiatric Center CAB, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","25 Flatbush Ave 3rd Fl Brooklyn, NY 11217","(718)852-5212","christianhuygen@rainbowheights.org"
"Erie","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Kaleida Health","Family Planning Program","Finance Dept. 726 Exchange St., Suite 200, Buffalo, NY 14210","(716) 887-8252","Lgilbert@Kaleidahealth.org"
"Erie","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Native American Community Services of Erie and Niagara Counties, Inc.","Comprehensive Adolescent Pregnancy Prevention","1005 Grant Street , Buffalo, NY 14207","(716) 874-2797","mmartin@nacswny.org"
"Erie","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","Planned Parenthood of Western New York","Comprehensive Adolescent Pregnancy Prevention","2697 Main Street , Buffalo, NY 14214","(716) 200-5920","najeyah.sultan@ppwny.org"
"Wayne","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Erie","4","Promote Healthy Women, Infants, and Children","3","Reproductive, Preconception And Inter-Conception Health","The Buffalo Federation of Neighborhood Centers, Inc.","Comprehensive Adolescent Pregnancy Prevention","97 Lemon Street , Buffalo, NY 14204","(716) 856-0363","rherrera@bfnc.org"
"Dutchess","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hudson Valley Community Services, Inc.","Regional Prevention and Support Programs (formerly CSPs)","40 Saw Mill River Rd Hawthorne , NY 10532","(914) 785-8265","astraus@hudsonvalleycs.org"
"Livingston","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Health & Human Svcs for LGBT Individuals, Families and Communities","259 Monroe Ave Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"New York","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Hispanic AIDS Forum, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","1767 Park Ave 5th Floor New York, 10035","(212) 563-4500","hsanchezsoto@hafnyc.org"
"Kings","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Bridging Access to Care, Inc.","Regional Prevention and Support Programs (formerly CSPs)","2261 Church Ave, Brooklyn, NY  11226","(347) 505-5000","gsmith@bac-ny.org"
"Monroe","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","American Indian Community House, Inc.","Targeted Prevention and Support Services Programs (formerly MSAs)","254 West 29th St 2nd Fl New York , NY 10001","(212) 598-0100","bengeboe@gmail.com"
"Wayne","3","Prevent HIV, STDs, Vaccine Preventable Diseases and Healthcare Associated Infections","1","Prevent HIV and STDS","Trillium Health, Inc.","Prevention Services for Women","259 Monroe Ave Suite 100 Rochester , NY 14607","(585) 210-4160","ademeo@trillumhealth.org"
"Essex","1","Promote a Healthy and Safe Environment","3","Built Environment","Essex County","Lead Poisoning Prevention Program","132 Water Street, P.O. Box 217, Elizabethtown, NY 12932","(518) 873-3500","lbeers@co.essex.ny.us"
