School District,School,County,Type of Organization,Number of Outlets,Any Buildings with Lead-Free Plumbing?,Previously Sampled Outlets,Outlets Waiver Requested,Waivers Granted,Outlets Sampled After Regulation,Sampling Complete,Sampling Completion Date,"Number of Outlets, Result ≤ 15 ppb","Number of Outlets, Result > 15 ppb",Out of Service,All Results Received	,Date All Results Received,School Website	,BEDS Code,School Street ,School City,School State,School Zip Code,Date Sampling Updated,Date Results Updated,County Location,Location,Counties
NYC DOE,K806,Kings,Public School,25,No,0,0,0,25,Yes,,25,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/k592,"K592,K753",,Brooklyn,NY,11217,04/03/2019,04/03/2019,40 686147,"362 SCHERMERHORN STREET
Brooklyn, NY 11217
(40.68650993400007, -73.97966927899995)",
NYC DOE,K807,Kings,Public School,161,No,0,0,0,161,Yes,,161,0,No,Yes,04/28/2018,http://schools.nyc.gov/schools/K163,"K163,K370",,Brooklyn,NY,11214,04/03/2019,04/03/2019,40 606739,"109 BAY 14TH STREET
Brooklyn, NY 11214
(40.60679648400003, -74.00802471199995)",
NYC DOE,K808,Kings,Public School,11,No,0,0,0,11,Yes,,11,0,No,Yes,12/27/2016,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11233,04/03/2019,04/03/2019,40 6732,"1665 ST MARKS AVE
Brooklyn, NY 11233
(40.67320192500006, -73.91194061699997)",
NYC DOE,K812,Kings,Public School,11,No,0,0,0,11,Yes,,11,0,No,Yes,12/21/2016,http://schools.nyc.gov/schools/K001,K001,,Brooklyn,NY,11220,04/03/2019,04/03/2019,40 648723,"411 46 STREET
Brooklyn, NY 11220
(40.648460175000025, -74.00980037799997)",
NYC DOE,K813,Kings,Public School,14,No,0,0,0,14,Yes,,14,0,No,Yes,02/22/2019,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11238,04/03/2019,04/03/2019,40 676314,"355 PARK PLACE
Brooklyn, NY 11238
(40.676106194000056, -73.96592144399995)",
NYC DOE,K814,Kings,Public School,97,No,0,0,0,97,Yes,,97,0,No,Yes,12/17/2017,http://schools.nyc.gov/schools/K089,K089,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 677707,"265 WARWICK STREET
Brooklyn, NY 11207
(40.67766235700003, -73.88689281099994)",
NYC DOE,K818,Kings,Public School,13,No,0,0,0,13,Yes,,13,0,No,Yes,12/22/2016,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11236,04/03/2019,04/03/2019,40 643317,"1106 EAST 95 STREET
Brooklyn, NY 11236
(40.64333899800005, -73.90323771599998)",
NYC DOE,K819,Kings,Public School,28,No,0,0,0,28,Yes,,28,0,No,Yes,06/04/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 661104,"2057 LINDEN BOULEVARD
Brooklyn, NY 11207
(40.661073000000044, -73.88693999999998)",
NYC DOE,K824,Kings,Public School,48,No,0,0,0,48,Yes,,48,0,No,Yes,06/06/2018,http://schools.nyc.gov/schools/K646,K646,,Brooklyn,NY,11225,04/03/2019,04/03/2019,40 669561,"402 EASTERN PARKWAY
Brooklyn, NY 11225
(40.669847110000035, -73.95510479999996)",
NYC DOE,K825,Kings,Public School,32,No,0,0,0,32,Yes,,32,0,No,Yes,02/15/2019,http://schools.nyc.gov/schools/K698,K698,,Brooklyn,NY,11231,04/03/2019,04/03/2019,40 677968,"173 CONOVER STREET
Brooklyn, NY 11231
(40.677961663000076, -74.01432859899995)",
NYC DOE,K830,Kings,Public School,8,No,0,0,0,8,Yes,,8,0,No,Yes,04/11/2017,http://schools.nyc.gov/schools/K039,K039,,Brooklyn,NY,11215,04/03/2019,04/03/2019,40 669067,"339 8TH STREET
Brooklyn, NY 11215
(40.66888296700006, -73.98389633999994)",
NYC DOE,K834,Kings,Public School,54,No,0,0,0,54,Yes,,54,0,No,Yes,07/13/2018,http://schools.nyc.gov/schools/k372,K372,,Brooklyn,NY,11215,04/03/2019,04/03/2019,40 676198,"512 CARROLL STREET
Brooklyn, NY 11215
(40.67666639600003, -73.98537409999994)",
NYC DOE,K835,Kings,Public School,33,No,0,0,0,33,Yes,,33,0,No,Yes,05/29/2018,http://schools.nyc.gov/schools/K235,K235,,Brooklyn,NY,11203,04/03/2019,04/03/2019,40 655337,"525 LENOX ROAD
Brooklyn, NY 11203
(40.655196000000046, -73.94069249999995)",
NYC DOE,K839,Kings,Public School,16,No,0,0,0,16,Yes,,16,0,No,Yes,03/23/2018,http://schools.nyc.gov/schools/K839,K134,,Brooklyn,NY,11218,04/03/2019,04/03/2019,40 632145,"4001 18 AVENUE
Brooklyn, NY 11218
(40.63251158000003, -73.97335436499998)",
NYC DOE,K840,Kings,Public School,8,No,0,0,0,8,Yes,,8,0,No,Yes,12/29/2016,http://schools.nyc.gov/schools/K241,K241,,Brooklyn,NY,11225,04/03/2019,04/03/2019,40 668913,"976 PRESIDENT STREET
Brooklyn, NY 11225
(40.669195717000036, -73.96011988999999)",
NYC DOE,K842,Kings,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,12/28/2016,http://schools.nyc.gov/schools/K045,K045,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 687962,"1160 DECATUR STREET
Brooklyn, NY 11207
(40.68821015900005, -73.90804799699998)",
NYC DOE,K843,Kings,Public School,6,No,0,0,0,6,Yes,,6,0,No,Yes,12/28/2016,http://schools.nyc.gov/schools/K004,K004,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 656599,"530 STANLEY AVENUE
Brooklyn, NY 11207
(40.65716373200007, -73.88890295399995)",
NYC DOE,K845,Kings,Public School,71,No,0,0,0,71,Yes,,71,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/K295,"K295,K443",,Brooklyn,NY,11215,04/03/2019,04/03/2019,40 660805,"330 18 STREET
Brooklyn, NY 11215
(40.66121978800004, -73.98876135299997)",
NYC DOE,K848,Kings,Public School,23,No,0,0,0,23,Yes,,23,0,No,Yes,07/02/2018,http://schools.nyc.gov/schools/K848,K149,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 6684,"373 PENNSYLVANIA AVE
Brooklyn, NY 11207
(40.66833979200004, -73.89493989099998)",
NYC DOE,K849,Kings,Public School,34,No,0,0,0,34,Yes,,34,0,No,Yes,02/22/2018,http://schools.nyc.gov/schools/K134,K134,,Brooklyn,NY,11218,04/03/2019,04/03/2019,40 632145,"4001 18 AVENUE
Brooklyn, NY 11218
(40.63251158000003, -73.97335436499998)",
NYC DOE,K851,Kings,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,12/21/2016,http://schools.nyc.gov/schools/K159,K159,,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 676111,"2781 PITKIN AVENUE
Brooklyn, NY 11208
(40.67575586500004, -73.86963010299996)",
NYC DOE,K852,Kings,Public School,31,No,0,0,0,31,Yes,,31,0,No,Yes,02/22/2018,http://schools.nyc.gov/schools/K326,K326,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 628417,"1800 UTICA AVENUE
Brooklyn, NY 11234
(40.62842100000006, -73.92825449999998)",
NYC DOE,K853,Kings,Public School,21,No,0,0,0,21,Yes,,21,0,No,Yes,12/23/2016,http://schools.nyc.gov/schools/K004,K004,,Brooklyn,NY,11216,04/03/2019,04/03/2019,40 679032,"234 HERKIMER STREET
Brooklyn, NY 11216
(40.679376224000066, -73.94530156299999)",
NYC DOE,K854,Kings,Public School,27,No,0,0,0,27,Yes,,27,0,No,Yes,11/09/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 671377,"1784 PARK PLACE
Brooklyn, NY 11212
(40.67165478100003, -73.91828692099995)",
NYC DOE,K855,Kings,Public School,55,No,0,0,0,55,Yes,,55,0,No,Yes,09/07/2018,http://schools.nyc.gov/schools/k135,"K135,K235",,Brooklyn,NY,11218,04/03/2019,04/03/2019,40 644094,"5811 DITMAS AVENUE
Brooklyn, NY 11218
(40.64353480900007, -73.92166768699997)",
NYC DOE,K857,Kings,Public School,39,No,0,0,0,39,Yes,,39,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/K036,K036,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 660465,"2045 LINDEN BOULEVARD
Brooklyn, NY 11207
(40.66028382800005, -73.88716935799994)",
NYC DOE,K860,Kings,Public School,35,No,0,0,0,35,Yes,,35,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/K673,K673,,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 659914,"9517 KINGS HIGHWAY
Brooklyn, NY 11212
(40.659772547000046, -73.92029254299996)",
NYC DOE,K864,Kings,Public School,47,No,0,0,0,47,Yes,,47,0,No,Yes,12/20/2018,http://schools.nyc.gov/schools/K781,K781,,Brooklyn,NY,11226,04/03/2019,04/03/2019,40 640551,"3109 NEWKIRK AVENUE
Brooklyn, NY 11226
(40.64009949800004, -73.94698979699996)",
NYC DOE,K865,Kings,Public School,44,No,0,0,0,44,Yes,,44,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/k556,K556,,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 695436,"797 BUSHWICK AVENUE
Brooklyn, NY 11221
(40.69540800000004, -73.92734549999994)",
NYC DOE,K866,Kings,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,04/18/2017,http://schools.nyc.gov/schools/K364,K364,,Brooklyn,NY,11239,04/03/2019,04/03/2019,40 645616,"1540 VAN SICLEN AVE
Brooklyn, NY 11239
(40.64767538600006, -73.87725417999997)",
NYC DOE,K867,Kings,Public School,22,No,0,0,0,22,Yes,,22,0,No,Yes,06/06/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11216,04/03/2019,04/03/2019,40 67377,"960 PROSPECT PLACE
Brooklyn, NY 11216
(40.673853000000065, -73.94476499999996)",
NYC DOE,K869,Kings,Public School,26,No,0,0,0,26,Yes,,26,0,No,Yes,08/21/2018,http://schools.nyc.gov/schools/K781,K772,,Brooklyn,NY,11210,04/03/2019,04/03/2019,40 640551,"3109 NEWKIRK AVENUE
Brooklyn, NY 11210
(40.64009949800004, -73.94698979699996)",
NYC DOE,K871,Kings,Public School,25,No,0,0,0,25,Yes,,25,0,No,Yes,05/31/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11201,04/03/2019,04/03/2019,40 690951,"67-69 SCHERMERHORN STREET
Brooklyn, NY 11201
(40.690783477000025, -73.99093169499997)",
NYC DOE,K872,Kings,Public School,20,No,0,0,0,20,Yes,,20,0,No,Yes,04/02/2018,http://schools.nyc.gov/schools/K364,K364,,Brooklyn,NY,11239,04/03/2019,04/03/2019,40 646275,"1461 GENEVA LOOP
Brooklyn, NY 11239
(40.64663234900007, -73.87852301899994)",
NYC DOE,K874,Kings,Public School,29,No,0,0,0,29,Yes,,29,0,No,Yes,04/17/2018,http://schools.nyc.gov/schools/K340,K340,,Brooklyn,NY,11238,04/03/2019,04/03/2019,40 676357,"227 STERLING PLACE
Brooklyn, NY 11238
(40.67597400300008, -73.96987582799994)",
NYC DOE,K875,Kings,Public School,11,No,0,0,0,11,Yes,,11,0,No,Yes,12/22/2016,http://schools.nyc.gov/schools/K075,K075,,Brooklyn,NY,11210,04/03/2019,04/03/2019,40 693261,"95 GROVE STREET
Brooklyn, NY 11210
(40.69302258000005, -73.92098347899997)",
NYC DOE,K877,Kings,Public School,9,No,0,0,0,9,Yes,,9,0,No,Yes,02/27/2018,http://schools.nyc.gov/schools/K877,K036,,Brooklyn,NY,11226,04/03/2019,04/03/2019,40 648949,"35 SNYDER AVENUE
Brooklyn, NY 11226
(40.64862181800004, -73.95681728899996)",
NYC DOE,K881,Kings,Public School,11,No,0,0,0,11,Yes,,11,0,No,Yes,12/22/2016,http://schools.nyc.gov/schools/K001,K001,,Brooklyn,NY,11220,04/03/2019,04/03/2019,40 648959,"309 47 STREET
Brooklyn, NY 11220
(40.64885478000008, -74.01197239099997)",
NYC DOE,K883,Kings,Public School,10,No,0,0,0,10,Yes,,10,0,No,Yes,07/25/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 670841,"281 ALBANY AVENUE
Brooklyn, NY 11213
(40.67085982400005, -73.93925245399998)",
NYC DOE,K884,Kings,Public School,47,No,0,0,0,47,Yes,,47,0,No,Yes,09/25/2018,http://schools.nyc.gov/schools/K886,K886,,Brooklyn,NY,11226,04/03/2019,04/03/2019,40 64879,"15 SNYDER AVENUE
Brooklyn, NY 11226
(40.64858798800003, -73.95749223099995)",
NYC DOE,K889,Kings,Public School,7,No,0,0,0,7,Yes,,7,0,No,Yes,12/28/2016,http://schools.nyc.gov/schools/K189,K189,,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 665228,"1100 EAST NEW YORK AVENUE
Brooklyn, NY 11212
(40.665720606000036, -73.92581539099996)",
NYC DOE,K891,Kings,Public School,9,No,0,0,0,9,Yes,,9,0,No,Yes,08/17/2018,http://schools.nyc.gov/schools/K891,K091,,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 661806,"532 ALBANY AVENUE
Brooklyn, NY 11213
(40.661816857000076, -73.93994951599996)",
NYC DOE,K892,Kings,Public School,11,No,0,0,0,11,Yes,,11,0,No,Yes,11/03/2017,http://schools.nyc.gov/schools/K892,K221,,Brooklyn,NY,11213,04/03/2019,04/03/2019,40 663964,"791 EMPIRE BOULEVARD
Brooklyn, NY 11213
(40.66373886300005, -73.93606881599999)",
NYC DOE,K894,Kings,Public School,40,No,0,0,0,40,Yes,,40,0,No,Yes,01/15/2018,http://schools.nyc.gov/schools/K646,K395,,Brooklyn,NY,11233,04/03/2019,04/03/2019,40 677528,"1495 HERKIMER STREET
Brooklyn, NY 11233
(40.67716967200005, -73.90391869399997)",
NYC DOE,K896,Kings,Public School,16,No,0,0,0,16,Yes,,16,0,No,Yes,12/15/2016,http://schools.nyc.gov/schools/K321,K321,,Brooklyn,NY,11215,04/03/2019,04/03/2019,40 671816,"180 7 AVENUE
Brooklyn, NY 11215
(40.67166600000007, -73.97834399999994)",
NYC DOE,K905,Kings,Public School,22,No,0,0,0,22,Yes,,22,0,No,Yes,04/18/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 622442,"7151 AVE T
Brooklyn, NY 11234
(40.62162837000005, -73.90874926599997)",
NYC DOE,K907,Kings,Public School,53,No,0,0,0,53,Yes,,53,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/K568,"K568,K757",,Brooklyn,NY,11212,04/03/2019,04/03/2019,40 666251,"1150 EAST NEW YORK AVENUE
Brooklyn, NY 11212
(40.66646508000008, -73.92414950499995)",
NYC DOE,K908,Kings,Public School,41,No,0,0,0,41,Yes,,41,0,No,Yes,12/12/2017,http://schools.nyc.gov/schools/K230,K230,,Brooklyn,NY,11218,04/03/2019,04/03/2019,40 643512,"425 MCDONALD AVENUE
Brooklyn, NY 11218
(40.64355944000005, -73.97956436099997)",
NYC DOE,K909,Kings,Public School,71,No,0,0,0,71,Yes,,71,0,No,Yes,12/18/2018,http://schools.nyc.gov/schools/K499,"K499,K594",,Brooklyn,NY,11238,04/03/2019,04/03/2019,40 678591,"561 GRAND AVENUE
Brooklyn, NY 11238
(40.67868436600003, -73.96200672699996)",
NYC DOE,K913,Kings,Public School,56,No,0,0,0,56,Yes,,56,0,No,Yes,09/07/2018,http://schools.nyc.gov/schools/K545,K545,,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 694723,"1155 DEKALB AVENUE
Brooklyn, NY 11221
(40.69455920200005, -73.92907668499998)",
NYC DOE,K914,Kings,Public School,92,No,0,0,0,92,Yes,,92,0,No,Yes,05/16/2018,http://schools.nyc.gov/schools/K670,K670,,Brooklyn,NY,11205,04/03/2019,04/03/2019,40 695389,"71-77 CLINTON AVENUE
Brooklyn, NY 11205
(40.69538101000006, -73.96923854699997)",
NYC DOE,K917,Kings,Public School,48,No,0,0,0,48,Yes,,48,0,No,Yes,06/06/2018,http://schools.nyc.gov/schools/K555,"K555,K077",,Brooklyn,NY,11218,04/03/2019,04/03/2019,40 649055,"350 CONEY ISLAND AVENUE
Brooklyn, NY 11218
(40.64922984900005, -73.97169487899998)",
NYC DOE,K932,Kings,Public School,20,No,0,0,0,20,Yes,,20,0,No,Yes,01/31/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11207,04/03/2019,04/03/2019,40 672292,"619 BELMONT AVENUE
Brooklyn, NY 11207
(40.67203189800006, -73.88615510399995)",
NYC DOE,K937,Kings,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,12/23/2016,http://schools.nyc.gov/schools/K097,K097,,Brooklyn,NY,11223,04/03/2019,04/03/2019,40 601191,"1855 STILLWELL AVENUE
Brooklyn, NY 11223
(40.60112428200006, -73.98604569799994)",
NYC DOE,K939,Kings,Public School,9,No,0,0,0,9,Yes,,9,0,No,Yes,06/06/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11232,04/03/2019,04/03/2019,40 652127,"4004 4 AVENUE
Brooklyn, NY 11232
(40.652217000000064, -74.00740949999994)",
NYC DOE,K940,Kings,Public School,57,No,0,0,0,57,Yes,,57,0,No,Yes,03/08/2018,http://schools.nyc.gov/schools/K030,K030,,Brooklyn,NY,11209,04/03/2019,04/03/2019,40 63371,"415 OVINGTON AVENUE
Brooklyn, NY 11209
(40.63341240600005, -74.02311685799998)",
NYC DOE,K941,Kings,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,12/28/2016,http://schools.nyc.gov/schools/K209,K209,,Brooklyn,NY,11215,04/03/2019,04/03/2019,40 5868,"2609 EAST 7 STREET
Brooklyn, NY 11215
(40.586673510000026, -73.96193415199997)",
NYC DOE,K947,Kings,Public School,12,No,0,0,0,12,Yes,,12,0,No,Yes,12/30/2016,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 661104,"2057 LINDEN BOULEVARD
Brooklyn, NY 11208
(40.661073000000044, -73.88693999999998)",
NYC DOE,K951,Kings,Public School,6,No,0,0,0,6,Yes,,6,0,No,Yes,12/29/2016,http://schools.nyc.gov/schools/K095,K095,,Brooklyn,NY,11223,04/03/2019,04/03/2019,40 595996,"345 VAN SICKLEN STREET
Brooklyn, NY 11223
(40.59599613800003, -73.97511325899995)",
NYC DOE,K958,Kings,Public School,7,No,0,0,0,7,Yes,,7,0,No,Yes,01/15/2018,http://schools.nyc.gov/schools/K202,"K202,K680",,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 665817,"982 HEGEMAN AVENUE
Brooklyn, NY 11208
(40.666086000000064, -73.87600499999996)",
NYC DOE,K961,Kings,Public School,2,No,0,0,0,2,Yes,,0,2,Yes,Yes,12/21/2016,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11228,04/03/2019,04/03/2019,40 65642,"7115 15 AVENUE
Brooklyn, NY 11228
(40.61966161200007, -74.00086492399998)",
NYC DOE,K964,Kings,Public School,2,No,0,0,0,2,Yes,,2,0,No,Yes,12/21/2016,http://schools.nyc.gov/schools/K253,K253,,Brooklyn,NY,11235,04/03/2019,04/03/2019,40 580237,"601 OCEANVIEW AVENUE
Brooklyn, NY 11235
(40.58006400000005, -73.96169849999995)",
NYC DOE,K971,Kings,Public School,90,No,0,0,0,90,Yes,,90,0,No,Yes,06/06/2018,http://schools.nyc.gov/schools/K971,K971,,Brooklyn,NY,11220,04/03/2019,04/03/2019,40 639518,"6214 4TH AVENUE
Brooklyn, NY 11220
(40.63937322400005, -74.02007583099999)",
NYC DOE,K975,Kings,Public School,4,No,0,0,0,4,Yes,,4,0,No,Yes,12/29/2016,http://schools.nyc.gov/schools/K236,K236,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 615494,"6302 AVENUE U
Brooklyn, NY 11234
(40.61574900000005, -73.91215349999999)",
NYC DOE,K979,Kings,Public School,16,No,0,0,0,16,Yes,,16,0,No,Yes,02/01/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11231,04/03/2019,04/03/2019,40 65642,"317 HOYT STREET
Brooklyn, NY 11231
(40.68048061500008, -73.99189841999998)",
NYC DOE,K987,Kings,Public School,78,No,0,0,0,78,Yes,,78,0,No,Yes,02/26/2019,http://schools.nyc.gov/schools/K498,K498,,Brooklyn,NY,11221,04/03/2019,04/03/2019,40 688399,"1396 BROADWAY
Brooklyn, NY 11221
(40.68874319100007, -73.92084491699995)",
NYC DOE,K989,Kings,Public School,78,No,0,0,0,78,Yes,,78,0,No,Yes,02/09/2018,http://schools.nyc.gov/schools/K104,K104,,Brooklyn,NY,11209,04/03/2019,04/03/2019,40 620407,"415 89 STREET
Brooklyn, NY 11209
(40.620180153000035, -74.02855224999996)",
NYC DOE,K990,Kings,Public School,45,No,0,0,0,45,Yes,,45,0,No,Yes,04/17/2017,http://schools.nyc.gov/schools/K651,K651,,Brooklyn,NY,11231,04/03/2019,04/03/2019,40 675936,"732 HENRY STREET
Brooklyn, NY 11231
(40.675829804000045, -74.00341096899996)",
NYC DOE,K991,Kings,Public School,5,No,0,0,0,5,Yes,,5,0,No,Yes,06/27/2018,http://schools.nyc.gov/schools/k007,K007,,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 689213,"858 JAMAICA AVENUE
Brooklyn, NY 11208
(40.689700283000036, -73.87303534599994)",
NYC DOE,K994,Kings,Public School,28,No,0,0,0,28,Yes,,28,0,No,Yes,12/29/2016,http://schools.nyc.gov/schools/K595,K595,,Brooklyn,NY,11216,04/03/2019,04/03/2019,40 685486,"1119 BEDFORD AVENUE
Brooklyn, NY 11216
(40.685436681000056, -73.95428756699994)",
NYC DOE,K995,Kings,Public School,25,No,0,0,0,25,Yes,,25,0,No,Yes,01/23/2017,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11234,04/03/2019,04/03/2019,40 630513,"5613-19 FLATLANDS AVE
Brooklyn, NY 11234
(40.63015099900008, -73.92172711899997)",
NYC DOE,K997,Kings,Public School,22,No,0,0,0,22,Yes,,22,0,No,Yes,05/31/2018,http://schools.nyc.gov/about-us/reports/water-safety,No School,,Brooklyn,NY,11230,04/03/2019,04/03/2019,40 618711,"1780 OCEAN AVENUE
Brooklyn, NY 11230
(40.61875985100005, -73.95509994299994)",
NYC DOE,K998,Kings,Public School,4,No,0,0,0,4,Yes,,3,1,Yes,Yes,03/27/2017,http://schools.nyc.gov/schools/K159,K159,,Brooklyn,NY,11208,04/03/2019,04/03/2019,40 65642,"2781 PITKIN AVENUE
Brooklyn, NY 11208
(40.67575586500004, -73.86963010299996)",
NYC DOE,M001,New York,Public School,58,No,0,0,0,58,Yes,,58,0,No,Yes,12/05/2017,http://schools.nyc.gov/schools/M001,M001,,Manhattan,NY,10038,04/03/2019,04/03/2019,40 71255,"8 HENRY STREET
Manhattan, NY 10038
(40.712707640000076, -73.99728326299999)",
NYC DOE,M002,New York,Public School,156,No,0,0,0,156,Yes,,156,0,No,Yes,10/01/2018,http://schools.nyc.gov/schools/M002,M002,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 712907,"122 HENRY STREET
Manhattan, NY 10002
(40.713199735000046, -73.99143018599995)",
NYC DOE,M003,New York,Public School,77,No,0,0,0,77,Yes,,77,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M003,M003,,Manhattan,NY,10014,04/03/2019,04/03/2019,40 732603,"490 HUDSON STREET
Manhattan, NY 10014
(40.73255162000004, -74.00642121799996)",
NYC DOE,M004,New York,Public School,274,No,0,0,0,274,Yes,,274,0,No,Yes,08/01/2018,http://schools.nyc.gov/schools/M004,M004,,Manhattan,NY,10032,04/03/2019,04/03/2019,40 834877,"500 WEST 160 STREET
Manhattan, NY 10032
(40.834689541000046, -73.94075501099996)",
NYC DOE,M005,New York,Public School,162,No,0,0,0,162,Yes,,162,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M005,M005,,Manhattan,NY,10034,04/03/2019,04/03/2019,40 857633,"3703 TENTH AVENUE
Manhattan, NY 10034
(40.85886417100005, -73.92286171199999)",
NYC DOE,M006,New York,Public School,141,No,0,0,0,141,Yes,,141,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/M006,M006,,Manhattan,NY,10028,04/03/2019,04/03/2019,40 777737,"45 EAST 81 STREET
Manhattan, NY 10028
(40.77755713400006, -73.96079484799998)",
NYC DOE,M007,New York,Public School,224,No,0,0,0,224,Yes,,224,0,No,Yes,05/24/2018,http://schools.nyc.gov/schools/M007,M007,,Manhattan,NY,10035,04/03/2019,04/03/2019,40 800616,"160 EAST 120 STREET
Manhattan, NY 10035
(40.80090796200005, -73.93925971799996)",
NYC DOE,M008,New York,Public School,132,No,0,0,0,132,Yes,,132,0,No,Yes,12/23/2017,http://schools.nyc.gov/schools/M008,M008,,Manhattan,NY,10032,04/03/2019,04/03/2019,40 839235,"465 WEST 167 STREET
Manhattan, NY 10032
(40.838951688000066, -73.93676884299998)",
NYC DOE,M009,New York,Public School,116,No,0,0,0,116,Yes,,116,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M009,"M009,M243",,Manhattan,NY,10024,04/03/2019,04/03/2019,40 785234,"100 WEST 84 STREET
Manhattan, NY 10024
(40.785145054000054, -73.97326303199998)",
NYC DOE,M010,New York,Public School,92,No,0,0,0,92,Yes,,92,0,No,Yes,12/28/2018,http://schools.nyc.gov/schools/M499,M499,,Manhattan,NY,10039,04/03/2019,04/03/2019,40 823988,"2581 7TH AVENUE
Manhattan, NY 10039
(40.824310798000056, -73.93694609499994)",
NYC DOE,M011,New York,Public School,80,No,0,0,0,80,Yes,,80,0,No,Yes,05/04/2018,http://schools.nyc.gov/schools/M011,M011,,Manhattan,NY,10011,04/03/2019,04/03/2019,40 744186,"320 WEST 21 STREET
Manhattan, NY 10011
(40.74420260000005, -74.00007025799994)",
NYC DOE,M013,New York,Public School,121,No,0,0,0,121,Yes,,121,0,No,Yes,11/01/2018,http://schools.nyc.gov/schools/M497,"M497,M555,M168",,Manhattan,NY,10029,04/03/2019,04/03/2019,40 793649,"1573 MADISON AVENUE
Manhattan, NY 10029
(40.793619456000044, -73.94942080699997)",
NYC DOE,M015,New York,Public School,68,No,0,0,0,68,Yes,,68,0,No,Yes,07/20/2017,http://schools.nyc.gov/schools/M015,"M015,M094",,Manhattan,NY,10009,04/03/2019,04/03/2019,40 722075,"333 EAST 4 STREET
Manhattan, NY 10009
(40.72201230400003, -73.97934299299999)",
NYC DOE,M017,New York,Public School,56,No,0,0,0,56,Yes,,56,0,No,Yes,06/04/2018,http://schools.nyc.gov/schools/M212,"M212,M408",,Manhattan,NY,10036,04/03/2019,04/03/2019,40 761327,"328 WEST 48 STREET
Manhattan, NY 10036
(40.76138787300005, -73.98804211699996)",
NYC DOE,M019,New York,Public School,91,No,0,0,0,91,Yes,,91,0,No,Yes,09/18/2018,http://schools.nyc.gov/schools/M019,M019,,Manhattan,NY,10003,04/03/2019,04/03/2019,40 730009,"185 1 AVENUE
Manhattan, NY 10003
(40.72984950000006, -73.98374180499997)",
NYC DOE,M020,New York,Public School,136,No,0,0,0,136,Yes,,136,0,No,Yes,04/24/2018,http://schools.nyc.gov/schools/M020,M020,,Manhattan,NY,10002,04/03/2019,04/03/2019,40 721305,"166 ESSEX STREET
Manhattan, NY 10002
(40.72155598000006, -73.98659341099994)",
