"county","priority_area_order","priority_area","focus_area_order","focus_area","contractor","contract_information","contractor_main_address","phone_number","email"
"Wayne","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Madison","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Oneida County DOH","Cancer Services Partnerships","185 Genesee St., 5 Fl., Utica, NY 13501","(315) 798-5099","madams@ocgov.net"
"Albany","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","(617) 482-9485","tamara_calise@jsi.com"
"Rockland","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Jefferson","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Chautauqua","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Chautauqua County Health Network, Inc.","Creating Healthy Schools and Communities","200 Harrison Street, Suite 200, Jamestown, NY 14701","(716) 338-0010 ext 209","wells@cchn.net"
"Cortland","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Onondaga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Essex","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Champlain Valley Family Center For Drug Treatment & Youth Services, Inc.","Advancing Tobacco Free Communities","20 Ampersand Drive Plattsburgh. NY 12901","(518) 561-8480","Cwille@westelcom.com"
"New York","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Montgomery","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","St. Mary's Hospital of Amsterdam","Cancer Services Partnerships","427 Guy Park Ave Amsterdam NY 12010","(518) 770-7573","brodiem@smha.org"
"Chemung","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Finger Lakes Health System Agencey","Creating Healthy Schools and Communities","1150 University Ave., Building 5, Rochester, NY 14607","(585) 224-3126","dinafaticone@flhsa.org"
"Steuben","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Genesee","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Cattaraugus","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Advancing Tobacco Free Communities","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-8391","Andrew.Hyland@Roswellpark.org"
"Tioga","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Broome County Health Department/Tobacco Free Broome and Tioga","Advancing Tobacco Free Communities","225 Front Street Binghamton, NY 13905","(607) 778-3068","cabbott@co.broome.ny.us"
"Saratoga","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Advancing Tobacco Free Communities","100 Park St. Glens Falls NY  12801","(518) 926-6998","tmills@glensfallshosp.org"
"Westchester","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of the Northeast","Health Systems for a Tobacco Free New York","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(914) 407-2214","mzacharia@lungne.org"
"Ontario","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Clifton Springs Hospital & Clinic","Cancer Services Partnerships","2 Coulter Rd., Clifton Springs NY 14432","(315) 462-0141","maura.snyder@rochesterregional.org"
"Clinton","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Clinton County Health Department","Creating Healthy Schools and Communities","133 Margaret St., Plattsburgh, NY 12901","(518) 565-4996","kayleigh.raville@clintoncountygov.com"
"Orleans","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Advancing Tobacco Free Communities","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-8394","Andrew.Hyland@Roswellpark.org"
"Tompkins","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cortland County Health Department","Advancing Tobacco Free Communities","60 Central Avenue, Cortland NY 13045","(607) 753-5135","cfeuerherm@cortland-co.org"
"Niagara","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Niagara Falls Memorial Medical Center","Cancer Services Partnerships","621 Tenth St Niagara Falls NY 14302","716-278-4000","kendra.mcclain@nhmmc.org"
"Wayne","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Finger Lakes Health System Agencey","Creating Healthy Schools and Communities","1150 University Ave., Building 5, Rochester, NY 14607","585-224-3126","dinafaticone@flhsa.org"
"Hamilton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Glens Falls Hospital","Cancer Services Partnerships","Glens Falls Hospital 100 Park St Glens Falls NY 12801","(518) 926-6577","ginfante@glensfallshosp.org"
"Broome","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Broome County Health Department","Cancer Services Partnerships","225 Front St Binghamton NY 13905","(607) 778-2884","mbrennan@co.broome.ny.us"
"Steuben","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","County of Chemung","Advancing Tobacco Free Communities","103 Washington Street, PO Box 588, Elmira, NY 14902","607-737-2028 x 22856","mklossner@co.chemung.ny.us"
"Schuyler","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Chemung","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Broome County Health Department","Cancer Services Partnerships","225 Front St Binghamton NY 13905","(607) 778-2884","cabbott@co.broome.ny.us"
"Westchester","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of New York, Inc. for POW'R Against Tobacco Coalition","Advancing Tobacco Free Communities","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(631) 415-0947","mzacharia@lungne.org"
"Cattaraugus","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741 ext 214","michelle@caiglobal.org"
"Fulton","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Health Systems for a Tobacco Free New York","Glens Falls Hospital 100 Park St Glens Falls NY 12801","(518) 926-5904","TMills@glensfallshosp.org"
"Tompkins","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Cortland County DOH","Cancer Services Partnerships","60 Central Ave., Cortland, NY 13045","(607) 758-5509","rcanzano@cortland-co.org"
"Rensselaer","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Schenectady","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Richmond","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke"," Jewish Community Center of Staten Island ","Advancing Tobacco Free Communities","1466 Manor Road Staten Island, NY","(718) 475-5227","olender@sijcc.com"
"New York","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Albany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Richmond","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","The Jewish Community Center of Staten Island (JCC of Staten Island)","Advancing Tobacco Free Communities","1466 Manor Road Staten Island, NY","718-475-5227","olender@sijcc.com"
"Allegany","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Allegany County Department of Health","Cancer Services Partnerships","7 Court St Belmont NY 14813","(585) 268-9249","mooretk@alleganyco.com"
"Greene","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Seton Health System, Inc.","Health Systems for a Tobacco Free New York","1300 Massachusetts Ave Troy, NY 12180","(518) 268-5335","scott.stgeorge@sphp.com"
"Jefferson","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Putnam","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of New York, Inc. for POW'R Against Tobacco Coalition","Advancing Tobacco Free Communities","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(631) 415-0947","mzacharia@lungne.org"
"Queens","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NY Hospital Medical Center of Queens","Cancer Services Partnerships","NYP/Q 56-45 Main St Flushing NY 11355","(718) 670-1981","mabuglin@nyp.org"
"Wyoming","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Advancing Tobacco Free Communities","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","716-845-8391","Andrew.Hyland@Roswellpark.org"
"Livingston","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Rensselaer","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Greene","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Herkimer","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x378","christopher.owens@sjhsyr.org"
"Schuyler","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Universityof Rochester","Health Systems for a Tobacco Free New York","265 Crittenden Blvd., CU420644, Rochester, NY 14627-8969","(585) 276-4512","tammie_martin@urmc.rochester.edu"
"Livingston","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Health Research Inc., Roswell Park Cancer Institute Division","Advancing Tobacco Free Communities","Elm and Carlton Streets, Buffalo, NY 14263","(716) 845-8391","Andrew.Hyland@Roswellpark.org"
"Cortland","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Livingston","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Division, HRI","Advancing Tobacco Free Communities","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-8394","Andrew.Hyland@Roswellpark.org"
"Bronx","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Public Health Solutions Bronx","Advancing Tobacco Free Communities","40 Worth Street, 5th Floor, New York, NY 10013-2904","(646) 619-6533","dsully@healthsolutions.org"
"Suffolk","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Albany","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Seton Health System, Inc./Capital District Tobacco-Free Coalition","Advancing Tobacco Free Communities","1300 Massachusetts Ave Troy, NY 12180","(518) 268-5335","scott.stgeorge@sphp.com"
"Cattaraugus","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","(617) 482-9485","tamara_calise@jsi.com"
"Kings","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Washington","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Health Systems for a Tobacco Free New York","100 Park St Glens Falls NY 12801","(518) 926-5904","TMills@glensfallshosp.org"
"Dutchess","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","The Kingston Hospital Dutchess/Smoke Free Dutchess","Advancing Tobacco Free Communities","396 Broadway, Kingston NY 12401","(845) 334-2750","brian.palmer@hahv.org"
"Genesee","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Clinton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Champlain Valley Physicians Hospital Medical Center","Cancer Services Partnerships","75 Beekman St., Plattsburgh NY 12901","(518) 314-3095","klower@cvph.org"
"Washington","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Orleans","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Health Research Inc., Roswell Park Cancer Institute Division","Advancing Tobacco Free Communities","Elm and Carlton Streets, Buffalo, NY 14263","(716) 845-8391","Andrew.Hyland@Roswellpark.org"
"Rensselaer","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Whitney M. Young Jr. Health Services","A Systems Approach for Reducing the Burden of Asthma in New York State","175 Central Ave, Albany, NY  12206","(518) 486-8411","jszalkowski@hcdiny.org"
"Schuyler","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Essex","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Washington","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Schenectady","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","Capital District Community Gardens d/b/a Capital Roots ","Creating Healthy Schools and Communities","594 River Street, Troy, NY 12180","518-274-8685","healthyplaces@capitalroots.org"
"Montgomery","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Glens Falls Hospital","Advancing Tobacco Free Communities","100 Park St. Glens Falls NY  12801","(518)926-6998","tmills@glensfallshosp.org"
"Jefferson","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Lewis Co. Public Health","Cancer Services Partnerships","7785 N. State St Lowville NY 13367","(315) 376-5453","pingham@lcpublichealth.org"
"Nassau","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Ulster","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of the Northeast","Health Systems for a Tobacco Free New York","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(914) 407-2214","mzacharia@lungne.org"
"Clinton","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Suffolk","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Putnam","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Open Door Family Medical Center Inc","Cancer Services Partnerships","2 Church St., Ste 110 Ossining, NY 10562","(914) 488-6406","lcassarino@hitch.org"
"Otsego","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Herkimer","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Madison County Council on Alcoholism and Substance Abuse, Inc., d/b/a BRiDGES","Advancing Tobacco Free Communities","3059 Seneca Turnpike Suite E Canastota, NY 13032","(315) 697-3947","suec@preventtobacco.org"
"Delaware","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Mary Immogene Bassett Hospital d/b/a Bassett Healthcare","Cancer Services Partnerships","1 Atwell Rd Cooperstown NY 13326","(607) 547-3717","christine.conkling@bassett.org"
"Richmond","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Onondaga","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Onondaga Co. DOH","Cancer Services Partnerships","421 Montgomery Street, 14th Floor, Syracuse, NY 13202","(315) 435-3653","hljdic@ongov.net"
"Orange","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","County of Orange","Creating Healthy Schools and Communities","130 Broadway, Newburgh, NY 12550","(845) 360-6683","lcarroll@orangecountygov.com"
"Livingston","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Wyoming County Health Dept","Cancer Services Partnerships","5362 Mungers Mill Rd., Bldg A, Silver Springs NY 14550","(585) 786-8890","lpaolucci@wyomingco.net"
"Rockland","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","NYS Breast Cancer Network","New York State Breast Cancer Support & Education Network","1042 Comfort Rd., Spencer NY 14883","(607) 279-1043","andi@nysbcsen.org"
"Albany","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Seton Health System, Inc.","Health Systems for a Tobacco Free New York","1300 Massachusetts Ave Troy, NY 12180","(518) 268-5335","scott.stgeorge@sphp.com"
"Schenectady","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","St. Mary's Hospital of Amsterdam","Cancer Services Partnerships","427 Guy Park Ave Amsterdam NY 12010","(518) 770-7573","brodiem@smha.org"
"Rensselaer","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Yates","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Adelphi University","Adelphi University Breast Cancer Support","1 South Ave., Rm 101, Garden City NY 11530","(516) 877-4313","rutter@adelphi.edu"
"Steuben","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Cicatelli Associates Inc.                 ","Health Systems for a Tobacco Free New York","505 Eighth Avenue Suite 1900 New York, NY  10018","(212) 594-7741  ext. 228","ejones@caiglobal.org"
"Wyoming","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Wyoming County Health Department","Cancer Services Partnerships","5362 Mungers Mill Rd., Bldg A, Silver Springs NY 14550","(585)786-8890","lpaolucci@wyomingco.net"
"Nassau","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","North Shore University Hospital/Center For Tobacco Control","Health Systems for a Tobacco Free New York","225 Community Drive, South Entrance, Greak Neck, NY11021","(516) 466-1980","pfolan@nshs.edu,"
"Wayne","2","Prevent Chronic Diseases","1","Reduce Obesity in Children and Adults","JSI Research & Training Institute, Inc.","Creating Healthy Schools and Communities","44 Farnsworth St. 7th Floor, Boston, MA 02210","617-482-9485","tamara_calise@jsi.com"
"Lewis","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Lewis Co. Public Health","Cancer Services Partnerships","7785 N. State St Lowville NY 13367","(315) 376-5453","pingham@lcpublichealth.org"
"Montgomery","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Catholic Charities of the Diocese of Albany/DBA Catholic Charities of Fulton & Montgomery Counties","Advancing Tobacco Free Communities","55 East Main St. Suite 100","(518) 762-8313","John.Nasso@cc-fmc.org"
"Yates ","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","American Lung Association of New York, Inc. for Tobacco Action Coalition of Long Island","Advancing Tobacco Free Communities","700 Veterans Memorial Highway, Suite 305, Hauppauge, NY 11788","(631) 415-0947","mzacharia@lungne.org"
"St. Lawrence","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x 378","christopher.owens@sjhsyr.org"
"Cortland","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","St. Joseph's Hospital Center","Health Systems for a Tobacco Free New York","7246 Janus Park Drive Liverpool, NY 13088","(315) 458-3600 x 378","christopher.owens@sjhsyr.org"
"Wyoming","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Roswell Park Cancer Institute Corporation","Health Systems for a Tobacco Free New York","Health Research Incorporated, Roswell Park Division, Elm & Carlton Streets Buffalo, NY 14263","(716) 845-5790","Martin.Mahoney@roswellpark.org"
"Columbia","2","Prevent Chronic Diseases","3","Increase Access To High Quality Chronic Disease Preventive Care And Management In Both Clinical And Community Settings","Columbia County Community Healthcare Consortium, Inc.","Cancer Services Partnerships","325 Columbia Street, Hudson, NY 12534","(518) 822-8841","darcy@columbiahealthnet.org"
"Chemung","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","County of Chemung","Advancing Tobacco Free Communities","103 Washington Street, PO Box 588, Elmira, NY 14902","(607) 737-2028 ext 22856","mklossner@co.chemung.ny.us"
"Otsego","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","Seton Health System, Inc.","Health Systems for a Tobacco Free New York","1300 Massachusetts Ave Troy, NY 12180","(518) 268-5335","scott.stgeorge@sphp.com"
"Kings","2","Prevent Chronic Diseases","2","Reduce Illness, Disability And Death Related to Tobacco Use And Secondhand Smoke","New York University","Health Systems for a Tobacco Free New York","One Park Avenue, 6th Floor, NY, NY 10016","(646) 501-2526","Donna.Shelley@nyumc.org"
