"year","approving_state_agency","training_agency_site_name","operational_status","certificate_type","methodology","language","number_of_classes","enrolled_student_count","approved_student_count","certified_student_count","withdrawn_student_count","street_address","city","state","zip_code","county_name","county_code","region","geocoded_column"
"2022","Department of Health","PCATP LIC","OPEN","Personal Care Aide","Basic Training","English","4","28","18","18","4","36-36 33rd Street,Suite 501","Long Island City","NY","11106","Queens","81","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                ","36 36 33rd Street
Long Island City, NY 11106"
"2017","Department of Health","Self-Direct Inc.","OPEN","Personal Care Aide","Basic Training","English","1","11","10","10","1","12 Oswego Street","Baldwinsville","NY","13027","Onondaga","67","Central New York                                                                                                                                                                                                                                                                                                                                         ","12 Oswego Street
Baldwinsville, NY 13027
(43.157719, -76.332463)"
"2016","Department of Health","CCOR - Batavia","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","12","36","36","36","0","314 Ellicott Street, Suite 2","Batavia","NY","14020","Genesee","37","Western  - Buffalo                                                                                                                                                                                                                                                                                                           ","314 Ellicott Street
Batavia, NY 14020
(42.992399, -78.179337)"
"2018","Department of Health","A & T Healthcare, LLC - Newburgh","OPEN","Personal Care Aide","Basic Training","English","3","12","12","6","0","20 Route 17K","Newburgh","NY","12550","Orange","71","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                                  ","20 Route
Newburgh, NY 12550"
"2012","Department of Health","Family Service Society of Yonkers","OPEN","Personal Care Aide","Basic Training","English","4","70","51","59","19","75 Riverdale Avenue","Yonkers","NY","10701","Westchester","119","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                     ","75 Riverdale Avenue
Yonkers, NY 10701
(40.930757, -73.900517)"
"2017","Department of Health","Better Home Health Care Agency, Inc.","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","22","57","53","53","1","310 Merrick Road","Rockville Centre","NY","11570","Nassau","59","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                           ","310 Merrick Road Rockville Centre
NY,  11570
(40.67359, -73.556236)"
"2019","Department of Health","Neighbors Home Care","OPEN","Home Health Aide","Competency Evaluation","English","3","22","22","22","0","2532 Boston Road","Bronx","NY","10467","Bronx","5","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                           ","2532 Boston Road
Bronx, NY 10467
(40.863984, -73.864378)"
"2018","Department of Health","SELF HELP COMMUNITY SERVICES HEMPSTEAD","OPEN","Home Health Aide","Core Training","English","6","50","30","30","16","498 Union Ave","Westbury ","NY","11590","Nassau","59","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                              ","498 Union Ave
Westbury, NY 11590
(40.756369, -73.581007)"
"2019","Department of Health","Best Choice Home Health Care","OPEN","Home Health Aide","Core Training","English","2","29","28","39","3","205 Rockaway Parkway,lower level","Brooklyn","NY","11212","Kings","47","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                    ","205 Rockaway Parkway
lower level Brooklyn, NY 11212
(40.661793, -73.920871)"
"2021","Department of Health","RECCO HOME CARE - ISLANDIA","OPEN","Home Health Aide","Competency Evaluation","English","6","6","6","6","0","1787 Veterans Hwy","Islandia","NY","11749","Suffolk","103","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                                 ","1787 Veterans Hwy
Islandia, NY 11749
(40.804633, -73.179123)"
"2021","Department of Health","Unlimited Care, Inc- Hudson","OPEN","Home Health Aide","Competency Evaluation","English","1","1","1","1","0","160 Fairview Ave, Suite 815","Hudson","NY","12534","Columbia","21","Capital District                                                                                                                                                                                                                                                                                                                    ","160 Fairview Ave
Hudson, NY 12534
(42.254941, -73.767338)"
"2013","Department of Health","VISITING NURSES SERVICE SIGNATURE CARE","OPEN","Home Health Aide","Core Training","English","8","67","49","49","18","65 COLLEGE AVENUE","ROCHESTER","NY","14607","Monroe","55","Western  - Rochester                                                                                                                                                                                                                                                                                                                      ","65 COLLEGE AVENUE
ROCHESTER, NY 14607
(43.159581, -77.58781)"
"2010","Department of Health","UTOPIA HOME CARE INC RIVERHEAD","OPEN","Home Health Aide","Personal Care Aide Upgrade","English","4","28","22","22","5","180 OLD COUNTRY ROAD-ROUTE 58","RIVERHEAD","NY","11901","Suffolk","103","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                        ","180 OLD COUNTRY ROAD ROUTE
RIVERHEAD, NY 11901
(40.93658, -72.65115)"
"2016","Department of Health","Unlimited Care, Inc. - Kingston","OPEN","Personal Care Aide","Basic Training","English","6","54","52","52","2","138 Pine Street,Suite 250","Kingston","NY","12401","Ulster","111","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                  ","138 Pine Street
Kingston, NY 12401
(41.92913, -74.014117)"
"2016","Department of Health","Any-Time Home Care, Inc. - Newburgh","CLOSED","Personal Care Aide","Alternative Competency Demonstration","English","3","8","8","8","0","410 Gidney Ave","Newburgh","NY","12550","Orange","71","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                       ","410 Gidney Ave
Newburgh, NY 12550
(41.513797, -74.026562)"
"2018","Department of Health","Jewish Home Lifecare, Home Assistance Personnel, Inc","OPEN","Home Health Aide","Core Training","English","1","6","0","0","0","1200 Waters Place","Bronx","NY","10461","New York","61","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                              ","1200 Waters Place
Bronx, NY 10461
(40.852886, -73.837036)"
"2021","Department of Health","Greater Adirondack Home Aides","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","3","3","3","3","0","25 Willowbrook Road","Queensbury","NY","12804","Warren","113","Capital District                                                                                                                                                                                                                                                                                                          ","25 Willowbrook Road
Queensbury, NY 12804
(43.344081, -73.653507)"
"2016","Department of Health","Sunnyside Citywide Home Care Services, Inc.","OPEN","Home Health Aide","Core Training","Spanish; Castilian","7","121","94","93","11","43-31 39 Street","Long Island City","NY","11104","Queens","81","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                ","43 31 39 Street Long Island
City, NY 11104"
"2020","Department of Health","Family Home Care Services ","OPEN","Personal Care Aide","Basic Training","English","1","4","3","3","1","310 Pennsylvania Ave.","Elmira","NY","14904","Chemung","15","Western  - Rochester                                                                                                                                                                                                                                                                                                                                 ","310 Pennsylvania Ave
Elmira, NY 14904
(42.083194, -76.800671)"
"2012","Department of Health","GURWIN HOME CARE AGENCY INC COMMACK","OPEN","Home Health Aide","Core Training","English","6","67","60","60","7","5036 JERICHO TURNPIKE SUITE 207","COMMACK","NY","11725","Suffolk","103","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                ","5036 JERICHO TURNPIKE
COMMACK, NY 11725
(40.840727, -73.311701)"
"2018","Department of Health","Woodhaven Center of Care","OPEN","Personal Care Aide","Basic Training","English","7","8","9","7","0","1360 Route 112","Port Jefferson Station","NY","11776","Suffolk","103","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                             ","1360 Route 112 Port Jefferson Station
NY,  11776"
"2016","Department of Health","ABLE HEALTH CARE SERVICES INC WHITE PLAINS","OPEN","Home Health Aide","Personal Care Aide Upgrade","English","1","1","0","0","0","76 MAMARONECK AVE.","WHITE PLAINS","NY","10601","Westchester","119","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                  ","76 MAMARONECK AVE WHITE PLAINS
NY,  10601"
"2012","Department of Health","BEST CHOICE HOME HEALTH CARE INC - BROOKLYN","OPEN","Home Health Aide","Competency Evaluation","English","1","1","1","1","0","596 PROSPECT PLACE","BROOKLYN","NY","11238","Kings","47","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                ","596 PROSPECT PLACE
BROOKLYN, NY 11238
(40.675169, -73.956982)"
"2014","Department of Health","Interim Health Care - Buffalo","CLOSED","Personal Care Aide","Alternative Competency Demonstration","English","5","6","9","9","0","360 Delaware Avenue,Suite 310","Buffalo","NY","14202","Erie","29","Western  - Buffalo                                                                                                                                                                                                                                                                                                ","360 Delaware Avenue
Buffalo, NY 14202
(42.894194, -78.875637)"
"2018","Department of Health","Angel Home Care","CLOSED","Personal Care Aide","Alternative Competency Demonstration","English","2","2","2","2","0","71 Palatine Park Road,Suite #3","Germantown","NY","12526","Columbia","21","Capital District                                                                                                                                                                                                                                                                                                        ","71 Palatine Park Road
Germantown, NY 12526
(42.135389, -73.885395)"
"2009","Department of Health","Adept Health Care Service","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","12","38","31","0","0","406 Fulton Street","Troy","NY","12180","Rensselaer","83","Capital District                                                                                                                                                                                                                                                                                                                ","406 Fulton Street
Troy, NY 12180
(42.732363, -73.688419)"
"2009","Department of Health","Aftercare Nursing Services","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","1","3","0","0","1","1680 Walden Ave","Cheektowaga","NY","14225","Erie","29","Western  - Buffalo                                                                                                                                                                                                                                                                                                                 ","1680 Walden Ave
Cheektowaga, NY 14225
(42.907735, -78.775523)"
"2013","Department of Health","FRANCISCAN HEALTH SUPPORT INC - LIVERPOOL","CLOSED","Home Health Aide","Core Training","English","6","44","40","40","4","7246 JANUS DRIVE","LIVERPOOL","NY","13088","Onondaga","67","Central New York                                                                                                                                                                                                                                                                                                                     ","7246 JANUS DRIVE
LIVERPOOL, NY 13088
(43.120546, -76.165424)"
"2014","Department of Health","New Vision Services, Inc.","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","6","9","5","5","0","92 Fairmount Ave","Jamestown","NY","14701","Chautauqua","13","Western  - Buffalo                                                                                                                                                                                                                                                                                                           ","92 Fairmount Ave
Jamestown, NY 14701
(42.097605, -79.251872)"
"2021","Department of Health","BESTCARE, INC BAY SHORE","OPEN","Home Health Aide","Personal Care Aide Upgrade","English","0","0","0","1","0","97 West Main Street","BAY SHORE","NY","11706","Suffolk","103","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                          ","97 West Main Street BAY SHORE
NY,  11706"
"2019","Department of Health","Winds od Agape","OPEN","Home Health Aide","Nurse Aide Transition","English","1","1","1","1","0","1414 Grant Blvd.","Syracuse","NY","13208","Onondaga","67","Central New York                                                                                                                                                                                                                                                                                                                                              ","1414 Grant Blvd
Syracuse, NY 13208
(43.072381, -76.136877)"
"2010","Department of Health","AFTERCARE NURSING SERVICE - CHEEKTOWAGA","OPEN","Home Health Aide","Competency Evaluation","English","1","1","1","1","0","1680 WALDEN AVENUE BOX 714","CHEEKTOWAGA","NY","14225","Erie","29","Western  - Buffalo                                                                                                                                                                                                                                                                                                          ","1680 WALDEN AVENUE
CHEEKTOWAGA, NY 14225
(42.907735, -78.775523)"
"2009","Department of Health","PERSONAL TOUCH HOME CARE INC JAMAICA","OPEN","Home Health Aide","Personal Care Aide Upgrade","English","2","3","2","1","0","186-18 HILLSIDE AVENUE","JAMAICA","NY","11432","Queens","81","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                              ","186 18 HILLSIDE AVENUE
JAMAICA, NY 11432"
"2021","Department of Health","Rockaway Home Care PCATP","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","9","20","20","20","0","339 East Ave,#301","Rochester","NY","14604","Monroe","55","Western  - Rochester                                                                                                                                                                                                                                                                                                          ","339 East Ave
Rochester, NY 14604
(43.155359, -77.595794)"
"2013","Department of Health","Premier Home Health Care Services - Wappingers Falls","OPEN","Personal Care Aide","Basic Training","English","1","3","0","0","3","1285 Route 9,Corporate Park, Suite 1","Wappingers Falls","NY","12590","Dutchess","27","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                              ","9 Corporate Park
Wappingers Falls, NY 12590
(41.538258, -73.841013)"
"2017","Department of Health","Broadway Health Care Staffing, Inc. ","OPEN","Personal Care Aide","Basic Training","English","5","44","38","38","6","106 West Main Street","Johnstown","NY","12095","Fulton","35","Capital District                                                                                                                                                                                                                                                                                                                     ","106 West Main Street
Johnstown, NY 12095
(43.006397, -74.373026)"
"2011","Department of Health","NORTH COUNTRY HOME SERVICES INC SARANAC LAKE","OPEN","Home Health Aide","Core Training","English","1","13","13","13","0","25 CHURCH STREET","SARANAC LAKE","NY","12983","Franklin","33","Capital District                                                                                                                                                                                                                                                                                                                 ","25 CHURCH STREET SARANAC LAKE
NY,  12983"
"2012","Department of Health","VIP HEALTH CARE SERVICES NEW ROCHELLE","OPEN","Home Health Aide","Core Training","English","1","18","16","16","2","459 MAIN STREET","NEW ROCHELLE","NY","10801","Westchester","119","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                    ","459 MAIN STREET
NEW ROCHELLE, NY 10801
(40.909816, -73.780139)"
"2013","Department of Health","HOME CARE & HOSPICE","OPEN","Home Health Aide","Nurse Aide Transition","English","3","3","3","3","0","450 NORTH MAIN STREET","WARSAW","NY","14569","Wyoming","121","Western  - Buffalo                                                                                                                                                                                                                                                                                                                                    ","450 NORTH MAIN STREET
WARSAW, NY 14569
(42.759181, -78.130608)"
"2012","Department of Health","Nurses on Hand Registry, Inc.","OPEN","Personal Care Aide","Basic Training","English","4","3","3","3","0","241 Sunrise Highway","Rockville Centre","NY","11570","Nassau","59","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                         ","241 Sunrise Highway Rockville Centre
NY,  11570"
"2011","Department of Health","Best Care, Inc. - New York","OPEN","Personal Care Aide","Basic Training","English","4","50","39","39","11","5-9 Union Square West","New York","NY","10003","New York","61","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                          ","5 9 Union Square West
New York, NY 10003
(40.735558, -73.991474)"
"2012","Department of Health","HHA Training Program","OPEN","Home Health Aide","Nurse Aide Transition","English","1","3","3","3","0","159 Margaret Street, Suite 600","Plattsburgh","NY","12901","Clinton","19","Capital District                                                                                                                                                                                                                                                                                                                      ","159 Margaret Street
Plattsburgh, NY 12901
(44.700033, -73.453138)"
"2009","Department of Health","WILLCARE INC, JAMESTOWN","OPEN","Home Health Aide","Competency Evaluation","English","2","2","1","1","0","220 FLUVANNA AVENUE","JAMESTOWN","NY","14701","Chautauqua","13","Western  - Buffalo                                                                                                                                                                                                                                                                                                                           ","220 FLUVANNA AVENUE
JAMESTOWN, NY 14701
(42.114784, -79.24957)"
"2013","Department of Health","Jan & Bev's Home Care, Inc.","OPEN","Personal Care Aide","Basic Training","English","1","1","1","1","0","102 N. Main Street","Wellsville","NY","14895","Allegany","3","Western  - Buffalo                                                                                                                                                                                                                                                                                                                               ","102 N Main Street
Wellsville, NY 14895
(42.121369, -77.947174)"
"2011","Department of Health","BEST CHOICE HOME HEALTH CARE","OPEN","Home Health Aide","Personal Care Aide Upgrade","English","1","1","0","0","1","2275 OLINVILLE AVE,LOWER LEVEL","BRONX","NY","10467","Bronx","5","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                ","2275 OLINVILLE AVE
LOWER LEVEL BRONX, NY 10467
(40.859951, -73.868551)"
"2011","Department of Health","Willcare, Inc. - Fredonia","OPEN","Personal Care Aide","Basic Training","English","2","14","14","14","0","39 1/2 Upper Main Street","Fredonia","NY","14063","Chautauqua","13","Western  - Buffalo                                                                                                                                                                                                                                                                                                                       ","39 1 2 Upper Main Street
Fredonia, NY 14063
(42.439196, -79.332605)"
"2016","Department of Health","All Metro Health Care Corning","OPEN","Personal Care Aide","Basic Training","English","11","103","94","74","10","4 E William Street,Suite 101","Corning","NY","14830","Steuben","101","Western  - Rochester                                                                                                                                                                                                                                                                                                             ","4 E William Street
Corning, NY 14830
(42.149917, -77.060186)"
"2019","Department of Health","Winds of Agape, Inc.","OPEN","Personal Care Aide","Basic Training","English","1","1","1","1","0","1414 Grant Boulevard","Syracuse","NY","13208","Onondaga","67","Central New York                                                                                                                                                                                                                                                                                                                                       ","1414 Grant Boulevard
Syracuse, NY 13208
(43.072381, -76.136877)"
"2011","Department of Health","FAMILY HOME HEALTH CARE INC - TARRYTOWN","OPEN","Home Health Aide","Nurse Aide Transition","English","1","1","1","1","0","55 SOUTH BROADWAY","TARRYTOWN","NY","10591","Westchester","119","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                              ","55 SOUTH BROADWAY
TARRYTOWN, NY 10591
(41.074445, -73.859034)"
"2021","Department of Health","Tanglewood Manor","OPEN","Personal Care Aide","Basic Training","English","2","9","7","7","2","560 Fairmount Avenue WE","Jamestown","NY","14701","Chautauqua","13","Western  - Buffalo                                                                                                                                                                                                                                                                                                                                     ","560 Fairmount Avenue
WE Jamestown, NY 14701
(42.097086, -79.272001)"
"2010","Department of Health","SELF HELP COMMUNITY SERVICES NEW YORK","OPEN","Home Health Aide","Core Training","English","12","223","192","181","38","520 8TH AVENUE 5TH FLOOR","NEW YORK","NY","10001","New York","61","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                             ","520 8TH AVENUE
NEW YORK, NY 10001
(40.753761, -73.992333)"
"2019","Department of Health","HCR - ROCHESTER","OPEN","Home Health Aide","Personal Care Aide Upgrade","English","3","35","25","25","10","85 METRO PARK","ROCHESTER","NY","14623","Monroe","55","Western  - Rochester                                                                                                                                                                                                                                                                                                                                    ","85 METRO PARK
ROCHESTER, NY 14623
(43.097546, -77.616947)"
"2015","Department of Health","BESTCARE, INC STATEN ISLAND","OPEN","Home Health Aide","Core Training","English","0","0","2","2","0","60 BAY STREET","STATEN ISLAND","NY","10301","Richmond","85","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                   ","60 BAY STREET STATEN ISLAND
NY,  10301"
"2017","Department of Health","SUNNYSIDE CITYWIDE HOME CARE SERVICES INC","OPEN","Home Health Aide","Nurse Aide Transition","English","1","1","1","1","0","43-31 39TH ST","SUNNYSIDE","NY","11104","Queens","81","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                     ","43 31 39TH ST
SUNNYSIDE, NY 11104"
"2018","Department of Health","CareGivers","OPEN","Home Health Aide","Competency Evaluation","English","5","5","5","5","0","2260 Lake Ave","Rochester","NY","14612","Monroe","55","Western  - Rochester                                                                                                                                                                                                                                                                                                                                                  ","2260 Lake Ave
Rochester, NY 14612
(43.20932, -77.629867)"
"2021","Department of Health","Marquis Home Care Home Health Aide Training Program","OPEN","Home Health Aide","Core Training","English","7","11","5","5","9","232 North Main Street","Spring Valley","NY","10977","Rockland","87","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                     ","232 North Main Street Spring Valley
NY,  10977"
"2016","Department of Health","Any-Time Home Care, Inc. - Newburgh","CLOSED","Personal Care Aide","Basic Training","English","1","6","4","4","2","410 Gidney Ave","Newburgh","NY","12550","Orange","71","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                             ","410 Gidney Ave
Newburgh, NY 12550
(41.513797, -74.026562)"
"2009","Department of Health","Jzanus Home Care, Inc.","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","1","1","0","0","0","170 Jericho Turnpike","Floral Park","NY","11001","Nassau","59","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                              ","170 Jericho Turnpike Floral Park
NY,  11001"
"2021","Department of Health","Recco Home Care - New Rochelle","OPEN","Home Health Aide","Competency Evaluation","English","1","1","1","1","0","145 Huguenot Street","New Rochelle","NY","10801","Westchester","119","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                  ","145 Huguenot Street
New Rochelle, NY 10801
(40.913219, -73.779364)"
"2010","Department of Health","Selfhelp Community Services - New York","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","6","19","18","23","1","520 Eighth Avenue","New York","NY","10018","New York","61","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                               ","520 Eighth Avenue
New York, NY 10018
(40.753761, -73.992333)"
"2019","Department of Health","Changing Seasons Home Care","OPEN","Personal Care Aide","Basic Training","English","1","6","5","5","1","214 Highbridge Street","Fayetteville","NY","13066","Onondaga","67","Central New York                                                                                                                                                                                                                                                                                                                              ","214 Highbridge Street
Fayetteville, NY 13066
(43.027158, -76.014625)"
"2019","Department of Health","New York Health Care - Hempstead","OPEN","Personal Care Aide","Basic Training","English","0","0","9","9","0","243 Fulton Avenue,Suite 222","Hempstead","NY","11550","Nassau","59","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                                     ","243 Fulton Avenue
Hempstead, NY 11550
(40.707793, -73.626406)"
"2013","Department of Health","HEALTH FORCE CHEEKTOWAGA","OPEN","Home Health Aide","Competency Evaluation","English","5","11","8","8","1","3409 GENESEE STREET","CHEEKTOWAGA","NY","14225","Erie","29","Western  - Buffalo                                                                                                                                                                                                                                                                                                                               ","3409 GENESEE STREET
CHEEKTOWAGA, NY 14225
(42.926258, -78.758272)"
"2020","Department of Health","ATTENTIVE CARE OF ALBANY INC","OPEN","Home Health Aide","Nurse Aide Transition","English","3","3","3","3","0","5 COMPUTER DRIVE WEST","ALBANY","NY","12205","Albany","1","Capital District                                                                                                                                                                                                                                                                                                                                ","5 COMPUTER DRIVE WEST
ALBANY, NY 12205
(42.719333, -73.809472)"
"2018","Department of Health","UNLIMITED CARE INC","OPEN","Home Health Aide","Competency Evaluation","English","18","22","22","22","0","4 JEFFERSON PLAZA SUITE 201","POUGHKEEPSIE","NY","12601","Dutchess","27","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                                      ","4 JEFFERSON PLAZA
POUGHKEEPSIE, NY 12601
(41.701923, -73.935285)"
"2015","Department of Health","Good Care HHA Training Program","OPEN","Home Health Aide","Core Training","English","1","6","6","6","0","2671 Coney Island Ave","Brooklyn","NY","11235","Kings","47","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                  ","2671 Coney Island Ave
Brooklyn, NY 11235
(40.591425, -73.960603)"
"2009","Department of Health","Fort Hudson Home Care, Inc.","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","8","8","0","0","0","319 Broadway","Fort Edward","NY","12828","Washington","115","Capital District                                                                                                                                                                                                                                                                                                            ","319 Broadway Fort
Edward, NY 12828
(43.280808, -73.58643)"
"2021","Department of Health","PARTNERS IN CARE","OPEN","Home Health Aide","Core Training","English","9","79","76","76","19","220 East 42nd Street","New York","NY","10017","New York","61","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                                          ","220 East 42nd Street
New York, NY 10017
(40.75012, -73.972927)"
"2016","Department of Health","Best Care, Inc. - Forest Hills","OPEN","Personal Care Aide","Basic Training","English","8","105","79","79","7","70-50 Austin Street","Forest Hills","NY","11375","Queens","81","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                      ","70 50 Austin Street Forest Hills
NY,  11375"
"2010","Department of Health","Caregivers - Johnson City","OPEN","Personal Care Aide","Alternative Competency Demonstration","English","1","1","2","2","0","700 Harry L. Drive,Suite 120","Johnson City","NY","13790","Broome","7","Central New York                                                                                                                                                                                                                                                                                                   ","700 Harry L Drive
Johnson City, NY 13790
(42.124537, -75.975957)"
"2021","Department of Health","Elite Medical Staffing","OPEN","Home Health Aide","Competency Evaluation","English","1","6","6","6","0","130 Route 59 Suite 2","Spring Valley","NY","10977","New York","61","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                                           ","130 Route 59 Suite 2 Spring Valley
NY,  10977"
"2019","Department of Health","VIP HEALTH CARE SERVICES RICHMOND HILL","CLOSED","Home Health Aide","Competency Evaluation","English","4","6","6","6","3","116-08 MYRTLE AVE","RICHMOND HILL","NY","11418","Queens","81","Metropolitan Area  - New York City                                                                                                                                                                                                                                                                                              ","116 08 MYRTLE AVE RICHMOND HILL
NY,  11418"
"2013","Department of Health","Willcare","OPEN","Home Health Aide","Nurse Aide Transition","English","7","18","17","17","1","37 West Main Street","Fredonia","NY","14063","Chautauqua","13","Western  - Buffalo                                                                                                                                                                                                                                                                                                                                          ","37 West Main Street
Fredonia, NY 14063
(42.439203, -79.332599)"
"2020","Department of Health","Westchester Family Care HHA Training","OPEN","Home Health Aide","Competency Evaluation","English","3","9","8","8","1","200 Katonah Avenue,3rd Floor","Katonah","NY","10536","Westchester","119","Metropolitan Area  - New Rochelle                                                                                                                                                                                                                                                                                      ","200 Katonah Avenue
Katonah, NY 10536
(41.256626, -73.683961)"
"2018","Department of Health","willcare","OPEN","Personal Care Aide","Basic Training","English","11","40","35","35","0","220 fluvanna ave suite 200","Jamestown","NY","14701","Chautauqua","13","Western  - Buffalo                                                                                                                                                                                                                                                                                                                                      ","220 fluvanna ave
Jamestown, NY 14701
(42.114784, -79.24957)"
"2021","Department of Health","South Shore Home Health Services","OPEN","Home Health Aide","Nurse Aide Transition","English","2","2","1","1","1","393 Jericho Turnpike, Suite 206","Mineola","NY","11501","Nassau","59","Metropolitan Area  - Long Island                                                                                                                                                                                                                                                                                              ","393 Jericho Turnpike
Mineola, NY 11501
(40.745381, -73.652278)"
