"lhu","operation_name","address","city","state","zip","municipality","county","subcat","run_date","location"
"ROCKLAND","J C DELI","72 MAIN STREET","HAVERSTRAW","NY","10927","HAVERSTRAW","ROCKLAND","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","72 MAIN STREET
HAVERSTRAW, NY 10927
(41.196337999000036, -73.96161203899999)"
"GLENS FALLS DO","SCOTTYS STORE","215 BALLARD ROAD","GANSEVOORT","NY","12831","WILTON","SARATOGA","CONVENIENCE STORE","2020-11-10T00:00:00.000","215 BALLARD ROAD
GANSEVOORT, NY 12831
(43.170915913000044, -73.71588624599997)"
"MONROE","FARM FRESH","1691 CULVER ROAD","ROCHESTER","NY","14609","ROCHESTER","MONROE","CONVENIENCE STORE","2020-11-10T00:00:00.000","1691 CULVER ROAD
ROCHESTER, NY 14609
(43.176602983000066, -77.55813598499998)"
"NYC","LITTLE NECK FOODS INC","25302 UNION TURNPIKE","GLEN OAKS","NY","11004","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","25302 UNION TURNPIKE
GLEN OAKS, NY 11004
(40.74388001600005, -73.71725097899997)"
"NYC","A & H NEWSSTAND I CORP","541 3RD AVENUE","NEW YORK","NY","10016","MANHATTAN","NEW YORK CITY","OTHER","2020-11-10T00:00:00.000","541 3RD AVENUE
NEW YORK, NY 10016
(40.74677001300006, -73.97713096499996)"
"NYC","PAOLA DELI GROCERY CORP","485 EAST 188TH  STREET","BRONX","NY","10458","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","485 EAST 188TH  STREET
BRONX, NY 10458
(40.858419980000065, -73.89041397399996)"
"MONROE","KWIK FILL M0078","85 STONEWOOD AVENUE","ROCHESTER","NY","14612","ROCHESTER","MONROE","CONVENIENCE/GAS","2020-11-10T00:00:00.000","85 STONEWOOD AVENUE
ROCHESTER, NY 14612
(43.230626990000076, -77.62881202499995)"
"TIOGA","FAMILY DOLLAR STORE #4551","6564 STATE ROUTE 434","APALACHIN","NY","13732","OWEGO","TIOGA","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","6564 STATE ROUTE 434
APALACHIN, NY 13732
(42.07339998000003, -76.15514000699994)"
"NIAGARA","WALMART","886  NIAGARA FALLS  BOULEVARD","NORTH TONAWANDA","NY","14120","NO. TONAWANDA","NIAGARA","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","886  NIAGARA FALLS  BOULEVARD
NORTH TONAWANDA, NY 14120
(43.06001301500004, -78.84081996899994)"
"NYC","LUCKY 21 CONVENIENCE INC.","192-21 UNION TURNPIKE","FLUSHING","NY","11366","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","192-21 UNION TURNPIKE
FLUSHING, NY 11366
(40.73028000100004, -73.77782498199997)"
"WESTCHESTER","THE GIANT OF ELMSFORD INC.","135 NORTH CENTRAL AVENUE","ELMSFORD","NY","10523","GREENBURGH","WESTCHESTER","CONVENIENCE/GAS","2020-11-10T00:00:00.000","135 NORTH CENTRAL AVENUE
ELMSFORD, NY 10523
(41.05911901800005, -73.81608244299997)"
"WESTCHESTER","AMBAR FOOD CENTER","373 WARBURTON AVENUE","YONKERS","NY","10701","YONKERS","WESTCHESTER","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","373 WARBURTON AVENUE
YONKERS, NY 10701
(40.948646223000026, -73.89644030599999)"
"NYC","SHAIKH, TASMIMBANU A","N/E/C 1ST AVE & E 71ST STREET","NEW YORK","NY","10021","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","N/E/C 1ST AVE & E 71ST STREET
NEW YORK, NY 10021
(40.76713003300006, -73.95648994199996)"
"NYC","NOORUDDIN, ABDUL","N/E/C EAST 79TH ST & 2ND AVENUE","NEW YORK","NY","10075","MANHATTAN","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","N/E/C EAST 79TH ST & 2ND AVENUE
NEW YORK, NY 10075
(40.77334005900008, -73.95505990599997)"
"TIOGA","VAPOR KING","941 NY 17C ROAD","OWEGO","NY","13827","OWEGO","TIOGA","CONVENIENCE STORE","2020-11-10T00:00:00.000","941 NY 17C ROAD
OWEGO, NY 13827
(42.099459987000046, -76.23510998499995)"
"NYC","GUASIMITO FOOD CORP","1640 ST. NICHOLAS AVENUE","NEW YORK","NY","10040","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1640 ST. NICHOLAS AVENUE
NEW YORK, NY 10040
(40.856240015000026, -73.92844099299998)"
"SUFFOLK","LA FE DELI","575 MONTAUK  HIGHWAY","AMAGANSETT","NY","11930","E. HAMPTON","SUFFOLK","DELICATESSEN","2020-11-10T00:00:00.000","575 MONTAUK  HIGHWAY
AMAGANSETT, NY 11930
(40.97795300200005, -72.11962704199993)"
"ERIE","CITY MAX MARKET","389 GRIDER  STREET","BUFFALO","NY","14215","BUFFALO","ERIE","DELICATESSEN","2020-11-10T00:00:00.000","389 GRIDER  STREET
BUFFALO, NY 14215
(42.92526700700006, -78.82886502799994)"
"NYC","SMART SUPERMARKET CORP","93-16 CORONA  AVENUE","ELMHURST","NY","11373","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","93-16 CORONA  AVENUE
ELMHURST, NY 11373
(40.74226000400006, -73.87081398299995)"
"NYC","BURGOS, LUIS A.","762 CLASSON AVENUE","BROOKLYN","NY","11238","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","762 CLASSON AVENUE
BROOKLYN, NY 11238
(40.67383002100007, -73.96060101399996)"
"NYC","ANUJEE GROCERY INC","328 VICTORY  BOULEVARD","STATEN ISLAND","NY","10301","STATEN ISLAND","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","328 VICTORY  BOULEVARD
STATEN ISLAND, NY 10301
(40.63403002000007, -74.08552598899996)"
"NYC","R & S AUTO DIAGNOSTIC INC.","63-07 BROADWAY","WOODSIDE","NY","11377","QUEENS","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","63-07 BROADWAY
WOODSIDE, NY 11377
(40.75007998400008, -73.89904699899995)"
"NYC","PATRICIA CAMPOS","7020 20TH AVENUE","BROOKLYN","NY","11204","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","7020 20TH AVENUE
BROOKLYN, NY 11204
(40.61332998800003, -73.98939100699994)"
"NYC","MOE'S GOURMET FOOD CORPORATION","3050 WHITESTONE EXPRESSWAY","FLUSHING","NY","11354","QUEENS","NEW YORK CITY","RESTAURANT/ATUPA","2020-11-10T00:00:00.000","3050 WHITESTONE EXPRESSWAY
FLUSHING, NY 11354
(40.77019611600008, -73.83613883399994)"
"WESTCHESTER","GUNKS HOLDING CORP./CPD NY ENERGY CORP.","361 BRADHURST AVENUE","HAWTHORNE","NY","10532","MT. PLEASANT","WESTCHESTER","GAS STATION","2020-11-10T00:00:00.000","361 BRADHURST AVENUE
HAWTHORNE, NY 10532
(41.10664899500006, -73.80263398999995)"
"MONROE","BOWEN'S SUNOCO","2555 MONROE  AVENUE","ROCHESTER","NY","14618","BRIGHTON","MONROE","GAS STATION","2020-11-10T00:00:00.000","2555 MONROE  AVENUE
ROCHESTER, NY 14618
(43.11595299900006, -77.55381796399996)"
"NYC","9TH AVE GOURMET DELI INC","769 9TH AVENUE","NEW YORK","NY","10019","MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","769 9TH AVENUE
NEW YORK, NY 10019
(40.76451999200003, -73.98840898399999)"
"NYC","BARNES DELI FOOD MART CORP.","803 MORRIS PARK AVENUE","BRONX","NY","10462","BRONX","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","803 MORRIS PARK AVENUE
BRONX, NY 10462
(40.84613001500003, -73.86244800599997)"
"MONROE","END VAPE AND SMOKE","490 MONROE AVENUE","ROCHESTER","NY","14607","ROCHESTER","MONROE","TOBACCO RETAIL","2020-11-10T00:00:00.000","490 MONROE AVENUE
ROCHESTER, NY 14607
(43.14678800900003, -77.59383199599995)"
"NYC","SAIF GOURMET DELI CORP.","1749 CROSBY AVENUE","BRONX","NY","10461","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1749 CROSBY AVENUE
BRONX, NY 10461
(40.84633000700006, -73.83198397899997)"
"CLINTON","IRON ORE MARKET","3851 ROUTE 374","LYON MOUNTAIN","NY","12952","ALTONA","CLINTON","CONVENIENCE STORE","2020-11-10T00:00:00.000","3851 ROUTE 374
LYON MOUNTAIN, NY 12952
(44.72966801100006, -73.90769703999996)"
"ONONDAGA","SEDRA MARKET","901 SOUTH GEDDES STREET","SYRACUSE","NY","13204","SYRACUSE","ONONDAGA","CONVENIENCE STORE","2020-11-10T00:00:00.000","901 SOUTH GEDDES STREET
SYRACUSE, NY 13204
(43.03879100000006, -76.17256598399996)"
"GLENS FALLS DO","DOHENY OIL CORP. BALLSTON SPA","2135 DOUBLE DAY AVENUE","BALLSTON LAKE","NY","12020","BALLSTON","SARATOGA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","2135 DOUBLE DAY AVENUE
BALLSTON LAKE, NY 12020
(43.019985991000055, -73.84226102999997)"
"HORNELL DO","FASTRAC MARKET #289","361 WEST PULTENEY STREET","CORNING","NY","14830","CORNING","STEUBEN","CONVENIENCE/GAS","2020-11-10T00:00:00.000","361 WEST PULTENEY STREET
CORNING, NY 14830
(42.153276135000056, -77.07683195199996)"
"NYC","RIDGEWOOD SMOKE SHOP & VAPORIZER INC","816 SENECA AVENUE","RIDGEWOOD","NY","11385","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","816 SENECA AVENUE
RIDGEWOOD, NY 11385
(40.701050000000066, -73.90492497699995)"
"NYC","LEXINGTON DELI INC","1332 LEXINGTON AVENUE","NEW YORK","NY","10128","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1332 LEXINGTON AVENUE
NEW YORK, NY 10128
(40.78127998400004, -73.95445297199996)"
"WESTCHESTER","LEEWOOD GOLF CLUB INC.","1 LEEWOOD DRIVE","EASTCHESTER","NY","10709","EASTCHESTER","WESTCHESTER","OTHER","2020-11-10T00:00:00.000","1 LEEWOOD DRIVE
EASTCHESTER, NY 10709
(40.97042400000004, -73.81533098099999)"
"NASSAU","GLOBAL SMOKE SHOP / DELAYT, INC.","600 C JERICHO TURNPIKE","SYOSSET","NY","11791","OYSTER BAY","NASSAU","TOBACCO RETAIL","2020-11-10T00:00:00.000","600 C JERICHO TURNPIKE
SYOSSET, NY 11791
(40.810504998000056, -73.49555399899998)"
"NYC","MERMAID 2 DELI INC","3222 MERMAID AVENUE","BROOKLYN","NY","11224","NEW YORK CITY","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","3222 MERMAID AVENUE
BROOKLYN, NY 11224
(40.574889994000046, -73.99923597199995)"
"LIVINGSTON","SMOKER CHOICE","4331 GENESEE VALLEY PLAZA PARK","GENESEO","NY","14454","GENESEO","LIVINGSTON","TOBACCO RETAIL","2020-11-10T00:00:00.000","4331 GENESEE VALLEY PLAZA PARK
GENESEO, NY 14454
(42.79782000100005, -77.78325999099997)"
"NYC","CLAY DELI GROCERY INC","1115 MANHATTAN AVENUE","BROOKLYN","NY","11222","BROOKLYN","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","1115 MANHATTAN AVENUE
BROOKLYN, NY 11222
(40.73666998700003, -73.95548604099997)"
"NYC","JACKSON, DUANE M","S/W/C EAST 23RD ST/PARK AVE SOUTH","NEW YORK","NY","10010","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","S/W/C EAST 23RD ST/PARK AVE SOUTH
NEW YORK, NY 10010
(40.73016630800004, -73.99057140499997)"
"NYC","VRI GROUP INC.","26-27 COLLEGE POINT BOULEVARD","FLUSHING","NY","11354","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","26-27 COLLEGE POINT BOULEVARD
FLUSHING, NY 11354
(40.773750018000044, -73.84568897699995)"
"NYC","MAX DELI INC","1570 BATHGATE AVENUE","BRONX","NY","10457","BRONX","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","1570 BATHGATE AVENUE
BRONX, NY 10457
(40.83866002100007, -73.90149401199994)"
"NYC","KINGS 84 MOBILE","8401 FLATLANDS  AVENUE","BROOKLYN","NY","11234","BROOKLYN","NEW YORK CITY","GAS STATION","2020-11-10T00:00:00.000","8401 FLATLANDS  AVENUE
BROOKLYN, NY 11234
(40.637849989000074, -73.91028302399997)"
"NYC","NY DELI AND MINI MARKET CORP","684 HEGEMAN AVENUE","BROOKLYN","NY","11207","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","684 HEGEMAN AVENUE
BROOKLYN, NY 11207
(40.662070001000075, -73.88629804099998)"
"HERKIMER DO","STEWART'S #171","32 NORTH ANN  STREET","LITTLE FALLS","NY","13365","LITTLE FALLS","HERKIMER","CONVENIENCE/GAS","2020-11-10T00:00:00.000","32 NORTH ANN  STREET
LITTLE FALLS, NY 13365
(43.04436999500007, -74.86039002199993)"
"GLENS FALLS DO","HARRIS GROCERY","887 LAKE AVENUE","LAKE LUZERNE","NY","12846","LAKE LUZERNE","WARREN","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","887 LAKE AVENUE
LAKE LUZERNE, NY 12846
(43.36081802100006, -73.82756000999996)"
"NYC","ALI  2023 DELI & GROCERY LLC","2023 7TH AVENUE","NEW YORK","NY","10027","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","2023 7TH AVENUE
NEW YORK, NY 10027
(40.80645170400004, -73.94998329299995)"
"NYC","KARMAKER, PARIMAL","N/E/C LAFAYETTE & E HOUSTON STREET","NEW YORK","NY","10012","MANHATTAN","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","N/E/C LAFAYETTE & E HOUSTON STREET
NEW YORK, NY 10012
(40.72504005400003, -73.99535992799997)"
"SUFFOLK","7-ELEVEN #29753C","550 PORTION RD","RONKONKOMA","NY","11779","BROOKHAVEN","SUFFOLK","CONVENIENCE STORE","2020-11-10T00:00:00.000","550 PORTION RD
RONKONKOMA, NY 11779
(40.830445001000044, -73.09026299699997)"
"NYC","1086 LUNA DELI GROCERY CORP","1086 BOSTON  ROAD","BRONX","NY","10456","BRONX","NEW YORK CITY","BAR/LOUNGE","2020-11-10T00:00:00.000","1086 BOSTON  ROAD
BRONX, NY 10456
(40.82698000600004, -73.90502698399996)"
"TOMPKINS","EXPRESS MART #351","51 NORTH STREET","DRYDEN","NY","13053","DRYDEN","TOMPKINS","CONVENIENCE/GAS","2020-11-10T00:00:00.000","51 NORTH STREET
DRYDEN, NY 13053
(42.49595099700008, -76.29834096699994)"
"DUTCHESS","STEWART'S SHOP #342 (STEWART'S SHOP CORP.)","2300 SALT POINT TURNPIKE","CLINTON CORNERS","NY","12514","CLINTON","DUTCHESS","CONVENIENCE/GAS","2020-11-10T00:00:00.000","2300 SALT POINT TURNPIKE
CLINTON CORNERS, NY 12514
(41.82555699300008, -73.77050699399996)"
"NYC","ZOVONTES VAPES LLC.","4022 WHITE PLAINS ROAD","BRONX","NY","10466","BRONX","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","4022 WHITE PLAINS ROAD
BRONX, NY 10466
(40.889039995000076, -73.85956496599994)"
"NYC","HYUN KIM","S/W/C 41ST AVE & 81ST STREET","ELMHURST","NY","11373","QUEENS","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","S/W/C 41ST AVE & 81ST STREET
ELMHURST, NY 11373
(40.74589003800003, -73.88455988599998)"
"MONROE","HARRY'S","3932 SCOTTSVILLE  ROAD","SCOTTSVILLE","NY","14546","WHEATLAND","MONROE","CONVENIENCE STORE","2020-11-10T00:00:00.000","3932 SCOTTSVILLE  ROAD
SCOTTSVILLE, NY 14546
(43.028477991000045, -77.74258496099998)"
"NYC","MOAZEB SALEH M","94-24 LIBERTY AVENUE","OZONE PARK","NY","11417","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","94-24 LIBERTY AVENUE
OZONE PARK, NY 11417
(40.68027000400008, -73.84395501299997)"
"ONONDAGA","WAY IN MARKET","421-423 SOUTH GEDDES STREET","SYRACUSE","NY","13204","SYRACUSE","ONONDAGA","CONVENIENCE STORE","2020-11-10T00:00:00.000","421-423 SOUTH GEDDES STREET
SYRACUSE, NY 13204
(43.04296502100004, -76.17098700099996)"
"DUTCHESS","TOBACCO HOUSE MIN","738 ROUTE 9, SUITE 5C","FISHKILL","NY","12524","FISHKILL","DUTCHESS","TOBACCO RETAIL","2020-11-10T00:00:00.000","738 ROUTE 9, SUITE 5C
FISHKILL, NY 12524
(41.53965098900005, -73.89771301899998)"
"NYC","SHRI GANESH NEWSSTAND INC","1385 BROADWAY","NEW YORK","NY","10018","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","1385 BROADWAY
NEW YORK, NY 10018
(40.75273998100005, -73.98755696299997)"
"SUFFOLK","CARDS & GIFTS","1100-4 PORTION ROAD","FARMINGVILLE","NY","11738","BROOKHAVEN","SUFFOLK","STATIONERY STORE","2020-11-10T00:00:00.000","1100-4 PORTION ROAD
FARMINGVILLE, NY 11738
(40.83466202100004, -73.06220298299996)"
"ALLEGANY","DOLLAR GENERAL STORE #10600","303 MAIN STREET","BOLIVAR","NY","14715","BOLIVAR","ALLEGANY","DISCOUNT STORE","2020-11-10T00:00:00.000","303 MAIN STREET
BOLIVAR, NY 14715
(42.06713601600006, -78.16783201799996)"
"NYC","BEST NEW YORK SMOKE INC.","46 B AVENUE","NEW YORK","NY","10009","MANHATTAN","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","46 B AVENUE
NEW YORK, NY 10009
(40.72307001400003, -73.98280199299995)"
"NYC","HAFEEZ, MUHAMMAD","N/E/C EAST 13TH ST & 5TH AVENUE","NEW YORK","NY","10003","MANHATTAN","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","N/E/C EAST 13TH ST & 5TH AVENUE
NEW YORK, NY 10003
(40.73531002300007, -73.99410993499998)"
"HERKIMER DO","STEWART'S #118","18 WILLET STREET","FT. PLAIN","NY","13339","CANAJOHARIE","MONTGOMERY","CONVENIENCE/GAS","2020-11-10T00:00:00.000","18 WILLET STREET
FT. PLAIN, NY 13339
(42.931990006000035, -74.62173997199994)"
"ERIE","BLACK ROCK EXPRESS MART","442 AMHERST  STREET","BUFFALO","NY","14207","BUFFALO","ERIE","CONVENIENCE STORE","2020-11-10T00:00:00.000","442 AMHERST  STREET
BUFFALO, NY 14207
(42.93908784700005, -78.88770404399997)"
"ERIE","M & M FOOD MART","1650 KENSINGTON  AVENUE","CHEEKTOWAGA","NY","14215","CHEEKTOWAGA","ERIE","CONVENIENCE STORE","2020-11-10T00:00:00.000","1650 KENSINGTON  AVENUE
CHEEKTOWAGA, NY 14215
(42.94553101200006, -78.79596899199998)"
"NASSAU","RAGTIME DEPARTMENT STORE / W.I.J. UNLIMITED, INC.","80 SOUTH MAIN STREET","FREEPORT","NY","11520","HEMPSTEAD","NASSAU","DISCOUNT STORE","2020-11-10T00:00:00.000","80 SOUTH MAIN STREET
FREEPORT, NY 11520
(40.65506000600004, -73.58118503099996)"
"NASSAU","7 ELEVEN ( STORE # 39267 C)","525 NEWBRIDGE ROAD","EAST MEADOW","NY","11554","HEMPSTEAD","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","525 NEWBRIDGE ROAD
EAST MEADOW, NY 11554
(40.70999499900006, -73.54332598599996)"
"NYC","BALI, SUVARSHA","N/E/C WEST 23RD ST & 6TH AVENUE","NEW YORK","NY","10010","MANHATTAN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","N/E/C WEST 23RD ST & 6TH AVENUE
NEW YORK, NY 10010
(40.742900046000045, -73.99280990199998)"
"GENESEE","FAMILY DOLLAR STORES OF NEW YORK #22805-BATAVIA","577 EAST MAIN STREET","BATAVIA","NY","14020","BATAVIA","GENESEE","DISCOUNT STORE","2020-11-10T00:00:00.000","577 EAST MAIN STREET
BATAVIA, NY 14020
(42.99623000100007, -78.16478997399997)"
"ONEIDA","RUZNIC MARKET","801 ALBANY STREET","UTICA","NY","13501","UTICA","ONEIDA","CONVENIENCE STORE","2020-11-10T00:00:00.000","801 ALBANY STREET
UTICA, NY 13501
(43.094140018000076, -75.21468996799996)"
"SUFFOLK","EXXON","365 SPUR DR. NORTH","BAY SHORE","NY","11706","ISLIP","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","365 SPUR DR. NORTH
BAY SHORE, NY 11706
(40.75041702100003, -73.26273800499996)"
"WATERTOWN DO","QUICK LEES - COFFEEN ST.","1279 COFFEEN STREET","WATERTOWN","NY","13601","WATERTOWN","JEFFERSON","CONVENIENCE/GAS","2020-11-10T00:00:00.000","1279 COFFEEN STREET
WATERTOWN, NY 13601
(43.98760198800005, -75.94168998099997)"
"NYC","FRESH CITY DELI INC","925 HUNTS POINT AVENUE","BRONX","NY","10459","BRONX","NEW YORK CITY","CONVENIENCE STORE","2020-11-10T00:00:00.000","925 HUNTS POINT AVENUE
BRONX, NY 10459
(40.82045000100004, -73.89129097299997)"
"NASSAU","SPEEDWAY ( STATION # 07799 ) / SPEEDWAY, LLC","895 OLD COUNTRY  ROAD","PLAINVIEW","NY","11803","OYSTER BAY","NASSAU","CONVENIENCE/GAS","2020-11-10T00:00:00.000","895 OLD COUNTRY  ROAD
PLAINVIEW, NY 11803
(40.774128000000076, -73.47759401099995)"
"NYC","PRIYANKA DAS","N/W/C 9TH STREET & 6TH AVENUE","BROOKLYN","NY","11215","BROOKLYN","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","N/W/C 9TH STREET & 6TH AVENUE
BROOKLYN, NY 11215
(40.66803003700005, -73.98392994599999)"
"OSWEGO","CLIFFORD'S SUNRISE TO SUNSET","817 SOUTH 4TH STREET","FULTON","NY","13069","FULTON","OSWEGO","CONVENIENCE/GAS","2020-11-10T00:00:00.000","817 SOUTH 4TH STREET
FULTON, NY 13069
(43.30969398500008, -76.39924499999995)"
"SUFFOLK","VALERO","3359 GREAT NECK RD.","AMITYVILLE","NY","11701","BABYLON","SUFFOLK","CONVENIENCE/GAS","2020-11-10T00:00:00.000","3359 GREAT NECK RD.
AMITYVILLE, NY 11701
(40.698287995000044, -73.40954402199998)"
"ORLEANS","MURRAY SUPERETTE","16573 RIDGE ROAD",,"NY",,"MURRAY","ORLEANS","CONVENIENCE/GAS","2020-11-10T00:00:00.000","16573 RIDGE ROAD
, NY 
(43.27442700200004, -78.04608202399999)"
"ONONDAGA","PREMIUM E-CIGS & VAPOR SHOP","6195 NY-31 ROUTE","CICERO","NY","13039","CICERO","ONONDAGA","TOBACCO RETAIL","2020-11-10T00:00:00.000","6195 NY-31 ROUTE
CICERO, NY 13039
(43.17675542100005, -76.09211143499994)"
"NYC","4TH AVENUE GOURMET DELI CORP.","6013 4TH AVENUE","BROOKLYN","NY","11220","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","6013 4TH AVENUE
BROOKLYN, NY 11220
(40.640420006000056, -74.01855801899995)"
"NYC","BANANA KISS INC","513B NOSTRAND AVENUE","BROOKLYN","NY","11216","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","513B NOSTRAND AVENUE
BROOKLYN, NY 11216
(40.679753005000066, -73.94951463999996)"
"NASSAU","7 ELEVEN ( STORE # 11169B )","2680 JERUSALEM  AVENUE","NORTH BELLMORE","NY","11710","HEMPSTEAD","NASSAU","CONVENIENCE STORE","2020-11-10T00:00:00.000","2680 JERUSALEM  AVENUE
NORTH BELLMORE, NY 11710
(40.69122800200006, -73.53286402899994)"
"PUTNAM","GIGGLES","1739 BREWSTER AVENUE","CARMEL","NY","10512","CARMEL","PUTNAM","OTHER","2020-11-10T00:00:00.000","1739 BREWSTER AVENUE
CARMEL, NY 10512
(41.416579160000026, -73.67186076099995)"
"HORNELL DO","WALGREENS #10696","80 DENISON PARKWAY EAST","CORNING","NY","14830","CORNING","STEUBEN","PHARMACY","2020-11-10T00:00:00.000","80 DENISON PARKWAY EAST
CORNING, NY 14830
(42.141760016000035, -77.05172997799997)"
"SUFFOLK","BEER SHACK","259 MAIN ST","ISLIP","NY","11751","ISLIP","SUFFOLK","LIQUOR/BEVERAGE STORE","2020-11-10T00:00:00.000","259 MAIN ST
ISLIP, NY 11751
(40.72819500300005, -73.21953197599998)"
"NYC","N & R DELI, INC.","77-19 25TH AVENUE","JACKSON HEIGHTS","NY","11370","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","77-19 25TH AVENUE
JACKSON HEIGHTS, NY 11370
(40.762658370000054, -73.89116782199994)"
"WATERTOWN DO","DOLLAR GENERAL-CAPE VINCENT","2137 SOUTH JAMES  STREET","CAPE VINCENT","NY","13618","CAPE VINCENT","JEFFERSON","DISCOUNT STORE","2020-11-10T00:00:00.000","2137 SOUTH JAMES  STREET
CAPE VINCENT, NY 13618
(44.11818198100008, -76.32772096299993)"
"NYC","PRINCE DELI CORP.","357 NOSTRAND AVENUE","BROOKLYN","NY","11216","BROOKLYN","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","357 NOSTRAND AVENUE
BROOKLYN, NY 11216
(40.68588001200004, -73.95053401299998)"
"WESTCHESTER","LUCKY TRADING 486","486 MAIN STREET","NEW ROCHELLE","NY","10801","NEW ROCHELLE","WESTCHESTER","CONVENIENCE STORE","2020-11-10T00:00:00.000","486 MAIN STREET
NEW ROCHELLE, NY 10801
(40.909058997000045, -73.78089703299997)"
"ONONDAGA","SPEEDWAY","7369 OSWEGO  ROAD","LIVERPOOL","NY","13090","CLAY","ONONDAGA","CONVENIENCE/GAS","2020-11-10T00:00:00.000","7369 OSWEGO  ROAD
LIVERPOOL, NY 13090
(43.12736399600004, -76.21894003599994)"
"NYC","MOMTA GROCERY INC","5012 VERNON BOULEVARD","LONG ISLAND CITY","NY","11101","QUEENS","NEW YORK CITY","GROCERY SUPERMARKET","2020-11-10T00:00:00.000","5012 VERNON BOULEVARD
LONG ISLAND CITY, NY 11101
(40.74239998200005, -73.95446302999994)"
"SUFFOLK","NORTH EAST BEVERAGE","15 LAKE AVE","RIVERHEAD","NY","11901","SOUTHAMPTON","SUFFOLK","LIQUOR/BEVERAGE STORE","2020-11-10T00:00:00.000","15 LAKE AVE
RIVERHEAD, NY 11901
(40.91396798400007, -72.66319798899997)"
"NYC","NK NEWSSTAND INC.","125 MAIDEN LANE","NEW YORK","NY","10038","MANHATTAN","NEW YORK CITY","STAND","2020-11-10T00:00:00.000","125 MAIDEN LANE
NEW YORK, NY 10038
(40.70658000200007, -74.00641498799996)"
"SUFFOLK","HIGH TIMES VAPE","500 MEDFORD AVE, STE 2","PATCHOGUE","NY","11772","BROOKHAVEN","SUFFOLK","TOBACCO RETAIL","2020-11-10T00:00:00.000","500 MEDFORD AVE, STE 2
PATCHOGUE, NY 11772
(40.78567298200005, -73.00948198599997)"
