"year","region","program_name","indicator_name","master_id","eligible_patients","indicator_value","quintile","facility_type","address","city","zip","location"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Comprehensive Family Care Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","1621 Eastchester Road","Bronx","10461","(40.845459, -73.84555)"
"2014","Bronx","AECOM DOSA-Melrose Complex","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Drug Treatment Center","260 E. 161st Street, MOT, M9","Bronx","10451","(40.825482, -73.91898)"
"2014","Brooklyn","Brightpoint Health-Sterling Health Center","Tobacco Cessation Counseling","TOB_2","275","92.00",,"Community Health Center","803 Sterling Place","Brooklyn","11216","(40.672883, -73.9518)"
"2014","Bronx","Community Healthcare Network-Bronx Health Center","Antiretroviral Therapy","AR_1","349","95.70","Third","Community Health Center","975 Westchester Avenue","Bronx","10459","(40.823206, -73.89525)"
"2014","Bronx","Acacia Network-Promesa Casa De Salud","Visit Frequency (12-month)","RET_1","35","68.60","Fifth","Drug Treatment Center","966 Prospect Avenue","Bronx","10459","(40.822814, -73.89982)"
"2014","Bronx","Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center","Tobacco Use Screening","TOB_1","205","100.00",,"Designated AIDS Center","3444 Kossuth Avenue, 3rd Floor","Bronx","10467","(40.881239, -73.88109)"
"2014","Bronx","Acacia Network-Promesa Claremont Family Health Clinic","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Drug Treatment Center","262-4 174th Street","Bronx","10457","(40.844492, -73.90605)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-South Bronx Center for Child. & Fam.","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","311 East 161st Street","Bronx","10451","(40.825107, -73.91689)"
"2014","Brooklyn","Brooklyn Hospital Center-Church Ave","Visit Frequency (24-month)","RET_2","72","87.50","Second","Designated AIDS Center","2222 Church Avenue","Brooklyn","11226","(40.650202, -73.95784)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Castle Hill Family Practice","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","2175 Westchester Avenue","Bronx","10462","(40.834144, -73.85235)"
"2014","Manhattan","Renaissance Healthcare Network-Sydenham-NYC Health and Hospitals Corp.","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Community Health Center","215 West 125th Street","New York","10027","(40.809702, -73.94891)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Ossining","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","165 Main Street","Ossining","10562","(41.161549, -73.86271)"
"2014","Bronx","Morrisania Diagnostic and Treatment Center-NYC Health and Hosp. Corp.","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","1225 Gerard Avenue","Bronx","10452","(40.836232, -73.9203)"
"2014","Manhattan","Community Healthcare Network-Community League Health Center","Genital Gonorrhea Testing","STI_7","43","67.40","Third","Community Health Center","1996 Amsterdam Avenue","New York","10032","(40.834137, -73.94144)"
"2014","Bronx","Institute for Family Health-Stevenson Family Health Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4",,,,"Community Health Center","731 White Plains Road","Bronx","10473","(40.820641, -73.85902)"
"2014","Bronx","Morris Heights Health Center-Burnside","Genital Chlamydia Testing","STI_3","84","98.80","First","Community Health Center","85 W. Burnside Ave.","Bronx","10453","(40.854888, -73.91013)"
"2014","Central-West","Jordan Health Center-Holland Health Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","15","6.70",,"Community Health Center","82 Holland St","Rochester","14605","(43.169478, -77.60204)"
"2014","Manhattan","Gouverneur Healthcare Services-NYC Health and Hosp. Corp.","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","52","46.20",,"Community Health Center","227 Madison Street","New York","10002","(40.713214, -73.98781)"
"2014","Brooklyn","SUNY Downstate Medical Center-STAR Health Center-Research Foundation of SUNY","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","13","30.80",,"Designated AIDS Center","450 Clarkson Ave, Box 1240","Brooklyn","11203","(40.655129, -73.94513)"
"2014","Bronx","Morris Heights Health Center-Walton","Tobacco Cessation Counseling","TOB_2","18","100.00",,"Community Health Center","25 East 183rd street","Bronx","10453","(40.858719, -73.90289)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Via Verde","New Patient Visit Frequency","RET_3",,,,"Community Health Center","730 Brook Avenue","Bronx","10455","(40.818965, -73.91227)"
"2014","Bronx","Urban Health Plan, Inc. - Bella Vista Health Center","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","890 Hunts Point Avenue","Brxonx","10474","(40.819328, -73.88931)"
"2014","Manhattan","Heritage HealthCare Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","1727 Amsterdam Avenue","New York","10031","(40.825421, -73.94691)"
"2014","Brooklyn","Brookdale University Hospital and Medical Center","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","6","100.00",,"Designated AIDS Center","One Brookdale Plaza","Brooklyn","11212","(40.655181, -73.91255)"
"2014","Bronx","Acacia Network-Promesa BASICS Community Health Center & Mobile Van","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Drug Treatment Center","1064 Franklin Avenue","Bronx","10456","(40.826948, -73.90695)"
"2014","Brooklyn","Lutheran Medical Center-Caribbean American Family Health Center","New Patient Visit Frequency","RET_3",,,,"Community Health Center","3414 Church Avenue","Brooklyn","11203","(40.650807, -73.94516)"
"2014","Bronx","Bronx Lebanon Hospital Center-Family Medicine Practice","Visit Frequency (12-month)","RET_1","207","54.60","Fifth","Hospital (non-DAC)","1276 Fulton Avenue","Bronx","10456","(40.831445, -73.90273)"
"2014","Brooklyn","Interfaith Medical Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","880 Bergen Street","Brooklyn","11238","(40.677003, -73.95816)"
"2014","Manhattan","Asian and Pacific Islander Coalition on HIV/AIDS (APICHA)","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","63","87.30",,"Community Health Center","400 Broadway","New York","10013","(40.718612, -74.00223)"
"2014","Lower Hudson","Mount Vernon-Montefiore Health System","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Designated AIDS Center","12 North 7th Avenue","Mount Vernon","10550","(40.912593, -73.84042)"
"2014","Brooklyn","East New York Diagnostic and Treatment Center-HATS Unit-NYC Health and Hosp. Corp.","Chlamydia Treatment - Genital Infection","STI_5",,,,"Community Health Center","2094 Pitkin Ave.","Brooklyn","11207","(40.671755, -73.89528)"
"2014","Bronx","Segundo Ruiz Belvis Diagnostic & Treatment Ctr-NYC Health and Hosp. Corp.","Tobacco Use Screening","TOB_1","49","24.50",,"Community Health Center","545 East 142nd St, 2nd Floor","Bronx","10454","(40.81013, -73.91577)"
"2014","Long Island","Long Island_AVERAGE (Before Redaction)","Tobacco Use Screening","TOB_1","620","95.30",,,,,,
"2014","Bronx","Urban Health Plan, Inc. - El Nuevo San Juan","Antiretroviral Therapy","AR_1","146","98.60","Second","Community Health Center","1065 Southern Boulevard","Bronx","10459","(40.825041, -73.89224)"
"2014","Brooklyn","Lutheran Medical Center-Sunset Terrace Family Health Center/Special Care Immunology Services","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","69","4.30",,"Designated AIDS Center","514 49th Street","Brooklyn","11220","(40.645136, -74.00928)"
"2014","Bronx","Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center","Tobacco Cessation Counseling","TOB_2","85","61.20",,"Designated AIDS Center","3444 Kossuth Avenue, 3rd Floor","Bronx","10467","(40.881239, -73.88109)"
"2014","Long Island","SUNY Stony Brook Med. Center-Comprehensive HIV Treatment Center-Research Foundation of SUNY","Visit Frequency (24-month)","RET_2","83","33.70","Fifth","Designated AIDS Center","205 N. Belle Meade Road","Setauket","11733","(40.898748, -73.0884)"
"2014","Brooklyn","Staten Island University Hospital-North Shore LIJ-Coney Island Multi-Service Center (MMTP)","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Drug Treatment Center","425 Coney Island Ave","Brooklyn","11218","(40.647345, -73.97073)"
"2014","Long Island","Hudson River Healthcare - Health Center at Patchogue [Suffolk DOH until 11/1/14]","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","8","25.00",,"Community Health Center","365 East Main Street","Patchogue","11722","(40.767311, -73.00216)"
"2014","Central-West","Rochester Regional Health System - Unity Infectious Disease","Baseline Resistance Test (All newly diagnosed patients)","BR_1",,,,"Hospital (non-DAC)","89 Genesee Street- BK-3","Rochester","14611","(43.148435, -77.63717)"
"2014","Long Island","Long Island_AVERAGE (After Redaction)","Baseline Resistance Test (All newly diagnosed patients)","BR_1","74","94.50",,,,,,
"2014","Central-West","Syracuse Community Health Center","Visit Frequency (24-month)","RET_2","33","81.80","Third","Community Health Center","819 South Salina Street","Syracuse","13202","(43.039904, -76.15002)"
"2014","Manhattan","Institute for Family Health-Sidney Hillman and Phillips Family Practice","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","16 East 16th Street","New York","10003","(40.73676, -73.99188)"
"2014","Bronx","Bronx Lebanon Hospital Center-Family Medicine Practice","Tobacco Cessation Counseling","TOB_2","42","54.80",,"Hospital (non-DAC)","1276 Fulton Avenue","Bronx","10456","(40.831445, -73.90273)"
"2014","Bronx","Montefiore Health System-Montefiore Medical Center (Moses Division)-Center for Positive Living-Designated AIDS Center","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","22","81.80",,"Designated AIDS Center","3444 Kossuth Avenue, 3rd Floor","Bronx","10467","(40.881239, -73.88109)"
"2014","Brooklyn","Lutheran Medical Center-Caribbean American Family Health Center","Genital Chlamydia Testing","STI_3","62","58.10","Fourth","Community Health Center","3414 Church Avenue","Brooklyn","11203","(40.650807, -73.94516)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-University Avenue Family Practice","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","105 West 188th Street","Bronx","10468","(40.864381, -73.90431)"
"2014","Lower Hudson","Open Door Family Medical Center, Inc.-Port Chester","Genital Gonorrhea Testing","STI_7","60","90.00","First","Community Health Center","5 Grace Church Street","Port Chester","10573","(40.997183, -73.66484)"
"2014","Lower Hudson","Westchester Medical Center-AIDS Care Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","95 Grasslands Rd., Cedarwood Hall","Valhalla","10595","(41.077434, -73.81568)"
"2014","Lower Hudson","Lower Hudson_AVERAGE (After Redaction)","Baseline Resistance Test (All newly diagnosed patients)","BR_1","18","91.70",,,,,,
"2014","Manhattan","Heritage HealthCare Center","Visit Frequency (12-month)","RET_1","86","82.60","Fourth","Community Health Center","1727 Amsterdam Avenue","New York","10031","(40.825421, -73.94691)"
"2014","Bronx","Acacia Network-Promesa Claremont Family Health Clinic","Visit Frequency (24-month)","RET_2","57","91.20","First","Drug Treatment Center","262-4 174th Street","Bronx","10457","(40.844492, -73.90605)"
"2014","Long Island","Suffolk County Department of Health Services-Riverhead Health Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Community Health Center","County Center, 300 Center Drive","Riverhead","11901","(40.913101, -72.66783)"
"2014","Brooklyn","Community Healthcare Network-Caribbean House Health Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7","7","100.00",,"Community Health Center","1167 Nostrand Avenue","Brooklyn","11225","(40.659031, -73.9502)"
"2014","Central-West","SUNY Upstate Medical University-Designated AIDS Center (Adult)-Research Foundation of SUNY","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","48","20.80",,"Designated AIDS Center","725 Irving Ave., Suite #211","Syracuse","13210","(43.041644, -76.13749)"
"2014","Manhattan","Community Healthcare Network-Downtown Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","150 Essex Street","New York","10002","(40.720653, -73.98687)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-Willis P. Green Center","Visit Frequency (12-month)","RET_1","328","86.90","Third","Community Health Center","123-125 W. 124th Street","New York","10027","(40.807695, -73.94692)"
"2014","Manhattan","Montefiore Medical Group-CICERO Program-Marble Hill Family Practice","Antiretroviral Therapy","AR_1","24","100.00","First","Community Health Center","5525 Broadway","New York","10463","(40.877634, -73.90608)"
"2014","Manhattan","Heritage HealthCare Center","Tobacco Cessation Counseling","TOB_2","6","83.30",,"Community Health Center","1727 Amsterdam Avenue","New York","10031","(40.825421, -73.94691)"
"2014","Central-West","Strong Memorial Hospital Adult Clinic-University of Rochester Medical Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1","30","96.70",,"Designated AIDS Center","601 Elmwood Avenue","Rochester","14642","(43.122823, -77.62528)"
"2014","Manhattan","Renaissance Healthcare Network-Sydenham-NYC Health and Hospitals Corp.","Visit Frequency (24-month)","RET_2","55","47.30","Fifth","Community Health Center","215 West 125th Street","New York","10027","(40.809702, -73.94891)"
"2014","Bronx","Project Samaritan Health Services-Highbridge Clinic","Genital Gonorrhea Testing","STI_7","14","57.10","Fourth","Drug Treatment Center","1381 University Ave","Bronx","10452","(40.842601, -73.9258)"
"2014","Manhattan","Bellevue Hospital Center-Adult Virology Clinic-NYC Health and Hosp. Corp.","Suppressed at Last VL of Review Period","VL_1","105","87.60","Second","Designated AIDS Center","462 First Avenue, 12E12","New York","10016","(40.739217, -73.97549)"
"2014","Long Island","SUNY Stony Brook Med. Center-Comprehensive HIV Treatment Center-Research Foundation of SUNY","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","205 N. Belle Meade Road","Setauket","11733","(40.898748, -73.0884)"
"2014","Manhattan","Metropolitan Hospital Center Virology Clinic-NYC Health and Hosp. Corp.","Chlamydia Treatment - Genital Infection","STI_5",,,,"Designated AIDS Center","1901 First Avenue, 14th Floor","New York","10029","(40.785224, -73.94498)"
"2014","Long Island","Nassau University Medical Center-Center for Positive Health-Designated AIDS Center","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","2201 Hempstead Turnpike","East Meadow","11554","(40.726176, -73.55374)"
"2014","Central-West","Erie County Medical Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","462 Grider Street","Buffalo","14215","(42.925422, -78.83133)"
"2014","Brooklyn","Community Healthcare Network-CABS Health Center","Baseline Resistance Test (All newly diagnosed patients)","BR_1","32","87.50",,"Community Health Center","94-98 Manhattan Avenue","Brooklyn","11206","(40.705636, -73.94439)"
"2014","Central-West","SUNY Upstate Medical University-Designated AIDS Center (Adult)-Research Foundation of SUNY","Genital Chlamydia Testing","STI_3","100","23.00","Fifth","Designated AIDS Center","725 Irving Ave., Suite #211","Syracuse","13210","(43.041644, -76.13749)"
"2014","Bronx","Urban Health Plan, Inc. - Bella Vista Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","890 Hunts Point Avenue","Brxonx","10474","(40.819328, -73.88931)"
"2014","Brooklyn","Community Healthcare Network-CABS Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","94-98 Manhattan Avenue","Brooklyn","11206","(40.705636, -73.94439)"
"2014","Brooklyn","Housing Works-East New York Health Center","Visit Frequency (12-month)","RET_1","398","80.20","Fourth","Community Health Center","2640 Pitkin Ave","Brooklyn","11208","(40.674764, -73.87475)"
"2014","Brooklyn","Lutheran Medical Center - Adult Medicine at Sunset Park","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","150 55th Street","Brooklyn","11220","(40.646758, -74.02153)"
"2014","Manhattan","Center for Comprehensive Health Practice","Visit Frequency (24-month)","RET_2","33","100.00","First","Drug Treatment Center","1900 Second Avenue, 9th Floor","New York","10029","(40.785409, -73.94583)"
"2014","Manhattan","Housing Works-Keith D. Cylar House Health Center","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","743 E. 9th Street","New York","10009","(40.724602, -73.97601)"
"2014","Manhattan","Harlem Hospital Center-NYC Health and Hosp. Corp.","Genital Chlamydia Testing","STI_3","97","82.50","Second","Designated AIDS Center","Division of Infectious Disease Harlem Hospital Center, 506 Lenox Avenue, MLK 3101A","New York","10037","(40.814135, -73.93976)"
"2014","Bronx","Lincoln Medical and Mental Health Center-NYC Health and Hosp. Corp.","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8",,,,"Designated AIDS Center","234 East 149th Street","Bronx","10451","(40.81689, -73.92444)"
"2014","Manhattan","Institute for Family Health-North General","New Patient Visit Frequency","RET_3",,,,"Community Health Center","1824 Madison Ave","New York","10035","(40.80185, -73.94376)"
"2014","Lower Hudson","St. John's Riverside Hospital-The HOPE Center","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3","8","62.50",,"Designated AIDS Center","2 Park Ave.","Yonkers","10703","(40.940274, -73.89148)"
"2014","Manhattan","Betances Health Center","Genital Chlamydia Testing","STI_3","220","99.10","First","Community Health Center","280 Henry St","New York","10002","(40.71367, -73.98373)"
"2014","Brooklyn","START Treatment and Recovery Centers-East New York","New Patient Visit Frequency","RET_3",,,,"Drug Treatment Center","494 Dumont Avenue","Brooklyn","11207","(40.665084, -73.90046)"
"2014","Long Island","David E. Rogers Center for HIV/AIDS Care","Tobacco Use Screening","TOB_1","68","100.00",,"Community Health Center","335B Meeting House Lane","Southampton","11968","(40.886987, -72.3779)"
"2014","Central-West","SUNY Upstate Medical University-Designated AIDS Center (Adult)-Research Foundation of SUNY","Visit Frequency (24-month)","RET_2","88","65.90","Fifth","Designated AIDS Center","725 Irving Ave., Suite #211","Syracuse","13210","(43.041644, -76.13749)"
"2014","Brooklyn","Brightpoint Health-Sterling Health Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","73","0.00",,"Community Health Center","803 Sterling Place","Brooklyn","11216","(40.672883, -73.9518)"
"2014","Brooklyn","Brooklyn Hospital Center-Church Ave","Gonorrhea Treatment - Pharyngeal Infection","STI_11",,,,"Designated AIDS Center","2222 Church Avenue","Brooklyn","11226","(40.650202, -73.95784)"
"2014","Brooklyn","Kings County Hospital Center-NYC Health and Hosp. Corp.","Visit Frequency (12-month)","RET_1","1515","89.40","Second","Designated AIDS Center","451 Clarkson Avenue, E Building 4th Floor","Brooklyn","11203","(40.656719, -73.94616)"
"2014","Brooklyn","Bedford Stuyvesant Family Health Center, Inc.","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","12","16.70",,"Community Health Center","1458 Fulton Street","Brooklyn","11216","(40.679842, -73.94255)"
"2014","Bronx","Segundo Ruiz Belvis Diagnostic & Treatment Ctr-NYC Health and Hosp. Corp.","ART naïve patients suppressed on last viral load after 12 weeks on ART","VL_3",,,,"Community Health Center","545 East 142nd St, 2nd Floor","Bronx","10454","(40.81013, -73.91577)"
"2014","Brooklyn","Community Healthcare Network-Dr. Betty Shabazz Health Center","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4",,,,"Community Health Center","999 Blake Avenue","Brooklyn","11208","(40.66998, -73.88135)"
"2014","Manhattan","Harlem United-Upper Room AIDS Ministries-El Faro","Visit Frequency (12-month)","RET_1","175","77.70","Fifth","Community Health Center","179 E116th Street","New York","10029","(40.798463, -73.94029)"
"2014","Manhattan","Callen-Lorde Community Health Center","Genital Chlamydia Testing","STI_3","3426","87.50","First","Community Health Center","356 West 18th Street","New York","10011","(40.743061, -74.00314)"
"2014","Manhattan","Institute for Family Health-Sidney Hillman and Phillips Family Practice","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Community Health Center","16 East 16th Street","New York","10003","(40.73676, -73.99188)"
"2014","Bronx","VIP Community Services","Suppressed at Last VL of Review Period","VL_1","39","53.80","Fifth","Drug Treatment Center","1910 Arthur Ave., 9th Floor","Bronx","10457","(40.845477, -73.89298)"
"2014","Brooklyn","Lutheran Medical Center-Sunset Terrace Family Health Center/Special Care Immunology Services","Tobacco Cessation Counseling","TOB_2","104","86.50",,"Designated AIDS Center","514 49th Street","Brooklyn","11220","(40.645136, -74.00928)"
"2014","Manhattan","East Harlem Council for Human Services, Inc.-Boriken Neighborhood Health Center","Tobacco Cessation Counseling","TOB_2","43","100.00",,"Community Health Center","2265 3rd Avenue","New York","10035","(40.802411, -73.93633)"
"2014","Manhattan","Mount Sinai Health System-Mount Sinai Beth Israel","Suppressed at Last VL of Review Period","VL_1","105","77.10","Third","Designated AIDS Center","317 East 17th Street, Fierman Hall 1st Floor","New York","10003","(40.734149, -73.98264)"
"2014","Lower Hudson","Rockland County Department of Health-Infectious Disease Clinic","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","9","0.00",,"Community Health Center","50 Sanatorium Road, Building A","Pomona","10970","(41.157512, -74.04053)"
"2014","Brooklyn","Brownsville Multi-Service Family Health Center-Institute for Specialty and Integrated Services","Visit Frequency (12-month)","RET_1","260","91.90","Second","Community Health Center","259 Bristol St","Brooklyn","11212","(40.664679, -73.9111)"
"2014","Bronx","St. Barnabas Hospital-Pathways Center for Comprehensive Care","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","4422 Third Avenue","Bronx","10457","(40.852491, -73.8914)"
"2014","Brooklyn","Community Healthcare Network-CABS Health Center","Visit Frequency (24-month)","RET_2","146","72.60","Fourth","Community Health Center","94-98 Manhattan Avenue","Brooklyn","11206","(40.705636, -73.94439)"
"2014","Brooklyn","Brooklyn Hospital Center-Church Ave","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Designated AIDS Center","2222 Church Avenue","Brooklyn","11226","(40.650202, -73.95784)"
"2014","Manhattan","East Harlem Council for Human Services, Inc.-Boriken Neighborhood Health Center","Visit Frequency (12-month)","RET_1","164","91.50","Second","Community Health Center","2265 3rd Avenue","New York","10035","(40.802411, -73.93633)"
"2014","Brooklyn","Wyckoff Heights Medical Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9","28","0.00",,"Hospital (non-DAC)","342 Stanhope Street","Brooklyn","11237","(40.703537, -73.91723)"
"2014","Manhattan","Harlem Hospital Center-NYC Health and Hosp. Corp.","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Designated AIDS Center","Division of Infectious Disease Harlem Hospital Center, 506 Lenox Avenue, MLK 3101A","New York","10037","(40.814135, -73.93976)"
"2014","Brooklyn","Maimonides Medical Center Life Forward Program","Chlamydia Treatment - Rectal Infection","STI_6",,,,"Hospital (non-DAC)","4719 Fort Hamilton Parkway","Brooklyn","11219","(40.638782, -73.99647)"
"2014","Central-West","Ellis Family Health Center-McClellan Street site","Visit Frequency (12-month)","RET_1","81","81.50","Fourth","Hospital (non-DAC)","624 McClellan Street","Schenectady","12304","(42.804453, -73.91574)"
"2014","Lower Hudson","St. John's Riverside Hospital-The HOPE Center","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Designated AIDS Center","2 Park Ave.","Yonkers","10703","(40.940274, -73.89148)"
"2014","Brooklyn","Kingsbrook Jewish Medical Center","Genital Gonorrhea Testing","STI_7","85","65.90","Third","Designated AIDS Center","1110 Eastern Parkway at Pierre Toussaint Family Health Center (PTFHC)","Brooklyn","11213","(40.668368, -73.93165)"
"2014","Bronx","Jacobi Medical Center-Adult HIV Clinic-NBHN-NYC Health and Hosp. Corp.","Visit Frequency (24-month)","RET_2","102","86.30","Second","Designated AIDS Center","1400 Pelham Pkwy So., Bld 1, Room 146","Bronx","10461","(40.855908, -73.84592)"
"2014","Bronx","Community Healthcare Network-Bronx Health Center","Tobacco Cessation Counseling","TOB_2","129","76.00",,"Community Health Center","975 Westchester Avenue","Bronx","10459","(40.823206, -73.89525)"
"2014","Brooklyn","Cumberland Diagnostic and Treatment Center-NYC Health and Hosp. Corp.","Visit Frequency (24-month)","RET_2","60","88.30","Second","Community Health Center","100 North Portland Ave","Brooklyn","11205","(40.695095, -73.97669)"
"2014","Bronx","Bronx_AVERAGE (After Redaction)","Tobacco Cessation Counseling","TOB_2","1615","87.10",,,,,,
"2014","Bronx","Medalliance Medical Health Services","Genital Chlamydia Testing","STI_3","20","95.00","First","Community Health Center","625 East Fordham Road","Bronx","10458","(40.858428, -73.88358)"
"2014","Central-West","Arnot Ogden","Chlamydia Treatment - Genital Infection","STI_5",,,,"Hospital (non-DAC)","600 Ivy Street, Suite 206","Elmira","14905","(42.101236, -76.82723)"
"2014","Brooklyn","Brooklyn_AVERAGE (Before Redaction)","Genital Gonorrhea Testing","STI_7","3674","53.20","Fourth",,,,,
"2014","Bronx","AECOM DOSA-Port Morris","Genital Chlamydia Testing","STI_3","39","59.00","Third","Drug Treatment Center","804 E. 138th Street, Hub 1, Hub 2, Hub 3","Bronx","10454","(40.803392, -73.91062)"
"2014","Central-West","Jordan Health Center -Woodward Health Center","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","480 Genessee Street","Rochester","14611","(43.140671, -77.63574)"
"2014","Lower Hudson","Hudson River HealthCare - Peekskill","Rectal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_8","25","32.00",,"Community Health Center","1037 Main Street","Peekskill","10566","(41.291523, -73.91833)"
"2014","Bronx","AECOM DOSA-Port Morris","Tobacco Use Screening","TOB_1","39","94.90",,"Drug Treatment Center","804 E. 138th Street, Hub 1, Hub 2, Hub 3","Bronx","10454","(40.803392, -73.91062)"
"2014","Brooklyn","Joseph P. Addabbo Family Health Center-South Brooklyn Health Center","Pharyngeal Gonorrhea Testing Among MSM and MtF Transgender Patients","STI_9",,,,"Community Health Center","120 Richards Street","Brooklyn","11231","(40.677823, -74.00996)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Williamsbridge Family Practice","Gonorrhea Treatment - Genital Infection","STI_10",,,,"Community Health Center","3448 Boston Road","Bronx","10469","(40.876028, -73.84854)"
"2014","Lower Hudson","Mount Vernon Neighborhood Health Center","Antiretroviral Therapy","AR_1","71","73.20","Fifth","Community Health Center","107 West Fourth Street","Mount Vernon","10550","(40.903662, -73.83868)"
"2014","Bronx","Brightpoint Health-Inwood Health Center","Visit Frequency (12-month)","RET_1","573","72.60","Fifth","Community Health Center","1545 Inwood Avenue","Bronx","10452","(40.844133, -73.91666)"
"2014","Manhattan","Settlement Health and Medical Services","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","212 East 106th Street","New York","10029","(40.79093, -73.94418)"
"2014","Brooklyn","Woodhull Medical Center-NYC Health and Hosp. Corp.","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Designated AIDS Center","760 Broadway, Rm. 2B151","Brooklyn","11206","(40.699527, -73.94242)"
"2014","Central-West","St. Elizabeth Medical Center-Sister Rose Vincent Family Medicine Center ID Clinic","Rectal Chlamydia Testing Among MSM and MtF Transgender Patients","STI_4","25","0.00",,"Hospital (non-DAC)","120 Hobart Street","Utica","13501","(43.093191, -75.24134)"
"2014","Bronx","Urban Health Plan, Inc. - El Nuevo San Juan","Gonorrhea Treatment - Rectal Infection","STI_12",,,,"Community Health Center","1065 Southern Boulevard","Bronx","10459","(40.825041, -73.89224)"
"2014","Bronx","Montefiore Medical Group-CICERO Program-Via Verde","Tobacco Use Screening","TOB_1","16","100.00",,"Community Health Center","730 Brook Avenue","Bronx","10455","(40.818965, -73.91227)"
"2014","Central-West","Jordan Health Center -Woodward Health Center","ART naïve patients suppressed on first viral load after 12 weeks on ART","VL_7",,,,"Community Health Center","480 Genessee Street","Rochester","14611","(43.140671, -77.63574)"
