"company_name","cocode","domicile","business_type","year","a_dental_premiums","b_dental_payments","c_dental_members","d_dental_member_months","e_dental_loss_ratio_b_a","f_average_amount_of_premums_per_member_per_month_a_d","g_previous_yearaverage_amount_of_premums_per_member_per_month","h_percentage_change_in_average_premum_per_member_per_month_from_previous_year_f_g_g"
"GUARDIAN LIFE INSURANCE COMPANY OF AMERICA","64246","NY","L","2020","1888338280.00","1095130612.00","4856473.00","54708741.00","58.00","34.52","32.52","0.06"
"CIGNA HEALTH AND LIFE INSURANCE COMPANY","67369","CT","L","2018","1766175324","1399211311","4670670","55367283","79.2226735356653700","31.899259423656385","30.29602803632852","5.29%"
"GUARDIAN LIFE INSURANCE COMPANY OF AMERICA","64246","NY","L","2017","1880281662","1241686747","4837501","57515986","66.0372736752245200","32.6914618485372","32.62252549117707","0.21%"
"GUARDIAN LIFE INSURANCE COMPANY OF AMERICA","64246","NY","L","2016","1879998987","1271576302","4843398","57628861","6800","32.62","41.33","-21.10%"
"GUARDIAN LIFE INSURANCE COMPANY OF AMERICA","64246","NY","L","2018","1896806066","1255210251","4930766","58005152","66.1749386771520400","32.70064814242707","32.6914618485372","0.03%"
"GUARDIAN LIFE INSURANCE COMPANY OF AMERICA","64246","NY","L","2019","1926742468","1305894851","4995185","59256808","67.7773429863487100","32.51512413560987","32.70064814242707","-0.005673404576238285"
"CIGNA HEALTH AND LIFE INSURANCE COMPANY","67369","CT","L","2019","2052050487","1525341658","4562062","59304346","74.3325599278981100","34.60202540636735","31.899259423656385","0.08472817336651414"
"CIGNA HEALTH AND LIFE INSURANCE COMPANY","67369","CT","L","2020","1843206934.00","1327409978.00","4684057.00","61781827.00","72.00","29.83","34.60","-0.14"
"Metropolitan Life Insurance Company","65978","NY","L","2019","4247093600","3520391800","7956437","93733680","82.889432905363800","45.3102193363154","465.1645332308411","-0.9025931340431109"
"Metropolitan Life Insurance Company","65978","NY","L","2020","4207369257.00","2988457958.00","7911790.00","95209362.00","71.00","44.19","45.31","-0.02"
"Metropolitan Life Insurance Company","65978","NY","L","2016","4224668573","3416203768","9823571","112283417","8090.0","37.63",,
"Metropolitan Life Insurance Company","65978","NY","L","2017","4376806567","3467321484","8919472","117847518","79.220350063964800","37.13957358864359","36.869397375635145","0.73%"
"Metropolitan Life Insurance Company","65978","NY","L","2016","4518343063","3655299279","10721781","122549957","8100","36.87","37.63","-2.00%"
